relative_path,sha256,size
manifests/stage5a_prechange_file_hashes.csv,d12372b8e28b4faf23bd35b695dc972a69107d35352bd1ebd34f0354e8f61823,17974
manifests/technical_asset_manifest.csv,5efbe6af9a25ac716e534c67910cf7743fd15ae92d7893a1700f6bfeb3bd5256,10419
quarantine/README.md,1267b606c4b99803f0dd3d2546713ba97542206d8559056acd9c1ce69d783ae4,560
tests/conftest.py,89341c1c708aa288966506217cb4a5e1eec589fa0218f25469caa56400519f5e,4634
tools/development/stage4b_legacy_scan.py,ba5db2a8fa1516a3d75ea28858921f71d0ad82b2e5422f123fc5764a62fe2fcb,2698
tools/development/stage4b_prechange_baseline.py,b6d937bf501f060c91f182fb7c73037a7066cc8b98a52659da009b2073c37517,4995
tools/development/stage4b_rollback_manifest.py,8467acf40b478e57dbf63d724b62b49b0c56ed47a2dbf241b50936df77158d09,4032
tools/development/stage4d_execute.py,6bd56d9f91fe2c88293d901001d5232be7789cd172b82c84fc5bae62bf2708f7,10821
tools/engine/check_engine_compatibility.py,5cc288b77a45e00d2d13d56a29cc05b471b7b7c726283f7e5ec191f64471a573,6243
tools/inventory/cfic_inventory_core.py,e46de8eadecddf4b561dbe7406e1251de2aa48d072a9d57bfaaee87e8a339de4,29034
tools/inventory/legacy__build_plan_rate_inventory.py,3ab8a392528d1b8497be627279466aa9f82985d9e4fd49689707b50506e028a0,18484
tools/inventory/README.md,a8b438a579a0e5ed8f16063718dbd5687ced1ed12921f5aaf12f26cbb4f3b610,1503
tools/inventory/run_stage2a_inventory.py,10966f39d42e04d00a00e46413c36f1b6c0821350fb40b86f47d526c6bff236b,18047
tools/migration/run_stage2b_migration.py,c85950bf6133359d732efd606e0d2d72741063a5faa11b23cf1dde78a511acc7,29870
tools/reporting/run_stage3_architecture_analysis.py,364f78e3e03835d2c8239f451d5c2effd061d2b159c466af94587fb608b0b578,40203
tools/reporting/run_stage4a_governance.py,b6a339b00caabff890ab254b67abc24f589803e05b42e0737d5c250025251fda,47236
tools/reporting/_build_rate_load_tracker.py,7200f869ca82f06c0b9c49047c28203cc0369a493e5bd2289e184aa6d2de25d0,10493
tools/repository/stage5a_execute.py,7b013d8662cc8e33500f5176b354ec876f1a23bb6535a43cb6b1f46035d1c360,31175
tests/unit/configuration/test_configuration_loader.py,4929e6bb53da797a974a651037ca4ff006084c2edc263009815ef959d9f79de5,6762
tests/unit/engine/test_engine_import.py,29bbbec5bd7bb1e678cf106de4195b7dcbc5461c12946e83422654945b09699d,3493
tests/integration/configuration/test_real_project_load.py,3d83bc73bb998e2d507a013afc698dd633d279552c8727e852ba551d338c15c3,434
tests/integration/engine/test_compatibility_checker.py,92b0fdddab29bb007505c3ff5eb26588490b0efe446f2f44163675ae77ec9b46,1327
tests/integration/engine/test_stage4d_installed_engine.py,49fd6a6fe601f12a5bc9915fe3ab26b2a413af0c54c4b6c5e6c4d93cb5d2f879,2005
reports/architecture/entry_point_inventory.csv,30deee0ac793b1b632a8313cd3c216e51ff95dc3a9ff62a84d2ec540e5dfca93,8631
reports/architecture/legacy_path_and_reference_report.csv,f8ec4853bd793f0951b07dcddfbb93dc32649fcb134238511f5c466d6293a80a,55430
reports/architecture/plan_universe_reconciliation.csv,65e3d18062c010ca9e462648f775fa85a415636037038c69371fc081b2e5c186,24663
reports/architecture/qla_core_dependency_matrix.csv,99bf4f439cb7a22eeb435346215eb6763682919c12caf1e1e9fbbd63bc734850,2246
reports/architecture/rate_universe_baseline.csv,ae695f777654bd8a39f66f0308ee2af9c38e94174e2b050f71482b5ae2de33ff,2622
reports/architecture/stage3_analysis_summary.json,d7d4fc2c16f1e9cf5c7921279fabd327238dff0a0f021ca898c6c91100e4d469,577
reports/architecture/Stage3_Baseline_Integrity_Report.md,d0e7d902514192b0bd10b271078539d4b3a6bc340ca7d8db23f46663f2bc5efa,736
reports/architecture/test_and_validation_readiness.md,0920ec924b5e31e4e59d5eb5b5d1a296b8a3ebca1fc296a34b77978cd4534e92,2239
reports/architecture/unsafe_script_register.csv,e2448ff0c6dede75b505aa85f4436aa03c379e2d656c67f45ea35d083488af9d,1409
reports/audit/emit_summary.json,d0b7fa013a80e55a6616a74b66514c958b305374a3d0d9106a460b837165e1f8,3206
reports/audit/rate_csv_manifest.csv,d31c7b77342bb086753cdcf8590b3e2bcd0b0ca7bcecadf6de07928de4549bc9,7697
reports/audit/reserve_grid_collisions.txt,7c8dd16728063d8fbb8a66893de60e338d7f16526faaf8612ceeb79faa53a5e3,112
reports/development/CIT-ARCH-001_Validation_Report.md,f7ba9da5c9a873c92a3b989549ac17fd60a5a679896ac5eb284ffaa562221761,1976
reports/development/CIT-ENGINE-001_Package_Discovery_Report.md,170f3d6af322a455b06ee022612ace133f6288b7bb0a4d789679e38ec0b101d6,2667
reports/development/Stage4B_Legacy_Reference_Comparison.csv,9a16f272c7dc4b6ee9a491596a17426b26f087ad092371881e45a2546856cabc,3684
reports/development/Stage4B_Prechange_Baseline.md,1c371dbead7fa726e0922f66f970d17016ed676d62fd544b9c79f83df6c1864b,560
reports/development/Stage4B_Regression_and_Integrity_Report.md,466f12acf8e259b507f35e82dd51268c985ab493c6c958e0f87096a13306a409,1236
reports/development/Stage4B_Rollback_Manifest.csv,4755794c78528538837f97db5d6720ca61ee060249761911d5ebab2415c20b4d,9231
reports/development/Stage4D_Prechange_Baseline.md,0b7dfca794ee06f3e0d79855a9fbcc18349146958ec85cc455fd488a6301fd54,678
reports/development/Stage4D_Regression_and_Integrity_Report.md,34bc043d17c9df783b0fdaefc5cfbffcaedf947247b106255304b5c32b4f0801,501
reports/development/Stage4D_Rollback_Manifest.csv,e4e46a12dcdc466f87330021ace589f70c7390cbcb12d47ca6e449b7cf0ed8f4,1515
reports/engine/engine_compatibility_result.json,87444f0ca30890c754ee6881b119baaeb6a92f3545f1e433b7e2a776019fb788,1660
reports/engine/Stage4D_Active_Import_Validation.csv,e3cead864fe51929c6d21a29068d6556f1094df1dc4f277e79873efbbfb1c09f,348
reports/engine/Stage4D_Conversion_Gate_Validation.md,0f500a0ce1131be1aa9010140c76e6d077b691a7a3b7fbb275e169e7079f3a43,298
reports/engine/Stage4D_Engine_Installation_Report.md,b51f61a52932c2795fe3598aa593eefeb76d4aba1f118d10b39d51050ee194d8,510
reports/engine/Stage4D_Engine_Legacy_Path_Risk_Assessment.csv,d0dbb45f341f56a8afce816453ba2909e94ecff3fbe34db5cdadb6eee645b8ae,571
reports/engine/Stage4D_Installed_Distribution_Snapshot.txt,9cd5b4f9b1ee82d38bc97589eef6c4e83ff7a869e36cfbfabc00b21b9040485e,342
reports/engine/Stage4D_Wheel_Verification_Report.md,e193be0949d363aa7015bcb64e846fd5f41b6d4ffff18184c70ed6789b865541,534
reports/governance/controlled_plan_count_recommendation.md,dc9217cf65deea8157cb377f47224fdc785de54e580f6630cf911f961cf228f3,3361
reports/governance/crosswalk_coverage_analysis.csv,478af00b398cd6a14a3224c9023bd6f5992ea603f713b08267f786099db4569d,22644
reports/governance/plan_alias_and_relationship_candidates.csv,2d48fc6a46ee480c700ccc153cfed7d0561690153dd33691039421c4fd293d8c,23374
reports/governance/plan_count_bridge_308_to_301.csv,6fa7636f0e4ddde330aa29edb7d5cbbd8da6604bce171319bf0c833045452cd2,1958
reports/governance/plan_rate_requirement_authority_matrix.csv,acf4cff4af6625b0117a932e65516979e63051100e79d6afdfe196706cab91e7,131115
reports/governance/plan_universe_master_reconciliation.csv,7ea05335158500e80fabcbf4c540754714224ae32d40b5f620ea17ec325fb25f,77766
reports/governance/reserve_staging_coverage_analysis.csv,673f6a1fb1949664b8e9b9b93743e9f0a450f6ec622b4c4485b1b1f7817fc9f8,24227
reports/governance/source_authority_by_domain.csv,ac8c1edaa3cddc3d6e5581c7fb640bdcecc7c2f72870ec0775e4ffab2832ae33,4204
reports/governance/Stage4A_Blocking_Decisions_Register.csv,ba196e51354930f207c420324629f33a1fbc8924350f4ad1db21f9ddddaf3493,2324
reports/governance/Stage4A_Input_Validation_Report.md,e4ffa13fe5cc80aba102404a75cd63f04479f61f79ff9b2bf484193125c9de46,553
reports/governance/stage4a_summary.json,5c63b92b4328263f1d5109d3dfc3915539df451c1c474c421bf0321494bf8a99,1426
reports/governance/Stage4A_Validation_Report.md,187e2445a2503777eb006b7b68cfe5225cc71b062ce5b9023d9ab9d9ff6aef66,1381
reports/migration/duplicate_file_report.csv,f86b538420325272c4aa52a69d0c8d452f70a985b188e7b1abb90979daf6c709,1546
reports/migration/enterprise_dependency_report.csv,c9dd253ba222a03b28f7ee6f3a0f8e035209baedfde1ab275a68c7c701b5af90,1984
reports/migration/hardcoded_path_report.csv,17220fb9068572ba646060467fe148dbc7502a3396dca620d65841cc046dfc90,272
reports/migration/path_collision_report.csv,b153db8667276b5803b024488b2ed5afb6502b3b346827e8bc5c66c3e45f8346,22479
reports/migration/sensitive_data_review.csv,f8496e243abc8008403366abb96fee438b04020e0abf85d7dcb2f7499efa71a7,236
reports/migration/Stage2A_Dry_Run_Migration_Report.md,f1144e3ec633100960a5ace48335b3f3a0c42f6c9304283f3cfd2f2429d9f76e,5217
reports/migration/Stage2B_Copy_Approval_Report.md,ba9fd57d90f94f0181cc18e73738561ab0b4f1b5e0a8dab899df4d90df82c7ca,1341
reports/migration/Stage2B_Copy_Verification_Report.csv,31d958c9d29761a1a2b12c68bb62521d32750c166bbf3d40d482dc68df26965c,115120
reports/migration/Stage2B_Destination_Structure_Audit.csv,b68011c125bbf403405628d30f69703aff8f4cdc9c5cfba01c2da4cc653a6ae8,21
reports/repository/Stage5A_Prechange_Baseline.md,ca29531367f29ce5ae9a9817d056a0b16be854b1e4b789b9166ec402ee2e8944,331
reports/repository/Stage5A_Repository_Boundary_Assessment.md,d384bd598afdb2e10f71fbc0d59caf8206f28dd57fbaed21b7d36494c308727d,519
output/csv/draft_pre_migration/README.md,1cb7f842f5cbad6cde4948c637570eb7e5f21328e5cc5319615fa7dddfd39190,411
issues/closed/legacy_README.md,c152f6674a713c199b9d6cebf4c118ac9fa76b9d4852d3662ef47c71e5d75220,1615
issues/development/CIT-ARCH-001.md,44cdaefc6b740e82d8fbcbe5594e7e725a5275372db059f76c1dac2e15a6d283,1142
issues/development/CIT-ENGINE-001.md,b1416fa7d3c11454aafe6546c306467bfdbaea81c48879855cd95c22bc51d146,1919
issues/intake/STAGE4_TECHNICAL_BACKLOG.md,49b21b6fdd48d442d30fb05eace910d21d410aebe05f0762331afb85b5eb5e20,13158
issues/closed/legacy_CFIC_Issue_01/CFIC_Issue_01_Dependency_Gate.md,91daed156afc73f1d15ac8c1d9c0d1a8aa87f91887b271e4eefb3cae5b707de5,4730
issues/closed/legacy_CFIC_Issue_01/CFIC_Issue_01_Implementation_Notes.md,571d7d1a8f7fbc4fa3a320730dc67b1e8ebd0dfe25f87ac7b66d2ef440061321,3110
issues/closed/legacy_CFIC_Issue_01/CFIC_Issue_01_Intake_Summary.md,e34a3ad00dddf2d516ad59cd7917a5e4bfb194208ca85dc05a20b518b81ddb39,5390
issues/closed/legacy_CFIC_Issue_01/CFIC_Issue_01_Open_Business_Questions.md,26f29f5191a919209f0e2258e3924405f53772e577c58e12451f0fa7aa804389,3712
issues/closed/legacy_CFIC_Issue_01/CFIC_Issue_01_Planning_Report.md,3d7e70d93bc99f1df7a43bf4963f0c475e0d5f28f62dc28823a4027e2ac8f502,14892
issues/closed/legacy_CFIC_Issue_01/CFIC_Issue_01_Risk_Review_Report.md,19c35ca0367a29ad08735ebb8c44ee47e9758caf4ff1cbad25e4a6630ff3e7e6,12163
issues/closed/legacy_CFIC_Issue_01/CFIC_Issue_01_Scope_Decisions.md,8f85bf77120537c3c3607c8eb38312183f709605eb86f336c9db373adc1ca33d,1655
issues/closed/legacy_CFIC_Issue_02/CFIC_Issue_02_Implementation_Notes.md,e748fa90f83219583cde96bc7bb8ff5c988d4eec8b873a8f2d6411a1c0eaf7f8,2000
issues/closed/legacy_CFIC_Issue_03/CFIC_Issue_03_Implementation_Notes.md,d3335dd2ea746b37fd27b23c62f27ee562360fe07077ca4d5a2b34a179b82da0,3089
docs/architecture/CURRENT_STATE_PIPELINE.md,49d46b467f4ba74672414fdeac318dcc9bfcdec26b608cc24b6c875e5bfdfbe9,4906
docs/architecture/ENTERPRISE_ENGINE_API_CONTRACT.md,229dbfcf96662a409cf615052ede1050a80703bce9e598ed93e2013e9ef42596,1971
docs/architecture/PROPOSED_CONFIGURATION_MODEL.md,9e3224cb5fccbde5ed26cb69ce18c27786d4b6e12a03a6a3614cbf3e83a1cdfb,2606
docs/architecture/RUN_REPRODUCIBILITY_STANDARD.md,d8e42d8f26b38f4b73e49ac4fce85f22b61adea36ac63d8d97226fd08d03c46a,1906
docs/architecture/TARGET_STATE_PIPELINE.md,ca7d07ab89e35232bf2a62c1cbefb9a46572e1b7aecda008df174e012ea42d33,3090
docs/runbooks/legacy_output_readme.md,3e51440257fc758f4d9de44fff5039b8fd59ae929e1423eb6548e351387d7c2b,1480
docs/runbooks/README_legacy.md,e2c218e3aed6dc0b82d6257144a7171387b4477a28f782369c335ebaa7c96537,1663
docs/runbooks/RUN_GUIDE_legacy.md,0e993f6536213a037fd481bda9d34f885dfb4200cecb7502aeca5e77496412b3,3521
docs/source_layout/access_app_walkthrough.md,21ec8f0f029ff45788a4391dfbe9cd45d1034a28ab156a258c5e1216117468bd,3847
docs/source_layout/cash_value_extraction_plan.md,8dc86a1c28d5bd64cab639a7649132c879eb4f9404152caad83ff85995b69536,15748
docs/source_layout/plan_rate_source_index.md,2987bbf5814c58d017981c2abc1cc7f08aaeff308b68734630b71dfca8f5a63d,12877
docs/source_layout/product_catalog.md,fd4e5d3ab80b62c991c015ea16f174bdef385c90bb02d17b6641485ca0e04d06,2803
docs/source_layout/target_platform.md,b56538c2c636bb7975b33da8a63b08e604b051a49b1ae777812c41ff81e964cb,1541
discovery/rates/README.md,3c26ec690ea0cf54a38f7aadb41f935e19eee456dc8b9604393e1647ef9a0576,5682
conversion/orchestration/build_cfic_assumption_template.py,2e0a0bdc0c2b5968a513ada49e637d9a3728b2f4e21ac5fd58d0fb8b1947e12b,1830
conversion/orchestration/cfic_rate_publish.py,f064e4186d0a31c6f1e0277572c1cd814a7adfcfaa0deff863f9824d28e23f81,5652
conversion/orchestration/cfic_reserve_build.py,0bb215b53dbd7b7114b1ad382fad4113d21230cc75938d97c5bd60d3fad773f4,6486
conversion/orchestration/citizens_paths.py,0d7b8a9dff50c8e41f30e06739d20d80d917ed7be6d6e5975881817cd0948f4b,2887
conversion/orchestration/configuration.py,bfecafd8d295a159e2001363cf48feaba744345ab8b47e81a9bce43170d02e4d,20064
conversion/orchestration/engine_import.py,424f0ec85fadbc8ce32c0f911fc4105ccdca5288bded9b15d372889b33a387c8,2231
conversion/orchestration/legacy_cfic_paths.py,9daac1cf9c177664475eb349033572587e73e09660ed7bdfb6ed921862a3fdc5,1195
conversion/orchestration/package_cfic_rates.py,7f0d1960c2c087257defe175f4cc4d17db122e631c47e90ee0ff7469faf8aa3f,6582
config/engine_boundary/README.md,f5346be2488073ac93137d8a1b66fba69fe59bf7ecc9f341d7fe16a7eff6ac9c,1521
config/environments/local.yaml,55b83ccf09e107e85b65f56ff6a386787e13d929bd7d056550629acc614c1ea0,45
config/environments/production.yaml,e4e1f5de29da17624576a29b780485de098ab56ffa935ac83b6f1b90ad15cbaf,335
config/environments/validation.yaml,1a744ea8704a8238a161d77a5044027031de6a1d5897320ebbe2f4c2742084a0,100
config/schemas/citizens_config.schema.json,8a0b90d1ec19f14184ab8ba32716c23efa6a895cb90125676de8f2cc187a4934,645
config/schemas/engine_version.schema.json,2b2203ec608b5b3bf13bf1f9c66c586ab24fc16533d9d205bf9ba2832cae6337,1576
config/schemas/output_locations.schema.json,bc8eb4e7d523329f7e8f9d76be6f6ead80d1af1ff364fe8d63046fbfd8ab474f,960
config/schemas/runtime.schema.json,37f01c4ea498229141c09c79ca71fa4188343938c0ea594009e3550b55943484,1328
config/schemas/source_locations.schema.json,ac7971edd783fb03473db509a53c6fa5f6d08c95a60b2026eaa9198fe3a8c7f4,1309
archive/legacy_cfic_rates/README.md,3903e0c30977e22c8fdc48f7a132f81b29946027fb79263ef1490a63c688dc49,502
