COVERAGE_ID,TYPE_CODE,SEX,BAND,UWCLS,RECORD_SEQ,SEQ   ,VALUE_INFO      ,VALUE_FLOAT             ,AAGE_KEY0                                   
0822 620   ,PR       ,M  ,1   ,0    ,         1,    52,       1.5000000,                     0.0,0x3038323220363230202050524D3130303130303532
0822 620   ,PR       ,M  ,1   ,0    ,         1,    53,       1.5000000,                     0.0,0x3038323220363230202050524D3130303130303533
0822 620   ,PR       ,M  ,1   ,0    ,         1,    54,       1.5000000,                     0.0,0x3038323220363230202050524D3130303130303534
0822 620   ,PR       ,M  ,1   ,0    ,         1,    55,       1.5000000,                     0.0,0x3038323220363230202050524D3130303130303535
0822 620   ,PR       ,M  ,1   ,0    ,         1,    56,       1.5000000,                     0.0,0x3038323220363230202050524D3130303130303536
0822 620   ,PR       ,M  ,1   ,0    ,         1,    57,       1.5000000,                     0.0,0x3038323220363230202050524D3130303130303537
0822 620   ,PR       ,M  ,1   ,0    ,         1,    58,       1.5000000,                     0.0,0x3038323220363230202050524D3130303130303538
0822 620   ,PR       ,M  ,1   ,0    ,         1,    59,       1.5000000,                     0.0,0x3038323220363230202050524D3130303130303539
0822 620   ,PR       ,M  ,1   ,0    ,         1,    60,       1.5000000,                     0.0,0x3038323220363230202050524D3130303130303630
0822 620   ,PR       ,M  ,1   ,0    ,         1,    61,       1.5000000,                     0.0,0x3038323220363230202050524D3130303130303631
0822 620   ,PR       ,M  ,1   ,0    ,         1,    62,       1.5000000,                     0.0,0x3038323220363230202050524D3130303130303632
0822 620   ,PR       ,M  ,1   ,0    ,         1,    63,       1.5000000,                     0.0,0x3038323220363230202050524D3130303130303633
0822 620   ,PR       ,M  ,1   ,0    ,         1,    64,       1.5000000,                     0.0,0x3038323220363230202050524D3130303130303634
0822 620   ,PR       ,M  ,1   ,0    ,         1,    65,       1.5000000,                     0.0,0x3038323220363230202050524D3130303130303635
0822 620   ,PR       ,M  ,1   ,0    ,         1,    66,       1.5000000,                     0.0,0x3038323220363230202050524D3130303130303636
0822 620   ,PR       ,M  ,1   ,0    ,         1,    67,       1.5000000,                     0.0,0x3038323220363230202050524D3130303130303637
0822 620   ,PR       ,M  ,1   ,0    ,         1,    68,       1.5000000,                     0.0,0x3038323220363230202050524D3130303130303638
0822 620   ,PR       ,M  ,1   ,0    ,         1,    69,       1.5000000,                     0.0,0x3038323220363230202050524D3130303130303639
0822 620   ,PR       ,M  ,1   ,0    ,         1,    70,       1.5000000,                     0.0,0x3038323220363230202050524D3130303130303730
0822 620   ,PR       ,M  ,1   ,0    ,         1,    71,       1.5000000,                     0.0,0x3038323220363230202050524D3130303130303731
0822 620   ,PR       ,M  ,1   ,0    ,         1,    72,       1.5000000,                     0.0,0x3038323220363230202050524D3130303130303732
0822 620   ,PR       ,M  ,1   ,0    ,         1,    73,       1.5000000,                     0.0,0x3038323220363230202050524D3130303130303733
0822 620   ,PR       ,M  ,1   ,0    ,         1,    74,       1.5000000,                     0.0,0x3038323220363230202050524D3130303130303734
0822 620   ,PR       ,M  ,1   ,0    ,         1,    75,       1.5000000,                     0.0,0x3038323220363230202050524D3130303130303735
0822 620   ,PR       ,M  ,1   ,0    ,         1,    76,       1.5000000,                     0.0,0x3038323220363230202050524D3130303130303736
0822 620   ,PR       ,M  ,1   ,0    ,         1,    77,       1.5000000,                     0.0,0x3038323220363230202050524D3130303130303737
0822 620   ,PR       ,M  ,1   ,0    ,         1,    78,       1.5000000,                     0.0,0x3038323220363230202050524D3130303130303738
0822 620   ,PR       ,M  ,1   ,0    ,         1,    79,       1.5000000,                     0.0,0x3038323220363230202050524D3130303130303739
0822 620   ,PR       ,M  ,1   ,0    ,         1,    80,       1.5000000,                     0.0,0x3038323220363230202050524D3130303130303830
0822 620   ,PR       ,M  ,1   ,0    ,         1,    81,       1.5000000,                     0.0,0x3038323220363230202050524D3130303130303831
0822 620   ,PR       ,M  ,1   ,0    ,         1,    82,       1.5000000,                     0.0,0x3038323220363230202050524D3130303130303832
0822 620   ,PR       ,M  ,1   ,0    ,         1,    83,       1.5000000,                     0.0,0x3038323220363230202050524D3130303130303833
0822 620   ,PR       ,M  ,1   ,0    ,         1,    84,       1.5000000,                     0.0,0x3038323220363230202050524D3130303130303834
0822 620   ,PR       ,M  ,1   ,0    ,         1,    85,       1.5000000,                     0.0,0x3038323220363230202050524D3130303130303835
0822 620   ,PR       ,M  ,1   ,0    ,         1,    86,       1.5000000,                     0.0,0x3038323220363230202050524D3130303130303836
0822 620   ,PR       ,M  ,1   ,0    ,         1,    87,       1.5000000,                     0.0,0x3038323220363230202050524D3130303130303837
0822 620   ,PR       ,M  ,1   ,0    ,         1,    88,       1.5000000,                     0.0,0x3038323220363230202050524D3130303130303838
0822 620   ,PR       ,M  ,1   ,0    ,         1,    89,       1.5000000,                     0.0,0x3038323220363230202050524D3130303130303839
0822 620   ,PR       ,M  ,1   ,0    ,         1,    90,       1.5000000,                     0.0,0x3038323220363230202050524D3130303130303930
0822 620   ,PR       ,M  ,1   ,0    ,         1,    91,       1.5000000,                     0.0,0x3038323220363230202050524D3130303130303931
0822 620   ,PR       ,M  ,1   ,0    ,         1,    92,       1.5000000,                     0.0,0x3038323220363230202050524D3130303130303932
0822 620   ,PR       ,M  ,1   ,0    ,         1,    93,       1.5000000,                     0.0,0x3038323220363230202050524D3130303130303933
0822 620   ,PR       ,M  ,1   ,0    ,         1,    94,       1.5000000,                     0.0,0x3038323220363230202050524D3130303130303934
0822 620   ,PR       ,M  ,1   ,0    ,         1,    95,       1.5000000,                     0.0,0x3038323220363230202050524D3130303130303935
0822 620   ,PR       ,M  ,1   ,0    ,         1,    96,       1.5000000,                     0.0,0x3038323220363230202050524D3130303130303936
0822 620   ,PR       ,M  ,1   ,0    ,         1,    97,       1.5000000,                     0.0,0x3038323220363230202050524D3130303130303937
0822 620   ,PR       ,M  ,1   ,0    ,         1,    98,       1.5000000,                     0.0,0x3038323220363230202050524D3130303130303938
0822 620   ,PR       ,M  ,1   ,0    ,         1,    99,       1.5000000,                     0.0,0x3038323220363230202050524D3130303130303939
0822 620   ,PR       ,M  ,1   ,0    ,         1,   100,       1.5000000,                     0.0,0x3038323220363230202050524D3130303130313030
0822 620   ,PR       ,M  ,1   ,0    ,         1,   101,       1.5000000,                     0.0,0x3038323220363230202050524D3130303130313031
0822 620   ,PR       ,M  ,1   ,0    ,         1,   102,       1.5000000,                     0.0,0x3038323220363230202050524D3130303130313032
0822 620   ,PR       ,M  ,1   ,0    ,         1,   103,       1.5000000,                     0.0,0x3038323220363230202050524D3130303130313033
0822 620   ,PR       ,M  ,1   ,0    ,         1,   104,       1.5000000,                     0.0,0x3038323220363230202050524D3130303130313034
0822 620   ,PR       ,M  ,1   ,0    ,         1,   105,       1.5000000,                     0.0,0x3038323220363230202050524D3130303130313035
0822 620   ,PR       ,M  ,1   ,0    ,         1,   106,       1.5000000,                     0.0,0x3038323220363230202050524D3130303130313036
0822 620   ,PR       ,M  ,1   ,0    ,         1,   107,       1.5000000,                     0.0,0x3038323220363230202050524D3130303130313037
0822 620   ,PR       ,M  ,1   ,0    ,         1,   108,       1.5000000,                     0.0,0x3038323220363230202050524D3130303130313038
0822 620   ,PR       ,M  ,1   ,0    ,         1,   109,       1.5000000,                     0.0,0x3038323220363230202050524D3130303130313039
0822 620   ,PR       ,M  ,1   ,0    ,         1,   110,       1.5000000,                     0.0,0x3038323220363230202050524D3130303130313130
0822 620   ,PR       ,M  ,1   ,0    ,         1,   111,       1.5000000,                     0.0,0x3038323220363230202050524D3130303130313131
0822 620   ,PR       ,M  ,1   ,0    ,         1,   112,       1.5000000,                     0.0,0x3038323220363230202050524D3130303130313132
0822 620   ,PR       ,M  ,1   ,0    ,         1,   113,       1.5000000,                     0.0,0x3038323220363230202050524D3130303130313133
0822 620   ,PR       ,M  ,1   ,0    ,         1,   114,       1.5000000,                     0.0,0x3038323220363230202050524D3130303130313134
0822 620   ,PR       ,M  ,1   ,0    ,         1,   115,       1.5000000,                     0.0,0x3038323220363230202050524D3130303130313135
0822 620   ,PR       ,M  ,1   ,0    ,         1,   116,       1.5000000,                     0.0,0x3038323220363230202050524D3130303130313136
0822 620   ,PR       ,M  ,1   ,0    ,         1,   117,       1.5000000,                     0.0,0x3038323220363230202050524D3130303130313137
0823 665   ,PR       ,F  ,1   ,0    ,         1,    16,       8.6700000,                     0.0,0x303832332036363520205052463130303130303136
0823 665   ,PR       ,F  ,1   ,0    ,         1,    17,       8.6700000,                     0.0,0x303832332036363520205052463130303130303137
0823 665   ,PR       ,F  ,1   ,0    ,         1,    18,       8.6700000,                     0.0,0x303832332036363520205052463130303130303138
0823 665   ,PR       ,F  ,1   ,0    ,         1,    19,       8.6700000,                     0.0,0x303832332036363520205052463130303130303139
0823 665   ,PR       ,F  ,1   ,0    ,         1,    20,       8.6700000,                     0.0,0x303832332036363520205052463130303130303230
0823 665   ,PR       ,F  ,1   ,0    ,         1,    21,       8.6700000,                     0.0,0x303832332036363520205052463130303130303231
0823 665   ,PR       ,F  ,1   ,0    ,         1,    22,       8.7900000,                     0.0,0x303832332036363520205052463130303130303232
0823 665   ,PR       ,F  ,1   ,0    ,         1,    23,       8.9700000,                     0.0,0x303832332036363520205052463130303130303233
0823 665   ,PR       ,F  ,1   ,0    ,         1,    24,       9.1500000,                     0.0,0x303832332036363520205052463130303130303234
0823 665   ,PR       ,F  ,1   ,0    ,         1,    25,       9.2900000,                     0.0,0x303832332036363520205052463130303130303235
0823 665   ,PR       ,F  ,1   ,0    ,         1,    26,       9.4200000,                     0.0,0x303832332036363520205052463130303130303236
0823 665   ,PR       ,F  ,1   ,0    ,         1,    27,       9.5300000,                     0.0,0x303832332036363520205052463130303130303237
0823 665   ,PR       ,F  ,1   ,0    ,         1,    28,       9.6200000,                     0.0,0x303832332036363520205052463130303130303238
0823 665   ,PR       ,F  ,1   ,0    ,         1,    29,       9.6900000,                     0.0,0x303832332036363520205052463130303130303239
0823 665   ,PR       ,F  ,1   ,0    ,         1,    30,       9.7400000,                     0.0,0x303832332036363520205052463130303130303330
0823 665   ,PR       ,F  ,1   ,0    ,         1,    31,       9.8000000,                     0.0,0x303832332036363520205052463130303130303331
0823 665   ,PR       ,F  ,1   ,0    ,         1,    32,       9.8700000,                     0.0,0x303832332036363520205052463130303130303332
0823 665   ,PR       ,F  ,1   ,0    ,         1,    33,      10.0100000,                     0.0,0x303832332036363520205052463130303130303333
0823 665   ,PR       ,F  ,1   ,0    ,         1,    34,      10.2500000,                     0.0,0x303832332036363520205052463130303130303334
0823 665   ,PR       ,F  ,1   ,0    ,         1,    35,      10.5600000,                     0.0,0x303832332036363520205052463130303130303335
0823 665   ,PR       ,F  ,1   ,0    ,         1,    36,      10.8600000,                     0.0,0x303832332036363520205052463130303130303336
0823 665   ,PR       ,F  ,1   ,0    ,         1,    37,      11.1800000,                     0.0,0x303832332036363520205052463130303130303337
0823 665   ,PR       ,F  ,1   ,0    ,         1,    38,      11.4600000,                     0.0,0x303832332036363520205052463130303130303338
687J 30MRG ,PR       ,M  ,1   ,N    ,         1,    21,       3.7600000,                     0.0,0x3638374A2033304D524750524D314E303130303231
687J 30MRG ,PR       ,M  ,1   ,N    ,         1,    22,       3.7700000,                     0.0,0x3638374A2033304D524750524D314E303130303232
687J 30MRG ,PR       ,M  ,1   ,N    ,         1,    23,       3.7900000,                     0.0,0x3638374A2033304D524750524D314E303130303233
687J 30MRG ,PR       ,M  ,1   ,N    ,         1,    24,       3.8100000,                     0.0,0x3638374A2033304D524750524D314E303130303234
687J 30MRG ,PR       ,M  ,1   ,N    ,         1,    25,       3.8400000,                     0.0,0x3638374A2033304D524750524D314E303130303235
687J 30MRG ,PR       ,M  ,1   ,N    ,         1,    26,       3.8800000,                     0.0,0x3638374A2033304D524750524D314E303130303236
687J 30MRG ,PR       ,M  ,1   ,N    ,         1,    27,       3.9300000,                     0.0,0x3638374A2033304D524750524D314E303130303237
687J 30MRG ,PR       ,M  ,1   ,N    ,         1,    28,       4.0000000,                     0.0,0x3638374A2033304D524750524D314E303130303238
687J 30MRG ,PR       ,M  ,1   ,N    ,         1,    29,       4.0900000,                     0.0,0x3638374A2033304D524750524D314E303130303239
687J 30MRG ,PR       ,M  ,1   ,N    ,         1,    30,       4.2000000,                     0.0,0x3638374A2033304D524750524D314E303130303330
687J 30MRG ,PR       ,M  ,1   ,N    ,         1,    31,       4.3300000,                     0.0,0x3638374A2033304D524750524D314E303130303331
687J 30MRG ,PR       ,M  ,1   ,N    ,         1,    32,       4.4800000,                     0.0,0x3638374A2033304D524750524D314E303130303332
687J 30MRG ,PR       ,M  ,1   ,N    ,         1,    33,       4.6600000,                     0.0,0x3638374A2033304D524750524D314E303130303333
687J 30MRG ,PR       ,M  ,1   ,N    ,         1,    34,       4.8600000,                     0.0,0x3638374A2033304D524750524D314E303130303334
687J 30MRG ,PR       ,M  ,1   ,N    ,         1,    35,       5.0900000,                     0.0,0x3638374A2033304D524750524D314E303130303335
687J 30MRG ,PR       ,M  ,1   ,N    ,         1,    36,       5.3600000,                     0.0,0x3638374A2033304D524750524D314E303130303336
687J 30MRG ,PR       ,M  ,1   ,N    ,         1,    37,       5.6600000,                     0.0,0x3638374A2033304D524750524D314E303130303337
687J 30MRG ,PR       ,M  ,1   ,N    ,         1,    38,       6.0000000,                     0.0,0x3638374A2033304D524750524D314E303130303338
687J 30MRG ,PR       ,M  ,1   ,N    ,         1,    39,       6.3900000,                     0.0,0x3638374A2033304D524750524D314E303130303339
687J 30MRG ,PR       ,M  ,1   ,N    ,         1,    40,       6.8400000,                     0.0,0x3638374A2033304D524750524D314E303130303430
687J 30MRG ,PR       ,M  ,1   ,N    ,         1,    41,       7.3500000,                     0.0,0x3638374A2033304D524750524D314E303130303431
687J 30MRG ,PR       ,M  ,1   ,N    ,         1,    42,       7.9200000,                     0.0,0x3638374A2033304D524750524D314E303130303432
687J 30MRG ,PR       ,M  ,1   ,N    ,         1,    43,       8.5500000,                     0.0,0x3638374A2033304D524750524D314E303130303433
687J 30MRG ,PR       ,M  ,1   ,N    ,         1,    44,       9.2400000,                     0.0,0x3638374A2033304D524750524D314E303130303434
687J 30MRG ,PR       ,M  ,1   ,N    ,         1,    45,       9.9900000,                     0.0,0x3638374A2033304D524750524D314E303130303435
687J 30MRG ,PR       ,M  ,1   ,N    ,         1,    46,      10.8100000,                     0.0,0x3638374A2033304D524750524D314E303130303436
687J 30MRG ,PR       ,M  ,1   ,N    ,         1,    47,      11.7000000,                     0.0,0x3638374A2033304D524750524D314E303130303437
687J 30MRG ,PR       ,M  ,1   ,N    ,         1,    48,      12.6700000,                     0.0,0x3638374A2033304D524750524D314E303130303438
687J 30MRG ,PR       ,M  ,1   ,N    ,         1,    49,      13.7100000,                     0.0,0x3638374A2033304D524750524D314E303130303439
687J 30MRG ,PR       ,M  ,1   ,N    ,         1,    50,      14.8300000,                     0.0,0x3638374A2033304D524750524D314E303130303530
687J 30MRG ,PR       ,M  ,1   ,N    ,         1,    51,      16.0100000,                     0.0,0x3638374A2033304D524750524D314E303130303531
687J 30MRG ,PR       ,M  ,1   ,N    ,         1,    52,      14.1500000,                     0.0,0x3638374A2033304D524750524D314E303130303532
687J 30MRG ,PR       ,M  ,1   ,N    ,         1,    53,      15.3600000,                     0.0,0x3638374A2033304D524750524D314E303130303533
687J 30MRG ,PR       ,M  ,1   ,N    ,         1,    54,      16.6500000,                     0.0,0x3638374A2033304D524750524D314E303130303534
687J 30MRG ,PR       ,M  ,1   ,N    ,         1,    55,      18.0300000,                     0.0,0x3638374A2033304D524750524D314E303130303535
687J 30MRG ,PR       ,M  ,1   ,N    ,         1,    56,      19.5100000,                     0.0,0x3638374A2033304D524750524D314E303130303536
687J 30MRG ,PR       ,M  ,2   ,N    ,         1,    21,       3.3100000,                     0.0,0x3638374A2033304D524750524D324E303130303231
687J 30MRG ,PR       ,M  ,2   ,N    ,         1,    22,       3.3200000,                     0.0,0x3638374A2033304D524750524D324E303130303232
687J 30MRG ,PR       ,M  ,2   ,N    ,         1,    23,       3.3400000,                     0.0,0x3638374A2033304D524750524D324E303130303233
687J 30MRG ,PR       ,M  ,2   ,N    ,         1,    24,       3.3600000,                     0.0,0x3638374A2033304D524750524D324E303130303234
687J 30MRG ,PR       ,M  ,2   ,N    ,         1,    25,       3.3900000,                     0.0,0x3638374A2033304D524750524D324E303130303235
687J 30MRG ,PR       ,M  ,2   ,N    ,         1,    26,       3.4300000,                     0.0,0x3638374A2033304D524750524D324E303130303236
687J 30MRG ,PR       ,M  ,2   ,N    ,         1,    27,       3.4800000,                     0.0,0x3638374A2033304D524750524D324E303130303237
687J 30MRG ,PR       ,M  ,2   ,N    ,         1,    28,       3.5500000,                     0.0,0x3638374A2033304D524750524D324E303130303238
687J 30MRG ,PR       ,M  ,2   ,N    ,         1,    29,       3.6400000,                     0.0,0x3638374A2033304D524750524D324E303130303239
687J 30MRG ,PR       ,M  ,2   ,N    ,         1,    30,       3.7500000,                     0.0,0x3638374A2033304D524750524D324E303130303330
687J 30MRG ,PR       ,M  ,2   ,N    ,         1,    31,       3.8800000,                     0.0,0x3638374A2033304D524750524D324E303130303331
687J 30MRG ,PR       ,M  ,2   ,N    ,         1,    32,       4.0300000,                     0.0,0x3638374A2033304D524750524D324E303130303332
687J 30MRG ,PR       ,M  ,2   ,N    ,         1,    33,       4.2400000,                     0.0,0x3638374A2033304D524750524D324E303130303333
687J 30MRG ,PR       ,M  ,2   ,N    ,         1,    34,       4.4100000,                     0.0,0x3638374A2033304D524750524D324E303130303334
687J 30MRG ,PR       ,M  ,2   ,N    ,         1,    35,       4.6400000,                     0.0,0x3638374A2033304D524750524D324E303130303335
687J 30MRG ,PR       ,M  ,2   ,N    ,         1,    36,       4.9100000,                     0.0,0x3638374A2033304D524750524D324E303130303336
687J 30MRG ,PR       ,M  ,2   ,N    ,         1,    37,       5.2100000,                     0.0,0x3638374A2033304D524750524D324E303130303337
687J 30MRG ,PR       ,M  ,2   ,N    ,         1,    38,       5.5500000,                     0.0,0x3638374A2033304D524750524D324E303130303338
687J 30MRG ,PR       ,M  ,2   ,N    ,         1,    39,       5.9400000,                     0.0,0x3638374A2033304D524750524D324E303130303339
687J 30MRG ,PR       ,M  ,2   ,N    ,         1,    40,       6.3900000,                     0.0,0x3638374A2033304D524750524D324E303130303430
687J 30MRG ,PR       ,M  ,2   ,N    ,         1,    41,       6.9000000,                     0.0,0x3638374A2033304D524750524D324E303130303431
687J 30MRG ,PR       ,M  ,2   ,N    ,         1,    42,       7.4700000,                     0.0,0x3638374A2033304D524750524D324E303130303432
687J 30MRG ,PR       ,M  ,2   ,N    ,         1,    43,       8.1000000,                     0.0,0x3638374A2033304D524750524D324E303130303433
687J 30MRG ,PR       ,M  ,2   ,N    ,         1,    44,       8.7900000,                     0.0,0x3638374A2033304D524750524D324E303130303434
687J 30MRG ,PR       ,M  ,2   ,N    ,         1,    45,       9.5400000,                     0.0,0x3638374A2033304D524750524D324E303130303435
687J 30MRG ,PR       ,M  ,2   ,N    ,         1,    46,      10.3600000,                     0.0,0x3638374A2033304D524750524D324E303130303436
687J 30MRG ,PR       ,M  ,2   ,N    ,         1,    47,      11.2500000,                     0.0,0x3638374A2033304D524750524D324E303130303437
687J 30MRG ,PR       ,M  ,2   ,N    ,         1,    48,      12.2200000,                     0.0,0x3638374A2033304D524750524D324E303130303438
687J 30MRG ,PR       ,M  ,2   ,N    ,         1,    49,      13.2600000,                     0.0,0x3638374A2033304D524750524D324E303130303439
687J 30MRG ,PR       ,M  ,2   ,N    ,         1,    50,      14.3800000,                     0.0,0x3638374A2033304D524750524D324E303130303530
687J 30MRG ,PR       ,M  ,2   ,N    ,         1,    51,      15.5600000,                     0.0,0x3638374A2033304D524750524D324E303130303531
687J 30MRG ,PR       ,M  ,2   ,N    ,         1,    52,      13.7000000,                     0.0,0x3638374A2033304D524750524D324E303130303532
687J 30MRG ,PR       ,M  ,2   ,N    ,         1,    53,      14.9100000,                     0.0,0x3638374A2033304D524750524D324E303130303533
687J 30MRG ,PR       ,M  ,2   ,N    ,         1,    54,      16.2000000,                     0.0,0x3638374A2033304D524750524D324E303130303534
667 ART CR ,NP       ,F  ,1   ,P    ,         1,     1,       2.4800000,                     0.0,0x363637204152542043524E50463150303130303031
667 ART CR ,NP       ,F  ,1   ,P    ,         1,     2,        .9700000,                     0.0,0x363637204152542043524E50463150303130303032
667 ART CR ,NP       ,F  ,1   ,P    ,         1,     3,        .9300000,                     0.0,0x363637204152542043524E50463150303130303033
667 ART CR ,NP       ,F  ,1   ,P    ,         1,     4,        .9100000,                     0.0,0x363637204152542043524E50463150303130303034
667 ART CR ,NP       ,F  ,1   ,P    ,         1,     5,        .8700000,                     0.0,0x363637204152542043524E50463150303130303035
667 ART CR ,NP       ,F  ,1   ,P    ,         1,     6,        .8300000,                     0.0,0x363637204152542043524E50463150303130303036
667 ART CR ,NP       ,F  ,1   ,P    ,         1,     7,        .7800000,                     0.0,0x363637204152542043524E50463150303130303037
667 ART CR ,NP       ,F  ,1   ,P    ,         1,     8,        .7400000,                     0.0,0x363637204152542043524E50463150303130303038
