audit_timestamp,rollback_snapshot_id,production_dbf_flag,record_type,reconstructed_claim_id,canonical_payment_stage_id,derivation_candidate_id,prototype_claimnum,replay_source,uat_segment,governance_status,business_review_required,replay_authorization_status,generation_status,mamount,blocker_category,business_explanation,orphan_impact,reconciliation_impact,replay_eligibility,remediation_recommendation,rulebook_lineage
2026-06-09T00:46:00Z,PHASE17A-UAT-SEGMENTATION-20260609T004600Z,N,QUIKCLMP,RC-9010402010-1-DEATH_CLAIM-C0-20221021,CPS-RC-9010402010-1-DEATH_CLAIM-C0-20221021-P1,QDC-CPS-RC-9010402010-1-DEATH_CLAIM-C0-20221021-P1,CLM0000155,BASELINE,governance_cleared,UAT_CLEARED,N,BASELINE_RULEBOOK_READY,ACCEPTED,8920.15,NONE,Payment linked to UAT-cleared claim; available for UAT testing.,NONE,PASS,UAT_READY,NONE,phase15_replay|phase16_triage|phase17a_uat_segmentation
2026-06-09T00:46:00Z,PHASE17A-UAT-SEGMENTATION-20260609T004600Z,N,QUIKCLMP,RC-9010464590-1-DEATH_CLAIM-C0-20200118,CPS-RC-9010464590-1-DEATH_CLAIM-C0-20200118-P2,QDC-CPS-RC-9010464590-1-DEATH_CLAIM-C0-20200118-P2,CLM0000514,BASELINE,governance_cleared,UAT_CLEARED,N,BASELINE_RULEBOOK_READY,ACCEPTED,761.15,NONE,Payment linked to UAT-cleared claim; available for UAT testing.,NONE,PASS,UAT_READY,NONE,phase15_replay|phase16_triage|phase17a_uat_segmentation
2026-06-09T00:46:00Z,PHASE17A-UAT-SEGMENTATION-20260609T004600Z,N,QUIKCLMP,RC-9010464590-1-DEATH_CLAIM-C0-20200118,CPS-RC-9010464590-1-DEATH_CLAIM-C0-20200118-P3,QDC-CPS-RC-9010464590-1-DEATH_CLAIM-C0-20200118-P3,CLM0000514,BASELINE,governance_cleared,UAT_CLEARED,N,BASELINE_RULEBOOK_READY,ACCEPTED,761.15,NONE,Payment linked to UAT-cleared claim; available for UAT testing.,NONE,PASS,UAT_READY,NONE,phase15_replay|phase16_triage|phase17a_uat_segmentation
2026-06-09T00:46:00Z,PHASE17A-UAT-SEGMENTATION-20260609T004600Z,N,QUIKCLMP,RC-9010464590-1-DEATH_CLAIM-C0-20200118,CPS-RC-9010464590-1-DEATH_CLAIM-C0-20200118-P4,QDC-CPS-RC-9010464590-1-DEATH_CLAIM-C0-20200118-P4,CLM0000514,BASELINE,governance_cleared,UAT_CLEARED,N,BASELINE_RULEBOOK_READY,ACCEPTED,761.14,NONE,Payment linked to UAT-cleared claim; available for UAT testing.,NONE,PASS,UAT_READY,NONE,phase15_replay|phase16_triage|phase17a_uat_segmentation
2026-06-09T00:46:00Z,PHASE17A-UAT-SEGMENTATION-20260609T004600Z,N,QUIKCLMP,RC-9010465265-1-DEATH_CLAIM-C0-20190224,CPS-RC-9010465265-1-DEATH_CLAIM-C0-20190224-P1,QDC-CPS-RC-9010465265-1-DEATH_CLAIM-C0-20190224-P1,CLM0000527,BASELINE,governance_cleared,UAT_CLEARED,N,BASELINE_RULEBOOK_READY,ACCEPTED,1664.33,NONE,Payment linked to UAT-cleared claim; available for UAT testing.,NONE,PASS,UAT_READY,NONE,phase15_replay|phase16_triage|phase17a_uat_segmentation
2026-06-09T00:46:00Z,PHASE17A-UAT-SEGMENTATION-20260609T004600Z,N,QUIKCLMP,RC-9010475576-1-DEATH_CLAIM-C0-20211004,CPS-RC-9010475576-1-DEATH_CLAIM-C0-20211004-P1,QDC-CPS-RC-9010475576-1-DEATH_CLAIM-C0-20211004-P1,CLM0000586,BASELINE,governance_cleared,UAT_CLEARED,N,BASELINE_RULEBOOK_READY,ACCEPTED,5238.62,NONE,Payment linked to UAT-cleared claim; available for UAT testing.,NONE,PASS,UAT_READY,NONE,phase15_replay|phase16_triage|phase17a_uat_segmentation
2026-06-09T00:46:00Z,PHASE17A-UAT-SEGMENTATION-20260609T004600Z,N,QUIKCLMP,RC-9010478259-1-DEATH_CLAIM-C0-20190919,CPS-RC-9010478259-1-DEATH_CLAIM-C0-20190919-P1,QDC-CPS-RC-9010478259-1-DEATH_CLAIM-C0-20190919-P1,CLM0000616,BASELINE,governance_cleared,UAT_CLEARED,N,BASELINE_RULEBOOK_READY,ACCEPTED,1635.81,NONE,Payment linked to UAT-cleared claim; available for UAT testing.,NONE,PASS,UAT_READY,NONE,phase15_replay|phase16_triage|phase17a_uat_segmentation
2026-06-09T00:46:00Z,PHASE17A-UAT-SEGMENTATION-20260609T004600Z,N,QUIKCLMP,RC-9010478574-1-DEATH_CLAIM-C0-20200218,CPS-RC-9010478574-1-DEATH_CLAIM-C0-20200218-P1,QDC-CPS-RC-9010478574-1-DEATH_CLAIM-C0-20200218-P1,CLM0000621,BASELINE,governance_cleared,UAT_CLEARED,N,BASELINE_RULEBOOK_READY,ACCEPTED,1886.85,NONE,Payment linked to UAT-cleared claim; available for UAT testing.,NONE,PASS,UAT_READY,NONE,phase15_replay|phase16_triage|phase17a_uat_segmentation
2026-06-09T00:46:00Z,PHASE17A-UAT-SEGMENTATION-20260609T004600Z,N,QUIKCLMP,RC-9010478574-1-DEATH_CLAIM-C0-20200218,CPS-RC-9010478574-1-DEATH_CLAIM-C0-20200218-P2,QDC-CPS-RC-9010478574-1-DEATH_CLAIM-C0-20200218-P2,CLM0000621,BASELINE,governance_cleared,UAT_CLEARED,N,BASELINE_RULEBOOK_READY,ACCEPTED,1886.86,NONE,Payment linked to UAT-cleared claim; available for UAT testing.,NONE,PASS,UAT_READY,NONE,phase15_replay|phase16_triage|phase17a_uat_segmentation
2026-06-09T00:46:00Z,PHASE17A-UAT-SEGMENTATION-20260609T004600Z,N,QUIKCLMP,RC-9010478574-1-DEATH_CLAIM-C0-20200218,CPS-RC-9010478574-1-DEATH_CLAIM-C0-20200218-P3,QDC-CPS-RC-9010478574-1-DEATH_CLAIM-C0-20200218-P3,CLM0000621,BASELINE,governance_cleared,UAT_CLEARED,N,BASELINE_RULEBOOK_READY,ACCEPTED,1886.85,NONE,Payment linked to UAT-cleared claim; available for UAT testing.,NONE,PASS,UAT_READY,NONE,phase15_replay|phase16_triage|phase17a_uat_segmentation
2026-06-09T00:46:00Z,PHASE17A-UAT-SEGMENTATION-20260609T004600Z,N,QUIKCLMP,RC-9010496486-1-DEATH_CLAIM-C0-20231120,CPS-RC-9010496486-1-DEATH_CLAIM-C0-20231120-P1,QDC-CPS-RC-9010496486-1-DEATH_CLAIM-C0-20231120-P1,CLM0000686,BASELINE,governance_cleared,UAT_CLEARED,N,BASELINE_RULEBOOK_READY,ACCEPTED,2003.75,NONE,Payment linked to UAT-cleared claim; available for UAT testing.,NONE,PASS,UAT_READY,NONE,phase15_replay|phase16_triage|phase17a_uat_segmentation
2026-06-09T00:46:00Z,PHASE17A-UAT-SEGMENTATION-20260609T004600Z,N,QUIKCLMP,RC-9010499269-1-DEATH_CLAIM-C0-20180115,CPS-RC-9010499269-1-DEATH_CLAIM-C0-20180115-P1,QDC-CPS-RC-9010499269-1-DEATH_CLAIM-C0-20180115-P1,CLM0000694,BASELINE,governance_cleared,UAT_CLEARED,N,BASELINE_RULEBOOK_READY,ACCEPTED,1504.34,NONE,Payment linked to UAT-cleared claim; available for UAT testing.,NONE,PASS,UAT_READY,NONE,phase15_replay|phase16_triage|phase17a_uat_segmentation
2026-06-09T00:46:00Z,PHASE17A-UAT-SEGMENTATION-20260609T004600Z,N,QUIKCLMP,RC-9010500769-1-DEATH_CLAIM-C0-20230824,CPS-RC-9010500769-1-DEATH_CLAIM-C0-20230824-P1,QDC-CPS-RC-9010500769-1-DEATH_CLAIM-C0-20230824-P1,CLM0000695,BASELINE,governance_cleared,UAT_CLEARED,N,BASELINE_RULEBOOK_READY,ACCEPTED,5000.0,NONE,Payment linked to UAT-cleared claim; available for UAT testing.,NONE,PASS,UAT_READY,NONE,phase15_replay|phase16_triage|phase17a_uat_segmentation
2026-06-09T00:46:00Z,PHASE17A-UAT-SEGMENTATION-20260609T004600Z,N,QUIKCLMP,RC-9010500769-1-DEATH_CLAIM-C0-20230824,CPS-RC-9010500769-1-DEATH_CLAIM-C0-20230824-P2,QDC-CPS-RC-9010500769-1-DEATH_CLAIM-C0-20230824-P2,CLM0000695,BASELINE,governance_cleared,UAT_CLEARED,N,BASELINE_RULEBOOK_READY,ACCEPTED,5023.14,NONE,Payment linked to UAT-cleared claim; available for UAT testing.,NONE,PASS,UAT_READY,NONE,phase15_replay|phase16_triage|phase17a_uat_segmentation
2026-06-09T00:46:00Z,PHASE17A-UAT-SEGMENTATION-20260609T004600Z,N,QUIKCLMP,RC-9010501466-1-DEATH_CLAIM-C0-20201116,CPS-RC-9010501466-1-DEATH_CLAIM-C0-20201116-P1,QDC-CPS-RC-9010501466-1-DEATH_CLAIM-C0-20201116-P1,CLM0000696,BASELINE,governance_cleared,UAT_CLEARED,N,BASELINE_RULEBOOK_READY,ACCEPTED,5006.9,NONE,Payment linked to UAT-cleared claim; available for UAT testing.,NONE,PASS,UAT_READY,NONE,phase15_replay|phase16_triage|phase17a_uat_segmentation
2026-06-09T00:46:00Z,PHASE17A-UAT-SEGMENTATION-20260609T004600Z,N,QUIKCLMP,RC-9010506789-1-DEATH_CLAIM-C0-20210116,CPS-RC-9010506789-1-DEATH_CLAIM-C0-20210116-P1,QDC-CPS-RC-9010506789-1-DEATH_CLAIM-C0-20210116-P1,CLM0000698,BASELINE,governance_cleared,UAT_CLEARED,N,BASELINE_RULEBOOK_READY,ACCEPTED,7027.66,NONE,Payment linked to UAT-cleared claim; available for UAT testing.,NONE,PASS,UAT_READY,NONE,phase15_replay|phase16_triage|phase17a_uat_segmentation
2026-06-09T00:46:00Z,PHASE17A-UAT-SEGMENTATION-20260609T004600Z,N,QUIKCLMP,RC-9010544182-1-DEATH_CLAIM-C0-20201005,CPS-RC-9010544182-1-DEATH_CLAIM-C0-20201005-P1,QDC-CPS-RC-9010544182-1-DEATH_CLAIM-C0-20201005-P1,CLM0000798,BASELINE,governance_cleared,UAT_CLEARED,N,BASELINE_RULEBOOK_READY,ACCEPTED,4388.64,NONE,Payment linked to UAT-cleared claim; available for UAT testing.,NONE,PASS,UAT_READY,NONE,phase15_replay|phase16_triage|phase17a_uat_segmentation
2026-06-09T00:46:00Z,PHASE17A-UAT-SEGMENTATION-20260609T004600Z,N,QUIKCLMP,RC-9010578820-1-DEATH_CLAIM-C0-20200118,CPS-RC-9010578820-1-DEATH_CLAIM-C0-20200118-P1,QDC-CPS-RC-9010578820-1-DEATH_CLAIM-C0-20200118-P1,CLM0000856,BASELINE,governance_cleared,UAT_CLEARED,N,BASELINE_RULEBOOK_READY,ACCEPTED,384.92,NONE,Payment linked to UAT-cleared claim; available for UAT testing.,NONE,PASS,UAT_READY,NONE,phase15_replay|phase16_triage|phase17a_uat_segmentation
2026-06-09T00:46:00Z,PHASE17A-UAT-SEGMENTATION-20260609T004600Z,N,QUIKCLMP,RC-9010578820-1-DEATH_CLAIM-C0-20200118,CPS-RC-9010578820-1-DEATH_CLAIM-C0-20200118-P2,QDC-CPS-RC-9010578820-1-DEATH_CLAIM-C0-20200118-P2,CLM0000856,BASELINE,governance_cleared,UAT_CLEARED,N,BASELINE_RULEBOOK_READY,ACCEPTED,384.92,NONE,Payment linked to UAT-cleared claim; available for UAT testing.,NONE,PASS,UAT_READY,NONE,phase15_replay|phase16_triage|phase17a_uat_segmentation
2026-06-09T00:46:00Z,PHASE17A-UAT-SEGMENTATION-20260609T004600Z,N,QUIKCLMP,RC-9010578820-1-DEATH_CLAIM-C0-20200118,CPS-RC-9010578820-1-DEATH_CLAIM-C0-20200118-P3,QDC-CPS-RC-9010578820-1-DEATH_CLAIM-C0-20200118-P3,CLM0000856,BASELINE,governance_cleared,UAT_CLEARED,N,BASELINE_RULEBOOK_READY,ACCEPTED,384.93,NONE,Payment linked to UAT-cleared claim; available for UAT testing.,NONE,PASS,UAT_READY,NONE,phase15_replay|phase16_triage|phase17a_uat_segmentation
2026-06-09T00:46:00Z,PHASE17A-UAT-SEGMENTATION-20260609T004600Z,N,QUIKCLMP,RC-9010578820-1-DEATH_CLAIM-C0-20200118,CPS-RC-9010578820-1-DEATH_CLAIM-C0-20200118-P4,QDC-CPS-RC-9010578820-1-DEATH_CLAIM-C0-20200118-P4,CLM0000856,BASELINE,governance_cleared,UAT_CLEARED,N,BASELINE_RULEBOOK_READY,ACCEPTED,384.93,NONE,Payment linked to UAT-cleared claim; available for UAT testing.,NONE,PASS,UAT_READY,NONE,phase15_replay|phase16_triage|phase17a_uat_segmentation
2026-06-09T00:46:00Z,PHASE17A-UAT-SEGMENTATION-20260609T004600Z,N,QUIKCLMP,RC-9010580464-1-DEATH_CLAIM-C0-20200712,CPS-RC-9010580464-1-DEATH_CLAIM-C0-20200712-P1,QDC-CPS-RC-9010580464-1-DEATH_CLAIM-C0-20200712-P1,CLM0000857,BASELINE,governance_cleared,UAT_CLEARED,N,BASELINE_RULEBOOK_READY,ACCEPTED,1817.67,NONE,Payment linked to UAT-cleared claim; available for UAT testing.,NONE,PASS,UAT_READY,NONE,phase15_replay|phase16_triage|phase17a_uat_segmentation
2026-06-09T00:46:00Z,PHASE17A-UAT-SEGMENTATION-20260609T004600Z,N,QUIKCLMP,RC-9010718495-1-DEATH_CLAIM-C0-20220214,CPS-RC-9010718495-1-DEATH_CLAIM-C0-20220214-P1,QDC-CPS-RC-9010718495-1-DEATH_CLAIM-C0-20220214-P1,CLM0000870,BASELINE,governance_cleared,UAT_CLEARED,N,BASELINE_RULEBOOK_READY,ACCEPTED,25000.0,NONE,Payment linked to UAT-cleared claim; available for UAT testing.,NONE,PASS,UAT_READY,NONE,phase15_replay|phase16_triage|phase17a_uat_segmentation
2026-06-09T00:46:00Z,PHASE17A-UAT-SEGMENTATION-20260609T004600Z,N,QUIKCLMP,RC-9010724403-1-DEATH_CLAIM-C0-20220711,CPS-RC-9010724403-1-DEATH_CLAIM-C0-20220711-P1,QDC-CPS-RC-9010724403-1-DEATH_CLAIM-C0-20220711-P1,CLM0000872,BASELINE,governance_cleared,UAT_CLEARED,N,BASELINE_RULEBOOK_READY,ACCEPTED,100000.0,NONE,Payment linked to UAT-cleared claim; available for UAT testing.,NONE,PASS,UAT_READY,NONE,phase15_replay|phase16_triage|phase17a_uat_segmentation
2026-06-09T00:46:00Z,PHASE17A-UAT-SEGMENTATION-20260609T004600Z,N,QUIKCLMP,RC-9010736283-1-DEATH_CLAIM-C0-20190214,CPS-RC-9010736283-1-DEATH_CLAIM-C0-20190214-P1,QDC-CPS-RC-9010736283-1-DEATH_CLAIM-C0-20190214-P1,CLM0000891,BASELINE,governance_cleared,UAT_CLEARED,N,BASELINE_RULEBOOK_READY,ACCEPTED,25027.65,NONE,Payment linked to UAT-cleared claim; available for UAT testing.,NONE,PASS,UAT_READY,NONE,phase15_replay|phase16_triage|phase17a_uat_segmentation
2026-06-09T00:46:00Z,PHASE17A-UAT-SEGMENTATION-20260609T004600Z,N,QUIKCLMP,RC-9010740836-1-DEATH_CLAIM-C0-20191108,CPS-RC-9010740836-1-DEATH_CLAIM-C0-20191108-P1,QDC-CPS-RC-9010740836-1-DEATH_CLAIM-C0-20191108-P1,CLM0000909,BASELINE,governance_cleared,UAT_CLEARED,N,BASELINE_RULEBOOK_READY,ACCEPTED,5000.0,NONE,Payment linked to UAT-cleared claim; available for UAT testing.,NONE,PASS,UAT_READY,NONE,phase15_replay|phase16_triage|phase17a_uat_segmentation
2026-06-09T00:46:00Z,PHASE17A-UAT-SEGMENTATION-20260609T004600Z,N,QUIKCLMP,RC-9010740877-1-DEATH_CLAIM-C0-20210214,CPS-RC-9010740877-1-DEATH_CLAIM-C0-20210214-P1,QDC-CPS-RC-9010740877-1-DEATH_CLAIM-C0-20210214-P1,CLM0000910,BASELINE,governance_cleared,UAT_CLEARED,N,BASELINE_RULEBOOK_READY,ACCEPTED,50000.0,NONE,Payment linked to UAT-cleared claim; available for UAT testing.,NONE,PASS,UAT_READY,NONE,phase15_replay|phase16_triage|phase17a_uat_segmentation
2026-06-09T00:46:00Z,PHASE17A-UAT-SEGMENTATION-20260609T004600Z,N,QUIKCLMP,RC-9010742224-1-DEATH_CLAIM-C0-20220411,CPS-RC-9010742224-1-DEATH_CLAIM-C0-20220411-P1,QDC-CPS-RC-9010742224-1-DEATH_CLAIM-C0-20220411-P1,CLM0000918,BASELINE,governance_cleared,UAT_CLEARED,N,BASELINE_RULEBOOK_READY,ACCEPTED,12530.11,NONE,Payment linked to UAT-cleared claim; available for UAT testing.,NONE,PASS,UAT_READY,NONE,phase15_replay|phase16_triage|phase17a_uat_segmentation
2026-06-09T00:46:00Z,PHASE17A-UAT-SEGMENTATION-20260609T004600Z,N,QUIKCLMP,RC-9010742224-1-DEATH_CLAIM-C0-20220411,CPS-RC-9010742224-1-DEATH_CLAIM-C0-20220411-P2,QDC-CPS-RC-9010742224-1-DEATH_CLAIM-C0-20220411-P2,CLM0000918,BASELINE,governance_cleared,UAT_CLEARED,N,BASELINE_RULEBOOK_READY,ACCEPTED,12530.11,NONE,Payment linked to UAT-cleared claim; available for UAT testing.,NONE,PASS,UAT_READY,NONE,phase15_replay|phase16_triage|phase17a_uat_segmentation
2026-06-09T00:46:00Z,PHASE17A-UAT-SEGMENTATION-20260609T004600Z,N,QUIKCLMP,RC-9010742814-1-DEATH_CLAIM-C0-20180630,CPS-RC-9010742814-1-DEATH_CLAIM-C0-20180630-P1,QDC-CPS-RC-9010742814-1-DEATH_CLAIM-C0-20180630-P1,CLM0000919,BASELINE,governance_cleared,UAT_CLEARED,N,BASELINE_RULEBOOK_READY,ACCEPTED,5004.71,NONE,Payment linked to UAT-cleared claim; available for UAT testing.,NONE,PASS,UAT_READY,NONE,phase15_replay|phase16_triage|phase17a_uat_segmentation
2026-06-09T00:46:00Z,PHASE17A-UAT-SEGMENTATION-20260609T004600Z,N,QUIKCLMP,RC-9010743074-1-DEATH_CLAIM-C0-20181229,CPS-RC-9010743074-1-DEATH_CLAIM-C0-20181229-P1,QDC-CPS-RC-9010743074-1-DEATH_CLAIM-C0-20181229-P1,CLM0000920,BASELINE,governance_cleared,UAT_CLEARED,N,BASELINE_RULEBOOK_READY,ACCEPTED,8032.73,NONE,Payment linked to UAT-cleared claim; available for UAT testing.,NONE,PASS,UAT_READY,NONE,phase15_replay|phase16_triage|phase17a_uat_segmentation
2026-06-09T00:46:00Z,PHASE17A-UAT-SEGMENTATION-20260609T004600Z,N,QUIKCLMP,RC-9010745811-1-DEATH_CLAIM-C0-20241016,CPS-RC-9010745811-1-DEATH_CLAIM-C0-20241016-P1,QDC-CPS-RC-9010745811-1-DEATH_CLAIM-C0-20241016-P1,CLM0000932,BASELINE,governance_cleared,UAT_CLEARED,N,BASELINE_RULEBOOK_READY,ACCEPTED,50007.18,NONE,Payment linked to UAT-cleared claim; available for UAT testing.,NONE,PASS,UAT_READY,NONE,phase15_replay|phase16_triage|phase17a_uat_segmentation
2026-06-09T00:46:00Z,PHASE17A-UAT-SEGMENTATION-20260609T004600Z,N,QUIKCLMP,RC-9010746498-1-DEATH_CLAIM-C0-20181005,CPS-RC-9010746498-1-DEATH_CLAIM-C0-20181005-P1,QDC-CPS-RC-9010746498-1-DEATH_CLAIM-C0-20181005-P1,CLM0000933,BASELINE,governance_cleared,UAT_CLEARED,N,BASELINE_RULEBOOK_READY,ACCEPTED,16680.36,NONE,Payment linked to UAT-cleared claim; available for UAT testing.,NONE,PASS,UAT_READY,NONE,phase15_replay|phase16_triage|phase17a_uat_segmentation
2026-06-09T00:46:00Z,PHASE17A-UAT-SEGMENTATION-20260609T004600Z,N,QUIKCLMP,RC-9010746498-1-DEATH_CLAIM-C0-20181005,CPS-RC-9010746498-1-DEATH_CLAIM-C0-20181005-P2,QDC-CPS-RC-9010746498-1-DEATH_CLAIM-C0-20181005-P2,CLM0000933,BASELINE,governance_cleared,UAT_CLEARED,N,BASELINE_RULEBOOK_READY,ACCEPTED,16680.36,NONE,Payment linked to UAT-cleared claim; available for UAT testing.,NONE,PASS,UAT_READY,NONE,phase15_replay|phase16_triage|phase17a_uat_segmentation
2026-06-09T00:46:00Z,PHASE17A-UAT-SEGMENTATION-20260609T004600Z,N,QUIKCLMP,RC-9010746498-1-DEATH_CLAIM-C0-20181005,CPS-RC-9010746498-1-DEATH_CLAIM-C0-20181005-P3,QDC-CPS-RC-9010746498-1-DEATH_CLAIM-C0-20181005-P3,CLM0000933,BASELINE,governance_cleared,UAT_CLEARED,N,BASELINE_RULEBOOK_READY,ACCEPTED,16680.35,NONE,Payment linked to UAT-cleared claim; available for UAT testing.,NONE,PASS,UAT_READY,NONE,phase15_replay|phase16_triage|phase17a_uat_segmentation
