tracker_id,cfic_plan_code,ql_plan,in_plan_crosswalk,product_family,product_form,rate_category,requirement_level,confidence,qladmin_factor_table,qladmin_key_table,expected_source,priority_wave,source_received,source_received_date,source_file_location,extract_status,extract_complete_date,load_package_ready,qladmin_loaded,qladmin_load_date,loaded_by,validated_in_qladmin,validation_date,inventory_status_catalog,rate_gap_decision_catalog,notes,last_updated
973|Other Required Factors,973,,N,Accident & Health,Specified-benefit policy,Other Required Factors,"Benefit schedule, elimination/waiting periods, coverage limits",High,QuikNff,,NFO / ETI / special factors,Later,N,,,Not Started,,N,N,,,N,,Not Reviewed,TBD,,2026-07-11
973|Reserve / Valuation,973,,N,Accident & Health,Specified-benefit policy,Reserve / Valuation,Conditional/statutory only,High,QuikTvs,QuikPlTv,Green sheets (terminal reserve),Later,N,,,Not Started,,N,N,,,N,,Not Reviewed,TBD,,2026-07-11
978|Gross Premium,978,,N,Accident & Health,Specified-benefit policy,Gross Premium,Expected,High,QuikGps,QuikPlGp,Access / premium tables,Later,N,,,Not Started,,N,N,,,N,,Not Reviewed,TBD,,2026-07-11
978|Other Required Factors,978,,N,Accident & Health,Specified-benefit policy,Other Required Factors,"Benefit schedule, elimination/waiting periods, coverage limits",High,QuikNff,,NFO / ETI / special factors,Later,N,,,Not Started,,N,N,,,N,,Not Reviewed,TBD,,2026-07-11
978|Reserve / Valuation,978,,N,Accident & Health,Specified-benefit policy,Reserve / Valuation,Conditional/statutory only,High,QuikTvs,QuikPlTv,Green sheets (terminal reserve),Later,N,,,Not Started,,N,N,,,N,,Not Reviewed,TBD,,2026-07-11
B1B|Gross Premium,B1B,,N,Merchandise / Burial Service,Non-reserve service policy,Gross Premium,Expected,High,QuikGps,QuikPlGp,Access / premium tables,Later,N,,,Not Started,,N,N,,,N,,Not Reviewed,TBD,,2026-07-11
B1B|Other Required Factors,B1B,,N,Merchandise / Burial Service,Non-reserve service policy,Other Required Factors,Merchandise/service benefit schedule; office-specific premium schedule,High,QuikNff,,NFO / ETI / special factors,Later,N,,,Not Started,,N,N,,,N,,Not Reviewed,TBD,,2026-07-11
B2B|Gross Premium,B2B,,N,Merchandise / Burial Service,Non-reserve service policy,Gross Premium,Expected,High,QuikGps,QuikPlGp,Access / premium tables,Later,N,,,Not Started,,N,N,,,N,,Not Reviewed,TBD,,2026-07-11
B2B|Other Required Factors,B2B,,N,Merchandise / Burial Service,Non-reserve service policy,Other Required Factors,Merchandise/service benefit schedule; office-specific premium schedule,High,QuikNff,,NFO / ETI / special factors,Later,N,,,Not Started,,N,N,,,N,,Not Reviewed,TBD,,2026-07-11
BA1|Gross Premium,BA1,,N,Merchandise / Burial Service,Non-reserve service policy,Gross Premium,Expected,High,QuikGps,QuikPlGp,Access / premium tables,Later,N,,,Not Started,,N,N,,,N,,Not Reviewed,TBD,,2026-07-11
BA1|Other Required Factors,BA1,,N,Merchandise / Burial Service,Non-reserve service policy,Other Required Factors,Merchandise/service benefit schedule; office-specific premium schedule,High,QuikNff,,NFO / ETI / special factors,Later,N,,,Not Started,,N,N,,,N,,Not Reviewed,TBD,,2026-07-11
BA2|Gross Premium,BA2,,N,Merchandise / Burial Service,Non-reserve service policy,Gross Premium,Expected,High,QuikGps,QuikPlGp,Access / premium tables,Later,N,,,Not Started,,N,N,,,N,,Not Reviewed,TBD,,2026-07-11
BA2|Other Required Factors,BA2,,N,Merchandise / Burial Service,Non-reserve service policy,Other Required Factors,Merchandise/service benefit schedule; office-specific premium schedule,High,QuikNff,,NFO / ETI / special factors,Later,N,,,Not Started,,N,N,,,N,,Not Reviewed,TBD,,2026-07-11
BA3|Gross Premium,BA3,,N,Merchandise / Burial Service,Non-reserve service policy,Gross Premium,Expected,High,QuikGps,QuikPlGp,Access / premium tables,Later,N,,,Not Started,,N,N,,,N,,Not Reviewed,TBD,,2026-07-11
BA3|Other Required Factors,BA3,,N,Merchandise / Burial Service,Non-reserve service policy,Other Required Factors,Merchandise/service benefit schedule; office-specific premium schedule,High,QuikNff,,NFO / ETI / special factors,Later,N,,,Not Started,,N,N,,,N,,Not Reviewed,TBD,,2026-07-11
BA4|Gross Premium,BA4,,N,Merchandise / Burial Service,Non-reserve service policy,Gross Premium,Expected,High,QuikGps,QuikPlGp,Access / premium tables,Later,N,,,Not Started,,N,N,,,N,,Not Reviewed,TBD,,2026-07-11
BA4|Other Required Factors,BA4,,N,Merchandise / Burial Service,Non-reserve service policy,Other Required Factors,Merchandise/service benefit schedule; office-specific premium schedule,High,QuikNff,,NFO / ETI / special factors,Later,N,,,Not Started,,N,N,,,N,,Not Reviewed,TBD,,2026-07-11
BA5|Gross Premium,BA5,,N,Merchandise / Burial Service,Non-reserve service policy,Gross Premium,Expected,High,QuikGps,QuikPlGp,Access / premium tables,Later,N,,,Not Started,,N,N,,,N,,Not Reviewed,TBD,,2026-07-11
BA5|Other Required Factors,BA5,,N,Merchandise / Burial Service,Non-reserve service policy,Other Required Factors,Merchandise/service benefit schedule; office-specific premium schedule,High,QuikNff,,NFO / ETI / special factors,Later,N,,,Not Started,,N,N,,,N,,Not Reviewed,TBD,,2026-07-11
BA5N|Gross Premium,BA5N,,N,Merchandise / Burial Service,Non-reserve service policy,Gross Premium,Expected,High,QuikGps,QuikPlGp,Access / premium tables,Later,N,,,Not Started,,N,N,,,N,,Not Reviewed,TBD,,2026-07-11
BA5N|Other Required Factors,BA5N,,N,Merchandise / Burial Service,Non-reserve service policy,Other Required Factors,Merchandise/service benefit schedule; office-specific premium schedule,High,QuikNff,,NFO / ETI / special factors,Later,N,,,Not Started,,N,N,,,N,,Not Reviewed,TBD,,2026-07-11
BA6|Gross Premium,BA6,,N,Merchandise / Burial Service,Non-reserve service policy,Gross Premium,Expected,High,QuikGps,QuikPlGp,Access / premium tables,Later,N,,,Not Started,,N,N,,,N,,Not Reviewed,TBD,,2026-07-11
BA6|Other Required Factors,BA6,,N,Merchandise / Burial Service,Non-reserve service policy,Other Required Factors,Merchandise/service benefit schedule; office-specific premium schedule,High,QuikNff,,NFO / ETI / special factors,Later,N,,,Not Started,,N,N,,,N,,Not Reviewed,TBD,,2026-07-11
BA6N|Gross Premium,BA6N,,N,Merchandise / Burial Service,Non-reserve service policy,Gross Premium,Expected,High,QuikGps,QuikPlGp,Access / premium tables,Later,N,,,Not Started,,N,N,,,N,,Not Reviewed,TBD,,2026-07-11
BA6N|Other Required Factors,BA6N,,N,Merchandise / Burial Service,Non-reserve service policy,Other Required Factors,Merchandise/service benefit schedule; office-specific premium schedule,High,QuikNff,,NFO / ETI / special factors,Later,N,,,Not Started,,N,N,,,N,,Not Reviewed,TBD,,2026-07-11
BA7|Gross Premium,BA7,,N,Merchandise / Burial Service,Non-reserve service policy,Gross Premium,Expected,High,QuikGps,QuikPlGp,Access / premium tables,Later,N,,,Not Started,,N,N,,,N,,Not Reviewed,TBD,,2026-07-11
BA7|Other Required Factors,BA7,,N,Merchandise / Burial Service,Non-reserve service policy,Other Required Factors,Merchandise/service benefit schedule; office-specific premium schedule,High,QuikNff,,NFO / ETI / special factors,Later,N,,,Not Started,,N,N,,,N,,Not Reviewed,TBD,,2026-07-11
BA7N|Gross Premium,BA7N,,N,Merchandise / Burial Service,Non-reserve service policy,Gross Premium,Expected,High,QuikGps,QuikPlGp,Access / premium tables,Later,N,,,Not Started,,N,N,,,N,,Not Reviewed,TBD,,2026-07-11
BA7N|Other Required Factors,BA7N,,N,Merchandise / Burial Service,Non-reserve service policy,Other Required Factors,Merchandise/service benefit schedule; office-specific premium schedule,High,QuikNff,,NFO / ETI / special factors,Later,N,,,Not Started,,N,N,,,N,,Not Reviewed,TBD,,2026-07-11
BA8|Gross Premium,BA8,,N,Merchandise / Burial Service,Non-reserve service policy,Gross Premium,Expected,High,QuikGps,QuikPlGp,Access / premium tables,Later,N,,,Not Started,,N,N,,,N,,Not Reviewed,TBD,,2026-07-11
BA8|Other Required Factors,BA8,,N,Merchandise / Burial Service,Non-reserve service policy,Other Required Factors,Merchandise/service benefit schedule; office-specific premium schedule,High,QuikNff,,NFO / ETI / special factors,Later,N,,,Not Started,,N,N,,,N,,Not Reviewed,TBD,,2026-07-11
BA8N|Gross Premium,BA8N,,N,Merchandise / Burial Service,Non-reserve service policy,Gross Premium,Expected,High,QuikGps,QuikPlGp,Access / premium tables,Later,N,,,Not Started,,N,N,,,N,,Not Reviewed,TBD,,2026-07-11
BA8N|Other Required Factors,BA8N,,N,Merchandise / Burial Service,Non-reserve service policy,Other Required Factors,Merchandise/service benefit schedule; office-specific premium schedule,High,QuikNff,,NFO / ETI / special factors,Later,N,,,Not Started,,N,N,,,N,,Not Reviewed,TBD,,2026-07-11
BA9|Gross Premium,BA9,,N,Merchandise / Burial Service,Non-reserve service policy,Gross Premium,Expected,High,QuikGps,QuikPlGp,Access / premium tables,Later,N,,,Not Started,,N,N,,,N,,Not Reviewed,TBD,,2026-07-11
BA9|Other Required Factors,BA9,,N,Merchandise / Burial Service,Non-reserve service policy,Other Required Factors,Merchandise/service benefit schedule; office-specific premium schedule,High,QuikNff,,NFO / ETI / special factors,Later,N,,,Not Started,,N,N,,,N,,Not Reviewed,TBD,,2026-07-11
BA9N|Gross Premium,BA9N,,N,Merchandise / Burial Service,Non-reserve service policy,Gross Premium,Expected,High,QuikGps,QuikPlGp,Access / premium tables,Later,N,,,Not Started,,N,N,,,N,,Not Reviewed,TBD,,2026-07-11
BA9N|Other Required Factors,BA9N,,N,Merchandise / Burial Service,Non-reserve service policy,Other Required Factors,Merchandise/service benefit schedule; office-specific premium schedule,High,QuikNff,,NFO / ETI / special factors,Later,N,,,Not Started,,N,N,,,N,,Not Reviewed,TBD,,2026-07-11
BAC|Gross Premium,BAC,,N,Merchandise / Burial Service,Non-reserve service policy,Gross Premium,Expected,High,QuikGps,QuikPlGp,Access / premium tables,Later,N,,,Not Started,,N,N,,,N,,Not Reviewed,TBD,,2026-07-11
BAC|Other Required Factors,BAC,,N,Merchandise / Burial Service,Non-reserve service policy,Other Required Factors,Merchandise/service benefit schedule; office-specific premium schedule,High,QuikNff,,NFO / ETI / special factors,Later,N,,,Not Started,,N,N,,,N,,Not Reviewed,TBD,,2026-07-11
BACN|Gross Premium,BACN,,N,Merchandise / Burial Service,Non-reserve service policy,Gross Premium,Expected,High,QuikGps,QuikPlGp,Access / premium tables,Later,N,,,Not Started,,N,N,,,N,,Not Reviewed,TBD,,2026-07-11
BACN|Other Required Factors,BACN,,N,Merchandise / Burial Service,Non-reserve service policy,Other Required Factors,Merchandise/service benefit schedule; office-specific premium schedule,High,QuikNff,,NFO / ETI / special factors,Later,N,,,Not Started,,N,N,,,N,,Not Reviewed,TBD,,2026-07-11
BAY|Gross Premium,BAY,,N,Merchandise / Burial Service,Non-reserve service policy,Gross Premium,Expected,High,QuikGps,QuikPlGp,Access / premium tables,Later,N,,,Not Started,,N,N,,,N,,Not Reviewed,TBD,,2026-07-11
BAY|Other Required Factors,BAY,,N,Merchandise / Burial Service,Non-reserve service policy,Other Required Factors,Merchandise/service benefit schedule; office-specific premium schedule,High,QuikNff,,NFO / ETI / special factors,Later,N,,,Not Started,,N,N,,,N,,Not Reviewed,TBD,,2026-07-11
BPU|Other Required Factors,BPU,,N,Merchandise / Burial Service,Non-reserve service policy,Other Required Factors,Merchandise/service benefit schedule; office-specific premium schedule,High,QuikNff,,NFO / ETI / special factors,Later,N,,,Not Started,,N,N,,,N,,Not Reviewed,TBD,,2026-07-11
BW|Gross Premium,BW,,N,Merchandise / Burial Service,Non-reserve service policy,Gross Premium,Expected,High,QuikGps,QuikPlGp,Access / premium tables,Later,N,,,Not Started,,N,N,,,N,,Not Reviewed,TBD,,2026-07-11
BW|Other Required Factors,BW,,N,Merchandise / Burial Service,Non-reserve service policy,Other Required Factors,Merchandise/service benefit schedule; office-specific premium schedule,High,QuikNff,,NFO / ETI / special factors,Later,N,,,Not Started,,N,N,,,N,,Not Reviewed,TBD,,2026-07-11
BWB|Gross Premium,BWB,,N,Merchandise / Burial Service,Non-reserve service policy,Gross Premium,Expected,High,QuikGps,QuikPlGp,Access / premium tables,Later,N,,,Not Started,,N,N,,,N,,Not Reviewed,TBD,,2026-07-11
BWB|Other Required Factors,BWB,,N,Merchandise / Burial Service,Non-reserve service policy,Other Required Factors,Merchandise/service benefit schedule; office-specific premium schedule,High,QuikNff,,NFO / ETI / special factors,Later,N,,,Not Started,,N,N,,,N,,Not Reviewed,TBD,,2026-07-11
BWS|Gross Premium,BWS,,N,Merchandise / Burial Service,Non-reserve service policy,Gross Premium,Expected,High,QuikGps,QuikPlGp,Access / premium tables,Later,N,,,Not Started,,N,N,,,N,,Not Reviewed,TBD,,2026-07-11
BWS|Other Required Factors,BWS,,N,Merchandise / Burial Service,Non-reserve service policy,Other Required Factors,Merchandise/service benefit schedule; office-specific premium schedule,High,QuikNff,,NFO / ETI / special factors,Later,N,,,Not Started,,N,N,,,N,,Not Reviewed,TBD,,2026-07-11
CFA3|Cash / Surrender Values,CFA3,A0CFA3,Y,Annuity,Deferred/funeral funding annuity,Cash / Surrender Values,Account/surrender value expected,Medium,QuikCvs,QuikPlCv,Green sheets / CFIC_Cash_Values,Later,N,,,Not Started,,N,N,,,N,,Not Reviewed,TBD,,2026-07-11
CFA3|Cost of Insurance,CFA3,A0CFA3,Y,Annuity,Deferred/funeral funding annuity,Cost of Insurance,Conditional,Medium,QuikCoi,,UL/term COI tables,Later,N,,,Not Started,,N,N,,,N,,Not Reviewed,TBD,,2026-07-11
CFA3|Expense Charges,CFA3,A0CFA3,Y,Annuity,Deferred/funeral funding annuity,Expense Charges,Expected; rate not stated,Medium,,,Plan setup / expense segments,Later,N,,,Not Started,,N,N,,,N,,Not Reviewed,TBD,,2026-07-11
CFA3|Gross Premium,CFA3,A0CFA3,Y,Annuity,Deferred/funeral funding annuity,Gross Premium,Contribution schedule or purchase-payment factors,Medium,QuikGps,QuikPlGp,Access / premium tables,Later,N,,,Not Started,,N,N,,,N,,Not Reviewed,TBD,,2026-07-11
CFA3|Interest Crediting,CFA3,A0CFA3,Y,Annuity,Deferred/funeral funding annuity,Interest Crediting,Expected; rate not stated,Medium,,,Plan setup / crediting tables,Later,N,,,Not Started,,N,N,,,N,,Not Reviewed,TBD,,2026-07-11
CFA3|Other Required Factors,CFA3,A0CFA3,Y,Annuity,Deferred/funeral funding annuity,Other Required Factors,Surrender factors/charges; accumulation factors; maturity values,Medium,QuikNff,,NFO / ETI / special factors,Later,N,,,Not Started,,N,N,,,N,,Not Reviewed,TBD,,2026-07-11
CFA3|Reserve / Valuation,CFA3,A0CFA3,Y,Annuity,Deferred/funeral funding annuity,Reserve / Valuation,Expected,Medium,QuikTvs,QuikPlTv,Green sheets (terminal reserve),Later,N,,,Not Started,,N,N,,,N,,Not Reviewed,TBD,,2026-07-11
CFA4|Cash / Surrender Values,CFA4,,N,Annuity,Deferred/funeral funding annuity,Cash / Surrender Values,Account/surrender value expected,Medium,QuikCvs,QuikPlCv,Green sheets / CFIC_Cash_Values,Later,N,,,Not Started,,N,N,,,N,,Not Reviewed,TBD,,2026-07-11
CFA4|Cost of Insurance,CFA4,,N,Annuity,Deferred/funeral funding annuity,Cost of Insurance,Conditional,Medium,QuikCoi,,UL/term COI tables,Later,N,,,Not Started,,N,N,,,N,,Not Reviewed,TBD,,2026-07-11
CFA4|Expense Charges,CFA4,,N,Annuity,Deferred/funeral funding annuity,Expense Charges,Expected; rate not stated,Medium,,,Plan setup / expense segments,Later,N,,,Not Started,,N,N,,,N,,Not Reviewed,TBD,,2026-07-11
CFA4|Gross Premium,CFA4,,N,Annuity,Deferred/funeral funding annuity,Gross Premium,Contribution schedule or purchase-payment factors,Medium,QuikGps,QuikPlGp,Access / premium tables,Later,N,,,Not Started,,N,N,,,N,,Not Reviewed,TBD,,2026-07-11
CFA4|Interest Crediting,CFA4,,N,Annuity,Deferred/funeral funding annuity,Interest Crediting,Expected; rate not stated,Medium,,,Plan setup / crediting tables,Later,N,,,Not Started,,N,N,,,N,,Not Reviewed,TBD,,2026-07-11
CFA4|Other Required Factors,CFA4,,N,Annuity,Deferred/funeral funding annuity,Other Required Factors,Surrender factors/charges; accumulation factors; maturity values,Medium,QuikNff,,NFO / ETI / special factors,Later,N,,,Not Started,,N,N,,,N,,Not Reviewed,TBD,,2026-07-11
CFA4|Reserve / Valuation,CFA4,,N,Annuity,Deferred/funeral funding annuity,Reserve / Valuation,Expected,Medium,QuikTvs,QuikPlTv,Green sheets (terminal reserve),Later,N,,,Not Started,,N,N,,,N,,Not Reviewed,TBD,,2026-07-11
CFA7|Cash / Surrender Values,CFA7,,N,Annuity,Deferred/funeral funding annuity,Cash / Surrender Values,Account/surrender value expected,Medium,QuikCvs,QuikPlCv,Green sheets / CFIC_Cash_Values,Later,N,,,Not Started,,N,N,,,N,,Not Reviewed,TBD,,2026-07-11
CFA7|Cost of Insurance,CFA7,,N,Annuity,Deferred/funeral funding annuity,Cost of Insurance,Conditional,Medium,QuikCoi,,UL/term COI tables,Later,N,,,Not Started,,N,N,,,N,,Not Reviewed,TBD,,2026-07-11
CFA7|Expense Charges,CFA7,,N,Annuity,Deferred/funeral funding annuity,Expense Charges,Expected; rate not stated,Medium,,,Plan setup / expense segments,Later,N,,,Not Started,,N,N,,,N,,Not Reviewed,TBD,,2026-07-11
CFA7|Gross Premium,CFA7,,N,Annuity,Deferred/funeral funding annuity,Gross Premium,Contribution schedule or purchase-payment factors,Medium,QuikGps,QuikPlGp,Access / premium tables,Later,N,,,Not Started,,N,N,,,N,,Not Reviewed,TBD,,2026-07-11
CFA7|Interest Crediting,CFA7,,N,Annuity,Deferred/funeral funding annuity,Interest Crediting,Expected; rate not stated,Medium,,,Plan setup / crediting tables,Later,N,,,Not Started,,N,N,,,N,,Not Reviewed,TBD,,2026-07-11
CFA7|Other Required Factors,CFA7,,N,Annuity,Deferred/funeral funding annuity,Other Required Factors,Surrender factors/charges; accumulation factors; maturity values,Medium,QuikNff,,NFO / ETI / special factors,Later,N,,,Not Started,,N,N,,,N,,Not Reviewed,TBD,,2026-07-11
CFA7|Reserve / Valuation,CFA7,,N,Annuity,Deferred/funeral funding annuity,Reserve / Valuation,Expected,Medium,QuikTvs,QuikPlTv,Green sheets (terminal reserve),Later,N,,,Not Started,,N,N,,,N,,Not Reviewed,TBD,,2026-07-11
CSPB|Gross Premium,CSPB,,N,Merchandise / Burial Service,Non-reserve service policy,Gross Premium,Expected,High,QuikGps,QuikPlGp,Access / premium tables,Later,N,,,Not Started,,N,N,,,N,,Not Reviewed,TBD,,2026-07-11
CSPB|Other Required Factors,CSPB,,N,Merchandise / Burial Service,Non-reserve service policy,Other Required Factors,Merchandise/service benefit schedule; office-specific premium schedule,High,QuikNff,,NFO / ETI / special factors,Later,N,,,Not Started,,N,N,,,N,,Not Reviewed,TBD,,2026-07-11
CW|Gross Premium,CW,,N,Merchandise / Burial Service,Non-reserve service policy,Gross Premium,Expected,High,QuikGps,QuikPlGp,Access / premium tables,Later,N,,,Not Started,,N,N,,,N,,Not Reviewed,TBD,,2026-07-11
CW|Other Required Factors,CW,,N,Merchandise / Burial Service,Non-reserve service policy,Other Required Factors,Merchandise/service benefit schedule; office-specific premium schedule,High,QuikNff,,NFO / ETI / special factors,Later,N,,,Not Started,,N,N,,,N,,Not Reviewed,TBD,,2026-07-11
