audit_timestamp,rollback_snapshot_id,production_dbf_flag,review_queue,reconstructed_claim_id,prototype_claimnum,policy_number,claim_family,first_activity_date,lifecycle_status,transaction_codes,blocker_category,triage_disposition,business_explanation,recommended_business_question,recommended_next_action,rulebook_lineage
2026-06-16T14:11:35Z,PHASE26-CLIENT-BUSINESS-REVIEW-20260616T141135Z,N,SURRENDER_INSUFFICIENT_EVIDENCE,RC-9010776027-2-SURRENDER_CLAIM-C0-20181227,,9010776027,SURRENDER_CLAIM,20181227,FUNDED,0561,SURRENDER_OFFSET_BLOCKED,REMAINS_BUSINESS_REVIEW,Pending business decision,Transaction history lacks approved surrender payout pattern (1020/0560/0094/1900/0567) — approve for UAT or exclude?,CLIENT_DECISION_REQUIRED,phase24_client_balancing_rerun|phase25_uat_emit_refresh|phase26_client_business_review_packet
2026-06-16T14:11:35Z,PHASE26-CLIENT-BUSINESS-REVIEW-20260616T141135Z,N,SURRENDER_INSUFFICIENT_EVIDENCE,RC-9010776027-2-SURRENDER_CLAIM-C1-20191227,,9010776027,SURRENDER_CLAIM,20191227,FUNDED,0561,SURRENDER_OFFSET_BLOCKED,REMAINS_BUSINESS_REVIEW,Pending business decision,Transaction history lacks approved surrender payout pattern (1020/0560/0094/1900/0567) — approve for UAT or exclude?,CLIENT_DECISION_REQUIRED,phase24_client_balancing_rerun|phase25_uat_emit_refresh|phase26_client_business_review_packet
2026-06-16T14:11:35Z,PHASE26-CLIENT-BUSINESS-REVIEW-20260616T141135Z,N,SURRENDER_INSUFFICIENT_EVIDENCE,RC-9011107796-3-SURRENDER_CLAIM-C0-20180317,,9011107796,SURRENDER_CLAIM,20180317,FUNDED,0561,SURRENDER_OFFSET_BLOCKED,REMAINS_BUSINESS_REVIEW,Pending business decision,Transaction history lacks approved surrender payout pattern (1020/0560/0094/1900/0567) — approve for UAT or exclude?,CLIENT_DECISION_REQUIRED,phase24_client_balancing_rerun|phase25_uat_emit_refresh|phase26_client_business_review_packet
2026-06-16T14:11:35Z,PHASE26-CLIENT-BUSINESS-REVIEW-20260616T141135Z,N,SURRENDER_INSUFFICIENT_EVIDENCE,RC-9011107796-3-SURRENDER_CLAIM-C1-20190317,,9011107796,SURRENDER_CLAIM,20190317,FUNDED,0561,SURRENDER_OFFSET_BLOCKED,REMAINS_BUSINESS_REVIEW,Pending business decision,Transaction history lacks approved surrender payout pattern (1020/0560/0094/1900/0567) — approve for UAT or exclude?,CLIENT_DECISION_REQUIRED,phase24_client_balancing_rerun|phase25_uat_emit_refresh|phase26_client_business_review_packet
2026-06-16T14:11:35Z,PHASE26-CLIENT-BUSINESS-REVIEW-20260616T141135Z,N,SURRENDER_INSUFFICIENT_EVIDENCE,RC-9011107796-3-SURRENDER_CLAIM-C2-20200317,,9011107796,SURRENDER_CLAIM,20200317,FUNDED,0561,SURRENDER_OFFSET_BLOCKED,REMAINS_BUSINESS_REVIEW,Pending business decision,Transaction history lacks approved surrender payout pattern (1020/0560/0094/1900/0567) — approve for UAT or exclude?,CLIENT_DECISION_REQUIRED,phase24_client_balancing_rerun|phase25_uat_emit_refresh|phase26_client_business_review_packet
2026-06-16T14:11:35Z,PHASE26-CLIENT-BUSINESS-REVIEW-20260616T141135Z,N,SURRENDER_INSUFFICIENT_EVIDENCE,RC-9011107796-3-SURRENDER_CLAIM-C3-20210317,,9011107796,SURRENDER_CLAIM,20210317,FUNDED,0561,SURRENDER_OFFSET_BLOCKED,REMAINS_BUSINESS_REVIEW,Pending business decision,Transaction history lacks approved surrender payout pattern (1020/0560/0094/1900/0567) — approve for UAT or exclude?,CLIENT_DECISION_REQUIRED,phase24_client_balancing_rerun|phase25_uat_emit_refresh|phase26_client_business_review_packet
2026-06-16T14:11:35Z,PHASE26-CLIENT-BUSINESS-REVIEW-20260616T141135Z,N,SURRENDER_INSUFFICIENT_EVIDENCE,RC-9011107796-3-SURRENDER_CLAIM-C4-20220317,,9011107796,SURRENDER_CLAIM,20220317,FUNDED,0561,SURRENDER_OFFSET_BLOCKED,REMAINS_BUSINESS_REVIEW,Pending business decision,Transaction history lacks approved surrender payout pattern (1020/0560/0094/1900/0567) — approve for UAT or exclude?,CLIENT_DECISION_REQUIRED,phase24_client_balancing_rerun|phase25_uat_emit_refresh|phase26_client_business_review_packet
2026-06-16T14:11:35Z,PHASE26-CLIENT-BUSINESS-REVIEW-20260616T141135Z,N,SURRENDER_INSUFFICIENT_EVIDENCE,RC-9011107796-3-SURRENDER_CLAIM-C5-20230317,,9011107796,SURRENDER_CLAIM,20230317,FUNDED,0561,SURRENDER_OFFSET_BLOCKED,REMAINS_BUSINESS_REVIEW,Pending business decision,Transaction history lacks approved surrender payout pattern (1020/0560/0094/1900/0567) — approve for UAT or exclude?,CLIENT_DECISION_REQUIRED,phase24_client_balancing_rerun|phase25_uat_emit_refresh|phase26_client_business_review_packet
2026-06-16T14:11:35Z,PHASE26-CLIENT-BUSINESS-REVIEW-20260616T141135Z,N,SURRENDER_INSUFFICIENT_EVIDENCE,RC-9011107796-3-SURRENDER_CLAIM-C6-20240317,,9011107796,SURRENDER_CLAIM,20240317,FUNDED,0561,SURRENDER_OFFSET_BLOCKED,REMAINS_BUSINESS_REVIEW,Pending business decision,Transaction history lacks approved surrender payout pattern (1020/0560/0094/1900/0567) — approve for UAT or exclude?,CLIENT_DECISION_REQUIRED,phase24_client_balancing_rerun|phase25_uat_emit_refresh|phase26_client_business_review_packet
2026-06-16T14:11:35Z,PHASE26-CLIENT-BUSINESS-REVIEW-20260616T141135Z,N,SURRENDER_INSUFFICIENT_EVIDENCE,RC-9011107796-3-SURRENDER_CLAIM-C7-20250317,,9011107796,SURRENDER_CLAIM,20250317,FUNDED,0561,SURRENDER_OFFSET_BLOCKED,REMAINS_BUSINESS_REVIEW,Pending business decision,Transaction history lacks approved surrender payout pattern (1020/0560/0094/1900/0567) — approve for UAT or exclude?,CLIENT_DECISION_REQUIRED,phase24_client_balancing_rerun|phase25_uat_emit_refresh|phase26_client_business_review_packet
2026-06-16T14:11:35Z,PHASE26-CLIENT-BUSINESS-REVIEW-20260616T141135Z,N,SURRENDER_INSUFFICIENT_EVIDENCE,RC-9011107796-3-SURRENDER_CLAIM-C8-20260317,,9011107796,SURRENDER_CLAIM,20260317,FUNDED,0561,SURRENDER_OFFSET_BLOCKED,REMAINS_BUSINESS_REVIEW,Pending business decision,Transaction history lacks approved surrender payout pattern (1020/0560/0094/1900/0567) — approve for UAT or exclude?,CLIENT_DECISION_REQUIRED,phase24_client_balancing_rerun|phase25_uat_emit_refresh|phase26_client_business_review_packet
