policy_number,mplan,msurrdate,msurramt,benefit_seq,miswl,match_status,pfndr_policy_rows,pfndr_unique_valuation_dates,pfndr_dup_rows_at_miswl
9010717034,1659C2,20200511,320.2,2,20260511,MATCHED,1,1,1
9010717034,1659C2,20210511,320.2,2,20260511,MATCHED,1,1,1
9010717034,1659C2,20220511,320.2,2,20260511,MATCHED,1,1,1
9010717034,1659C2,20230511,320.2,2,20260511,MATCHED,1,1,1
9010717034,1659C2,20240511,320.2,2,20260511,MATCHED,1,1,1
9010717034,1659C2,20250511,320.2,2,20260511,MATCHED,1,1,1
9010717034,1659C2,20260511,320.2,2,20260511,MATCHED,1,1,1
9010717447,1659C2,20230523,1242.0,4,20260523,MATCHED,1,1,1
9010717447,1659C2,20240523,1242.0,4,20260523,MATCHED,1,1,1
9010717447,1659C2,20250523,1242.0,4,20260523,MATCHED,1,1,1
9010717447,1659C2,20260523,1242.0,4,20260523,MATCHED,1,1,1
9010718276,1659C2,20180622,1634.0,5,20260522,MATCHED,1,1,1
9010718276,1659C2,20190622,1634.0,5,20260522,MATCHED,1,1,1
9010718276,1659C2,20200622,1634.0,5,20260522,MATCHED,1,1,1
9010718276,1659C2,20210622,1634.0,5,20260522,MATCHED,1,1,1
9010718276,1659C2,20220622,1634.0,5,20260522,MATCHED,1,1,1
9010718276,1659C2,20230622,1634.0,5,20260522,MATCHED,1,1,1
9010718276,1659C2,20240622,1634.0,5,20260522,MATCHED,1,1,1
9010718276,1659C2,20250622,1634.0,5,20260522,MATCHED,1,1,1
9010718277,1659C2,20180604,585.5,2,20260504,MATCHED,1,1,1
9010718277,1659C2,20190604,585.5,2,20260504,MATCHED,1,1,1
9010718277,1659C2,20200604,585.5,2,20260504,MATCHED,1,1,1
9010718277,1659C2,20210604,585.5,2,20260504,MATCHED,1,1,1
9010718277,1659C2,20220604,585.5,2,20260504,MATCHED,1,1,1
9010718277,1659C2,20230604,585.5,2,20260504,MATCHED,1,1,1
9010718277,1659C2,20240604,585.5,2,20260504,MATCHED,1,1,1
9010718277,1659C2,20250604,585.5,2,20260504,MATCHED,1,1,1
9010718495,1659C2,20180602,1095.75,2,20220214,MATCHED,1,1,1
9010718495,1659C2,20190602,1095.75,2,20220214,MATCHED,1,1,1
9010718495,1659C2,20200602,1095.75,2,20220214,MATCHED,1,1,1
9010719553,1659C2,20180611,134.75,2,20260511,MATCHED,1,1,1
9010719553,1659C2,20190611,134.75,2,20260511,MATCHED,1,1,1
9010719553,1659C2,20200611,134.75,2,20260511,MATCHED,1,1,1
9010719553,1659C2,20210611,134.75,2,20260511,MATCHED,1,1,1
9010719553,1659C2,20220611,134.75,2,20260511,MATCHED,1,1,1
9010719553,1659C2,20230611,134.75,2,20260511,MATCHED,1,1,1
9010719553,1659C2,20240611,134.75,2,20260511,MATCHED,1,1,1
9010719553,1659C2,20250611,134.75,2,20260511,MATCHED,1,1,1
9010719815,1659C2,20180803,246.75,2,20260503,MATCHED,1,1,1
9010719815,1659C2,20190803,246.75,2,20260503,MATCHED,1,1,1
9010719815,1659C2,20200803,246.75,2,20260503,MATCHED,1,1,1
9010719815,1659C2,20210803,246.75,2,20260503,MATCHED,1,1,1
9010719815,1659C2,20220803,246.75,2,20260503,MATCHED,1,1,1
9010719815,1659C2,20230803,246.75,2,20260503,MATCHED,1,1,1
9010719815,1659C2,20240803,246.75,2,20260503,MATCHED,1,1,1
9010719815,1659C2,20250803,246.75,2,20260503,MATCHED,1,1,1
9010720759,1659C2,20180618,279.25,3,20260518,MATCHED,1,1,1
9010720759,1659C2,20190618,279.25,3,20260518,MATCHED,1,1,1
9010720759,1659C2,20200618,279.25,3,20260518,MATCHED,1,1,1
9010720759,1659C2,20210618,279.25,3,20260518,MATCHED,1,1,1
9010720759,1659C2,20220618,279.25,3,20260518,MATCHED,1,1,1
9010720759,1659C2,20230618,279.25,3,20260518,MATCHED,1,1,1
9010720759,1659C2,20240618,279.25,3,20260518,MATCHED,1,1,1
9010720759,1659C2,20250618,279.25,3,20260518,MATCHED,1,1,1
9010722734,1659C2,20180710,912.0,2,20260510,MATCHED,1,1,1
9010722734,1659C2,20190710,912.0,2,20260510,MATCHED,1,1,1
9010722734,1659C2,20200710,912.0,2,20260510,MATCHED,1,1,1
9010722734,1659C2,20210710,912.0,2,20260510,MATCHED,1,1,1
9010722734,1659C2,20220710,912.0,2,20260510,MATCHED,1,1,1
9010722734,1659C2,20230710,912.0,2,20260510,MATCHED,1,1,1
9010722734,1659C2,20240710,912.0,2,20260510,MATCHED,1,1,1
9010722734,1659C2,20250710,912.0,2,20260510,MATCHED,1,1,1
9010723386,1659C2,20180718,752.0,3,20260518,MATCHED,1,1,1
9010723386,1659C2,20190718,752.0,3,20260518,MATCHED,1,1,1
9010723386,1659C2,20200718,752.0,3,20260518,MATCHED,1,1,1
9010723386,1659C2,20210718,752.0,3,20260518,MATCHED,1,1,1
9010723386,1659C2,20220718,752.0,3,20260518,MATCHED,1,1,1
9010723386,1659C2,20230718,752.0,3,20260518,MATCHED,1,1,1
9010723386,1659C2,20240718,752.0,3,20260518,MATCHED,1,1,1
9010723386,1659C2,20250718,752.0,3,20260518,MATCHED,1,1,1
9010723387,1659C2,20180718,509.0,2,20260518,MATCHED,1,1,1
9010723387,1659C2,20190718,509.0,2,20260518,MATCHED,1,1,1
9010723387,1659C2,20200718,509.0,2,20260518,MATCHED,1,1,1
9010723387,1659C2,20210718,509.0,2,20260518,MATCHED,1,1,1
9010723387,1659C2,20220718,509.0,2,20260518,MATCHED,1,1,1
9010723387,1659C2,20230718,509.0,2,20260518,MATCHED,1,1,1
9010723387,1659C2,20240718,509.0,2,20260518,MATCHED,1,1,1
9010723387,1659C2,20250718,509.0,2,20260518,MATCHED,1,1,1
9010723388,1659C2,20180718,768.53,3,20260518,MATCHED,1,1,1
9010723388,1659C2,20190718,768.53,3,20260518,MATCHED,1,1,1
9010723388,1659C2,20200718,768.53,3,20260518,MATCHED,1,1,1
9010723388,1659C2,20210718,768.53,3,20260518,MATCHED,1,1,1
9010723388,1659C2,20220718,768.53,3,20260518,MATCHED,1,1,1
9010723523,1659C2,20180726,222.25,5,20260526,MATCHED,1,1,1
9010723523,1659C2,20190726,222.25,5,20260526,MATCHED,1,1,1
9010723523,1659C2,20200726,222.25,5,20260526,MATCHED,1,1,1
9010723523,1659C2,20210726,222.25,5,20260526,MATCHED,1,1,1
9010723523,1659C2,20220726,222.25,5,20260526,MATCHED,1,1,1
9010723523,1659C2,20230726,222.25,5,20260526,MATCHED,1,1,1
9010723523,1659C2,20240726,222.25,5,20260526,MATCHED,1,1,1
9010723523,1659C2,20250726,222.25,5,20260526,MATCHED,1,1,1
9010723524,1659C2,20180718,517.0,2,20260518,MATCHED,1,1,1
9010723524,1659C2,20190718,517.0,2,20260518,MATCHED,1,1,1
9010723524,1659C2,20200718,517.0,2,20260518,MATCHED,1,1,1
9010723524,1659C2,20210718,517.0,2,20260518,MATCHED,1,1,1
9010723524,1659C2,20220718,517.0,2,20260518,MATCHED,1,1,1
9010723524,1659C2,20230718,517.0,2,20260518,MATCHED,1,1,1
9010723524,1659C2,20240718,517.0,2,20260518,MATCHED,1,1,1
9010723524,1659C2,20250718,517.0,2,20260518,MATCHED,1,1,1
9010724403,1659C2,20180801,1184.0,3,20220711,MATCHED,1,1,1
9010724403,1659C2,20190801,1184.0,3,20220711,MATCHED,1,1,1
9010724403,1659C2,20200801,1184.0,3,20220711,MATCHED,1,1,1
9010724403,1659C2,20210801,1184.0,3,20220711,MATCHED,1,1,1
9010724510,1659C2,20180801,633.5,2,20260501,MATCHED,1,1,1
9010724510,1659C2,20190801,633.5,2,20260501,MATCHED,1,1,1
9010724510,1659C2,20200801,633.5,2,20260501,MATCHED,1,1,1
9010724510,1659C2,20210801,633.5,2,20260501,MATCHED,1,1,1
9010724510,1659C2,20220801,633.5,2,20260501,MATCHED,1,1,1
9010724510,1659C2,20230801,633.5,2,20260501,MATCHED,1,1,1
9010724510,1659C2,20240801,633.5,2,20260501,MATCHED,1,1,1
9010724510,1659C2,20250801,633.5,2,20260501,MATCHED,1,1,1
9010726922,1659C2,20180820,134.75,2,20260520,MATCHED,1,1,1
9010726922,1659C2,20190820,134.75,2,20260520,MATCHED,1,1,1
9010726922,1659C2,20200820,134.75,2,20260520,MATCHED,1,1,1
9010726922,1659C2,20210820,134.75,2,20260520,MATCHED,1,1,1
9010726922,1659C2,20220820,134.75,2,20260520,MATCHED,1,1,1
9010726922,1659C2,20230820,134.75,2,20260520,MATCHED,1,1,1
9010726922,1659C2,20240820,134.75,2,20260520,MATCHED,1,1,1
9010726922,1659C2,20250820,134.75,2,20260520,MATCHED,1,1,1
9010728696,1659C2,20180902,131.5,2,20240129,MATCHED,1,1,1
9010728696,1659C2,20190902,131.5,2,20240129,MATCHED,1,1,1
9010728696,1659C2,20200902,131.5,2,20240129,MATCHED,1,1,1
9010728696,1659C2,20210902,131.5,2,20240129,MATCHED,1,1,1
9010728696,1659C2,20220902,131.5,2,20240129,MATCHED,1,1,1
9010728696,1659C2,20230902,131.5,2,20240129,MATCHED,1,1,1
9010729500,1659C2,20180913,181.0,2,20260513,MATCHED,1,1,1
9010729500,1659C2,20190913,181.0,2,20260513,MATCHED,1,1,1
9010729500,1659C2,20200913,181.0,2,20260513,MATCHED,1,1,1
9010729500,1659C2,20210913,181.0,2,20260513,MATCHED,1,1,1
9010729500,1659C2,20220913,181.0,2,20260513,MATCHED,1,1,1
9010729500,1659C2,20230913,181.0,2,20260513,MATCHED,1,1,1
9010729500,1659C2,20240913,181.0,2,20260513,MATCHED,1,1,1
9010729500,1659C2,20250913,181.0,2,20260513,MATCHED,1,1,1
9010729999,1659C2,20181009,373.75,2,20260509,MATCHED,1,1,1
9010729999,1659C2,20191009,373.75,2,20260509,MATCHED,1,1,1
9010729999,1659C2,20201009,373.75,2,20260509,MATCHED,1,1,1
9010729999,1659C2,20211009,373.75,2,20260509,MATCHED,1,1,1
9010729999,1659C2,20221009,373.75,2,20260509,MATCHED,1,1,1
9010729999,1659C2,20231009,373.75,2,20260509,MATCHED,1,1,1
9010729999,1659C2,20241009,373.75,2,20260509,MATCHED,1,1,1
9010729999,1659C2,20251009,373.75,2,20260509,MATCHED,1,1,1
9010731608,1659C2,20181008,271.0,4,20260508,MATCHED,1,1,1
9010731608,1659C2,20191008,271.0,4,20260508,MATCHED,1,1,1
9010731608,1659C2,20201008,271.0,4,20260508,MATCHED,1,1,1
9010731608,1659C2,20211008,271.0,4,20260508,MATCHED,1,1,1
9010732270,1659C2,20221010,125.75,3,20260510,MATCHED,1,1,1
9010732270,1659C2,20231010,125.75,3,20260510,MATCHED,1,1,1
9010732270,1659C2,20241010,125.75,3,20260510,MATCHED,1,1,1
9010732270,1659C2,20251010,125.75,3,20260510,MATCHED,1,1,1
9010732276,1659C2,20221010,150.25,3,20260510,MATCHED,1,1,1
9010732276,1659C2,20231010,150.25,3,20260510,MATCHED,1,1,1
9010732276,1659C2,20241010,150.25,3,20260510,MATCHED,1,1,1
9010732276,1659C2,20251010,150.25,3,20260510,MATCHED,1,1,1
9010732278,1659C2,20181010,253.25,3,20231023,MATCHED,1,1,1
9010732278,1659C2,20191010,253.25,3,20231023,MATCHED,1,1,1
9010732278,1659C2,20201010,253.25,3,20231023,MATCHED,1,1,1
9010732278,1659C2,20211010,253.25,3,20231023,MATCHED,1,1,1
9010732278,1659C2,20221010,253.25,3,20231023,MATCHED,1,1,1
9010732278,1659C2,20231010,253.25,3,20231023,MATCHED,1,1,1
9010732280,1659C2,20181010,246.75,2,20260510,MATCHED,1,1,1
9010732280,1659C2,20191010,246.75,2,20260510,MATCHED,1,1,1
9010732280,1659C2,20201010,246.75,2,20260510,MATCHED,1,1,1
9010732280,1659C2,20211010,246.75,2,20260510,MATCHED,1,1,1
9010732280,1659C2,20221010,246.75,2,20260510,MATCHED,1,1,1
9010732280,1659C2,20231010,246.75,2,20260510,MATCHED,1,1,1
9010732280,1659C2,20241010,246.75,2,20260510,MATCHED,1,1,1
9010732280,1659C2,20251010,246.75,2,20260510,MATCHED,1,1,1
9010736736,1659C2,20201209,134.75,2,20260509,MATCHED,1,1,1
9010736736,1659C2,20211209,134.75,2,20260509,MATCHED,1,1,1
9010736736,1659C2,20221209,134.75,2,20260509,MATCHED,1,1,1
9010736736,1659C2,20231209,134.75,2,20260509,MATCHED,1,1,1
9010736736,1659C2,20241209,134.75,2,20260509,MATCHED,1,1,1
9010736736,1659C2,20251209,134.75,2,20260509,MATCHED,1,1,1
9010737378,1659C2,20181205,325.5,2,20260505,MATCHED,1,1,1
9010737378,1659C2,20191205,325.5,2,20260505,MATCHED,1,1,1
9010737378,1659C2,20201205,325.5,2,20260505,MATCHED,1,1,1
9010737378,1659C2,20211205,325.5,2,20260505,MATCHED,1,1,1
9010737378,1659C2,20221205,325.5,2,20260505,MATCHED,1,1,1
9010737378,1659C2,20231205,325.5,2,20260505,MATCHED,1,1,1
9010737378,1659C2,20241205,325.5,2,20260505,MATCHED,1,1,1
9010737378,1659C2,20251205,325.5,2,20260505,MATCHED,1,1,1
9010738207,1659C2,20181228,1420.0,2,20260528,MATCHED,1,1,1
9010738207,1659C2,20191228,1420.0,2,20260528,MATCHED,1,1,1
9010738207,1659C2,20201228,1420.0,2,20260528,MATCHED,1,1,1
9010738207,1659C2,20211228,1420.0,2,20260528,MATCHED,1,1,1
9010738207,1659C2,20221228,1420.0,2,20260528,MATCHED,1,1,1
9010738207,1659C2,20231228,1420.0,2,20260528,MATCHED,1,1,1
9010738207,1659C2,20241228,1420.0,2,20260528,MATCHED,1,1,1
9010738207,1659C2,20251228,1420.0,2,20260528,MATCHED,1,1,1
9010738672,1659C2,20180101,358.0,2,20260501,MATCHED,1,1,1
9010738672,1659C2,20190101,358.0,2,20260501,MATCHED,1,1,1
9010738672,1659C2,20200101,358.0,2,20260501,MATCHED,1,1,1
9010738672,1659C2,20210101,358.0,2,20260501,MATCHED,1,1,1
9010738672,1659C2,20220101,358.0,2,20260501,MATCHED,1,1,1
9010738672,1659C2,20230101,358.0,2,20260501,MATCHED,1,1,1
9010738672,1659C2,20240101,358.0,2,20260501,MATCHED,1,1,1
9010738672,1659C2,20250101,358.0,2,20260501,MATCHED,1,1,1
9010738672,1659C2,20260101,358.0,2,20260501,MATCHED,1,1,1
9010740836,1659CR,20180128,163.2,2,20191108,MATCHED,1,1,1
9010740836,1659CR,20190128,163.2,2,20191108,MATCHED,1,1,1
9010741302,1659C2,20210126,150.25,2,20260526,MATCHED,1,1,1
9010741302,1659C2,20220126,150.25,2,20260526,MATCHED,1,1,1
9010741302,1659C2,20230126,150.25,2,20260526,MATCHED,1,1,1
9010741302,1659C2,20240126,150.25,2,20260526,MATCHED,1,1,1
9010741302,1659C2,20250126,150.25,2,20260526,MATCHED,1,1,1
9010741302,1659C2,20260126,150.25,2,20260526,MATCHED,1,1,1
9010741334,1659C2,20210126,169.75,2,20260526,MATCHED,1,1,1
9010741334,1659C2,20220126,169.75,2,20260526,MATCHED,1,1,1
9010741334,1659C2,20230126,169.75,2,20260526,MATCHED,1,1,1
9010741334,1659C2,20240126,169.75,2,20260526,MATCHED,1,1,1
9010741334,1659C2,20250126,169.75,2,20260526,MATCHED,1,1,1
9010741334,1659C2,20260126,169.75,2,20260526,MATCHED,1,1,1
9010742814,1659CR,20180211,155.75,2,20180630,MATCHED,1,1,1
9010743074,1659CR,20180220,246.12,2,20181229,MATCHED,1,1,1
9010743638,1659CR,20180227,269.65,2,20250408,MATCHED,1,1,1
9010743638,1659CR,20190227,269.65,2,20250408,MATCHED,1,1,1
9010743638,1659CR,20200227,269.65,2,20250408,MATCHED,1,1,1
9010743638,1659CR,20210227,269.65,2,20250408,MATCHED,1,1,1
9010743638,1659CR,20220227,269.65,2,20250408,MATCHED,1,1,1
9010743638,1659CR,20230227,269.65,2,20250408,MATCHED,1,1,1
9010743638,1659CR,20240227,269.65,2,20250408,MATCHED,1,1,1
9010743638,1659CR,20250227,269.65,2,20250408,MATCHED,1,1,1
9010744412,1659CR,20180306,217.2,2,20221103,MATCHED,1,1,1
9010744412,1659CR,20190306,217.2,2,20221103,MATCHED,1,1,1
9010744412,1659CR,20200306,217.2,2,20221103,MATCHED,1,1,1
9010744412,1659CR,20210306,217.2,2,20221103,MATCHED,1,1,1
9010744412,1659CR,20220306,217.2,2,20221103,MATCHED,1,1,1
9010745456,1659C2,20180315,128.5,2,20260515,MATCHED,1,1,1
9010745456,1659C2,20190315,128.5,2,20260515,MATCHED,1,1,1
9010745456,1659C2,20200315,128.5,2,20260515,MATCHED,1,1,1
9010745456,1659C2,20210315,128.5,2,20260515,MATCHED,1,1,1
9010745456,1659C2,20220315,128.5,2,20260515,MATCHED,1,1,1
9010745456,1659C2,20230315,128.5,2,20260515,MATCHED,1,1,1
9010745456,1659C2,20240315,128.5,2,20260515,MATCHED,1,1,1
9010745456,1659C2,20250315,128.5,2,20260515,MATCHED,1,1,1
9010745456,1659C2,20260315,128.5,2,20260515,MATCHED,1,1,1
9010745750,1659C2,20180322,125.75,2,20260522,MATCHED,1,1,1
9010745750,1659C2,20190322,125.75,2,20260522,MATCHED,1,1,1
9010745750,1659C2,20200322,125.75,2,20260522,MATCHED,1,1,1
9010745750,1659C2,20210322,125.75,2,20260522,MATCHED,1,1,1
9010745750,1659C2,20220322,125.75,2,20260522,MATCHED,1,1,1
9010745750,1659C2,20230322,125.75,2,20260522,MATCHED,1,1,1
9010745750,1659C2,20240322,125.75,2,20260522,MATCHED,1,1,1
9010745750,1659C2,20250322,125.75,2,20260522,MATCHED,1,1,1
9010745750,1659C2,20260322,125.75,2,20260522,MATCHED,1,1,1
9010745751,1659C2,20180322,335.45,2,20260522,MATCHED,1,1,1
9010745751,1659C2,20190322,335.45,2,20260522,MATCHED,1,1,1
9010745751,1659C2,20200322,335.45,2,20260522,MATCHED,1,1,1
9010745751,1659C2,20210322,335.45,2,20260522,MATCHED,1,1,1
9010745751,1659C2,20220322,335.45,2,20260522,MATCHED,1,1,1
9010745751,1659C2,20230322,335.45,2,20260522,MATCHED,1,1,1
9010745751,1659C2,20240322,335.45,2,20260522,MATCHED,1,1,1
9010745751,1659C2,20250322,335.45,2,20260522,MATCHED,1,1,1
9010745751,1659C2,20260322,335.45,2,20260522,MATCHED,1,1,1
9010746005,1659CR,20180325,179.35,2,20230103,MATCHED,1,1,1
9010746005,1659CR,20190325,179.35,2,20230103,MATCHED,1,1,1
9010746005,1659CR,20200325,179.35,2,20230103,MATCHED,1,1,1
9010746005,1659CR,20210325,179.35,2,20230103,MATCHED,1,1,1
9010746005,1659CR,20220325,179.35,2,20230103,MATCHED,1,1,1
9010746424,1659CR,20180328,188.1,2,20200413,MATCHED,1,1,1
9010746424,1659CR,20190328,188.1,2,20200413,MATCHED,1,1,1
9010746424,1659CR,20200328,188.1,2,20200413,MATCHED,1,1,1
9010746846,1659C2,20200328,271.0,2,20260528,MATCHED,1,1,1
9010746846,1659C2,20210328,271.0,2,20260528,MATCHED,1,1,1
9010746846,1659C2,20220328,271.0,2,20260528,MATCHED,1,1,1
9010746846,1659C2,20230328,271.0,2,20260528,MATCHED,1,1,1
9010746846,1659C2,20240328,271.0,2,20260528,MATCHED,1,1,1
9010746846,1659C2,20250328,271.0,2,20260528,MATCHED,1,1,1
9010746846,1659C2,20260328,271.0,2,20260528,MATCHED,1,1,1
9010747186,1659C2,20180407,847.0,2,20230227,MATCHED,1,1,1
9010747186,1659C2,20190407,847.0,2,20230227,MATCHED,1,1,1
9010747186,1659C2,20200407,847.0,2,20230227,MATCHED,1,1,1
9010747186,1659C2,20210407,847.0,2,20230227,MATCHED,1,1,1
9010747186,1659C2,20220407,847.0,2,20230227,MATCHED,1,1,1
9010747241,1659CR,20180408,351.2,2,20180806,MATCHED,1,1,1
9010747636,1659C2,20230410,134.75,3,20260510,MATCHED,1,1,1
9010747636,1659C2,20240410,134.75,3,20260510,MATCHED,1,1,1
9010747636,1659C2,20250410,134.75,3,20260510,MATCHED,1,1,1
9010747636,1659C2,20260410,134.75,3,20260510,MATCHED,1,1,1
9010748070,1659CR,20180520,155.75,2,20190211,MATCHED,1,1,1
9010748334,1659C2,20180415,114.5,2,20260515,MATCHED,1,1,1
9010748334,1659C2,20190415,114.5,2,20260515,MATCHED,1,1,1
9010748334,1659C2,20200415,114.5,2,20260515,MATCHED,1,1,1
9010748334,1659C2,20210415,114.5,2,20260515,MATCHED,1,1,1
9010748334,1659C2,20220415,114.5,2,20260515,MATCHED,1,1,1
9010748334,1659C2,20230415,114.5,2,20260515,MATCHED,1,1,1
9010748334,1659C2,20240415,114.5,2,20260515,MATCHED,1,1,1
9010748334,1659C2,20250415,114.5,2,20260515,MATCHED,1,1,1
9010748334,1659C2,20260415,114.5,2,20260515,MATCHED,1,1,1
9010748335,1659C2,20180415,164.5,2,20260515,MATCHED,1,1,1
9010748335,1659C2,20190415,164.5,2,20260515,MATCHED,1,1,1
9010748335,1659C2,20200415,164.5,2,20260515,MATCHED,1,1,1
9010748335,1659C2,20210415,164.5,2,20260515,MATCHED,1,1,1
9010748335,1659C2,20220415,164.5,2,20260515,MATCHED,1,1,1
9010748335,1659C2,20230415,164.5,2,20260515,MATCHED,1,1,1
9010748335,1659C2,20240415,164.5,2,20260515,MATCHED,1,1,1
9010748335,1659C2,20250415,164.5,2,20260515,MATCHED,1,1,1
9010748335,1659C2,20260415,164.5,2,20260515,MATCHED,1,1,1
9010748404,1659CR,20180415,369.7,2,20181106,MATCHED,1,1,1
9010748517,1659CR,20180422,217.2,2,20180508,MATCHED,1,1,1
9010748556,1659C2,20180421,121.0,2,20260521,MATCHED,1,1,1
9010748556,1659C2,20190421,121.0,2,20260521,MATCHED,1,1,1
9010748556,1659C2,20200421,121.0,2,20260521,MATCHED,1,1,1
9010748556,1659C2,20210421,121.0,2,20260521,MATCHED,1,1,1
9010748556,1659C2,20220421,121.0,2,20260521,MATCHED,1,1,1
9010748556,1659C2,20230421,121.0,2,20260521,MATCHED,1,1,1
9010748556,1659C2,20240421,121.0,2,20260521,MATCHED,1,1,1
9010748556,1659C2,20250421,121.0,2,20260521,MATCHED,1,1,1
9010748556,1659C2,20260421,121.0,2,20260521,MATCHED,1,1,1
9010749038,1659C2,20180425,226.5,2,20260525,MATCHED,1,1,1
9010749038,1659C2,20190425,226.5,2,20260525,MATCHED,1,1,1
9010749038,1659C2,20200425,226.5,2,20260525,MATCHED,1,1,1
9010749038,1659C2,20210425,226.5,2,20260525,MATCHED,1,1,1
9010749038,1659C2,20220425,226.5,2,20260525,MATCHED,1,1,1
9010749038,1659C2,20230425,226.5,2,20260525,MATCHED,1,1,1
9010749038,1659C2,20240425,226.5,2,20260525,MATCHED,1,1,1
9010749038,1659C2,20250425,226.5,2,20260525,MATCHED,1,1,1
9010749038,1659C2,20260425,226.5,2,20260525,MATCHED,1,1,1
9010749042,1659C2,20180425,146.0,3,20200225,MATCHED,1,1,1
9010749042,1659C2,20190425,146.0,3,20200225,MATCHED,1,1,1
9010749463,1659C2,20180424,321.5,2,20260524,MATCHED,1,1,1
9010749463,1659C2,20190424,321.5,2,20260524,MATCHED,1,1,1
9010749463,1659C2,20200424,321.5,2,20260524,MATCHED,1,1,1
9010749463,1659C2,20210424,321.5,2,20260524,MATCHED,1,1,1
9010749463,1659C2,20220424,321.5,2,20260524,MATCHED,1,1,1
9010749463,1659C2,20230424,321.5,2,20260524,MATCHED,1,1,1
9010749463,1659C2,20240424,321.5,2,20260524,MATCHED,1,1,1
9010749463,1659C2,20250424,321.5,2,20260524,MATCHED,1,1,1
9010749463,1659C2,20260424,321.5,2,20260524,MATCHED,1,1,1
9010749842,1659C2,20180615,263.0,2,20260515,MATCHED,1,1,1
9010749842,1659C2,20190615,263.0,2,20260515,MATCHED,1,1,1
9010749842,1659C2,20200615,263.0,2,20260515,MATCHED,1,1,1
9010749842,1659C2,20210615,263.0,2,20260515,MATCHED,1,1,1
9010749842,1659C2,20220615,263.0,2,20260515,MATCHED,1,1,1
9010749842,1659C2,20230615,263.0,2,20260515,MATCHED,1,1,1
9010749842,1659C2,20240615,263.0,2,20260515,MATCHED,1,1,1
9010749842,1659C2,20250615,263.0,2,20260515,MATCHED,1,1,1
9010749843,1659C2,20180615,287.25,3,20260515,MATCHED,1,1,1
9010749843,1659C2,20190615,287.25,3,20260515,MATCHED,1,1,1
9010749843,1659C2,20200615,287.25,3,20260515,MATCHED,1,1,1
9010749843,1659C2,20210615,287.25,3,20260515,MATCHED,1,1,1
9010749843,1659C2,20220615,287.25,3,20260515,MATCHED,1,1,1
9010749843,1659C2,20230615,287.25,3,20260515,MATCHED,1,1,1
9010749843,1659C2,20240615,287.25,3,20260515,MATCHED,1,1,1
9010749843,1659C2,20250615,287.25,3,20260515,MATCHED,1,1,1
9010749849,1659C2,20180504,112.75,2,20260504,MATCHED,1,1,1
9010749849,1659C2,20190504,112.75,2,20260504,MATCHED,1,1,1
9010749849,1659C2,20200504,112.75,2,20260504,MATCHED,1,1,1
9010749849,1659C2,20210504,112.75,2,20260504,MATCHED,1,1,1
9010749849,1659C2,20220504,112.75,2,20260504,MATCHED,1,1,1
9010749849,1659C2,20230504,112.75,2,20260504,MATCHED,1,1,1
