TABLE_NAME,FIELD_ORDER,FIELD_NAME,TYPE,LENGTH,DECIMALS,IS_KEY_FIELD,LIKELY_BUSINESS_MEANING,NOTES
QuikPlTv,2,GENDER,C,1,0,Y,Gender segment: 0=N/A/unisex F=female M=male,
QuikPlTv,3,UWCLASS,C,2,0,Y,Underwriting risk class: 00=default NT/TB/SM/RG/UR/US etc (company-defined),
QuikPlTv,4,BAND,C,2,0,Y,Insurance band: 00=default 01/99/FM/IN etc (company-defined),
QuikPlTv,5,ISSCNTRY,C,4,0,Y,Issue country segment (0000=default/all),
QuikPlTv,6,ISSUEST,C,2,0,Y,Issue state segment (00=default/all),
QuikPlTv,7,EFFDATE,D,8,0,Y,Rate generation effective date (19000101=default generation),Date type D(8); part of uniqueness key; supports multi-generation
QuikPlTv,8,MORT,C,2,0,Y,Mortality table code -> QuikQxs / manual appendix 6.9,"Reserve assumption lives on the KEY table, not the factor grid"
QuikPlTv,9,RSVINT,C,1,0,N,Reserve interest rate code,"Reserve assumption lives on the KEY table, not the factor grid"
QuikPlTv,10,RSVMETH,C,1,0,N,Reserve method: 1=NetLevel 2=FullPrelimTerm 3=CRVM 4=ModifiedRVM (manual),"Reserve assumption lives on the KEY table, not the factor grid"
QuikPlTv,11,INTMETHTV,C,1,0,N,Reserve interest method: 0=Curtate 1=Continuous (manual),"Reserve assumption lives on the KEY table, not the factor grid"
QuikPlTv,12,STOREMEANS,L,1,0,N,Logical: store mean reserves (T/F),Logical field; empty in supplied template data
QuikPlTv,13,CALCMIDS,L,1,0,N,Logical: calculate mid-terminal/interpolated reserves (T/F),Logical field; empty in supplied template data
QuikPlGd,1,PLAN,C,6,0,Y,Authoritative 6-char QLAdmin plan code (root of all rate lookup),
QuikPlGd,2,GDCODE,C,1,0,Y,Gender member code for this plan (PVO Gender option member),
QuikPlGd,3,GDDESCR,C,20,0,N,Gender member description (e.g. MALE/FEMALE/NOT APPLICABLE),
QuikPlNb,1,PLAN,C,6,0,Y,Authoritative 6-char QLAdmin plan code (root of all rate lookup),
QuikPlNb,2,ISSCNTRY,C,4,0,Y,Issue country segment (0000=default/all),
QuikPlNb,3,ISSUEST,C,2,0,Y,Issue state segment (00=default/all),
QuikPlNb,4,EFFDATE,D,8,0,Y,Rate generation effective date (19000101=default generation),Date type D(8); part of uniqueness key; supports multi-generation
QuikPlNb,5,TERMDATE,D,8,0,N,Plan availability termination date for this country/state (new-business window),
QuikPlSt,1,PLAN,C,6,0,Y,Authoritative 6-char QLAdmin plan code (root of all rate lookup),
QuikPlSt,2,ISSCNTRY,C,4,0,Y,Issue country segment (0000=default/all),
QuikPlSt,3,CNTRYTXT,C,25,0,N,Issue country description text (e.g. ALL (OTHER)),
QuikPlSt,4,ISSUEST,C,2,0,Y,Issue state segment (00=default/all),
QuikPlSt,5,STATETXT,C,20,0,N,Issue state description text (e.g. ALL (OTHER)),
QuikPlSt,6,MLOANINT,N,5,2,N,State-specific loan interest rate override (per manual; overrides plan general tab),State loan-rate override; NUMERIC N5.2
QuikPlSt,7,MLOANINTX,C,1,0,N,Loan interest type for the state override (A=advance R=arrears),
QuikQxs,1,MORT,C,2,0,Y,Mortality table code -> QuikQxs / manual appendix 6.9,UNIQUENESS KEY of QuikQxs; shared global mortality library (no PLAN)
QuikQxs,2,TABLENAME,C,22,0,N,Human-readable mortality table name (e.g. '1980 CSO Male'),
QuikQxs,3,RADIX,N,9,0,N,Mortality table radix/scaling indicator (value 200 observed),
QuikQxs,4,Q000,N,9,4,N,"Mortality rate qx at attained age 0 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,5,Q001,N,9,4,N,"Mortality rate qx at attained age 1 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,6,Q002,N,9,4,N,"Mortality rate qx at attained age 2 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,7,Q003,N,9,4,N,"Mortality rate qx at attained age 3 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,8,Q004,N,9,4,N,"Mortality rate qx at attained age 4 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,9,Q005,N,9,4,N,"Mortality rate qx at attained age 5 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,10,Q006,N,9,4,N,"Mortality rate qx at attained age 6 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,11,Q007,N,9,4,N,"Mortality rate qx at attained age 7 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,12,Q008,N,9,4,N,"Mortality rate qx at attained age 8 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,13,Q009,N,9,4,N,"Mortality rate qx at attained age 9 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,14,Q010,N,9,4,N,"Mortality rate qx at attained age 10 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,15,Q011,N,9,4,N,"Mortality rate qx at attained age 11 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,16,Q012,N,9,4,N,"Mortality rate qx at attained age 12 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,17,Q013,N,9,4,N,"Mortality rate qx at attained age 13 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,18,Q014,N,9,4,N,"Mortality rate qx at attained age 14 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,19,Q015,N,9,4,N,"Mortality rate qx at attained age 15 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,20,Q016,N,9,4,N,"Mortality rate qx at attained age 16 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,21,Q017,N,9,4,N,"Mortality rate qx at attained age 17 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,22,Q018,N,9,4,N,"Mortality rate qx at attained age 18 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,23,Q019,N,9,4,N,"Mortality rate qx at attained age 19 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,24,Q020,N,9,4,N,"Mortality rate qx at attained age 20 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,25,Q021,N,9,4,N,"Mortality rate qx at attained age 21 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,26,Q022,N,9,4,N,"Mortality rate qx at attained age 22 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,27,Q023,N,9,4,N,"Mortality rate qx at attained age 23 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,28,Q024,N,9,4,N,"Mortality rate qx at attained age 24 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,29,Q025,N,9,4,N,"Mortality rate qx at attained age 25 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,30,Q026,N,9,4,N,"Mortality rate qx at attained age 26 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,31,Q027,N,9,4,N,"Mortality rate qx at attained age 27 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,32,Q028,N,9,4,N,"Mortality rate qx at attained age 28 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,33,Q029,N,9,4,N,"Mortality rate qx at attained age 29 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
