filename,uncompressed_size,row_count,column_count,columns,trailing_space_columns,error,distinct_TYPE_CODE,iswl_COVERAGE_ID_rows
PFNDSBENFUN_FundSplitDataBenFun_Extract_20260530.csv,,SKIPPED_TOO_LARGE,,,,,,
PLOAN_LoanInformation_Extract_20260530.csv,85130113,93858,34,COMPANY_CODE|POLICY_NUMBER|ACCRUAL_DATE|STATUS_CODE|TYPE_CODE|PLAN_CODE|ORIG_LOAN_AMOUNT|LOAN_AMT_ADDED|LOAN_BALANCE|ACCRUED_INT_AMT|INTEREST_RATE|INTEREST_TYPE|INT_METHOD|LAST_REPAY_DATE|LAST_REPAY_AMOUNT|CAPITALIZED_DATE|CAPITALIZED_AMOUNT|TAXABLE_AMOUNT|SPEC_CLS_LOAN_BAL|SPEC_CLS_INT_RATE|SPEC_CLS_CAPD_AMT|LAST_CHG_DATE|LAST_CHG_TIME|ENTRY_OPERATOR|ACTG_CNTRL_NUMBER|BANKERS_YEAR_IND|SPEC_CLS_LOAN_CHNG|ACTG_TYPE|LOAN_BASIS|INT_START_DATE|INT_DELAY_DAYS|LOAN_UPD_COUNT|LOAN_KEY0|ROW_COLUMN,PLAN_CODE |ACTG_CNTRL_NUMBER   |LOAN_KEY0                                                                 |ROW_COLUMN                                                                                                                                                                                                                                                                                                                                                      ,,R:70580|A:22395|:882|---------:1,
PPBEN_PolicyBenefit_Extract_20260530.csv,29916900,11699,133,COMPANY_CODE|POLICY_NUMBER|BENEFIT_SEQ|BENEFIT_TYPE|PROCESSED_TO_DATE|STATUS_CODE|STATUS_REASON|STATUS_DATE|PLAN_CODE|ISSUE_DATE|PARENT_BENEFIT_SEQ|PAY_UP_DATE|MATURE_EXPIRE_DATE|PROCESSING_CYCLE|INF_RIDER_SEQ|LAST_CHG_DATE|LAST_CHG_TIME|DATE_OF_BIRTH|ISSUE_AGE|UNDERWRITING_CLASS|SEX_CODE|INSURED_DEATH_IND|SECOND_INSURED_DOB|SEC_INS_ISS_AGE|SEC_INS_UWCLS|SEC_INS_SEX_CODE|SEC_INS_DEATH_IND|VALUE_PER_UNIT|NUMBER_OF_UNITS|ANN_PREM_PER_UNIT|MODE_PREMIUM|COMM_MDL_FCTRS_FL|BENEFIT_FEE|NON_COMM_HELTH_FLG|COMM_BASED_ON_DATE|PREM_BASED_ON_DATE|UNITS_NAR_FLAG|CATEGORY_CODE|RENEWAL_TYPE|ETI_MX...,PLAN_CODE |ISSUE_DATE |ETI_MX          |MEC_DATE   |FV_BASIS1  |FV_BASIS2  |FV_INCOME1 |FV_INCOME2 |FV_COI     |UV_CURRENT_NAR  |UV_EI_1  |UV_EI_2  |UV_EI_3  |UV_EI_4  |UV_EI_5  |UV_EI_6  |UV_EI_7  |UV_EI_8  |UV_EI_9  |UV_EI_10 |UV_EI_11 |UV_EI_12 |PBEN_KEY0                         |ROW_SEQ    |ROW_COLUMN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,,,
PPBENTYP_BenefitType_Extract_20260530.csv,14988560,7003,133,COMPANY_CODE|POLICY_NUMBER|BENEFIT_SEQ|TYPE_CODE|PAR_TYPE|NON_FORFEITURE|DIVIDEND|OTHER_INFO|ACCUM_DIVIDENDS|PREMIUMS_PAID|OR_RIDER_TYPE|OR_MTHLY_DED|DIVIDENDS_CREDITED|TAX_BASIS|OR_PUA_FACE|EXCESS_DIVIDEND|UL_RIDER_FV_SEQ|BA_THIRD_PRTY_FLAG|CAP_OYT_OPTION|MAXIMIZE_OYT_FLAG|BA_OR_TOT_INF_FLAG|ORIGINAL_UNITS|OR_L_P_OVERRIDE|BILL_LOAN_NET_DIV|BA_TAMRA_PREM|BA_TAMRA_FLAG|BA_OR_DIV_INTEGRA|OPT_8_TAR_FLAG|BA_OR_VANISH_FLAG|BA_OR_PUA_SEQ|ETI_RPU_ENDOWMENT|ETI_RPU_PATTERN|PP_PT_OYT_DIVS|BA_OR_COV_LVL_DIV|BA_OR_SPECIAL_FEE|BA_OR_WAIVER_FEE|BA_OR_WAIVER_CALC|BA_OR_BENEFIT_LOCK|BA_OR_TAMRA_TRMNT|SU_TYPE_CODE...,TAX_BASIS  |OR_PUA_FACE  |BF_TARGET  |PBEN_KEY0                         ,,BA:2735|BF:2348|SU:1210|PU:495|OR:146|SL:68|---------:1,
PPHST_PolicyBenefitHistory_Extract_20260530.csv,190203813,179606,78,COMPANY_CODE|POLICY_NUMBER|SEQ|CHANGE_DATE|CHANGE_TIME|BENEFIT_TYPE|FV_CODE|FV_BASIS1|FV_BASIS2|FV_INCOME1|FV_INCOME2|FV_BALANCE1|FV_BALANCE2|FV_LOAN_BASIS|FV_LOAN_INCOME|FV_LOAN_BALANCE|FV_GR_RATE|FV_GR_DEPOSITS|FV_DEP_LOADS|FV_GR_WITHDRAWALS|FV_WTD_LOADS|FV_COI|FV_BASE_DED|FV_PROCESS_LOADS|FV_PRODUCT_TYPE|FV_TYPE|FV_PROCESS_RULE|FV_DEP_ALLOC|FV_WTD_ALLOC|FV_DED_ALLOC|FV_COI_ALLOC|FV_LON_ALLOC|FV_PLD_ALLOC|FV_LAST_VAL_DATE|FV_LANDMARK_DATE|FV_DEP_ALLOC_FLAG|FV_SPECIAL_FUND|FV_ORDER_NUM|FV_COMM_CLASS|FV_WAIVER_FEE...,SEQ   |FV_CODE   |FV_BASIS1  |FV_BASIS2  |FV_INCOME1 |FV_INCOME2 |FV_COI     |UV_CURR_NAR     |UV_EI_1  |UV_EI_2  |UV_EI_3  |UV_EI_4  |UV_EI_5  |UV_EI_6  |UV_EI_7  |UV_EI_8  |UV_EI_9  |UV_EI_10 |UV_EI_11 |UV_EI_12 |PHST_KEY0                       ,,,
PPHSTCON_PolicyBenefitHistoryCON_Extract_20260530.csv,67902770,48294,95,COMPANY_CODE|POLICY_NUMBER|SEQ|CHANGE_DATE|CHANGE_TIME|COUPON_POLICY_FLAG|COUPON_ANN_FLAG|COUPON_LOAN_FLAG|POLICY_CODE|LINE_OF_BUSINESS|PRODUCT_CODE|TOTAL_BEN_COUNT|TOTAL_LOAN_COUNT|POL_CHG_DATE|POL_CHG_TIME|POL_CHANGE_OPER|MISC_BILLING_IND|UL_PREMIUM_TYPE|LAST_SYS_ACT_DATE|LAST_SYS_ACT_CODE|CONTRACT_CODE|CONTRACT_REASON|CONTRACT_DATE|BILLING_CODE|BILLING_REASON|BILLING_DATE|PAYMENT_CODE|PAYMENT_REASON|PAY_DATE|POLICY_BILL_DAY|LOAN_BILL_DAY|AR_BILL_DAY|AR_BENEFIT_SEQ|PMT_SINCE_LAST_MPR|TAMRA_MEC_FLAG|BILL_CODE|ISSUE_DATE|APPLICATION_DATE|APP_RECEIVED_DATE|ISSUED_STATE...,SEQ   |PAY_DATE   |ISSUE_DATE |ZIP        |CITY_CODE |PHST_KEY0                       ,,,
PPHSTTYP_PolicyBenefitHistoryTYP_Extract_20260530.csv,363765796,131275,183,COMPANY_CODE|POLICY_NUMBER|SEQ|CHANGE_DATE|CHANGE_TIME|BENEFIT_SEQ|BENEFIT_TYPE|PROCESSED_TO_DATE|STATUS_CODE|STATUS_REASON|STATUS_DATE|PLAN_CODE|ISSUE_DATE|PARENT_BENEFIT_SEQ|PAY_UP_DATE|MATURE_EXPIRE_DATE|PROCESSING_CYCLE|INF_RIDER_SEQ|BEN_CHG_DATE|BEN_CHG_TIME|DATE_BIRTH|ISSUE_AGE|UWCLS|SEX_CODE|DEATH_IND|DATE_BIRTH_2ND_INS|ISSUE_AGE_2ND_INS|UWCLS_2ND_INS|SEX_CODE_2ND_INS|DEATH_IND_2ND_INS|VALUE_PER_UNIT|NUMBER_UNITS|ANN_PREM_PER_UNIT|MODE_PREMIUM|COMM_MODAL_FACTOR|BENEFIT_FEE|NON_COMM_HEALTH|COMM_BASE_ON_DATE|PREM_BASE_ON_DATE|CATEGORY_CODE...,SEQ   |PLAN_CODE |ISSUE_DATE |DATE_BIRTH |NUMBER_UNITS |ETI_MIX         |MEC_DATE   |TAX_BASIS  |OR_PUA_FACE  |SPEC_AMOUNT  |CURRENT_DB   |MIN_PREM   |LEVEL_PREM |PHST_KEY0                       ,,,
PPOLC_PolicyMaster_Extract_20260530.csv,10673415,5084,95,COMPANY_CODE|POLICY_NUMBER|COUPON_POLICY_FLAG|COUPON_ANN_FLAG|COUPON_LOAN_FLAG|POLICY_CODE|LINE_OF_BUSINESS|PRODUCT_CODE|TOTAL_BEN_COUNT|TOTAL_LOAN_COUNT|LAST_CHANGE_DATE|LAST_CHANGE_TIME|LAST_CHANGE_OPER|MISC_BILLING_IND|UL_PREMIUM_TYPE|LAST_SYS_ACT_DATE|LAST_SYS_ACT_CODE|CONTRACT_CODE|CONTRACT_REASON|CONTRACT_DATE|BILLING_CODE|BILLING_REASON|BILLING_DATE|PAYMENT_CODE|PAYMENT_REASON|PAYMENT_DATE|POLICY_BILL_DAY|LOAN_BILL_DAY|AR_BILL_DAY|AR_BENEFIT_SEQ|PMT_SINCE_LAST_MPR|TAMRA_MEC_FLAG|BILL_CODE|ISSUE_DATE|APPLICATION_DATE|APP_RECEIVED_DATE|ISSUE_STATE|RES_STATE|COUNTY_CODE|ZIP...,ISSUE_DATE |ZIP        |CITY_CODE |POLC_KEY0                     |ROW_COLUMN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,,,
PPRBN_ProductBenefitInformation_Extract_20260530.csv,,SKIPPED_TOO_LARGE,,,,,,
PPRBNPR2_ProductBenefitInformationPR2_Extract_20260530.csv,13803993,73036,10,COMPANY_CODE|POLICY_NUMBER|BENEFIT_SEQ|VALUATION_DATE|RECORD_SEQ|I|RECORD_TYPE|TRAD_2_BENEFIT_SEQ|ANN_PREM_PER_UNIT|PRBN_KEY0,I     |PRBN_KEY0                                                         ,,,
PPRBNPRE_ProductBenefitInformationPRE_Extract_20260530.csv,17259430,75040,13,COMPANY_CODE|POLICY_NUMBER|BENEFIT_SEQ|VALUATION_DATE|RECORD_SEQ|SEQ|RECORD_TYPE|TRAD_BENEFIT_SEQ|PREMIUM|ANN_PREM_PER_UNIT|VALUE_PER_UNIT|NUMBER_UNITS|PRBN_KEY0,SEQ   |PREMIUM      |NUMBER_UNITS |PRBN_KEY0                                                         ,,,
PPRBNUL_ProductBenefitInformationUL_Extract_20260530.csv,,SKIPPED_TOO_LARGE,,,,,,
PPRDF_ProductInformation_Extract_20260530.csv,65366,97,17,PRODUCT_ID|LINE_OF_BUSINESS|MARKET_NAME|DESCRIPTION|GENERIC_NAME|NBR_COMPONENTS|START_DATE|END_DATE|CLONE_FLAG|VGL_TRUE_GROUP|VARY_TAX_QUAL_FLAG|MOD_CODER|MOD_DATE|MOD_TIME|PRDF_UPD_COUNT|PRDF_KEY0|ROW_COLUMN,MARKET_NAME                             |DESCRIPTION                             |GENERIC_NAME                            |START_DATE |END_DATE   |MOD_DATE   |MOD_TIME   |PRDF_KEY0             |ROW_COLUMN                                                                                                                                                                                                                                                                                                                                                            ,,,
PRBEN_BenefitRates_Extract_20260530.csv,47235690,20581,18,RECORD_TYPE|COMPANY_CODE|POLICY_NUMBER|BEN_COMPONENT_TYPE|EFFECTIVE_DATE|TIME_STAMP|ADJUSTED_FACE|COVERAGE_ID|VALUE_USAGE|ONE_TIME_FLAG|EXTN_FILE_FLAG|TF_USE_EXTN_FILE|IR_TYPE_PCT|IR_TYPE_AMT|IR_TYPE_PRM|RBEN_UPD_COUNT|RBEN_KEY0|ROW_COLUMN,TIME_STAMP |RBEN_KEY0                                                             |ROW_COLUMN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,,,0
PRBENINF_BenefitRatesINF_Extract_20260530.csv,4720815,2056,18,RECORD_TYPE|COMPANY_CODE|POLICY_NUMBER|BEN_COMPONENT_TYPE|EFFECTIVE_DATE|TIME_STAMP|ADJUSTED_FACE|COVERAGE_ID|VALUE_USAGE|ONE_TIME_FLAG|EXTN_FILE_FLAG|TF_USE_EXTN_FILE|IR_TYPE_PCT|IR_TYPE_AMT|IR_TYPE_PRM|RBEN_UPD_COUNT|RBEN_KEY0|ROW_COLUMN,TIME_STAMP |RBEN_KEY0                                                             |ROW_COLUMN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,,,0
PRBENINT_BenefitRatesINT_Extract_20260530.csv,5278780,20539,14,RECORD_TYPE|COMPANY_CODE|POLICY_NUMBER|BEN_COMPONENT_TYPE|EFFECTIVE_DATE|TIME_STAMP|SEQ|VALUE_INFO|CHANGE_FLAG|PREMIUM_AMOUNT|PREM_RATIO_AMT|TRANSFER_OUT|TRANSFER_IN|RBEN_KEY0,TIME_STAMP |SEQ   |VALUE_INFO       |RBEN_KEY0                                                                     ,,,
PRBENSTO_BenefitRatesSTO_Extract_20260530.csv,41120,39,59,RECORD_TYPE|COMPANY_CODE|POLICY_NUMBER|BEN_COMPONENT_TYPE|EFFECTIVE_DATE|TIME_STAMP|CURR_PREM_20YR|CURR_PREM_30YR|CURR_PREM_40YR|CURR_PREM_LIFE|CURR_PREM_OTHR|GUAR_PREM_20YR|GUAR_PREM_30YR|GUAR_PREM_40YR|GUAR_PREM_LIFE|GUAR_PREM_OTHR|HISTORY_FLAG|NLGP_CUMM_20|NLGP_CUMM_30|NLGP_CUMM_40|NLGP_CUMM_LIFE|NLGP_CUMM_VAR|GROSS_DEPOSITS|ACTIVE_NO_LAPSE|MAX_NO_LAPSE|HISTORY_DATE|PV_ORIG_CODER_ID|PV_ORIG_TRANS_DATE|PV_ORIG_TRANS_TIME|PV_ORIG_FUND_BASIS|PV_ORIG_FUND_BAL|PV_ORIG_GROSS_DEP|PV_ORIG_GR_DEP_LDS|PV_ORIG_GROSS_EARN|PV_ORIG_GR_COI_DED|PV_ORIG_GROSS_RIDE|PV_ORIG_GROSS_EXP|PV_ORIG_GROSS_WTHD|PV_ORIG_GROSS_LOAN|PV_CURR_TRANS_FLAG...,TIME_STAMP |GRA_RATE            |GRA_CALC_RATE       |RBEN_KEY0                                                             ,,,
PROD_PHCOV_CoverageHistory_Extract_20260530.csv,887018,252,93,COVERAGE_ID|STATUS_CODE|DESCRIPTION|COMPANY_CODE|VAL_CODE|POLICY_FORM_NUM|TAX_QUAL_RULES|MULT_INSUREDS_FLAG|PERS_OF_RESIDENCE|PREM_TAX_LOAD_FLAG|ALLCTD_COVRG_FLAG|EXHIBIT_PAR_NONPAR|EXHIBIT_CODE|NET_COMMISSIONS|POLICY_BASIS|SEX_BASIS|PRIMARY_PERSON|POLICY_FEE|AGE_BASIS|COVERAGE_TYPE_FLAG|INT_CR_RULE|MOD_CODER|MOD_DATE|MOD_TIME|NUM_OF_SEGMENTS|OWNER_ANNUIT_DEATH|BC_PRIOR_TO_PTD|OLAB_RULES_FLAG|PAY_UP_DT_EQ_ISS|AUTOREVR_URT_FLAG|ALLOW_EARLY_PAD_UP|TRANSACTION_LOG|ALL_PREM_DEP_INCOM|SKIPPED_PAYMENTS|SKIP_ADV_DAYS|ELDEST_OWNR_ANNTNT|PREM_RESTRICT_DUR|CREATE_ACTG_PRM_TX|EDIT_REG_REP_BD|MIN_ISSUE_AGE...,DESCRIPTION                             |VAL_CODE  |MOD_DATE   |MOD_TIME   |HCOV_KEY0                                             |ROW_COLUMN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,,,3
PAAGE_AttainedAge_Rates_Extract_20260530.csv,796279,378,14,COVERAGE_ID|TYPE_CODE|SEX|BAND|UWCLS|RECORD_SEQ|CONTINUE_FLAG|MOD_CODER|MOD_DATE|MOD_TIME|STORAGE_FORMAT|AAGE_UPD_COUNT|AAGE_KEY0|ROW_COLUMN,MOD_DATE   |MOD_TIME   |AAGE_KEY0                           |ROW_COLUMN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,,PR:242|RV:21|BP:17|CV:17|PU:15|NP:13|NC:11|DB:10|RD:10|NF:8|U6:8|U5:4|---------:1|YP:1,41
