internal_path,filename,lines_scanned,matched_terms,total_hits,error,columns,sample_rows,iswl_rows,iswl_column,level_guess
PPIBA_IBADetail_Extract_20260530.csv,PPIBA_IBADetail_Extract_20260530.csv,6085,659 CEN:535; 659 CEN II:357; 659 CEN SR:178; 659 SR GD:28; 658 CEN:26; 658 CEN I:26; 1659C2:2,1152,,COMPANY_CODE|POLICY_NUMBER|IBA_TYPE|ACTION_DATE|ACTION_TIME|STATUS_CODE|ENTRY_CODER|ENTRY_REASON|BASE_COVERAGE_ID|CURRENT_BALANCE|INTEREST_TO_DATE|LST_INT_RATE_USD_C|LAST_CHG_DATE|LAST_CHG_TIME|LAST_CHANGE_REASON|LAST_CHANGE_CODER|ACTG_CONTROL_NUM|PAY_MODE|NEXT_PAY_DATE|PAYEE_SEQ1|PAYEE_SEQ2|PAYEE_SEQ3|PAYEE_SEQ4|PAYEE_SEQ5|PAYEE_SEQ6|PAYEE_SEQ7|PAYEE_SEQ8|PAYEE_SEQ9|PAYEE_SEQ10|PAYMENT_AMOUNT1,"[{""COMPANY_CODE"": ""------------"", ""POLICY_NUMBER"": ""-------------"", ""IBA_TYPE"": ""--------"", ""ACTION_DATE"": ""-----------"", ""ACTION_TIME"": ""-----------"", ""STATUS_CODE"": ""-----------"", ""ENTRY_CODER"": ""-----------"", ""ENTRY_REASON"": ""------------"", ""BASE_COVERAGE_ID"": ""----------------"", ""CURRENT_BALANCE"": ""---------------"", ""INTEREST_TO_DATE"": ""----------------"", ""LST_INT_RATE_USD_C"": ""------------------"", ""LAST_CHG_DATE"": ""-------------"", ""LAST_CHG_TIME"": ""-------------"", ""LAST_CHANGE_REASON"": ""------------------"", ""LAST_CHANGE_CODER"": ""-----------------"", ""ACTG_CONTROL_NUM"": ""--------------------"", ""PAY_MODE"": ""--------"", ""NEXT_PAY_DATE"": ""-------------"", ""PAYEE_SEQ1"": ""----------"", ""PAYEE_SEQ2"": ""----------"", ""PAYEE_SEQ3"": ""----------"", ""PAYEE_SEQ4"": ""----------"", ""PAYEE_SEQ5"": ""----------""",0,,unknown
PCOVRSGT_CoverageSegment_Extract_20260530.csv,PCOVRSGT_CoverageSegment_Extract_20260530.csv,7898,659 CEN:226; 659 CEN II:142; 658 CEN:112; 658 CEN I:61; 659 CEN SR:58; 659 SR GD:57; 658 CEN SD:56; 659 CEN SD:56; 669 SR:56; 669 SR GD:56; 679 CEN SD:56; 679 CEN:56,992,,COVERAGE_ID|SEQ|SEGT_FLAG|SEGT_ID|COVR_KEY0,"[{""COVERAGE_ID"": ""-----------"", ""SEQ"": ""------"", ""SEGT_FLAG"": ""---------"", ""SEGT_ID"": ""----------"", ""COVR_KEY0"": ""------------------------------""}, {""COVERAGE_ID"": ""0822 620   "", ""SEQ"": ""     1"", ""SEGT_FLAG"": ""Y        "", ""SEGT_ID"": ""0822 620  "", ""COVR_KEY0"": ""0x3038323220363230202030303031""}]",448,COVERAGE_ID,policy-level
PCOMP_ComponentSetup_Extract_20260530.csv,PCOMP_ComponentSetup_Extract_20260530.csv,197,659 CEN:22; 658 CEN:21; 659 CEN II:20; 658 CEN I:19; 658 CEN SD:2; 659 CEN SD:1; 659 CEN SR:1; 659 SR GD:1; 679 CEN SD:1; 679 CEN:1,89,,PRODUCT_ID|COMPONENT_NUMBER|END_DATE|COVERAGE_ID|COMPONENT_TYPE|COVERAGE_DESC|RIDER_BASIS|MIN_ISSUE_AGE|MAX_ISSUE_AGE|MIN_ISSUE_AMT1|MIN_ISSUE_AMT2|MIN_ISSUE_AMT3|MIN_ISSUE_AMT4|MIN_ISSUE_AMT5|MIN_ISSUE_AMT6|MAX_ISSUE_AMT1|MAX_ISSUE_AMT2|MAX_ISSUE_AMT3|MAX_ISSUE_AMT4|MAX_ISSUE_AMT5|MAX_ISSUE_AMT6|PARENT_COMPONENT|COMM_BASED_ON_DATE|PREM_BASED_ON_DATE|PC_RATING_RANK|PC_PREMIUM_RANK|NBC_SEGMENT_ID|PYMNT_ACTIVATION|BEN_ADD_RESTRICT|INF_REQ_TABLE,"[{""PRODUCT_ID"": ""----------"", ""COMPONENT_NUMBER"": ""----------------"", ""END_DATE"": ""-----------"", ""COVERAGE_ID"": ""-----------"", ""COMPONENT_TYPE"": ""--------------"", ""COVERAGE_DESC"": ""----------------------------------------"", ""RIDER_BASIS"": ""-----------"", ""MIN_ISSUE_AGE"": ""-------------"", ""MAX_ISSUE_AGE"": ""-------------"", ""MIN_ISSUE_AMT1"": ""--------------"", ""MIN_ISSUE_AMT2"": ""--------------"", ""MIN_ISSUE_AMT3"": ""--------------"", ""MIN_ISSUE_AMT4"": ""--------------"", ""MIN_ISSUE_AMT5"": ""--------------"", ""MIN_ISSUE_AMT6"": ""--------------"", ""MAX_ISSUE_AMT1"": ""--------------"", ""MAX_ISSUE_AMT2"": ""--------------"", ""MAX_ISSUE_AMT3"": ""--------------"", ""MAX_ISSUE_AMT4"": ""--------------"", ""MAX_ISSUE_AMT5"": ""--------------"", ""MAX_ISSUE_AMT6"": ""--------------"", ""PARENT_COMPONENT"": ""----------------"", ""COMM_",7,COVERAGE_ID,unknown
PAAGE_AttainedAge_Rates_Extract_20260530.csv,PAAGE_AttainedAge_Rates_Extract_20260530.csv,379,659 CEN:20; 658 CEN:19; 658 CEN I:17; 659 CEN II:16; 659 CEN SD:2; 659 CEN SR:2; 658 CEN SD:2; 679 CEN SD:2; 679 CEN:2,82,,COVERAGE_ID|TYPE_CODE|SEX|BAND|UWCLS|RECORD_SEQ|CONTINUE_FLAG|MOD_CODER|MOD_DATE|MOD_TIME|STORAGE_FORMAT|AAGE_UPD_COUNT|AAGE_KEY0|ROW_COLUMN,"[{""COVERAGE_ID"": ""-----------"", ""TYPE_CODE"": ""---------"", ""SEX"": ""---"", ""BAND"": ""----"", ""UWCLS"": ""-----"", ""RECORD_SEQ"": ""----------"", ""CONTINUE_FLAG"": ""-------------"", ""MOD_CODER"": ""---------"", ""MOD_DATE"": ""-----------"", ""MOD_TIME"": ""-----------"", ""STORAGE_FORMAT"": ""--------------"", ""AAGE_UPD_COUNT"": ""--------------"", ""AAGE_KEY0"": ""------------------------------------"", ""ROW_COLUMN"": ""----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------",41,COVERAGE_ID,rate-level
PPHST_PolicyBenefitHistory_Extract_20260530.csv,PPHST_PolicyBenefitHistory_Extract_20260530.csv,179607,659 CEN II:38; 659 CEN:38,76,,COMPANY_CODE|POLICY_NUMBER|SEQ|CHANGE_DATE|CHANGE_TIME|BENEFIT_TYPE|FV_CODE|FV_BASIS1|FV_BASIS2|FV_INCOME1|FV_INCOME2|FV_BALANCE1|FV_BALANCE2|FV_LOAN_BASIS|FV_LOAN_INCOME|FV_LOAN_BALANCE|FV_GR_RATE|FV_GR_DEPOSITS|FV_DEP_LOADS|FV_GR_WITHDRAWALS|FV_WTD_LOADS|FV_COI|FV_BASE_DED|FV_PROCESS_LOADS|FV_PRODUCT_TYPE|FV_TYPE|FV_PROCESS_RULE|FV_DEP_ALLOC|FV_WTD_ALLOC|FV_DED_ALLOC,"[{""COMPANY_CODE"": ""------------"", ""POLICY_NUMBER"": ""-------------"", ""SEQ"": ""------"", ""CHANGE_DATE"": ""-----------"", ""CHANGE_TIME"": ""-----------"", ""BENEFIT_TYPE"": ""------------"", ""FV_CODE"": ""----------"", ""FV_BASIS1"": ""-----------"", ""FV_BASIS2"": ""-----------"", ""FV_INCOME1"": ""-----------"", ""FV_INCOME2"": ""-----------"", ""FV_BALANCE1"": ""-----------"", ""FV_BALANCE2"": ""-----------"", ""FV_LOAN_BASIS"": ""-------------"", ""FV_LOAN_INCOME"": ""--------------"", ""FV_LOAN_BALANCE"": ""---------------"", ""FV_GR_RATE"": ""----------"", ""FV_GR_DEPOSITS"": ""--------------"", ""FV_DEP_LOADS"": ""------------"", ""FV_GR_WITHDRAWALS"": ""-----------------"", ""FV_WTD_LOADS"": ""------------"", ""FV_COI"": ""-----------"", ""FV_BASE_DED"": ""-----------"", ""FV_PROCESS_LOADS"": ""----------------"", ""FV_PRODUCT_TYPE"": ""---------------"", ""FV_TYPE"": ""-",0,,benefit-level
PCOVR_Coverage_Extract_20260530.csv,PCOVR_Coverage_Extract_20260530.csv,143,659 CEN:3; 658 CEN:2; 658 CEN I:1; 658 CEN SD:1; 659 CEN II:1; 659 CEN SD:1; 659 CEN SR:1; 659 SR GD:1; 669 SR:1; 669 SR GD:1; 679 CEN SD:1; 679 CEN:1,15,,COVERAGE_ID|STATUS_CODE|DESCRIPTION|COMPANY_CODE|VAL_CODE|POLICY_FORM_NUM|TAX_QUAL_RULES|MULT_INSUREDS_FLAG|PERS_OF_RESIDENCE|PREM_TAX_LOAD_FLAG|ALLCTD_COVRG_FLAG|EXHIBIT_PAR_NONPAR|EXHIBIT_CODE|NET_COMMISSIONS|POLICY_BASIS|SEX_BASIS|PRIMARY_PERSON|POLICY_FEE|AGE_BASIS|COVERAGE_TYPE_FLAG|INT_CR_RULE|MOD_CODER|MOD_DATE|MOD_TIME|NUM_OF_SEGMENTS|OWNER_ANNUIT_DEATH|BC_PRIOR_TO_PTD|OLAB_RULES_FLAG|PAY_UP_DT_EQ_ISS|AUTOREVR_URT_FLAG,"[{""COVERAGE_ID"": ""-----------"", ""STATUS_CODE"": ""-----------"", ""DESCRIPTION"": ""----------------------------------------"", ""COMPANY_CODE"": ""------------"", ""VAL_CODE"": ""----------"", ""POLICY_FORM_NUM"": ""---------------"", ""TAX_QUAL_RULES"": ""--------------"", ""MULT_INSUREDS_FLAG"": ""------------------"", ""PERS_OF_RESIDENCE"": ""-----------------"", ""PREM_TAX_LOAD_FLAG"": ""------------------"", ""ALLCTD_COVRG_FLAG"": ""-----------------"", ""EXHIBIT_PAR_NONPAR"": ""------------------"", ""EXHIBIT_CODE"": ""------------"", ""NET_COMMISSIONS"": ""---------------"", ""POLICY_BASIS"": ""------------"", ""SEX_BASIS"": ""---------"", ""PRIMARY_PERSON"": ""--------------"", ""POLICY_FEE"": ""----------"", ""AGE_BASIS"": ""---------"", ""COVERAGE_TYPE_FLAG"": ""------------------"", ""INT_CR_RULE"": ""-----------"", ""MOD_CODER"": ""---------"", ""MOD_DATE"": """,8,COVERAGE_ID,policy-level
PCHEK_CheckDetail_Extract_20260530.csv,PCHEK_CheckDetail_Extract_20260530.csv,35725,1659C2:8,8,,COMPANY_CODE|BATCH_DATE|BATCH_NUMBER|CHECK_TRANS_DATE|CHECK_TRANS_TIME|CHECK_SEQUENCE|STOCK_NO|VENDOR_ID|CHECK_NUMBER|CHECK_STATUS|EFFECT_DATE|CONTROL_NO|NAME_ID|DDEP_BANK_ID|DDEP_ACCOUNT_NUM|WRITING_AGENT|AGENT_MARKET|AGENT_LEVEL|SEQUENCE1|SEQUENCE2|SEQUENCE3|SEQUENCE4|SEQUENCE5|SEQUENCE6|SEQUENCE7|SEQUENCE8|SEQUENCE9|SEQUENCE10|PAY_HIST_IND|CONTRACT_ID,"[{""COMPANY_CODE"": ""------------"", ""BATCH_DATE"": ""-----------"", ""BATCH_NUMBER"": ""------------"", ""CHECK_TRANS_DATE"": ""----------------"", ""CHECK_TRANS_TIME"": ""----------------"", ""CHECK_SEQUENCE"": ""--------------"", ""STOCK_NO"": ""--------"", ""VENDOR_ID"": ""------------"", ""CHECK_NUMBER"": ""--------------------"", ""CHECK_STATUS"": ""------------"", ""EFFECT_DATE"": ""-----------"", ""CONTROL_NO"": ""--------------------"", ""NAME_ID"": ""-----------"", ""DDEP_BANK_ID"": ""------------"", ""DDEP_ACCOUNT_NUM"": ""-----------------"", ""WRITING_AGENT"": ""-------------"", ""AGENT_MARKET"": ""------------"", ""AGENT_LEVEL"": ""-----------"", ""SEQUENCE1"": ""---------"", ""SEQUENCE2"": ""---------"", ""SEQUENCE3"": ""---------"", ""SEQUENCE4"": ""---------"", ""SEQUENCE5"": ""---------"", ""SEQUENCE6"": ""---------"", ""SEQUENCE7"": ""---------"", ""SEQUENCE8"": ""-----",0,,unknown
PROD_PHCOV_CoverageHistory_Extract_20260530.csv,PROD_PHCOV_CoverageHistory_Extract_20260530.csv,253,679 CEN SD:2; 679 CEN:2; 659 CEN SR:1; 659 CEN:1,6,,COVERAGE_ID|STATUS_CODE|DESCRIPTION|COMPANY_CODE|VAL_CODE|POLICY_FORM_NUM|TAX_QUAL_RULES|MULT_INSUREDS_FLAG|PERS_OF_RESIDENCE|PREM_TAX_LOAD_FLAG|ALLCTD_COVRG_FLAG|EXHIBIT_PAR_NONPAR|EXHIBIT_CODE|NET_COMMISSIONS|POLICY_BASIS|SEX_BASIS|PRIMARY_PERSON|POLICY_FEE|AGE_BASIS|COVERAGE_TYPE_FLAG|INT_CR_RULE|MOD_CODER|MOD_DATE|MOD_TIME|NUM_OF_SEGMENTS|OWNER_ANNUIT_DEATH|BC_PRIOR_TO_PTD|OLAB_RULES_FLAG|PAY_UP_DT_EQ_ISS|AUTOREVR_URT_FLAG,"[{""COVERAGE_ID"": ""-----------"", ""STATUS_CODE"": ""-----------"", ""DESCRIPTION"": ""----------------------------------------"", ""COMPANY_CODE"": ""------------"", ""VAL_CODE"": ""----------"", ""POLICY_FORM_NUM"": ""---------------"", ""TAX_QUAL_RULES"": ""--------------"", ""MULT_INSUREDS_FLAG"": ""------------------"", ""PERS_OF_RESIDENCE"": ""-----------------"", ""PREM_TAX_LOAD_FLAG"": ""------------------"", ""ALLCTD_COVRG_FLAG"": ""-----------------"", ""EXHIBIT_PAR_NONPAR"": ""------------------"", ""EXHIBIT_CODE"": ""------------"", ""NET_COMMISSIONS"": ""---------------"", ""POLICY_BASIS"": ""------------"", ""SEX_BASIS"": ""---------"", ""PRIMARY_PERSON"": ""--------------"", ""POLICY_FEE"": ""----------"", ""AGE_BASIS"": ""---------"", ""COVERAGE_TYPE_FLAG"": ""------------------"", ""INT_CR_RULE"": ""-----------"", ""MOD_CODER"": ""---------"", ""MOD_DATE"": """,3,COVERAGE_ID,unknown
PNOTE_PolicyNotes_Extract_20260530.csv,PNOTE_PolicyNotes_Extract_20260530.csv,7929,659 CEN SD:1; 659 CEN:1,2,,FILE_TYPE|COMPANY_CODE|POLICY_NUMBER|BENEFIT_SEQ|DATE_OR_NAMEID|TIME_OR_UW_REQ_SEQ|RECORD_SEQ|LINE_1|LINE_2|LINE_3|LINE_4|NOTE_UPD_COUNT|NOTE_KEY0|ROW_COLUMN,"[{""FILE_TYPE"": ""---------"", ""COMPANY_CODE"": ""------------"", ""POLICY_NUMBER"": ""-------------"", ""BENEFIT_SEQ"": ""-----------"", ""DATE_OR_NAMEID"": ""--------------"", ""TIME_OR_UW_REQ_SEQ"": ""------------------"", ""RECORD_SEQ"": ""----------"", ""LINE_1"": ""----------------------------------------------------------------------------"", ""LINE_2"": ""----------------------------------------------------------------------------"", ""LINE_3"": ""----------------------------------------------------------------------------"", ""LINE_4"": ""----------------------------------------------------------------------------"", ""NOTE_UPD_COUNT"": ""--------------"", ""NOTE_KEY0"": ""----------------------------------------------------------------------"", ""ROW_COLUMN"": ""----------------------------------------------------------------------",0,,unknown
PEVNT_PolicyEvents_Extract_20260530.csv,PEVNT_PolicyEvents_Extract_20260530.csv,57618,1659C2:1,1,,COMPANY_CODE|POLICY_NUMBER|EVENT_DATE|TRANS_TYPE|REASON_CODE|ENTRY_DATE|ENTRY_TIME|STATUS_CODE|CODER_ID|LAST_PROC_EVENT|MINIMUM_PR|TARGET_PR|LEVEL_GDL_PR|SINGLE_GDL_PR|TAMRA_PR|MINIMUM_DELTA|TARGET_DELTA|LEVEL_GDL_DELTA|SINGLE_GDL_DELTA|TAMRA_DELTA|GDBNLP_PR|EVNT_UPD_COUNT|EVNT_KEY0|ROW_COLUMN,"[{""COMPANY_CODE"": ""------------"", ""POLICY_NUMBER"": ""-------------"", ""EVENT_DATE"": ""-----------"", ""TRANS_TYPE"": ""----------"", ""REASON_CODE"": ""-----------"", ""ENTRY_DATE"": ""-----------"", ""ENTRY_TIME"": ""-----------"", ""STATUS_CODE"": ""-----------"", ""CODER_ID"": ""--------"", ""LAST_PROC_EVENT"": ""---------------"", ""MINIMUM_PR"": ""-----------"", ""TARGET_PR"": ""-----------"", ""LEVEL_GDL_PR"": ""------------"", ""SINGLE_GDL_PR"": ""-------------"", ""TAMRA_PR"": ""-----------"", ""MINIMUM_DELTA"": ""-------------"", ""TARGET_DELTA"": ""------------"", ""LEVEL_GDL_DELTA"": ""---------------"", ""SINGLE_GDL_DELTA"": ""----------------"", ""TAMRA_DELTA"": ""-----------"", ""GDBNLP_PR"": ""-----------"", ""EVNT_UPD_COUNT"": ""--------------"", ""EVNT_KEY0"": ""------------------------------------------------------------------------------"", ""ROW_COLUMN""",0,,unknown
