COMPANY_CODE,POLICY_NUMBER,BENEFIT_SEQ,GROUP_CENS_NAME_ID,EFFECTIVE_DATE,RECORD_SEQUENCE,SEQ,TREATY_CODE,TREATY_TYPE,TREATY_OVERRIDE,AMT_REIN_OVRD,AMOUNT_REINSURED,TREATY_ALLOC_PCT,GROSS_REIN_PREM,FLAT_EXTRA_PREM,NORMAL_EXP_ALLOW,SUBSTD_EXP_ALLOW,FLAT_X_EXP_ALLOW,LAST_PREM_PAY_DATE,RECOVERY_DATE,RECOVERY_AMOUNT,CONVB_UWCLS,CONVB_ISSUE_DATE,CONV_ISSUE_AGE,LOANS,SURRENDERS,DIVIDENDS,REIN_KEY0
03          ,9011207210   ,          1,                 0,      20031031,              1,     2,L14CSI     ,A          ,N              ,N            ,         8332.50,         33.3300,            .00,            .00,             .00,             .00,             .00,          20030901,            0,            .00,0          ,               0,          8224,        .00,        .00,        .00,0x30333930313132303732313020203031303030303030303032303033313033313030303130303032
03          ,9011207210   ,          1,                 0,      20050630,              1,     2,L14CSI     ,A          ,N              ,N            ,         8332.50,         33.3300,          26.83,            .00,            4.29,             .00,             .00,          20050601,            0,            .00,0          ,               0,          8224,        .00,        .00,        .00,0x30333930313132303732313020203031303030303030303032303035303633303030303130303032
03          ,9011207210   ,          1,                 0,      20050731,              1,     2,L14CSI     ,A          ,N              ,N            ,         8332.50,         33.3300,          26.83,            .00,            4.29,             .00,             .00,          20050701,            0,            .00,0          ,               0,          8224,        .00,        .00,        .00,0x30333930313132303732313020203031303030303030303032303035303733313030303130303032
03          ,9011207210   ,          1,                 0,      20031031,              1,     3,L14CSO     ,A          ,N              ,N            ,         8335.00,         33.3400,            .00,            .00,             .00,             .00,             .00,          20030901,            0,            .00,0          ,               0,          8224,        .00,        .00,        .00,0x30333930313132303732313020203031303030303030303032303033313033313030303130303033
03          ,9011207210   ,          1,                 0,      20050630,              1,     3,L14CSO     ,A          ,N              ,N            ,         8335.00,         33.3400,          26.84,            .00,            4.29,             .00,             .00,          20050601,            0,            .00,0          ,               0,          8224,        .00,        .00,        .00,0x30333930313132303732313020203031303030303030303032303035303633303030303130303033
03          ,9011207210   ,          1,                 0,      20050731,              1,     3,L14CSO     ,A          ,N              ,N            ,         8335.00,         33.3400,          26.84,            .00,            4.29,             .00,             .00,          20050701,            0,            .00,0          ,               0,          8224,        .00,        .00,        .00,0x30333930313132303732313020203031303030303030303032303035303733313030303130303033
03          ,9011207222   ,          1,                 0,      20031031,              1,     1,L14        ,A          ,N              ,N            ,         1666.50,         33.3300,            .00,            .00,             .00,             .00,             .00,          20030906,            0,            .00,0          ,               0,          8224,        .00,        .00,        .00,0x30333930313132303732323220203031303030303030303032303033313033313030303130303031
03          ,9011207222   ,          1,                 0,      20050630,              1,     1,L14        ,A          ,N              ,N            ,         1666.50,         33.3300,          16.20,            .00,            2.92,             .00,             .00,          20050606,            0,            .00,0          ,               0,          8224,        .00,        .00,        .00,0x30333930313132303732323220203031303030303030303032303035303633303030303130303031
03          ,9011207222   ,          1,                 0,      20050731,              1,     1,L14        ,A          ,N              ,N            ,         1666.50,         33.3300,          16.20,            .00,            2.92,             .00,             .00,          20050706,            0,            .00,0          ,               0,          8224,        .00,        .00,        .00,0x30333930313132303732323220203031303030303030303032303035303733313030303130303031
03          ,9011207222   ,          1,                 0,      20031031,              1,     2,L14CSI     ,A          ,N              ,N            ,         1666.50,         33.3300,            .00,            .00,             .00,             .00,             .00,          20030906,            0,            .00,0          ,               0,          8224,        .00,        .00,        .00,0x30333930313132303732323220203031303030303030303032303033313033313030303130303032
03          ,9011207222   ,          1,                 0,      20050630,              1,     2,L14CSI     ,A          ,N              ,N            ,         1666.50,         33.3300,          16.20,            .00,            2.92,             .00,             .00,          20050606,            0,            .00,0          ,               0,          8224,        .00,        .00,        .00,0x30333930313132303732323220203031303030303030303032303035303633303030303130303032
03          ,9011207222   ,          1,                 0,      20050731,              1,     2,L14CSI     ,A          ,N              ,N            ,         1666.50,         33.3300,          16.20,            .00,            2.92,             .00,             .00,          20050706,            0,            .00,0          ,               0,          8224,        .00,        .00,        .00,0x30333930313132303732323220203031303030303030303032303035303733313030303130303032
03          ,9011207222   ,          1,                 0,      20031031,              1,     3,L14CSO     ,A          ,N              ,N            ,         1667.00,         33.3400,            .00,            .00,             .00,             .00,             .00,          20030906,            0,            .00,0          ,               0,          8224,        .00,        .00,        .00,0x30333930313132303732323220203031303030303030303032303033313033313030303130303033
03          ,9011207222   ,          1,                 0,      20050630,              1,     3,L14CSO     ,A          ,N              ,N            ,         1667.00,         33.3400,          16.20,            .00,            2.92,             .00,             .00,          20050606,            0,            .00,0          ,               0,          8224,        .00,        .00,        .00,0x30333930313132303732323220203031303030303030303032303035303633303030303130303033
03          ,9011207222   ,          1,                 0,      20050731,              1,     3,L14CSO     ,A          ,N              ,N            ,         1667.00,         33.3400,          16.20,            .00,            2.92,             .00,             .00,          20050706,            0,            .00,0          ,               0,          8224,        .00,        .00,        .00,0x30333930313132303732323220203031303030303030303032303035303733313030303130303033
03          ,9011207563   ,          1,                 0,      20031031,              1,     1,L14        ,A          ,N              ,N            ,         8332.50,         33.3300,            .00,            .00,             .00,             .00,             .00,          20030915,            0,            .00,0          ,               0,          8224,        .00,        .00,        .00,0x30333930313132303735363320203031303030303030303032303033313033313030303130303031
03          ,9011207563   ,          1,                 0,      20050630,              1,     1,L14        ,A          ,N              ,N            ,         8332.50,         33.3300,          19.41,            .00,            3.11,             .00,             .00,          20050615,            0,            .00,0          ,               0,          8224,        .00,        .00,        .00,0x30333930313132303735363320203031303030303030303032303035303633303030303130303031
03          ,9011207563   ,          1,                 0,      20050731,              1,     1,L14        ,A          ,N              ,N            ,         8332.50,         33.3300,          19.41,            .00,            3.11,             .00,             .00,          20050715,            0,            .00,0          ,               0,          8224,        .00,        .00,        .00,0x30333930313132303735363320203031303030303030303032303035303733313030303130303031
03          ,9011207563   ,          1,                 0,      20031031,              1,     2,L14CSI     ,A          ,N              ,N            ,         8332.50,         33.3300,            .00,            .00,             .00,             .00,             .00,          20030915,            0,            .00,0          ,               0,          8224,        .00,        .00,        .00,0x30333930313132303735363320203031303030303030303032303033313033313030303130303032
03          ,9011207563   ,          1,                 0,      20050630,              1,     2,L14CSI     ,A          ,N              ,N            ,         8332.50,         33.3300,          19.41,            .00,            3.11,             .00,             .00,          20050615,            0,            .00,0          ,               0,          8224,        .00,        .00,        .00,0x30333930313132303735363320203031303030303030303032303035303633303030303130303032
03          ,9011207563   ,          1,                 0,      20050731,              1,     2,L14CSI     ,A          ,N              ,N            ,         8332.50,         33.3300,          19.41,            .00,            3.11,             .00,             .00,          20050715,            0,            .00,0          ,               0,          8224,        .00,        .00,        .00,0x30333930313132303735363320203031303030303030303032303035303733313030303130303032
03          ,9011207563   ,          1,                 0,      20031031,              1,     3,L14CSO     ,A          ,N              ,N            ,         8335.00,         33.3400,            .00,            .00,             .00,             .00,             .00,          20030915,            0,            .00,0          ,               0,          8224,        .00,        .00,        .00,0x30333930313132303735363320203031303030303030303032303033313033313030303130303033
03          ,9011207563   ,          1,                 0,      20050630,              1,     3,L14CSO     ,A          ,N              ,N            ,         8335.00,         33.3400,          19.42,            .00,            3.11,             .00,             .00,          20050615,            0,            .00,0          ,               0,          8224,        .00,        .00,        .00,0x30333930313132303735363320203031303030303030303032303035303633303030303130303033
03          ,9011207563   ,          1,                 0,      20050731,              1,     3,L14CSO     ,A          ,N              ,N            ,         8335.00,         33.3400,          19.42,            .00,            3.11,             .00,             .00,          20050715,            0,            .00,0          ,               0,          8224,        .00,        .00,        .00,0x30333930313132303735363320203031303030303030303032303035303733313030303130303033
03          ,9011207677   ,          1,                 0,      20031031,              1,     1,L14        ,A          ,N              ,N            ,         3333.00,         33.3300,            .00,            .00,             .00,             .00,             .00,          20030926,            0,            .00,0          ,               0,          8224,        .00,        .00,        .00,0x30333930313132303736373720203031303030303030303032303033313033313030303130303031
03          ,9011207677   ,          1,                 0,      20050630,              1,     1,L14        ,A          ,N              ,N            ,         3333.00,         33.3300,          11.03,            .00,            1.99,             .00,             .00,          20050626,            0,            .00,0          ,               0,          8224,        .00,        .00,        .00,0x30333930313132303736373720203031303030303030303032303035303633303030303130303031
03          ,9011207677   ,          1,                 0,      20050731,              1,     1,L14        ,A          ,N              ,N            ,         3333.00,         33.3300,          11.03,            .00,            1.99,             .00,             .00,          20050726,            0,            .00,0          ,               0,          8224,        .00,        .00,        .00,0x30333930313132303736373720203031303030303030303032303035303733313030303130303031
03          ,9011207677   ,          1,                 0,      20031031,              1,     2,L14CSI     ,A          ,N              ,N            ,         3333.00,         33.3300,            .00,            .00,             .00,             .00,             .00,          20030926,            0,            .00,0          ,               0,          8224,        .00,        .00,        .00,0x30333930313132303736373720203031303030303030303032303033313033313030303130303032
03          ,9011207677   ,          1,                 0,      20050630,              1,     2,L14CSI     ,A          ,N              ,N            ,         3333.00,         33.3300,          11.03,            .00,            1.99,             .00,             .00,          20050626,            0,            .00,0          ,               0,          8224,        .00,        .00,        .00,0x30333930313132303736373720203031303030303030303032303035303633303030303130303032
03          ,9011207677   ,          1,                 0,      20050731,              1,     2,L14CSI     ,A          ,N              ,N            ,         3333.00,         33.3300,          11.03,            .00,            1.99,             .00,             .00,          20050726,            0,            .00,0          ,               0,          8224,        .00,        .00,        .00,0x30333930313132303736373720203031303030303030303032303035303733313030303130303032
03          ,9011207677   ,          1,                 0,      20031031,              1,     3,L14CSO     ,A          ,N              ,N            ,         3334.00,         33.3400,            .00,            .00,             .00,             .00,             .00,          20030926,            0,            .00,0          ,               0,          8224,        .00,        .00,        .00,0x30333930313132303736373720203031303030303030303032303033313033313030303130303033
03          ,9011207677   ,          1,                 0,      20050630,              1,     3,L14CSO     ,A          ,N              ,N            ,         3334.00,         33.3400,          11.04,            .00,            1.99,             .00,             .00,          20050626,            0,            .00,0          ,               0,          8224,        .00,        .00,        .00,0x30333930313132303736373720203031303030303030303032303035303633303030303130303033
03          ,9011207677   ,          1,                 0,      20050731,              1,     3,L14CSO     ,A          ,N              ,N            ,         3334.00,         33.3400,          11.04,            .00,            1.99,             .00,             .00,          20050726,            0,            .00,0          ,               0,          8224,        .00,        .00,        .00,0x30333930313132303736373720203031303030303030303032303035303733313030303130303033
03          ,9011207733   ,          1,                 0,      20031031,              1,     1,L14        ,A          ,N              ,N            ,         1666.50,         33.3300,            .00,            .00,             .00,             .00,             .00,          20030928,            0,            .00,0          ,               0,          8224,        .00,        .00,        .00,0x30333930313132303737333320203031303030303030303032303033313033313030303130303031
03          ,9011207733   ,          1,                 0,      20050630,              1,     1,L14        ,A          ,N              ,N            ,         1666.50,         33.3300,          13.98,            .00,            2.52,             .00,             .00,          20050628,            0,            .00,0          ,               0,          8224,        .00,        .00,        .00,0x30333930313132303737333320203031303030303030303032303035303633303030303130303031
03          ,9011207733   ,          1,                 0,      20050731,              1,     1,L14        ,A          ,N              ,N            ,         1666.50,         33.3300,          13.98,            .00,            2.52,             .00,             .00,          20050728,            0,            .00,0          ,               0,          8224,        .00,        .00,        .00,0x30333930313132303737333320203031303030303030303032303035303733313030303130303031
03          ,9011207733   ,          1,                 0,      20031031,              1,     2,L14CSI     ,A          ,N              ,N            ,         1666.50,         33.3300,            .00,            .00,             .00,             .00,             .00,          20030928,            0,            .00,0          ,               0,          8224,        .00,        .00,        .00,0x30333930313132303737333320203031303030303030303032303033313033313030303130303032
03          ,9011207733   ,          1,                 0,      20050630,              1,     2,L14CSI     ,A          ,N              ,N            ,         1666.50,         33.3300,          13.98,            .00,            2.52,             .00,             .00,          20050628,            0,            .00,0          ,               0,          8224,        .00,        .00,        .00,0x30333930313132303737333320203031303030303030303032303035303633303030303130303032
03          ,9011207733   ,          1,                 0,      20050731,              1,     2,L14CSI     ,A          ,N              ,N            ,         1666.50,         33.3300,          13.98,            .00,            2.52,             .00,             .00,          20050728,            0,            .00,0          ,               0,          8224,        .00,        .00,        .00,0x30333930313132303737333320203031303030303030303032303035303733313030303130303032
03          ,9011207733   ,          1,                 0,      20031031,              1,     3,L14CSO     ,A          ,N              ,N            ,         1667.00,         33.3400,            .00,            .00,             .00,             .00,             .00,          20030928,            0,            .00,0          ,               0,          8224,        .00,        .00,        .00,0x30333930313132303737333320203031303030303030303032303033313033313030303130303033
03          ,9011207733   ,          1,                 0,      20050630,              1,     3,L14CSO     ,A          ,N              ,N            ,         1667.00,         33.3400,          13.99,            .00,            2.52,             .00,             .00,          20050628,            0,            .00,0          ,               0,          8224,        .00,        .00,        .00,0x30333930313132303737333320203031303030303030303032303035303633303030303130303033
03          ,9011207733   ,          1,                 0,      20050731,              1,     3,L14CSO     ,A          ,N              ,N            ,         1667.00,         33.3400,          13.99,            .00,            2.52,             .00,             .00,          20050728,            0,            .00,0          ,               0,          8224,        .00,        .00,        .00,0x30333930313132303737333320203031303030303030303032303035303733313030303130303033
03          ,9011207871   ,          1,                 0,      20031031,              1,     1,L14        ,A          ,N              ,N            ,        11665.50,         33.3300,            .00,            .00,             .00,             .00,             .00,          20030905,            0,            .00,0          ,               0,          8224,        .00,        .00,        .00,0x30333930313132303738373120203031303030303030303032303033313033313030303130303031
03          ,9011207871   ,          1,                 0,      20050630,              1,     1,L14        ,A          ,N              ,N            ,        11665.50,         33.3300,          41.06,            .00,            6.57,             .00,             .00,          20050605,            0,            .00,0          ,               0,          8224,        .00,        .00,        .00,0x30333930313132303738373120203031303030303030303032303035303633303030303130303031
03          ,9011207871   ,          1,                 0,      20050731,              1,     1,L14        ,A          ,N              ,N            ,        11665.50,         33.3300,          41.06,            .00,            6.57,             .00,             .00,          20050705,            0,            .00,0          ,               0,          8224,        .00,        .00,        .00,0x30333930313132303738373120203031303030303030303032303035303733313030303130303031
03          ,9011207871   ,          1,                 0,      20031031,              1,     2,L14CSI     ,A          ,N              ,N            ,        11665.50,         33.3300,            .00,            .00,             .00,             .00,             .00,          20030905,            0,            .00,0          ,               0,          8224,        .00,        .00,        .00,0x30333930313132303738373120203031303030303030303032303033313033313030303130303032
03          ,9011207871   ,          1,                 0,      20050630,              1,     2,L14CSI     ,A          ,N              ,N            ,        11665.50,         33.3300,          41.06,            .00,            6.57,             .00,             .00,          20050605,            0,            .00,0          ,               0,          8224,        .00,        .00,        .00,0x30333930313132303738373120203031303030303030303032303035303633303030303130303032
03          ,9011207871   ,          1,                 0,      20050731,              1,     2,L14CSI     ,A          ,N              ,N            ,        11665.50,         33.3300,          41.06,            .00,            6.57,             .00,             .00,          20050705,            0,            .00,0          ,               0,          8224,        .00,        .00,        .00,0x30333930313132303738373120203031303030303030303032303035303733313030303130303032
03          ,9011207871   ,          1,                 0,      20031031,              1,     3,L14CSO     ,A          ,N              ,N            ,        11669.00,         33.3400,            .00,            .00,             .00,             .00,             .00,          20030905,            0,            .00,0          ,               0,          8224,        .00,        .00,        .00,0x30333930313132303738373120203031303030303030303032303033313033313030303130303033
03          ,9011207871   ,          1,                 0,      20050630,              1,     3,L14CSO     ,A          ,N              ,N            ,        11669.00,         33.3400,          41.07,            .00,            6.57,             .00,             .00,          20050605,            0,            .00,0          ,               0,          8224,        .00,        .00,        .00,0x30333930313132303738373120203031303030303030303032303035303633303030303130303033
03          ,9011207871   ,          1,                 0,      20050731,              1,     3,L14CSO     ,A          ,N              ,N            ,        11669.00,         33.3400,          41.07,            .00,            6.57,             .00,             .00,          20050705,            0,            .00,0          ,               0,          8224,        .00,        .00,        .00,0x30333930313132303738373120203031303030303030303032303035303733313030303130303033
03          ,9011208194   ,          1,                 0,      20031031,              1,     1,L14        ,A          ,N              ,N            ,         1666.50,         33.3300,            .00,            .00,             .00,             .00,             .00,          20030902,            0,            .00,0          ,               0,          8224,        .00,        .00,        .00,0x30333930313132303831393420203031303030303030303032303033313033313030303130303031
03          ,9011208194   ,          1,                 0,      20050630,              1,     1,L14        ,A          ,N              ,N            ,         1666.50,         33.3300,           7.32,            .00,            1.32,             .00,             .00,          20050602,            0,            .00,0          ,               0,          8224,        .00,        .00,        .00,0x30333930313132303831393420203031303030303030303032303035303633303030303130303031
03          ,9011208194   ,          1,                 0,      20050731,              1,     1,L14        ,A          ,N              ,N            ,         1666.50,         33.3300,           7.32,            .00,            1.32,             .00,             .00,          20050702,            0,            .00,0          ,               0,          8224,        .00,        .00,        .00,0x30333930313132303831393420203031303030303030303032303035303733313030303130303031
03          ,9011208194   ,          1,                 0,      20031031,              1,     2,L14CSI     ,A          ,N              ,N            ,         1666.50,         33.3300,            .00,            .00,             .00,             .00,             .00,          20030902,            0,            .00,0          ,               0,          8224,        .00,        .00,        .00,0x30333930313132303831393420203031303030303030303032303033313033313030303130303032
03          ,9011208194   ,          1,                 0,      20050630,              1,     2,L14CSI     ,A          ,N              ,N            ,         1666.50,         33.3300,           7.32,            .00,            1.32,             .00,             .00,          20050602,            0,            .00,0          ,               0,          8224,        .00,        .00,        .00,0x30333930313132303831393420203031303030303030303032303035303633303030303130303032
03          ,9011208194   ,          1,                 0,      20050731,              1,     2,L14CSI     ,A          ,N              ,N            ,         1666.50,         33.3300,           7.32,            .00,            1.32,             .00,             .00,          20050702,            0,            .00,0          ,               0,          8224,        .00,        .00,        .00,0x30333930313132303831393420203031303030303030303032303035303733313030303130303032
03          ,9011208194   ,          1,                 0,      20031031,              1,     3,L14CSO     ,A          ,N              ,N            ,         1667.00,         33.3400,            .00,            .00,             .00,             .00,             .00,          20030902,            0,            .00,0          ,               0,          8224,        .00,        .00,        .00,0x30333930313132303831393420203031303030303030303032303033313033313030303130303033
03          ,9011208194   ,          1,                 0,      20050630,              1,     3,L14CSO     ,A          ,N              ,N            ,         1667.00,         33.3400,           7.32,            .00,            1.32,             .00,             .00,          20050602,            0,            .00,0          ,               0,          8224,        .00,        .00,        .00,0x30333930313132303831393420203031303030303030303032303035303633303030303130303033
03          ,9011208194   ,          1,                 0,      20050731,              1,     3,L14CSO     ,A          ,N              ,N            ,         1667.00,         33.3400,           7.32,            .00,            1.32,             .00,             .00,          20050702,            0,            .00,0          ,               0,          8224,        .00,        .00,        .00,0x30333930313132303831393420203031303030303030303032303035303733313030303130303033
03          ,9011208304   ,          1,                 0,      20031031,              1,     1,L14        ,A          ,N              ,N            ,         1666.50,         33.3300,            .00,            .00,             .00,             .00,             .00,          20030919,            0,            .00,0          ,               0,          8224,        .00,        .00,        .00,0x30333930313132303833303420203031303030303030303032303033313033313030303130303031
03          ,9011208304   ,          1,                 0,      20050630,              1,     1,L14        ,A          ,N              ,N            ,         1666.50,         33.3300,          13.98,            .00,            2.52,             .00,             .00,          20050619,            0,            .00,0          ,               0,          8224,        .00,        .00,        .00,0x30333930313132303833303420203031303030303030303032303035303633303030303130303031
03          ,9011208304   ,          1,                 0,      20050731,              1,     1,L14        ,A          ,N              ,N            ,         1666.50,         33.3300,          13.98,            .00,            2.52,             .00,             .00,          20050719,            0,            .00,0          ,               0,          8224,        .00,        .00,        .00,0x30333930313132303833303420203031303030303030303032303035303733313030303130303031
03          ,9011208304   ,          1,                 0,      20031031,              1,     2,L14CSI     ,A          ,N              ,N            ,         1666.50,         33.3300,            .00,            .00,             .00,             .00,             .00,          20030919,            0,            .00,0          ,               0,          8224,        .00,        .00,        .00,0x30333930313132303833303420203031303030303030303032303033313033313030303130303032
03          ,9011208304   ,          1,                 0,      20050630,              1,     2,L14CSI     ,A          ,N              ,N            ,         1666.50,         33.3300,          13.98,            .00,            2.52,             .00,             .00,          20050619,            0,            .00,0          ,               0,          8224,        .00,        .00,        .00,0x30333930313132303833303420203031303030303030303032303035303633303030303130303032
03          ,9011208304   ,          1,                 0,      20050731,              1,     2,L14CSI     ,A          ,N              ,N            ,         1666.50,         33.3300,          13.98,            .00,            2.52,             .00,             .00,          20050719,            0,            .00,0          ,               0,          8224,        .00,        .00,        .00,0x30333930313132303833303420203031303030303030303032303035303733313030303130303032
03          ,9011208304   ,          1,                 0,      20031031,              1,     3,L14CSO     ,A          ,N              ,N            ,         1667.00,         33.3400,            .00,            .00,             .00,             .00,             .00,          20030919,            0,            .00,0          ,               0,          8224,        .00,        .00,        .00,0x30333930313132303833303420203031303030303030303032303033313033313030303130303033
03          ,9011208304   ,          1,                 0,      20050630,              1,     3,L14CSO     ,A          ,N              ,N            ,         1667.00,         33.3400,          13.99,            .00,            2.52,             .00,             .00,          20050619,            0,            .00,0          ,               0,          8224,        .00,        .00,        .00,0x30333930313132303833303420203031303030303030303032303035303633303030303130303033
03          ,9011208304   ,          1,                 0,      20050731,              1,     3,L14CSO     ,A          ,N              ,N            ,         1667.00,         33.3400,          13.99,            .00,            2.52,             .00,             .00,          20050719,            0,            .00,0          ,               0,          8224,        .00,        .00,        .00,0x30333930313132303833303420203031303030303030303032303035303733313030303130303033
03          ,9011208817   ,          1,                 0,      20031031,              1,     1,L14        ,A          ,N              ,N            ,         2333.10,         33.3300,            .00,            .00,             .00,             .00,             .00,          20030901,            0,            .00,0          ,               0,          8224,        .00,        .00,        .00,0x30333930313132303838313720203031303030303030303032303033313033313030303130303031
