audit_timestamp,rollback_snapshot_id,reconstructed_claim_id,derivation_candidate_id,enhanced_settlement_group_id,balancing_difference_abs,applied_balancing_profile,balancing_notes,replay_authorization_status,recovery_rationale,lineage_source,production_dbf_flag,triage_category,governance_status,severity,remediability,cross_claim_linkage_present
2026-05-24T19:15:41Z,PHASE14C-SURRENDER-TRIAGE-20260524T191541Z,RC-9010149834-1-SURRENDER_CLAIM-C0-20180302,QDC-RC-9010149834-1-SURRENDER_CLAIM-C0-20180302,,831.92,SURRENDER_CLAIM,Optional components absent (not forced),NOT_AUTHORIZED,Business triage only; no automated balancing,phase13b_balancing_remediation|phase14c_surrender_triage,N,LARGE_OFFSET_RESIDUAL,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,N
2026-05-24T19:15:41Z,PHASE14C-SURRENDER-TRIAGE-20260524T191541Z,RC-9010385636-1-SURRENDER_CLAIM-C1-20180507,QDC-RC-9010385636-1-SURRENDER_CLAIM-C1-20180507,,9556.45,SURRENDER_CLAIM,Optional components absent (not forced),NOT_AUTHORIZED,Business triage only; no automated balancing,phase13b_balancing_remediation|phase14c_surrender_triage,N,LARGE_OFFSET_RESIDUAL,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,N
2026-05-24T19:15:41Z,PHASE14C-SURRENDER-TRIAGE-20260524T191541Z,RC-9010389802-1-SURRENDER_CLAIM-C0-20201026,QDC-RC-9010389802-1-SURRENDER_CLAIM-C0-20201026,,8178.76,SURRENDER_CLAIM,Optional components absent (not forced),NOT_AUTHORIZED,Business triage only; no automated balancing,phase13b_balancing_remediation|phase14c_surrender_triage,N,LARGE_OFFSET_RESIDUAL,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,N
2026-05-24T19:15:41Z,PHASE14C-SURRENDER-TRIAGE-20260524T191541Z,RC-9010391228-1-SURRENDER_CLAIM-C12-20240319,QDC-RC-9010391228-1-SURRENDER_CLAIM-C12-20240319,,3997.03,SURRENDER_CLAIM,Optional components absent (not forced),NOT_AUTHORIZED,Business triage only; no automated balancing,phase13b_balancing_remediation|phase14c_surrender_triage,N,LARGE_OFFSET_RESIDUAL,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,N
2026-05-24T19:15:41Z,PHASE14C-SURRENDER-TRIAGE-20260524T191541Z,RC-9010391422-1-SURRENDER_CLAIM-C2-20191120,QDC-RC-9010391422-1-SURRENDER_CLAIM-C2-20191120,,2418.29,SURRENDER_CLAIM,Optional components absent (not forced),NOT_AUTHORIZED,Business triage only; no automated balancing,phase13b_balancing_remediation|phase14c_surrender_triage,N,LARGE_OFFSET_RESIDUAL,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,N
2026-05-24T19:15:41Z,PHASE14C-SURRENDER-TRIAGE-20260524T191541Z,RC-9010392138-1-SURRENDER_CLAIM-C6-20231206,QDC-RC-9010392138-1-SURRENDER_CLAIM-C6-20231206,,8174.98,SURRENDER_CLAIM,Optional components absent (not forced),NOT_AUTHORIZED,Business triage only; no automated balancing,phase13b_balancing_remediation|phase14c_surrender_triage,N,LARGE_OFFSET_RESIDUAL,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,N
2026-05-24T19:15:41Z,PHASE14C-SURRENDER-TRIAGE-20260524T191541Z,RC-9010392493-1-SURRENDER_CLAIM-C0-20200210,QDC-RC-9010392493-1-SURRENDER_CLAIM-C0-20200210,,3422.27,SURRENDER_CLAIM,Optional components absent (not forced),NOT_AUTHORIZED,Business triage only; no automated balancing,phase13b_balancing_remediation|phase14c_surrender_triage,N,LARGE_OFFSET_RESIDUAL,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,N
2026-05-24T19:15:41Z,PHASE14C-SURRENDER-TRIAGE-20260524T191541Z,RC-9010393181-1-SURRENDER_CLAIM-C1-20190701,QDC-RC-9010393181-1-SURRENDER_CLAIM-C1-20190701,,2504.5,SURRENDER_CLAIM,Optional components absent (not forced),NOT_AUTHORIZED,Business triage only; no automated balancing,phase13b_balancing_remediation|phase14c_surrender_triage,N,CROSS_CLAIM_DEPENDENT,BUSINESS_REVIEW_REQUIRED,HIGH,PARTIALLY_RECOVERABLE,Y
2026-05-24T19:15:41Z,PHASE14C-SURRENDER-TRIAGE-20260524T191541Z,RC-9010393931-1-SURRENDER_CLAIM-C0-20251208,QDC-RC-9010393931-1-SURRENDER_CLAIM-C0-20251208,,9141.86,SURRENDER_CLAIM,Optional components absent (not forced),NOT_AUTHORIZED,Business triage only; no automated balancing,phase13b_balancing_remediation|phase14c_surrender_triage,N,CROSS_CLAIM_DEPENDENT,BUSINESS_REVIEW_REQUIRED,HIGH,PARTIALLY_RECOVERABLE,Y
2026-05-24T19:15:41Z,PHASE14C-SURRENDER-TRIAGE-20260524T191541Z,RC-9010395761-1-SURRENDER_CLAIM-C1-20190729,QDC-RC-9010395761-1-SURRENDER_CLAIM-C1-20190729,,6088.47,SURRENDER_CLAIM,Optional components absent (not forced),NOT_AUTHORIZED,Business triage only; no automated balancing,phase13b_balancing_remediation|phase14c_surrender_triage,N,LARGE_OFFSET_RESIDUAL,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,N
2026-05-24T19:15:41Z,PHASE14C-SURRENDER-TRIAGE-20260524T191541Z,RC-9010397583-1-SURRENDER_CLAIM-C4-20220831,QDC-RC-9010397583-1-SURRENDER_CLAIM-C4-20220831,,8295.9,SURRENDER_CLAIM,Optional components absent (not forced),NOT_AUTHORIZED,Business triage only; no automated balancing,phase13b_balancing_remediation|phase14c_surrender_triage,N,LARGE_OFFSET_RESIDUAL,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,N
2026-05-24T19:15:41Z,PHASE14C-SURRENDER-TRIAGE-20260524T191541Z,RC-9010400462-1-SURRENDER_CLAIM-C5-20220428,QDC-RC-9010400462-1-SURRENDER_CLAIM-C5-20220428,,5125.38,SURRENDER_CLAIM,Optional components absent (not forced),NOT_AUTHORIZED,Business triage only; no automated balancing,phase13b_balancing_remediation|phase14c_surrender_triage,N,LARGE_OFFSET_RESIDUAL,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,N
2026-05-24T19:15:41Z,PHASE14C-SURRENDER-TRIAGE-20260524T191541Z,RC-9010402060-1-SURRENDER_CLAIM-C0-20230925,QDC-RC-9010402060-1-SURRENDER_CLAIM-C0-20230925,,5178.89,SURRENDER_CLAIM,Optional components absent (not forced),NOT_AUTHORIZED,Business triage only; no automated balancing,phase13b_balancing_remediation|phase14c_surrender_triage,N,LARGE_OFFSET_RESIDUAL,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,N
2026-05-24T19:15:41Z,PHASE14C-SURRENDER-TRIAGE-20260524T191541Z,RC-9010402061-1-SURRENDER_CLAIM-C0-20230925,QDC-RC-9010402061-1-SURRENDER_CLAIM-C0-20230925,,7197.72,SURRENDER_CLAIM,Optional components absent (not forced),NOT_AUTHORIZED,Business triage only; no automated balancing,phase13b_balancing_remediation|phase14c_surrender_triage,N,LARGE_OFFSET_RESIDUAL,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,N
2026-05-24T19:15:41Z,PHASE14C-SURRENDER-TRIAGE-20260524T191541Z,RC-9010405642-1-SURRENDER_CLAIM-C0-20191121,QDC-RC-9010405642-1-SURRENDER_CLAIM-C0-20191121,,964.44,SURRENDER_CLAIM,Optional components absent (not forced),NOT_AUTHORIZED,Business triage only; no automated balancing,phase13b_balancing_remediation|phase14c_surrender_triage,N,LARGE_OFFSET_RESIDUAL,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,N
2026-05-24T19:15:41Z,PHASE14C-SURRENDER-TRIAGE-20260524T191541Z,RC-9010405858-1-SURRENDER_CLAIM-C0-20200113,QDC-RC-9010405858-1-SURRENDER_CLAIM-C0-20200113,,4236.32,SURRENDER_CLAIM,Optional components absent (not forced),NOT_AUTHORIZED,Business triage only; no automated balancing,phase13b_balancing_remediation|phase14c_surrender_triage,N,LARGE_OFFSET_RESIDUAL,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,N
2026-05-24T19:15:41Z,PHASE14C-SURRENDER-TRIAGE-20260524T191541Z,RC-9010412640-1-SURRENDER_CLAIM-C0-20180412,QDC-RC-9010412640-1-SURRENDER_CLAIM-C0-20180412,,4986.15,SURRENDER_CLAIM,Optional components absent (not forced),NOT_AUTHORIZED,Business triage only; no automated balancing,phase13b_balancing_remediation|phase14c_surrender_triage,N,LARGE_OFFSET_RESIDUAL,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,N
2026-05-24T19:15:41Z,PHASE14C-SURRENDER-TRIAGE-20260524T191541Z,RC-9010413745-1-SURRENDER_CLAIM-C0-20180622,QDC-RC-9010413745-1-SURRENDER_CLAIM-C0-20180622,,5928.52,SURRENDER_CLAIM,Optional components absent (not forced),NOT_AUTHORIZED,Business triage only; no automated balancing,phase13b_balancing_remediation|phase14c_surrender_triage,N,LARGE_OFFSET_RESIDUAL,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,N
2026-05-24T19:15:41Z,PHASE14C-SURRENDER-TRIAGE-20260524T191541Z,RC-9010420983-1-SURRENDER_CLAIM-C0-20180108,QDC-RC-9010420983-1-SURRENDER_CLAIM-C0-20180108,,4564.05,SURRENDER_CLAIM,Optional components absent (not forced),NOT_AUTHORIZED,Business triage only; no automated balancing,phase13b_balancing_remediation|phase14c_surrender_triage,N,LARGE_OFFSET_RESIDUAL,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,N
2026-05-24T19:15:41Z,PHASE14C-SURRENDER-TRIAGE-20260524T191541Z,RC-9010422033-1-SURRENDER_CLAIM-C3-20210601,QDC-RC-9010422033-1-SURRENDER_CLAIM-C3-20210601,,5313.88,SURRENDER_CLAIM,Optional components absent (not forced),NOT_AUTHORIZED,Business triage only; no automated balancing,phase13b_balancing_remediation|phase14c_surrender_triage,N,LARGE_OFFSET_RESIDUAL,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,N
2026-05-24T19:15:41Z,PHASE14C-SURRENDER-TRIAGE-20260524T191541Z,RC-9010425942-1-SURRENDER_CLAIM-C0-20180226,QDC-RC-9010425942-1-SURRENDER_CLAIM-C0-20180226,,3675.93,SURRENDER_CLAIM,Optional components absent (not forced),NOT_AUTHORIZED,Business triage only; no automated balancing,phase13b_balancing_remediation|phase14c_surrender_triage,N,LARGE_OFFSET_RESIDUAL,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,N
2026-05-24T19:15:41Z,PHASE14C-SURRENDER-TRIAGE-20260524T191541Z,RC-9010426747-1-SURRENDER_CLAIM-C2-20200312,QDC-RC-9010426747-1-SURRENDER_CLAIM-C2-20200312,,7451.85,SURRENDER_CLAIM,Optional components absent (not forced),NOT_AUTHORIZED,Business triage only; no automated balancing,phase13b_balancing_remediation|phase14c_surrender_triage,N,LARGE_OFFSET_RESIDUAL,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,N
2026-05-24T19:15:41Z,PHASE14C-SURRENDER-TRIAGE-20260524T191541Z,RC-9010429710-1-SURRENDER_CLAIM-C5-20230405,QDC-RC-9010429710-1-SURRENDER_CLAIM-C5-20230405,,4508.5,SURRENDER_CLAIM,Optional components absent (not forced),NOT_AUTHORIZED,Business triage only; no automated balancing,phase13b_balancing_remediation|phase14c_surrender_triage,N,LARGE_OFFSET_RESIDUAL,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,N
2026-05-24T19:15:41Z,PHASE14C-SURRENDER-TRIAGE-20260524T191541Z,RC-9010429711-1-SURRENDER_CLAIM-C8-20260413,QDC-RC-9010429711-1-SURRENDER_CLAIM-C8-20260413,,5313.33,SURRENDER_CLAIM,Optional components absent (not forced),NOT_AUTHORIZED,Business triage only; no automated balancing,phase13b_balancing_remediation|phase14c_surrender_triage,N,LARGE_OFFSET_RESIDUAL,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,N
2026-05-24T19:15:41Z,PHASE14C-SURRENDER-TRIAGE-20260524T191541Z,RC-9010429893-1-SURRENDER_CLAIM-C0-20210408,QDC-RC-9010429893-1-SURRENDER_CLAIM-C0-20210408,,589.81,SURRENDER_CLAIM,Optional components absent (not forced),NOT_AUTHORIZED,Business triage only; no automated balancing,phase13b_balancing_remediation|phase14c_surrender_triage,N,LARGE_OFFSET_RESIDUAL,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,N
2026-05-24T19:15:41Z,PHASE14C-SURRENDER-TRIAGE-20260524T191541Z,RC-9010430295-1-SURRENDER_CLAIM-C0-20230901,QDC-RC-9010430295-1-SURRENDER_CLAIM-C0-20230901,,2738.76,SURRENDER_CLAIM,Optional components absent (not forced),NOT_AUTHORIZED,Business triage only; no automated balancing,phase13b_balancing_remediation|phase14c_surrender_triage,N,LARGE_OFFSET_RESIDUAL,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,N
2026-05-24T19:15:41Z,PHASE14C-SURRENDER-TRIAGE-20260524T191541Z,RC-9010432865-1-SURRENDER_CLAIM-C0-20250514,QDC-RC-9010432865-1-SURRENDER_CLAIM-C0-20250514,,10612.25,SURRENDER_CLAIM,Optional components absent (not forced),NOT_AUTHORIZED,Business triage only; no automated balancing,phase13b_balancing_remediation|phase14c_surrender_triage,N,LARGE_OFFSET_RESIDUAL,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,N
2026-05-24T19:15:41Z,PHASE14C-SURRENDER-TRIAGE-20260524T191541Z,RC-9010432866-1-SURRENDER_CLAIM-C0-20250514,QDC-RC-9010432866-1-SURRENDER_CLAIM-C0-20250514,,11674.43,SURRENDER_CLAIM,Optional components absent (not forced),NOT_AUTHORIZED,Business triage only; no automated balancing,phase13b_balancing_remediation|phase14c_surrender_triage,N,LARGE_OFFSET_RESIDUAL,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,N
2026-05-24T19:15:41Z,PHASE14C-SURRENDER-TRIAGE-20260524T191541Z,RC-9010434424-1-SURRENDER_CLAIM-C0-20240228,QDC-RC-9010434424-1-SURRENDER_CLAIM-C0-20240228,,7511.87,SURRENDER_CLAIM,Optional components absent (not forced),NOT_AUTHORIZED,Business triage only; no automated balancing,phase13b_balancing_remediation|phase14c_surrender_triage,N,LARGE_OFFSET_RESIDUAL,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,N
2026-05-24T19:15:41Z,PHASE14C-SURRENDER-TRIAGE-20260524T191541Z,RC-9010435248-1-SURRENDER_CLAIM-C0-20180116,QDC-RC-9010435248-1-SURRENDER_CLAIM-C0-20180116,,3827.25,SURRENDER_CLAIM,Optional components absent (not forced),NOT_AUTHORIZED,Business triage only; no automated balancing,phase13b_balancing_remediation|phase14c_surrender_triage,N,LARGE_OFFSET_RESIDUAL,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,N
2026-05-24T19:15:41Z,PHASE14C-SURRENDER-TRIAGE-20260524T191541Z,RC-9010439181-1-SURRENDER_CLAIM-C0-20240923,QDC-RC-9010439181-1-SURRENDER_CLAIM-C0-20240923,,3798.18,SURRENDER_CLAIM,Optional components absent (not forced),NOT_AUTHORIZED,Business triage only; no automated balancing,phase13b_balancing_remediation|phase14c_surrender_triage,N,LARGE_OFFSET_RESIDUAL,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,N
2026-05-24T19:15:41Z,PHASE14C-SURRENDER-TRIAGE-20260524T191541Z,RC-9010442330-1-SURRENDER_CLAIM-C0-20220915,QDC-RC-9010442330-1-SURRENDER_CLAIM-C0-20220915,,4261.61,SURRENDER_CLAIM,Optional components absent (not forced),NOT_AUTHORIZED,Business triage only; no automated balancing,phase13b_balancing_remediation|phase14c_surrender_triage,N,LARGE_OFFSET_RESIDUAL,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,N
2026-05-24T19:15:41Z,PHASE14C-SURRENDER-TRIAGE-20260524T191541Z,RC-9010442332-1-SURRENDER_CLAIM-C1-20190701,QDC-RC-9010442332-1-SURRENDER_CLAIM-C1-20190701,,3425.42,SURRENDER_CLAIM,Optional components absent (not forced),NOT_AUTHORIZED,Business triage only; no automated balancing,phase13b_balancing_remediation|phase14c_surrender_triage,N,LARGE_OFFSET_RESIDUAL,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,N
2026-05-24T19:15:41Z,PHASE14C-SURRENDER-TRIAGE-20260524T191541Z,RC-9010444283-1-SURRENDER_CLAIM-C0-20200526,QDC-RC-9010444283-1-SURRENDER_CLAIM-C0-20200526,,2760.58,SURRENDER_CLAIM,Optional components absent (not forced),NOT_AUTHORIZED,Business triage only; no automated balancing,phase13b_balancing_remediation|phase14c_surrender_triage,N,LARGE_OFFSET_RESIDUAL,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,N
2026-05-24T19:15:41Z,PHASE14C-SURRENDER-TRIAGE-20260524T191541Z,RC-9010445275-1-SURRENDER_CLAIM-C0-20200810,QDC-RC-9010445275-1-SURRENDER_CLAIM-C0-20200810,,3668.18,SURRENDER_CLAIM,Optional components absent (not forced),NOT_AUTHORIZED,Business triage only; no automated balancing,phase13b_balancing_remediation|phase14c_surrender_triage,N,LARGE_OFFSET_RESIDUAL,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,N
2026-05-24T19:15:41Z,PHASE14C-SURRENDER-TRIAGE-20260524T191541Z,RC-9010445575-1-SURRENDER_CLAIM-C0-20241101,QDC-RC-9010445575-1-SURRENDER_CLAIM-C0-20241101,,3043.0,SURRENDER_CLAIM,Optional components absent (not forced),NOT_AUTHORIZED,Business triage only; no automated balancing,phase13b_balancing_remediation|phase14c_surrender_triage,N,LARGE_OFFSET_RESIDUAL,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,N
2026-05-24T19:15:41Z,PHASE14C-SURRENDER-TRIAGE-20260524T191541Z,RC-9010446416-1-SURRENDER_CLAIM-C0-20201115,QDC-RC-9010446416-1-SURRENDER_CLAIM-C0-20201115,,2572.0,SURRENDER_CLAIM,Optional components absent (not forced),NOT_AUTHORIZED,Business triage only; no automated balancing,phase13b_balancing_remediation|phase14c_surrender_triage,N,LARGE_OFFSET_RESIDUAL,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,N
2026-05-24T19:15:41Z,PHASE14C-SURRENDER-TRIAGE-20260524T191541Z,RC-9010452169-1-SURRENDER_CLAIM-C7-20200801,QDC-RC-9010452169-1-SURRENDER_CLAIM-C7-20200801,,1287.4,SURRENDER_CLAIM,Optional components absent (not forced),NOT_AUTHORIZED,Business triage only; no automated balancing,phase13b_balancing_remediation|phase14c_surrender_triage,N,LARGE_OFFSET_RESIDUAL,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,N
2026-05-24T19:15:41Z,PHASE14C-SURRENDER-TRIAGE-20260524T191541Z,RC-9010454003-1-SURRENDER_CLAIM-C0-20230420,QDC-RC-9010454003-1-SURRENDER_CLAIM-C0-20230420,,2585.56,SURRENDER_CLAIM,Optional components absent (not forced),NOT_AUTHORIZED,Business triage only; no automated balancing,phase13b_balancing_remediation|phase14c_surrender_triage,N,LARGE_OFFSET_RESIDUAL,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,N
2026-05-24T19:15:41Z,PHASE14C-SURRENDER-TRIAGE-20260524T191541Z,RC-9010458190-1-SURRENDER_CLAIM-C0-20230113,QDC-RC-9010458190-1-SURRENDER_CLAIM-C0-20230113,,4399.71,SURRENDER_CLAIM,Optional components absent (not forced),NOT_AUTHORIZED,Business triage only; no automated balancing,phase13b_balancing_remediation|phase14c_surrender_triage,N,LARGE_OFFSET_RESIDUAL,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,N
2026-05-24T19:15:41Z,PHASE14C-SURRENDER-TRIAGE-20260524T191541Z,RC-9010458520-1-SURRENDER_CLAIM-C6-20230515,QDC-RC-9010458520-1-SURRENDER_CLAIM-C6-20230515,,2437.72,SURRENDER_CLAIM,Optional components absent (not forced),NOT_AUTHORIZED,Business triage only; no automated balancing,phase13b_balancing_remediation|phase14c_surrender_triage,N,LARGE_OFFSET_RESIDUAL,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,N
2026-05-24T19:15:41Z,PHASE14C-SURRENDER-TRIAGE-20260524T191541Z,RC-9010458744-1-SURRENDER_CLAIM-C0-20190225,QDC-RC-9010458744-1-SURRENDER_CLAIM-C0-20190225,,9328.59,SURRENDER_CLAIM,Optional components absent (not forced),NOT_AUTHORIZED,Business triage only; no automated balancing,phase13b_balancing_remediation|phase14c_surrender_triage,N,LARGE_OFFSET_RESIDUAL,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,N
2026-05-24T19:15:41Z,PHASE14C-SURRENDER-TRIAGE-20260524T191541Z,RC-9010459050-1-SURRENDER_CLAIM-C0-20180816,QDC-RC-9010459050-1-SURRENDER_CLAIM-C0-20180816,,2147.18,SURRENDER_CLAIM,Optional components absent (not forced),NOT_AUTHORIZED,Business triage only; no automated balancing,phase13b_balancing_remediation|phase14c_surrender_triage,N,LARGE_OFFSET_RESIDUAL,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,N
