Row_Type,Overall_Result,Check_Name,Check_Result,What_We_Checked,Records_Reviewed,Looked_Fine,Problems_Found,Problem_Detail,When_It_Ran,Run_ID,Data_Folder,Rules_Executed,Rules_Passed,Rules_Failed,Rules_Not_Run,Rules_Error,Data_Conformance_Accuracy_Percent,Data_Conformance_Accuracy_Display,Validation_Guide_File,Validation_Manifest_File
PROBLEM,FAILED — problems were found that need attention,Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized MORT value on applicable plan-value tables exists exactly once in QuikQxs.,508,245,263,QuikPlCv plan '528CTR' contains a blank mortality table.,2026-07-19 10:39:48,DG-20260719_103948_301450,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized MORT value on applicable plan-value tables exists exactly once in QuikQxs.,508,245,263,QuikPlCv plan '542STR' contains a blank mortality table.,2026-07-19 10:39:48,DG-20260719_103948_301450,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized MORT value on applicable plan-value tables exists exactly once in QuikQxs.,508,245,263,QuikPlCv plan '543CTR' contains a blank mortality table.,2026-07-19 10:39:48,DG-20260719_103948_301450,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized MORT value on applicable plan-value tables exists exactly once in QuikQxs.,508,245,263,QuikPlCv plan '578CTR' contains a blank mortality table.,2026-07-19 10:39:48,DG-20260719_103948_301450,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized MORT value on applicable plan-value tables exists exactly once in QuikQxs.,508,245,263,QuikPlCv plan '57ATCR' contains a blank mortality table.,2026-07-19 10:39:48,DG-20260719_103948_301450,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized MORT value on applicable plan-value tables exists exactly once in QuikQxs.,508,245,263,QuikPlCv plan '5CDT10' contains a blank mortality table.,2026-07-19 10:39:48,DG-20260719_103948_301450,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized MORT value on applicable plan-value tables exists exactly once in QuikQxs.,508,245,263,QuikPlCv plan '719CDT' contains a blank mortality table.,2026-07-19 10:39:48,DG-20260719_103948_301450,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized MORT value on applicable plan-value tables exists exactly once in QuikQxs.,508,245,263,QuikPlCv plan '719CTR' contains a blank mortality table.,2026-07-19 10:39:48,DG-20260719_103948_301450,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized MORT value on applicable plan-value tables exists exactly once in QuikQxs.,508,245,263,QuikPlCv plan '719SDT' contains a blank mortality table.,2026-07-19 10:39:48,DG-20260719_103948_301450,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized MORT value on applicable plan-value tables exists exactly once in QuikQxs.,508,245,263,QuikPlCv plan '7619PU' contains a blank mortality table.,2026-07-19 10:39:48,DG-20260719_103948_301450,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized MORT value on applicable plan-value tables exists exactly once in QuikQxs.,508,245,263,QuikPlCv plan '7647SP' contains a blank mortality table.,2026-07-19 10:39:48,DG-20260719_103948_301450,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized MORT value on applicable plan-value tables exists exactly once in QuikQxs.,508,245,263,QuikPlCv plan '7686S3' contains a blank mortality table.,2026-07-19 10:39:48,DG-20260719_103948_301450,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized MORT value on applicable plan-value tables exists exactly once in QuikQxs.,508,245,263,QuikPlCv plan '7687J3' contains a blank mortality table.,2026-07-19 10:39:48,DG-20260719_103948_301450,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized MORT value on applicable plan-value tables exists exactly once in QuikQxs.,508,245,263,QuikPlCv plan '7690DT' contains a blank mortality table.,2026-07-19 10:39:48,DG-20260719_103948_301450,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized MORT value on applicable plan-value tables exists exactly once in QuikQxs.,508,245,263,QuikPlCv plan '778FTR' contains a blank mortality table.,2026-07-19 10:39:48,DG-20260719_103948_301450,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized MORT value on applicable plan-value tables exists exactly once in QuikQxs.,508,245,263,QuikPlCv plan '7SDT10' contains a blank mortality table.,2026-07-19 10:39:48,DG-20260719_103948_301450,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized MORT value on applicable plan-value tables exists exactly once in QuikQxs.,508,245,263,QuikPlCv plan '901ADB' contains a blank mortality table.,2026-07-19 10:39:48,DG-20260719_103948_301450,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized MORT value on applicable plan-value tables exists exactly once in QuikQxs.,508,245,263,QuikPlCv plan '9065WP' contains a blank mortality table.,2026-07-19 10:39:48,DG-20260719_103948_301450,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized MORT value on applicable plan-value tables exists exactly once in QuikQxs.,508,245,263,QuikPlCv plan '9085WP' contains a blank mortality table.,2026-07-19 10:39:48,DG-20260719_103948_301450,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized MORT value on applicable plan-value tables exists exactly once in QuikQxs.,508,245,263,QuikPlCv plan '90OLWP' contains a blank mortality table.,2026-07-19 10:39:48,DG-20260719_103948_301450,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized MORT value on applicable plan-value tables exists exactly once in QuikQxs.,508,245,263,QuikPlCv plan '90PDTH' contains a blank mortality table.,2026-07-19 10:39:48,DG-20260719_103948_301450,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized MORT value on applicable plan-value tables exists exactly once in QuikQxs.,508,245,263,QuikPlCv plan '90POWP' contains a blank mortality table.,2026-07-19 10:39:48,DG-20260719_103948_301450,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized MORT value on applicable plan-value tables exists exactly once in QuikQxs.,508,245,263,QuikPlCv plan '910RWP' contains a blank mortality table.,2026-07-19 10:39:48,DG-20260719_103948_301450,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized MORT value on applicable plan-value tables exists exactly once in QuikQxs.,508,245,263,QuikPlCv plan '910SWP' contains a blank mortality table.,2026-07-19 10:39:48,DG-20260719_103948_301450,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized MORT value on applicable plan-value tables exists exactly once in QuikQxs.,508,245,263,QuikPlCv plan '920ADB' contains a blank mortality table.,2026-07-19 10:39:48,DG-20260719_103948_301450,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized MORT value on applicable plan-value tables exists exactly once in QuikQxs.,508,245,263,QuikPlCv plan '934JWP' contains a blank mortality table.,2026-07-19 10:39:48,DG-20260719_103948_301450,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized MORT value on applicable plan-value tables exists exactly once in QuikQxs.,508,245,263,QuikPlCv plan '934SWP' contains a blank mortality table.,2026-07-19 10:39:48,DG-20260719_103948_301450,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized MORT value on applicable plan-value tables exists exactly once in QuikQxs.,508,245,263,QuikPlCv plan '943CWP' contains a blank mortality table.,2026-07-19 10:39:48,DG-20260719_103948_301450,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized MORT value on applicable plan-value tables exists exactly once in QuikQxs.,508,245,263,QuikPlCv plan '9595WP' contains a blank mortality table.,2026-07-19 10:39:48,DG-20260719_103948_301450,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized MORT value on applicable plan-value tables exists exactly once in QuikQxs.,508,245,263,QuikPlCv plan '960ADB' contains a blank mortality table.,2026-07-19 10:39:48,DG-20260719_103948_301450,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized MORT value on applicable plan-value tables exists exactly once in QuikQxs.,508,245,263,QuikPlCv plan '960CWP' contains a blank mortality table.,2026-07-19 10:39:48,DG-20260719_103948_301450,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized MORT value on applicable plan-value tables exists exactly once in QuikQxs.,508,245,263,QuikPlCv plan '960GIO' contains a blank mortality table.,2026-07-19 10:39:48,DG-20260719_103948_301450,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized MORT value on applicable plan-value tables exists exactly once in QuikQxs.,508,245,263,QuikPlCv plan '960SWP' contains a blank mortality table.,2026-07-19 10:39:48,DG-20260719_103948_301450,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized MORT value on applicable plan-value tables exists exactly once in QuikQxs.,508,245,263,QuikPlCv plan '965ADB' contains a blank mortality table.,2026-07-19 10:39:48,DG-20260719_103948_301450,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized MORT value on applicable plan-value tables exists exactly once in QuikQxs.,508,245,263,QuikPlCv plan '9665WP' contains a blank mortality table.,2026-07-19 10:39:48,DG-20260719_103948_301450,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized MORT value on applicable plan-value tables exists exactly once in QuikQxs.,508,245,263,QuikPlCv plan '967ADB' contains a blank mortality table.,2026-07-19 10:39:48,DG-20260719_103948_301450,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized MORT value on applicable plan-value tables exists exactly once in QuikQxs.,508,245,263,QuikPlCv plan '976659' contains a blank mortality table.,2026-07-19 10:39:48,DG-20260719_103948_301450,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized MORT value on applicable plan-value tables exists exactly once in QuikQxs.,508,245,263,QuikPlCv plan '977ADB' contains a blank mortality table.,2026-07-19 10:39:48,DG-20260719_103948_301450,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized MORT value on applicable plan-value tables exists exactly once in QuikQxs.,508,245,263,QuikPlCv plan '980JPO' contains a blank mortality table.,2026-07-19 10:39:48,DG-20260719_103948_301450,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized MORT value on applicable plan-value tables exists exactly once in QuikQxs.,508,245,263,QuikPlCv plan '982JPO' contains a blank mortality table.,2026-07-19 10:39:48,DG-20260719_103948_301450,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized MORT value on applicable plan-value tables exists exactly once in QuikQxs.,508,245,263,QuikPlCv plan '9896WP' contains a blank mortality table.,2026-07-19 10:39:48,DG-20260719_103948_301450,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized MORT value on applicable plan-value tables exists exactly once in QuikQxs.,508,245,263,QuikPlCv plan '996ADB' contains a blank mortality table.,2026-07-19 10:39:48,DG-20260719_103948_301450,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized MORT value on applicable plan-value tables exists exactly once in QuikQxs.,508,245,263,QuikPlCv plan '9ADB10' contains a blank mortality table.,2026-07-19 10:39:48,DG-20260719_103948_301450,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized MORT value on applicable plan-value tables exists exactly once in QuikQxs.,508,245,263,QuikPlCv plan '9CDTWP' contains a blank mortality table.,2026-07-19 10:39:48,DG-20260719_103948_301450,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized MORT value on applicable plan-value tables exists exactly once in QuikQxs.,508,245,263,QuikPlCv plan '9CTRWP' contains a blank mortality table.,2026-07-19 10:39:48,DG-20260719_103948_301450,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized MORT value on applicable plan-value tables exists exactly once in QuikQxs.,508,245,263,QuikPlCv plan '9DIS20' contains a blank mortality table.,2026-07-19 10:39:48,DG-20260719_103948_301450,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized MORT value on applicable plan-value tables exists exactly once in QuikQxs.,508,245,263,QuikPlCv plan '9DIS24' contains a blank mortality table.,2026-07-19 10:39:48,DG-20260719_103948_301450,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized MORT value on applicable plan-value tables exists exactly once in QuikQxs.,508,245,263,QuikPlCv plan '9DIS25' contains a blank mortality table.,2026-07-19 10:39:48,DG-20260719_103948_301450,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized MORT value on applicable plan-value tables exists exactly once in QuikQxs.,508,245,263,QuikPlCv plan '9DIS29' contains a blank mortality table.,2026-07-19 10:39:48,DG-20260719_103948_301450,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized MORT value on applicable plan-value tables exists exactly once in QuikQxs.,508,245,263,QuikPlCv plan '9DIS70' contains a blank mortality table.,2026-07-19 10:39:48,DG-20260719_103948_301450,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized MORT value on applicable plan-value tables exists exactly once in QuikQxs.,508,245,263,QuikPlCv plan '9DIS80' contains a blank mortality table.,2026-07-19 10:39:48,DG-20260719_103948_301450,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized MORT value on applicable plan-value tables exists exactly once in QuikQxs.,508,245,263,QuikPlCv plan '9DIS90' contains a blank mortality table.,2026-07-19 10:39:48,DG-20260719_103948_301450,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized MORT value on applicable plan-value tables exists exactly once in QuikQxs.,508,245,263,QuikPlCv plan '9DS24B' contains a blank mortality table.,2026-07-19 10:39:48,DG-20260719_103948_301450,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized MORT value on applicable plan-value tables exists exactly once in QuikQxs.,508,245,263,QuikPlCv plan '9DS24C' contains a blank mortality table.,2026-07-19 10:39:48,DG-20260719_103948_301450,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized MORT value on applicable plan-value tables exists exactly once in QuikQxs.,508,245,263,QuikPlCv plan '9FTRWP' contains a blank mortality table.,2026-07-19 10:39:48,DG-20260719_103948_301450,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized MORT value on applicable plan-value tables exists exactly once in QuikQxs.,508,245,263,QuikPlCv plan '9GPO10' contains a blank mortality table.,2026-07-19 10:39:48,DG-20260719_103948_301450,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized MORT value on applicable plan-value tables exists exactly once in QuikQxs.,508,245,263,QuikPlCv plan '9GPO79' contains a blank mortality table.,2026-07-19 10:39:48,DG-20260719_103948_301450,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized MORT value on applicable plan-value tables exists exactly once in QuikQxs.,508,245,263,QuikPlCv plan '9JPO10' contains a blank mortality table.,2026-07-19 10:39:48,DG-20260719_103948_301450,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized MORT value on applicable plan-value tables exists exactly once in QuikQxs.,508,245,263,QuikPlCv plan '9JPO46' contains a blank mortality table.,2026-07-19 10:39:48,DG-20260719_103948_301450,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized MORT value on applicable plan-value tables exists exactly once in QuikQxs.,508,245,263,QuikPlCv plan '9L01WP' contains a blank mortality table.,2026-07-19 10:39:48,DG-20260719_103948_301450,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized MORT value on applicable plan-value tables exists exactly once in QuikQxs.,508,245,263,QuikPlCv plan '9L05WP' contains a blank mortality table.,2026-07-19 10:39:48,DG-20260719_103948_301450,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized MORT value on applicable plan-value tables exists exactly once in QuikQxs.,508,245,263,QuikPlCv plan '9L16PF' contains a blank mortality table.,2026-07-19 10:39:48,DG-20260719_103948_301450,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
