audit_timestamp,hold_category,governance_status,record_type,reconstructed_claim_id,derivation_candidate_id,policy_number,claim_family,lifecycle_status,reason_excluded,activity_class,transaction_codes,mintamt,annual_recurrence_flag,production_dbf_flag,exclude_from_uat_emit,exclude_from_uat_dbf,business_review_required,business_explanation,remediation_recommendation,rulebook_lineage
2026-05-28T20:19:14Z,SEMANTIC_PSEUDO_CLAIM,SEMANTIC_GOVERNANCE_HOLD,QUIKCLMS,RC-9010346921-1-SURRENDER_CLAIM-C2-20201118,QDC-RC-9010346921-1-SURRENDER_CLAIM-C2-20201118,9010346921,SURRENDER_CLAIM,INFERRED,ACTIVE_POLICY_SURRENDER_CONTRADICTION|ANNUAL_LOAN_CAPITALIZATION_PATTERN|BORROWED_MONEY_ONLY_CHAIN|LOAN_INTEREST_CAPITALIZATION_PATTERN|NON_CLAIM_ACCOUNTING_ACTIVITY|NO_CLAIM_PAYOUT_SEMANTICS|QLADMIN_DOMAIN_MISMATCH_QUIKLOAN,LOAN_ACCOUNTING_ACTIVITY,0412,218.24,Y,N,Y,Y,Y,"Non-claim loan accounting activity (LifePRO 04xx Borrowed Money) misclassified as SURRENDER_CLAIM/QUIKCLMS. LifePRO defines 0412=Loan Interest Capitalized and 0451=Unearned Interest Income — not death/surrender claims. QLAdmin assigns loan activity to QuikLoan/Loan History, not QUIKCLMS Death Claims.",Business review required. Future target: QuikLoan/MLOANACCR — not auto-converted in Phase 22.,PHASE22A_SEMANTIC_GOVERNANCE_HOLD|PHASE22B_QLADMIN_DOMAIN_ALIGNMENT
2026-05-28T20:19:14Z,SEMANTIC_PSEUDO_CLAIM,SEMANTIC_GOVERNANCE_HOLD,QUIKCLMS,RC-9010346921-1-SURRENDER_CLAIM-C3-20211118,QDC-RC-9010346921-1-SURRENDER_CLAIM-C3-20211118,9010346921,SURRENDER_CLAIM,INFERRED,ACTIVE_POLICY_SURRENDER_CONTRADICTION|ANNUAL_LOAN_CAPITALIZATION_PATTERN|BORROWED_MONEY_ONLY_CHAIN|LOAN_INTEREST_CAPITALIZATION_PATTERN|NON_CLAIM_ACCOUNTING_ACTIVITY|NO_CLAIM_PAYOUT_SEMANTICS|QLADMIN_DOMAIN_MISMATCH_QUIKLOAN,LOAN_ACCOUNTING_ACTIVITY,0412,74.64,Y,N,Y,Y,Y,"Non-claim loan accounting activity (LifePRO 04xx Borrowed Money) misclassified as SURRENDER_CLAIM/QUIKCLMS. LifePRO defines 0412=Loan Interest Capitalized and 0451=Unearned Interest Income — not death/surrender claims. QLAdmin assigns loan activity to QuikLoan/Loan History, not QUIKCLMS Death Claims.",Business review required. Future target: QuikLoan/MLOANACCR — not auto-converted in Phase 22.,PHASE22A_SEMANTIC_GOVERNANCE_HOLD|PHASE22B_QLADMIN_DOMAIN_ALIGNMENT
2026-05-28T20:19:14Z,SEMANTIC_PSEUDO_CLAIM,SEMANTIC_GOVERNANCE_HOLD,QUIKCLMS,RC-9010346921-1-SURRENDER_CLAIM-C4-20221118,QDC-RC-9010346921-1-SURRENDER_CLAIM-C4-20221118,9010346921,SURRENDER_CLAIM,INFERRED,ACTIVE_POLICY_SURRENDER_CONTRADICTION|ANNUAL_LOAN_CAPITALIZATION_PATTERN|BORROWED_MONEY_ONLY_CHAIN|LOAN_INTEREST_CAPITALIZATION_PATTERN|NON_CLAIM_ACCOUNTING_ACTIVITY|NO_CLAIM_PAYOUT_SEMANTICS|QLADMIN_DOMAIN_MISMATCH_QUIKLOAN,LOAN_ACCOUNTING_ACTIVITY,0412,224.83,Y,N,Y,Y,Y,"Non-claim loan accounting activity (LifePRO 04xx Borrowed Money) misclassified as SURRENDER_CLAIM/QUIKCLMS. LifePRO defines 0412=Loan Interest Capitalized and 0451=Unearned Interest Income — not death/surrender claims. QLAdmin assigns loan activity to QuikLoan/Loan History, not QUIKCLMS Death Claims.",Business review required. Future target: QuikLoan/MLOANACCR — not auto-converted in Phase 22.,PHASE22A_SEMANTIC_GOVERNANCE_HOLD|PHASE22B_QLADMIN_DOMAIN_ALIGNMENT
2026-05-28T20:19:14Z,SEMANTIC_PSEUDO_CLAIM,SEMANTIC_GOVERNANCE_HOLD,QUIKCLMS,RC-9010346921-1-SURRENDER_CLAIM-C5-20230221,QDC-RC-9010346921-1-SURRENDER_CLAIM-C5-20230221,9010346921,SURRENDER_CLAIM,INFERRED,ACTIVE_POLICY_SURRENDER_CONTRADICTION|ANNUAL_LOAN_CAPITALIZATION_PATTERN|BORROWED_MONEY_ONLY_CHAIN|LOAN_INTEREST_CAPITALIZATION_PATTERN|NON_CLAIM_ACCOUNTING_ACTIVITY|NO_CLAIM_PAYOUT_SEMANTICS|QLADMIN_DOMAIN_MISMATCH_QUIKLOAN,LOAN_ACCOUNTING_ACTIVITY,0412,109.78,Y,N,Y,Y,Y,"Non-claim loan accounting activity (LifePRO 04xx Borrowed Money) misclassified as SURRENDER_CLAIM/QUIKCLMS. LifePRO defines 0412=Loan Interest Capitalized and 0451=Unearned Interest Income — not death/surrender claims. QLAdmin assigns loan activity to QuikLoan/Loan History, not QUIKCLMS Death Claims.",Business review required. Future target: QuikLoan/MLOANACCR — not auto-converted in Phase 22.,PHASE22A_SEMANTIC_GOVERNANCE_HOLD|PHASE22B_QLADMIN_DOMAIN_ALIGNMENT
2026-05-28T20:19:14Z,SEMANTIC_PSEUDO_CLAIM,SEMANTIC_GOVERNANCE_HOLD,QUIKCLMS,RC-9010346921-1-SURRENDER_CLAIM-C6-20231118,QDC-RC-9010346921-1-SURRENDER_CLAIM-C6-20231118,9010346921,SURRENDER_CLAIM,INFERRED,ACTIVE_POLICY_SURRENDER_CONTRADICTION|ANNUAL_LOAN_CAPITALIZATION_PATTERN|BORROWED_MONEY_ONLY_CHAIN|LOAN_INTEREST_CAPITALIZATION_PATTERN|NON_CLAIM_ACCOUNTING_ACTIVITY|NO_CLAIM_PAYOUT_SEMANTICS|QLADMIN_DOMAIN_MISMATCH_QUIKLOAN,LOAN_ACCOUNTING_ACTIVITY,0412,204.43,Y,N,Y,Y,Y,"Non-claim loan accounting activity (LifePRO 04xx Borrowed Money) misclassified as SURRENDER_CLAIM/QUIKCLMS. LifePRO defines 0412=Loan Interest Capitalized and 0451=Unearned Interest Income — not death/surrender claims. QLAdmin assigns loan activity to QuikLoan/Loan History, not QUIKCLMS Death Claims.",Business review required. Future target: QuikLoan/MLOANACCR — not auto-converted in Phase 22.,PHASE22A_SEMANTIC_GOVERNANCE_HOLD|PHASE22B_QLADMIN_DOMAIN_ALIGNMENT
2026-05-28T20:19:14Z,SEMANTIC_PSEUDO_CLAIM,SEMANTIC_GOVERNANCE_HOLD,QUIKCLMS,RC-9010346921-1-SURRENDER_CLAIM-C7-20241118,QDC-RC-9010346921-1-SURRENDER_CLAIM-C7-20241118,9010346921,SURRENDER_CLAIM,INFERRED,ACTIVE_POLICY_SURRENDER_CONTRADICTION|ANNUAL_LOAN_CAPITALIZATION_PATTERN|BORROWED_MONEY_ONLY_CHAIN|LOAN_INTEREST_CAPITALIZATION_PATTERN|NON_CLAIM_ACCOUNTING_ACTIVITY|NO_CLAIM_PAYOUT_SEMANTICS|QLADMIN_DOMAIN_MISMATCH_QUIKLOAN,LOAN_ACCOUNTING_ACTIVITY,0412,213.9,Y,N,Y,Y,Y,"Non-claim loan accounting activity (LifePRO 04xx Borrowed Money) misclassified as SURRENDER_CLAIM/QUIKCLMS. LifePRO defines 0412=Loan Interest Capitalized and 0451=Unearned Interest Income — not death/surrender claims. QLAdmin assigns loan activity to QuikLoan/Loan History, not QUIKCLMS Death Claims.",Business review required. Future target: QuikLoan/MLOANACCR — not auto-converted in Phase 22.,PHASE22A_SEMANTIC_GOVERNANCE_HOLD|PHASE22B_QLADMIN_DOMAIN_ALIGNMENT
2026-05-28T20:19:14Z,SEMANTIC_PSEUDO_CLAIM,SEMANTIC_GOVERNANCE_HOLD,QUIKCLMS,RC-9010346921-1-SURRENDER_CLAIM-C8-20251118,QDC-RC-9010346921-1-SURRENDER_CLAIM-C8-20251118,9010346921,SURRENDER_CLAIM,INFERRED,ACTIVE_POLICY_SURRENDER_CONTRADICTION|ANNUAL_LOAN_CAPITALIZATION_PATTERN|BORROWED_MONEY_ONLY_CHAIN|LOAN_INTEREST_CAPITALIZATION_PATTERN|NON_CLAIM_ACCOUNTING_ACTIVITY|NO_CLAIM_PAYOUT_SEMANTICS|QLADMIN_DOMAIN_MISMATCH_QUIKLOAN,LOAN_ACCOUNTING_ACTIVITY,0412,208.75,Y,N,Y,Y,Y,"Non-claim loan accounting activity (LifePRO 04xx Borrowed Money) misclassified as SURRENDER_CLAIM/QUIKCLMS. LifePRO defines 0412=Loan Interest Capitalized and 0451=Unearned Interest Income — not death/surrender claims. QLAdmin assigns loan activity to QuikLoan/Loan History, not QUIKCLMS Death Claims.",Business review required. Future target: QuikLoan/MLOANACCR — not auto-converted in Phase 22.,PHASE22A_SEMANTIC_GOVERNANCE_HOLD|PHASE22B_QLADMIN_DOMAIN_ALIGNMENT
2026-05-28T20:19:14Z,SEMANTIC_PSEUDO_CLAIM,SEMANTIC_GOVERNANCE_HOLD,QUIKCLMS,RC-9010363098-1-SURRENDER_CLAIM-C0-20180201,QDC-RC-9010363098-1-SURRENDER_CLAIM-C0-20180201,9010363098,SURRENDER_CLAIM,INFERRED,BORROWED_MONEY_ONLY_CHAIN|LOAN_INTEREST_CAPITALIZATION_PATTERN|NON_CLAIM_ACCOUNTING_ACTIVITY|NO_CLAIM_PAYOUT_SEMANTICS|QLADMIN_DOMAIN_MISMATCH_QUIKLOAN,LOAN_ACCOUNTING_ACTIVITY,0412,258.25,N,N,Y,Y,Y,"Non-claim loan accounting activity (LifePRO 04xx Borrowed Money) misclassified as SURRENDER_CLAIM/QUIKCLMS. LifePRO defines 0412=Loan Interest Capitalized and 0451=Unearned Interest Income — not death/surrender claims. QLAdmin assigns loan activity to QuikLoan/Loan History, not QUIKCLMS Death Claims.",Business review required. Future target: QuikLoan/MLOANACCR — not auto-converted in Phase 22.,PHASE22A_SEMANTIC_GOVERNANCE_HOLD|PHASE22B_QLADMIN_DOMAIN_ALIGNMENT
2026-05-28T20:19:14Z,SEMANTIC_PSEUDO_CLAIM,SEMANTIC_GOVERNANCE_HOLD,QUIKCLMS,RC-9010367438-1-SURRENDER_CLAIM-C0-20180628,QDC-RC-9010367438-1-SURRENDER_CLAIM-C0-20180628,9010367438,SURRENDER_CLAIM,INFERRED,ACTIVE_POLICY_SURRENDER_CONTRADICTION|ANNUAL_LOAN_CAPITALIZATION_PATTERN|BORROWED_MONEY_ONLY_CHAIN|LOAN_INTEREST_CAPITALIZATION_PATTERN|NON_CLAIM_ACCOUNTING_ACTIVITY|NO_CLAIM_PAYOUT_SEMANTICS|QLADMIN_DOMAIN_MISMATCH_QUIKLOAN,LOAN_ACCOUNTING_ACTIVITY,0412,74.67,Y,N,Y,Y,Y,"Non-claim loan accounting activity (LifePRO 04xx Borrowed Money) misclassified as SURRENDER_CLAIM/QUIKCLMS. LifePRO defines 0412=Loan Interest Capitalized and 0451=Unearned Interest Income — not death/surrender claims. QLAdmin assigns loan activity to QuikLoan/Loan History, not QUIKCLMS Death Claims.",Business review required. Future target: QuikLoan/MLOANACCR — not auto-converted in Phase 22.,PHASE22A_SEMANTIC_GOVERNANCE_HOLD|PHASE22B_QLADMIN_DOMAIN_ALIGNMENT
2026-05-28T20:19:14Z,SEMANTIC_PSEUDO_CLAIM,SEMANTIC_GOVERNANCE_HOLD,QUIKCLMS,RC-9010367438-1-SURRENDER_CLAIM-C1-20190701,QDC-RC-9010367438-1-SURRENDER_CLAIM-C1-20190701,9010367438,SURRENDER_CLAIM,INFERRED,ACTIVE_POLICY_SURRENDER_CONTRADICTION|ANNUAL_LOAN_CAPITALIZATION_PATTERN|BORROWED_MONEY_ONLY_CHAIN|LOAN_INTEREST_CAPITALIZATION_PATTERN|NON_CLAIM_ACCOUNTING_ACTIVITY|NO_CLAIM_PAYOUT_SEMANTICS|QLADMIN_DOMAIN_MISMATCH_QUIKLOAN,LOAN_ACCOUNTING_ACTIVITY,0412,77.32,Y,N,Y,Y,Y,"Non-claim loan accounting activity (LifePRO 04xx Borrowed Money) misclassified as SURRENDER_CLAIM/QUIKCLMS. LifePRO defines 0412=Loan Interest Capitalized and 0451=Unearned Interest Income — not death/surrender claims. QLAdmin assigns loan activity to QuikLoan/Loan History, not QUIKCLMS Death Claims.",Business review required. Future target: QuikLoan/MLOANACCR — not auto-converted in Phase 22.,PHASE22A_SEMANTIC_GOVERNANCE_HOLD|PHASE22B_QLADMIN_DOMAIN_ALIGNMENT
2026-05-28T20:19:14Z,SEMANTIC_PSEUDO_CLAIM,SEMANTIC_GOVERNANCE_HOLD,QUIKCLMS,RC-9010367438-1-SURRENDER_CLAIM-C2-20200701,QDC-RC-9010367438-1-SURRENDER_CLAIM-C2-20200701,9010367438,SURRENDER_CLAIM,INFERRED,ACTIVE_POLICY_SURRENDER_CONTRADICTION|ANNUAL_LOAN_CAPITALIZATION_PATTERN|BORROWED_MONEY_ONLY_CHAIN|LOAN_INTEREST_CAPITALIZATION_PATTERN|NON_CLAIM_ACCOUNTING_ACTIVITY|NO_CLAIM_PAYOUT_SEMANTICS|QLADMIN_DOMAIN_MISMATCH_QUIKLOAN,LOAN_ACCOUNTING_ACTIVITY,0412,81.39,Y,N,Y,Y,Y,"Non-claim loan accounting activity (LifePRO 04xx Borrowed Money) misclassified as SURRENDER_CLAIM/QUIKCLMS. LifePRO defines 0412=Loan Interest Capitalized and 0451=Unearned Interest Income — not death/surrender claims. QLAdmin assigns loan activity to QuikLoan/Loan History, not QUIKCLMS Death Claims.",Business review required. Future target: QuikLoan/MLOANACCR — not auto-converted in Phase 22.,PHASE22A_SEMANTIC_GOVERNANCE_HOLD|PHASE22B_QLADMIN_DOMAIN_ALIGNMENT
