reconstructed_claim_id,derivation_candidate_id,policy_number,claim_family,lifecycle_status,claim_subtype,first_activity_date,transaction_codes,activity_class,mpaid,mface,netdb,mintamt,annual_recurrence_flag,reason_excluded,pattern_id,hold_category,governance_status,production_dbf_flag,exclude_from_uat_emit,exclude_from_uat_dbf,rulebook_lineage,conflict_type
RC-9010346921-1-SURRENDER_CLAIM-C2-20201118,QDC-RC-9010346921-1-SURRENDER_CLAIM-C2-20201118,9010346921,SURRENDER_CLAIM,INFERRED,LOAN_INTEREST_OFFSET,20201118,0412,LOAN_ACCOUNTING_ACTIVITY,0.0,0.0,0.0,218.24,Y,ACTIVE_POLICY_SURRENDER_CONTRADICTION|ANNUAL_LOAN_CAPITALIZATION_PATTERN|BORROWED_MONEY_ONLY_CHAIN|LOAN_INTEREST_CAPITALIZATION_PATTERN|NON_CLAIM_ACCOUNTING_ACTIVITY|NO_CLAIM_PAYOUT_SEMANTICS|QLADMIN_DOMAIN_MISMATCH_QUIKLOAN,NON_CLAIM_ACCOUNTING_ONLY,SEMANTIC_PSEUDO_CLAIM,SEMANTIC_GOVERNANCE_HOLD,N,Y,Y,PHASE22C_CLAIM_DOMAIN_ELIGIBILITY|LIFEPRO_ACCOUNTING_TXN|QLADMIN_HELP,ACTIVE_POLICY_RECURRING_SURRENDER_CLAIMSTAT_99
RC-9010346921-1-SURRENDER_CLAIM-C3-20211118,QDC-RC-9010346921-1-SURRENDER_CLAIM-C3-20211118,9010346921,SURRENDER_CLAIM,INFERRED,LOAN_INTEREST_OFFSET,20211118,0412,LOAN_ACCOUNTING_ACTIVITY,0.0,0.0,0.0,74.64,Y,ACTIVE_POLICY_SURRENDER_CONTRADICTION|ANNUAL_LOAN_CAPITALIZATION_PATTERN|BORROWED_MONEY_ONLY_CHAIN|LOAN_INTEREST_CAPITALIZATION_PATTERN|NON_CLAIM_ACCOUNTING_ACTIVITY|NO_CLAIM_PAYOUT_SEMANTICS|QLADMIN_DOMAIN_MISMATCH_QUIKLOAN,NON_CLAIM_ACCOUNTING_ONLY,SEMANTIC_PSEUDO_CLAIM,SEMANTIC_GOVERNANCE_HOLD,N,Y,Y,PHASE22C_CLAIM_DOMAIN_ELIGIBILITY|LIFEPRO_ACCOUNTING_TXN|QLADMIN_HELP,ACTIVE_POLICY_RECURRING_SURRENDER_CLAIMSTAT_99
RC-9010346921-1-SURRENDER_CLAIM-C4-20221118,QDC-RC-9010346921-1-SURRENDER_CLAIM-C4-20221118,9010346921,SURRENDER_CLAIM,INFERRED,LOAN_INTEREST_OFFSET,20221118,0412,LOAN_ACCOUNTING_ACTIVITY,0.0,0.0,0.0,224.83,Y,ACTIVE_POLICY_SURRENDER_CONTRADICTION|ANNUAL_LOAN_CAPITALIZATION_PATTERN|BORROWED_MONEY_ONLY_CHAIN|LOAN_INTEREST_CAPITALIZATION_PATTERN|NON_CLAIM_ACCOUNTING_ACTIVITY|NO_CLAIM_PAYOUT_SEMANTICS|QLADMIN_DOMAIN_MISMATCH_QUIKLOAN,NON_CLAIM_ACCOUNTING_ONLY,SEMANTIC_PSEUDO_CLAIM,SEMANTIC_GOVERNANCE_HOLD,N,Y,Y,PHASE22C_CLAIM_DOMAIN_ELIGIBILITY|LIFEPRO_ACCOUNTING_TXN|QLADMIN_HELP,ACTIVE_POLICY_RECURRING_SURRENDER_CLAIMSTAT_99
RC-9010346921-1-SURRENDER_CLAIM-C5-20230221,QDC-RC-9010346921-1-SURRENDER_CLAIM-C5-20230221,9010346921,SURRENDER_CLAIM,INFERRED,LOAN_INTEREST_OFFSET,20230221,0412,LOAN_ACCOUNTING_ACTIVITY,0.0,0.0,0.0,109.78,Y,ACTIVE_POLICY_SURRENDER_CONTRADICTION|ANNUAL_LOAN_CAPITALIZATION_PATTERN|BORROWED_MONEY_ONLY_CHAIN|LOAN_INTEREST_CAPITALIZATION_PATTERN|NON_CLAIM_ACCOUNTING_ACTIVITY|NO_CLAIM_PAYOUT_SEMANTICS|QLADMIN_DOMAIN_MISMATCH_QUIKLOAN,NON_CLAIM_ACCOUNTING_ONLY,SEMANTIC_PSEUDO_CLAIM,SEMANTIC_GOVERNANCE_HOLD,N,Y,Y,PHASE22C_CLAIM_DOMAIN_ELIGIBILITY|LIFEPRO_ACCOUNTING_TXN|QLADMIN_HELP,ACTIVE_POLICY_RECURRING_SURRENDER_CLAIMSTAT_99
RC-9010346921-1-SURRENDER_CLAIM-C6-20231118,QDC-RC-9010346921-1-SURRENDER_CLAIM-C6-20231118,9010346921,SURRENDER_CLAIM,INFERRED,LOAN_INTEREST_OFFSET,20231118,0412,LOAN_ACCOUNTING_ACTIVITY,0.0,0.0,0.0,204.43,Y,ACTIVE_POLICY_SURRENDER_CONTRADICTION|ANNUAL_LOAN_CAPITALIZATION_PATTERN|BORROWED_MONEY_ONLY_CHAIN|LOAN_INTEREST_CAPITALIZATION_PATTERN|NON_CLAIM_ACCOUNTING_ACTIVITY|NO_CLAIM_PAYOUT_SEMANTICS|QLADMIN_DOMAIN_MISMATCH_QUIKLOAN,NON_CLAIM_ACCOUNTING_ONLY,SEMANTIC_PSEUDO_CLAIM,SEMANTIC_GOVERNANCE_HOLD,N,Y,Y,PHASE22C_CLAIM_DOMAIN_ELIGIBILITY|LIFEPRO_ACCOUNTING_TXN|QLADMIN_HELP,ACTIVE_POLICY_RECURRING_SURRENDER_CLAIMSTAT_99
RC-9010346921-1-SURRENDER_CLAIM-C7-20241118,QDC-RC-9010346921-1-SURRENDER_CLAIM-C7-20241118,9010346921,SURRENDER_CLAIM,INFERRED,LOAN_INTEREST_OFFSET,20241118,0412,LOAN_ACCOUNTING_ACTIVITY,0.0,0.0,0.0,213.9,Y,ACTIVE_POLICY_SURRENDER_CONTRADICTION|ANNUAL_LOAN_CAPITALIZATION_PATTERN|BORROWED_MONEY_ONLY_CHAIN|LOAN_INTEREST_CAPITALIZATION_PATTERN|NON_CLAIM_ACCOUNTING_ACTIVITY|NO_CLAIM_PAYOUT_SEMANTICS|QLADMIN_DOMAIN_MISMATCH_QUIKLOAN,NON_CLAIM_ACCOUNTING_ONLY,SEMANTIC_PSEUDO_CLAIM,SEMANTIC_GOVERNANCE_HOLD,N,Y,Y,PHASE22C_CLAIM_DOMAIN_ELIGIBILITY|LIFEPRO_ACCOUNTING_TXN|QLADMIN_HELP,ACTIVE_POLICY_RECURRING_SURRENDER_CLAIMSTAT_99
RC-9010346921-1-SURRENDER_CLAIM-C8-20251118,QDC-RC-9010346921-1-SURRENDER_CLAIM-C8-20251118,9010346921,SURRENDER_CLAIM,INFERRED,LOAN_INTEREST_OFFSET,20251118,0412,LOAN_ACCOUNTING_ACTIVITY,0.0,0.0,0.0,208.75,Y,ACTIVE_POLICY_SURRENDER_CONTRADICTION|ANNUAL_LOAN_CAPITALIZATION_PATTERN|BORROWED_MONEY_ONLY_CHAIN|LOAN_INTEREST_CAPITALIZATION_PATTERN|NON_CLAIM_ACCOUNTING_ACTIVITY|NO_CLAIM_PAYOUT_SEMANTICS|QLADMIN_DOMAIN_MISMATCH_QUIKLOAN,NON_CLAIM_ACCOUNTING_ONLY,SEMANTIC_PSEUDO_CLAIM,SEMANTIC_GOVERNANCE_HOLD,N,Y,Y,PHASE22C_CLAIM_DOMAIN_ELIGIBILITY|LIFEPRO_ACCOUNTING_TXN|QLADMIN_HELP,ACTIVE_POLICY_RECURRING_SURRENDER_CLAIMSTAT_99
RC-9010367438-1-SURRENDER_CLAIM-C0-20180628,QDC-RC-9010367438-1-SURRENDER_CLAIM-C0-20180628,9010367438,SURRENDER_CLAIM,INFERRED,LOAN_INTEREST_OFFSET,20180628,0412,LOAN_ACCOUNTING_ACTIVITY,0.0,0.0,0.0,74.67,Y,ACTIVE_POLICY_SURRENDER_CONTRADICTION|ANNUAL_LOAN_CAPITALIZATION_PATTERN|BORROWED_MONEY_ONLY_CHAIN|LOAN_INTEREST_CAPITALIZATION_PATTERN|NON_CLAIM_ACCOUNTING_ACTIVITY|NO_CLAIM_PAYOUT_SEMANTICS|QLADMIN_DOMAIN_MISMATCH_QUIKLOAN,NON_CLAIM_ACCOUNTING_ONLY,SEMANTIC_PSEUDO_CLAIM,SEMANTIC_GOVERNANCE_HOLD,N,Y,Y,PHASE22C_CLAIM_DOMAIN_ELIGIBILITY|LIFEPRO_ACCOUNTING_TXN|QLADMIN_HELP,ACTIVE_POLICY_RECURRING_SURRENDER_CLAIMSTAT_99
RC-9010367438-1-SURRENDER_CLAIM-C1-20190701,QDC-RC-9010367438-1-SURRENDER_CLAIM-C1-20190701,9010367438,SURRENDER_CLAIM,INFERRED,LOAN_INTEREST_OFFSET,20190701,0412,LOAN_ACCOUNTING_ACTIVITY,0.0,0.0,0.0,77.32,Y,ACTIVE_POLICY_SURRENDER_CONTRADICTION|ANNUAL_LOAN_CAPITALIZATION_PATTERN|BORROWED_MONEY_ONLY_CHAIN|LOAN_INTEREST_CAPITALIZATION_PATTERN|NON_CLAIM_ACCOUNTING_ACTIVITY|NO_CLAIM_PAYOUT_SEMANTICS|QLADMIN_DOMAIN_MISMATCH_QUIKLOAN,NON_CLAIM_ACCOUNTING_ONLY,SEMANTIC_PSEUDO_CLAIM,SEMANTIC_GOVERNANCE_HOLD,N,Y,Y,PHASE22C_CLAIM_DOMAIN_ELIGIBILITY|LIFEPRO_ACCOUNTING_TXN|QLADMIN_HELP,ACTIVE_POLICY_RECURRING_SURRENDER_CLAIMSTAT_99
RC-9010367438-1-SURRENDER_CLAIM-C2-20200701,QDC-RC-9010367438-1-SURRENDER_CLAIM-C2-20200701,9010367438,SURRENDER_CLAIM,INFERRED,LOAN_INTEREST_OFFSET,20200701,0412,LOAN_ACCOUNTING_ACTIVITY,0.0,0.0,0.0,81.39,Y,ACTIVE_POLICY_SURRENDER_CONTRADICTION|ANNUAL_LOAN_CAPITALIZATION_PATTERN|BORROWED_MONEY_ONLY_CHAIN|LOAN_INTEREST_CAPITALIZATION_PATTERN|NON_CLAIM_ACCOUNTING_ACTIVITY|NO_CLAIM_PAYOUT_SEMANTICS|QLADMIN_DOMAIN_MISMATCH_QUIKLOAN,NON_CLAIM_ACCOUNTING_ONLY,SEMANTIC_PSEUDO_CLAIM,SEMANTIC_GOVERNANCE_HOLD,N,Y,Y,PHASE22C_CLAIM_DOMAIN_ELIGIBILITY|LIFEPRO_ACCOUNTING_TXN|QLADMIN_HELP,ACTIVE_POLICY_RECURRING_SURRENDER_CLAIMSTAT_99
RC-9010367438-1-SURRENDER_CLAIM-C3-20210701,QDC-RC-9010367438-1-SURRENDER_CLAIM-C3-20210701,9010367438,SURRENDER_CLAIM,INFERRED,LOAN_INTEREST_OFFSET,20210701,0412,LOAN_ACCOUNTING_ACTIVITY,0.0,0.0,0.0,403.33,Y,ACTIVE_POLICY_SURRENDER_CONTRADICTION|ANNUAL_LOAN_CAPITALIZATION_PATTERN|BORROWED_MONEY_ONLY_CHAIN|LOAN_INTEREST_CAPITALIZATION_PATTERN|NON_CLAIM_ACCOUNTING_ACTIVITY|NO_CLAIM_PAYOUT_SEMANTICS|QLADMIN_DOMAIN_MISMATCH_QUIKLOAN,NON_CLAIM_ACCOUNTING_ONLY,SEMANTIC_PSEUDO_CLAIM,SEMANTIC_GOVERNANCE_HOLD,N,Y,Y,PHASE22C_CLAIM_DOMAIN_ELIGIBILITY|LIFEPRO_ACCOUNTING_TXN|QLADMIN_HELP,ACTIVE_POLICY_RECURRING_SURRENDER_CLAIMSTAT_99
RC-9010367438-1-SURRENDER_CLAIM-C4-20211110,QDC-RC-9010367438-1-SURRENDER_CLAIM-C4-20211110,9010367438,SURRENDER_CLAIM,INFERRED,LOAN_INTEREST_OFFSET,20211110,0412,LOAN_ACCOUNTING_ACTIVITY,0.0,0.0,0.0,52.45,Y,ACTIVE_POLICY_SURRENDER_CONTRADICTION|ANNUAL_LOAN_CAPITALIZATION_PATTERN|BORROWED_MONEY_ONLY_CHAIN|LOAN_INTEREST_CAPITALIZATION_PATTERN|NON_CLAIM_ACCOUNTING_ACTIVITY|NO_CLAIM_PAYOUT_SEMANTICS|QLADMIN_DOMAIN_MISMATCH_QUIKLOAN,NON_CLAIM_ACCOUNTING_ONLY,SEMANTIC_PSEUDO_CLAIM,SEMANTIC_GOVERNANCE_HOLD,N,Y,Y,PHASE22C_CLAIM_DOMAIN_ELIGIBILITY|LIFEPRO_ACCOUNTING_TXN|QLADMIN_HELP,ACTIVE_POLICY_RECURRING_SURRENDER_CLAIMSTAT_99
RC-9010376522-1-SURRENDER_CLAIM-C0-20181006,QDC-RC-9010376522-1-SURRENDER_CLAIM-C0-20181006,9010376522,SURRENDER_CLAIM,INFERRED,LOAN_INTEREST_OFFSET|LOAN_PRINCIPAL_OFFSET,20181006,0411|0412,LOAN_ACCOUNTING_ACTIVITY,0.0,0.0,0.0,1011.56,Y,ACTIVE_POLICY_SURRENDER_CONTRADICTION|ANNUAL_LOAN_CAPITALIZATION_PATTERN|BORROWED_MONEY_ONLY_CHAIN|LOAN_INTEREST_CAPITALIZATION_PATTERN|LOAN_PRINCIPAL_ACCOUNTING_PATTERN|NON_CLAIM_ACCOUNTING_ACTIVITY|NO_CLAIM_PAYOUT_SEMANTICS|QLADMIN_DOMAIN_MISMATCH_QUIKLOAN,NON_CLAIM_ACCOUNTING_ONLY,SEMANTIC_PSEUDO_CLAIM,SEMANTIC_GOVERNANCE_HOLD,N,Y,Y,PHASE22C_CLAIM_DOMAIN_ELIGIBILITY|LIFEPRO_ACCOUNTING_TXN|QLADMIN_HELP,ACTIVE_POLICY_RECURRING_SURRENDER_CLAIMSTAT_99
RC-9010376522-1-SURRENDER_CLAIM-C1-20191006,QDC-RC-9010376522-1-SURRENDER_CLAIM-C1-20191006,9010376522,SURRENDER_CLAIM,INFERRED,LOAN_INTEREST_OFFSET|LOAN_PRINCIPAL_OFFSET,20191006,0411|0412,LOAN_ACCOUNTING_ACTIVITY,0.0,0.0,0.0,1080.41,Y,ACTIVE_POLICY_SURRENDER_CONTRADICTION|ANNUAL_LOAN_CAPITALIZATION_PATTERN|BORROWED_MONEY_ONLY_CHAIN|LOAN_INTEREST_CAPITALIZATION_PATTERN|LOAN_PRINCIPAL_ACCOUNTING_PATTERN|NON_CLAIM_ACCOUNTING_ACTIVITY|NO_CLAIM_PAYOUT_SEMANTICS|QLADMIN_DOMAIN_MISMATCH_QUIKLOAN,NON_CLAIM_ACCOUNTING_ONLY,SEMANTIC_PSEUDO_CLAIM,SEMANTIC_GOVERNANCE_HOLD,N,Y,Y,PHASE22C_CLAIM_DOMAIN_ELIGIBILITY|LIFEPRO_ACCOUNTING_TXN|QLADMIN_HELP,ACTIVE_POLICY_RECURRING_SURRENDER_CLAIMSTAT_99
RC-9010376522-1-SURRENDER_CLAIM-C2-20201006,QDC-RC-9010376522-1-SURRENDER_CLAIM-C2-20201006,9010376522,SURRENDER_CLAIM,INFERRED,LOAN_INTEREST_OFFSET|LOAN_PRINCIPAL_OFFSET,20201006,0411|0412,LOAN_ACCOUNTING_ACTIVITY,0.0,0.0,0.0,1152.9,Y,ACTIVE_POLICY_SURRENDER_CONTRADICTION|ANNUAL_LOAN_CAPITALIZATION_PATTERN|BORROWED_MONEY_ONLY_CHAIN|LOAN_INTEREST_CAPITALIZATION_PATTERN|LOAN_PRINCIPAL_ACCOUNTING_PATTERN|NON_CLAIM_ACCOUNTING_ACTIVITY|NO_CLAIM_PAYOUT_SEMANTICS|QLADMIN_DOMAIN_MISMATCH_QUIKLOAN,NON_CLAIM_ACCOUNTING_ONLY,SEMANTIC_PSEUDO_CLAIM,SEMANTIC_GOVERNANCE_HOLD,N,Y,Y,PHASE22C_CLAIM_DOMAIN_ELIGIBILITY|LIFEPRO_ACCOUNTING_TXN|QLADMIN_HELP,ACTIVE_POLICY_RECURRING_SURRENDER_CLAIMSTAT_99
RC-9010380049-1-SURRENDER_CLAIM-C0-20181113,QDC-RC-9010380049-1-SURRENDER_CLAIM-C0-20181113,9010380049,SURRENDER_CLAIM,INFERRED,LOAN_INTEREST_OFFSET,20181113,0412,LOAN_ACCOUNTING_ACTIVITY,0.0,0.0,0.0,189.9,Y,ACTIVE_POLICY_SURRENDER_CONTRADICTION|ANNUAL_LOAN_CAPITALIZATION_PATTERN|BORROWED_MONEY_ONLY_CHAIN|LOAN_INTEREST_CAPITALIZATION_PATTERN|NON_CLAIM_ACCOUNTING_ACTIVITY|NO_CLAIM_PAYOUT_SEMANTICS|QLADMIN_DOMAIN_MISMATCH_QUIKLOAN,NON_CLAIM_ACCOUNTING_ONLY,SEMANTIC_PSEUDO_CLAIM,SEMANTIC_GOVERNANCE_HOLD,N,Y,Y,PHASE22C_CLAIM_DOMAIN_ELIGIBILITY|LIFEPRO_ACCOUNTING_TXN|QLADMIN_HELP,ACTIVE_POLICY_RECURRING_SURRENDER_CLAIMSTAT_99
