audit_timestamp,workbench_category,reconstructed_claim_id,derivation_candidate_id,policy_number,example_qla_policy,claim_family,lifecycle_status,first_activity_date,mintamt,transaction_codes,annual_recurrence_flag,policy_pseudo_claim_count,reason_excluded,review_priority,recommended_business_decision,qladmin_target_domain,production_dbf_flag,governance_status,rulebook_lineage
2026-06-26T14:24:40Z,SEMANTIC_PSEUDO_CLAIM_REVIEW,RC-9010346921-1-SURRENDER_CLAIM-C2-20201118,QDC-RC-9010346921-1-SURRENDER_CLAIM-C2-20201118,9010346921,,SURRENDER_CLAIM,INFERRED,20201118,218.24,0412,Y,9,ACTIVE_POLICY_SURRENDER_CONTRADICTION|ANNUAL_LOAN_CAPITALIZATION_PATTERN|BORROWED_MONEY_ONLY_CHAIN|LOAN_INTEREST_CAPITALIZATION_PATTERN|NON_CLAIM_ACCOUNTING_ACTIVITY|NO_CLAIM_PAYOUT_SEMANTICS|QLADMIN_DOMAIN_MISMATCH_QUIKLOAN,HIGH,EXCLUDE_FROM_UAT_CLAIMS_PENDING_QUIKLOAN_DESIGN,QuikLoan (MLOANACCR/MLOANBAL) + Loan History,N,SEMANTIC_GOVERNANCE_HOLD,PHASE22A_SEMANTIC_GOVERNANCE_HOLD|PHASE22B_QLADMIN_DOMAIN_ALIGNMENT
2026-06-26T14:24:40Z,SEMANTIC_PSEUDO_CLAIM_REVIEW,RC-9010346921-1-SURRENDER_CLAIM-C3-20211118,QDC-RC-9010346921-1-SURRENDER_CLAIM-C3-20211118,9010346921,,SURRENDER_CLAIM,INFERRED,20211118,74.64,0412,Y,9,ACTIVE_POLICY_SURRENDER_CONTRADICTION|ANNUAL_LOAN_CAPITALIZATION_PATTERN|BORROWED_MONEY_ONLY_CHAIN|LOAN_INTEREST_CAPITALIZATION_PATTERN|NON_CLAIM_ACCOUNTING_ACTIVITY|NO_CLAIM_PAYOUT_SEMANTICS|QLADMIN_DOMAIN_MISMATCH_QUIKLOAN,HIGH,EXCLUDE_FROM_UAT_CLAIMS_PENDING_QUIKLOAN_DESIGN,QuikLoan (MLOANACCR/MLOANBAL) + Loan History,N,SEMANTIC_GOVERNANCE_HOLD,PHASE22A_SEMANTIC_GOVERNANCE_HOLD|PHASE22B_QLADMIN_DOMAIN_ALIGNMENT
2026-06-26T14:24:40Z,SEMANTIC_PSEUDO_CLAIM_REVIEW,RC-9010346921-1-SURRENDER_CLAIM-C4-20221118,QDC-RC-9010346921-1-SURRENDER_CLAIM-C4-20221118,9010346921,,SURRENDER_CLAIM,INFERRED,20221118,224.83,0412,Y,9,ACTIVE_POLICY_SURRENDER_CONTRADICTION|ANNUAL_LOAN_CAPITALIZATION_PATTERN|BORROWED_MONEY_ONLY_CHAIN|LOAN_INTEREST_CAPITALIZATION_PATTERN|NON_CLAIM_ACCOUNTING_ACTIVITY|NO_CLAIM_PAYOUT_SEMANTICS|QLADMIN_DOMAIN_MISMATCH_QUIKLOAN,HIGH,EXCLUDE_FROM_UAT_CLAIMS_PENDING_QUIKLOAN_DESIGN,QuikLoan (MLOANACCR/MLOANBAL) + Loan History,N,SEMANTIC_GOVERNANCE_HOLD,PHASE22A_SEMANTIC_GOVERNANCE_HOLD|PHASE22B_QLADMIN_DOMAIN_ALIGNMENT
2026-06-26T14:24:40Z,SEMANTIC_PSEUDO_CLAIM_REVIEW,RC-9010346921-1-SURRENDER_CLAIM-C5-20230221,QDC-RC-9010346921-1-SURRENDER_CLAIM-C5-20230221,9010346921,,SURRENDER_CLAIM,INFERRED,20230221,109.78,0412,Y,9,ACTIVE_POLICY_SURRENDER_CONTRADICTION|ANNUAL_LOAN_CAPITALIZATION_PATTERN|BORROWED_MONEY_ONLY_CHAIN|LOAN_INTEREST_CAPITALIZATION_PATTERN|NON_CLAIM_ACCOUNTING_ACTIVITY|NO_CLAIM_PAYOUT_SEMANTICS|QLADMIN_DOMAIN_MISMATCH_QUIKLOAN,HIGH,EXCLUDE_FROM_UAT_CLAIMS_PENDING_QUIKLOAN_DESIGN,QuikLoan (MLOANACCR/MLOANBAL) + Loan History,N,SEMANTIC_GOVERNANCE_HOLD,PHASE22A_SEMANTIC_GOVERNANCE_HOLD|PHASE22B_QLADMIN_DOMAIN_ALIGNMENT
2026-06-26T14:24:40Z,SEMANTIC_PSEUDO_CLAIM_REVIEW,RC-9010346921-1-SURRENDER_CLAIM-C6-20231118,QDC-RC-9010346921-1-SURRENDER_CLAIM-C6-20231118,9010346921,,SURRENDER_CLAIM,INFERRED,20231118,204.43,0412,Y,9,ACTIVE_POLICY_SURRENDER_CONTRADICTION|ANNUAL_LOAN_CAPITALIZATION_PATTERN|BORROWED_MONEY_ONLY_CHAIN|LOAN_INTEREST_CAPITALIZATION_PATTERN|NON_CLAIM_ACCOUNTING_ACTIVITY|NO_CLAIM_PAYOUT_SEMANTICS|QLADMIN_DOMAIN_MISMATCH_QUIKLOAN,HIGH,EXCLUDE_FROM_UAT_CLAIMS_PENDING_QUIKLOAN_DESIGN,QuikLoan (MLOANACCR/MLOANBAL) + Loan History,N,SEMANTIC_GOVERNANCE_HOLD,PHASE22A_SEMANTIC_GOVERNANCE_HOLD|PHASE22B_QLADMIN_DOMAIN_ALIGNMENT
2026-06-26T14:24:40Z,SEMANTIC_PSEUDO_CLAIM_REVIEW,RC-9010346921-1-SURRENDER_CLAIM-C7-20241118,QDC-RC-9010346921-1-SURRENDER_CLAIM-C7-20241118,9010346921,,SURRENDER_CLAIM,INFERRED,20241118,213.9,0412,Y,9,ACTIVE_POLICY_SURRENDER_CONTRADICTION|ANNUAL_LOAN_CAPITALIZATION_PATTERN|BORROWED_MONEY_ONLY_CHAIN|LOAN_INTEREST_CAPITALIZATION_PATTERN|NON_CLAIM_ACCOUNTING_ACTIVITY|NO_CLAIM_PAYOUT_SEMANTICS|QLADMIN_DOMAIN_MISMATCH_QUIKLOAN,HIGH,EXCLUDE_FROM_UAT_CLAIMS_PENDING_QUIKLOAN_DESIGN,QuikLoan (MLOANACCR/MLOANBAL) + Loan History,N,SEMANTIC_GOVERNANCE_HOLD,PHASE22A_SEMANTIC_GOVERNANCE_HOLD|PHASE22B_QLADMIN_DOMAIN_ALIGNMENT
2026-06-26T14:24:40Z,SEMANTIC_PSEUDO_CLAIM_REVIEW,RC-9010346921-1-SURRENDER_CLAIM-C8-20251118,QDC-RC-9010346921-1-SURRENDER_CLAIM-C8-20251118,9010346921,,SURRENDER_CLAIM,INFERRED,20251118,208.75,0412,Y,9,ACTIVE_POLICY_SURRENDER_CONTRADICTION|ANNUAL_LOAN_CAPITALIZATION_PATTERN|BORROWED_MONEY_ONLY_CHAIN|LOAN_INTEREST_CAPITALIZATION_PATTERN|NON_CLAIM_ACCOUNTING_ACTIVITY|NO_CLAIM_PAYOUT_SEMANTICS|QLADMIN_DOMAIN_MISMATCH_QUIKLOAN,HIGH,EXCLUDE_FROM_UAT_CLAIMS_PENDING_QUIKLOAN_DESIGN,QuikLoan (MLOANACCR/MLOANBAL) + Loan History,N,SEMANTIC_GOVERNANCE_HOLD,PHASE22A_SEMANTIC_GOVERNANCE_HOLD|PHASE22B_QLADMIN_DOMAIN_ALIGNMENT
2026-06-26T14:24:40Z,SEMANTIC_PSEUDO_CLAIM_REVIEW,RC-9010363098-1-SURRENDER_CLAIM-C0-20180201,QDC-RC-9010363098-1-SURRENDER_CLAIM-C0-20180201,9010363098,,SURRENDER_CLAIM,INFERRED,20180201,258.25,0412,N,1,BORROWED_MONEY_ONLY_CHAIN|LOAN_INTEREST_CAPITALIZATION_PATTERN|NON_CLAIM_ACCOUNTING_ACTIVITY|NO_CLAIM_PAYOUT_SEMANTICS|QLADMIN_DOMAIN_MISMATCH_QUIKLOAN,MEDIUM,EXCLUDE_FROM_UAT_CLAIMS_PENDING_QUIKLOAN_DESIGN,QuikLoan (MLOANACCR/MLOANBAL) + Loan History,N,SEMANTIC_GOVERNANCE_HOLD,PHASE22A_SEMANTIC_GOVERNANCE_HOLD|PHASE22B_QLADMIN_DOMAIN_ALIGNMENT
2026-06-26T14:24:40Z,SEMANTIC_PSEUDO_CLAIM_REVIEW,RC-9010367438-1-SURRENDER_CLAIM-C0-20180628,QDC-RC-9010367438-1-SURRENDER_CLAIM-C0-20180628,9010367438,,SURRENDER_CLAIM,INFERRED,20180628,74.67,0412,Y,5,ACTIVE_POLICY_SURRENDER_CONTRADICTION|ANNUAL_LOAN_CAPITALIZATION_PATTERN|BORROWED_MONEY_ONLY_CHAIN|LOAN_INTEREST_CAPITALIZATION_PATTERN|NON_CLAIM_ACCOUNTING_ACTIVITY|NO_CLAIM_PAYOUT_SEMANTICS|QLADMIN_DOMAIN_MISMATCH_QUIKLOAN,HIGH,EXCLUDE_FROM_UAT_CLAIMS_PENDING_QUIKLOAN_DESIGN,QuikLoan (MLOANACCR/MLOANBAL) + Loan History,N,SEMANTIC_GOVERNANCE_HOLD,PHASE22A_SEMANTIC_GOVERNANCE_HOLD|PHASE22B_QLADMIN_DOMAIN_ALIGNMENT
2026-06-26T14:24:40Z,SEMANTIC_PSEUDO_CLAIM_REVIEW,RC-9010367438-1-SURRENDER_CLAIM-C1-20190701,QDC-RC-9010367438-1-SURRENDER_CLAIM-C1-20190701,9010367438,,SURRENDER_CLAIM,INFERRED,20190701,77.32,0412,Y,5,ACTIVE_POLICY_SURRENDER_CONTRADICTION|ANNUAL_LOAN_CAPITALIZATION_PATTERN|BORROWED_MONEY_ONLY_CHAIN|LOAN_INTEREST_CAPITALIZATION_PATTERN|NON_CLAIM_ACCOUNTING_ACTIVITY|NO_CLAIM_PAYOUT_SEMANTICS|QLADMIN_DOMAIN_MISMATCH_QUIKLOAN,HIGH,EXCLUDE_FROM_UAT_CLAIMS_PENDING_QUIKLOAN_DESIGN,QuikLoan (MLOANACCR/MLOANBAL) + Loan History,N,SEMANTIC_GOVERNANCE_HOLD,PHASE22A_SEMANTIC_GOVERNANCE_HOLD|PHASE22B_QLADMIN_DOMAIN_ALIGNMENT
2026-06-26T14:24:40Z,SEMANTIC_PSEUDO_CLAIM_REVIEW,RC-9010367438-1-SURRENDER_CLAIM-C2-20200701,QDC-RC-9010367438-1-SURRENDER_CLAIM-C2-20200701,9010367438,,SURRENDER_CLAIM,INFERRED,20200701,81.39,0412,Y,5,ACTIVE_POLICY_SURRENDER_CONTRADICTION|ANNUAL_LOAN_CAPITALIZATION_PATTERN|BORROWED_MONEY_ONLY_CHAIN|LOAN_INTEREST_CAPITALIZATION_PATTERN|NON_CLAIM_ACCOUNTING_ACTIVITY|NO_CLAIM_PAYOUT_SEMANTICS|QLADMIN_DOMAIN_MISMATCH_QUIKLOAN,HIGH,EXCLUDE_FROM_UAT_CLAIMS_PENDING_QUIKLOAN_DESIGN,QuikLoan (MLOANACCR/MLOANBAL) + Loan History,N,SEMANTIC_GOVERNANCE_HOLD,PHASE22A_SEMANTIC_GOVERNANCE_HOLD|PHASE22B_QLADMIN_DOMAIN_ALIGNMENT
2026-06-26T14:24:40Z,SEMANTIC_PSEUDO_CLAIM_REVIEW,RC-9010367438-1-SURRENDER_CLAIM-C3-20210701,QDC-RC-9010367438-1-SURRENDER_CLAIM-C3-20210701,9010367438,,SURRENDER_CLAIM,INFERRED,20210701,403.33,0412,Y,5,ACTIVE_POLICY_SURRENDER_CONTRADICTION|ANNUAL_LOAN_CAPITALIZATION_PATTERN|BORROWED_MONEY_ONLY_CHAIN|LOAN_INTEREST_CAPITALIZATION_PATTERN|NON_CLAIM_ACCOUNTING_ACTIVITY|NO_CLAIM_PAYOUT_SEMANTICS|QLADMIN_DOMAIN_MISMATCH_QUIKLOAN,HIGH,EXCLUDE_FROM_UAT_CLAIMS_PENDING_QUIKLOAN_DESIGN,QuikLoan (MLOANACCR/MLOANBAL) + Loan History,N,SEMANTIC_GOVERNANCE_HOLD,PHASE22A_SEMANTIC_GOVERNANCE_HOLD|PHASE22B_QLADMIN_DOMAIN_ALIGNMENT
2026-06-26T14:24:40Z,SEMANTIC_PSEUDO_CLAIM_REVIEW,RC-9010367438-1-SURRENDER_CLAIM-C4-20211110,QDC-RC-9010367438-1-SURRENDER_CLAIM-C4-20211110,9010367438,,SURRENDER_CLAIM,INFERRED,20211110,52.45,0412,Y,5,ACTIVE_POLICY_SURRENDER_CONTRADICTION|ANNUAL_LOAN_CAPITALIZATION_PATTERN|BORROWED_MONEY_ONLY_CHAIN|LOAN_INTEREST_CAPITALIZATION_PATTERN|NON_CLAIM_ACCOUNTING_ACTIVITY|NO_CLAIM_PAYOUT_SEMANTICS|QLADMIN_DOMAIN_MISMATCH_QUIKLOAN,HIGH,EXCLUDE_FROM_UAT_CLAIMS_PENDING_QUIKLOAN_DESIGN,QuikLoan (MLOANACCR/MLOANBAL) + Loan History,N,SEMANTIC_GOVERNANCE_HOLD,PHASE22A_SEMANTIC_GOVERNANCE_HOLD|PHASE22B_QLADMIN_DOMAIN_ALIGNMENT
2026-06-26T14:24:40Z,SEMANTIC_PSEUDO_CLAIM_REVIEW,RC-9010376522-1-SURRENDER_CLAIM-C0-20181006,QDC-RC-9010376522-1-SURRENDER_CLAIM-C0-20181006,9010376522,,SURRENDER_CLAIM,INFERRED,20181006,1011.56,0411|0412,Y,3,ACTIVE_POLICY_SURRENDER_CONTRADICTION|ANNUAL_LOAN_CAPITALIZATION_PATTERN|BORROWED_MONEY_ONLY_CHAIN|LOAN_INTEREST_CAPITALIZATION_PATTERN|LOAN_PRINCIPAL_ACCOUNTING_PATTERN|NON_CLAIM_ACCOUNTING_ACTIVITY|NO_CLAIM_PAYOUT_SEMANTICS|QLADMIN_DOMAIN_MISMATCH_QUIKLOAN,HIGH,EXCLUDE_FROM_UAT_CLAIMS_PENDING_QUIKLOAN_DESIGN,QuikLoan (MLOANACCR/MLOANBAL) + Loan History,N,SEMANTIC_GOVERNANCE_HOLD,PHASE22A_SEMANTIC_GOVERNANCE_HOLD|PHASE22B_QLADMIN_DOMAIN_ALIGNMENT
2026-06-26T14:24:40Z,SEMANTIC_PSEUDO_CLAIM_REVIEW,RC-9010376522-1-SURRENDER_CLAIM-C1-20191006,QDC-RC-9010376522-1-SURRENDER_CLAIM-C1-20191006,9010376522,,SURRENDER_CLAIM,INFERRED,20191006,1080.41,0411|0412,Y,3,ACTIVE_POLICY_SURRENDER_CONTRADICTION|ANNUAL_LOAN_CAPITALIZATION_PATTERN|BORROWED_MONEY_ONLY_CHAIN|LOAN_INTEREST_CAPITALIZATION_PATTERN|LOAN_PRINCIPAL_ACCOUNTING_PATTERN|NON_CLAIM_ACCOUNTING_ACTIVITY|NO_CLAIM_PAYOUT_SEMANTICS|QLADMIN_DOMAIN_MISMATCH_QUIKLOAN,HIGH,EXCLUDE_FROM_UAT_CLAIMS_PENDING_QUIKLOAN_DESIGN,QuikLoan (MLOANACCR/MLOANBAL) + Loan History,N,SEMANTIC_GOVERNANCE_HOLD,PHASE22A_SEMANTIC_GOVERNANCE_HOLD|PHASE22B_QLADMIN_DOMAIN_ALIGNMENT
2026-06-26T14:24:40Z,SEMANTIC_PSEUDO_CLAIM_REVIEW,RC-9010376522-1-SURRENDER_CLAIM-C2-20201006,QDC-RC-9010376522-1-SURRENDER_CLAIM-C2-20201006,9010376522,,SURRENDER_CLAIM,INFERRED,20201006,1152.9,0411|0412,Y,3,ACTIVE_POLICY_SURRENDER_CONTRADICTION|ANNUAL_LOAN_CAPITALIZATION_PATTERN|BORROWED_MONEY_ONLY_CHAIN|LOAN_INTEREST_CAPITALIZATION_PATTERN|LOAN_PRINCIPAL_ACCOUNTING_PATTERN|NON_CLAIM_ACCOUNTING_ACTIVITY|NO_CLAIM_PAYOUT_SEMANTICS|QLADMIN_DOMAIN_MISMATCH_QUIKLOAN,HIGH,EXCLUDE_FROM_UAT_CLAIMS_PENDING_QUIKLOAN_DESIGN,QuikLoan (MLOANACCR/MLOANBAL) + Loan History,N,SEMANTIC_GOVERNANCE_HOLD,PHASE22A_SEMANTIC_GOVERNANCE_HOLD|PHASE22B_QLADMIN_DOMAIN_ALIGNMENT
2026-06-26T14:24:40Z,SEMANTIC_PSEUDO_CLAIM_REVIEW,RC-9010376529-1-SURRENDER_CLAIM-C0-20180914,QDC-RC-9010376529-1-SURRENDER_CLAIM-C0-20180914,9010376529,,SURRENDER_CLAIM,INFERRED,20180914,532.23,0411|0412,N,1,BORROWED_MONEY_ONLY_CHAIN|LOAN_INTEREST_CAPITALIZATION_PATTERN|LOAN_PRINCIPAL_ACCOUNTING_PATTERN|NON_CLAIM_ACCOUNTING_ACTIVITY|NO_CLAIM_PAYOUT_SEMANTICS|QLADMIN_DOMAIN_MISMATCH_QUIKLOAN,MEDIUM,EXCLUDE_FROM_UAT_CLAIMS_PENDING_QUIKLOAN_DESIGN,QuikLoan (MLOANACCR/MLOANBAL) + Loan History,N,SEMANTIC_GOVERNANCE_HOLD,PHASE22A_SEMANTIC_GOVERNANCE_HOLD|PHASE22B_QLADMIN_DOMAIN_ALIGNMENT
