COVERAGE_ID,TYPE_CODE,SEX,BAND,UWCLS,RECORD_SEQ,SEQ,VALUE_INFO,VALUE_FLOAT,AAGE_KEY0,COVERAGE_ID_NORM,SOURCE,SEGMENT_TYPE
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    14,        .0575000,                     0.0,0x3635382043454E2049205536463150303130303134,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    15,        .0583300,                     0.0,0x3635382043454E2049205536463150303130303135,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    16,        .0591700,                     0.0,0x3635382043454E2049205536463150303130303136,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    17,        .0600000,                     0.0,0x3635382043454E2049205536463150303130303137,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    18,        .0625000,                     0.0,0x3635382043454E2049205536463150303130303138,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    19,        .0650000,                     0.0,0x3635382043454E2049205536463150303130303139,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    20,        .0675000,                     0.0,0x3635382043454E2049205536463150303130303230,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    21,        .0700000,                     0.0,0x3635382043454E2049205536463150303130303231,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    22,        .0725000,                     0.0,0x3635382043454E2049205536463150303130303232,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    23,        .0750000,                     0.0,0x3635382043454E2049205536463150303130303233,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    24,        .0775000,                     0.0,0x3635382043454E2049205536463150303130303234,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    25,        .0800000,                     0.0,0x3635382043454E2049205536463150303130303235,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    26,        .0825000,                     0.0,0x3635382043454E2049205536463150303130303236,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    27,        .0850000,                     0.0,0x3635382043454E2049205536463150303130303237,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    28,        .0866700,                     0.0,0x3635382043454E2049205536463150303130303238,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    29,        .0891700,                     0.0,0x3635382043454E2049205536463150303130303239,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    30,        .0908300,                     0.0,0x3635382043454E2049205536463150303130303330,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    31,        .0933300,                     0.0,0x3635382043454E2049205536463150303130303331,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    32,        .0948700,                     0.0,0x3635382043454E2049205536463150303130303332,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    33,        .0971900,                     0.0,0x3635382043454E2049205536463150303130303333,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    34,        .1002300,                     0.0,0x3635382043454E2049205536463150303130303334,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    35,        .1024000,                     0.0,0x3635382043454E2049205536463150303130303335,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    36,        .1052900,                     0.0,0x3635382043454E2049205536463150303130303336,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    37,        .1081000,                     0.0,0x3635382043454E2049205536463150303130303337,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    38,        .1096700,                     0.0,0x3635382043454E2049205536463150303130303338,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    39,        .1111600,                     0.0,0x3635382043454E2049205536463150303130303339,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    40,        .1137500,                     0.0,0x3635382043454E2049205536463150303130303430,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    41,        .1207500,                     0.0,0x3635382043454E2049205536463150303130303431,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    42,        .1293800,                     0.0,0x3635382043454E2049205536463150303130303432,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    43,        .1368700,                     0.0,0x3635382043454E2049205536463150303130303433,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    44,        .1455000,                     0.0,0x3635382043454E2049205536463150303130303434,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    45,        .1552500,                     0.0,0x3635382043454E2049205536463150303130303435,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    46,        .1661200,                     0.0,0x3635382043454E2049205536463150303130303436,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    47,        .1785000,                     0.0,0x3635382043454E2049205536463150303130303437,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    48,        .1920000,                     0.0,0x3635382043454E2049205536463150303130303438,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    49,        .2066200,                     0.0,0x3635382043454E2049205536463150303130303439,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    50,        .2227500,                     0.0,0x3635382043454E2049205536463150303130303530,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    51,        .2463800,                     0.0,0x3635382043454E2049205536463150303130303531,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    52,        .2722500,                     0.0,0x3635382043454E2049205536463150303130303532,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    53,        .2947500,                     0.0,0x3635382043454E2049205536463150303130303533,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    54,        .3187500,                     0.0,0x3635382043454E2049205536463150303130303534,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    55,        .3442500,                     0.0,0x3635382043454E2049205536463150303130303535,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    56,        .3723800,                     0.0,0x3635382043454E2049205536463150303130303536,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    57,        .4033700,                     0.0,0x3635382043454E2049205536463150303130303537,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    58,        .4382000,                     0.0,0x3635382043454E2049205536463150303130303538,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    59,        .4790300,                     0.0,0x3635382043454E2049205536463150303130303539,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    60,        .5265300,                     0.0,0x3635382043454E2049205536463150303130303630,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    61,        .6088700,                     0.0,0x3635382043454E2049205536463150303130303631,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    62,        .7008600,                     0.0,0x3635382043454E2049205536463150303130303632,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    63,        .7730200,                     0.0,0x3635382043454E2049205536463150303130303633,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    64,        .8521700,                     0.0,0x3635382043454E2049205536463150303130303634,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    65,        .9385600,                     0.0,0x3635382043454E2049205536463150303130303635,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    66,       1.0320900,                     0.0,0x3635382043454E2049205536463150303130303636,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    67,       1.1355400,                     0.0,0x3635382043454E2049205536463150303130303637,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    68,       1.2512500,                     0.0,0x3635382043454E2049205536463150303130303638,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    69,       1.3815500,                     0.0,0x3635382043454E2049205536463150303130303639,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    70,       1.5276300,                     0.0,0x3635382043454E2049205536463150303130303730,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    71,       1.6892900,                     0.0,0x3635382043454E2049205536463150303130303731,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    72,       1.8655900,                     0.0,0x3635382043454E2049205536463150303130303732,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    73,       2.0659900,                     0.0,0x3635382043454E2049205536463150303130303733,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    74,       2.2807600,                     0.0,0x3635382043454E2049205536463150303130303734,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    75,       2.5116800,                     0.0,0x3635382043454E2049205536463150303130303735,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    76,       2.7650800,                     0.0,0x3635382043454E2049205536463150303130303736,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    77,       3.0512100,                     0.0,0x3635382043454E2049205536463150303130303737,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    78,       3.3789400,                     0.0,0x3635382043454E2049205536463150303130303738,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    79,       3.7557500,                     0.0,0x3635382043454E2049205536463150303130303739,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    80,       4.1823900,                     0.0,0x3635382043454E2049205536463150303130303830,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    81,       4.6529200,                     0.0,0x3635382043454E2049205536463150303130303831,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    82,       5.1556900,                     0.0,0x3635382043454E2049205536463150303130303832,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    83,       5.6818200,                     0.0,0x3635382043454E2049205536463150303130303833,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    84,       6.2291400,                     0.0,0x3635382043454E2049205536463150303130303834,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    85,       6.8046800,                     0.0,0x3635382043454E2049205536463150303130303835,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    86,       7.4222200,                     0.0,0x3635382043454E2049205536463150303130303836,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    87,       8.1022700,                     0.0,0x3635382043454E2049205536463150303130303837,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    88,       8.8675200,                     0.0,0x3635382043454E2049205536463150303130303838,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    89,       9.7321400,                     0.0,0x3635382043454E2049205536463150303130303839,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    90,      10.6890400,                     0.0,0x3635382043454E2049205536463150303130303930,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    91,      11.7168300,                     0.0,0x3635382043454E2049205536463150303130303931,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    92,      12.7941100,                     0.0,0x3635382043454E2049205536463150303130303932,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    93,      13.8373300,                     0.0,0x3635382043454E2049205536463150303130303933,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    94,      14.8978100,                     0.0,0x3635382043454E2049205536463150303130303934,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    95,      15.9716300,                     0.0,0x3635382043454E2049205536463150303130303935,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    96,      17.0653800,                     0.0,0x3635382043454E2049205536463150303130303936,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    97,      18.1889800,                     0.0,0x3635382043454E2049205536463150303130303937,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    98,      19.3727600,                     0.0,0x3635382043454E2049205536463150303130303938,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,    99,      20.6773300,                     0.0,0x3635382043454E2049205536463150303130303939,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,P    ,         1,   100,      22.2539600,                     0.0,0x3635382043454E2049205536463150303130313030,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,S    ,         1,     1,        .1504100,                     0.0,0x3635382043454E2049205536463153303130303031,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,S    ,         1,     2,        .0672800,                     0.0,0x3635382043454E2049205536463153303130303032,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,S    ,         1,     3,        .0639600,                     0.0,0x3635382043454E2049205536463153303130303033,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,S    ,         1,     4,        .0623100,                     0.0,0x3635382043454E2049205536463153303130303034,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,S    ,         1,     5,        .0609900,                     0.0,0x3635382043454E2049205536463153303130303035,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,S    ,         1,     6,        .0596100,                     0.0,0x3635382043454E2049205536463153303130303036,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,S    ,         1,     7,        .0604800,                     0.0,0x3635382043454E2049205536463153303130303037,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,S    ,         1,     8,        .0629800,                     0.0,0x3635382043454E2049205536463153303130303038,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,S    ,         1,     9,        .0594400,                     0.0,0x3635382043454E2049205536463153303130303039,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,S    ,         1,    10,        .0547500,                     0.0,0x3635382043454E2049205536463153303130303130,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,S    ,         1,    11,        .0550000,                     0.0,0x3635382043454E2049205536463153303130303131,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,S    ,         1,    12,        .0558300,                     0.0,0x3635382043454E2049205536463153303130303132,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,S    ,         1,    13,        .0566700,                     0.0,0x3635382043454E2049205536463153303130303133,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,S    ,         1,    14,        .0575000,                     0.0,0x3635382043454E2049205536463153303130303134,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,S    ,         1,    15,        .0583300,                     0.0,0x3635382043454E2049205536463153303130303135,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,S    ,         1,    16,        .0591700,                     0.0,0x3635382043454E2049205536463153303130303136,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,S    ,         1,    17,        .0600000,                     0.0,0x3635382043454E2049205536463153303130303137,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,S    ,         1,    18,        .0625000,                     0.0,0x3635382043454E2049205536463153303130303138,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,S    ,         1,    19,        .0650000,                     0.0,0x3635382043454E2049205536463153303130303139,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,S    ,         1,    20,        .0675000,                     0.0,0x3635382043454E2049205536463153303130303230,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,S    ,         1,    21,        .0825000,                     0.0,0x3635382043454E2049205536463153303130303231,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,S    ,         1,    22,        .0983300,                     0.0,0x3635382043454E2049205536463153303130303232,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,S    ,         1,    23,        .1141700,                     0.0,0x3635382043454E2049205536463153303130303233,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,S    ,         1,    24,        .1250000,                     0.0,0x3635382043454E2049205536463153303130303234,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,S    ,         1,    25,        .1300000,                     0.0,0x3635382043454E2049205536463153303130303235,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
658 CEN I  ,U6       ,F  ,1   ,S    ,         1,    26,        .1350000,                     0.0,0x3635382043454E2049205536463153303130303236,658 CEN I,PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,U6_Current_COI
