MPOLICY,MBENTYP,MDATE,MBEN
010376522C,12,20191006,358.46
010376522C,10,20191006,95.60
010376522C,11,20191006,363.49
010376522C,11,20201006,382.62
010376522C,12,20201006,382.62
010376522C,10,20201006,95.60
010376522C,11,20201006,387.66
010376522C,11,20211006,408.06
010376522C,12,20211006,408.06
010376522C,12,20211006,7753.11
010376529C,12,20180914,6.71
010376529C,10,20180914,2000.00
010376529C,11,20180914,15.44
010376529C,11,20181015,186.94
010376529C,12,20181126,165.91
010376529C,12,20181126,186.94
010376529C,11,20181126,157.23
010376529C,12,20190614,60.72
010376529C,12,20190614,3482.37
010380049C,11,20181113,189.90
010380049C,11,20191113,199.89
010380049C,11,20201113,210.41
010380049C,12,20201208,196.34
010380049C,12,20201208,12.50
010380049C,11,20201208,195.73
010380049C,12,20201208,195.73
010380049C,12,20201208,87.50
010380049C,11,20201208,191.45
010380049C,11,20211113,215.97
010380049C,11,20221113,227.33
010380049C,12,20221113,227.33
010380049C,10,20221113,87.50
010380049C,11,20221113,231.94
010380049C,11,20231113,244.15
010380049C,11,20241113,257.00
010380049C,12,20241205,241.88
010380049C,12,20241205,100.00
010380049C,11,20241205,236.94
010380049C,11,20251113,265.00
010380627C,11,20181125,2.30
010380627C,11,20191125,2.42
010380627C,12,20200825,0.62
010380627C,10,20200825,40.93
010380627C,11,20200825,1.15
010380627C,11,20201125,4.73
010380627C,11,20211125,4.98
010380627C,10,20230825,40.93
010380627C,11,20230825,1.83
010380627C,11,20231125,7.49
010380627C,12,20241120,0.11
010380627C,12,20241120,7.49
010380627C,11,20241120,0.10
010380627C,11,20241125,7.49
010380627C,11,20251125,7.88
010381745C,11,20180101,341.04
010381745C,11,20190101,358.99
010381745C,11,20200101,377.88
010381745C,12,20200121,357.73
010381745C,12,20200121,7199.96
010382426C,11,20180112,144.91
010382426C,12,20180404,113.00
010382426C,12,20180404,144.91
010382426C,11,20180404,107.12
010382426C,11,20190112,144.60
010382426C,12,20190405,112.37
010382426C,12,20190405,144.60
010382426C,11,20190405,106.52
010382426C,11,20200112,144.29
010382426C,12,20200412,109.10
010382426C,12,20200412,144.29
010382426C,11,20200412,103.43
010382426C,11,20210112,143.99
010382426C,12,20210322,117.33
010382426C,12,20210322,143.99
010382426C,11,20210322,111.22
010382426C,11,20220112,143.67
010382426C,12,20220412,108.93
010382426C,12,20220412,143.67
010382426C,11,20220412,103.26
010382426C,11,20230112,143.37
010382426C,12,20230322,116.83
010382426C,12,20230322,143.37
010382426C,11,20230322,110.74
010382426C,11,20240112,143.05
010382426C,12,20240229,124.70
010382426C,12,20240229,143.05
010382426C,11,20240229,118.19
010382426C,11,20250112,142.71
010382426C,12,20250224,126.28
010382426C,12,20250224,142.71
010382426C,11,20250224,119.67
010382426C,11,20260112,142.36
010382426C,12,20260227,124.82
010382426C,12,20260227,142.36
010382426C,11,20260227,118.29
010382931C,12,20180115,0.10
010382931C,12,20180115,17.79
010382931C,11,20180115,0.09
010382931C,11,20180117,17.79
010382931C,11,20190117,18.72
010382931C,12,20190117,18.72
010382931C,12,20190117,17.79
010382931C,11,20190117,17.79
010382931C,11,20200117,18.72
010382931C,12,20200129,18.12
010382931C,12,20200129,17.79
010382931C,11,20200129,17.22
010382931C,11,20210114,0.14
010382931C,12,20210114,0.15
010382931C,12,20210114,17.79
010382931C,11,20210117,17.79
010382931C,11,20220117,18.72
010382931C,12,20220126,18.27
010382931C,12,20220126,17.79
010382931C,11,20220126,17.36
010382931C,12,20220210,16.65
010382931C,12,20220210,339.10
010385636C,11,20180209,720.87
010385636C,12,20180507,552.39
010385636C,12,20180507,13865.03
010391004C,11,20180501,242.33
010391004C,12,20180516,232.61
010391004C,12,20180516,230.21
010391004C,11,20180516,221.01
010391004C,11,20190501,242.36
010391004C,12,20190513,234.61
010391004C,12,20190513,230.24
010391004C,11,20190513,222.90
010391004C,11,20200501,242.38
010391004C,12,20200518,231.36
010391004C,12,20200518,230.26
010391004C,11,20200518,219.82
010391004C,11,20210501,242.41
010391004C,12,20210518,231.39
010391004C,12,20210518,230.29
010391004C,11,20210518,219.85
010391004C,11,20220501,242.44
010391004C,12,20220523,228.18
010391004C,12,20220523,230.32
010391004C,11,20220523,216.80
010391004C,11,20230501,242.48
010391004C,12,20230512,235.37
010391004C,12,20230512,230.35
010391004C,11,20230512,223.62
010391004C,11,20240501,242.50
010391004C,12,20240514,234.07
010391004C,12,20240514,230.37
010391004C,11,20240514,222.39
010391004C,11,20250501,242.52
010391004C,12,20250528,225.00
010391004C,12,20250528,230.40
010391004C,11,20250528,213.80
010391004C,11,20260501,242.57
010391004C,12,20260520,230.25
010391004C,12,20260520,630.44
010391004C,11,20260520,198.84
010391228C,11,20180421,59.81
010391228C,12,20180421,59.81
010391228C,10,20180421,45.83
010391228C,11,20180421,62.23
010391228C,12,20181021,31.43
010391228C,10,20181021,45.83
010391228C,11,20181021,32.61
010391228C,11,20190421,67.98
010391228C,12,20190421,67.98
010391228C,10,20190421,45.83
010391228C,11,20190421,70.39
010391228C,12,20191021,35.65
010391228C,10,20191021,45.83
010391228C,11,20191021,36.84
010391228C,11,20200421,76.57
010391228C,12,20200421,76.57
010391228C,10,20200421,45.83
010391228C,11,20200421,78.98
010391228C,12,20201021,39.89
010391228C,10,20201021,45.83
010391228C,11,20201021,41.08
010391228C,11,20210421,85.61
010391228C,12,20210421,85.61
010391228C,10,20210421,45.83
010391228C,11,20210421,88.02
010391228C,12,20211021,44.45
010391228C,10,20211021,45.83
010391228C,11,20211021,45.64
010391228C,11,20220421,95.13
010391228C,12,20220421,95.13
010391228C,10,20220421,45.83
010391228C,11,20220421,97.54
010391228C,12,20221021,49.26
010391228C,10,20221021,45.83
010391228C,11,20221021,50.45
010391228C,11,20230421,105.15
010391228C,12,20230421,105.15
010391228C,10,20230421,45.83
010391228C,11,20230421,107.56
010391228C,12,20231021,54.47
010391228C,10,20231021,45.83
010391228C,11,20231021,55.66
010391228C,12,20240319,10.14
010391228C,12,20240319,2188.14
010391359C,11,20180426,81.50
010391359C,11,20190426,85.79
010391359C,11,20200426,90.31
010391359C,11,20210426,95.06
010391359C,12,20211119,41.75
010391359C,12,20211119,1859.45
010391422C,11,20180601,75.11
010391422C,11,20190601,79.06
010391422C,12,20191120,42.41
010391422C,12,20191120,1538.84
010392138C,11,20180601,633.03
010392138C,11,20190601,666.35
010392138C,12,20200529,5.60
010392138C,12,20200529,226.93
010392138C,11,20200529,5.51
010392138C,11,20200601,689.47
010392138C,11,20210601,725.76
010392138C,11,20220601,763.96
010392138C,11,20230601,804.17
010392138C,12,20231206,396.25
010392138C,12,20231206,15687.10
010393181C,11,20180701,85.74
010393181C,11,20190701,90.25
010393181C,12,20190701,90.25
010393181C,12,20190701,1714.79
010395382C,11,20180801,636.16
010395382C,11,20190801,669.64
010395382C,11,20200801,704.88
010395382C,11,20210801,741.98
010395382C,11,20220801,781.03
010395382C,11,20230801,822.14
010395382C,12,20240528,149.11
010395382C,12,20240528,16293.69
010395761C,11,20180801,211.56
010395761C,12,20180822,199.68
010395761C,12,20180822,200.98
010395761C,11,20180822,189.72
010395761C,12,20190729,1.69
010395761C,12,20190729,4018.49
010396186C,11,20180901,291.68
010396186C,11,20190901,307.03
010396186C,11,20200901,323.19
010396186C,11,20210901,340.20
010396186C,11,20220901,358.11
010396186C,11,20230901,376.96
010396186C,11,20240901,396.80
010396186C,11,20250901,417.68
010396425C,11,20180901,95.22
010396425C,12,20180924,89.36
010396425C,12,20180924,90.46
010396425C,11,20180924,84.91
010396425C,11,20190901,95.24
010396425C,12,20190917,91.18
010396425C,12,20190917,90.48
010396425C,11,20190917,86.63
010396425C,11,20200901,95.25
010396425C,12,20200915,91.69
010396425C,12,20200915,90.49
010396425C,11,20200915,87.11
010396425C,11,20210901,95.26
010396425C,12,20210917,91.19
010396425C,12,20210917,90.50
010396425C,11,20210917,86.64
010396425C,11,20220901,95.27
010396425C,12,20220921,90.18
010396425C,12,20220921,90.51
010396425C,11,20220921,85.68
010396425C,11,20230901,95.29
010396425C,12,20230919,90.72
010396425C,12,20230919,90.52
010396425C,11,20230919,86.19
010396425C,11,20240901,95.30
010396425C,12,20240923,89.69
010396425C,12,20240923,90.53
010396425C,11,20240923,85.22
010396425C,11,20250901,95.31
010396425C,12,20250917,91.23
010396425C,12,20250917,90.55
010396425C,11,20250917,86.69
010397118C,12,20180108,492.21
010397118C,12,20180108,30.00
010397118C,11,20180108,491.20
010397118C,12,20180208,427.60
010397118C,12,20180208,30.00
010397118C,11,20180208,426.72
010397118C,12,20180308,369.16
010397118C,12,20180308,30.00
010397118C,11,20180308,368.41
010397118C,12,20180409,302.48
010397118C,12,20180409,30.00
010397118C,11,20180409,301.86
010397118C,12,20180508,241.98
010397118C,12,20180508,30.00
010397118C,11,20180508,241.49
010397118C,12,20180608,177.34
010397118C,12,20180608,30.00
010397118C,11,20180608,176.98
010397118C,12,20180709,112.68
010397118C,12,20180709,30.00
010397118C,11,20180709,112.45
010397118C,12,20180808,50.08
010397118C,12,20180808,30.00
010397118C,11,20180808,49.98
010397118C,11,20180901,781.28
010397118C,12,20180910,762.49
010397118C,12,20180910,30.00
010397118C,11,20180910,760.95
010397118C,12,20181008,702.47
010397118C,12,20181008,30.00
010397118C,11,20181008,701.05
010397118C,12,20181108,636.17
010397118C,12,20181108,30.00
010397118C,11,20181108,634.89
010397118C,12,20181210,567.75
010397118C,12,20181210,30.00
010397118C,11,20181210,566.61
010397118C,12,20190108,505.63
010397118C,12,20190108,30.00
010397118C,11,20190108,504.62
010397118C,12,20190208,439.29
010397118C,12,20190208,30.00
010397118C,11,20190208,438.41
010397118C,11,20190308,378.51
010397118C,12,20190308,379.27
010397118C,12,20190308,30.00
010397118C,12,20190408,312.90
010397118C,12,20190408,30.00
010397118C,11,20190408,312.28
010397118C,12,20190508,248.64
010397118C,12,20190508,30.00
010397118C,11,20190508,248.14
010397118C,12,20190610,177.96
010397118C,12,20190610,30.00
010397118C,11,20190610,177.61
010397118C,12,20190708,117.93
010397118C,12,20190708,30.00
010397118C,11,20190708,117.69
010397118C,12,20190808,51.47
010397118C,12,20190808,30.00
010397118C,11,20190808,51.37
010397118C,11,20190901,802.93
010397118C,12,20190909,785.82
010397118C,12,20190909,30.00
010397118C,11,20190909,784.27
010397118C,12,20191008,722.19
010397118C,12,20191008,30.00
010397118C,11,20191008,720.78
010397118C,12,20191108,654.27
010397118C,12,20191108,30.00
010397118C,11,20191108,653.00
010397118C,12,20191209,586.33
010397118C,12,20191209,30.00
010397118C,11,20191209,585.19
010397118C,12,20200108,520.53
010397118C,12,20200108,30.00
010397118C,11,20200108,519.51
010397118C,12,20200210,448.20
010397118C,12,20200210,30.00
010397118C,11,20200210,447.33
010397118C,12,20200309,386.69
010397118C,12,20200309,30.00
010397118C,11,20200309,385.94
010397118C,12,20200408,320.83
010397118C,12,20200408,30.00
010397118C,11,20200408,320.20
010397118C,12,20200508,254.94
010397118C,12,20200508,30.00
010397118C,11,20200508,254.45
010397118C,12,20200608,186.85
010397118C,12,20200608,30.00
010397118C,11,20200608,186.50
010397118C,12,20200708,30.00
010397118C,12,20200708,120.93
010397118C,11,20200708,120.70
010397118C,12,20200810,48.39
010397118C,12,20200810,30.00
010397118C,11,20200810,48.30
010397118C,11,20200901,825.73
010397118C,12,20200908,810.29
010397118C,12,20200908,30.00
010397118C,11,20200908,808.74
010397118C,12,20201008,742.52
010397118C,12,20201008,30.00
010397118C,11,20201008,741.10
010397118C,12,20201109,670.29
010397118C,12,20201109,30.00
010397118C,11,20201109,669.02
010397118C,12,20201208,604.70
010397118C,12,20201208,30.00
010397118C,11,20201208,603.55
010397118C,12,20210108,534.63
010397118C,12,20210108,30.00
010397118C,11,20210108,533.62
010397118C,12,20210208,464.53
010397118C,12,20210208,30.00
010397118C,11,20210208,463.65
010397118C,12,20210308,401.11
010397118C,12,20210308,30.00
010397118C,11,20210308,400.36
010397118C,12,20210408,330.96
010397118C,12,20210408,30.00
010397118C,11,20210408,330.33
010397118C,12,20210510,258.51
010397118C,12,20210510,30.00
010397118C,11,20210510,258.02
010397118C,12,20210608,192.77
010397118C,12,20210608,30.00
010397118C,11,20210608,192.42
010397118C,12,20210708,124.77
010397118C,12,20210708,30.00
010397118C,11,20210708,124.54
010397118C,12,20210809,52.20
010397118C,12,20210809,30.00
010397118C,11,20210809,52.10
010397118C,11,20210901,849.72
010397118C,12,20210908,833.83
010397118C,12,20210908,30.00
010397118C,11,20210908,832.28
010397118C,12,20211008,764.13
010397118C,12,20211008,30.00
010397118C,11,20211008,762.72
010397118C,12,20211108,692.13
010397118C,12,20211108,30.00
010397118C,11,20211108,690.85
010397118C,12,20211108,690.85
010397118C,12,20211108,16209.32
010397583C,11,20180901,358.74
010397583C,11,20190901,377.63
010397583C,12,20200831,1.06
010397583C,12,20200831,377.63
010397583C,11,20200831,1.01
010397583C,11,20200901,377.62
010397583C,11,20210901,397.50
010397583C,12,20220831,1.12
010397583C,12,20220831,7948.84
010400462C,11,20181101,390.21
010400462C,12,20190304,260.94
010400462C,12,20190304,50.00
010400462C,11,20190304,259.21
010400462C,11,20191101,408.02
010400462C,11,20201101,429.50
010400462C,11,20211101,452.10
010400462C,12,20220428,234.52
010400462C,12,20220428,8807.55
010402014C,11,20181101,356.88
010402014C,11,20191101,375.67
010402014C,12,20200401,221.99
010402014C,12,20200401,7291.35
010402105C,11,20181201,488.20
010402105C,11,20191201,513.89
010402105C,11,20201201,540.94
010402105C,11,20211201,569.41
010402105C,11,20221201,599.38
010402105C,11,20231201,630.92
010402105C,11,20241201,664.13
010402105C,11,20251201,699.09
010403109C,12,20180501,101.87
010403109C,10,20180501,300.00
010403109C,11,20180501,111.03
010403109C,11,20181201,197.26
010403109C,12,20181207,194.10
010403109C,12,20181207,25.00
010403109C,11,20181207,192.80
010403109C,12,20181211,190.70
010403109C,12,20181211,187.39
010403109C,11,20181211,181.12
010403109C,12,20190307,138.07
010403109C,12,20190307,25.00
010403109C,11,20190307,137.11
010403109C,12,20190410,120.07
010403109C,12,20190410,25.00
010403109C,11,20190410,119.22
010403109C,12,20190516,101.21
010403109C,12,20190516,25.00
010403109C,11,20190516,100.50
010403109C,12,20190722,66.98
010403109C,12,20190722,25.00
010403109C,11,20190722,66.51
010403109C,12,20190909,41.96
010403109C,12,20190909,25.00
010403109C,11,20190909,41.67
010403109C,11,20191201,189.14
010403109C,12,20200114,166.91
010403109C,12,20200114,204.68
010403109C,11,20200114,157.46
010403109C,12,20200205,146.93
010403109C,12,20200205,25.00
010403109C,11,20200205,145.85
010403109C,12,20200226,135.84
010403109C,12,20200226,25.00
010403109C,11,20200226,134.84
010403109C,12,20200519,95.27
010403109C,12,20200519,25.00
010403109C,11,20200519,94.58
010403109C,12,20200723,63.50
010403109C,12,20200723,25.00
010403109C,11,20200723,63.04
010403109C,12,20200922,33.83
010403109C,12,20200922,25.00
010403109C,11,20200922,33.58
010403109C,12,20201026,17.31
010403109C,12,20201026,25.00
010403109C,11,20201026,17.19
010403109C,12,20201117,6.70
010403109C,12,20201117,195.75
010403109C,11,20201117,6.31
010403109C,11,20201201,169.41
010403109C,12,20210521,91.12
010403109C,12,20210521,2000.00
010403109C,11,20210521,35.85
010403109C,12,20211122,1.68
010403109C,12,20211122,66.65
010403109C,11,20211122,1.60
010403109C,11,20211201,66.65
010403109C,12,20211222,62.91
010403109C,12,20211222,25.00
010403109C,11,20211222,61.66
010403109C,12,20220124,55.87
010403109C,12,20220124,25.00
010403109C,11,20220124,54.76
010403109C,12,20220221,49.93
010403109C,12,20220221,25.00
010403109C,11,20220221,48.91
010403109C,12,20220323,43.82
010403109C,12,20220323,25.00
010403109C,11,20220323,42.92
010403109C,12,20220425,37.41
010403109C,12,20220425,25.00
010403109C,11,20220425,36.62
010403109C,12,20220525,31.69
010403109C,12,20220525,25.00
010403109C,11,20220525,31.02
010403109C,12,20220708,23.91
010403109C,12,20220708,25.00
010403109C,11,20220708,23.39
010403109C,12,20220726,20.53
010403109C,12,20220726,25.00
010403109C,11,20220726,20.08
010403109C,12,20220824,15.56
010403109C,12,20220824,25.00
010403109C,11,20220824,15.21
010403109C,12,20220921,10.93
010403109C,12,20220921,25.00
010403109C,11,20220921,10.68
010403109C,12,20221025,5.58
010403109C,12,20221025,25.00
010403109C,11,20221025,5.45
010403109C,12,20221123,1.18
010403109C,12,20221123,77.52
010403109C,11,20221123,1.09
010403109C,11,20221201,51.20
010403109C,12,20230106,46.27
010403109C,12,20230106,25.00
010403109C,11,20230106,45.09
010403109C,12,20230130,41.87
010403109C,12,20230130,25.00
010403109C,11,20230130,40.77
010403109C,12,20230301,25.00
010403109C,11,20230301,35.85
010403109C,12,20230301,36.84
010403109C,12,20230321,33.29
010403109C,12,20230321,25.00
010403109C,11,20230321,32.38
010403109C,12,20230418,28.88
010403109C,12,20230418,25.00
010403109C,11,20230418,28.07
010403109C,12,20230522,23.92
010403109C,12,20230522,25.00
010403109C,11,20230522,23.24
010403109C,12,20230630,18.60
010403109C,12,20230630,25.00
010403109C,11,20230630,18.04
010403109C,12,20230802,14.21
010403109C,12,20230802,25.00
010403109C,11,20230802,13.78
010403109C,12,20230823,11.40
010403109C,12,20230823,25.00
010403109C,11,20230823,11.05
010403109C,12,20230929,6.98
010403109C,12,20230929,25.00
010403109C,11,20230929,6.76
010403109C,12,20231023,4.19
010403109C,12,20231023,25.00
010403109C,11,20231023,4.05
010403109C,11,20231201,39.04
010403109C,12,20231204,38.73
010403109C,12,20231204,62.09
010403109C,11,20231204,35.48
010403109C,12,20240130,30.03
010403109C,12,20240130,25.00
010403109C,11,20240130,28.94
010403109C,12,20240222,26.81
010403109C,12,20240222,25.00
010403109C,11,20240222,25.79
010403109C,12,20240416,20.95
010403109C,12,20240416,25.00
010403109C,11,20240416,20.13
010403109C,12,20240429,19.00
010403109C,12,20240429,25.00
010403109C,11,20240429,18.24
010403109C,11,20240524,15.48
010403109C,12,20240524,16.16
010403109C,12,20240524,25.00
010403109C,12,20240626,12.84
010403109C,12,20240626,25.00
010403109C,11,20240626,12.27
010403109C,12,20240731,9.57
010403109C,12,20240731,25.00
010403109C,11,20240731,9.14
010403109C,12,20240823,7.44
010403109C,12,20240823,25.00
010403109C,11,20240823,7.09
010403109C,12,20241104,1.92
010403109C,12,20241104,50.00
010403109C,11,20241104,1.74
010403109C,11,20241201,24.18
010403109C,12,20241210,23.60
010403109C,12,20241210,47.98
010403109C,11,20241210,21.14
010403109C,12,20250107,19.52
010403109C,12,20250107,25.00
010403109C,11,20250107,18.34
010403109C,12,20250123,17.46
010403109C,12,20250123,25.00
010403109C,11,20250123,16.34
010403109C,12,20250303,14.34
010403109C,12,20250303,25.00
010403109C,11,20250303,13.36
010403109C,12,20250324,12.35
010403109C,12,20250324,25.00
010403109C,11,20250324,11.45
010403109C,12,20250428,9.88
010403109C,12,20250428,25.00
010403109C,11,20250428,9.11
010403109C,12,20250605,7.53
010403109C,12,20250605,25.00
010403109C,11,20250605,6.90
010403109C,12,20250626,6.10
010403109C,12,20250626,25.00
010403109C,11,20250626,5.54
010403109C,12,20250724,4.57
010403109C,12,20250724,25.00
010403109C,11,20250724,4.10
010403109C,12,20250825,3.10
010403109C,12,20250825,25.00
010403109C,11,20250825,2.75
010403109C,12,20250924,1.91
010403109C,12,20250924,25.00
010403109C,11,20250924,1.67
010403109C,12,20251023,0.96
010403109C,12,20251023,25.00
010403109C,11,20251023,0.82
010403109C,12,20251124,0.14
010403109C,12,20251124,32.55
010403109C,11,20251124,0.12
010403109C,11,20251201,6.23
010403109C,12,20251231,5.73
010403109C,12,20251231,25.00
010403109C,11,20251231,4.52
010403109C,12,20260109,4.40
010403109C,12,20260109,93.94
010403109C,12,20260109,0.01
010403789C,11,20181201,67.81
010403789C,12,20181221,64.18
010403789C,12,20181221,64.42
010403789C,11,20181221,60.99
010403789C,11,20191201,67.82
010403789C,12,20191223,63.84
010403789C,12,20191223,67.82
010403789C,11,20191223,60.49
010403789C,11,20201201,67.65
010403789C,12,20201218,64.58
010403789C,12,20201218,67.65
010403789C,11,20201218,61.18
010403789C,11,20211201,67.47
010403789C,12,20211227,62.78
010403789C,12,20211227,67.47
010403789C,11,20211227,59.48
010403789C,11,20221201,67.29
010403789C,12,20230106,60.81
010403789C,12,20230106,67.29
010403789C,11,20230106,57.62
010403789C,11,20231201,67.13
010403789C,12,20231227,62.47
010403789C,12,20231227,67.13
010403789C,11,20231227,59.19
010403789C,11,20241201,66.95
010403789C,12,20241227,66.95
010403789C,11,20241227,59.03
010403789C,12,20241227,62.29
010403789C,11,20251201,66.78
010403789C,12,20251226,62.31
010403789C,12,20251226,66.78
010403789C,11,20251226,59.05
010404600C,11,20181201,626.63
010404600C,11,20191201,659.62
010404600C,11,20201201,694.33
010404600C,11,20211201,730.88
010404600C,11,20221201,769.34
010404600C,11,20231201,809.84
010404600C,11,20241201,852.46
010404600C,11,20251201,897.32
010404857C,12,20180118,99.12
010404857C,12,20180118,2175.82
010405440C,12,20180122,58.24
010405440C,12,20180122,62.41
010405440C,11,20180122,55.18
010405440C,11,20181228,62.25
010405440C,12,20190121,58.25
010405440C,12,20190121,62.25
010405440C,11,20190121,55.20
010405440C,11,20191228,62.09
010405440C,12,20200128,56.95
010405440C,12,20200128,62.09
010405440C,11,20200128,53.97
010405440C,11,20201228,61.93
010405440C,12,20210118,58.45
010405440C,12,20210118,61.93
010405440C,11,20210118,55.38
010405440C,11,20211228,61.77
010405440C,12,20220128,56.65
010405440C,12,20220128,61.77
010405440C,11,20220128,53.68
010405440C,11,20221228,61.61
010405440C,12,20230124,57.16
010405440C,12,20230124,61.61
010405440C,11,20230124,54.16
010405440C,11,20231228,61.45
010405440C,11,20240119,54.81
010405440C,12,20240119,57.84
010405440C,12,20240119,61.45
010405440C,11,20241228,61.29
010405440C,12,20250123,57.03
010405440C,12,20250123,61.29
010405440C,11,20250123,54.04
010405440C,11,20251228,61.14
010405440C,12,20260128,56.07
010405440C,12,20260128,61.14
010405440C,11,20260128,53.13
010407925C,11,20180301,257.66
010407925C,12,20180416,225.91
010407925C,12,20180416,257.66
010407925C,11,20180416,214.10
010407925C,11,20190301,257.04
010407925C,12,20190401,235.78
010407925C,12,20190401,257.04
010407925C,11,20190401,223.42
010407925C,11,20200301,256.39
010407925C,12,20200401,235.12
010407925C,12,20200401,256.39
010407925C,11,20200401,222.80
010407925C,11,20210301,255.74
010407925C,12,20210419,222.17
010407925C,12,20210419,255.74
010407925C,11,20210419,210.55
010407925C,11,20220301,255.13
010407925C,12,20220419,221.64
010407925C,12,20220419,255.13
010407925C,11,20220419,210.05
010407925C,11,20230301,254.52
010407925C,12,20230417,222.56
010407925C,12,20230417,254.52
010407925C,11,20230417,210.92
010407925C,11,20240301,253.90
010407925C,12,20240415,223.30
010407925C,12,20240415,253.90
010407925C,11,20240415,211.62
010407925C,11,20250301,253.29
010407925C,12,20250423,217.31
010407925C,12,20250423,253.39
010407925C,11,20250423,205.95
010407925C,11,20260301,252.69
010407925C,12,20260421,218.16
010407925C,12,20260421,252.69
010407925C,11,20260421,206.75
010417200C,11,20180501,619.73
010417200C,11,20190501,652.34
010417200C,11,20200501,686.68
010417200C,12,20200521,649.96
010417200C,12,20200521,13083.58
010420983C,12,20180108,110.86
010420983C,12,20180108,35.00
010420983C,11,20180108,110.15
010420983C,12,20180206,35.00
010420983C,12,20180206,88.15
010420983C,11,20180206,87.57
010420983C,12,20180306,66.38
010420983C,12,20180306,35.00
010420983C,11,20180306,65.95
010420983C,12,20180406,42.54
010420983C,12,20180406,35.00
010420983C,11,20180406,42.27
010420983C,12,20180507,18.91
010420983C,12,20180507,35.00
010420983C,11,20180507,18.79
010420983C,11,20180601,281.94
010420983C,12,20180606,278.17
010420983C,12,20180606,35.00
010420983C,11,20180606,276.36
010420983C,12,20180706,253.86
010420983C,12,20180706,35.00
010420983C,11,20180706,252.20
010420983C,12,20180806,229.00
010420983C,12,20180806,35.00
010420983C,11,20180806,227.50
010420983C,12,20180906,204.35
010420983C,12,20180906,35.00
010420983C,11,20180906,203.01
010420983C,12,20181008,179.17
010420983C,12,20181008,35.00
010420983C,11,20181008,177.99
010420983C,12,20181011,175.76
010420983C,10,20181011,1600.00
010420983C,11,20181011,229.02
