POLICY_NUMBER,MPOLICY,MBENTYP,MDATE,MBEN,PACTG_CODE,CREDIT_CODE,DEBIT_CODE,LOAN_CODE_SIDE
9010363098,010363098C,11,20180402,5.51,0412,0451,0412,DEBIT
9010363098,010363098C,12,20180504,2.62,0412,0412,0451,CREDIT
9010363098,010363098C,12,20180504,75.00,0413,0413,0012,CREDIT
9010363098,010363098C,11,20180504,2.32,0412,0451,0412,DEBIT
9010363098,010363098C,12,20180529,0.32,0412,0412,0451,CREDIT
9010363098,010363098C,12,20180529,100.00,0413,0413,0012,CREDIT
9010363098,010363098C,11,20180529,0.26,0412,0451,0412,DEBIT
9010363098,010363098C,11,20180602,24.75,0412,0451,0412,DEBIT
9010363098,010363098C,12,20180620,23.56,0412,0412,0451,CREDIT
9010363098,010363098C,12,20180620,23.51,0413,0413,0012,CREDIT
9010363098,010363098C,11,20180620,22.38,0412,0451,0412,DEBIT
9010363098,010363098C,11,20180628,18.65,0412,0451,0412,DEBIT
9010363098,010363098C,12,20180628,21.88,0412,0412,0451,CREDIT
9010363098,010363098C,12,20180628,66.30,0413,0413,0012,CREDIT
9010363098,010363098C,12,20180731,16.87,0412,0412,0451,CREDIT
9010363098,010363098C,12,20180731,74.03,0413,0413,0012,CREDIT
9010363098,010363098C,11,20180731,13.62,0412,0451,0412,DEBIT
9010363098,010363098C,12,20180815,12.97,0412,0412,0451,CREDIT
9010363098,010363098C,12,20180815,84.93,0413,0413,0012,CREDIT
9010363098,010363098C,11,20180815,9.42,0412,0451,0412,DEBIT
9010363098,010363098C,12,20180828,9.01,0412,0412,0451,CREDIT
9010363098,010363098C,12,20180828,75.00,0413,0413,0012,CREDIT
9010363098,010363098C,11,20180828,6.02,0412,0451,0412,DEBIT
9010363098,010363098C,12,20180920,5.53,0412,0412,0451,CREDIT
9010363098,010363098C,12,20180920,75.00,0413,0413,0012,CREDIT
9010363098,010363098C,11,20180920,2.79,0412,0451,0412,DEBIT
9010363098,010363098C,12,20180921,2.78,0412,0412,0451,CREDIT
9010363098,010363098C,12,20180921,76.52,0413,0413,0012,CREDIT
9010367438,010367438C,12,20180628,0.62,0412,0412,0451,CREDIT
9010367438,010367438C,12,20180628,73.46,0413,0413,0012,CREDIT
9010367438,010367438C,11,20180628,0.59,0412,0451,0412,DEBIT
9010367438,010367438C,11,20180701,73.46,0412,0451,0412,DEBIT
9010367438,010367438C,11,20190701,77.32,0412,0451,0412,DEBIT
9010367438,010367438C,11,20200701,81.39,0412,0451,0412,DEBIT
9010367438,010367438C,11,20210701,85.68,0412,0451,0412,DEBIT
9010367438,010367438C,12,20210720,81.33,0412,0412,0451,CREDIT
9010367438,010367438C,12,20210720,81.39,0413,0413,0012,CREDIT
9010367438,010367438C,11,20210720,77.27,0412,0451,0412,DEBIT
9010367438,010367438C,12,20211110,52.45,0412,0412,0451,CREDIT
9010367438,010367438C,12,20211110,1575.62,0413,0413,0038,CREDIT
9010376522,010376522C,11,20181006,335.51,0412,0451,0412,DEBIT
9010376522,010376522C,12,20181006,335.51,0412,0412,0451,CREDIT
9010376522,010376522C,10,20181006,95.60,0411,0037,0411,DEBIT
9010376522,010376522C,11,20181006,340.54,0412,0451,0412,DEBIT
9010376522,010376522C,11,20191006,358.46,0412,0451,0412,DEBIT
9010376522,010376522C,12,20191006,358.46,0412,0412,0451,CREDIT
9010376522,010376522C,10,20191006,95.60,0411,0037,0411,DEBIT
9010376522,010376522C,11,20191006,363.49,0412,0451,0412,DEBIT
9010376522,010376522C,11,20201006,382.62,0412,0451,0412,DEBIT
9010376522,010376522C,12,20201006,382.62,0412,0412,0451,CREDIT
9010376522,010376522C,10,20201006,95.60,0411,0037,0411,DEBIT
9010376522,010376522C,11,20201006,387.66,0412,0451,0412,DEBIT
9010376522,010376522C,11,20211006,408.06,0412,0451,0412,DEBIT
9010376522,010376522C,12,20211006,408.06,0412,0412,0451,CREDIT
9010376522,010376522C,12,20211006,7753.11,0413,0413,0013,CREDIT
9010376529,010376529C,12,20180914,6.71,0412,0412,0451,CREDIT
9010376529,010376529C,10,20180914,2000.00,0411,0037,0411,DEBIT
9010376529,010376529C,11,20180914,15.44,0412,0451,0412,DEBIT
9010376529,010376529C,11,20181015,186.94,0412,0451,0412,DEBIT
9010376529,010376529C,12,20181126,165.91,0412,0412,0451,CREDIT
9010376529,010376529C,12,20181126,186.94,0413,0413,0012,CREDIT
9010376529,010376529C,11,20181126,157.23,0412,0451,0412,DEBIT
9010376529,010376529C,12,20190614,60.72,0412,0412,0451,CREDIT
9010376529,010376529C,12,20190614,3482.37,0413,0413,0013,CREDIT
9010380049,010380049C,11,20181113,189.90,0412,0451,0412,DEBIT
9010380049,010380049C,11,20191113,199.89,0412,0451,0412,DEBIT
9010380049,010380049C,11,20201113,210.41,0412,0451,0412,DEBIT
9010380049,010380049C,12,20201208,196.34,0412,0412,0451,CREDIT
9010380049,010380049C,12,20201208,12.50,0413,0413,0012,CREDIT
9010380049,010380049C,11,20201208,195.73,0412,0451,0412,DEBIT
9010380049,010380049C,12,20201208,195.73,0412,0412,0451,CREDIT
9010380049,010380049C,12,20201208,87.50,0413,0413,0012,CREDIT
9010380049,010380049C,11,20201208,191.45,0412,0451,0412,DEBIT
9010380049,010380049C,11,20211113,215.97,0412,0451,0412,DEBIT
9010380049,010380049C,11,20221113,227.33,0412,0451,0412,DEBIT
9010380049,010380049C,12,20221113,227.33,0412,0412,0451,CREDIT
9010380049,010380049C,10,20221113,87.50,0411,0037,0411,DEBIT
9010380049,010380049C,11,20221113,231.94,0412,0451,0412,DEBIT
9010380049,010380049C,11,20231113,244.15,0412,0451,0412,DEBIT
9010380049,010380049C,11,20241113,257.00,0412,0451,0412,DEBIT
9010380049,010380049C,12,20241205,241.88,0412,0412,0451,CREDIT
9010380049,010380049C,12,20241205,100.00,0413,0413,0012,CREDIT
9010380049,010380049C,11,20241205,236.94,0412,0451,0412,DEBIT
9010380049,010380049C,11,20251113,265.00,0412,0451,0412,DEBIT
9010380627,010380627C,11,20181125,2.30,0412,0451,0412,DEBIT
9010380627,010380627C,11,20191125,2.42,0412,0451,0412,DEBIT
9010380627,010380627C,12,20200825,0.62,0412,0412,0451,CREDIT
9010380627,010380627C,10,20200825,40.93,0411,0037,0411,DEBIT
9010380627,010380627C,11,20200825,1.15,0412,0451,0412,DEBIT
9010380627,010380627C,11,20201125,4.73,0412,0451,0412,DEBIT
9010380627,010380627C,11,20211125,4.98,0412,0451,0412,DEBIT
9010380627,010380627C,10,20230825,40.93,0411,0037,0411,DEBIT
9010380627,010380627C,11,20230825,1.83,0412,0451,0412,DEBIT
9010380627,010380627C,11,20231125,7.49,0412,0451,0412,DEBIT
9010380627,010380627C,12,20241120,0.11,0412,0412,0451,CREDIT
9010380627,010380627C,12,20241120,7.49,0413,0413,0012,CREDIT
9010380627,010380627C,11,20241120,0.10,0412,0451,0412,DEBIT
9010380627,010380627C,11,20241125,7.49,0412,0451,0412,DEBIT
9010380627,010380627C,11,20251125,7.88,0412,0451,0412,DEBIT
9010381745,010381745C,11,20180101,341.04,0412,0451,0412,DEBIT
9010381745,010381745C,11,20190101,358.99,0412,0451,0412,DEBIT
9010381745,010381745C,11,20200101,377.88,0412,0451,0412,DEBIT
9010381745,010381745C,12,20200121,357.73,0412,0412,0451,CREDIT
9010381745,010381745C,12,20200121,7199.96,0413,0413,0013,CREDIT
9010382426,010382426C,11,20180112,144.91,0412,0451,0412,DEBIT
9010382426,010382426C,12,20180404,113.00,0412,0412,0451,CREDIT
9010382426,010382426C,12,20180404,144.91,0413,0413,0012,CREDIT
9010382426,010382426C,11,20180404,107.12,0412,0451,0412,DEBIT
9010382426,010382426C,11,20190112,144.60,0412,0451,0412,DEBIT
9010382426,010382426C,12,20190405,112.37,0412,0412,0451,CREDIT
9010382426,010382426C,12,20190405,144.60,0413,0413,0012,CREDIT
9010382426,010382426C,11,20190405,106.52,0412,0451,0412,DEBIT
9010382426,010382426C,11,20200112,144.29,0412,0451,0412,DEBIT
9010382426,010382426C,12,20200412,109.10,0412,0412,0451,CREDIT
9010382426,010382426C,12,20200412,144.29,0413,0413,0012,CREDIT
9010382426,010382426C,11,20200412,103.43,0412,0451,0412,DEBIT
9010382426,010382426C,11,20210112,143.99,0412,0451,0412,DEBIT
9010382426,010382426C,12,20210322,117.33,0412,0412,0451,CREDIT
9010382426,010382426C,12,20210322,143.99,0413,0413,0012,CREDIT
9010382426,010382426C,11,20210322,111.22,0412,0451,0412,DEBIT
9010382426,010382426C,11,20220112,143.67,0412,0451,0412,DEBIT
9010382426,010382426C,12,20220412,108.93,0412,0412,0451,CREDIT
9010382426,010382426C,12,20220412,143.67,0413,0413,0012,CREDIT
9010382426,010382426C,11,20220412,103.26,0412,0451,0412,DEBIT
9010382426,010382426C,11,20230112,143.37,0412,0451,0412,DEBIT
9010382426,010382426C,12,20230322,116.83,0412,0412,0451,CREDIT
9010382426,010382426C,12,20230322,143.37,0413,0413,0012,CREDIT
9010382426,010382426C,11,20230322,110.74,0412,0451,0412,DEBIT
9010382426,010382426C,11,20240112,143.05,0412,0451,0412,DEBIT
9010382426,010382426C,12,20240229,124.70,0412,0412,0451,CREDIT
9010382426,010382426C,12,20240229,143.05,0413,0413,0012,CREDIT
9010382426,010382426C,11,20240229,118.19,0412,0451,0412,DEBIT
9010382426,010382426C,11,20250112,142.71,0412,0451,0412,DEBIT
9010382426,010382426C,12,20250224,126.28,0412,0412,0451,CREDIT
9010382426,010382426C,12,20250224,142.71,0413,0413,0012,CREDIT
9010382426,010382426C,11,20250224,119.67,0412,0451,0412,DEBIT
9010382931,010382931C,12,20180115,0.10,0412,0412,0451,CREDIT
9010382931,010382931C,12,20180115,17.79,0413,0413,0012,CREDIT
9010382931,010382931C,11,20180115,0.09,0412,0451,0412,DEBIT
9010382931,010382931C,11,20180117,17.79,0412,0451,0412,DEBIT
9010382931,010382931C,11,20190117,18.72,0412,0451,0412,DEBIT
9010382931,010382931C,12,20190117,18.72,0412,0412,0451,CREDIT
9010382931,010382931C,12,20190117,17.79,0413,0413,0012,CREDIT
9010382931,010382931C,11,20190117,17.79,0412,0451,0412,DEBIT
9010382931,010382931C,11,20200117,18.72,0412,0451,0412,DEBIT
9010382931,010382931C,12,20200129,18.12,0412,0412,0451,CREDIT
9010382931,010382931C,12,20200129,17.79,0413,0413,0012,CREDIT
9010382931,010382931C,11,20200129,17.22,0412,0451,0412,DEBIT
9010382931,010382931C,12,20210114,0.15,0412,0412,0451,CREDIT
9010382931,010382931C,12,20210114,17.79,0413,0413,0012,CREDIT
9010382931,010382931C,11,20210114,0.14,0412,0451,0412,DEBIT
9010382931,010382931C,11,20210117,17.79,0412,0451,0412,DEBIT
9010382931,010382931C,11,20220117,18.72,0412,0451,0412,DEBIT
9010382931,010382931C,12,20220126,17.79,0413,0413,0012,CREDIT
9010382931,010382931C,11,20220126,17.36,0412,0451,0412,DEBIT
9010382931,010382931C,12,20220126,18.27,0412,0412,0451,CREDIT
9010382931,010382931C,12,20220210,16.65,0412,0412,0451,CREDIT
9010382931,010382931C,12,20220210,339.10,0413,0413,0038,CREDIT
9010385636,010385636C,11,20180209,720.87,0412,0451,0412,DEBIT
9010385636,010385636C,12,20180507,552.39,0412,0412,0451,CREDIT
9010385636,010385636C,12,20180507,13865.03,0413,0413,0013,CREDIT
9010391004,010391004C,11,20180501,242.33,0412,0451,0412,DEBIT
9010391004,010391004C,11,20180516,221.01,0412,0451,0412,DEBIT
9010391004,010391004C,12,20180516,232.61,0412,0412,0451,CREDIT
9010391004,010391004C,12,20180516,230.21,0413,0413,0012,CREDIT
9010391004,010391004C,11,20190501,242.36,0412,0451,0412,DEBIT
9010391004,010391004C,12,20190513,234.61,0412,0412,0451,CREDIT
9010391004,010391004C,12,20190513,230.24,0413,0413,0012,CREDIT
9010391004,010391004C,11,20190513,222.90,0412,0451,0412,DEBIT
9010391004,010391004C,11,20200501,242.38,0412,0451,0412,DEBIT
9010391004,010391004C,12,20200518,231.36,0412,0412,0451,CREDIT
9010391004,010391004C,12,20200518,230.26,0413,0413,0012,CREDIT
9010391004,010391004C,11,20200518,219.82,0412,0451,0412,DEBIT
9010391004,010391004C,11,20210501,242.41,0412,0451,0412,DEBIT
9010391004,010391004C,12,20210518,231.39,0412,0412,0451,CREDIT
9010391004,010391004C,12,20210518,230.29,0413,0413,0012,CREDIT
9010391004,010391004C,11,20210518,219.85,0412,0451,0412,DEBIT
9010391004,010391004C,11,20220501,242.44,0412,0451,0412,DEBIT
9010391004,010391004C,12,20220523,228.18,0412,0412,0451,CREDIT
9010391004,010391004C,12,20220523,230.32,0413,0413,0012,CREDIT
9010391004,010391004C,11,20220523,216.80,0412,0451,0412,DEBIT
9010391004,010391004C,11,20230501,242.48,0412,0451,0412,DEBIT
9010391004,010391004C,12,20230512,235.37,0412,0412,0451,CREDIT
9010391004,010391004C,12,20230512,230.35,0413,0413,0012,CREDIT
9010391004,010391004C,11,20230512,223.62,0412,0451,0412,DEBIT
9010391004,010391004C,11,20240501,242.50,0412,0451,0412,DEBIT
9010391004,010391004C,12,20240514,234.07,0412,0412,0451,CREDIT
9010391004,010391004C,12,20240514,230.37,0413,0413,0012,CREDIT
9010391004,010391004C,11,20240514,222.39,0412,0451,0412,DEBIT
9010391004,010391004C,11,20250501,242.52,0412,0451,0412,DEBIT
9010391004,010391004C,12,20250528,225.00,0412,0412,0451,CREDIT
9010391004,010391004C,12,20250528,230.40,0413,0413,0012,CREDIT
9010391004,010391004C,11,20250528,213.80,0412,0451,0412,DEBIT
9010391228,010391228C,11,20180421,59.81,0412,0451,0412,DEBIT
9010391228,010391228C,12,20180421,59.81,0412,0412,0451,CREDIT
9010391228,010391228C,10,20180421,45.83,0411,0037,0411,DEBIT
9010391228,010391228C,11,20180421,62.23,0412,0451,0412,DEBIT
9010391228,010391228C,12,20181021,31.43,0412,0412,0451,CREDIT
9010391228,010391228C,10,20181021,45.83,0411,0037,0411,DEBIT
9010391228,010391228C,11,20181021,32.61,0412,0451,0412,DEBIT
9010391228,010391228C,11,20190421,67.98,0412,0451,0412,DEBIT
9010391228,010391228C,12,20190421,67.98,0412,0412,0451,CREDIT
9010391228,010391228C,10,20190421,45.83,0411,0037,0411,DEBIT
9010391228,010391228C,11,20190421,70.39,0412,0451,0412,DEBIT
9010391228,010391228C,12,20191021,35.65,0412,0412,0451,CREDIT
9010391228,010391228C,10,20191021,45.83,0411,0037,0411,DEBIT
9010391228,010391228C,11,20191021,36.84,0412,0451,0412,DEBIT
9010391228,010391228C,11,20200421,76.57,0412,0451,0412,DEBIT
9010391228,010391228C,12,20200421,76.57,0412,0412,0451,CREDIT
9010391228,010391228C,10,20200421,45.83,0411,0037,0411,DEBIT
9010391228,010391228C,11,20200421,78.98,0412,0451,0412,DEBIT
9010391228,010391228C,12,20201021,39.89,0412,0412,0451,CREDIT
9010391228,010391228C,10,20201021,45.83,0411,0037,0411,DEBIT
9010391228,010391228C,11,20201021,41.08,0412,0451,0412,DEBIT
9010391228,010391228C,11,20210421,85.61,0412,0451,0412,DEBIT
9010391228,010391228C,12,20210421,85.61,0412,0412,0451,CREDIT
9010391228,010391228C,10,20210421,45.83,0411,0037,0411,DEBIT
9010391228,010391228C,11,20210421,88.02,0412,0451,0412,DEBIT
9010391228,010391228C,12,20211021,44.45,0412,0412,0451,CREDIT
9010391228,010391228C,10,20211021,45.83,0411,0037,0411,DEBIT
9010391228,010391228C,11,20211021,45.64,0412,0451,0412,DEBIT
9010391228,010391228C,11,20220421,95.13,0412,0451,0412,DEBIT
9010391228,010391228C,12,20220421,95.13,0412,0412,0451,CREDIT
9010391228,010391228C,10,20220421,45.83,0411,0037,0411,DEBIT
9010391228,010391228C,11,20220421,97.54,0412,0451,0412,DEBIT
9010391228,010391228C,12,20221021,49.26,0412,0412,0451,CREDIT
9010391228,010391228C,10,20221021,45.83,0411,0037,0411,DEBIT
9010391228,010391228C,11,20221021,50.45,0412,0451,0412,DEBIT
9010391228,010391228C,11,20230421,105.15,0412,0451,0412,DEBIT
9010391228,010391228C,12,20230421,105.15,0412,0412,0451,CREDIT
9010391228,010391228C,10,20230421,45.83,0411,0037,0411,DEBIT
9010391228,010391228C,11,20230421,107.56,0412,0451,0412,DEBIT
9010391228,010391228C,12,20231021,54.47,0412,0412,0451,CREDIT
9010391228,010391228C,10,20231021,45.83,0411,0037,0411,DEBIT
9010391228,010391228C,11,20231021,55.66,0412,0451,0412,DEBIT
9010391228,010391228C,12,20240319,10.14,0412,0412,0451,CREDIT
9010391228,010391228C,12,20240319,2188.14,0413,0413,0013,CREDIT
9010391359,010391359C,11,20180426,81.50,0412,0451,0412,DEBIT
9010391359,010391359C,11,20190426,85.79,0412,0451,0412,DEBIT
9010391359,010391359C,11,20200426,90.31,0412,0451,0412,DEBIT
9010391359,010391359C,11,20210426,95.06,0412,0451,0412,DEBIT
9010391359,010391359C,12,20211119,41.75,0412,0412,0451,CREDIT
9010391359,010391359C,12,20211119,1859.45,0413,0413,0038,CREDIT
9010391422,010391422C,11,20180601,75.11,0412,0451,0412,DEBIT
9010391422,010391422C,11,20190601,79.06,0412,0451,0412,DEBIT
9010391422,010391422C,12,20191120,42.41,0412,0412,0451,CREDIT
9010391422,010391422C,12,20191120,1538.84,0413,0413,0013,CREDIT
9010392138,010392138C,11,20180601,633.03,0412,0451,0412,DEBIT
9010392138,010392138C,11,20190601,666.35,0412,0451,0412,DEBIT
9010392138,010392138C,12,20200529,5.60,0412,0412,0451,CREDIT
9010392138,010392138C,12,20200529,226.93,0413,0413,0012,CREDIT
9010392138,010392138C,11,20200529,5.51,0412,0451,0412,DEBIT
9010392138,010392138C,11,20200601,689.47,0412,0451,0412,DEBIT
9010392138,010392138C,11,20210601,725.76,0412,0451,0412,DEBIT
9010392138,010392138C,11,20220601,763.96,0412,0451,0412,DEBIT
9010392138,010392138C,11,20230601,804.17,0412,0451,0412,DEBIT
9010392138,010392138C,12,20231206,396.25,0412,0412,0451,CREDIT
9010392138,010392138C,12,20231206,15687.10,0413,0413,0013,CREDIT
9010393181,010393181C,11,20180701,85.74,0412,0451,0412,DEBIT
9010393181,010393181C,11,20190701,90.25,0412,0451,0412,DEBIT
9010393181,010393181C,12,20190701,90.25,0412,0412,0451,CREDIT
9010393181,010393181C,12,20190701,1714.79,0413,0413,0013,CREDIT
9010395382,010395382C,11,20180801,636.16,0412,0451,0412,DEBIT
9010395382,010395382C,11,20190801,669.64,0412,0451,0412,DEBIT
9010395382,010395382C,11,20200801,704.88,0412,0451,0412,DEBIT
9010395382,010395382C,11,20210801,741.98,0412,0451,0412,DEBIT
9010395382,010395382C,11,20220801,781.03,0412,0451,0412,DEBIT
9010395382,010395382C,11,20230801,822.14,0412,0451,0412,DEBIT
9010395382,010395382C,12,20240528,149.11,0412,0412,0451,CREDIT
9010395382,010395382C,12,20240528,16293.69,0413,0413,0038,CREDIT
9010395761,010395761C,11,20180801,211.56,0412,0451,0412,DEBIT
9010395761,010395761C,12,20180822,199.68,0412,0412,0451,CREDIT
9010395761,010395761C,12,20180822,200.98,0413,0413,0012,CREDIT
9010395761,010395761C,11,20180822,189.72,0412,0451,0412,DEBIT
9010395761,010395761C,12,20190729,1.69,0412,0412,0451,CREDIT
9010395761,010395761C,12,20190729,4018.49,0413,0413,0013,CREDIT
9010396186,010396186C,11,20180901,291.68,0412,0451,0412,DEBIT
9010396186,010396186C,11,20190901,307.03,0412,0451,0412,DEBIT
9010396186,010396186C,11,20200901,323.19,0412,0451,0412,DEBIT
9010396186,010396186C,11,20210901,340.20,0412,0451,0412,DEBIT
9010396186,010396186C,11,20220901,358.11,0412,0451,0412,DEBIT
9010396186,010396186C,11,20230901,376.96,0412,0451,0412,DEBIT
9010396186,010396186C,11,20240901,396.80,0412,0451,0412,DEBIT
9010396186,010396186C,11,20250901,417.68,0412,0451,0412,DEBIT
9010396425,010396425C,11,20180901,95.22,0412,0451,0412,DEBIT
9010396425,010396425C,12,20180924,89.36,0412,0412,0451,CREDIT
9010396425,010396425C,12,20180924,90.46,0413,0413,0012,CREDIT
9010396425,010396425C,11,20180924,84.91,0412,0451,0412,DEBIT
9010396425,010396425C,11,20190901,95.24,0412,0451,0412,DEBIT
9010396425,010396425C,12,20190917,91.18,0412,0412,0451,CREDIT
9010396425,010396425C,12,20190917,90.48,0413,0413,0012,CREDIT
9010396425,010396425C,11,20190917,86.63,0412,0451,0412,DEBIT
9010396425,010396425C,11,20200901,95.25,0412,0451,0412,DEBIT
9010396425,010396425C,12,20200915,91.69,0412,0412,0451,CREDIT
9010396425,010396425C,12,20200915,90.49,0413,0413,0012,CREDIT
9010396425,010396425C,11,20200915,87.11,0412,0451,0412,DEBIT
9010396425,010396425C,11,20210901,95.26,0412,0451,0412,DEBIT
9010396425,010396425C,12,20210917,91.19,0412,0412,0451,CREDIT
9010396425,010396425C,12,20210917,90.50,0413,0413,0012,CREDIT
9010396425,010396425C,11,20210917,86.64,0412,0451,0412,DEBIT
9010396425,010396425C,11,20220901,95.27,0412,0451,0412,DEBIT
9010396425,010396425C,12,20220921,90.18,0412,0412,0451,CREDIT
9010396425,010396425C,12,20220921,90.51,0413,0413,0012,CREDIT
9010396425,010396425C,11,20220921,85.68,0412,0451,0412,DEBIT
9010396425,010396425C,11,20230901,95.29,0412,0451,0412,DEBIT
9010396425,010396425C,12,20230919,90.72,0412,0412,0451,CREDIT
9010396425,010396425C,12,20230919,90.52,0413,0413,0012,CREDIT
9010396425,010396425C,11,20230919,86.19,0412,0451,0412,DEBIT
9010396425,010396425C,11,20240901,95.30,0412,0451,0412,DEBIT
9010396425,010396425C,12,20240923,89.69,0412,0412,0451,CREDIT
9010396425,010396425C,12,20240923,90.53,0413,0413,0012,CREDIT
9010396425,010396425C,11,20240923,85.22,0412,0451,0412,DEBIT
9010396425,010396425C,11,20250901,95.31,0412,0451,0412,DEBIT
9010396425,010396425C,12,20250917,91.23,0412,0412,0451,CREDIT
9010396425,010396425C,12,20250917,90.55,0413,0413,0012,CREDIT
9010396425,010396425C,11,20250917,86.69,0412,0451,0412,DEBIT
9010397118,010397118C,12,20180108,492.21,0412,0412,0451,CREDIT
9010397118,010397118C,12,20180108,30.00,0413,0413,0046,CREDIT
9010397118,010397118C,11,20180108,491.20,0412,0451,0412,DEBIT
9010397118,010397118C,12,20180208,427.60,0412,0412,0451,CREDIT
9010397118,010397118C,12,20180208,30.00,0413,0413,0046,CREDIT
9010397118,010397118C,11,20180208,426.72,0412,0451,0412,DEBIT
9010397118,010397118C,12,20180308,369.16,0412,0412,0451,CREDIT
9010397118,010397118C,12,20180308,30.00,0413,0413,0046,CREDIT
9010397118,010397118C,11,20180308,368.41,0412,0451,0412,DEBIT
9010397118,010397118C,12,20180409,302.48,0412,0412,0451,CREDIT
