policy_number,effective_date,credit_code,debit_code,trans_amount,description,reversal_reason_candidate,source_row_number
9011042316   ,      20180716,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,170890
9011042316   ,      20180816,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,170891
9011042316   ,      20180816,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,170892
9011042316   ,      20180816,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,170892
9011042316   ,      20180916,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,170895
9011042316   ,      20180916,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,170895
9011042316   ,      20180916,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,170896
9011042316   ,      20181016,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,170897
9011042316   ,      20181016,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,170897
9011042316   ,      20181016,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,170899
9011042316   ,      20181116,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,170900
9011042316   ,      20181116,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,170900
9011042316   ,      20181116,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,170902
9011042316   ,      20181216,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,170903
9011042316   ,      20181216,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,170903
9011042316   ,      20181216,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,170905
9011042316   ,      20190116,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,170906
9011042316   ,      20190116,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,170906
9011042316   ,      20190116,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,170908
9011042316   ,      20190216,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,170909
9011042316   ,      20190216,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,170909
9011042316   ,      20190216,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,170911
9011042316   ,      20190316,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,170912
9011042316   ,      20190316,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,170912
9011042316   ,      20190316,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,170914
9011042316   ,      20190416,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,170915
9011042316   ,      20190416,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,170915
9011042316   ,      20190416,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,170917
9011042316   ,      20190516,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,170918
9011042316   ,      20190516,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,170918
9011042316   ,      20190516,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,170920
9011042316   ,      20190616,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,170921
9011042316   ,      20190616,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,170921
9011042316   ,      20190616,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,170923
9011042316   ,      20190716,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,170924
9011042316   ,      20190716,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,170924
9011042316   ,      20190716,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,170926
9011042316   ,      20190816,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,170927
9011042316   ,      20190816,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,170927
9011042316   ,      20190816,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,170929
9011042316   ,      20190916,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,170930
9011042316   ,      20190916,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,170930
9011042316   ,      20190916,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,170932
9011042316   ,      20191016,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,170933
9011042316   ,      20191016,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,170933
9011042316   ,      20191016,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,170935
9011042316   ,      20191116,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,170938
9011042316   ,      20191116,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,170938
9011042316   ,      20191116,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,170939
9011042316   ,      20191216,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,170936
9011042316   ,      20191216,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,170940
9011042316   ,      20191216,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,170940
9011042316   ,      20200116,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,170943
9011042316   ,      20200116,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,170943
9011042316   ,      20200116,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,170944
9011042316   ,      20200216,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,170945
9011042316   ,      20200216,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,170945
9011042316   ,      20200216,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,170947
9011042316   ,      20200316,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,170948
9011042316   ,      20200316,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,170948
9011042316   ,      20200316,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,170951
9011042316   ,      20200416,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,170950
9011042316   ,      20200416,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,170950
9011042316   ,      20200416,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,170953
9011042316   ,      20200516,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,170954
9011042316   ,      20200516,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,170954
9011042316   ,      20200516,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,170956
9011042316   ,      20200616,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,170957
9011042316   ,      20200616,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,170957
9011042316   ,      20200616,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,170959
9011042316   ,      20200716,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,170960
9011042316   ,      20200716,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,170960
9011042316   ,      20200716,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,170963
9011042316   ,      20200816,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,170962
9011042316   ,      20200816,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,170962
9011042316   ,      20200816,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,170965
9011042316   ,      20200916,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,170966
9011042316   ,      20200916,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,170966
9011042316   ,      20200916,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,170968
9011042316   ,      20201016,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,170969
9011042316   ,      20201016,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,170969
9011042316   ,      20201016,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,170971
9011042316   ,      20201116,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,170972
9011042316   ,      20201116,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,170972
9011042316   ,      20201116,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,170974
9011042316   ,      20201216,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,170975
9011042316   ,      20201216,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,170975
9011042316   ,      20201216,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,170977
9011042316   ,      20210116,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,170978
9011042316   ,      20210116,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,170978
9011042316   ,      20210116,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,170980
9011042316   ,      20210216,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,170981
9011042316   ,      20210216,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,170981
9011042316   ,      20210216,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,170983
9011042316   ,      20210316,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,170984
9011042316   ,      20210316,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,170984
9011042316   ,      20210316,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,170986
9011042316   ,      20210416,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,170987
9011042316   ,      20210416,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,170987
9011042316   ,      20210416,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,170989
9011042316   ,      20210516,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,170990
9011042316   ,      20210516,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,170990
9011042316   ,      20210516,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,170992
9011042316   ,      20210616,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,170993
9011042316   ,      20210616,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,170993
9011042316   ,      20210616,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,170995
9011042316   ,      20210716,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,170996
9011042316   ,      20210716,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,170996
9011042316   ,      20210716,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,170998
9011042316   ,      20210816,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,170999
9011042316   ,      20210816,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,170999
9011042316   ,      20210816,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,171002
9011042316   ,      20210916,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,171001
9011042316   ,      20210916,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,171001
9011042316   ,      20210916,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,171004
9011042316   ,      20211016,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,171005
9011042316   ,      20211016,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,171005
9011042316   ,      20211016,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,171007
9011042316   ,      20211116,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,171008
9011042316   ,      20211116,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,171008
9011042316   ,      20211116,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,171010
9011042316   ,      20211216,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,171011
9011042316   ,      20211216,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,171011
9011042316   ,      20211216,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,171013
9011042316   ,      20220116,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,171014
9011042316   ,      20220116,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,171014
9011042316   ,      20220116,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,171016
9011042316   ,      20220216,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,171017
9011042316   ,      20220216,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,171017
9011042316   ,      20220216,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,171020
9011042316   ,      20220316,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,171019
9011042316   ,      20220316,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,171019
9011042316   ,      20220316,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,171023
9011042316   ,      20220416,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,171021
9011042316   ,      20220416,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,171021
9011042316   ,      20220416,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,171025
9011042316   ,      20220516,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,171026
9011042316   ,      20220516,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,171026
9011042316   ,      20220516,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,171028
9011042316   ,      20220616,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,171029
9011042316   ,      20220616,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,171029
9011042316   ,      20220616,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,171031
9011042316   ,      20220716,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,171032
9011042316   ,      20220716,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,171032
9011042316   ,      20220716,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,171034
9011042316   ,      20220816,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,171035
9011042316   ,      20220816,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,171035
9011042316   ,      20220816,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,171036
9011042316   ,      20220916,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,171038
9011042316   ,      20220916,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,171038
9011042316   ,      20220916,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,171040
9011042316   ,      20221016,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,171041
9011042316   ,      20221016,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,171041
9011042316   ,      20221016,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,171044
9011042316   ,      20221116,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,171043
9011042316   ,      20221116,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,171043
9011042316   ,      20221116,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,171046
9011042316   ,      20221216,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,171047
9011042316   ,      20221216,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,171047
9011042316   ,      20221216,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,171049
9011042316   ,      20230116,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,171050
9011042316   ,      20230116,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,171050
9011042316   ,      20230116,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,171052
9011042316   ,      20230216,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,171053
9011042316   ,      20230216,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,171053
9011042316   ,      20230216,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,171055
9011042316   ,      20230316,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,171056
9011042316   ,      20230316,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,171056
9011042316   ,      20230316,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,171058
9011042316   ,      20230416,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,171059
9011042316   ,      20230416,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,171059
9011042316   ,      20230416,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,171061
9011042316   ,      20230516,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,171062
9011042316   ,      20230516,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,171062
9011042316   ,      20230516,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,171064
9011042316   ,      20230616,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,171065
9011042316   ,      20230616,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,171065
9011042316   ,      20230616,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,171067
9011042316   ,      20230716,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,171068
9011042316   ,      20230716,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,171068
9011042316   ,      20230716,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,171070
9011042316   ,      20230816,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,171071
9011042316   ,      20230816,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,171071
9011042316   ,      20230816,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,171073
9011042316   ,      20230916,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,171074
9011042316   ,      20230916,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,171074
9011042316   ,      20230916,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,171076
9011042316   ,      20231016,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,171077
9011042316   ,      20231016,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,171077
9011042316   ,      20231016,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,171080
9011042316   ,      20231116,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,171079
9011042316   ,      20231116,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,171079
9011042316   ,      20231116,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,171082
9011042316   ,      20231216,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,171083
9011042316   ,      20231216,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,171083
9011042316   ,      20231216,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,171086
9011042316   ,      20240116,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,171085
9011042316   ,      20240116,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,171085
9011042316   ,      20240116,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,171088
9011042316   ,      20240216,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,171089
9011042316   ,      20240216,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,171089
9011042316   ,      20240216,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,171091
9011042316   ,      20240316,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,171092
9011042316   ,      20240316,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,171092
9011042316   ,      20240316,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,171094
9011042316   ,      20240416,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,171095
9011042316   ,      20240416,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,171095
9011042316   ,      20240416,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,171097
9011042316   ,      20240516,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,171098
9011042316   ,      20240516,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,171098
9011042316   ,      20240516,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,171100
9011042316   ,      20240616,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,171101
9011042316   ,      20240616,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,171101
9011042316   ,      20240616,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,171104
9011042316   ,      20240716,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,171103
9011042316   ,      20240716,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,171103
9011042316   ,      20240716,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,171106
9011042316   ,      20240816,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,171107
9011042316   ,      20240816,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,171107
9011042316   ,      20240816,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,171109
9011042316   ,      20240916,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,171110
9011042316   ,      20240916,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,171110
9011042316   ,      20240916,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,171113
9011042316   ,      20241016,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,171112
9011042316   ,      20241016,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,171112
9011042316   ,      20241016,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,171115
9011042316   ,      20241116,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,171116
9011042316   ,      20241116,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,171116
9011042316   ,      20241116,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,171118
9011042316   ,      20241216,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,171119
9011042316   ,      20241216,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,171119
9011042316   ,      20241216,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,171121
9011042316   ,      20250116,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,171122
9011042316   ,      20250116,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,171122
9011042316   ,      20250116,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,171124
9011042316   ,      20250216,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,171125
9011042316   ,      20250216,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,171125
9011042316   ,      20250216,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,171127
9011042316   ,      20250316,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,171128
9011042316   ,      20250316,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,171128
9011042316   ,      20250316,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,171130
9011042316   ,      20250416,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,171131
9011042316   ,      20250416,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,171131
9011042316   ,      20250416,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,171133
9011042316   ,      20250516,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,171134
9011042316   ,      20250516,        110,        12,            -1.80,            ,SAME_DAY_OPPOSITE_SIGNS,171134
9011042316   ,      20250516,        110,        12,            18.00,            ,SAME_DAY_OPPOSITE_SIGNS,171136
9011042316   ,      20250616,        110,        12,            -1.80,            ,NEGATIVE_TRANS_AMOUNT,171137
