policy_number,mplan,plan_code,effective_date,trans_amount,policy_status,terminated_flag,has_560_same_or_policy,has_0090_same_or_policy,has_1020_same_or_policy,has_payout_pair_same_or_policy,deferred_hold,missing_date,missing_or_zero_amount,negative_amount
9010718277,1659C2,659 CEN II,20210604,585.5,,True,False,False,False,False,True,False,False,False
9010718277,1659C2,659 CEN II,20220604,585.5,,True,False,False,False,False,True,False,False,False
9010718277,1659C2,659 CEN II,20230604,585.5,,True,False,False,False,False,True,False,False,False
9010718277,1659C2,659 CEN II,20240604,585.5,,True,False,False,False,False,True,False,False,False
9010718277,1659C2,659 CEN II,20250604,585.5,,True,False,False,False,False,True,False,False,False
9010718278,1659C2,659 CEN II,20230604,107.11,,True,False,False,False,False,True,False,False,False
9010718495,1659C2,659 CEN II,20180602,1095.75,,True,False,False,False,False,True,False,False,False
9010718495,1659C2,659 CEN II,20190602,1095.75,,True,False,False,False,False,True,False,False,False
9010718495,1659C2,659 CEN II,20200602,1095.75,,True,False,False,False,False,True,False,False,False
9010719553,1659C2,659 CEN II,20180611,134.75,,True,False,False,False,False,True,False,False,False
9010719553,1659C2,659 CEN II,20190611,134.75,,True,False,False,False,False,True,False,False,False
9010719553,1659C2,659 CEN II,20200611,134.75,,True,False,False,False,False,True,False,False,False
9010719553,1659C2,659 CEN II,20210611,134.75,,True,False,False,False,False,True,False,False,False
9010719553,1659C2,659 CEN II,20220611,134.75,,True,False,False,False,False,True,False,False,False
9010719553,1659C2,659 CEN II,20230611,134.75,,True,False,False,False,False,True,False,False,False
9010719553,1659C2,659 CEN II,20240611,134.75,,True,False,False,False,False,True,False,False,False
9010719553,1659C2,659 CEN II,20250611,134.75,,True,False,False,False,False,True,False,False,False
9010719815,1659C2,659 CEN II,20180803,246.75,,True,False,False,False,False,True,False,False,False
9010719815,1659C2,659 CEN II,20190803,246.75,,True,False,False,False,False,True,False,False,False
9010719815,1659C2,659 CEN II,20200803,246.75,,True,False,False,False,False,True,False,False,False
9010719815,1659C2,659 CEN II,20210803,246.75,,True,False,False,False,False,True,False,False,False
9010719815,1659C2,659 CEN II,20220803,246.75,,True,False,False,False,False,True,False,False,False
9010719815,1659C2,659 CEN II,20230803,246.75,,True,False,False,False,False,True,False,False,False
9010719815,1659C2,659 CEN II,20240803,246.75,,True,False,False,False,False,True,False,False,False
9010719815,1659C2,659 CEN II,20250803,246.75,,True,False,False,False,False,True,False,False,False
9010720759,1659C2,659 CEN II,20180618,279.25,,True,False,False,False,False,True,False,False,False
9010720759,1659C2,659 CEN II,20190618,279.25,,True,False,False,False,False,True,False,False,False
9010720759,1659C2,659 CEN II,20200618,279.25,,True,False,False,False,False,True,False,False,False
9010720759,1659C2,659 CEN II,20210618,279.25,,True,False,False,False,False,True,False,False,False
9010720759,1659C2,659 CEN II,20220618,279.25,,True,False,False,False,False,True,False,False,False
9010720759,1659C2,659 CEN II,20230618,279.25,,True,False,False,False,False,True,False,False,False
9010720759,1659C2,659 CEN II,20240618,279.25,,True,False,False,False,False,True,False,False,False
9010720759,1659C2,659 CEN II,20250618,279.25,,True,False,False,False,False,True,False,False,False
9010722734,1659C2,659 CEN II,20180710,912.0,,True,False,False,False,False,True,False,False,False
9010722734,1659C2,659 CEN II,20190710,912.0,,True,False,False,False,False,True,False,False,False
9010722734,1659C2,659 CEN II,20200710,912.0,,True,False,False,False,False,True,False,False,False
9010722734,1659C2,659 CEN II,20210710,912.0,,True,False,False,False,False,True,False,False,False
9010722734,1659C2,659 CEN II,20220710,912.0,,True,False,False,False,False,True,False,False,False
9010722734,1659C2,659 CEN II,20230710,912.0,,True,False,False,False,False,True,False,False,False
9010722734,1659C2,659 CEN II,20240710,912.0,,True,False,False,False,False,True,False,False,False
9010722734,1659C2,659 CEN II,20250710,912.0,,True,False,False,False,False,True,False,False,False
9010723386,1659C2,659 CEN II,20180718,752.0,,True,False,False,False,False,True,False,False,False
9010723386,1659C2,659 CEN II,20190718,752.0,,True,False,False,False,False,True,False,False,False
9010723386,1659C2,659 CEN II,20200718,752.0,,True,False,False,False,False,True,False,False,False
9010723386,1659C2,659 CEN II,20210718,752.0,,True,False,False,False,False,True,False,False,False
9010723386,1659C2,659 CEN II,20220718,752.0,,True,False,False,False,False,True,False,False,False
9010723386,1659C2,659 CEN II,20230718,752.0,,True,False,False,False,False,True,False,False,False
9010723386,1659C2,659 CEN II,20230718,752.0,,True,False,False,False,False,True,False,False,False
9010723386,1659C2,659 CEN II,20240718,752.0,,True,False,False,False,False,True,False,False,False
9010723386,1659C2,659 CEN II,20250718,752.0,,True,False,False,False,False,True,False,False,False
9010723387,1659C2,659 CEN II,20180718,509.0,,True,False,False,False,False,True,False,False,False
9010723387,1659C2,659 CEN II,20190718,509.0,,True,False,False,False,False,True,False,False,False
9010723387,1659C2,659 CEN II,20200718,509.0,,True,False,False,False,False,True,False,False,False
9010723387,1659C2,659 CEN II,20210718,509.0,,True,False,False,False,False,True,False,False,False
9010723387,1659C2,659 CEN II,20220718,509.0,,True,False,False,False,False,True,False,False,False
9010723387,1659C2,659 CEN II,20230718,509.0,,True,False,False,False,False,True,False,False,False
9010723387,1659C2,659 CEN II,20240718,509.0,,True,False,False,False,False,True,False,False,False
9010723387,1659C2,659 CEN II,20250718,509.0,,True,False,False,False,False,True,False,False,False
9010723388,1659C2,659 CEN II,20180718,768.53,,True,False,False,False,False,True,False,False,False
9010723388,1659C2,659 CEN II,20190718,768.53,,True,False,False,False,False,True,False,False,False
9010723388,1659C2,659 CEN II,20200718,768.53,,True,False,False,False,False,True,False,False,False
9010723388,1659C2,659 CEN II,20210718,768.53,,True,False,False,False,False,True,False,False,False
9010723388,1659C2,659 CEN II,20220718,768.53,,True,False,False,False,False,True,False,False,False
9010723523,1659C2,659 CEN II,20180726,222.25,,True,False,False,False,False,True,False,False,False
9010723523,1659C2,659 CEN II,20190726,222.25,,True,False,False,False,False,True,False,False,False
9010723523,1659C2,659 CEN II,20200726,222.25,,True,False,False,False,False,True,False,False,False
9010723523,1659C2,659 CEN II,20210726,222.25,,True,False,False,False,False,True,False,False,False
9010723523,1659C2,659 CEN II,20220726,222.25,,True,False,False,False,False,True,False,False,False
9010723523,1659C2,659 CEN II,20230726,222.25,,True,False,False,False,False,True,False,False,False
9010723523,1659C2,659 CEN II,20240726,222.25,,True,False,False,False,False,True,False,False,False
9010723523,1659C2,659 CEN II,20250726,222.25,,True,False,False,False,False,True,False,False,False
9010723524,1659C2,659 CEN II,20180718,517.0,,True,False,False,False,False,True,False,False,False
9010723524,1659C2,659 CEN II,20190718,517.0,,True,False,False,False,False,True,False,False,False
9010723524,1659C2,659 CEN II,20200718,517.0,,True,False,False,False,False,True,False,False,False
9010723524,1659C2,659 CEN II,20210718,517.0,,True,False,False,False,False,True,False,False,False
9010723524,1659C2,659 CEN II,20220718,517.0,,True,False,False,False,False,True,False,False,False
9010723524,1659C2,659 CEN II,20230718,517.0,,True,False,False,False,False,True,False,False,False
9010723524,1659C2,659 CEN II,20240718,517.0,,True,False,False,False,False,True,False,False,False
9010723524,1659C2,659 CEN II,20250718,517.0,,True,False,False,False,False,True,False,False,False
9010724403,1659C2,659 CEN II,20180801,1184.0,,True,False,False,False,False,True,False,False,False
9010724403,1659C2,659 CEN II,20190801,1184.0,,True,False,False,False,False,True,False,False,False
9010724403,1659C2,659 CEN II,20200801,1184.0,,True,False,False,False,False,True,False,False,False
9010724403,1659C2,659 CEN II,20210801,1184.0,,True,False,False,False,False,True,False,False,False
9010724510,1659C2,659 CEN II,20180801,633.5,,True,False,False,False,False,True,False,False,False
9010724510,1659C2,659 CEN II,20190801,633.5,,True,False,False,False,False,True,False,False,False
9010724510,1659C2,659 CEN II,20200801,633.5,,True,False,False,False,False,True,False,False,False
9010724510,1659C2,659 CEN II,20210801,633.5,,True,False,False,False,False,True,False,False,False
9010724510,1659C2,659 CEN II,20220801,633.5,,True,False,False,False,False,True,False,False,False
9010724510,1659C2,659 CEN II,20230801,633.5,,True,False,False,False,False,True,False,False,False
9010724510,1659C2,659 CEN II,20240801,633.5,,True,False,False,False,False,True,False,False,False
9010724510,1659C2,659 CEN II,20250801,633.5,,True,False,False,False,False,True,False,False,False
9010726922,1659C2,659 CEN II,20180820,134.75,,True,False,False,False,False,True,False,False,False
9010726922,1659C2,659 CEN II,20190820,134.75,,True,False,False,False,False,True,False,False,False
9010726922,1659C2,659 CEN II,20200820,134.75,,True,False,False,False,False,True,False,False,False
9010726922,1659C2,659 CEN II,20210820,134.75,,True,False,False,False,False,True,False,False,False
9010726922,1659C2,659 CEN II,20220820,134.75,,True,False,False,False,False,True,False,False,False
9010726922,1659C2,659 CEN II,20230820,134.75,,True,False,False,False,False,True,False,False,False
9010726922,1659C2,659 CEN II,20240820,134.75,,True,False,False,False,False,True,False,False,False
9010726922,1659C2,659 CEN II,20250820,134.75,,True,False,False,False,False,True,False,False,False
9010728696,1659C2,659 CEN II,20180902,131.5,,True,False,False,False,False,True,False,False,False
9010728696,1659C2,659 CEN II,20190902,131.5,,True,False,False,False,False,True,False,False,False
9010728696,1659C2,659 CEN II,20200902,131.5,,True,False,False,False,False,True,False,False,False
9010728696,1659C2,659 CEN II,20210902,131.5,,True,False,False,False,False,True,False,False,False
9010728696,1659C2,659 CEN II,20220902,131.5,,True,False,False,False,False,True,False,False,False
9010728696,1659C2,659 CEN II,20230902,131.5,,True,False,False,False,False,True,False,False,False
9010729500,1659C2,659 CEN II,20180913,181.0,,True,False,False,False,False,True,False,False,False
9010729500,1659C2,659 CEN II,20190913,181.0,,True,False,False,False,False,True,False,False,False
9010729500,1659C2,659 CEN II,20200913,181.0,,True,False,False,False,False,True,False,False,False
9010729500,1659C2,659 CEN II,20210913,181.0,,True,False,False,False,False,True,False,False,False
9010729500,1659C2,659 CEN II,20220913,181.0,,True,False,False,False,False,True,False,False,False
9010729500,1659C2,659 CEN II,20230913,181.0,,True,False,False,False,False,True,False,False,False
9010729500,1659C2,659 CEN II,20240913,181.0,,True,False,False,False,False,True,False,False,False
9010729500,1659C2,659 CEN II,20250913,181.0,,True,False,False,False,False,True,False,False,False
9010729999,1659C2,659 CEN II,20181009,373.75,,True,False,False,False,False,True,False,False,False
9010729999,1659C2,659 CEN II,20191009,373.75,,True,False,False,False,False,True,False,False,False
9010729999,1659C2,659 CEN II,20201009,373.75,,True,False,False,False,False,True,False,False,False
9010729999,1659C2,659 CEN II,20211009,373.75,,True,False,False,False,False,True,False,False,False
9010729999,1659C2,659 CEN II,20221009,373.75,,True,False,False,False,False,True,False,False,False
9010729999,1659C2,659 CEN II,20231009,373.75,,True,False,False,False,False,True,False,False,False
9010729999,1659C2,659 CEN II,20241009,373.75,,True,False,False,False,False,True,False,False,False
9010729999,1659C2,659 CEN II,20251009,373.75,,True,False,False,False,False,True,False,False,False
9010731608,1659C2,659 CEN II,20181008,271.0,,True,False,False,False,False,True,False,False,False
9010731608,1659C2,659 CEN II,20191008,271.0,,True,False,False,False,False,True,False,False,False
9010731608,1659C2,659 CEN II,20201008,271.0,,True,False,False,False,False,True,False,False,False
9010731608,1659C2,659 CEN II,20211008,271.0,,True,False,False,False,False,True,False,False,False
9010731608,1659C2,659 CEN II,20211008,271.0,,True,False,False,False,False,True,False,False,False
9010732270,1659C2,659 CEN II,20221010,125.75,,True,False,False,False,False,True,False,False,False
9010732270,1659C2,659 CEN II,20231010,125.75,,True,False,False,False,False,True,False,False,False
9010732270,1659C2,659 CEN II,20241010,125.75,,True,False,False,False,False,True,False,False,False
9010732270,1659C2,659 CEN II,20251010,125.75,,True,False,False,False,False,True,False,False,False
9010732276,1659C2,659 CEN II,20221010,150.25,,True,False,False,False,False,True,False,False,False
9010732276,1659C2,659 CEN II,20231010,150.25,,True,False,False,False,False,True,False,False,False
9010732276,1659C2,659 CEN II,20241010,150.25,,True,False,False,False,False,True,False,False,False
9010732276,1659C2,659 CEN II,20251010,150.25,,True,False,False,False,False,True,False,False,False
9010732278,1659C2,659 CEN II,20181010,253.25,,True,False,False,False,False,True,False,False,False
9010732278,1659C2,659 CEN II,20191010,253.25,,True,False,False,False,False,True,False,False,False
9010732278,1659C2,659 CEN II,20201010,253.25,,True,False,False,False,False,True,False,False,False
9010732278,1659C2,659 CEN II,20211010,253.25,,True,False,False,False,False,True,False,False,False
9010732278,1659C2,659 CEN II,20221010,253.25,,True,False,False,False,False,True,False,False,False
9010732278,1659C2,659 CEN II,20231010,253.25,,True,False,False,False,False,True,False,False,False
9010732280,1659C2,659 CEN II,20181010,246.75,,True,False,False,False,False,True,False,False,False
9010732280,1659C2,659 CEN II,20191010,246.75,,True,False,False,False,False,True,False,False,False
9010732280,1659C2,659 CEN II,20201010,246.75,,True,False,False,False,False,True,False,False,False
9010732280,1659C2,659 CEN II,20211010,246.75,,True,False,False,False,False,True,False,False,False
9010732280,1659C2,659 CEN II,20221010,246.75,,True,False,False,False,False,True,False,False,False
9010732280,1659C2,659 CEN II,20231010,246.75,,True,False,False,False,False,True,False,False,False
9010732280,1659C2,659 CEN II,20241010,246.75,,True,False,False,False,False,True,False,False,False
9010732280,1659C2,659 CEN II,20251010,246.75,,True,False,False,False,False,True,False,False,False
9010736736,1659C2,659 CEN II,20201209,134.75,,True,False,False,False,False,True,False,False,False
9010736736,1659C2,659 CEN II,20211209,134.75,,True,False,False,False,False,True,False,False,False
9010736736,1659C2,659 CEN II,20221209,134.75,,True,False,False,False,False,True,False,False,False
9010736736,1659C2,659 CEN II,20231209,134.75,,True,False,False,False,False,True,False,False,False
9010736736,1659C2,659 CEN II,20241209,134.75,,True,False,False,False,False,True,False,False,False
9010736736,1659C2,659 CEN II,20251209,134.75,,True,False,False,False,False,True,False,False,False
9010737378,1659C2,659 CEN II,20181205,325.5,,True,False,False,False,False,True,False,False,False
9010737378,1659C2,659 CEN II,20191205,325.5,,True,False,False,False,False,True,False,False,False
9010737378,1659C2,659 CEN II,20201205,325.5,,True,False,False,False,False,True,False,False,False
9010737378,1659C2,659 CEN II,20211205,325.5,,True,False,False,False,False,True,False,False,False
9010737378,1659C2,659 CEN II,20221205,325.5,,True,False,False,False,False,True,False,False,False
9010737378,1659C2,659 CEN II,20231205,325.5,,True,False,False,False,False,True,False,False,False
9010737378,1659C2,659 CEN II,20241205,325.5,,True,False,False,False,False,True,False,False,False
9010737378,1659C2,659 CEN II,20251205,325.5,,True,False,False,False,False,True,False,False,False
9010738207,1659C2,659 CEN II,20181228,1420.0,,True,False,False,False,False,True,False,False,False
9010738207,1659C2,659 CEN II,20191228,1420.0,,True,False,False,False,False,True,False,False,False
9010738207,1659C2,659 CEN II,20201228,1420.0,,True,False,False,False,False,True,False,False,False
9010738207,1659C2,659 CEN II,20211228,1420.0,,True,False,False,False,False,True,False,False,False
9010738207,1659C2,659 CEN II,20221228,1420.0,,True,False,False,False,False,True,False,False,False
9010738207,1659C2,659 CEN II,20231228,1420.0,,True,False,False,False,False,True,False,False,False
9010738207,1659C2,659 CEN II,20241228,1420.0,,True,False,False,False,False,True,False,False,False
9010738207,1659C2,659 CEN II,20251228,1420.0,,True,False,False,False,False,True,False,False,False
9010738672,1659C2,659 CEN II,20180101,358.0,,True,False,False,False,False,True,False,False,False
9010738672,1659C2,659 CEN II,20190101,358.0,,True,False,False,False,False,True,False,False,False
9010738672,1659C2,659 CEN II,20200101,358.0,,True,False,False,False,False,True,False,False,False
9010738672,1659C2,659 CEN II,20210101,358.0,,True,False,False,False,False,True,False,False,False
9010738672,1659C2,659 CEN II,20220101,358.0,,True,False,False,False,False,True,False,False,False
9010738672,1659C2,659 CEN II,20230101,358.0,,True,False,False,False,False,True,False,False,False
9010738672,1659C2,659 CEN II,20240101,358.0,,True,False,False,False,False,True,False,False,False
9010738672,1659C2,659 CEN II,20250101,358.0,,True,False,False,False,False,True,False,False,False
9010738672,1659C2,659 CEN II,20260101,358.0,,True,False,False,False,False,True,False,False,False
9010740836,1659CR,659 CEN SR,20180128,163.2,,True,False,False,False,False,True,False,False,False
9010740836,1659CR,659 CEN SR,20190128,163.2,,True,False,False,False,False,True,False,False,False
9010741302,1659C2,659 CEN II,20210126,150.25,,True,False,False,False,False,True,False,False,False
9010741302,1659C2,659 CEN II,20220126,150.25,,True,False,False,False,False,True,False,False,False
9010741302,1659C2,659 CEN II,20230126,150.25,,True,False,False,False,False,True,False,False,False
9010741302,1659C2,659 CEN II,20240126,150.25,,True,False,False,False,False,True,False,False,False
9010741302,1659C2,659 CEN II,20250126,150.25,,True,False,False,False,False,True,False,False,False
9010741302,1659C2,659 CEN II,20260126,150.25,,True,False,False,False,False,True,False,False,False
9010741334,1659C2,659 CEN II,20210126,169.75,,True,False,False,False,False,True,False,False,False
9010741334,1659C2,659 CEN II,20220126,169.75,,True,False,False,False,False,True,False,False,False
9010741334,1659C2,659 CEN II,20230126,169.75,,True,False,False,False,False,True,False,False,False
9010741334,1659C2,659 CEN II,20240126,169.75,,True,False,False,False,False,True,False,False,False
9010741334,1659C2,659 CEN II,20250126,169.75,,True,False,False,False,False,True,False,False,False
9010741334,1659C2,659 CEN II,20260126,169.75,,True,False,False,False,False,True,False,False,False
9010742814,1659CR,659 CEN SR,20180211,155.75,,True,False,False,False,False,True,False,False,False
9010743074,1659CR,659 CEN SR,20180220,246.12,,True,False,False,False,False,True,False,False,False
9010743638,1659CR,659 CEN SR,20180227,269.65,,True,False,False,False,False,True,False,False,False
9010743638,1659CR,659 CEN SR,20190227,269.65,,True,False,False,False,False,True,False,False,False
9010743638,1659CR,659 CEN SR,20200227,269.65,,True,False,False,False,False,True,False,False,False
9010743638,1659CR,659 CEN SR,20210227,269.65,,True,False,False,False,False,True,False,False,False
9010743638,1659CR,659 CEN SR,20220227,269.65,,True,False,False,False,False,True,False,False,False
9010743638,1659CR,659 CEN SR,20230227,269.65,,True,False,False,False,False,True,False,False,False
9010743638,1659CR,659 CEN SR,20240227,269.65,,True,False,False,False,False,True,False,False,False
9010743638,1659CR,659 CEN SR,20250227,269.65,,True,False,False,False,False,True,False,False,False
9010744412,1659CR,659 CEN SR,20180306,217.2,,True,False,False,False,False,True,False,False,False
9010744412,1659CR,659 CEN SR,20190306,217.2,,True,False,False,False,False,True,False,False,False
9010744412,1659CR,659 CEN SR,20200306,217.2,,True,False,False,False,False,True,False,False,False
9010744412,1659CR,659 CEN SR,20210306,217.2,,True,False,False,False,False,True,False,False,False
9010744412,1659CR,659 CEN SR,20220306,217.2,,True,False,False,False,False,True,False,False,False
9010745456,1659C2,659 CEN II,20180315,128.5,,True,False,False,False,False,True,False,False,False
9010745456,1659C2,659 CEN II,20190315,128.5,,True,False,False,False,False,True,False,False,False
9010745456,1659C2,659 CEN II,20200315,128.5,,True,False,False,False,False,True,False,False,False
9010745456,1659C2,659 CEN II,20210315,128.5,,True,False,False,False,False,True,False,False,False
9010745456,1659C2,659 CEN II,20220315,128.5,,True,False,False,False,False,True,False,False,False
9010745456,1659C2,659 CEN II,20230315,128.5,,True,False,False,False,False,True,False,False,False
9010745456,1659C2,659 CEN II,20240315,128.5,,True,False,False,False,False,True,False,False,False
9010745456,1659C2,659 CEN II,20250315,128.5,,True,False,False,False,False,True,False,False,False
9010745456,1659C2,659 CEN II,20260315,128.5,,True,False,False,False,False,True,False,False,False
9010745750,1659C2,659 CEN II,20180322,125.75,,True,False,False,False,False,True,False,False,False
9010745750,1659C2,659 CEN II,20190322,125.75,,True,False,False,False,False,True,False,False,False
9010745750,1659C2,659 CEN II,20200322,125.75,,True,False,False,False,False,True,False,False,False
9010745750,1659C2,659 CEN II,20210322,125.75,,True,False,False,False,False,True,False,False,False
9010745750,1659C2,659 CEN II,20220322,125.75,,True,False,False,False,False,True,False,False,False
9010745750,1659C2,659 CEN II,20230322,125.75,,True,False,False,False,False,True,False,False,False
9010745750,1659C2,659 CEN II,20240322,125.75,,True,False,False,False,False,True,False,False,False
9010745750,1659C2,659 CEN II,20250322,125.75,,True,False,False,False,False,True,False,False,False
9010745750,1659C2,659 CEN II,20260322,125.75,,True,False,False,False,False,True,False,False,False
9010745751,1659C2,659 CEN II,20180322,335.45,,True,False,False,False,False,True,False,False,False
9010745751,1659C2,659 CEN II,20190322,335.45,,True,False,False,False,False,True,False,False,False
9010745751,1659C2,659 CEN II,20200322,335.45,,True,False,False,False,False,True,False,False,False
9010745751,1659C2,659 CEN II,20210322,335.45,,True,False,False,False,False,True,False,False,False
9010745751,1659C2,659 CEN II,20220322,335.45,,True,False,False,False,False,True,False,False,False
9010745751,1659C2,659 CEN II,20230322,335.45,,True,False,False,False,False,True,False,False,False
9010745751,1659C2,659 CEN II,20240322,335.45,,True,False,False,False,False,True,False,False,False
9010745751,1659C2,659 CEN II,20250322,335.45,,True,False,False,False,False,True,False,False,False
9010745751,1659C2,659 CEN II,20260322,335.45,,True,False,False,False,False,True,False,False,False
9010746005,1659CR,659 CEN SR,20180325,179.35,,True,False,False,False,False,True,False,False,False
9010746005,1659CR,659 CEN SR,20190325,179.35,,True,False,False,False,False,True,False,False,False
9010746005,1659CR,659 CEN SR,20200325,179.35,,True,False,False,False,False,True,False,False,False
9010746005,1659CR,659 CEN SR,20210325,179.35,,True,False,False,False,False,True,False,False,False
9010746005,1659CR,659 CEN SR,20220325,179.35,,True,False,False,False,False,True,False,False,False
9010746424,1659CR,659 CEN SR,20180328,188.1,,True,False,False,False,False,True,False,False,False
9010746424,1659CR,659 CEN SR,20190328,188.1,,True,False,False,False,False,True,False,False,False
9010746424,1659CR,659 CEN SR,20200328,188.1,,True,False,False,False,False,True,False,False,False
9010746846,1659C2,659 CEN II,20200328,271.0,,True,False,False,False,False,True,False,False,False
9010746846,1659C2,659 CEN II,20210328,271.0,,True,False,False,False,False,True,False,False,False
9010746846,1659C2,659 CEN II,20220328,271.0,,True,False,False,False,False,True,False,False,False
9010746846,1659C2,659 CEN II,20230328,271.0,,True,False,False,False,False,True,False,False,False
9010746846,1659C2,659 CEN II,20240328,271.0,,True,False,False,False,False,True,False,False,False
9010746846,1659C2,659 CEN II,20250328,271.0,,True,False,False,False,False,True,False,False,False
9010746846,1659C2,659 CEN II,20260328,271.0,,True,False,False,False,False,True,False,False,False
9010747186,1659C2,659 CEN II,20180407,847.0,,True,False,False,False,False,True,False,False,False
9010747186,1659C2,659 CEN II,20190407,847.0,,True,False,False,False,False,True,False,False,False
9010747186,1659C2,659 CEN II,20200407,847.0,,True,False,False,False,False,True,False,False,False
9010747186,1659C2,659 CEN II,20210407,847.0,,True,False,False,False,False,True,False,False,False
9010747186,1659C2,659 CEN II,20220407,847.0,,True,False,False,False,False,True,False,False,False
9010747241,1659CR,659 CEN SR,20180408,351.2,,True,False,False,False,False,True,False,False,False
9010747636,1659C2,659 CEN II,20230410,134.75,,True,False,False,False,False,True,False,False,False
