MPOLICY,MBENTYP,MDATE,MBEN
9010415834C,4,20171231,2811.15
9010417200C,4,20171231,5968.75
9010417838C,4,20171231,3072.05
9010418088C,1,20171231,2957.80
9010418562C,4,20171231,2415.63
9010419054C,4,20171231,2932.13
9010420853C,4,20171231,3035.48
9010420983C,4,20171231,3052.75
9010422033C,4,20171231,3067.79
9010422221C,4,20171231,1328.31
9010422417C,1,20171231,1478.90
9010422722C,4,20171231,3102.93
9010422977C,4,20171231,5976.30
9010423540C,4,20171231,3094.01
9010424185C,4,20171231,726.15
9010424798C,4,20171231,2696.79
9010425718C,4,20171231,2270.39
9010425720C,4,20171231,4037.73
9010425845C,4,20171231,3105.44
9010425928C,4,20171231,2967.89
9010425941C,4,20171231,2985.50
9010425942C,4,20171231,1731.85
9010425944C,1,20171231,3739.90
9010426657C,4,20171231,4757.82
9010426747C,4,20171231,4301.30
9010426858C,4,20171231,3077.52
9010426859C,4,20171231,1363.05
9010426961C,4,20171231,4816.49
9010427456C,4,20171231,5968.76
9010427457C,4,20171231,2696.79
9010427723C,4,20171231,3101.69
9010428771C,4,20171231,2193.94
9010429064C,4,20171231,6144.47
9010429066C,4,20171231,1363.28
9010429259C,4,20171231,4724.80
9010429417C,4,20171231,852.91
9010429532C,4,20171231,2568.71
9010429558C,1,20171231,2773.23
9010429710C,4,20171231,2967.89
9010429711C,4,20171231,3128.89
9010429958C,4,20171231,5890.15
9010429965C,4,20171231,4842.25
9010430017C,4,20171231,3128.89
9010430023C,4,20171231,2932.13
9010430086C,4,20171231,2270.39
9010430295C,4,20171231,1276.69
9010430296C,4,20171231,3035.49
9010430993C,4,20171231,3105.44
9010431301C,4,20171231,8222.25
9010431510C,4,20171231,4630.62
9010431738C,4,20171231,3192.86
9010432254C,4,20171231,4292.65
9010432414C,4,20171231,2932.13
9010432631C,4,20171231,1290.09
9010432782C,4,20171231,5811.86
9010432865C,4,20171231,6501.27
9010432866C,4,20171231,6480.95
9010433471C,4,20171231,5.92
9010433630C,4,20171231,1317.58
9010433786C,4,20171231,3737.88
9010434092C,4,20171231,2655.97
9010434418C,4,20171231,1389.60
9010434419C,1,20171231,2967.89
9010434421C,4,20171231,3112.83
9010434422C,4,20171231,4173.65
9010434424C,4,20171231,4754.28
9010434544C,4,20171231,2894.84
9010434659C,4,20171231,2568.71
9010434747C,4,20171231,2712.58
9010434876C,4,20171231,3094.70
9010435244C,4,20171231,1277.06
9010435248C,4,20171231,2717.47
9010435466C,4,20171231,1752.47
9010435609C,4,20171231,1280.45
9010435671C,3,20171231,6577.80
9010435672C,3,20171231,852.91
9010435673C,3,20171231,469.77
9010436044C,4,20171231,2647.79
9010436082C,4,20171231,2943.17
9010436083C,4,20171231,2930.15
9010436406C,1,20171231,18.86
9010436541C,4,20171231,2918.84
9010436599C,4,20171231,2195.57
9010436691C,4,20171231,1876.72
9010436727C,4,20171231,2129.60
9010436782C,1,20171231,3850.50
9010436955C,4,20171231,2537.20
9010436959C,4,20171231,2828.82
9010437076C,4,20171231,2959.17
9010437232C,4,20171231,4556.01
9010437335C,4,20171231,2682.90
9010437794C,4,20171231,1752.47
9010438063C,4,20171231,2957.25
9010438073C,4,20171231,2949.48
9010438325C,1,20171231,2492.66
9010438523C,4,20171231,1263.61
9010438525C,4,20171231,731.07
9010438554C,4,20171231,2925.23
9010438556C,4,20171231,3024.20
9010438820C,4,20171231,2891.20
9010438821C,4,20171231,5858.75
9010438926C,4,20171231,2682.90
9010438938C,4,20171231,2609.67
9010438942C,4,20171231,2270.39
9010439084C,1,20171231,3203.30
9010439156C,1,20171231,2456.00
9010439277C,4,20171231,908.99
9010439527C,4,20171231,2682.90
9010439836C,4,20171231,4651.20
9010439999C,4,20171231,4368.70
9010440000C,4,20171231,1056.64
9010440345C,4,20171231,2270.39
9010440370C,4,20171231,2828.82
9010440371C,4,20171231,2798.20
9010440631C,4,20171231,2965.00
9010441082C,4,20171231,2761.02
9010441084C,4,20171231,1273.42
9010441085C,4,20171231,1290.33
9010441927C,4,20171231,2717.47
9010442216C,4,20171231,2949.49
9010442222C,4,20171231,1320.17
9010442230C,4,20171231,6153.63
9010442330C,4,20171231,2761.02
9010442332C,4,20171231,2795.79
9010442552C,4,20171231,1280.46
9010442906C,4,20171231,1442.40
9010443032C,4,20171231,2609.67
9010443109C,4,20171231,2647.79
9010443287C,4,20171231,4378.36
9010443296C,4,20171231,2129.60
9010443432C,4,20171231,1447.65
9010443646C,4,20171231,1323.56
9010443816C,4,20171231,2455.12
9010444207C,4,20171231,2976.02
9010444283C,4,20171231,1637.84
9010444917C,4,20171231,2795.79
9010445074C,4,20171231,2943.83
9010445091C,4,20171231,2891.20
9010445275C,3,20171231,1609.85
9010445351C,4,20171231,4097.93
9010445575C,4,20171231,1752.48
9010445719C,4,20171231,4189.35
9010446237C,4,20171231,4605.65
9010446416C,4,20171231,1319.09
9010446638C,4,20171231,6235.31
9010446741C,4,20171231,2953.63
9010446852C,4,20171231,2891.20
9010447475C,4,20171231,2782.01
9010447559C,4,20171231,9.01
9010447574C,4,20171231,3932.45
9010448025C,4,20171231,2420.90
9010448181C,4,20171231,2808.12
9010448375C,4,20171231,2662.47
9010448609C,4,20171231,2782.01
9010448806C,4,20171231,2712.76
9010448810C,4,20171231,1254.75
9010448828C,4,20171231,2524.90
9010449013C,4,20171231,2570.72
9010449017C,4,20171231,3.39
9010449050C,4,20171231,2557.49
9010449074C,4,20171231,1259.83
9010449075C,4,20171231,1060.10
9010449155C,4,20171231,2488.90
9010449158C,2,20171231,2439.39
9010449333C,4,20171231,2784.97
9010449334C,4,20171231,2738.05
9010449417C,4,20171231,2806.80
9010449498C,1,20171231,2682.30
9010449512C,4,20171231,1524.00
9010449514C,4,20171231,2750.34
9010449559C,4,20171231,2379.05
9010449959C,4,20171231,3431.94
9010450135C,4,20171231,2809.75
9010450174C,4,20171231,2750.34
9010450300C,4,20171231,878.05
9010450809C,4,20171231,2589.57
9010450811C,4,20171231,1219.99
9010450906C,3,20171231,1948.85
9010451148C,4,20171231,1206.54
9010451149C,4,20171231,1185.95
9010451215C,4,20171231,2667.80
9010451650C,4,20171231,2630.18
9010452169C,4,20171231,1137.80
9010452304C,4,20171231,1199.55
9010452305C,4,20171231,1206.54
9010452516C,4,20171231,5147.81
9010452575C,3,20171231,1654.40
9010454002C,4,20171231,2524.78
9010454003C,4,20171231,1131.82
9010455341C,4,20171231,1198.07
9010455617C,3,20171231,1750.33
9010456114C,4,20171231,2750.35
9010456751C,4,20171231,883.72
9010456928C,4,20171231,2776.68
9010457291C,4,20171231,2524.78
9010457536C,4,20171231,1155.13
9010457537C,4,20171231,1175.85
9010457603C,4,20171231,2776.68
9010457623C,3,20171231,2596.00
9010458190C,4,20171231,2712.76
9010458520C,4,20171231,1223.34
9010458526C,4,20171231,1259.84
9010458657C,1,20171231,2605.30
9010458663C,4,20171231,5214.85
9010458744C,4,20171231,5923.64
9010459011C,4,20171231,4310.50
9010459050C,4,20171231,1062.83
9010459164C,4,20171231,1524.00
9010459336C,4,20171231,4682.62
9010459421C,4,20171231,1138.45
9010459527C,4,20171231,2666.40
9010459653C,4,20171231,2627.89
9010459723C,4,20171231,559.21
9010459814C,4,20171231,2642.45
9010459850C,4,20171231,1413.18
9010459970C,2,20171231,2165.97
9010460323C,3,20171231,739.18
9010460406C,3,20171231,290.96
9010460652C,4,20171231,3296.16
9010460653C,4,20171231,2434.93
9010460886C,4,20171231,1840.92
9010461210C,4,20171231,1406.65
9010461689C,4,20171231,4462.72
9010462057C,4,20171231,2660.72
9010462415C,4,20171231,2234.95
9010462630C,4,20171231,2675.17
9010462631C,4,20171231,1072.20
9010462839C,4,20171231,1109.73
9010463017C,2,20171231,533.56
9010463161C,4,20171231,2907.80
9010463190C,4,20171231,5189.00
9010463420C,4,20171231,2199.97
9010463537C,3,20171231,417.30
9010463553C,4,20171231,4082.74
9010464265C,4,20171231,1152.03
9010464869C,4,20171231,2970.00
9010464870C,4,20171231,2199.97
9010465331C,4,20171231,4751.94
9010465363C,4,20171231,1188.80
9010465451C,4,20171231,7236.52
9010466391C,4,20171231,5402.94
9010466392C,4,20171231,5582.68
9010466458C,4,20171231,4462.73
9010466470C,4,20171231,2464.58
9010466471C,4,20171231,1170.67
9010466472C,4,20171231,1135.30
9010466473C,4,20171231,1118.60
9010466702C,4,20171231,2404.63
9010466706C,4,20171231,1046.45
9010466978C,4,20171231,2642.06
9010467025C,4,20171231,1044.59
9010467061C,3,20171231,1676.92
9010467154C,4,20171231,878.05
9010467173C,4,20171231,2267.89
9010467185C,4,20171231,1135.30
9010467190C,4,20171231,2970.00
9010467500C,4,20171231,290.96
9010467771C,1,20171231,2578.26
9010468945C,4,20171231,3582.88
9010468946C,4,20171231,3762.35
9010469081C,4,20171231,6379.33
9010469430C,3,20171231,2605.30
9010469579C,4,20171231,1123.57
9010469666C,3,20171231,2968.20
9010469728C,4,20171231,2242.97
9010469896C,4,20171231,3401.30
9010469984C,4,20171231,689.80
9010469985C,4,20171231,5840.70
9010470522C,4,20171231,2.42
9010471046C,4,20171231,300.02
9010471534C,4,20171231,941.73
9010471933C,3,20171231,1916.55
9010472182C,4,20171231,6889.77
9010472183C,4,20171231,2227.57
9010473137C,4,20171231,2581.01
9010473867C,4,20171231,1117.74
9010473868C,4,20171231,1086.43
9010474317C,4,20171231,2377.53
9010474318C,4,20171231,2508.55
9010474519C,4,20171231,3652.31
9010474522C,4,20171231,3898.52
9010475571C,1,20171231,2342.49
9010475850C,4,20171231,1319.11
9010476803C,4,20171231,3242.63
9010477512C,4,20171231,4459.46
9010477513C,4,20171231,4792.44
9010477989C,4,20171231,3539.75
9010478213C,4,20171231,406.79
9010478214C,4,20171231,374.96
9010478285C,4,20171231,3879.32
9010478574C,1,20171231,2970.01
9010479749C,4,20171231,2159.22
9010481459C,3,20171231,2524.90
9010483386C,4,20171231,3276.37
9010484578C,4,20171231,1566.50
9010484821C,4,20171231,1752.49
9010484864C,4,20171231,436.44
9010486919C,4,20171231,3431.95
9010486961C,4,20171231,6163.85
9010486964C,4,20171231,3141.18
9010487125C,4,20171231,2265.90
9010487396C,4,20171231,3441.51
9010487886C,1,20171231,856.60
9010487888C,1,20171231,899.90
9010488273C,4,20171231,3635.63
9010488274C,4,20171231,3706.32
9010488878C,4,20171231,2667.80
9010489508C,4,20171231,2223.36
9010491000C,4,20171231,1524.55
9010492604C,3,20171231,1898.15
9010494171C,4,20171231,1752.50
9010494229C,3,20171231,308.44
9010495113C,3,20171231,1454.80
9010495120C,4,20171231,4048.09
9010495122C,4,20171231,2344.33
9010497263C,1,20171231,1654.40
9010497264C,1,20171231,1654.40
9010497768C,3,20171231,2053.12
9010498153C,4,20171231,2394.90
9010498260C,4,20171231,1417.55
9010498617C,3,20171231,1478.36
9010499674C,4,20171231,1637.86
9010499702C,4,20171231,4523.16
9010500671C,3,20171231,58.70
9010500769C,1,20171231,834.80
9010501142C,4,20171231,992.64
9010501836C,4,20171231,5955.76
9010502820C,4,20171231,3618.10
9010502995C,4,20171231,1676.08
9010502996C,4,20171231,3340.41
9010503391C,3,20171231,1981.60
9010505481C,4,20171231,1802.06
9010505549C,1,20171231,1908.70
9010506408C,4,20171231,2084.28
9010506497C,4,20171231,3462.20
9010507004C,3,20171231,1304.20
9010507005C,3,20171231,507.74
9010510553C,4,20171231,2651.05
9010510671C,3,20171231,554.05
9010510979C,4,20171231,3399.83
9010511203C,3,20171231,220.78
9010511240C,4,20171231,1062.94
9010511355C,4,20171231,1981.87
9010511795C,4,20171231,911.69
9010513607C,4,20171231,3911.13
9010513627C,4,20171231,428.96
9010513848C,3,20171231,3991.20
9010513849C,3,20171231,2439.00
9010514051C,3,20171231,1759.60
9010514052C,4,20171231,803.37
9010515598C,4,20171231,3652.51
9010516211C,2,20171231,1069.00
9010517231C,4,20171231,2033.16
9010518048C,4,20171231,4367.29
9010518049C,4,20171231,2246.67
9010518050C,4,20171231,2975.74
9010518051C,4,20171231,3225.80
9010518545C,4,20171231,2712.60
9010520217C,4,20171231,2979.80
9010520451C,3,20171231,710.95
9010521160C,3,20171231,829.82
9010521213C,4,20171231,3764.72
9010521651C,4,20171231,4522.99
9010521756C,4,20171231,1378.90
9010523058C,4,20171231,1903.78
9010523097C,3,20171231,2894.58
9010524029C,1,20171231,1097.74
9010524282C,4,20171231,815.44
9010525250C,4,20171231,1106.98
9010526524C,4,20171231,2054.81
9010526526C,4,20171231,5561.39
9010527102C,4,20171231,843.83
9010527103C,4,20171231,798.92
9010527336C,3,20171231,261.16
9010529613C,4,20171231,4447.40
9010529973C,4,20171231,607.40
9010529993C,4,20171231,2100.37
9010530033C,1,20171231,2479.90
9010532612C,3,20171231,1662.60
9010539198C,4,20171231,2094.23
9010540774C,4,20171231,829.98
9010540781C,1,20171231,843.84
9010541669C,4,20171231,909.03
9010542288C,3,20171231,3766.95
9010543558C,4,20171231,6323.19
9010543559C,4,20171231,6450.30
9010544182C,4,20171231,710.00
9010544183C,3,20171231,790.96
9010545196C,4,20171231,189.12
9010545623C,4,20171231,1678.69
9010546961C,4,20171231,849.62
9010546964C,4,20171231,4067.64
9010547021C,4,20171231,4155.05
9010547488C,4,20171231,1587.95
9010547892C,4,20171231,1849.10
9010548366C,4,20171231,1607.95
9010550088C,4,20171231,865.26
9010550564C,4,20171231,5271.31
9010552856C,4,20171231,1049.55
9010555054C,4,20171231,1235.40
9010555714C,3,20171231,1049.55
9010556634C,1,20171231,1727.41
9010557142C,4,20171231,1727.41
9010559537C,4,20171231,828.17
9010560185C,4,20171231,828.17
9010565013C,4,20171231,2017.46
9010567983C,4,20171231,240.78
9010576755C,4,20171231,1429.36
9010578323C,4,20171231,635.50
9010580685C,4,20171231,758.59
9010581795C,4,20171231,5361.94
9010583923C,3,20171231,2959.40
9010586005C,4,20171231,1323.09
9010590419C,4,20171231,1819.63
9010598049C,4,20171231,2919.02
9010598050C,4,20171231,2945.39
9010607249C,4,20171231,2711.45
9010615191C,4,20171231,1642.25
9010615192C,4,20171231,1727.78
9010639996C,3,20171231,358.35
9010653595C,3,20171231,490.65
9010653596C,3,20171231,455.01
9010728947C,3,20171231,722.61
