reconstructed_claim_id,claim_family,mgrossamt_candidate,mnetamt_candidate,mpaid_candidate,mintamt_candidate,mfedtax_candidate,mloan_candidate,mbalancingstatus,revised_balancing_difference,derivation_status,derivation_confidence
RC-9010368703-2-DEATH_CLAIM-C0-20210114,DEATH_CLAIM,6019.86,6019.86,6019.86,0.0,0.0,0.0,UNBALANCED,6019.86,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010371171-1-DEATH_CLAIM-C0-20240624,DEATH_CLAIM,6430.0,6430.0,12834.01,0.0,0.0,0.0,UNBALANCED,-6404.01,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010371171-2-DEATH_CLAIM-C0-20240624,DEATH_CLAIM,6381.68,6381.68,6381.68,0.0,0.0,0.0,UNBALANCED,6381.68,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010373918-1-SURRENDER_CLAIM-C0-20210412,SURRENDER_CLAIM,0.0,11120.23,11120.23,0.0,0.0,0.0,UNBALANCED,11120.23,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010374779-1-DEATH_CLAIM-C0-20200530,DEATH_CLAIM,4348.0,4348.0,8353.43,0.0,0.0,0.0,UNBALANCED,-4005.43,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010374779-2-DEATH_CLAIM-C0-20200530,DEATH_CLAIM,4005.43,4005.43,4005.43,0.0,0.0,0.0,UNBALANCED,4005.43,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010376522-1-SURRENDER_CLAIM-C0-20181006,SURRENDER_CLAIM,0.0,0.0,0.0,1011.56,0.0,1107.16,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010376522-1-SURRENDER_CLAIM-C1-20191006,SURRENDER_CLAIM,0.0,0.0,0.0,1080.41,0.0,1176.01,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010376522-1-SURRENDER_CLAIM-C2-20201006,SURRENDER_CLAIM,0.0,0.0,0.0,1152.9,0.0,1248.5,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010376522-1-SURRENDER_CLAIM-C3-20211006,SURRENDER_CLAIM,0.0,4592.78,5408.9,816.12,0.0,816.12,UNBALANCED,4592.78,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010376529-1-SURRENDER_CLAIM-C0-20180914,SURRENDER_CLAIM,0.0,0.0,0.0,532.23,0.0,2532.23,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010376529-1-SURRENDER_CLAIM-C1-20190614,SURRENDER_CLAIM,0.0,2451.34,2512.06,60.72,0.0,60.72,UNBALANCED,2451.34,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010376540-1-DEATH_CLAIM-C0-20181014,DEATH_CLAIM,9924.0,10009.54,11706.76,85.54,0.0,0.0,UNBALANCED,-1697.22,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010376540-1-DEATH_CLAIM-C1-20190220,DEATH_CLAIM,0.0,0.0,5810.61,0.0,0.0,0.0,UNBALANCED,-5810.61,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010376540-2-DEATH_CLAIM-C0-20181014,DEATH_CLAIM,7507.83,7507.83,7507.83,0.0,0.0,0.0,UNBALANCED,7507.83,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010377918-1-SURRENDER_CLAIM-C0-20250331,SURRENDER_CLAIM,0.0,15878.94,15878.94,0.0,0.0,0.0,UNBALANCED,15878.94,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010378710-1-DEATH_CLAIM-C0-20210210,DEATH_CLAIM,5000.0,5000.0,6715.85,0.0,0.0,0.0,UNBALANCED,-1715.85,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010378710-2-DEATH_CLAIM-C0-20210210,DEATH_CLAIM,1715.85,1715.85,1715.85,0.0,0.0,0.0,UNBALANCED,1715.85,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010378829-1-DEATH_CLAIM-C0-20210829,DEATH_CLAIM,5000.0,5000.0,7174.45,0.0,0.0,0.0,UNBALANCED,-2174.45,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010378829-2-DEATH_CLAIM-C0-20210829,DEATH_CLAIM,2174.45,2174.45,2174.45,0.0,0.0,0.0,UNBALANCED,2174.45,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010379405-1-SURRENDER_CLAIM-C0-20230526,SURRENDER_CLAIM,0.0,7437.83,7437.83,0.0,0.0,0.0,UNBALANCED,7437.83,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010380049-1-SURRENDER_CLAIM-C0-20181113,SURRENDER_CLAIM,0.0,0.0,0.0,189.9,0.0,189.9,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010380049-1-SURRENDER_CLAIM-C1-20191113,SURRENDER_CLAIM,0.0,0.0,0.0,199.89,0.0,199.89,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010380049-1-SURRENDER_CLAIM-C2-20201113,SURRENDER_CLAIM,0.0,0.0,0.0,989.66,0.0,989.66,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010380049-1-SURRENDER_CLAIM-C3-20211113,SURRENDER_CLAIM,0.0,0.0,0.0,215.97,0.0,215.97,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010380049-1-SURRENDER_CLAIM-C4-20221113,SURRENDER_CLAIM,0.0,0.0,0.0,686.6,0.0,774.1,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010380049-1-SURRENDER_CLAIM-C5-20231113,SURRENDER_CLAIM,0.0,0.0,0.0,244.15,0.0,244.15,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010380049-1-SURRENDER_CLAIM-C6-20241113,SURRENDER_CLAIM,0.0,0.0,0.0,735.82,0.0,735.82,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010380049-1-SURRENDER_CLAIM-C7-20251113,SURRENDER_CLAIM,0.0,0.0,0.0,265.0,0.0,265.0,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010380627-1-SURRENDER_CLAIM-C0-20181125,SURRENDER_CLAIM,0.0,0.0,0.0,2.3,0.0,2.3,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010380627-1-SURRENDER_CLAIM-C1-20190813,SURRENDER_CLAIM,0.0,0.0,0.0,1.3,0.0,1.3,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010380627-1-SURRENDER_CLAIM-C10-20251125,SURRENDER_CLAIM,0.0,0.0,0.0,7.88,0.0,7.88,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010380627-1-SURRENDER_CLAIM-C2-20191125,SURRENDER_CLAIM,0.0,0.0,0.0,2.42,0.0,2.42,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010380627-1-SURRENDER_CLAIM-C3-20200825,SURRENDER_CLAIM,0.0,0.0,0.0,1.77,0.0,42.7,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010380627-1-SURRENDER_CLAIM-C4-20201125,SURRENDER_CLAIM,0.0,0.0,0.0,4.73,0.0,4.73,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010380627-1-SURRENDER_CLAIM-C5-20211125,SURRENDER_CLAIM,0.0,0.0,0.0,4.98,0.0,4.98,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010380627-1-SURRENDER_CLAIM-C6-20230825,SURRENDER_CLAIM,0.0,0.0,0.0,1.83,0.0,42.76,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010380627-1-SURRENDER_CLAIM-C7-20231125,SURRENDER_CLAIM,0.0,0.0,0.0,7.49,0.0,7.49,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010380627-1-SURRENDER_CLAIM-C8-20240814,SURRENDER_CLAIM,0.0,0.0,0.0,4.19,0.0,4.19,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010380627-1-SURRENDER_CLAIM-C9-20241120,SURRENDER_CLAIM,0.0,0.0,0.0,7.7,0.0,7.7,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010381745-1-SURRENDER_CLAIM-C0-20180101,SURRENDER_CLAIM,0.0,0.0,0.0,341.04,0.0,341.04,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010381745-1-SURRENDER_CLAIM-C1-20190101,SURRENDER_CLAIM,0.0,0.0,0.0,358.99,0.0,358.99,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010381745-1-SURRENDER_CLAIM-C2-20200101,SURRENDER_CLAIM,0.0,4912.6,5648.21,735.61,0.0,735.61,UNBALANCED,4912.6,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010382426-1-SURRENDER_CLAIM-C0-20180112,SURRENDER_CLAIM,0.0,0.0,0.0,144.91,0.0,144.91,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010382426-1-SURRENDER_CLAIM-C1-20180404,SURRENDER_CLAIM,0.0,0.0,0.0,220.12,0.0,220.12,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010382426-1-SURRENDER_CLAIM-C10-20230112,SURRENDER_CLAIM,0.0,0.0,0.0,143.37,0.0,143.37,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010382426-1-SURRENDER_CLAIM-C11-20230322,SURRENDER_CLAIM,0.0,0.0,0.0,227.57,0.0,227.57,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010382426-1-SURRENDER_CLAIM-C12-20240112,SURRENDER_CLAIM,0.0,0.0,0.0,385.94,0.0,385.94,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010382426-1-SURRENDER_CLAIM-C13-20250112,SURRENDER_CLAIM,0.0,0.0,0.0,388.66,0.0,388.66,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010382426-1-SURRENDER_CLAIM-C14-20260112,SURRENDER_CLAIM,0.0,0.0,0.0,385.47,0.0,385.47,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010382426-1-SURRENDER_CLAIM-C2-20190112,SURRENDER_CLAIM,0.0,0.0,0.0,144.6,0.0,144.6,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010382426-1-SURRENDER_CLAIM-C3-20190405,SURRENDER_CLAIM,0.0,0.0,0.0,218.89,0.0,218.89,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010382426-1-SURRENDER_CLAIM-C4-20200112,SURRENDER_CLAIM,0.0,0.0,0.0,144.29,0.0,144.29,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010382426-1-SURRENDER_CLAIM-C5-20200412,SURRENDER_CLAIM,0.0,0.0,0.0,212.53,0.0,212.53,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010382426-1-SURRENDER_CLAIM-C6-20210112,SURRENDER_CLAIM,0.0,0.0,0.0,143.99,0.0,143.99,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010382426-1-SURRENDER_CLAIM-C7-20210322,SURRENDER_CLAIM,0.0,0.0,0.0,228.55,0.0,228.55,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010382426-1-SURRENDER_CLAIM-C8-20220112,SURRENDER_CLAIM,0.0,0.0,0.0,143.67,0.0,143.67,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010382426-1-SURRENDER_CLAIM-C9-20220412,SURRENDER_CLAIM,0.0,0.0,0.0,212.19,0.0,212.19,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010382520-1-DEATH_CLAIM-C0-20200820,DEATH_CLAIM,5000.0,5000.0,7807.24,0.0,0.0,0.0,UNBALANCED,-2807.24,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010382520-3-DEATH_CLAIM-C0-20200820,DEATH_CLAIM,2807.24,2807.24,2807.24,0.0,0.0,0.0,UNBALANCED,2807.24,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010382931-1-DEATH_CLAIM-C0-20220210,DEATH_CLAIM,10000.0,10000.0,17290.3,0.0,0.0,0.0,UNBALANCED,-7290.3,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010382931-1-SURRENDER_CLAIM-C0-20180115,SURRENDER_CLAIM,0.0,0.0,0.0,17.98,0.0,17.98,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010382931-1-SURRENDER_CLAIM-C1-20190117,SURRENDER_CLAIM,0.0,0.0,0.0,55.23,0.0,55.23,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010382931-1-SURRENDER_CLAIM-C2-20200117,SURRENDER_CLAIM,0.0,0.0,0.0,54.06,0.0,54.06,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010382931-1-SURRENDER_CLAIM-C3-20210114,SURRENDER_CLAIM,0.0,0.0,0.0,18.08,0.0,18.08,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010382931-1-SURRENDER_CLAIM-C4-20220117,SURRENDER_CLAIM,0.0,0.0,0.0,71.0,0.0,71.0,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010382931-2-DEATH_CLAIM-C0-20220210,DEATH_CLAIM,7603.4,7603.4,7603.4,0.0,0.0,0.0,UNBALANCED,7603.4,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010385491-1-DEATH_CLAIM-C0-20190501,DEATH_CLAIM,9510.0,11000.33,11999.81,1490.33,0.0,0.0,UNBALANCED,-999.48,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010385491-1-DEATH_CLAIM-C1-20210707,DEATH_CLAIM,0.0,0.0,5999.58,0.0,0.0,0.0,UNBALANCED,-5999.58,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010385491-2-DEATH_CLAIM-C0-20190501,DEATH_CLAIM,6999.06,6999.06,6999.06,0.0,0.0,0.0,UNBALANCED,6999.06,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010385636-1-SURRENDER_CLAIM-C0-20180209,SURRENDER_CLAIM,0.0,0.0,0.0,720.87,0.0,720.87,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010385636-1-SURRENDER_CLAIM-C1-20180507,SURRENDER_CLAIM,0.0,9556.45,10108.84,552.39,0.0,552.39,UNBALANCED,9556.45,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010389651-1-DEATH_CLAIM-C0-20240727,DEATH_CLAIM,10931.0,10931.0,22352.18,0.0,0.0,0.0,UNBALANCED,-11421.18,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010389651-2-DEATH_CLAIM-C0-20240727,DEATH_CLAIM,11421.18,11421.18,11421.18,0.0,0.0,0.0,UNBALANCED,11421.18,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010389802-1-SURRENDER_CLAIM-C0-20201026,SURRENDER_CLAIM,0.0,8178.76,8178.76,0.0,0.0,0.0,UNBALANCED,8178.76,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010391004-1-SURRENDER_CLAIM-C0-20180501,SURRENDER_CLAIM,0.0,0.0,0.0,695.95,0.0,695.95,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010391004-1-SURRENDER_CLAIM-C1-20190501,SURRENDER_CLAIM,0.0,0.0,0.0,699.87,0.0,699.87,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010391004-1-SURRENDER_CLAIM-C2-20200501,SURRENDER_CLAIM,0.0,0.0,0.0,693.56,0.0,693.56,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010391004-1-SURRENDER_CLAIM-C3-20210501,SURRENDER_CLAIM,0.0,0.0,0.0,693.65,0.0,693.65,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010391004-1-SURRENDER_CLAIM-C4-20220501,SURRENDER_CLAIM,0.0,0.0,0.0,687.42,0.0,687.42,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010391004-1-SURRENDER_CLAIM-C5-20230501,SURRENDER_CLAIM,0.0,0.0,0.0,701.47,0.0,701.47,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010391004-1-SURRENDER_CLAIM-C6-20240501,SURRENDER_CLAIM,0.0,0.0,0.0,698.96,0.0,698.96,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010391004-1-SURRENDER_CLAIM-C7-20250501,SURRENDER_CLAIM,0.0,0.0,0.0,681.32,0.0,681.32,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010391228-1-SURRENDER_CLAIM-C0-20180421,SURRENDER_CLAIM,0.0,0.0,0.0,181.85,0.0,227.68,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010391228-1-SURRENDER_CLAIM-C1-20181021,SURRENDER_CLAIM,0.0,0.0,0.0,64.04,0.0,109.87,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010391228-1-SURRENDER_CLAIM-C10-20230421,SURRENDER_CLAIM,0.0,0.0,0.0,317.86,0.0,363.69,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010391228-1-SURRENDER_CLAIM-C11-20231021,SURRENDER_CLAIM,0.0,0.0,0.0,110.13,0.0,155.96,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010391228-1-SURRENDER_CLAIM-C12-20240319,SURRENDER_CLAIM,0.0,3997.03,4007.17,10.14,0.0,10.14,UNBALANCED,3997.03,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
