reconstructed_claim_id,policy_number,claim_family,mpaycount_candidate,mpaid_candidate,total_canonical_payments,rulebook_ready_payments,max_payout_date,derivation_status
RC-9010363098-1-SURRENDER_CLAIM-C0-20180201,9010363098,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010363098-5-DEATH_CLAIM-C0-20220917,9010363098,DEATH_CLAIM,1,2765.73,1,0,,NEEDS_MANUAL_REVIEW
RC-9010367438-1-DEATH_CLAIM-C0-20211110,9010367438,DEATH_CLAIM,3,4469.37,3,3,20211110,NEEDS_MANUAL_REVIEW
RC-9010367438-1-SURRENDER_CLAIM-C0-20180628,9010367438,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010367438-1-SURRENDER_CLAIM-C1-20190701,9010367438,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010367438-1-SURRENDER_CLAIM-C2-20200701,9010367438,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010367438-1-SURRENDER_CLAIM-C3-20210701,9010367438,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010367438-1-SURRENDER_CLAIM-C4-20211110,9010367438,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010367438-2-DEATH_CLAIM-C0-20211110,9010367438,DEATH_CLAIM,1,2464.99,1,0,,NEEDS_MANUAL_REVIEW
RC-9010367705-1-SURRENDER_CLAIM-C0-20250626,9010367705,SURRENDER_CLAIM,1,3043.61,1,0,,NEEDS_MANUAL_REVIEW
RC-9010368703-1-DEATH_CLAIM-C0-20210114,9010368703,DEATH_CLAIM,1,12890.67,1,1,20210114,NEEDS_MANUAL_REVIEW
RC-9010368703-2-DEATH_CLAIM-C0-20210114,9010368703,DEATH_CLAIM,1,6019.86,1,0,,NEEDS_MANUAL_REVIEW
RC-9010371171-1-DEATH_CLAIM-C0-20240624,9010371171,DEATH_CLAIM,1,12834.01,1,1,20240624,NEEDS_MANUAL_REVIEW
RC-9010371171-2-DEATH_CLAIM-C0-20240624,9010371171,DEATH_CLAIM,1,6381.68,1,0,,NEEDS_MANUAL_REVIEW
RC-9010373918-1-SURRENDER_CLAIM-C0-20210412,9010373918,SURRENDER_CLAIM,1,11120.23,1,0,,NEEDS_MANUAL_REVIEW
RC-9010374779-1-DEATH_CLAIM-C0-20200530,9010374779,DEATH_CLAIM,1,8353.43,1,1,20200530,NEEDS_MANUAL_REVIEW
RC-9010374779-2-DEATH_CLAIM-C0-20200530,9010374779,DEATH_CLAIM,1,4005.43,1,0,,NEEDS_MANUAL_REVIEW
RC-9010376522-1-SURRENDER_CLAIM-C0-20181006,9010376522,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010376522-1-SURRENDER_CLAIM-C1-20191006,9010376522,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010376522-1-SURRENDER_CLAIM-C2-20201006,9010376522,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010376522-1-SURRENDER_CLAIM-C3-20211006,9010376522,SURRENDER_CLAIM,1,5408.9,1,0,,NEEDS_MANUAL_REVIEW
RC-9010376529-1-SURRENDER_CLAIM-C0-20180914,9010376529,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010376529-1-SURRENDER_CLAIM-C1-20190614,9010376529,SURRENDER_CLAIM,1,2512.06,1,0,,NEEDS_MANUAL_REVIEW
RC-9010376540-1-DEATH_CLAIM-C0-20181014,9010376540,DEATH_CLAIM,2,11706.76,2,2,20181014,NEEDS_MANUAL_REVIEW
RC-9010376540-1-DEATH_CLAIM-C1-20190220,9010376540,DEATH_CLAIM,1,5810.61,1,1,20190220,NEEDS_MANUAL_REVIEW
RC-9010376540-2-DEATH_CLAIM-C0-20181014,9010376540,DEATH_CLAIM,1,7507.83,1,0,,NEEDS_MANUAL_REVIEW
RC-9010377918-1-SURRENDER_CLAIM-C0-20250331,9010377918,SURRENDER_CLAIM,1,15878.94,1,0,,NEEDS_MANUAL_REVIEW
RC-9010378710-1-DEATH_CLAIM-C0-20210210,9010378710,DEATH_CLAIM,1,6715.85,1,0,20210210,NEEDS_MANUAL_REVIEW
RC-9010378710-2-DEATH_CLAIM-C0-20210210,9010378710,DEATH_CLAIM,1,1715.85,1,0,,NEEDS_MANUAL_REVIEW
RC-9010378829-1-DEATH_CLAIM-C0-20210829,9010378829,DEATH_CLAIM,1,7174.45,1,1,20210829,NEEDS_MANUAL_REVIEW
RC-9010378829-2-DEATH_CLAIM-C0-20210829,9010378829,DEATH_CLAIM,1,2174.45,1,0,,NEEDS_MANUAL_REVIEW
RC-9010379405-1-SURRENDER_CLAIM-C0-20230526,9010379405,SURRENDER_CLAIM,1,7437.83,1,0,,NEEDS_MANUAL_REVIEW
RC-9010380049-1-SURRENDER_CLAIM-C0-20181113,9010380049,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010380049-1-SURRENDER_CLAIM-C1-20191113,9010380049,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010380049-1-SURRENDER_CLAIM-C2-20201113,9010380049,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010380049-1-SURRENDER_CLAIM-C3-20211113,9010380049,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010380049-1-SURRENDER_CLAIM-C4-20221113,9010380049,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010380049-1-SURRENDER_CLAIM-C5-20231113,9010380049,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010380049-1-SURRENDER_CLAIM-C6-20241113,9010380049,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010380049-1-SURRENDER_CLAIM-C7-20251113,9010380049,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010380627-1-SURRENDER_CLAIM-C0-20181125,9010380627,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010380627-1-SURRENDER_CLAIM-C1-20190813,9010380627,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010380627-1-SURRENDER_CLAIM-C10-20251125,9010380627,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010380627-1-SURRENDER_CLAIM-C2-20191125,9010380627,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010380627-1-SURRENDER_CLAIM-C3-20200825,9010380627,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010380627-1-SURRENDER_CLAIM-C4-20201125,9010380627,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010380627-1-SURRENDER_CLAIM-C5-20211125,9010380627,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010380627-1-SURRENDER_CLAIM-C6-20230825,9010380627,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010380627-1-SURRENDER_CLAIM-C7-20231125,9010380627,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010380627-1-SURRENDER_CLAIM-C8-20240814,9010380627,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010380627-1-SURRENDER_CLAIM-C9-20241120,9010380627,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010381745-1-SURRENDER_CLAIM-C0-20180101,9010381745,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010381745-1-SURRENDER_CLAIM-C1-20190101,9010381745,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010381745-1-SURRENDER_CLAIM-C2-20200101,9010381745,SURRENDER_CLAIM,1,5648.21,1,0,,NEEDS_MANUAL_REVIEW
RC-9010382426-1-SURRENDER_CLAIM-C0-20180112,9010382426,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010382426-1-SURRENDER_CLAIM-C1-20180404,9010382426,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010382426-1-SURRENDER_CLAIM-C10-20230112,9010382426,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010382426-1-SURRENDER_CLAIM-C11-20230322,9010382426,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010382426-1-SURRENDER_CLAIM-C12-20240112,9010382426,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010382426-1-SURRENDER_CLAIM-C13-20250112,9010382426,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010382426-1-SURRENDER_CLAIM-C14-20260112,9010382426,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010382426-1-SURRENDER_CLAIM-C2-20190112,9010382426,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010382426-1-SURRENDER_CLAIM-C3-20190405,9010382426,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010382426-1-SURRENDER_CLAIM-C4-20200112,9010382426,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010382426-1-SURRENDER_CLAIM-C5-20200412,9010382426,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010382426-1-SURRENDER_CLAIM-C6-20210112,9010382426,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010382426-1-SURRENDER_CLAIM-C7-20210322,9010382426,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010382426-1-SURRENDER_CLAIM-C8-20220112,9010382426,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010382426-1-SURRENDER_CLAIM-C9-20220412,9010382426,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010382520-1-DEATH_CLAIM-C0-20200820,9010382520,DEATH_CLAIM,1,7807.24,1,1,20200820,NEEDS_MANUAL_REVIEW
RC-9010382520-3-DEATH_CLAIM-C0-20200820,9010382520,DEATH_CLAIM,1,2807.24,1,0,,NEEDS_MANUAL_REVIEW
RC-9010382931-1-DEATH_CLAIM-C0-20220210,9010382931,DEATH_CLAIM,1,17290.3,1,1,20220210,NEEDS_MANUAL_REVIEW
RC-9010382931-1-SURRENDER_CLAIM-C0-20180115,9010382931,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010382931-1-SURRENDER_CLAIM-C1-20190117,9010382931,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010382931-1-SURRENDER_CLAIM-C2-20200117,9010382931,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010382931-1-SURRENDER_CLAIM-C3-20210114,9010382931,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010382931-1-SURRENDER_CLAIM-C4-20220117,9010382931,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010382931-2-DEATH_CLAIM-C0-20220210,9010382931,DEATH_CLAIM,1,7603.4,1,0,,NEEDS_MANUAL_REVIEW
RC-9010385491-1-DEATH_CLAIM-C0-20190501,9010385491,DEATH_CLAIM,4,11999.81,4,4,20190501,NEEDS_MANUAL_REVIEW
RC-9010385491-1-DEATH_CLAIM-C1-20210707,9010385491,DEATH_CLAIM,1,5999.58,1,1,20210707,NEEDS_MANUAL_REVIEW
RC-9010385491-2-DEATH_CLAIM-C0-20190501,9010385491,DEATH_CLAIM,1,6999.06,1,0,,NEEDS_MANUAL_REVIEW
RC-9010385636-1-SURRENDER_CLAIM-C0-20180209,9010385636,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010385636-1-SURRENDER_CLAIM-C1-20180507,9010385636,SURRENDER_CLAIM,1,10108.84,1,0,,NEEDS_MANUAL_REVIEW
RC-9010389651-1-DEATH_CLAIM-C0-20240727,9010389651,DEATH_CLAIM,1,22352.18,1,1,20240727,NEEDS_MANUAL_REVIEW
RC-9010389651-2-DEATH_CLAIM-C0-20240727,9010389651,DEATH_CLAIM,1,11421.18,1,0,,NEEDS_MANUAL_REVIEW
RC-9010389802-1-SURRENDER_CLAIM-C0-20201026,9010389802,SURRENDER_CLAIM,1,8178.76,1,0,,NEEDS_MANUAL_REVIEW
RC-9010391004-1-SURRENDER_CLAIM-C0-20180501,9010391004,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010391004-1-SURRENDER_CLAIM-C1-20190501,9010391004,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010391004-1-SURRENDER_CLAIM-C2-20200501,9010391004,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010391004-1-SURRENDER_CLAIM-C3-20210501,9010391004,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010391004-1-SURRENDER_CLAIM-C4-20220501,9010391004,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010391004-1-SURRENDER_CLAIM-C5-20230501,9010391004,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010391004-1-SURRENDER_CLAIM-C6-20240501,9010391004,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010391004-1-SURRENDER_CLAIM-C7-20250501,9010391004,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010391228-1-SURRENDER_CLAIM-C0-20180421,9010391228,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010391228-1-SURRENDER_CLAIM-C1-20181021,9010391228,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010391228-1-SURRENDER_CLAIM-C10-20230421,9010391228,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010391228-1-SURRENDER_CLAIM-C11-20231021,9010391228,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010391228-1-SURRENDER_CLAIM-C12-20240319,9010391228,SURRENDER_CLAIM,1,4007.17,1,0,,NEEDS_MANUAL_REVIEW
RC-9010391228-1-SURRENDER_CLAIM-C2-20190421,9010391228,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010391228-1-SURRENDER_CLAIM-C3-20191021,9010391228,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010391228-1-SURRENDER_CLAIM-C4-20200421,9010391228,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010391228-1-SURRENDER_CLAIM-C5-20201021,9010391228,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010391228-1-SURRENDER_CLAIM-C6-20210421,9010391228,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010391228-1-SURRENDER_CLAIM-C7-20211021,9010391228,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010391228-1-SURRENDER_CLAIM-C8-20220421,9010391228,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010391228-1-SURRENDER_CLAIM-C9-20221021,9010391228,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010391359-1-DEATH_CLAIM-C0-20211119,9010391359,DEATH_CLAIM,1,1260.06,1,1,20211119,NEEDS_MANUAL_REVIEW
RC-9010391359-1-SURRENDER_CLAIM-C0-20180426,9010391359,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010391359-1-SURRENDER_CLAIM-C1-20190426,9010391359,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010391359-1-SURRENDER_CLAIM-C2-20200426,9010391359,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010391359-1-SURRENDER_CLAIM-C3-20210426,9010391359,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010391359-1-SURRENDER_CLAIM-C4-20211119,9010391359,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010391359-2-DEATH_CLAIM-C0-20211119,9010391359,DEATH_CLAIM,1,1118.65,1,0,,NEEDS_MANUAL_REVIEW
RC-9010391359-3-DEATH_CLAIM-C0-20211119,9010391359,DEATH_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010391422-1-SURRENDER_CLAIM-C0-20180601,9010391422,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010391422-1-SURRENDER_CLAIM-C1-20190601,9010391422,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010391422-1-SURRENDER_CLAIM-C2-20191120,9010391422,SURRENDER_CLAIM,1,2460.7,1,0,,NEEDS_MANUAL_REVIEW
RC-9010392138-1-SURRENDER_CLAIM-C0-20180601,9010392138,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010392138-1-SURRENDER_CLAIM-C1-20190601,9010392138,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010392138-1-SURRENDER_CLAIM-C2-20200529,9010392138,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010392138-1-SURRENDER_CLAIM-C3-20210601,9010392138,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010392138-1-SURRENDER_CLAIM-C4-20220601,9010392138,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010392138-1-SURRENDER_CLAIM-C5-20230601,9010392138,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010392138-1-SURRENDER_CLAIM-C6-20231206,9010392138,SURRENDER_CLAIM,1,8571.23,1,0,,NEEDS_MANUAL_REVIEW
RC-9010392493-1-DISBURSEMENT_CLAIM-C0-20200210,9010392493,DISBURSEMENT_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010392493-1-SURRENDER_CLAIM-C0-20200210,9010392493,SURRENDER_CLAIM,1,3422.27,1,0,,NEEDS_MANUAL_REVIEW
RC-9010392763-1-DEATH_CLAIM-C0-20220408,9010392763,DEATH_CLAIM,4,5098.01,4,4,20220408,NEEDS_MANUAL_REVIEW
RC-9010392763-2-DEATH_CLAIM-C0-20220408,9010392763,DEATH_CLAIM,1,910.01,1,0,,NEEDS_MANUAL_REVIEW
RC-9010393158-1-DEATH_CLAIM-C0-20210207,9010393158,DEATH_CLAIM,1,11321.7,1,1,20210207,NEEDS_MANUAL_REVIEW
RC-9010393158-2-DEATH_CLAIM-C0-20210207,9010393158,DEATH_CLAIM,1,5295.97,1,0,,NEEDS_MANUAL_REVIEW
RC-9010393181-1-DISBURSEMENT_CLAIM-C0-20190702,9010393181,DISBURSEMENT_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010393181-1-SURRENDER_CLAIM-C0-20180701,9010393181,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010393181-1-SURRENDER_CLAIM-C1-20190701,9010393181,SURRENDER_CLAIM,1,2685.0,1,0,,NEEDS_MANUAL_REVIEW
RC-9010393931-1-DISBURSEMENT_CLAIM-C0-20251215,9010393931,DISBURSEMENT_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010393931-1-SURRENDER_CLAIM-C0-20251208,9010393931,SURRENDER_CLAIM,1,9141.86,1,0,,NEEDS_MANUAL_REVIEW
RC-9010394249-1-DEATH_CLAIM-C0-20240916,9010394249,DEATH_CLAIM,1,13044.15,1,1,20240916,NEEDS_MANUAL_REVIEW
RC-9010394249-2-DEATH_CLAIM-C0-20240916,9010394249,DEATH_CLAIM,1,6142.86,1,0,,NEEDS_MANUAL_REVIEW
RC-9010394662-1-DEATH_CLAIM-C0-20211009,9010394662,DEATH_CLAIM,1,4928.4,1,1,20211009,NEEDS_MANUAL_REVIEW
RC-9010394662-2-DEATH_CLAIM-C0-20211009,9010394662,DEATH_CLAIM,1,2011.4,1,0,,NEEDS_MANUAL_REVIEW
RC-9010395382-1-DEATH_CLAIM-C0-20240528,9010395382,DEATH_CLAIM,1,4012.31,1,1,20240528,NEEDS_MANUAL_REVIEW
RC-9010395382-1-SURRENDER_CLAIM-C0-20180801,9010395382,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010395382-1-SURRENDER_CLAIM-C1-20190801,9010395382,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010395382-1-SURRENDER_CLAIM-C2-20200801,9010395382,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010395382-1-SURRENDER_CLAIM-C3-20210801,9010395382,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010395382-1-SURRENDER_CLAIM-C4-20220801,9010395382,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010395382-1-SURRENDER_CLAIM-C5-20230801,9010395382,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010395382-1-SURRENDER_CLAIM-C6-20240528,9010395382,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010395382-2-DEATH_CLAIM-C0-20240528,9010395382,DEATH_CLAIM,1,9795.0,1,0,,NEEDS_MANUAL_REVIEW
RC-9010395761-1-SURRENDER_CLAIM-C0-20180801,9010395761,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010395761-1-SURRENDER_CLAIM-C1-20190729,9010395761,SURRENDER_CLAIM,1,6090.16,1,0,,NEEDS_MANUAL_REVIEW
RC-9010395878-1-DEATH_CLAIM-C0-20180113,9010395878,DEATH_CLAIM,1,7158.62,1,1,20180113,NEEDS_MANUAL_REVIEW
RC-9010395878-2-DEATH_CLAIM-C0-20180113,9010395878,DEATH_CLAIM,1,3289.62,1,0,,NEEDS_MANUAL_REVIEW
RC-9010395879-1-DEATH_CLAIM-C0-20230114,9010395879,DEATH_CLAIM,7,4916.26,7,7,20230321,NEEDS_MANUAL_REVIEW
RC-9010395879-2-DEATH_CLAIM-C0-20230114,9010395879,DEATH_CLAIM,1,568.26,1,0,,NEEDS_MANUAL_REVIEW
RC-9010396147-1-DEATH_CLAIM-C0-20250106,9010396147,DEATH_CLAIM,1,10133.83,1,1,20250106,NEEDS_MANUAL_REVIEW
RC-9010396147-2-DEATH_CLAIM-C0-20250106,9010396147,DEATH_CLAIM,1,5117.83,1,0,,NEEDS_MANUAL_REVIEW
RC-9010396186-1-SURRENDER_CLAIM-C0-20180901,9010396186,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010396186-1-SURRENDER_CLAIM-C1-20190901,9010396186,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010396186-1-SURRENDER_CLAIM-C2-20200901,9010396186,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
