asset,category,entity_key,severity,detail
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,619 DT CH,ERROR,719CDT(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,619 DT SP,ERROR,719SDT(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,619 SPS PU,ERROR,7619PU(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,621 END85,ERROR,221END(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,622 END85,ERROR,222END(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,647 FLP,ERROR,7647FP(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,647 FLP CH,ERROR,7647CH(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,647 FLP SP,ERROR,7647SP(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,658 CEN I,ERROR,1658C1(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,658 CEN SD,ERROR,1658CS(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,659 CEN II,ERROR,1659C2(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,659 CEN SD,ERROR,1659CS(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,659 CEN SR,ERROR,1659CR(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,659 SR GD,ERROR,1659SR(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,665 PUA,ERROR,265PUA(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,665 STME95,ERROR,2665ST(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,666 WL,ERROR,1666WL(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,667 ART,ERROR,5667AT(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,668 SPWL,ERROR,1668SP(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,670 GL85-8,ERROR,170858(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,670 GL85-M,ERROR,17085M(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,670 GL8588,ERROR,170588(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,670 PUA,ERROR,170PUA(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,679 CEN SD,ERROR,1679CS(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,8042 STR,ERROR,542STR(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,8042STR WP,ERROR,9STRWP(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,8043 CTR,ERROR,543CTR(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,8115,ERROR,9L05WP(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,8115 L01,ERROR,9L01WP(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,826,ERROR,560STR(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,828,ERROR,528CTR(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,8286 GI 1,ERROR,986JPO(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,8286 GI 2+,ERROR,982JPO(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,863,ERROR,A60MIR(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,889 960,ERROR,960GIO(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,896 DAR,ERROR,A96DAR(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,897 666,ERROR,1666AI(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,960 65 PUA,ERROR,165PUA(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,960 LP PUA,ERROR,185PUA(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,960 LP65,ERROR,196065(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,960 LP85-M,ERROR,196085(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,960 OL,ERROR,1960OL(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,960 OL PUA,ERROR,1OLPUA(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,960 PO,ERROR,1960PO(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,960 PO PUA,ERROR,1POPUA(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,980 END65,ERROR,280END(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,980 PUA,ERROR,280PUA(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,991 PWL,ERROR,1991PL(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,DISCHO2475,ERROR,9DIS25(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,DISCHO247C,ERROR,9DIS25(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,DISCHO25,ERROR,9DIS25(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,DISCHO70,ERROR,9DIS70(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,DISCHO80,ERROR,9DIS80(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,DISCHO90,ERROR,9DIS90(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,L01 10Y LT,ERROR,5L0110(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,L05 10Y LT,ERROR,5L0510(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,L07 5Y LT,ERROR,5L075Y(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,L10 ADB,ERROR,9ADB10(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,L10 CDT,ERROR,5CDT10(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,L10 GPO,ERROR,9GPO10(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,L10 JPO,ERROR,9JPO10(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,L10 LP95,ERROR,1L1095(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,L10 LP95SR,ERROR,1L10SR(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,L10 OLD,ERROR,1L10OD(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,L10 SDT,ERROR,7SDT10(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,L10 SR OLD,ERROR,1L10SO(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,L10 WP,ERROR,9WPL10(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,L10 WP CDT,ERROR,9CDTWP(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,L10 WP OLD,ERROR,9OLDWP(PLAN_OR_ENTITY); 9WPO10(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,L14,ERROR,1L14SC(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,L15,ERROR,1L15GD(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,L15 ADB,ERROR,9ADB15(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,L16,ERROR,1L16GD(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,L17,ERROR,1L17SP(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,L17 1,ERROR,10L171(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,L17 1 JPO,ERROR,117JPO(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,L17 2+,ERROR,10L172(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,L17 2+ JPO,ERROR,17MJPO(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,SAL ADB,ERROR,9SLADB(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,SAL ML,ERROR,1SALML(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,SAL MULTPL,ERROR,1SALMI(PLAN_OR_ENTITY)
Master_Crosswalk.csv,DUPLICATE_OLD_VALUE,SAL OL,ERROR,1SALOL(PLAN_OR_ENTITY)
Master_Crosswalk.csv,CONFLICTING_OLD_VALUE,L10 WP OLD,ERROR,Same Old_Value maps to multiple New_Value entries
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,10L171,WARN,Multiple Old_Value map to PLAN 10L171: L17 1
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,10L172,WARN,Multiple Old_Value map to PLAN 10L172: L17 2+
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,117JPO,WARN,Multiple Old_Value map to PLAN 117JPO: L17 1 JPO
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,1658C1,WARN,Multiple Old_Value map to PLAN 1658C1: 658 CEN I
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,1658CS,WARN,Multiple Old_Value map to PLAN 1658CS: 658 CEN SD
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,1659C2,WARN,Multiple Old_Value map to PLAN 1659C2: 659 CEN II
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,1659CR,WARN,Multiple Old_Value map to PLAN 1659CR: 659 CEN SR
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,1659CS,WARN,Multiple Old_Value map to PLAN 1659CS: 659 CEN SD
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,1659SR,WARN,Multiple Old_Value map to PLAN 1659SR: 659 SR GD
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,165PUA,WARN,Multiple Old_Value map to PLAN 165PUA: 960 65 PUA
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,1666AI,WARN,Multiple Old_Value map to PLAN 1666AI: 897 666
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,1666WL,WARN,Multiple Old_Value map to PLAN 1666WL: 666 WL
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,1668SP,WARN,Multiple Old_Value map to PLAN 1668SP: 668 SPWL
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,1679CS,WARN,Multiple Old_Value map to PLAN 1679CS: 679 CEN SD
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,170588,WARN,Multiple Old_Value map to PLAN 170588: 670 GL8588
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,170858,WARN,Multiple Old_Value map to PLAN 170858: 670 GL85-8
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,17085M,WARN,Multiple Old_Value map to PLAN 17085M: 670 GL85-M
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,170PUA,WARN,Multiple Old_Value map to PLAN 170PUA: 670 PUA
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,17CSI3,WARN,Multiple Old_Value map to PLAN 17CSI3: 10827 CSI3
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,17CSI5,WARN,Multiple Old_Value map to PLAN 17CSI5: 10827 CSI5
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,17CSI7,WARN,Multiple Old_Value map to PLAN 17CSI7: 10827 CSI7
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,17MJPO,WARN,Multiple Old_Value map to PLAN 17MJPO: L17 2+ JPO
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,185PUA,WARN,Multiple Old_Value map to PLAN 185PUA: 960 LP PUA
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,196065,WARN,Multiple Old_Value map to PLAN 196065: 960 LP65
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,196085,WARN,Multiple Old_Value map to PLAN 196085: 960 LP85-M
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,1960OL,WARN,Multiple Old_Value map to PLAN 1960OL: 960 OL
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,1960PO,WARN,Multiple Old_Value map to PLAN 1960PO: 960 PO
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,1991PL,WARN,Multiple Old_Value map to PLAN 1991PL: 991 PWL
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,1L1095,WARN,Multiple Old_Value map to PLAN 1L1095: L10 LP95
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,1L10OD,WARN,Multiple Old_Value map to PLAN 1L10OD: L10 OLD
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,1L10SO,WARN,Multiple Old_Value map to PLAN 1L10SO: L10 SR OLD
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,1L10SR,WARN,Multiple Old_Value map to PLAN 1L10SR: L10 LP95SR
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,1L14SC,WARN,Multiple Old_Value map to PLAN 1L14SC: L14
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,1L15GD,WARN,Multiple Old_Value map to PLAN 1L15GD: L15
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,1L16GD,WARN,Multiple Old_Value map to PLAN 1L16GD: L16
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,1L17SP,WARN,Multiple Old_Value map to PLAN 1L17SP: L17
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,1OLPUA,WARN,Multiple Old_Value map to PLAN 1OLPUA: 960 OL PUA
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,1POPUA,WARN,Multiple Old_Value map to PLAN 1POPUA: 960 PO PUA
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,1SALMI,WARN,Multiple Old_Value map to PLAN 1SALMI: SAL MULTPL
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,1SALML,WARN,Multiple Old_Value map to PLAN 1SALML: SAL ML
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,1SALOL,WARN,Multiple Old_Value map to PLAN 1SALOL: SAL OL
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,221END,WARN,Multiple Old_Value map to PLAN 221END: 621 END85
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,222END,WARN,Multiple Old_Value map to PLAN 222END: 622 END85
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,265PUA,WARN,Multiple Old_Value map to PLAN 265PUA: 665 PUA
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,2665ST,WARN,Multiple Old_Value map to PLAN 2665ST: 665 STME95
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,280END,WARN,Multiple Old_Value map to PLAN 280END: 980 END65
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,280PUA,WARN,Multiple Old_Value map to PLAN 280PUA: 980 PUA
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,528CTR,WARN,Multiple Old_Value map to PLAN 528CTR: 828
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,542STR,WARN,Multiple Old_Value map to PLAN 542STR: 8042 STR
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,543CTR,WARN,Multiple Old_Value map to PLAN 543CTR: 8043 CTR
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,560STR,WARN,Multiple Old_Value map to PLAN 560STR: 826
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,5667AT,WARN,Multiple Old_Value map to PLAN 5667AT: 667 ART
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,578CTR,WARN,Multiple Old_Value map to PLAN 578CTR: 1578 CTR
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,5CDT10,WARN,Multiple Old_Value map to PLAN 5CDT10: L10 CDT
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,5L0110,WARN,Multiple Old_Value map to PLAN 5L0110: L01 10Y LT
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,5L0510,WARN,Multiple Old_Value map to PLAN 5L0510: L05 10Y LT
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,5L075Y,WARN,Multiple Old_Value map to PLAN 5L075Y: L07 5Y LT
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,719CDT,WARN,Multiple Old_Value map to PLAN 719CDT: 619 DT CH
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,719SDT,WARN,Multiple Old_Value map to PLAN 719SDT: 619 DT SP
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,7619DT,WARN,Multiple Old_Value map to PLAN 7619DT: 619 DT
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,7619PU,WARN,Multiple Old_Value map to PLAN 7619PU: 619 SPS PU
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,7647CH,WARN,Multiple Old_Value map to PLAN 7647CH: 647 FLP CH
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,7647FP,WARN,Multiple Old_Value map to PLAN 7647FP: 647 FLP
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,7647SP,WARN,Multiple Old_Value map to PLAN 7647SP: 647 FLP SP
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,778FTR,WARN,Multiple Old_Value map to PLAN 778FTR: 1578 FTR
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,7SDT10,WARN,Multiple Old_Value map to PLAN 7SDT10: L10 SDT
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,901ADB,WARN,Multiple Old_Value map to PLAN 901ADB: 1596 L01
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,9065WP,WARN,Multiple Old_Value map to PLAN 9065WP: 0823 960LP
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,9085WP,WARN,Multiple Old_Value map to PLAN 9085WP: 0823 96085
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,90OLWP,WARN,Multiple Old_Value map to PLAN 90OLWP: 0823 960OL
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,90PDTH,WARN,Multiple Old_Value map to PLAN 90PDTH: 0824 P DTH
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,90POWP,WARN,Multiple Old_Value map to PLAN 90POWP: 0823 960PO
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,920ADB,WARN,Multiple Old_Value map to PLAN 920ADB: 0822 620
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,9595WP,WARN,Multiple Old_Value map to PLAN 9595WP: 1595
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,960ADB,WARN,Multiple Old_Value map to PLAN 960ADB: 0822 960
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,960GIO,WARN,Multiple Old_Value map to PLAN 960GIO: 889 960
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,960SWP,WARN,Multiple Old_Value map to PLAN 960SWP: 0823 960SP
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,965ADB,WARN,Multiple Old_Value map to PLAN 965ADB: 0822 665
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,9665WP,WARN,Multiple Old_Value map to PLAN 9665WP: 0823 665
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,976658,WARN,Multiple Old_Value map to PLAN 976658: 1576 658
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,976659,WARN,Multiple Old_Value map to PLAN 976659: 1576 659
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,977ADB,WARN,Multiple Old_Value map to PLAN 977ADB: 1577 ADB
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,980JPO,WARN,Multiple Old_Value map to PLAN 980JPO: 1580 JPO
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,982JPO,WARN,Multiple Old_Value map to PLAN 982JPO: 8286 GI 2+
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,986JPO,WARN,Multiple Old_Value map to PLAN 986JPO: 8286 GI 1
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,9896WP,WARN,Multiple Old_Value map to PLAN 9896WP: 0823 896
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,996ADB,WARN,Multiple Old_Value map to PLAN 996ADB: 1596
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,9ADB10,WARN,Multiple Old_Value map to PLAN 9ADB10: L10 ADB
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,9ADB15,WARN,Multiple Old_Value map to PLAN 9ADB15: L15 ADB
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,9CDTWP,WARN,Multiple Old_Value map to PLAN 9CDTWP: L10 WP CDT
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,9CTRWP,WARN,Multiple Old_Value map to PLAN 9CTRWP: 1578CTR WP
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,9DIS25,WARN,"Multiple Old_Value map to PLAN 9DIS25: DISCHO2475, DISCHO247C, DISCHO25"
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,9DIS70,WARN,Multiple Old_Value map to PLAN 9DIS70: DISCHO70
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,9DIS80,WARN,Multiple Old_Value map to PLAN 9DIS80: DISCHO80
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,9DIS90,WARN,Multiple Old_Value map to PLAN 9DIS90: DISCHO90
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,9FTRWP,WARN,Multiple Old_Value map to PLAN 9FTRWP: 1578FTR WP
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,9GPO10,WARN,Multiple Old_Value map to PLAN 9GPO10: L10 GPO
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,9JPO10,WARN,Multiple Old_Value map to PLAN 9JPO10: L10 JPO
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,9L01WP,WARN,Multiple Old_Value map to PLAN 9L01WP: 8115 L01
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,9L05WP,WARN,Multiple Old_Value map to PLAN 9L05WP: 8115
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,9OLDWP,WARN,Multiple Old_Value map to PLAN 9OLDWP: L10 WP OLD
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,9POADB,WARN,Multiple Old_Value map to PLAN 9POADB: 0822 960PO
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,9SLADB,WARN,Multiple Old_Value map to PLAN 9SLADB: SAL ADB
Master_Crosswalk.csv,DUPLICATE_PLAN_TARGET,9STRWP,WARN,Multiple Old_Value map to PLAN 9STRWP: 8042STR WP
