Area,Table,Record,Problem,Current Value,Required Value,Type,Reference
Plan Values,Cash Values,9CTRWP / M / SM / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Cash Values,9DIS20 / M / SM / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Cash Values,9DIS24 / M / SM / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Cash Values,9DIS25 / M / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Cash Values,9DIS29 / M / NS / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Cash Values,9DIS70 / M / SM / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Cash Values,9DIS80 / M / SM / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Cash Values,9DIS90 / M / SM / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Cash Values,9DS24B / M / ST / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Cash Values,9DS24C / M / PR / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Cash Values,9FTRWP / M / SM / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Cash Values,9GPO10 / M / PR / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Cash Values,9GPO79 / M / SM / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Cash Values,9JPO10 / M / PR / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Cash Values,9JPO46 / M / SM / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Cash Values,9L01WP / F / PR / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Cash Values,9L01WP / M / PR / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Cash Values,9L05WP / F / PR / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Cash Values,9L05WP / M / PR / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Cash Values,9L16PF / F / SM / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Cash Values,9L16PF / M / SM / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Cash Values,9OLDWP / F / PR / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Cash Values,9OLDWP / M / PR / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Cash Values,9POADB / F / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Cash Values,9POADB / M / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Cash Values,9SLADB / M / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Cash Values,9STRWP / M / SM / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Cash Values,9WP646 / M / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Cash Values,9WPL10 / F / PR / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Cash Values,9WPL10 / M / PR / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Cash Values,A60MIR / F / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Cash Values,A60MIR / M / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Cash Values,A96DAR / M / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,130JEB / F / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,130JEB / M / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,1666AI / F / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,1666AI / M / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,1SALMI / M / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,261PUA / F / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,261PUA / M / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,265PUA / F / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,265PUA / M / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,280PUA / F / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,280PUA / M / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,528CTR / M / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,542STR / M / PR / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,542STR / M / SM / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,543CTR / M / PR / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,543CTR / M / SM / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,560STR / M / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,578CTR / M / SM / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,578STR / F / SM / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,578STR / M / SM / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,57ATCR / M / SM / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,5CDT10 / F / PR / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,5CDT10 / F / SM / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,5CDT10 / F / ST / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,5CDT10 / M / PR / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,5CDT10 / M / SM / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,5CDT10 / M / ST / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,719CDT / M / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,719CTR / F / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,719CTR / M / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,719SDT / F / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,719SDT / M / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,7619PU / F / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,7619PU / M / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,7647SP / M / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,7686S3 / F / NS / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,7686S3 / F / SM / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,7686S3 / M / NS / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,7686S3 / M / SM / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,7687J3 / F / NS / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,7687J3 / J / NS / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,7687J3 / M / NS / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,7690DT / F / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,7690DT / M / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,778FTR / M / PR / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,778FTR / M / SM / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,7SDT10 / F / PR / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,7SDT10 / F / SM / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,7SDT10 / F / ST / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,7SDT10 / M / PR / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,7SDT10 / M / SM / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,7SDT10 / M / ST / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,901ADB / F / PR / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,901ADB / F / SM / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
