COMPANY_CODE,POLICY_NUMBER,ACCRUAL_DATE,STATUS_CODE,TYPE_CODE,PLAN_CODE,ORIG_LOAN_AMOUNT,LOAN_AMT_ADDED,LOAN_BALANCE,ACCRUED_INT_AMT,INTEREST_RATE,INTEREST_TYPE,INT_METHOD,LAST_REPAY_DATE,LAST_REPAY_AMOUNT,CAPITALIZED_DATE,CAPITALIZED_AMOUNT,TAXABLE_AMOUNT,SPEC_CLS_LOAN_BAL,SPEC_CLS_INT_RATE,SPEC_CLS_CAPD_AMT,LAST_CHG_DATE,LAST_CHG_TIME,ENTRY_OPERATOR,ACTG_CNTRL_NUMBER,BANKERS_YEAR_IND,SPEC_CLS_LOAN_CHNG,ACTG_TYPE,LOAN_BASIS,INT_START_DATE,INT_DELAY_DAYS,LOAN_UPD_COUNT,LOAN_KEY0,ROW_COLUMN,_EXCLUDE_REASON,_LOAN_BALANCE_NUM,_ACCRUAL_DATE_TS,_LAST_CHG_DATE_TS,_LAST_REPAY_DATE_TS,_CAPITALIZED_DATE_TS,_INT_START_DATE_TS,_LAST_CHG_TIME_TS,_LATEST_BALANCE_CLASS
03          ,9010385636   ,    20180507,H          ,         ,960 PO    ,        13865.03,     -13865.03,         .00,            .00,        .0500,F            ,D         ,       20180507,         13865.03,               0,               .00,           .00,              .00,            .0000,              .00,     20180508,       133460,MENA          ,        433161334595,N               ,               .00,         ,C         ,      20180507,             0,             1,0x303339303130333835363336202032303138303530373230313830353038313333343630,0x30333930313033383536333620203230313830353037480039363020504F2020202007281500F9D7EAFF000000000000000000500C4644323031383035303707281500303030303030303000000000000000000000000000000C0000000032303138303530383133333436304D454E410433161334595F4E00000000204332303138303530372020202020202020202020202020202020202020202020202020202020202020202020202020202020,,0.0,2018-05-07,2018-05-08,2018-05-07,,2018-05-07,,ZERO_BALANCE_HOLD
03          ,9010391228   ,    20240319,H          ,         ,970 JEB   ,         2188.14,      -2188.14,         .00,            .00,        .0500,F            ,D         ,       20240319,          2188.14,               0,               .00,           .00,              .00,            .0000,              .00,     20240319,       112924,CADA          ,        454631129230,                ,               .00,         ,C         ,      20240319,             0,             1,0x303339303130333931323238202032303234303331393230323430333139313132393234,0x303339303130333931323238202032303234303331394800393730204A4542202020BE56030042A9FCFF000000000000000000500C46443230323430333139BE560300303030303030303000000000000000000000000000000C000000003230323430333139313132393234434144410454631129230F0000000000204332303234303331393030202020202020202020202020202020202020202020202020202020202020202020202020202020,,0.0,2024-03-19,2024-03-19,2024-03-19,,2024-03-19,1129-02-04,ZERO_BALANCE_HOLD
03          ,9010391359   ,    20211119,H          ,         ,980 END65 ,         1859.45,      -1859.45,         .00,            .00,        .0500,F            ,D         ,       20211119,          1859.45,               0,               .00,           .00,              .00,            .0000,              .00,     20211217,       113830,PAKA          ,        446371138287,N               ,               .00,         ,          ,      20211119,             0,             1,0x303339303130333931333539202032303231313131393230323131323137313133383330,0x30333930313033393133353920203230323131313139480039383020454E4436352059D60200A729FDFF000000000000000000500C4644323032313131313959D60200303030303030303000000000000000000000000000000C00000000323032313132313731313338333050414B410446371138287F4E00000000202032303231313131392020202020202020202020202020202020202020202020202020202020202020202020202020202020,,0.0,2021-11-19,2021-12-17,2021-11-19,,2021-11-19,,ZERO_BALANCE_HOLD
03          ,9010391422   ,    20191120,H          ,         ,670 GL85-M,         1538.84,      -1538.84,         .00,            .00,        .0500,F            ,D         ,       20191120,          1538.84,               0,               .00,           .00,              .00,            .0000,              .00,     20191120,       100706,CADA          ,        438781007053,N               ,               .00,         ,          ,      20191120,             0,             1,0x303339303130333931343232202032303139313132303230313931313230313030373036,0x30333930313033393134323220203230313931313230480036373020474C38352D4D1C590200E4A6FDFF000000000000000000500C464432303139313132301C590200303030303030303000000000000000000000000000000C000000003230313931313230313030373036434144410438781007053F4E00000000202032303139313132302020202020202020202020202020202020202020202020202020202020202020202020202020202020,,0.0,2019-11-20,2019-11-20,2019-11-20,,2019-11-20,2006-10-07,ZERO_BALANCE_HOLD
03          ,9010391878   ,    20100701,H          ,         ,670 GL85-8,         1515.31,      -1515.31,         .00,            .00,        .0500,F            ,D         ,       20100701,          1515.31,               0,               .00,           .00,              .00,            .0000,              .00,     20100602,       111627,MENA          ,        404131116266,N               ,               .00,         ,          ,      20100701,             0,             1,0x303339303130333931383738202032303130303730313230313030363032313131363237,0x30333930313033393138373820203230313030373031480036373020474C38352D38EB4F020015B0FDFF000000000000000000500C46443230313030373031EB4F0200303030303030303000000000000000000000000000000C0000000032303130303630323131313632374D454E410404131116266F4E00000000202032303130303730312020202020202020202020202020202020202020202020202020202020202020202020202020202020,,0.0,2010-07-01,2010-06-02,2010-07-01,,2010-07-01,1116-02-07,ZERO_BALANCE_HOLD
03          ,9010391895   ,    20150615,H          ,R        ,670 GL85-8,           85.90,        -85.90,         .00,            .00,        .0500,F            ,D         ,       20150615,            85.90,               0,               .00,           .00,              .00,            .0000,              .00,     20150616,        75720,MENA          ,        422570757195,N               ,               .00,         ,          ,      20150615,             0,             1,0x303339303130333931383935202032303135303631353230313530363136303735373230,0x30333930313033393138393520203230313530363135485236373020474C38352D388E21000072DEFFFF000000000000000000500C464432303135303631358E210000303030303030303000000000000000000000000000000C0000000032303135303631363037353732304D454E410422570757195F4E00000000202032303135303631352020202020202020202020202020202020202020202020202020202020202020202020202020202020,,0.0,2015-06-15,2015-06-16,2015-06-15,,2015-06-15,,ZERO_BALANCE_HOLD
03          ,9010392138   ,    20231206,H          ,         ,670 GL85-M,        15687.10,     -15687.10,         .00,            .00,        .0500,F            ,D         ,       20231206,         15687.10,               0,               .00,           .00,              .00,            .0000,              .00,     20231211,        85435,CADA          ,        453630854340,N               ,               .00,         ,          ,      20231206,             0,             1,0x303339303130333932313338202032303233313230363230323331323131303835343335,0x30333930313033393231333820203230323331323036480036373020474C38352D4DC6EF17003A10E8FF000000000000000000500C46443230323331323036C6EF1700303030303030303000000000000000000000000000000C000000003230323331323131303835343335434144410453630854340F4E00000000202032303233313230362020202020202020202020202020202020202020202020202020202020202020202020202020202020,,0.0,2023-12-06,2023-12-11,2023-12-06,,2023-12-06,,ZERO_BALANCE_HOLD
03          ,9010392763   ,    20150625,H          ,R        ,670 GL85-M,         2090.62,      -2090.62,         .00,            .00,        .0500,F            ,D         ,       20150625,          2090.62,               0,               .00,           .00,              .00,            .0000,              .00,     20150630,       110228,MENA          ,        422711102276,N               ,               .00,         ,          ,      20150625,             0,             1,0x303339303130333932373633202032303135303632353230313530363330313130323238,0x30333930313033393237363320203230313530363235485236373020474C38352D4DA63003005ACFFCFF000000000000000000500C46443230313530363235A6300300303030303030303000000000000000000000000000000C0000000032303135303633303131303232384D454E410422711102276F4E00000000202032303135303632352020202020202020202020202020202020202020202020202020202020202020202020202020202020,,0.0,2015-06-25,2015-06-30,2015-06-25,,2015-06-25,1102-02-08,ZERO_BALANCE_HOLD
03          ,9010395098   ,    20080801,H          ,         ,670 GL85-8,         1114.12,      -1114.12,         .00,            .00,        .0500,F            ,D         ,       20080801,          1114.12,               0,               .00,           .00,              .00,            .0000,              .00,     20081001,         1641,C03A          ,        398030016391,N               ,               .00,         ,          ,      20080801,             0,             1,0x303339303130333935303938202032303038303830313230303831303031303031363431,0x30333930313033393530393820203230303830383031480036373020474C38352D3834B30100CC4CFEFF000000000000000000500C4644323030383038303134B30100303030303030303000000000000000000000000000000C000000003230303831303031303031363431433033410398030016391F4E00000000202032303038303830312020202020202020202020202020202020202020202020202020202020202020202020202020202020,,0.0,2008-08-01,2008-10-01,2008-08-01,,2008-08-01,1641-01-01,ZERO_BALANCE_HOLD
03          ,9010395382   ,    20240528,H          ,         ,670 GL85-M,        16293.69,     -16293.69,         .00,            .00,        .0500,F            ,D         ,       20240528,         16293.69,               0,               .00,           .00,              .00,            .0000,              .00,     20240617,       110254,EAEA          ,        455531102537,N               ,               .00,         ,          ,      20240528,             0,             1,0x303339303130333935333832202032303234303532383230323430363137313130323534,0x30333930313033393533383220203230323430353238480036373020474C38352D4DB9DC18004723E7FF000000000000000000500C46443230323430353238B9DC1800303030303030303000000000000000000000000000000C000000003230323430363137313130323534454145410455531102537F4E00000000202032303234303532382020202020202020202020202020202020202020202020202020202020202020202020202020202020,,0.0,2024-05-28,2024-06-17,2024-05-28,,2024-05-28,1102-05-04,ZERO_BALANCE_HOLD
03          ,9010395761   ,    20190729,H          ,         ,670 GL85-8,         4018.49,      -4018.49,         .00,            .00,        .0500,F            ,D         ,       20190729,          4018.49,               0,               .00,           .00,              .00,            .0000,              .00,     20190730,        95419,MENA          ,        437650954186,N               ,               .00,         ,          ,      20190729,             0,             1,0x303339303130333935373631202032303139303732393230313930373330303935343139,0x30333930313033393537363120203230313930373239480036373020474C38352D38B921060047DEF9FF000000000000000000500C46443230313930373239B9210600303030303030303000000000000000000000000000000C0000000032303139303733303039353431394D454E410437650954186F4E00000000202032303139303732392020202020202020202020202020202020202020202020202020202020202020202020202020202020,,0.0,2019-07-29,2019-07-30,2019-07-29,,2019-07-29,,ZERO_BALANCE_HOLD
03          ,9010395879   ,    20150828,H          ,R        ,670 GL85-8,         2649.52,      -2649.52,         .00,            .00,        .0500,F            ,D         ,       20150828,          2649.52,               0,               .00,           .00,              .00,            .0000,              .00,     20150828,        85444,MENA          ,        423300854432,N               ,               .00,         ,          ,      20150828,             0,             1,0x303339303130333935383739202032303135303832383230313530383238303835343434,0x30333930313033393538373920203230313530383238485236373020474C38352D38F80A040008F5FBFF000000000000000000500C46443230313530383238F80A0400303030303030303000000000000000000000000000000C0000000032303135303832383038353434344D454E410423300854432F4E00000000202032303135303832382020202020202020202020202020202020202020202020202020202020202020202020202020202020,,0.0,2015-08-28,2015-08-28,2015-08-28,,2015-08-28,,ZERO_BALANCE_HOLD
03          ,9010397118   ,    20211108,H          ,R        ,670 GL85-M,        16209.32,     -16209.32,         .00,            .00,        .0500,F            ,D         ,       20211108,         16209.32,               0,               .00,           .00,              .00,            .0000,              .00,     20211122,       135647,CADA          ,        446121356452,N               ,               .00,         ,          ,      20211108,             0,             1,0x303339303130333937313138202032303231313130383230323131313232313335363437,0x30333930313033393731313820203230323131313038485236373020474C38352D4DC4BB18003C44E7FF000000000000000000500C46443230323131313038C4BB1800303030303030303000000000000000000000000000000C000000003230323131313232313335363437434144410446121356452F4E00000000202032303231313130382020202020202020202020202020202020202020202020202020202020202020202020202020202020,,0.0,2021-11-08,2021-11-22,2021-11-08,,2021-11-08,1356-04-07,ZERO_BALANCE_HOLD
03          ,9010397318   ,    20070301,H          ,         ,670 GL85-M,         2993.53,      -2993.53,         .00,            .00,        .0500,F            ,D         ,       20070301,          2993.53,               0,               .00,           .00,              .00,            .0000,              .00,     20070501,        31459,C03A          ,        392830314582,N               ,               .00,         ,          ,      20070301,             0,             0,0x303339303130333937333138202032303037303330313230303730353031303331343539,0x30333930313033393733313820203230303730333031480036373020474C38352D4D59910400A76EFBFF000000000000000000500C4644323030373033303159910400303030303030303000000000000000000000000000000C000000003230303730353031303331343539433033410392830314582F4E00000000202032303037303330312020202020202020202020202020202020202020202020202020202020202020202020202020202020,,0.0,2007-03-01,2007-05-01,2007-03-01,,2007-03-01,,ZERO_BALANCE_HOLD
03          ,9010397583   ,    20220831,H          ,         ,670 GL85-M,         7948.84,      -7948.84,         .00,            .00,        .0500,F            ,D         ,       20220831,          7948.84,               0,               .00,           .00,              .00,            .0000,              .00,     20220831,        90552,CADA          ,        448950905518,N               ,               .00,         ,          ,      20220831,             0,             1,0x303339303130333937353833202032303232303833313230323230383331303930353532,0x30333930313033393735383320203230323230383331480036373020474C38352D4D04210C00FCDEF3FF000000000000000000500C4644323032323038333104210C00303030303030303000000000000000000000000000000C000000003230323230383331303930353532434144410448950905518F4E00000000202032303232303833312020202020202020202020202020202020202020202020202020202020202020202020202020202020,,0.0,2022-08-31,2022-08-31,2022-08-31,,2022-08-31,,ZERO_BALANCE_HOLD
03          ,9010397945   ,    20091012,H          ,R        ,670 GL85-8,           56.12,        -56.12,         .00,            .00,        .0500,F            ,D         ,       20091012,            56.12,               0,               .00,           .00,              .00,            .0000,              .00,     20091012,        82035,MENA          ,        401790820348,                ,               .00,         ,          ,      20091012,             0,             1,0x303339303130333937393435202032303039313031323230303931303132303832303335,0x30333930313033393739343520203230303931303132485236373020474C38352D38EC15000014EAFFFF000000000000000000500C46443230303931303132EC150000303030303030303000000000000000000000000000000C0000000032303039313031323038323033354D454E410401790820348F2000000000202032303039313031322020202020202020202020202020202020202020202020202020202020202020202020202020202020,,0.0,2009-10-12,2009-10-12,2009-10-12,,2009-10-12,,ZERO_BALANCE_HOLD
03          ,9010400462   ,    20220428,H          ,         ,670 GL85-M,         8807.55,      -8807.55,         .00,            .00,        .0500,F            ,D         ,       20220428,          8807.55,               0,               .00,           .00,              .00,            .0000,              .00,     20220428,       104146,MENA          ,        447701041458,                ,               .00,         ,C         ,      20220428,             0,             1,0x303339303130343030343632202032303232303432383230323230343238313034313436,0x30333930313034303034363220203230323230343238480036373020474C38352D4D73700D008D8FF2FF000000000000000000500C4644323032323034323873700D00303030303030303000000000000000000000000000000C0000000032303232303432383130343134364D454E410447701041458F0000000000204332303232303432382020202020202020202020202020202020202020202020202020202020202020202020202020202020,,0.0,2022-04-28,2022-04-28,2022-04-28,,2022-04-28,1041-04-06,ZERO_BALANCE_HOLD
03          ,9010401565   ,    20111101,H          ,         ,670 GL85-M,         1336.48,      -1336.48,         .00,            .00,        .0500,F            ,D         ,       20111101,          1336.48,               0,               .00,           .00,              .00,            .0000,              .00,     20111230,       205614,C03A          ,        409902056128,N               ,               .00,         ,          ,      20111101,             0,             1,0x303339303130343031353635202032303131313130313230313131323330323035363134,0x30333930313034303135363520203230313131313031480036373020474C38352D4D100A0200F0F5FDFF000000000000000000500C46443230313131313031100A0200303030303030303000000000000000000000000000000C000000003230313131323330323035363134433033410409902056128F4E00000000202032303131313130312020202020202020202020202020202020202020202020202020202020202020202020202020202020,,0.0,2011-11-01,2011-12-30,2011-11-01,,2011-11-01,2056-01-04,ZERO_BALANCE_HOLD
03          ,9010402014   ,    20200401,H          ,         ,670 GL85-8,         7291.35,      -7291.35,         .00,            .00,        .0500,F            ,D         ,       20200401,          7291.35,               0,               .00,           .00,              .00,            .0000,              .00,     20200529,       184347,C03A          ,        440701843465,N               ,               .00,         ,          ,      20200401,             0,             1,0x303339303130343032303134202032303230303430313230323030353239313834333437,0x30333930313034303230313420203230323030343031480036373020474C38352D382F200B00D1DFF4FF000000000000000000500C464432303230303430312F200B00303030303030303000000000000000000000000000000C000000003230323030353239313834333437433033410440701843465F4E00000000202032303230303430312020202020202020202020202020202020202020202020202020202020202020202020202020202020,,0.0,2020-04-01,2020-05-29,2020-04-01,,2020-04-01,1843-04-07,ZERO_BALANCE_HOLD
03          ,9010403109   ,    20260109,H          ,R        ,670 GL85-8,             .01,          -.01,         .00,            .00,        .0500,F            ,D         ,       20260109,              .01,               0,               .00,           .00,              .00,            .0000,              .00,     20260122,        93602,CADA          ,        461380936012,                ,               .00,         ,C         ,      20260109,             0,             1,0x303339303130343033313039202032303236303130393230323630313232303933363032,0x30333930313034303331303920203230323630313039485236373020474C38352D3801000000FFFFFFFF000000000000000000500C4644323032363031303901000000303030303030303000000000000000000000000000000C000000003230323630313232303933363032434144410461380936012F0000000000204332303236303130393030202020202020202020202020202020202020202020202020202020202020202020202020202020,,0.0,2026-01-09,2026-01-22,2026-01-09,,2026-01-09,,ZERO_BALANCE_HOLD
03          ,9010404857   ,    20180118,H          ,         ,670 GL85-M,         2175.82,      -2175.82,         .00,            .00,        .0500,F            ,D         ,       20180118,          2175.82,               0,               .00,           .00,              .00,            .0000,              .00,     20180307,       150324,PAKA          ,        432541503237,N               ,               .00,         ,          ,      20180118,             0,             1,0x303339303130343034383537202032303138303131383230313830333037313530333234,0x30333930313034303438353720203230313830313138480036373020474C38352D4DEE51030012AEFCFF000000000000000000500C46443230313830313138EE510300303030303030303000000000000000000000000000000C00000000323031383033303731353033323450414B410432541503237F4E00000000202032303138303131382020202020202020202020202020202020202020202020202020202020202020202020202020202020,,0.0,2018-01-18,2018-03-07,2018-01-18,,2018-01-18,1503-02-04,ZERO_BALANCE_HOLD
03          ,9010410566   ,    20130228,H          ,R        ,670 GL85-8,         1406.70,      -1406.70,         .00,            .00,        .0500,F            ,D         ,       20130228,          1406.70,               0,               .00,           .00,              .00,            .0000,              .00,     20130301,        80237,MENA          ,        414180802365,N               ,               .00,         ,          ,      20130228,             0,             1,0x303339303130343130353636202032303133303232383230313330333031303830323337,0x30333930313034313035363620203230313330323238485236373020474C38352D387E25020082DAFDFF000000000000000000500C464432303133303232387E250200303030303030303000000000000000000000000000000C0000000032303133303330313038303233374D454E410414180802365F4E00000000202032303133303232382020202020202020202020202020202020202020202020202020202020202020202020202020202020,,0.0,2013-02-28,2013-03-01,2013-02-28,,2013-02-28,,ZERO_BALANCE_HOLD
03          ,9010413628   ,    20090413,H          ,R        ,670 GL85-M,         1830.66,      -1830.66,         .00,            .00,        .0500,F            ,D         ,       20090413,          1830.66,               0,               .00,           .00,              .00,            .0000,              .00,     20090414,        72055,MENA          ,        399980720545,N               ,               .00,         ,          ,      20090413,             0,             1,0x303339303130343133363238202032303039303431333230303930343134303732303535,0x30333930313034313336323820203230303930343133485236373020474C38352D4D1ACB0200E634FDFF000000000000000000500C464432303039303431331ACB0200303030303030303000000000000000000000000000000C0000000032303039303431343037323035354D454E410399980720545F4E00000000202032303039303431332020202020202020202020202020202020202020202020202020202020202020202020202020202020,,0.0,2009-04-13,2009-04-14,2009-04-13,,2009-04-13,,ZERO_BALANCE_HOLD
03          ,9010417200   ,    20200521,H          ,         ,670 GL85-M,        13083.58,     -13083.58,         .00,            .00,        .0500,F            ,D         ,       20200521,         13083.58,               0,               .00,           .00,              .00,            .0000,              .00,     20200617,        91214,PAKA          ,        440890912128,N               ,               .00,         ,          ,      20200521,             0,             1,0x303339303130343137323030202032303230303532313230323030363137303931323134,0x30333930313034313732303020203230323030353231480036373020474C38352D4DC6F613003A09ECFF000000000000000000500C46443230323030353231C6F61300303030303030303000000000000000000000000000000C00000000323032303036313730393132313450414B410440890912128F4E00000000202032303230303532312020202020202020202020202020202020202020202020202020202020202020202020202020202020,,0.0,2020-05-21,2020-06-17,2020-05-21,,2020-05-21,,ZERO_BALANCE_HOLD
03          ,9010420983   ,    20190909,H          ,         ,670 GL85-8,         6704.08,      -6704.08,         .00,            .00,        .0500,F            ,D         ,       20190909,          6704.08,               0,               .00,           .00,              .00,            .0000,              .00,     20190909,        94558,MENA          ,        438060945575,N               ,               .00,         ,C         ,      20190909,             0,             1,0x303339303130343230393833202032303139303930393230313930393039303934353538,0x30333930313034323039383320203230313930393039480036373020474C38352D38C83A0A0038C5F5FF000000000000000000500C46443230313930393039C83A0A00303030303030303000000000000000000000000000000C0000000032303139303930393039343535384D454E410438060945575F4E00000000204332303139303930392020202020202020202020202020202020202020202020202020202020202020202020202020202020,,0.0,2019-09-09,2019-09-09,2019-09-09,,2019-09-09,,ZERO_BALANCE_HOLD
