SOURCE_PLAN_CODE,IN_TRACKER,IN_PLAN_DBF,IN_DRAFT_QUIK_OUTPUT,COVERAGE_INTERPRETATION,NOTES
ABMS,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
ALP2,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
ALP6,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
B1FN,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
B1FS,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
B1MN,Y,N,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
B1MS,Y,N,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
B2FN,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
B2FS,Y,N,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
B2MN,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
B2MS,Y,N,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
BA5N,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
BA6B,N,N,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
BA6N,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
BLFN,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
BLFS,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
BLMN,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
BLMS,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
BS6N,N,N,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
CP05,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
CP10,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
CP20,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
CPSP,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
DPFN,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
DPFS,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
DPMN,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
DPMS,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
DR2G,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
DR6G,N,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
DRWG,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
DX1F,N,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
DX1M,N,N,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
DX5F,N,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
DX5M,N,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
FW5,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
GDB,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
HPFN,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
HPFS,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
HPMN,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
HPMS,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
HR2G,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
HR6G,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
HRWG,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
IFF1,N,N,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
IFF5,N,N,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
IFFS,N,N,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
LBR,N,N,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
LPI2,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
LPI6,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
LPIS,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
P7FN,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
P7FS,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
P7MN,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
P7MS,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
P8FJ,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
P8FN,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
P8FS,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
P8MJ,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
P8MN,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
P8MS,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
P9FJ,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
P9FN,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
P9FS,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
P9MJ,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
P9MN,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
P9MS,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
PLP,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
PLP6,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
Q1FN,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
Q1FS,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
Q1MN,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
Q1MS,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
Q2FN,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
Q2FS,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
Q2MN,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
Q2MS,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
Q3FN,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
Q3FS,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
Q3MN,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
Q3MS,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
QLFN,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
QLFS,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
QLMN,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
QLMS,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
R28,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
R28A,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
R28G,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
R29G,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
R68,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
R68G,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
R69G,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
RW18,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
RW28,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
RW8,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
RW8A,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
RW8G,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
RW9G,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
S28G,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
SLPW,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
TAF,N,N,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
TAFA,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
TAFB,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
TAFC,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
TAFD,Y,Y,Y,RESERVE_WAVE_SUBSET — plans successfully staged from cifi0007 (emit_summary lists same 138),Not all 301/308 plans have reserve grids; absence ≠ not applicable
