POLICY_NUMBER,ORIG_LOAN_AMOUNT,LOAN_AMT_ADDED,LOAN_BALANCE,MLOANPRIN_STAGING,MLOANBAL_STAGING,BA_REVIEW_FLAG
9010395382,16293.69,-16293.69,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010395761,4018.49,-4018.49,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010395879,2649.52,-2649.52,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010396186,7935.95,417.68,8353.63,8353.63,8353.63,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010396425,1724.5,86.69,1811.19,1811.19,1811.19,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010397118,16209.32,-16209.32,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010397318,2993.53,-2993.53,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010397583,7948.84,-7948.84,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010397945,56.12,-56.12,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010400462,8807.55,-8807.55,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010401565,1336.48,-1336.48,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010402014,7291.35,-7291.35,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010402105,13282.62,699.09,13981.71,13981.71,13981.71,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010403109,0.01,-0.01,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010403789,1206.53,59.05,1265.58,1265.58,1265.58,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010404600,17049.16,897.32,17946.48,17946.48,17946.48,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010404602,1088.59,-1088.59,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010404857,2175.82,-2175.82,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010405440,1105.52,53.13,1158.65,1158.65,1158.65,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010407925,4582.88,206.75,4789.63,4789.63,4789.63,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010410566,1406.7,-1406.7,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010413628,1830.66,-1830.66,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010417200,13083.58,-13083.58,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010420983,6704.08,-6704.08,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010422033,1307.37,-1307.37,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010422417,10.83,0.23,11.06,11.06,11.06,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010422722,7452.46,392.23,7844.69,7844.69,7844.69,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010425720,8451.13,-8451.13,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010425941,2039.97,107.37,2147.34,2147.34,2147.34,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010425942,897.8,-897.8,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010425944,2316.97,-2316.97,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010426657,11428.93,-11428.93,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010426747,13600.04,-13600.04,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010427456,622.79,-622.79,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010428771,1246.85,-1246.85,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010429710,1481.04,-1481.04,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010429711,1719.93,-1719.93,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010431738,2888.88,-2888.88,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010434092,3506.31,184.54,3690.85,3690.85,3690.85,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010434421,20.77,-20.77,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010435244,630.12,-630.12,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010435671,12697.49,668.29,13365.78,13365.78,13365.78,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010435672,1928.43,101.5,2029.93,2029.93,2029.93,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010435673,154.92,-154.92,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010436599,4152.13,-4152.13,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010436782,341.2,-341.2,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010437232,14858.17,782.01,15640.18,15640.18,15640.18,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010438325,1986.98,-1986.98,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010438556,1160.82,61.1,1221.92,1221.92,1221.92,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010438821,4127.72,-4127.72,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010438938,989.4,-989.4,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010438942,858.46,-858.46,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010439128,215.52,-215.52,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010439156,5924.37,258.58,6182.95,6182.95,6182.95,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010439277,992.01,52.21,1044.22,1044.22,1044.22,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010439435,215.57,10.71,226.28,226.28,226.28,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010439999,2995.62,146.16,3141.78,3141.78,3141.78,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010440000,1654.72,87.09,1741.81,1741.81,1741.81,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010442332,6449.9,-6449.9,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010442552,2895.97,-2895.97,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010442906,64.59,-64.59,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010443109,729.84,-729.84,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010443287,6320.3,33.84,6354.14,6354.14,6354.14,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010444283,0.62,-0.62,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010445275,47.88,-47.88,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010446852,5339.86,-5339.86,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010448025,3919.46,-3919.46,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010448375,213.53,-213.53,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010449155,1313.24,-1313.24,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010449417,8950.56,471.08,9421.64,9421.64,9421.64,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010449498,85.58,4.5,90.08,90.08,90.08,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010451453,46.41,-46.41,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010452169,3136.74,-3136.74,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010452304,214.96,-214.96,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010452305,194.23,-194.23,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010454002,1171.25,-1171.25,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010455341,12.98,-12.98,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010456114,5853.79,-5853.79,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010456751,534.89,-534.89,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010458520,1012.49,-1012.49,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010458525,65.07,-65.07,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010458526,527.92,27.08,555.0,555.00,555.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010458663,5071.98,-5071.98,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010459723,473.41,-473.41,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010460886,2904.75,-2904.75,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010461210,583.04,30.69,613.73,613.73,613.73,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010462630,8099.17,-8099.17,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010462631,3.12,-3.12,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010462839,242.47,-242.47,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010463190,5171.8,-5171.8,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010463420,2760.93,-2760.93,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010463537,31.62,1.66,33.28,33.28,33.28,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010464869,3740.31,-3740.31,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010464870,3382.9,-3382.9,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010465331,3250.39,171.07,3421.46,3421.46,3421.46,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010466392,4838.08,227.51,5065.59,5065.59,5065.59,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010466470,29.27,-29.27,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010466471,23.63,-23.63,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010466472,29.33,-29.33,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010467061,0.26,-0.26,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010467154,2411.92,126.94,2538.86,2538.86,2538.86,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010467173,161.44,-161.44,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010467771,70.43,-70.43,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010469081,16472.78,-16472.78,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010469728,3291.91,-3291.91,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010469896,25.86,-25.86,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010471046,607.29,31.96,639.25,639.25,639.25,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010471534,348.69,-348.69,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010472182,16764.53,-16764.53,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010472183,5385.7,-5385.7,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010473137,2810.25,-2810.25,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010474519,3298.57,-3298.57,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010474522,9709.86,-9709.86,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010476803,4955.58,-4955.58,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010477512,3055.2,-3055.2,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010477513,3894.17,-3894.17,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010477989,3224.9,-3224.9,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010478213,98.84,5.07,103.91,103.91,103.91,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010478214,29.74,1.57,31.31,31.31,31.31,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010478285,7895.59,-7895.59,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010486919,8687.1,376.62,9063.72,9063.72,9063.72,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010486961,9583.82,504.41,10088.23,10088.23,10088.23,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010486964,4587.38,-4587.38,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010487396,344.97,-344.97,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010487886,58.99,-58.99,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010488273,5466.66,278.02,5744.68,5744.68,5744.68,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010488274,4077.07,205.55,4282.62,4282.62,4282.62,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010491000,2241.08,117.95,2359.03,2359.03,2359.03,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010495113,152.17,8.01,160.18,160.18,160.18,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010496486,629.67,-629.67,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010497768,88.72,-88.72,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010499674,712.33,-712.33,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010500769,149.31,-149.31,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010501142,0.55,-0.55,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010501836,3130.34,-3130.34,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010502995,1504.73,-1504.73,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010502996,2089.78,-2089.78,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010510553,1911.37,-1911.37,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010510671,7050.43,-7050.43,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010510979,1363.44,-1363.44,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010511203,0.07,-0.07,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010513711,127.39,2.2,129.59,129.59,129.59,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010518048,6902.01,325.59,7227.6,7227.60,7227.60,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010518049,3352.67,158.15,3510.82,3510.82,3510.82,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010518545,6743.43,354.92,7098.35,7098.35,7098.35,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010520217,205.87,10.84,216.71,216.71,216.71,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010520451,2508.85,132.04,2640.89,2640.89,2640.89,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010521651,3786.6,-3786.6,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010523058,1143.73,-1143.73,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010525250,1401.12,-1401.12,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010526524,3707.99,-3707.99,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010529613,1958.32,103.07,2061.39,2061.39,2061.39,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010529993,1.09,-1.09,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010532612,5042.01,-5042.01,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010544182,3400.0,-3400.0,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010545623,192.96,-192.96,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010546964,16290.0,857.37,17147.37,17147.37,17147.37,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010547021,10871.29,572.17,11443.46,11443.46,11443.46,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010547488,2665.12,-2665.12,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010549966,672.31,-672.31,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010550088,357.82,18.83,376.65,376.65,376.65,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010550564,4537.29,-4537.29,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010564241,725.58,-725.58,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010565013,4662.83,245.41,4908.24,4908.24,4908.24,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010567983,53.0,2.79,55.79,55.79,55.79,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010583923,7763.1,-7763.1,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010586005,47.76,-47.76,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010639996,1081.66,-1081.66,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010653596,11.01,0.29,11.3,11.30,11.30,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010718278,11.23,-11.23,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010719815,513.22,41.01,554.23,554.23,554.23,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010722516,8993.28,37.97,9031.25,9031.25,9031.25,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010722734,912.0,72.88,984.88,984.88,984.88,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010726104,277.92,-277.92,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010728696,1036.69,82.85,1119.54,1119.54,1119.54,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010730647,6212.82,-6212.82,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010730780,35.78,-35.78,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010731970,4580.97,-4580.97,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010733472,5816.53,-5816.53,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010733665,687.75,54.96,742.71,742.71,742.71,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010735585,30.0,2.4,32.4,32.40,32.40,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010736035,67404.71,-67404.71,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010736283,2755.3,-2755.3,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010736935,16453.19,-16453.19,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010738161,93.4,4.62,98.02,98.02,98.02,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010738539,308.53,-308.53,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010741234,33.3,-33.3,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010741334,1639.26,-1639.26,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010741943,10451.57,-10451.57,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010743395,9705.53,-9705.53,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010743832,4811.02,280.12,5091.14,5091.14,5091.14,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010745749,32.4,2.59,34.99,34.99,34.99,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010745811,136.15,-136.15,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010746846,271.0,21.66,292.66,292.66,292.66,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010747243,16820.8,1040.32,17861.12,17861.12,17861.12,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010747320,2.6,-2.6,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010747636,134.75,10.77,145.52,145.52,145.52,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010748070,42.05,2.5,44.55,44.55,44.55,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010748073,4515.13,293.6,4808.73,4808.73,4808.73,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010748300,9022.12,-9022.12,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010748334,18.82,-18.82,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010748335,18.43,-18.43,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010749053,8358.3,-8358.3,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010749401,10193.02,814.56,11007.58,11007.58,11007.58,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010749906,18.75,1.5,20.25,20.25,20.25,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010749942,834.2,57.79,891.99,891.99,891.99,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010750265,1269.25,101.43,1370.68,1370.68,1370.68,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
