reconstructed_claim_id,policy_number,claim_family,chain_status,funding_total,offset_total,payout_total,orphan_reason,allow_delayed_disbursement,confidence_level
RC-9010380627-1-SURRENDER_CLAIM-C6-20230825,9010380627,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,42.76,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010380627-1-SURRENDER_CLAIM-C7-20231125,9010380627,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,7.49,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010380627-1-SURRENDER_CLAIM-C8-20240814,9010380627,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,4.19,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010380627-1-SURRENDER_CLAIM-C9-20241120,9010380627,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,7.7,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010381745-1-SURRENDER_CLAIM-C0-20180101,9010381745,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,341.04,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010381745-1-SURRENDER_CLAIM-C1-20190101,9010381745,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,358.99,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010381745-1-SURRENDER_CLAIM-C2-20200101,9010381745,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,5648.21,735.61,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010382426-1-SURRENDER_CLAIM-C0-20180112,9010382426,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,144.91,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010382426-1-SURRENDER_CLAIM-C1-20180404,9010382426,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,220.12,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010382426-1-SURRENDER_CLAIM-C10-20230112,9010382426,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,143.37,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010382426-1-SURRENDER_CLAIM-C11-20230322,9010382426,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,227.57,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010382426-1-SURRENDER_CLAIM-C12-20240112,9010382426,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,385.94,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010382426-1-SURRENDER_CLAIM-C13-20250112,9010382426,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,388.66,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010382426-1-SURRENDER_CLAIM-C14-20260112,9010382426,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,385.47,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010382426-1-SURRENDER_CLAIM-C2-20190112,9010382426,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,144.6,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010382426-1-SURRENDER_CLAIM-C3-20190405,9010382426,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,218.89,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010382426-1-SURRENDER_CLAIM-C4-20200112,9010382426,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,144.29,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010382426-1-SURRENDER_CLAIM-C5-20200412,9010382426,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,212.53,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010382426-1-SURRENDER_CLAIM-C6-20210112,9010382426,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,143.99,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010382426-1-SURRENDER_CLAIM-C7-20210322,9010382426,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,228.55,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010382426-1-SURRENDER_CLAIM-C8-20220112,9010382426,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,143.67,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010382426-1-SURRENDER_CLAIM-C9-20220412,9010382426,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,212.19,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010382520-3-DEATH_CLAIM-C0-20200820,9010382520,DEATH_CLAIM,FUNDED_NO_DISBURSEMENT,2807.24,0.0,0.0,Funding/offset without payout linkage,N,LOW_CONFIDENCE
RC-9010382931-1-SURRENDER_CLAIM-C0-20180115,9010382931,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,17.98,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010382931-1-SURRENDER_CLAIM-C1-20190117,9010382931,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,55.23,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010382931-1-SURRENDER_CLAIM-C2-20200117,9010382931,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,54.06,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010382931-1-SURRENDER_CLAIM-C3-20210114,9010382931,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,18.08,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010382931-2-DEATH_CLAIM-C0-20220210,9010382931,DEATH_CLAIM,FUNDED_NO_DISBURSEMENT,7603.4,0.0,0.0,Funding/offset without payout linkage,N,LOW_CONFIDENCE
RC-9010385491-2-DEATH_CLAIM-C0-20190501,9010385491,DEATH_CLAIM,FUNDED_NO_DISBURSEMENT,6999.06,0.0,0.0,Funding/offset without payout linkage,N,LOW_CONFIDENCE
RC-9010385636-1-SURRENDER_CLAIM-C0-20180209,9010385636,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,720.87,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010385636-1-SURRENDER_CLAIM-C1-20180507,9010385636,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,10108.84,552.39,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010389651-2-DEATH_CLAIM-C0-20240727,9010389651,DEATH_CLAIM,FUNDED_NO_DISBURSEMENT,11421.18,0.0,0.0,Funding/offset without payout linkage,N,LOW_CONFIDENCE
RC-9010389802-1-SURRENDER_CLAIM-C0-20201026,9010389802,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,8178.76,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010391004-1-SURRENDER_CLAIM-C0-20180501,9010391004,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,695.95,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010391004-1-SURRENDER_CLAIM-C1-20190501,9010391004,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,699.87,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010391004-1-SURRENDER_CLAIM-C2-20200501,9010391004,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,693.56,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010391004-1-SURRENDER_CLAIM-C3-20210501,9010391004,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,693.65,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010391004-1-SURRENDER_CLAIM-C4-20220501,9010391004,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,687.42,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010391004-1-SURRENDER_CLAIM-C5-20230501,9010391004,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,701.47,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010391004-1-SURRENDER_CLAIM-C6-20240501,9010391004,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,698.96,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010391004-1-SURRENDER_CLAIM-C7-20250501,9010391004,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,681.32,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010391228-1-SURRENDER_CLAIM-C0-20180421,9010391228,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,227.68,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010391228-1-SURRENDER_CLAIM-C1-20181021,9010391228,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,109.87,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010391228-1-SURRENDER_CLAIM-C10-20230421,9010391228,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,363.69,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010391228-1-SURRENDER_CLAIM-C11-20231021,9010391228,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,155.96,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010391228-1-SURRENDER_CLAIM-C12-20240319,9010391228,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,4007.17,10.14,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010391228-1-SURRENDER_CLAIM-C2-20190421,9010391228,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,252.18,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010391228-1-SURRENDER_CLAIM-C3-20191021,9010391228,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,118.32,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010391228-1-SURRENDER_CLAIM-C4-20200421,9010391228,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,277.95,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010391228-1-SURRENDER_CLAIM-C5-20201021,9010391228,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,126.8,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010391228-1-SURRENDER_CLAIM-C6-20210421,9010391228,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,305.07,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010391228-1-SURRENDER_CLAIM-C7-20211021,9010391228,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,135.92,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010391228-1-SURRENDER_CLAIM-C8-20220421,9010391228,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,333.63,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010391228-1-SURRENDER_CLAIM-C9-20221021,9010391228,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,145.54,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010391359-1-SURRENDER_CLAIM-C0-20180426,9010391359,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,81.5,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010391359-1-SURRENDER_CLAIM-C1-20190426,9010391359,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,85.79,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010391359-1-SURRENDER_CLAIM-C2-20200426,9010391359,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,90.31,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010391359-1-SURRENDER_CLAIM-C3-20210426,9010391359,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,95.06,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010391359-2-DEATH_CLAIM-C0-20211119,9010391359,DEATH_CLAIM,FUNDED_NO_DISBURSEMENT,1118.65,0.0,0.0,Funding/offset without payout linkage,N,LOW_CONFIDENCE
RC-9010391359-3-DEATH_CLAIM-C0-20211119,9010391359,DEATH_CLAIM,ORPHAN_CHAIN,0.0,0.0,0.0,Insufficient chain components,N,LOW_CONFIDENCE
RC-9010391422-1-SURRENDER_CLAIM-C0-20180601,9010391422,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,75.11,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010391422-1-SURRENDER_CLAIM-C1-20190601,9010391422,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,79.06,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010391422-1-SURRENDER_CLAIM-C2-20191120,9010391422,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,2460.7,42.41,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010392138-1-SURRENDER_CLAIM-C0-20180601,9010392138,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,633.03,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010392138-1-SURRENDER_CLAIM-C1-20190601,9010392138,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,666.35,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010392138-1-SURRENDER_CLAIM-C2-20200529,9010392138,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,700.58,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010392138-1-SURRENDER_CLAIM-C3-20210601,9010392138,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,725.76,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010392138-1-SURRENDER_CLAIM-C4-20220601,9010392138,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,763.96,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010392138-1-SURRENDER_CLAIM-C5-20230601,9010392138,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,804.17,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010392138-1-SURRENDER_CLAIM-C6-20231206,9010392138,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,8571.23,396.25,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010392763-2-DEATH_CLAIM-C0-20220408,9010392763,DEATH_CLAIM,FUNDED_NO_DISBURSEMENT,910.01,0.0,0.0,Funding/offset without payout linkage,N,LOW_CONFIDENCE
RC-9010393158-2-DEATH_CLAIM-C0-20210207,9010393158,DEATH_CLAIM,FUNDED_NO_DISBURSEMENT,5295.97,0.0,0.0,Funding/offset without payout linkage,N,LOW_CONFIDENCE
RC-9010393181-1-SURRENDER_CLAIM-C0-20180701,9010393181,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,85.74,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010394249-2-DEATH_CLAIM-C0-20240916,9010394249,DEATH_CLAIM,FUNDED_NO_DISBURSEMENT,6142.86,0.0,0.0,Funding/offset without payout linkage,N,LOW_CONFIDENCE
RC-9010394662-2-DEATH_CLAIM-C0-20211009,9010394662,DEATH_CLAIM,FUNDED_NO_DISBURSEMENT,2011.4,0.0,0.0,Funding/offset without payout linkage,N,LOW_CONFIDENCE
RC-9010395382-1-SURRENDER_CLAIM-C0-20180801,9010395382,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,636.16,0.0,Funding/offset without payout linkage,Y,INFERRED
