reconstructed_claim_id,policy_number,name_id,relate_code,benefit_seq,priority_rank,has_address,has_tax_id,payout_event_count,payee_distribution_status
RC-9010385491-2-DEATH_CLAIM-C0-20190501,9010385491,696568,B2,0,2,Y,Y,0,PAYEE_UNRESOLVED
RC-9010385491-2-DEATH_CLAIM-C0-20190501,9010385491,696569,B2,0,2,Y,Y,0,PAYEE_UNRESOLVED
RC-9010385491-2-DEATH_CLAIM-C0-20190501,9010385491,696570,B2,0,2,Y,Y,0,PAYEE_UNRESOLVED
RC-9010389651-1-DEATH_CLAIM-C0-20240727,9010389651,696590,B1,0,1,Y,Y,1,SINGLE_PAYEE_MATCH
RC-9010389651-2-DEATH_CLAIM-C0-20240727,9010389651,696590,B1,0,1,Y,Y,0,PAYEE_UNRESOLVED
RC-9010391359-1-DEATH_CLAIM-C0-20211119,9010391359,627639,B1,0,1,Y,Y,1,SINGLE_PAYEE_MATCH
RC-9010391359-1-DEATH_CLAIM-C0-20211119,9010391359,696613,B2,0,2,Y,Y,1,SINGLE_PAYEE_MATCH
RC-9010391359-2-DEATH_CLAIM-C0-20211119,9010391359,627639,B1,0,1,Y,Y,0,PAYEE_UNRESOLVED
RC-9010391359-2-DEATH_CLAIM-C0-20211119,9010391359,696613,B2,0,2,Y,Y,0,PAYEE_UNRESOLVED
RC-9010391359-3-DEATH_CLAIM-C0-20211119,9010391359,627639,B1,0,1,Y,Y,0,PAYEE_UNRESOLVED
RC-9010391359-3-DEATH_CLAIM-C0-20211119,9010391359,696613,B2,0,2,Y,Y,0,PAYEE_UNRESOLVED
RC-9010392763-1-DEATH_CLAIM-C0-20220408,9010392763,696652,B1,0,1,Y,Y,4,TRUSTEE_MANAGED_DISTRIBUTION
RC-9010392763-1-DEATH_CLAIM-C0-20220408,9010392763,704465,B1,0,1,Y,Y,4,TRUSTEE_MANAGED_DISTRIBUTION
RC-9010392763-1-DEATH_CLAIM-C0-20220408,9010392763,711627,B1,0,1,Y,Y,4,TRUSTEE_MANAGED_DISTRIBUTION
RC-9010392763-1-DEATH_CLAIM-C0-20220408,9010392763,711629,B1,0,1,Y,Y,4,TRUSTEE_MANAGED_DISTRIBUTION
RC-9010392763-1-DEATH_CLAIM-C0-20220408,9010392763,711630,B1,0,1,Y,Y,4,TRUSTEE_MANAGED_DISTRIBUTION
RC-9010392763-2-DEATH_CLAIM-C0-20220408,9010392763,696652,B1,0,1,Y,Y,0,PAYEE_UNRESOLVED
RC-9010392763-2-DEATH_CLAIM-C0-20220408,9010392763,704465,B1,0,1,Y,Y,0,PAYEE_UNRESOLVED
RC-9010392763-2-DEATH_CLAIM-C0-20220408,9010392763,711627,B1,0,1,Y,Y,0,PAYEE_UNRESOLVED
RC-9010392763-2-DEATH_CLAIM-C0-20220408,9010392763,711629,B1,0,1,Y,Y,0,PAYEE_UNRESOLVED
RC-9010392763-2-DEATH_CLAIM-C0-20220408,9010392763,711630,B1,0,1,Y,Y,0,PAYEE_UNRESOLVED
RC-9010393158-1-DEATH_CLAIM-C0-20210207,9010393158,697363,B1,0,1,Y,Y,1,SINGLE_PAYEE_MATCH
RC-9010393158-2-DEATH_CLAIM-C0-20210207,9010393158,697363,B1,0,1,Y,Y,0,PAYEE_UNRESOLVED
RC-9010394249-1-DEATH_CLAIM-C0-20240916,9010394249,697448,B1,0,1,Y,Y,1,SINGLE_PAYEE_MATCH
RC-9010394249-1-DEATH_CLAIM-C0-20240916,9010394249,615519,B2,0,2,N,N,1,SINGLE_PAYEE_MATCH
RC-9010394249-2-DEATH_CLAIM-C0-20240916,9010394249,697448,B1,0,1,Y,Y,0,PAYEE_UNRESOLVED
RC-9010394249-2-DEATH_CLAIM-C0-20240916,9010394249,615519,B2,0,2,N,N,0,PAYEE_UNRESOLVED
RC-9010394662-1-DEATH_CLAIM-C0-20211009,9010394662,697451,B1,0,1,Y,Y,1,SINGLE_PAYEE_MATCH
RC-9010394662-1-DEATH_CLAIM-C0-20211009,9010394662,697452,B2,0,2,Y,Y,1,SINGLE_PAYEE_MATCH
RC-9010394662-2-DEATH_CLAIM-C0-20211009,9010394662,697451,B1,0,1,Y,Y,0,PAYEE_UNRESOLVED
RC-9010394662-2-DEATH_CLAIM-C0-20211009,9010394662,697452,B2,0,2,Y,Y,0,PAYEE_UNRESOLVED
RC-9010395382-1-DEATH_CLAIM-C0-20240528,9010395382,697465,B1,0,1,Y,Y,1,SINGLE_PAYEE_MATCH
RC-9010395382-1-DEATH_CLAIM-C0-20240528,9010395382,697442,B2,0,2,N,N,1,SINGLE_PAYEE_MATCH
RC-9010395382-2-DEATH_CLAIM-C0-20240528,9010395382,697465,B1,0,1,Y,Y,0,PAYEE_UNRESOLVED
RC-9010395382-2-DEATH_CLAIM-C0-20240528,9010395382,697442,B2,0,2,N,N,0,PAYEE_UNRESOLVED
RC-9010395878-1-DEATH_CLAIM-C0-20180113,9010395878,587905,B1,0,1,Y,Y,1,SINGLE_PAYEE_MATCH
RC-9010395878-1-DEATH_CLAIM-C0-20180113,9010395878,615519,B2,0,2,N,N,1,SINGLE_PAYEE_MATCH
RC-9010395878-2-DEATH_CLAIM-C0-20180113,9010395878,587905,B1,0,1,Y,Y,0,PAYEE_UNRESOLVED
RC-9010395878-2-DEATH_CLAIM-C0-20180113,9010395878,615519,B2,0,2,N,N,0,PAYEE_UNRESOLVED
RC-9010395879-1-DEATH_CLAIM-C0-20230114,9010395879,587904,B1,0,1,Y,Y,7,MULTI_BENEFICIARY_SPLIT
RC-9010395879-1-DEATH_CLAIM-C0-20230114,9010395879,712147,B2,0,2,Y,Y,7,MULTI_BENEFICIARY_SPLIT
RC-9010395879-1-DEATH_CLAIM-C0-20230114,9010395879,712148,B2,0,2,Y,Y,7,MULTI_BENEFICIARY_SPLIT
RC-9010395879-1-DEATH_CLAIM-C0-20230114,9010395879,712149,B2,0,2,Y,Y,7,MULTI_BENEFICIARY_SPLIT
RC-9010395879-1-DEATH_CLAIM-C0-20230114,9010395879,712150,B2,0,2,Y,Y,7,MULTI_BENEFICIARY_SPLIT
RC-9010395879-1-DEATH_CLAIM-C0-20230114,9010395879,712151,B2,0,2,Y,Y,7,MULTI_BENEFICIARY_SPLIT
RC-9010395879-1-DEATH_CLAIM-C0-20230114,9010395879,712152,B2,0,2,Y,Y,7,MULTI_BENEFICIARY_SPLIT
RC-9010395879-1-DEATH_CLAIM-C0-20230114,9010395879,712153,B2,0,2,Y,Y,7,MULTI_BENEFICIARY_SPLIT
RC-9010395879-2-DEATH_CLAIM-C0-20230114,9010395879,587904,B1,0,1,Y,Y,0,PAYEE_UNRESOLVED
RC-9010395879-2-DEATH_CLAIM-C0-20230114,9010395879,712147,B2,0,2,Y,Y,0,PAYEE_UNRESOLVED
RC-9010395879-2-DEATH_CLAIM-C0-20230114,9010395879,712148,B2,0,2,Y,Y,0,PAYEE_UNRESOLVED
RC-9010395879-2-DEATH_CLAIM-C0-20230114,9010395879,712149,B2,0,2,Y,Y,0,PAYEE_UNRESOLVED
RC-9010395879-2-DEATH_CLAIM-C0-20230114,9010395879,712150,B2,0,2,Y,Y,0,PAYEE_UNRESOLVED
RC-9010395879-2-DEATH_CLAIM-C0-20230114,9010395879,712151,B2,0,2,Y,Y,0,PAYEE_UNRESOLVED
RC-9010395879-2-DEATH_CLAIM-C0-20230114,9010395879,712152,B2,0,2,Y,Y,0,PAYEE_UNRESOLVED
RC-9010395879-2-DEATH_CLAIM-C0-20230114,9010395879,712153,B2,0,2,Y,Y,0,PAYEE_UNRESOLVED
RC-9010396147-1-DEATH_CLAIM-C0-20250106,9010396147,708165,B1,0,1,Y,Y,1,SINGLE_PAYEE_MATCH
RC-9010396147-2-DEATH_CLAIM-C0-20250106,9010396147,708165,B1,0,1,Y,Y,0,PAYEE_UNRESOLVED
RC-9010397318-1-DEATH_CLAIM-C0-20200409,9010397318,707078,B1,0,1,Y,Y,2,TRUSTEE_MANAGED_DISTRIBUTION
RC-9010397318-1-DEATH_CLAIM-C0-20200409,9010397318,707079,B1,0,1,Y,N,2,TRUSTEE_MANAGED_DISTRIBUTION
RC-9010397945-1-DEATH_CLAIM-C0-20211113,9010397945,710965,B1,0,1,Y,Y,1,SINGLE_PAYEE_MATCH
RC-9010397945-1-DEATH_CLAIM-C0-20211113,9010397945,635019,B2,0,2,Y,Y,1,SINGLE_PAYEE_MATCH
RC-9010397945-2-DEATH_CLAIM-C0-20211113,9010397945,710965,B1,0,1,Y,Y,0,PAYEE_UNRESOLVED
RC-9010397945-2-DEATH_CLAIM-C0-20211113,9010397945,635019,B2,0,2,Y,Y,0,PAYEE_UNRESOLVED
RC-9010398274-1-DEATH_CLAIM-C0-20240313,9010398274,697546,B1,0,1,Y,Y,4,MULTI_BENEFICIARY_SPLIT
RC-9010398274-1-DEATH_CLAIM-C0-20240313,9010398274,712804,B1,0,1,Y,Y,4,MULTI_BENEFICIARY_SPLIT
RC-9010398274-1-DEATH_CLAIM-C0-20240313,9010398274,712805,B1,0,1,Y,Y,4,MULTI_BENEFICIARY_SPLIT
RC-9010398274-1-DEATH_CLAIM-C0-20240313,9010398274,712806,B1,0,1,Y,Y,4,MULTI_BENEFICIARY_SPLIT
RC-9010398274-1-DEATH_CLAIM-C0-20240313,9010398274,712807,B1,0,1,Y,Y,4,MULTI_BENEFICIARY_SPLIT
RC-9010398274-2-DEATH_CLAIM-C0-20240313,9010398274,697546,B1,0,1,Y,Y,0,PAYEE_UNRESOLVED
RC-9010398274-2-DEATH_CLAIM-C0-20240313,9010398274,712804,B1,0,1,Y,Y,0,PAYEE_UNRESOLVED
RC-9010398274-2-DEATH_CLAIM-C0-20240313,9010398274,712805,B1,0,1,Y,Y,0,PAYEE_UNRESOLVED
RC-9010398274-2-DEATH_CLAIM-C0-20240313,9010398274,712806,B1,0,1,Y,Y,0,PAYEE_UNRESOLVED
RC-9010398274-2-DEATH_CLAIM-C0-20240313,9010398274,712807,B1,0,1,Y,Y,0,PAYEE_UNRESOLVED
RC-9010398591-1-DEATH_CLAIM-C0-20190827,9010398591,697223,B1,0,1,Y,Y,9,MULTI_BENEFICIARY_SPLIT
RC-9010398591-1-DEATH_CLAIM-C0-20190827,9010398591,697224,B1,0,1,Y,Y,9,MULTI_BENEFICIARY_SPLIT
RC-9010398591-1-DEATH_CLAIM-C0-20190827,9010398591,697225,B1,0,1,Y,Y,9,MULTI_BENEFICIARY_SPLIT
RC-9010398591-1-DEATH_CLAIM-C0-20190827,9010398591,697226,B1,0,1,Y,Y,9,MULTI_BENEFICIARY_SPLIT
RC-9010398591-1-DEATH_CLAIM-C0-20190827,9010398591,697227,B1,0,1,Y,Y,9,MULTI_BENEFICIARY_SPLIT
RC-9010398591-1-DEATH_CLAIM-C0-20190827,9010398591,697228,B1,0,1,Y,Y,9,MULTI_BENEFICIARY_SPLIT
RC-9010398591-1-DEATH_CLAIM-C0-20190827,9010398591,697229,B1,0,1,Y,Y,9,MULTI_BENEFICIARY_SPLIT
RC-9010398591-1-DEATH_CLAIM-C0-20190827,9010398591,697230,B1,0,1,Y,Y,9,MULTI_BENEFICIARY_SPLIT
RC-9010398591-1-DEATH_CLAIM-C0-20190827,9010398591,697231,B1,0,1,Y,Y,9,MULTI_BENEFICIARY_SPLIT
RC-9010398591-2-DEATH_CLAIM-C0-20190827,9010398591,697223,B1,0,1,Y,Y,0,PAYEE_UNRESOLVED
RC-9010398591-2-DEATH_CLAIM-C0-20190827,9010398591,697224,B1,0,1,Y,Y,0,PAYEE_UNRESOLVED
RC-9010398591-2-DEATH_CLAIM-C0-20190827,9010398591,697225,B1,0,1,Y,Y,0,PAYEE_UNRESOLVED
RC-9010398591-2-DEATH_CLAIM-C0-20190827,9010398591,697226,B1,0,1,Y,Y,0,PAYEE_UNRESOLVED
RC-9010398591-2-DEATH_CLAIM-C0-20190827,9010398591,697227,B1,0,1,Y,Y,0,PAYEE_UNRESOLVED
RC-9010398591-2-DEATH_CLAIM-C0-20190827,9010398591,697228,B1,0,1,Y,Y,0,PAYEE_UNRESOLVED
RC-9010398591-2-DEATH_CLAIM-C0-20190827,9010398591,697229,B1,0,1,Y,Y,0,PAYEE_UNRESOLVED
RC-9010398591-2-DEATH_CLAIM-C0-20190827,9010398591,697230,B1,0,1,Y,Y,0,PAYEE_UNRESOLVED
RC-9010398591-2-DEATH_CLAIM-C0-20190827,9010398591,697231,B1,0,1,Y,Y,0,PAYEE_UNRESOLVED
RC-9010401181-1-DEATH_CLAIM-C0-20180316,9010401181,703423,B1,0,1,Y,Y,1,SINGLE_PAYEE_MATCH
RC-9010401181-1-DEATH_CLAIM-C0-20180316,9010401181,697574,B2,0,2,Y,Y,1,SINGLE_PAYEE_MATCH
RC-9010401181-2-DEATH_CLAIM-C0-20180316,9010401181,703423,B1,0,1,Y,Y,0,PAYEE_UNRESOLVED
RC-9010401181-2-DEATH_CLAIM-C0-20180316,9010401181,697574,B2,0,2,Y,Y,0,PAYEE_UNRESOLVED
RC-9010402010-1-DEATH_CLAIM-C0-20221021,9010402010,693059,B1,0,1,Y,Y,1,SINGLE_PAYEE_MATCH
RC-9010402014-1-DEATH_CLAIM-C0-20230913,9010402014,697594,B1,0,1,Y,Y,1,SINGLE_PAYEE_MATCH
RC-9010402014-1-DEATH_CLAIM-C0-20230913,9010402014,560066,B2,0,2,N,N,1,SINGLE_PAYEE_MATCH
RC-9010403922-1-DEATH_CLAIM-C0-20240412,9010403922,697633,B1,0,1,Y,Y,1,TRUSTEE_MANAGED_DISTRIBUTION
RC-9010403922-1-DEATH_CLAIM-C0-20240412,9010403922,697634,B2,0,2,Y,N,1,TRUSTEE_MANAGED_DISTRIBUTION
RC-9010403922-2-DEATH_CLAIM-C0-20240412,9010403922,697633,B1,0,1,Y,Y,0,PAYEE_UNRESOLVED
RC-9010403922-2-DEATH_CLAIM-C0-20240412,9010403922,697634,B2,0,2,Y,N,0,PAYEE_UNRESOLVED
RC-9010404857-1-DEATH_CLAIM-C0-20180118,9010404857,707137,B1,0,1,Y,Y,1,SINGLE_PAYEE_MATCH
RC-9010404857-1-DEATH_CLAIM-C0-20180118,9010404857,707138,B2,0,2,Y,Y,1,SINGLE_PAYEE_MATCH
RC-9010406795-1-DEATH_CLAIM-C0-20180706,9010406795,691613,B1,0,1,Y,Y,1,TRUSTEE_MANAGED_DISTRIBUTION
RC-9010406795-2-DEATH_CLAIM-C0-20180706,9010406795,691613,B1,0,1,Y,Y,0,PAYEE_UNRESOLVED
RC-9010406962-1-DEATH_CLAIM-C0-20210726,9010406962,699995,B1,0,1,Y,Y,1,SINGLE_PAYEE_MATCH
RC-9010406962-1-DEATH_CLAIM-C0-20210726,9010406962,699996,B2,0,2,Y,Y,1,SINGLE_PAYEE_MATCH
RC-9010407533-1-DEATH_CLAIM-C0-20250911,9010407533,588109,B1,0,1,Y,Y,4,MULTI_BENEFICIARY_SPLIT
RC-9010407533-1-DEATH_CLAIM-C0-20250911,9010407533,695259,B1,0,1,Y,Y,4,MULTI_BENEFICIARY_SPLIT
RC-9010407533-1-DEATH_CLAIM-C0-20250911,9010407533,695260,B1,0,1,Y,Y,4,MULTI_BENEFICIARY_SPLIT
RC-9010407533-1-DEATH_CLAIM-C0-20250911,9010407533,695261,B1,0,1,Y,Y,4,MULTI_BENEFICIARY_SPLIT
RC-9010407533-2-DEATH_CLAIM-C0-20250911,9010407533,588109,B1,0,1,Y,Y,0,PAYEE_UNRESOLVED
RC-9010407533-2-DEATH_CLAIM-C0-20250911,9010407533,695259,B1,0,1,Y,Y,0,PAYEE_UNRESOLVED
RC-9010407533-2-DEATH_CLAIM-C0-20250911,9010407533,695260,B1,0,1,Y,Y,0,PAYEE_UNRESOLVED
RC-9010407533-2-DEATH_CLAIM-C0-20250911,9010407533,695261,B1,0,1,Y,Y,0,PAYEE_UNRESOLVED
RC-9010410566-1-DEATH_CLAIM-C0-20230429,9010410566,697767,B1,0,1,Y,Y,1,SINGLE_PAYEE_MATCH
RC-9010410566-1-DEATH_CLAIM-C0-20230429,9010410566,697769,B2,0,2,Y,Y,1,SINGLE_PAYEE_MATCH
RC-9010410566-1-DEATH_CLAIM-C0-20230429,9010410566,706253,B2,0,2,Y,Y,1,SINGLE_PAYEE_MATCH
RC-9010410566-2-DEATH_CLAIM-C0-20230429,9010410566,697767,B1,0,1,Y,Y,0,PAYEE_UNRESOLVED
RC-9010410566-2-DEATH_CLAIM-C0-20230429,9010410566,697769,B2,0,2,Y,Y,0,PAYEE_UNRESOLVED
RC-9010410566-2-DEATH_CLAIM-C0-20230429,9010410566,706253,B2,0,2,Y,Y,0,PAYEE_UNRESOLVED
RC-9010410714-1-DEATH_CLAIM-C0-20190611,9010410714,709391,B1,0,1,Y,Y,1,TRUSTEE_MANAGED_DISTRIBUTION
RC-9010410714-2-DEATH_CLAIM-C0-20190611,9010410714,709391,B1,0,1,Y,Y,0,PAYEE_UNRESOLVED
RC-9010411499-1-DEATH_CLAIM-C0-20200830,9010411499,697780,B1,0,1,Y,Y,2,MULTI_BENEFICIARY_SPLIT
RC-9010411499-1-DEATH_CLAIM-C0-20200830,9010411499,711170,B2,0,2,Y,N,2,MULTI_BENEFICIARY_SPLIT
RC-9010411499-1-DEATH_CLAIM-C1-20210930,9010411499,697780,B1,0,1,Y,Y,1,SINGLE_PAYEE_MATCH
RC-9010411499-1-DEATH_CLAIM-C1-20210930,9010411499,711170,B2,0,2,Y,N,1,SINGLE_PAYEE_MATCH
RC-9010411499-2-DEATH_CLAIM-C0-20200830,9010411499,697780,B1,0,1,Y,Y,0,PAYEE_UNRESOLVED
RC-9010411499-2-DEATH_CLAIM-C0-20200830,9010411499,711170,B2,0,2,Y,N,0,PAYEE_UNRESOLVED
RC-9010411727-1-DEATH_CLAIM-C0-20190315,9010411727,707149,B1,0,1,Y,Y,2,MULTI_BENEFICIARY_SPLIT
RC-9010411727-1-DEATH_CLAIM-C0-20190315,9010411727,707150,B1,0,1,Y,Y,2,MULTI_BENEFICIARY_SPLIT
RC-9010412522-1-DEATH_CLAIM-C0-20190718,9010412522,697787,B1,0,1,Y,Y,1,SINGLE_PAYEE_MATCH
RC-9010412522-1-DEATH_CLAIM-C0-20190718,9010412522,697788,B2,0,2,Y,Y,1,SINGLE_PAYEE_MATCH
RC-9010412522-1-DEATH_CLAIM-C0-20190718,9010412522,697789,B2,0,2,Y,Y,1,SINGLE_PAYEE_MATCH
RC-9010412522-2-DEATH_CLAIM-C0-20190718,9010412522,697787,B1,0,1,Y,Y,0,PAYEE_UNRESOLVED
