reconstructed_claim_id,policy_number,trustee_name_id,trustee_relate_code,payout_event_count,payout_total,trustee_managed_flag,payee_distribution_status,confidence_level
RC-9011073231-1-DEATH_CLAIM-C0-20201130,9011073231,710074,PW,2,12606.45,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011078437-1-DEATH_CLAIM-C0-20181017,9011078437,708782,PW,1,10703.04,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011078437-1-DEATH_CLAIM-C0-20181017,9011078437,708783,PW,1,10703.04,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011084364-1-DEATH_CLAIM-C0-20210513,9011084364,707504,PW,1,5004.32,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011095851-1-DEATH_CLAIM-C0-20210703,9011095851,710618,PW,2,5028.45,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011103126-1-DEATH_CLAIM-C0-20240322,9011103126,592810,PW,1,4145.13,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011103126-1-DEATH_CLAIM-C0-20240322,9011103126,710158,PW,1,4145.13,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011103130-1-DEATH_CLAIM-C0-20250213,9011103130,710158,PW,1,8336.35,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011104570-1-DEATH_CLAIM-C0-20240322,9011104570,592810,PW,1,4145.13,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011104570-1-DEATH_CLAIM-C0-20240322,9011104570,710158,PW,1,4145.13,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011109433-1-DEATH_CLAIM-C0-20230226,9011109433,710625,PW,1,7525.22,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011109433-1-DEATH_CLAIM-C0-20230226,9011109433,710626,PW,1,7525.22,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011110698-1-DEATH_CLAIM-C0-20180519,9011110698,704281,PW,1,5035.94,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011111930-1-DEATH_CLAIM-C0-20200504,9011111930,708270,PW,1,5024.96,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011111930-1-DEATH_CLAIM-C0-20200504,9011111930,708271,PW,1,5024.96,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011112743-1-DEATH_CLAIM-C0-20230320,9011112743,706269,PW,1,5138.18,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011112743-2-DEATH_CLAIM-C0-20230320,9011112743,706269,PW,0,0.0,N,PAYEE_UNRESOLVED,LOW_CONFIDENCE
RC-9011114096-1-DEATH_CLAIM-C0-20220520,9011114096,707712,PW,1,6755.54,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011114119-1-DEATH_CLAIM-C0-20240818,9011114119,708140,PW,2,5009.24,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011114119-1-DEATH_CLAIM-C0-20240818,9011114119,708141,PW,2,5009.24,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011114139-1-DEATH_CLAIM-C0-20220413,9011114139,709750,PW,3,10017.15,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011116770-1-DEATH_CLAIM-C0-20180404,9011116770,708425,PW,1,3011.56,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011116770-1-DEATH_CLAIM-C0-20180404,9011116770,708423,PW,1,3011.56,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011116770-1-DEATH_CLAIM-C0-20180404,9011116770,708424,PW,1,3011.56,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011122230-1-DEATH_CLAIM-C0-20190620,9011122230,705487,PW,1,5009.02,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011128980-1-DEATH_CLAIM-C0-20230416,9011128980,711137,PW,1,5000.0,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011128980-1-DEATH_CLAIM-C0-20230416,9011128980,711138,PW,1,5000.0,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011130902-1-DEATH_CLAIM-C0-20241010,9011130902,712878,PW,1,25144.69,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011131163-1-DEATH_CLAIM-C0-20240921,9011131163,712558,PW,1,5016.63,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011136704-1-DEATH_CLAIM-C0-20180208,9011136704,701854,PW,1,5020.9,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
