mpolicy,mseq,duplicate_count,classification,sequence_collision_risk,severity,remediability,governance_status,recommended_remediation,production_numbering_risk,production_dbf_flag
9010768069,2,2,LEGITIMATE_MULTI_PAYEE,LOW,MEDIUM,PARTIALLY_RECOVERABLE,NEEDS_RULE_REFINEMENT,Review MSEQ derivation per claim; ensure sequence uniqueness within MPOLICY+MPHASE scope,N,N
9010778262,1,2,LEGITIMATE_MULTI_PAYEE,LOW,MEDIUM,PARTIALLY_RECOVERABLE,NEEDS_RULE_REFINEMENT,Review MSEQ derivation per claim; ensure sequence uniqueness within MPOLICY+MPHASE scope,N,N
9010778262,2,2,LEGITIMATE_MULTI_PAYEE,LOW,MEDIUM,PARTIALLY_RECOVERABLE,NEEDS_RULE_REFINEMENT,Review MSEQ derivation per claim; ensure sequence uniqueness within MPOLICY+MPHASE scope,N,N
9010778262,3,2,LEGITIMATE_MULTI_PAYEE,LOW,MEDIUM,PARTIALLY_RECOVERABLE,NEEDS_RULE_REFINEMENT,Review MSEQ derivation per claim; ensure sequence uniqueness within MPOLICY+MPHASE scope,N,N
9010780003,1,2,LEGITIMATE_MULTI_PAYEE,LOW,MEDIUM,PARTIALLY_RECOVERABLE,NEEDS_RULE_REFINEMENT,Review MSEQ derivation per claim; ensure sequence uniqueness within MPOLICY+MPHASE scope,N,N
9010783502,1,2,LEGITIMATE_MULTI_PAYEE,LOW,MEDIUM,PARTIALLY_RECOVERABLE,NEEDS_RULE_REFINEMENT,Review MSEQ derivation per claim; ensure sequence uniqueness within MPOLICY+MPHASE scope,N,N
9010783502,2,2,LEGITIMATE_MULTI_PAYEE,LOW,MEDIUM,PARTIALLY_RECOVERABLE,NEEDS_RULE_REFINEMENT,Review MSEQ derivation per claim; ensure sequence uniqueness within MPOLICY+MPHASE scope,N,N
9010783502,3,2,LEGITIMATE_MULTI_PAYEE,LOW,MEDIUM,PARTIALLY_RECOVERABLE,NEEDS_RULE_REFINEMENT,Review MSEQ derivation per claim; ensure sequence uniqueness within MPOLICY+MPHASE scope,N,N
9010832681,1,2,LEGITIMATE_MULTI_PAYEE,LOW,MEDIUM,PARTIALLY_RECOVERABLE,NEEDS_RULE_REFINEMENT,Review MSEQ derivation per claim; ensure sequence uniqueness within MPOLICY+MPHASE scope,N,N
9010836057,1,2,LEGITIMATE_MULTI_PAYEE,LOW,MEDIUM,PARTIALLY_RECOVERABLE,NEEDS_RULE_REFINEMENT,Review MSEQ derivation per claim; ensure sequence uniqueness within MPOLICY+MPHASE scope,N,N
9010840780,1,2,LEGITIMATE_MULTI_PAYEE,LOW,MEDIUM,PARTIALLY_RECOVERABLE,NEEDS_RULE_REFINEMENT,Review MSEQ derivation per claim; ensure sequence uniqueness within MPOLICY+MPHASE scope,N,N
9010842291,1,2,LEGITIMATE_MULTI_PAYEE,LOW,MEDIUM,PARTIALLY_RECOVERABLE,NEEDS_RULE_REFINEMENT,Review MSEQ derivation per claim; ensure sequence uniqueness within MPOLICY+MPHASE scope,N,N
9010842291,2,2,LEGITIMATE_MULTI_PAYEE,LOW,MEDIUM,PARTIALLY_RECOVERABLE,NEEDS_RULE_REFINEMENT,Review MSEQ derivation per claim; ensure sequence uniqueness within MPOLICY+MPHASE scope,N,N
9010914301,1,2,LEGITIMATE_MULTI_PAYEE,LOW,MEDIUM,PARTIALLY_RECOVERABLE,NEEDS_RULE_REFINEMENT,Review MSEQ derivation per claim; ensure sequence uniqueness within MPOLICY+MPHASE scope,N,N
9010914301,2,2,LEGITIMATE_MULTI_PAYEE,LOW,MEDIUM,PARTIALLY_RECOVERABLE,NEEDS_RULE_REFINEMENT,Review MSEQ derivation per claim; ensure sequence uniqueness within MPOLICY+MPHASE scope,N,N
9011000854,1,2,LEGITIMATE_MULTI_PAYEE,LOW,MEDIUM,PARTIALLY_RECOVERABLE,NEEDS_RULE_REFINEMENT,Review MSEQ derivation per claim; ensure sequence uniqueness within MPOLICY+MPHASE scope,N,N
9011000854,2,2,LEGITIMATE_MULTI_PAYEE,LOW,MEDIUM,PARTIALLY_RECOVERABLE,NEEDS_RULE_REFINEMENT,Review MSEQ derivation per claim; ensure sequence uniqueness within MPOLICY+MPHASE scope,N,N
9011040826,1,2,LEGITIMATE_MULTI_PAYEE,LOW,MEDIUM,PARTIALLY_RECOVERABLE,NEEDS_RULE_REFINEMENT,Review MSEQ derivation per claim; ensure sequence uniqueness within MPOLICY+MPHASE scope,N,N
9011104342,1,2,LEGITIMATE_MULTI_PAYEE,LOW,MEDIUM,PARTIALLY_RECOVERABLE,NEEDS_RULE_REFINEMENT,Review MSEQ derivation per claim; ensure sequence uniqueness within MPOLICY+MPHASE scope,N,N
9011115534,1,2,LEGITIMATE_MULTI_PAYEE,LOW,MEDIUM,PARTIALLY_RECOVERABLE,NEEDS_RULE_REFINEMENT,Review MSEQ derivation per claim; ensure sequence uniqueness within MPOLICY+MPHASE scope,N,N
9011133146,1,2,LEGITIMATE_MULTI_PAYEE,LOW,MEDIUM,PARTIALLY_RECOVERABLE,NEEDS_RULE_REFINEMENT,Review MSEQ derivation per claim; ensure sequence uniqueness within MPOLICY+MPHASE scope,N,N
9011156098,1,2,LEGITIMATE_MULTI_PAYEE,LOW,MEDIUM,PARTIALLY_RECOVERABLE,NEEDS_RULE_REFINEMENT,Review MSEQ derivation per claim; ensure sequence uniqueness within MPOLICY+MPHASE scope,N,N
9011162387,1,2,LEGITIMATE_MULTI_PAYEE,LOW,MEDIUM,PARTIALLY_RECOVERABLE,NEEDS_RULE_REFINEMENT,Review MSEQ derivation per claim; ensure sequence uniqueness within MPOLICY+MPHASE scope,N,N
9011162387,2,2,LEGITIMATE_MULTI_PAYEE,LOW,MEDIUM,PARTIALLY_RECOVERABLE,NEEDS_RULE_REFINEMENT,Review MSEQ derivation per claim; ensure sequence uniqueness within MPOLICY+MPHASE scope,N,N
9011181053,1,2,LEGITIMATE_MULTI_PAYEE,LOW,MEDIUM,PARTIALLY_RECOVERABLE,NEEDS_RULE_REFINEMENT,Review MSEQ derivation per claim; ensure sequence uniqueness within MPOLICY+MPHASE scope,N,N
9011181053,2,2,LEGITIMATE_MULTI_PAYEE,LOW,MEDIUM,PARTIALLY_RECOVERABLE,NEEDS_RULE_REFINEMENT,Review MSEQ derivation per claim; ensure sequence uniqueness within MPOLICY+MPHASE scope,N,N
9011186904,1,2,LEGITIMATE_MULTI_PAYEE,LOW,MEDIUM,PARTIALLY_RECOVERABLE,NEEDS_RULE_REFINEMENT,Review MSEQ derivation per claim; ensure sequence uniqueness within MPOLICY+MPHASE scope,N,N
9011186904,2,2,LEGITIMATE_MULTI_PAYEE,LOW,MEDIUM,PARTIALLY_RECOVERABLE,NEEDS_RULE_REFINEMENT,Review MSEQ derivation per claim; ensure sequence uniqueness within MPOLICY+MPHASE scope,N,N
9011188426,1,2,LEGITIMATE_MULTI_PAYEE,LOW,MEDIUM,PARTIALLY_RECOVERABLE,NEEDS_RULE_REFINEMENT,Review MSEQ derivation per claim; ensure sequence uniqueness within MPOLICY+MPHASE scope,N,N
9011191578,1,2,LEGITIMATE_MULTI_PAYEE,LOW,MEDIUM,PARTIALLY_RECOVERABLE,NEEDS_RULE_REFINEMENT,Review MSEQ derivation per claim; ensure sequence uniqueness within MPOLICY+MPHASE scope,N,N
9011193421,1,2,LEGITIMATE_MULTI_PAYEE,LOW,MEDIUM,PARTIALLY_RECOVERABLE,NEEDS_RULE_REFINEMENT,Review MSEQ derivation per claim; ensure sequence uniqueness within MPOLICY+MPHASE scope,N,N
9011198532,1,2,LEGITIMATE_MULTI_PAYEE,LOW,MEDIUM,PARTIALLY_RECOVERABLE,NEEDS_RULE_REFINEMENT,Review MSEQ derivation per claim; ensure sequence uniqueness within MPOLICY+MPHASE scope,N,N
9011200251,1,2,LEGITIMATE_MULTI_PAYEE,LOW,MEDIUM,PARTIALLY_RECOVERABLE,NEEDS_RULE_REFINEMENT,Review MSEQ derivation per claim; ensure sequence uniqueness within MPOLICY+MPHASE scope,N,N
9011212602,1,2,LEGITIMATE_MULTI_PAYEE,LOW,MEDIUM,PARTIALLY_RECOVERABLE,NEEDS_RULE_REFINEMENT,Review MSEQ derivation per claim; ensure sequence uniqueness within MPOLICY+MPHASE scope,N,N
9011212602,2,2,LEGITIMATE_MULTI_PAYEE,LOW,MEDIUM,PARTIALLY_RECOVERABLE,NEEDS_RULE_REFINEMENT,Review MSEQ derivation per claim; ensure sequence uniqueness within MPOLICY+MPHASE scope,N,N
9011261439,1,2,LEGITIMATE_MULTI_PAYEE,LOW,MEDIUM,PARTIALLY_RECOVERABLE,NEEDS_RULE_REFINEMENT,Review MSEQ derivation per claim; ensure sequence uniqueness within MPOLICY+MPHASE scope,N,N
9011261618,1,2,LEGITIMATE_MULTI_PAYEE,LOW,MEDIUM,PARTIALLY_RECOVERABLE,NEEDS_RULE_REFINEMENT,Review MSEQ derivation per claim; ensure sequence uniqueness within MPOLICY+MPHASE scope,N,N
901142D978,1,2,LEGITIMATE_MULTI_PAYEE,LOW,MEDIUM,PARTIALLY_RECOVERABLE,NEEDS_RULE_REFINEMENT,Review MSEQ derivation per claim; ensure sequence uniqueness within MPOLICY+MPHASE scope,N,N
901185D536,1,2,LEGITIMATE_MULTI_PAYEE,LOW,MEDIUM,PARTIALLY_RECOVERABLE,NEEDS_RULE_REFINEMENT,Review MSEQ derivation per claim; ensure sequence uniqueness within MPOLICY+MPHASE scope,N,N
901ML8378A,1,2,LEGITIMATE_MULTI_PAYEE,LOW,MEDIUM,PARTIALLY_RECOVERABLE,NEEDS_RULE_REFINEMENT,Review MSEQ derivation per claim; ensure sequence uniqueness within MPOLICY+MPHASE scope,N,N
901ML8804,1,2,LEGITIMATE_MULTI_PAYEE,LOW,MEDIUM,PARTIALLY_RECOVERABLE,NEEDS_RULE_REFINEMENT,Review MSEQ derivation per claim; ensure sequence uniqueness within MPOLICY+MPHASE scope,N,N
901ML8804,2,2,LEGITIMATE_MULTI_PAYEE,LOW,MEDIUM,PARTIALLY_RECOVERABLE,NEEDS_RULE_REFINEMENT,Review MSEQ derivation per claim; ensure sequence uniqueness within MPOLICY+MPHASE scope,N,N
