PLAN,FORM,DESCR,PAR,SEX,BASIS,NFOINT,LOANINT,LOANINTX,DEPINT,VARDB,VARGP,LOAGE,HIAGE,RENEW,PAYYRS,PAYAGE,INSYRS,INSAGE,ANNL,SEMI,QTRL,MTHD,MTHB,ANNLFEE,SEMIFEE,QTRLFEE,MTHDFEE,MTHBFEE,INITVAL,MKTG,PRODUCT,CALCADV,COMMID,MINUNIT,MAXUNIT,BPOLFEE,BACTIVE,RRULE,AGTRSV,AUTONFO,PLANTYPE,INTMETHTV,INTMETHCV,DEFICIENCY,HDEDMETHOD,PLANVALOPT,GDVARYGP,GDVARYDB,GDVARYCV,GDVARYTV,GDVARYDV,UWVARYGP,UWVARYDB,UWVARYCV,UWVARYTV,UWVARYDV,BDVARYGP,BDVARYDB,BDVARYCV,BDVARYTV,BDVARYDV,STVARYGP,STVARYDB,STVARYCV,STVARYTV,STVARYDV,CONVCOMM,PLANNAME,HRENEW,HLOB,HCOMMIP,HRIGPKEY,SIMPLEINT,MLAPSE,MNOTE10,MNAICLOB,MNFOANNV,MGTDANNV
9CTRWP,1578CTR WP,1578 CTR WAIVER OF PREMIUM,0,,,,0.00,A,0.00,0,4,00,24,N,00,25,00,25,100.0000,52.5000,27.0000,9.1999,8.8018,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,10,N,,1,3,,N,B,0.00,0,,,A,N,,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,1578 CTR WAIVER OF PREMIUM,,,F,F,,0,,NAPLAN,,
9FTRWP,1578FTR WP,1578 FTR WAIVER OF PREMIUM,0,,,,0.00,A,0.00,0,4,18,59,N,00,65,00,65,100.0000,52.5000,27.0000,9.1999,8.8018,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,10,N,,1,3,,N,B,0.00,0,,,A,N,,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,"FTR WAIV OF PREM - 658 CEN I, 659 CEN II",,,F,F,,0,,NAPLAN,,
9GPO79,1579 GPO,GUARANTEED PURCHASE OPTION RIDER,0,,,,0.00,A,0.00,0,4,00,40,N,08,00,08,00,100.0000,52.5000,27.0000,9.1999,8.8018,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,10,N,,12500,100000,,N,B,0.00,0,,,A,N,,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,GUARANTEED PURCHASE OPTION RIDER,,,F,F,,0,,NAPLAN,,
980JPO,1580 JPO,JUVENILE FUTURE PURCHASE OPTION RIDER,0,,,,0.00,A,0.00,0,4,00,21,N,00,40,00,40,100.0000,52.5000,27.0000,9.1999,8.8018,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,10,N,,25000,50000,,N,B,0.00,0,,,A,N,,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,"JUV FUT PURCH OP - 658 CEN I, 659 CEN II",,,F,F,,0,,NAPLAN,,
9595WP,1595,DISABILITY WAIVER OF PREMIUM,1,,,,0.00,A,0.00,0,4,18,59,N,00,60,00,60,100.0000,52.5000,27.0000,9.2002,8.8007,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,07,N,,5000,10000000,,N,B,0.00,0,,,A,N,,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,DISABILITY WAVIER OF PREM - 667 ART,,,F,F,,0,,NAPLAN,,
996ADB,1596,ACCIDENTAL DEATH BENEFIT RIDER,1,,,,0.00,A,0.00,0,4,00,60,N,00,65,00,65,100.0000,52.5000,27.0000,9.2000,8.8002,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,08,N,,50000,1000000,,N,B,0.00,0,,,A,N,,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,"ACCIDENTAL DB - L05 10Y LT, L07 5Y LT",,,F,F,,0,,NAPLAN,,
967ADB,1596 667,ACCIDENTAL DEATH BENEFIT RIDER,1,,,,0.00,A,0.00,0,4,15,60,N,00,65,00,65,100.0000,52.5000,27.0000,9.2002,8.8007,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,07,N,,5000,200000,,N,B,0.00,0,,,A,N,,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,ACCIDENTAL DEATH BENEFIT RIDER,,,F,F,,0,,NAPLAN,,
901ADB,1596 L01,ACCIDENTAL DEATH BENEFIT RIDER,1,,,,0.00,A,0.00,0,4,00,60,N,00,65,00,65,100.0000,52.4993,26.9994,9.1999,8.7999,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,08,N,,0,1000000,,N,B,0.00,0,,,A,N,,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,ACCIDENTAL DB RIDER -  L01 10Y LT,,,F,F,,0,,NAPLAN,,
719CTR,619 CH PU,DECR TERM PAID UP FOR CHILD,1,,,,0.00,A,0.00,0,4,00,22,N,00,22,00,22,100.0000,50.0000,25.0000,9.0000,8.3333,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,09,N,,1,1,,N,B,0.00,0,,,A,N,,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,DECR TERM PAID UP FOR CHILD,,,F,F,,0,,NAPLAN,,
7619DT,619 DT,DECREASING TERM,1,,,,0.00,A,0.00,3,4,00,59,N,00,65,00,65,100.0000,50.0000,25.0000,9.0000,8.3333,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,09,N,,1,1,,N,B,0.00,0,,,A,N,,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,DECREASING TERM TO AGE 65,,,F,F,,0,,NAPLAN,,
719CDT,619 DT CH,CHILD DECREASING TERM,1,,,,0.00,A,0.00,3,4,00,22,N,00,23,00,23,100.0000,50.0000,25.0000,9.0000,8.3333,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,09,N,,1,1,,N,B,0.00,0,,,A,N,,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,CHILD DECREASING TERM - 619 DT,,,F,F,,0,,NAPLAN,,
719SDT,619 DT SP,SPOUSE DECREASING TERM,1,,,,0.00,A,0.00,0,4,00,59,N,00,65,00,65,100.0000,50.0000,25.0000,9.0000,8.3333,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,09,N,,1,1,,N,B,0.00,0,,,A,N,,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,SPOUSE DECREASING TERM - 619 DT,,,F,F,,0,,NAPLAN,,
7619PU,619 SPS PU,DECREASING TERM PAID UP FOR SPOUSE,1,,,,0.00,A,0.00,3,4,00,65,N,00,65,00,65,100.0000,50.0000,25.0000,9.0000,8.3333,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,09,N,,1,1,,N,B,0.00,0,,,A,N,,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,DECREASING TERM TO AGE 65,,,F,F,,0,,NAPLAN,,
221END,621 END85,ENDOWMENT AT AGE 85,1,,,2,0.00,A,0.00,0,4,15,60,N,00,85,00,85,100.0000,51.0140,26.0010,8.9964,8.9989,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,N,,1,1000,,N,B,0.00,0,,,0,N,,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,ENDOWMENT AT AGE 85,,,F,F,,0,,NAPLAN,,
121PUA,621 PUA,PAID UP ADDS - ENDOWMENT AT AGE 85,1,,,,0.00,A,0.00,0,4,15,60,N,00,85,00,85,100.0000,51.0140,26.0010,8.9964,8.9989,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,N,,0,99,,N,B,0.00,0,,,A,N,,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,PAID UP ADDS - ENDOWMENT AT AGE 85,,,F,F,,0,,NAPLAN,,
222END,622 END85,20 PAY ENDOWMENT AT AGE 85,1,,,2,0.00,A,0.00,0,4,00,60,N,20,00,00,85,100.0000,51.0140,26.0010,8.9964,8.9989,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,N,,1,1000,,N,B,0.00,0,,,0,N,,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,"ENDOWMENT AT AGE 85, PREM PAY FOR 20YR",,,F,F,,0,,NAPLAN,,
130JEB,630 JEB,JUVENILE ESTATE BUILDER LIFE PD UP AT 65,1,,,,5.00,A,0.00,3,4,00,14,N,00,65,100,00,100.0000,51.0140,26.0010,8.9964,8.9989,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,N,,1,10,,N,B,0.00,0,,,A,N,,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,JUVENILE ESTATE BUILDER LIFE PD UP AT 65,,,F,F,,0,,NAPLAN,,
5646AT,646 ART,ANNUAL RENEWABLE TERM,1,,,2,0.00,A,0.00,0,4,20,60,N,00,69,00,69,100.0000,52.5000,27.0000,9.2002,8.8007,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,N,,50000,10000000,,N,B,0.00,0,,,0,N,,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,ANNUAL RENEWABLE TERM,,,F,F,,0,,NAPLAN,,
7647FP,647 FLP,FAMILY LIFE DECREASING TERM,1,,,2,0.00,A,0.00,3,4,20,60,N,00,69,00,69,100.0000,50.0000,25.0000,8.3269,8.3269,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,N,,1,1,,N,B,0.00,0,,,0,N,,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,FAMILY LIFE DECR TERM - 647 FLP,,,F,F,,0,,NAPLAN,,
7647CH,647 FLP CH,CHILD - FAMILY LIFE DECREASING TERM,1,,,,0.00,A,0.00,0,4,20,60,N,00,69,00,69,100.0000,50.0000,25.0000,8.3269,8.3269,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,N,,1,1,,N,B,0.00,0,,,A,N,,N,0,0,,,,,,,,,,,,,,,,,,,,CHILD FAMILY DECR TERM - 647 FLP,,,F,F,,0,,NAPLAN,,
7647SP,647 FLP SP,SPOUSE - FAMILY LIFE DECREASING TERM,1,,,,0.00,A,0.00,3,4,20,60,N,00,69,00,69,100.0000,50.0000,25.0000,8.3269,8.3269,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,N,,1,1,,N,B,0.00,0,,,A,N,,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,SPOUSE FAMILY LIFE DECR TERM - 647 FLP,,,F,F,,0,,NAPLAN,,
1658C1,658 CEN I,INTEREST-SENSITIVE WHOLE LIFE,0,,,A,7.40,A,0.00,0,4,01,75,N,00,100,00,100,100.0000,52.5047,27.0032,9.1987,8.7971,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,06,N,,0,999999999,,N,B,0.00,0,,,0,N,,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,"CENSI-LIFE I: WL, CV, LOAN OPTIONS, GDB",,,F,F,,0,,NAPLAN,,
1658CS,658 CEN SD,INTEREST-SENSITIVE WHOLE LIFE,0,,,A,7.40,A,0.00,0,4,01,75,N,00,100,00,100,100.0000,52.5031,27.0001,9.2000,9.2000,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,06,N,,0,100000,,N,B,0.00,0,,,0,N,,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,"CENSI-LIFE I: WL, FIXED PREMIUM",,,F,F,,0,,NAPLAN,,
1659C2,659 CEN II,INTEREST-SENSITIVE WHOLE LIFE,0,,,A,7.40,A,0.00,0,4,00,85,N,00,100,00,100,100.0000,52.5000,27.0000,9.1999,8.8018,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,05,N,,0,999999999,,N,B,0.00,0,,,0,N,,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,"CENSI-LIFE II: WL, FIXED PREM OP, VAN",,,F,F,,0,,NAPLAN,,
1659CS,659 CEN SD,INTEREST-SENSITIVE WHOLE LIFE,0,,,A,7.40,A,0.00,0,4,00,75,N,00,100,00,100,100.0000,52.5016,26.9974,9.1996,9.2013,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,05,N,,0,100000,,N,B,0.00,0,,,0,N,,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,"CENSI-LIFE II: FIXED PREM OP, VAN, GDB",,,F,F,,0,,NAPLAN,,
1659CR,659 CEN SR,INTEREST-SENSITIVE WHOLE LIFE,0,,,A,7.40,A,0.00,0,4,00,85,N,00,100,00,100,100.0000,52.5017,27.0007,9.1997,8.7966,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,16,N,,0,20000,,N,B,0.00,0,,,0,N,,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,"CENSI-LIFE II: WL, FIXED PREM OP, VAN",,,F,F,,0,,NAPLAN,,
1659SR,659 SR GD,INTEREST-SENSITIVE WHOLE LIFE,0,,,A,7.40,A,0.00,1,4,00,85,N,00,100,00,100,100.0000,52.5017,27.0007,8.8030,8.8030,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,16,N,,0,6000,,N,B,0.00,0,,,0,N,,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,"CENSI-LIFE II: VAN PREM, LOAN OP, GDB",,,F,F,,0,,NAPLAN,,
265PUA,665 PUA,PAID UP ADDS - STATESMAN MOD ENDOW AT 95,1,,,,0.00,A,0.00,0,4,00,50,N,00,95,00,95,100.0000,52.0025,26.4963,9.0001,9.0001,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,N,,0,99,,N,B,0.00,0,,,A,N,,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,PUAS FOR 665 STME95,,,F,F,,0,,NAPLAN,,
2665ST,665 STME95,STATESMAN MOD ENDOW AT 95,1,,,,5.00,A,0.00,2,4,00,50,N,00,95,00,95,100.0000,52.0025,26.4963,9.0001,9.0001,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,N,,1,10,,N,B,0.00,0,,,0,N,,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,MODIFIED PREMIUM ENDOWMENT AT AGE 95,,,F,F,,0,,NAPLAN,,
