policy_number,mpolicy,mplan,mplan_source,effective_date,date_added,trans_amount,mseq,record_sequence
9010717034,010717034C,1659C2,PLAN_CODE,20190511,20190513,320.20,2,0
9010717034,010717034C,1659C2,PLAN_CODE,20200511,20200511,320.20,3,0
9010717034,010717034C,1659C2,PLAN_CODE,20210511,20210511,320.20,4,0
9010717034,010717034C,1659C2,PLAN_CODE,20220511,20220511,320.20,5,0
9010717034,010717034C,1659C2,PLAN_CODE,20230511,20230511,320.20,6,0
9010717034,010717034C,1659C2,PLAN_CODE,20240511,20240513,320.20,7,0
9010717034,010717034C,1659C2,PLAN_CODE,20250511,20250512,320.20,8,0
9010717034,010717034C,1659C2,PLAN_CODE,20260511,20260511,320.20,9,0
9010717447,010717447C,1659C2,PLAN_CODE,20230523,20230321,1242.00,1,0
9010717447,010717447C,1659C2,PLAN_CODE,20240523,20240523,1242.00,2,0
9010717447,010717447C,1659C2,PLAN_CODE,20250523,20250523,1242.00,3,0
9010717447,010717447C,1659C2,PLAN_CODE,20260523,20260526,1242.00,4,0
9010718276,010718276C,1659C2,PLAN_CODE,20180622,20180622,1634.00,1,0
9010718276,010718276C,1659C2,PLAN_CODE,20190622,20190624,1634.00,2,0
9010718276,010718276C,1659C2,PLAN_CODE,20200622,20200622,1634.00,3,0
9010718276,010718276C,1659C2,PLAN_CODE,20210622,20210622,1634.00,4,0
9010718276,010718276C,1659C2,PLAN_CODE,20220622,20220622,1634.00,5,0
9010718276,010718276C,1659C2,PLAN_CODE,20230622,20230622,1634.00,6,0
9010718276,010718276C,1659C2,PLAN_CODE,20240622,20240624,1634.00,7,0
9010718276,010718276C,1659C2,PLAN_CODE,20250622,20250623,1634.00,8,0
9010718277,010718277C,1659C2,PLAN_CODE,20180604,20180604,585.50,1,0
9010718277,010718277C,1659C2,PLAN_CODE,20190604,20190604,585.50,2,0
9010718277,010718277C,1659C2,PLAN_CODE,20200604,20200604,585.50,3,0
9010718277,010718277C,1659C2,PLAN_CODE,20210604,20210604,585.50,4,0
9010718277,010718277C,1659C2,PLAN_CODE,20220604,20220606,585.50,5,0
9010718277,010718277C,1659C2,PLAN_CODE,20230604,20230605,585.50,6,0
9010718277,010718277C,1659C2,PLAN_CODE,20240604,20240604,585.50,7,0
9010718277,010718277C,1659C2,PLAN_CODE,20250604,20250604,585.50,8,0
9010718495,010718495C,1659C2,PLAN_CODE,20180602,20180604,1095.75,1,0
9010718495,010718495C,1659C2,PLAN_CODE,20190602,20190603,1095.75,2,0
9010718495,010718495C,1659C2,PLAN_CODE,20200602,20200602,1095.75,3,0
9010719553,010719553C,1659C2,PLAN_CODE,20180611,20180611,134.75,1,0
9010719553,010719553C,1659C2,PLAN_CODE,20190611,20190611,134.75,2,0
9010719553,010719553C,1659C2,PLAN_CODE,20200611,20200611,134.75,3,0
9010719553,010719553C,1659C2,PLAN_CODE,20210611,20210611,134.75,4,0
9010719553,010719553C,1659C2,PLAN_CODE,20220611,20220613,134.75,5,0
9010719553,010719553C,1659C2,PLAN_CODE,20230611,20230612,134.75,6,0
9010719553,010719553C,1659C2,PLAN_CODE,20240611,20240611,134.75,7,0
9010719553,010719553C,1659C2,PLAN_CODE,20250611,20250611,134.75,8,0
9010719815,010719815C,1659C2,PLAN_CODE,20180803,20180803,246.75,1,0
9010719815,010719815C,1659C2,PLAN_CODE,20190803,20190805,246.75,2,0
9010719815,010719815C,1659C2,PLAN_CODE,20200803,20200803,246.75,3,0
9010719815,010719815C,1659C2,PLAN_CODE,20210803,20210803,246.75,4,0
9010719815,010719815C,1659C2,PLAN_CODE,20220803,20220803,246.75,5,0
9010719815,010719815C,1659C2,PLAN_CODE,20230803,20230803,246.75,6,0
9010719815,010719815C,1659C2,PLAN_CODE,20240803,20240805,246.75,7,0
9010719815,010719815C,1659C2,PLAN_CODE,20250803,20250804,246.75,8,0
9010720759,010720759C,1659C2,PLAN_CODE,20180618,20180618,279.25,1,0
9010720759,010720759C,1659C2,PLAN_CODE,20190618,20190618,279.25,2,0
9010720759,010720759C,1659C2,PLAN_CODE,20200618,20200618,279.25,3,0
9010720759,010720759C,1659C2,PLAN_CODE,20210618,20210618,279.25,4,0
9010720759,010720759C,1659C2,PLAN_CODE,20220618,20220620,279.25,5,0
9010720759,010720759C,1659C2,PLAN_CODE,20230618,20230619,279.25,6,0
9010720759,010720759C,1659C2,PLAN_CODE,20240618,20240618,279.25,7,0
9010720759,010720759C,1659C2,PLAN_CODE,20250618,20250618,279.25,8,0
9010722734,010722734C,1659C2,PLAN_CODE,20180710,20180710,912.00,1,0
9010722734,010722734C,1659C2,PLAN_CODE,20190710,20190710,912.00,2,0
9010722734,010722734C,1659C2,PLAN_CODE,20200710,20200710,912.00,3,0
9010722734,010722734C,1659C2,PLAN_CODE,20210710,20210712,912.00,4,0
9010722734,010722734C,1659C2,PLAN_CODE,20220710,20220711,912.00,5,0
9010722734,010722734C,1659C2,PLAN_CODE,20230710,20230710,912.00,6,0
9010722734,010722734C,1659C2,PLAN_CODE,20240710,20240710,912.00,7,0
9010722734,010722734C,1659C2,PLAN_CODE,20250710,20250710,912.00,8,0
9010723386,010723386C,1659C2,PLAN_CODE,20180718,20180713,752.00,1,0
9010723386,010723386C,1659C2,PLAN_CODE,20190718,20190718,752.00,2,0
9010723386,010723386C,1659C2,PLAN_CODE,20200718,20200716,752.00,3,0
9010723386,010723386C,1659C2,PLAN_CODE,20210718,20210719,752.00,4,0
9010723386,010723386C,1659C2,PLAN_CODE,20220718,20220718,752.00,5,0
9010723386,010723386C,1659C2,PLAN_CODE,20230718,20230720,752.00,6,0
9010723386,010723386C,1659C2,PLAN_CODE,20240718,20240718,752.00,7,0
9010723386,010723386C,1659C2,PLAN_CODE,20250718,20250718,752.00,8,0
9010723387,010723387C,1659C2,PLAN_CODE,20180718,20180718,509.00,1,0
9010723387,010723387C,1659C2,PLAN_CODE,20190718,20190718,509.00,2,0
9010723387,010723387C,1659C2,PLAN_CODE,20200718,20200720,509.00,3,0
9010723387,010723387C,1659C2,PLAN_CODE,20210718,20210719,509.00,4,0
9010723387,010723387C,1659C2,PLAN_CODE,20220718,20220718,509.00,5,0
9010723387,010723387C,1659C2,PLAN_CODE,20230718,20230718,509.00,6,0
9010723387,010723387C,1659C2,PLAN_CODE,20240718,20240718,509.00,7,0
9010723387,010723387C,1659C2,PLAN_CODE,20250718,20250718,509.00,8,0
9010723388,010723388C,1659C2,PLAN_CODE,20180718,20180713,768.53,1,0
9010723388,010723388C,1659C2,PLAN_CODE,20190718,20190718,768.53,2,0
9010723388,010723388C,1659C2,PLAN_CODE,20200718,20200716,768.53,3,0
9010723388,010723388C,1659C2,PLAN_CODE,20210718,20210719,768.53,4,0
9010723388,010723388C,1659C2,PLAN_CODE,20220718,20220718,768.53,5,0
9010723523,010723523C,1659C2,PLAN_CODE,20180726,20180726,222.25,1,0
9010723523,010723523C,1659C2,PLAN_CODE,20190726,20190726,222.25,2,0
9010723523,010723523C,1659C2,PLAN_CODE,20200726,20200727,222.25,3,0
9010723523,010723523C,1659C2,PLAN_CODE,20210726,20210726,222.25,4,0
9010723523,010723523C,1659C2,PLAN_CODE,20220726,20220726,222.25,5,0
9010723523,010723523C,1659C2,PLAN_CODE,20230726,20230726,222.25,6,0
9010723523,010723523C,1659C2,PLAN_CODE,20240726,20240726,222.25,7,0
9010723523,010723523C,1659C2,PLAN_CODE,20250726,20250728,222.25,8,0
9010723524,010723524C,1659C2,PLAN_CODE,20180718,20180718,517.00,1,0
9010723524,010723524C,1659C2,PLAN_CODE,20190718,20190718,517.00,2,0
9010723524,010723524C,1659C2,PLAN_CODE,20200718,20200720,517.00,3,0
9010723524,010723524C,1659C2,PLAN_CODE,20210718,20210719,517.00,4,0
9010723524,010723524C,1659C2,PLAN_CODE,20220718,20220718,517.00,5,0
9010723524,010723524C,1659C2,PLAN_CODE,20230718,20230718,517.00,6,0
9010723524,010723524C,1659C2,PLAN_CODE,20240718,20240718,517.00,7,0
9010723524,010723524C,1659C2,PLAN_CODE,20250718,20250718,517.00,8,0
9010724403,010724403C,1659C2,PLAN_CODE,20180801,20180801,1184.00,1,0
9010724403,010724403C,1659C2,PLAN_CODE,20190801,20190801,1184.00,2,0
9010724403,010724403C,1659C2,PLAN_CODE,20200801,20200803,1184.00,3,0
9010724403,010724403C,1659C2,PLAN_CODE,20210801,20210802,1184.00,4,0
9010724510,010724510C,1659C2,PLAN_CODE,20180801,20180801,633.50,1,0
9010724510,010724510C,1659C2,PLAN_CODE,20190801,20190801,633.50,2,0
9010724510,010724510C,1659C2,PLAN_CODE,20200801,20200803,633.50,3,0
9010724510,010724510C,1659C2,PLAN_CODE,20210801,20210802,633.50,4,0
9010724510,010724510C,1659C2,PLAN_CODE,20220801,20220801,633.50,5,0
9010724510,010724510C,1659C2,PLAN_CODE,20230801,20230801,633.50,6,0
9010724510,010724510C,1659C2,PLAN_CODE,20240801,20240801,633.50,7,0
9010724510,010724510C,1659C2,PLAN_CODE,20250801,20250801,633.50,8,0
9010726922,010726922C,1659C2,PLAN_CODE,20180820,20180820,134.75,1,0
9010726922,010726922C,1659C2,PLAN_CODE,20190820,20190820,134.75,2,0
9010726922,010726922C,1659C2,PLAN_CODE,20200820,20200820,134.75,3,0
9010726922,010726922C,1659C2,PLAN_CODE,20210820,20210820,134.75,4,0
9010726922,010726922C,1659C2,PLAN_CODE,20220820,20220822,134.75,5,0
9010726922,010726922C,1659C2,PLAN_CODE,20230820,20230821,134.75,6,0
9010726922,010726922C,1659C2,PLAN_CODE,20240820,20240820,134.75,7,0
9010726922,010726922C,1659C2,PLAN_CODE,20250820,20250820,134.75,8,0
9010728696,010728696C,1659C2,PLAN_CODE,20180902,20180904,131.50,1,0
9010728696,010728696C,1659C2,PLAN_CODE,20190902,20190903,131.50,2,0
9010728696,010728696C,1659C2,PLAN_CODE,20200902,20200902,131.50,3,0
9010728696,010728696C,1659C2,PLAN_CODE,20210902,20210902,131.50,4,0
9010728696,010728696C,1659C2,PLAN_CODE,20220902,20220902,131.50,5,0
9010728696,010728696C,1659C2,PLAN_CODE,20230902,20230905,131.50,6,0
9010729500,010729500C,1659C2,PLAN_CODE,20180913,20180913,181.00,1,0
9010729500,010729500C,1659C2,PLAN_CODE,20190913,20190913,181.00,2,0
9010729500,010729500C,1659C2,PLAN_CODE,20200913,20200914,181.00,3,0
9010729500,010729500C,1659C2,PLAN_CODE,20210913,20210913,181.00,4,0
9010729500,010729500C,1659C2,PLAN_CODE,20220913,20220913,181.00,5,0
9010729500,010729500C,1659C2,PLAN_CODE,20230913,20230913,181.00,6,0
9010729500,010729500C,1659C2,PLAN_CODE,20240913,20240913,181.00,7,0
9010729500,010729500C,1659C2,PLAN_CODE,20250913,20250915,181.00,8,0
9010729999,010729999C,1659C2,PLAN_CODE,20181009,20181009,373.75,1,0
9010729999,010729999C,1659C2,PLAN_CODE,20191009,20191009,373.75,2,0
9010729999,010729999C,1659C2,PLAN_CODE,20201009,20201009,373.75,3,0
9010729999,010729999C,1659C2,PLAN_CODE,20211009,20211011,373.75,4,0
9010729999,010729999C,1659C2,PLAN_CODE,20221009,20221010,373.75,5,0
9010729999,010729999C,1659C2,PLAN_CODE,20231009,20231009,373.75,6,0
9010729999,010729999C,1659C2,PLAN_CODE,20241009,20241009,373.75,7,0
9010729999,010729999C,1659C2,PLAN_CODE,20251009,20251009,373.75,8,0
9010731608,010731608C,1659C2,PLAN_CODE,20181008,20181008,271.00,1,0
9010731608,010731608C,1659C2,PLAN_CODE,20191008,20191008,271.00,2,0
9010731608,010731608C,1659C2,PLAN_CODE,20201008,20201008,271.00,3,0
9010731608,010731608C,1659C2,PLAN_CODE,20211008,20211014,271.00,4,0
9010732270,010732270C,1659C2,PLAN_CODE,20221010,20221006,125.75,1,0
9010732270,010732270C,1659C2,PLAN_CODE,20231010,20231010,125.75,2,0
9010732270,010732270C,1659C2,PLAN_CODE,20241010,20241010,125.75,3,0
9010732270,010732270C,1659C2,PLAN_CODE,20251010,20251010,125.75,4,0
9010732276,010732276C,1659C2,PLAN_CODE,20221010,20221013,150.25,1,0
9010732276,010732276C,1659C2,PLAN_CODE,20231010,20231010,150.25,2,0
9010732276,010732276C,1659C2,PLAN_CODE,20241010,20241010,150.25,3,0
9010732276,010732276C,1659C2,PLAN_CODE,20251010,20251010,150.25,4,0
9010732278,010732278C,1659C2,PLAN_CODE,20181010,20181010,253.25,1,0
9010732278,010732278C,1659C2,PLAN_CODE,20191010,20191010,253.25,2,0
9010732278,010732278C,1659C2,PLAN_CODE,20201010,20201012,253.25,3,0
9010732278,010732278C,1659C2,PLAN_CODE,20211010,20211011,253.25,4,0
9010732278,010732278C,1659C2,PLAN_CODE,20221010,20221010,253.25,5,0
9010732278,010732278C,1659C2,PLAN_CODE,20231010,20231010,253.25,6,0
9010732280,010732280C,1659C2,PLAN_CODE,20181010,20181010,246.75,1,0
9010732280,010732280C,1659C2,PLAN_CODE,20191010,20191010,246.75,2,0
9010732280,010732280C,1659C2,PLAN_CODE,20201010,20201012,246.75,3,0
9010732280,010732280C,1659C2,PLAN_CODE,20211010,20211011,246.75,4,0
9010732280,010732280C,1659C2,PLAN_CODE,20221010,20221010,246.75,5,0
9010732280,010732280C,1659C2,PLAN_CODE,20231010,20231010,246.75,6,0
9010732280,010732280C,1659C2,PLAN_CODE,20241010,20241010,246.75,7,0
9010732280,010732280C,1659C2,PLAN_CODE,20251010,20251010,246.75,8,0
9010736736,010736736C,1659C2,PLAN_CODE,20201209,20201209,134.75,1,0
9010736736,010736736C,1659C2,PLAN_CODE,20211209,20211209,134.75,2,0
9010736736,010736736C,1659C2,PLAN_CODE,20221209,20221209,134.75,3,0
9010736736,010736736C,1659C2,PLAN_CODE,20231209,20231211,134.75,4,0
9010736736,010736736C,1659C2,PLAN_CODE,20241209,20241209,134.75,5,0
9010736736,010736736C,1659C2,PLAN_CODE,20251209,20251209,134.75,6,0
9010737378,010737378C,1659C2,PLAN_CODE,20181205,20181205,325.50,1,0
9010737378,010737378C,1659C2,PLAN_CODE,20191205,20191205,325.50,2,0
9010737378,010737378C,1659C2,PLAN_CODE,20201205,20201207,325.50,3,0
9010737378,010737378C,1659C2,PLAN_CODE,20211205,20211206,325.50,4,0
9010737378,010737378C,1659C2,PLAN_CODE,20221205,20221205,325.50,5,0
9010737378,010737378C,1659C2,PLAN_CODE,20231205,20231205,325.50,6,0
9010737378,010737378C,1659C2,PLAN_CODE,20241205,20241205,325.50,7,0
9010737378,010737378C,1659C2,PLAN_CODE,20251205,20251205,325.50,8,0
9010738207,010738207C,1659C2,PLAN_CODE,20181228,20181228,1420.00,1,0
9010738207,010738207C,1659C2,PLAN_CODE,20191228,20191230,1420.00,2,0
9010738207,010738207C,1659C2,PLAN_CODE,20201228,20201228,1420.00,3,0
9010738207,010738207C,1659C2,PLAN_CODE,20211228,20211228,1420.00,4,0
9010738207,010738207C,1659C2,PLAN_CODE,20221228,20221228,1420.00,5,0
9010738207,010738207C,1659C2,PLAN_CODE,20231228,20231228,1420.00,6,0
9010738207,010738207C,1659C2,PLAN_CODE,20241228,20241230,1420.00,7,0
9010738207,010738207C,1659C2,PLAN_CODE,20251228,20251229,1420.00,8,0
9010738672,010738672C,1659C2,PLAN_CODE,20180101,20180102,358.00,1,0
9010738672,010738672C,1659C2,PLAN_CODE,20190101,20190102,358.00,2,0
9010738672,010738672C,1659C2,PLAN_CODE,20200101,20200102,358.00,3,0
9010738672,010738672C,1659C2,PLAN_CODE,20210101,20210104,358.00,4,0
9010738672,010738672C,1659C2,PLAN_CODE,20220101,20220103,358.00,5,0
9010738672,010738672C,1659C2,PLAN_CODE,20230101,20230103,358.00,6,0
9010738672,010738672C,1659C2,PLAN_CODE,20240101,20240102,358.00,7,0
9010738672,010738672C,1659C2,PLAN_CODE,20250101,20250102,358.00,8,0
9010738672,010738672C,1659C2,PLAN_CODE,20260101,20260102,358.00,9,0
9010740836,010740836C,1659CR,PLAN_CODE,20180128,20180129,163.20,1,0
9010740836,010740836C,1659CR,PLAN_CODE,20190128,20190128,163.20,2,0
9010741302,010741302C,1659C2,PLAN_CODE,20210126,20210617,150.25,1,0
9010741302,010741302C,1659C2,PLAN_CODE,20220126,20220126,150.25,2,0
9010741302,010741302C,1659C2,PLAN_CODE,20230126,20230126,150.25,3,0
9010741302,010741302C,1659C2,PLAN_CODE,20240126,20240126,150.25,4,0
9010741302,010741302C,1659C2,PLAN_CODE,20250126,20250127,150.25,5,0
9010741302,010741302C,1659C2,PLAN_CODE,20260126,20260126,150.25,6,0
9010741334,010741334C,1659C2,PLAN_CODE,20210126,20210617,169.75,1,0
9010741334,010741334C,1659C2,PLAN_CODE,20220126,20220126,169.75,2,0
9010741334,010741334C,1659C2,PLAN_CODE,20230126,20230126,169.75,3,0
9010741334,010741334C,1659C2,PLAN_CODE,20240126,20240126,169.75,4,0
9010741334,010741334C,1659C2,PLAN_CODE,20250126,20250127,169.75,5,0
9010741334,010741334C,1659C2,PLAN_CODE,20260126,20260126,169.75,6,0
9010742814,010742814C,1659CR,PLAN_CODE,20180211,20180212,155.75,1,0
9010743074,010743074C,1659CR,PLAN_CODE,20180220,20180220,246.12,1,0
9010743638,010743638C,1659CR,PLAN_CODE,20180227,20180227,269.65,1,0
9010743638,010743638C,1659CR,PLAN_CODE,20190227,20190227,269.65,2,0
9010743638,010743638C,1659CR,PLAN_CODE,20200227,20200227,269.65,3,0
9010743638,010743638C,1659CR,PLAN_CODE,20210227,20210226,269.65,4,0
9010743638,010743638C,1659CR,PLAN_CODE,20220227,20220228,269.65,5,0
9010743638,010743638C,1659CR,PLAN_CODE,20230227,20230227,269.65,6,0
9010743638,010743638C,1659CR,PLAN_CODE,20240227,20240227,269.65,7,0
9010743638,010743638C,1659CR,PLAN_CODE,20250227,20250227,269.65,8,0
9010744412,010744412C,1659CR,PLAN_CODE,20180306,20180109,217.20,1,0
9010744412,010744412C,1659CR,PLAN_CODE,20190306,20190306,217.20,2,0
9010744412,010744412C,1659CR,PLAN_CODE,20200306,20200306,217.20,3,0
9010744412,010744412C,1659CR,PLAN_CODE,20210306,20210308,217.20,4,0
9010744412,010744412C,1659CR,PLAN_CODE,20220306,20220307,217.20,5,0
9010745456,010745456C,1659C2,PLAN_CODE,20180315,20180315,128.50,1,0
9010745456,010745456C,1659C2,PLAN_CODE,20190315,20190315,128.50,2,0
9010745456,010745456C,1659C2,PLAN_CODE,20200315,20200316,128.50,3,0
9010745456,010745456C,1659C2,PLAN_CODE,20210315,20210315,128.50,4,0
9010745456,010745456C,1659C2,PLAN_CODE,20220315,20220315,128.50,5,0
9010745456,010745456C,1659C2,PLAN_CODE,20230315,20230315,128.50,6,0
9010745456,010745456C,1659C2,PLAN_CODE,20240315,20240315,128.50,7,0
9010745456,010745456C,1659C2,PLAN_CODE,20250315,20250317,128.50,8,0
9010745456,010745456C,1659C2,PLAN_CODE,20260315,20260316,128.50,9,0
9010745750,010745750C,1659C2,PLAN_CODE,20180322,20180322,125.75,1,0
9010745750,010745750C,1659C2,PLAN_CODE,20190322,20190322,125.75,2,0
9010745750,010745750C,1659C2,PLAN_CODE,20200322,20200323,125.75,3,0
9010745750,010745750C,1659C2,PLAN_CODE,20210322,20210322,125.75,4,0
9010745750,010745750C,1659C2,PLAN_CODE,20220322,20220322,125.75,5,0
9010745750,010745750C,1659C2,PLAN_CODE,20230322,20230322,125.75,6,0
9010745750,010745750C,1659C2,PLAN_CODE,20240322,20240322,125.75,7,0
9010745750,010745750C,1659C2,PLAN_CODE,20250322,20250324,125.75,8,0
9010745750,010745750C,1659C2,PLAN_CODE,20260322,20260323,125.75,9,0
9010745751,010745751C,1659C2,PLAN_CODE,20180322,20180322,335.45,1,0
9010745751,010745751C,1659C2,PLAN_CODE,20190322,20190322,335.45,2,0
9010745751,010745751C,1659C2,PLAN_CODE,20200322,20200323,335.45,3,0
9010745751,010745751C,1659C2,PLAN_CODE,20210322,20210322,335.45,4,0
9010745751,010745751C,1659C2,PLAN_CODE,20220322,20220322,335.45,5,0
9010745751,010745751C,1659C2,PLAN_CODE,20230322,20230322,335.45,6,0
9010745751,010745751C,1659C2,PLAN_CODE,20240322,20240322,335.45,7,0
9010745751,010745751C,1659C2,PLAN_CODE,20250322,20250324,335.45,8,0
9010745751,010745751C,1659C2,PLAN_CODE,20260322,20260323,335.45,9,0
9010746005,010746005C,1659CR,PLAN_CODE,20180325,20180326,179.35,1,0
9010746005,010746005C,1659CR,PLAN_CODE,20190325,20190325,179.35,2,0
9010746005,010746005C,1659CR,PLAN_CODE,20200325,20200325,179.35,3,0
9010746005,010746005C,1659CR,PLAN_CODE,20210325,20210325,179.35,4,0
9010746005,010746005C,1659CR,PLAN_CODE,20220325,20220325,179.35,5,0
9010746424,010746424C,1659CR,PLAN_CODE,20180328,20180328,188.10,1,0
9010746424,010746424C,1659CR,PLAN_CODE,20190328,20190328,188.10,2,0
9010746424,010746424C,1659CR,PLAN_CODE,20200328,20200330,188.10,3,0
9010746846,010746846C,1659C2,PLAN_CODE,20200328,20200528,271.00,1,0
9010746846,010746846C,1659C2,PLAN_CODE,20210328,20210329,271.00,2,0
9010746846,010746846C,1659C2,PLAN_CODE,20220328,20220328,271.00,3,0
9010746846,010746846C,1659C2,PLAN_CODE,20230328,20230328,271.00,4,0
9010746846,010746846C,1659C2,PLAN_CODE,20240328,20240328,271.00,5,0
9010746846,010746846C,1659C2,PLAN_CODE,20250328,20250328,271.00,6,0
9010746846,010746846C,1659C2,PLAN_CODE,20260328,20260330,271.00,7,0
9010747186,010747186C,1659C2,PLAN_CODE,20180407,20180409,847.00,1,0
9010747186,010747186C,1659C2,PLAN_CODE,20190407,20190408,847.00,2,0
9010747186,010747186C,1659C2,PLAN_CODE,20200407,20200407,847.00,3,0
9010747186,010747186C,1659C2,PLAN_CODE,20210407,20210407,847.00,4,0
9010747186,010747186C,1659C2,PLAN_CODE,20220407,20220407,847.00,5,0
9010747241,010747241C,1659CR,PLAN_CODE,20180408,20180409,351.20,1,0
9010747636,010747636C,1659C2,PLAN_CODE,20230410,20230612,134.75,1,0
9010747636,010747636C,1659C2,PLAN_CODE,20240410,20240410,134.75,2,0
9010747636,010747636C,1659C2,PLAN_CODE,20250410,20250411,134.75,3,0
9010747636,010747636C,1659C2,PLAN_CODE,20260410,20260410,134.75,4,0
9010748070,010748070C,1659CR,PLAN_CODE,20180520,20180521,155.75,1,0
9010748334,010748334C,1659C2,PLAN_CODE,20180415,20180416,114.50,1,0
9010748334,010748334C,1659C2,PLAN_CODE,20190415,20190415,114.50,2,0
9010748334,010748334C,1659C2,PLAN_CODE,20200415,20200415,114.50,3,0
9010748334,010748334C,1659C2,PLAN_CODE,20210415,20210415,114.50,4,0
9010748334,010748334C,1659C2,PLAN_CODE,20220415,20220414,114.50,5,0
9010748334,010748334C,1659C2,PLAN_CODE,20230415,20230417,114.50,6,0
9010748334,010748334C,1659C2,PLAN_CODE,20240415,20240415,114.50,7,0
9010748334,010748334C,1659C2,PLAN_CODE,20250415,20250415,114.50,8,0
9010748334,010748334C,1659C2,PLAN_CODE,20260415,20260415,114.50,9,0
9010748335,010748335C,1659C2,PLAN_CODE,20180415,20180416,164.50,1,0
9010748335,010748335C,1659C2,PLAN_CODE,20190415,20190415,164.50,2,0
9010748335,010748335C,1659C2,PLAN_CODE,20200415,20200415,164.50,3,0
9010748335,010748335C,1659C2,PLAN_CODE,20210415,20210415,164.50,4,0
9010748335,010748335C,1659C2,PLAN_CODE,20220415,20220414,164.50,5,0
9010748335,010748335C,1659C2,PLAN_CODE,20230415,20230417,164.50,6,0
9010748335,010748335C,1659C2,PLAN_CODE,20240415,20240415,164.50,7,0
9010748335,010748335C,1659C2,PLAN_CODE,20250415,20250415,164.50,8,0
9010748335,010748335C,1659C2,PLAN_CODE,20260415,20260415,164.50,9,0
9010748404,010748404C,1659CR,PLAN_CODE,20180415,20180416,369.70,1,0
9010748517,010748517C,1659CR,PLAN_CODE,20180422,20180423,217.20,1,0
9010748556,010748556C,1659C2,PLAN_CODE,20180421,20180423,121.00,1,0
9010748556,010748556C,1659C2,PLAN_CODE,20190421,20190422,121.00,2,0
9010748556,010748556C,1659C2,PLAN_CODE,20200421,20200421,121.00,3,0
9010748556,010748556C,1659C2,PLAN_CODE,20210421,20210421,121.00,4,0
9010748556,010748556C,1659C2,PLAN_CODE,20220421,20220421,121.00,5,0
9010748556,010748556C,1659C2,PLAN_CODE,20230421,20230421,121.00,6,0
9010748556,010748556C,1659C2,PLAN_CODE,20240421,20240422,121.00,7,0
9010748556,010748556C,1659C2,PLAN_CODE,20250421,20250421,121.00,8,0
9010748556,010748556C,1659C2,PLAN_CODE,20260421,20260421,121.00,9,0
9010749038,010749038C,1659C2,PLAN_CODE,20180425,20180425,226.50,1,0
9010749038,010749038C,1659C2,PLAN_CODE,20190425,20190425,226.50,2,0
9010749038,010749038C,1659C2,PLAN_CODE,20200425,20200427,226.50,3,0
9010749038,010749038C,1659C2,PLAN_CODE,20210425,20210426,226.50,4,0
9010749038,010749038C,1659C2,PLAN_CODE,20220425,20220425,226.50,5,0
