mpolicy,action,detail
9011181053C,OPTION3_HEADER_UPDATED,mpaid=5061.86;payees=2
9011183505C,OPTION3_HEADER_UPDATED,mpaid=5032.62;payees=0
9011191578C,OPTION3_HEADER_UPDATED,mpaid=5230.10;payees=1
9011193421C,OPTION3_HEADER_UPDATED,mpaid=4052.41;payees=1
9011197222C,OPTION3_HEADER_UPDATED,mpaid=15067.69;payees=0
9011198532C,OPTION3_HEADER_UPDATED,mpaid=5000.00;payees=1
9011200251C,OPTION3_HEADER_UPDATED,mpaid=8190.72;payees=0
9011208787C,OPTION3_HEADER_UPDATED,mpaid=36660.00;payees=0
9011217970C,OPTION3_HEADER_UPDATED,mpaid=7988.35;payees=0
9010367438C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=4469.37;legs=3
9010378710C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=6715.85;legs=1
9010395382C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=4012.31;legs=1
9010403922C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=9666.78;legs=1
9010404857C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=6292.70;legs=1
9010406795C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=8750.51;legs=1
9010410714C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=6140.25;legs=1
9010417200C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=3283.18;legs=1
9010425720C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=1918.99;legs=1
9010430086C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=6481.27;legs=1
9010442552C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=4716.41;legs=1
9010449559C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=7316.82;legs=1
9010457291C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=8829.12;legs=1
9010463420C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=3599.65;legs=1
9010464869C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=4716.62;legs=1
9010464870C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=2959.70;legs=4
9010476803C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=4859.27;legs=6
9010477512C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=11019.57;legs=3
9010477513C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=12260.03;legs=1
9010478285C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=8066.76;legs=1
9010486919C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=1363.61;legs=1
9010486964C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=5636.74;legs=1
9010488274C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=11489.42;legs=1
9010491000C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=5033.43;legs=1
9010498153C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=8136.19;legs=2
9010505549C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=5730.58;legs=1
9010521651C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=10150.54;legs=1
9010550564C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=13974.98;legs=1
9010607249C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=9672.81;legs=3
9010731970C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=20424.82;legs=1
9010736035C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=81378.18;legs=1
9010748300C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=15977.88;legs=4
9010749053C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=3634.52;legs=1
9010750813C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=1071.77;legs=1
9010752703C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=22556.61;legs=1
9010769714C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=49445.73;legs=1
9010771111C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=29840.23;legs=2
9010774109C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=9942.49;legs=2
9010776157C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=30968.34;legs=1
9010776653C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=30663.38;legs=1
9010785049C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=15651.06;legs=2
9010785932C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=11926.31;legs=1
9010803025C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=17499.78;legs=2
9010809932C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=25132.30;legs=1
9010810504C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=24284.16;legs=2
9010811204C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=19623.04;legs=2
9010814552C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=15271.13;legs=1
9010816590C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=4142.30;legs=1
9010817415C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=25936.35;legs=1
9010817477C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=53656.24;legs=1
9010817639C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=10735.34;legs=1
9010825720C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=99890.93;legs=1
9010834430C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=14160.46;legs=1
9010834689C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=15701.10;legs=1
9010834690C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=10483.16;legs=2
9010838129C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=10943.69;legs=1
9010851148C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=47407.10;legs=1
9010856188C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=22694.40;legs=2
9010860471C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=18257.80;legs=2
9010860472C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=34257.45;legs=2
9010863788C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=30627.74;legs=1
9010875065C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=16701.59;legs=1
9010891075C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=36938.36;legs=2
9010892327C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=10088.54;legs=1
9010917520C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=6896.82;legs=1
9010917600C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=24314.62;legs=2
9010920793C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=10363.74;legs=1
9010928495C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=21325.70;legs=4
9010929235C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=4236.96;legs=2
9010942233C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=12165.61;legs=1
9011013545C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=6197.09;legs=1
9011016867C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=8421.91;legs=1
9011045847C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=11636.43;legs=1
9011077201C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=9172.72;legs=1
9011083791C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=9513.81;legs=1
9011101578C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=2328.69;legs=1
9011105059C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=10037.77;legs=1
9011105839C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=3780.33;legs=2
9011106214C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=5078.60;legs=2
9011106317C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=3009.87;legs=2
9011109861C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=5015.13;legs=1
9011109994C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=5963.99;legs=1
9011114096C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=6755.54;legs=1
9011114950C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=4335.79;legs=1
9011124666C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=3028.55;legs=1
9011136476C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=1116.83;legs=1
9011139998C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=5000.00;legs=1
9011141382C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=3760.00;legs=1
9011142178C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=5165.88;legs=1
9011143630C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=3000.00;legs=1
9011147930C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=5017.89;legs=1
9011148847C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=4967.12;legs=1
9011150801C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=5027.29;legs=1
9011150973C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=5000.00;legs=1
9011154752C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=3642.14;legs=1
9011161880C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=5025.35;legs=1
9011178455C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=8617.79;legs=1
9011180887C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=5027.06;legs=1
9011180907C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=5015.22;legs=1
9011181080C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=1918.83;legs=1
9011182954C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=2611.97;legs=1
9011183532C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=5024.81;legs=1
9011185059C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=16790.37;legs=1
9011187300C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=6913.03;legs=1
9011189754C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=4185.03;legs=1
9011189786C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=7032.33;legs=1
9011189855C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=5008.76;legs=1
9011190411C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=5021.72;legs=1
9011191392C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=5008.19;legs=1
9011191513C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=2060.34;legs=2
9011194070C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=5022.34;legs=1
9011194752C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=3025.62;legs=2
9011194768C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=45216.44;legs=1
9011195093C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=5025.50;legs=1
9011195486C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=4067.21;legs=1
9011195599C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=10000.00;legs=1
9011196134C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=76963.55;legs=3
9011196569C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=5017.68;legs=1
9011197062C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=5027.91;legs=1
9011197715C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=9411.61;legs=1
9011198540C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=5000.00;legs=1
9011202381C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=3041.31;legs=2
9011203904C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=5011.27;legs=1
9011205919C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=7555.09;legs=1
9011209262C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=7681.39;legs=1
9011209469C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=28908.74;legs=2
9011210149C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=23938.07;legs=1
9011217617C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=6066.91;legs=1
9011235627C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=12155.58;legs=1
9011244378C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=29591.33;legs=1
9011246246C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=8557.29;legs=1
9011253007C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=9800.65;legs=5
9011257022C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=11415.05;legs=3
9011257043C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=9684.13;legs=1
9011259940C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=5019.50;legs=1
9011261538C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=5036.19;legs=1
9011262631C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=11746.31;legs=2
9011268907C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=5047.61;legs=1
9011273881C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=11505.55;legs=2
9011273882C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=11580.89;legs=2
9015000171C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=3450.89;legs=1
9015000181C,DERIVED_EMIT_HEADER_ONLY_PAYEE_HOLD,mpaid=4213.73;legs=1
9010381483C,HEADER_ONLY_NO_PACTG_EMIT,mpaid=9702.00;marker=CSO_CONTROLLED_NO_PACTG_HISTORY
9010383050C,HEADER_ONLY_NO_PACTG_EMIT,mpaid=4408.40;marker=CSO_CONTROLLED_NO_PACTG_HISTORY
9010394282C,HEADER_ONLY_NO_PACTG_EMIT,mpaid=1238.74;marker=CSO_CONTROLLED_NO_PACTG_HISTORY
9010394783C,HEADER_ONLY_NO_PACTG_EMIT,mpaid=12777.92;marker=CSO_CONTROLLED_NO_PACTG_HISTORY
9010398651C,HEADER_ONLY_NO_PACTG_EMIT,mpaid=7949.87;marker=CSO_CONTROLLED_NO_PACTG_HISTORY
9010398717C,HEADER_ONLY_NO_PACTG_EMIT,mpaid=6383.00;marker=CSO_CONTROLLED_NO_PACTG_HISTORY
9010401553C,HEADER_ONLY_NO_PACTG_EMIT,mpaid=4674.18;marker=CSO_CONTROLLED_NO_PACTG_HISTORY
9010406247C,HEADER_ONLY_NO_PACTG_EMIT,mpaid=7695.77;marker=CSO_CONTROLLED_NO_PACTG_HISTORY
9010406605C,HEADER_ONLY_NO_PACTG_EMIT,mpaid=3422.57;marker=CSO_CONTROLLED_NO_PACTG_HISTORY
9010415376C,HEADER_ONLY_NO_PACTG_EMIT,mpaid=4962.81;marker=CSO_CONTROLLED_NO_PACTG_HISTORY
9010418208C,HEADER_ONLY_NO_PACTG_EMIT,mpaid=1676.99;marker=CSO_CONTROLLED_NO_PACTG_HISTORY
9010421832C,HEADER_ONLY_NO_PACTG_EMIT,mpaid=16109.44;marker=CSO_CONTROLLED_NO_PACTG_HISTORY
9010422105C,HEADER_ONLY_NO_PACTG_EMIT,mpaid=10593.48;marker=CSO_CONTROLLED_NO_PACTG_HISTORY
9010430016C,HEADER_ONLY_NO_PACTG_EMIT,mpaid=10358.79;marker=CSO_CONTROLLED_NO_PACTG_HISTORY
9010431973C,HEADER_ONLY_NO_PACTG_EMIT,mpaid=5384.54;marker=CSO_CONTROLLED_NO_PACTG_HISTORY
9010433397C,HEADER_ONLY_NO_PACTG_EMIT,mpaid=6481.26;marker=CSO_CONTROLLED_NO_PACTG_HISTORY
9010436956C,HEADER_ONLY_NO_PACTG_EMIT,mpaid=8100.00;marker=CSO_CONTROLLED_NO_PACTG_HISTORY
9010437271C,HEADER_ONLY_NO_PACTG_EMIT,mpaid=9366.71;marker=CSO_CONTROLLED_NO_PACTG_HISTORY
9010441571C,HEADER_ONLY_NO_PACTG_EMIT,mpaid=5218.23;marker=CSO_CONTROLLED_NO_PACTG_HISTORY
9010442303C,HEADER_ONLY_NO_PACTG_EMIT,mpaid=5292.98;marker=CSO_CONTROLLED_NO_PACTG_HISTORY
9010447575C,HEADER_ONLY_NO_PACTG_EMIT,mpaid=1684.23;marker=CSO_CONTROLLED_NO_PACTG_HISTORY
9010453017C,HEADER_ONLY_NO_PACTG_EMIT,mpaid=3526.14;marker=CSO_CONTROLLED_NO_PACTG_HISTORY
9010456190C,HEADER_ONLY_NO_PACTG_EMIT,mpaid=3955.30;marker=CSO_CONTROLLED_NO_PACTG_HISTORY
9010457290C,HEADER_ONLY_NO_PACTG_EMIT,mpaid=9081.62;marker=CSO_CONTROLLED_NO_PACTG_HISTORY
9010458406C,HEADER_ONLY_NO_PACTG_EMIT,mpaid=13872.47;marker=CSO_CONTROLLED_NO_PACTG_HISTORY
9010458484C,HEADER_ONLY_NO_PACTG_EMIT,mpaid=11944.43;marker=CSO_CONTROLLED_NO_PACTG_HISTORY
9010458610C,HEADER_ONLY_NO_PACTG_EMIT,mpaid=7764.19;marker=CSO_CONTROLLED_NO_PACTG_HISTORY
9010459724C,HEADER_ONLY_NO_PACTG_EMIT,mpaid=14981.20;marker=CSO_CONTROLLED_NO_PACTG_HISTORY
9010460189C,HEADER_ONLY_NO_PACTG_EMIT,mpaid=4575.75;marker=CSO_CONTROLLED_NO_PACTG_HISTORY
9010462483C,HEADER_ONLY_NO_PACTG_EMIT,mpaid=7731.11;marker=CSO_CONTROLLED_NO_PACTG_HISTORY
9010463552C,HEADER_ONLY_NO_PACTG_EMIT,mpaid=17091.21;marker=CSO_CONTROLLED_NO_PACTG_HISTORY
9010467754C,HEADER_ONLY_NO_PACTG_EMIT,mpaid=3860.21;marker=CSO_CONTROLLED_NO_PACTG_HISTORY
9010470609C,HEADER_ONLY_NO_PACTG_EMIT,mpaid=11688.28;marker=CSO_CONTROLLED_NO_PACTG_HISTORY
9010477988C,HEADER_ONLY_NO_PACTG_EMIT,mpaid=11597.13;marker=CSO_CONTROLLED_NO_PACTG_HISTORY
9010478882C,HEADER_ONLY_NO_PACTG_EMIT,mpaid=5868.45;marker=CSO_CONTROLLED_NO_PACTG_HISTORY
9010487893C,HEADER_ONLY_NO_PACTG_EMIT,mpaid=3786.58;marker=CSO_CONTROLLED_NO_PACTG_HISTORY
9010493228C,HEADER_ONLY_NO_PACTG_EMIT,mpaid=6276.70;marker=CSO_CONTROLLED_NO_PACTG_HISTORY
9010494337C,HEADER_ONLY_NO_PACTG_EMIT,mpaid=3300.82;marker=CSO_CONTROLLED_NO_PACTG_HISTORY
9010496005C,HEADER_ONLY_NO_PACTG_EMIT,mpaid=235.79;marker=CSO_CONTROLLED_NO_PACTG_HISTORY
9010498703C,HEADER_ONLY_NO_PACTG_EMIT,mpaid=1298.69;marker=CSO_CONTROLLED_NO_PACTG_HISTORY
9010508560C,HEADER_ONLY_NO_PACTG_EMIT,mpaid=1002.08;marker=CSO_CONTROLLED_NO_PACTG_HISTORY
9010514053C,HEADER_ONLY_NO_PACTG_EMIT,mpaid=2488.53;marker=CSO_CONTROLLED_NO_PACTG_HISTORY
9010518637C,HEADER_ONLY_NO_PACTG_EMIT,mpaid=3000.00;marker=CSO_CONTROLLED_NO_PACTG_HISTORY
9010547859C,HEADER_ONLY_NO_PACTG_EMIT,mpaid=9984.96;marker=CSO_CONTROLLED_NO_PACTG_HISTORY
9010591111C,HEADER_ONLY_NO_PACTG_EMIT,mpaid=812.76;marker=CSO_CONTROLLED_NO_PACTG_HISTORY
9010621762C,HEADER_ONLY_NO_PACTG_EMIT,mpaid=11471.60;marker=CSO_CONTROLLED_NO_PACTG_HISTORY
9010743083C,HEADER_ONLY_NO_PACTG_EMIT,mpaid=9826.13;marker=CSO_CONTROLLED_NO_PACTG_HISTORY
9010747639C,HEADER_ONLY_NO_PACTG_EMIT,mpaid=4433.26;marker=CSO_CONTROLLED_NO_PACTG_HISTORY
9010750808C,HEADER_ONLY_NO_PACTG_EMIT,mpaid=8512.47;marker=CSO_CONTROLLED_NO_PACTG_HISTORY
9010751519C,HEADER_ONLY_NO_PACTG_EMIT,mpaid=13134.00;marker=CSO_CONTROLLED_NO_PACTG_HISTORY
9010754356C,HEADER_ONLY_NO_PACTG_EMIT,mpaid=23717.44;marker=CSO_CONTROLLED_NO_PACTG_HISTORY
9010755655C,HEADER_ONLY_NO_PACTG_EMIT,mpaid=11616.01;marker=CSO_CONTROLLED_NO_PACTG_HISTORY
9010755676C,HEADER_ONLY_NO_PACTG_EMIT,mpaid=6387.75;marker=CSO_CONTROLLED_NO_PACTG_HISTORY
9010757554C,HEADER_ONLY_NO_PACTG_EMIT,mpaid=10200.00;marker=CSO_CONTROLLED_NO_PACTG_HISTORY
9010757961C,HEADER_ONLY_NO_PACTG_EMIT,mpaid=5017.94;marker=CSO_CONTROLLED_NO_PACTG_HISTORY
9010758599C,HEADER_ONLY_NO_PACTG_EMIT,mpaid=25150.89;marker=CSO_CONTROLLED_NO_PACTG_HISTORY
9010761875C,HEADER_ONLY_NO_PACTG_EMIT,mpaid=25000.00;marker=CSO_CONTROLLED_NO_PACTG_HISTORY
9010761951C,HEADER_ONLY_NO_PACTG_EMIT,mpaid=24443.45;marker=CSO_CONTROLLED_NO_PACTG_HISTORY
9010764328C,HEADER_ONLY_NO_PACTG_EMIT,mpaid=7500.00;marker=CSO_CONTROLLED_NO_PACTG_HISTORY
9010764833C,HEADER_ONLY_NO_PACTG_EMIT,mpaid=5017.00;marker=CSO_CONTROLLED_NO_PACTG_HISTORY
9010765206C,HEADER_ONLY_NO_PACTG_EMIT,mpaid=10000.00;marker=CSO_CONTROLLED_NO_PACTG_HISTORY
9010766130C,HEADER_ONLY_NO_PACTG_EMIT,mpaid=13052.07;marker=CSO_CONTROLLED_NO_PACTG_HISTORY
9010768119C,HEADER_ONLY_NO_PACTG_EMIT,mpaid=17754.87;marker=CSO_CONTROLLED_NO_PACTG_HISTORY
9010770350C,HEADER_ONLY_NO_PACTG_EMIT,mpaid=3750.00;marker=CSO_CONTROLLED_NO_PACTG_HISTORY
9010770527C,HEADER_ONLY_NO_PACTG_EMIT,mpaid=7017.84;marker=CSO_CONTROLLED_NO_PACTG_HISTORY
9010770701C,HEADER_ONLY_NO_PACTG_EMIT,mpaid=25022.97;marker=CSO_CONTROLLED_NO_PACTG_HISTORY
9010773851C,HEADER_ONLY_NO_PACTG_EMIT,mpaid=7156.41;marker=CSO_CONTROLLED_NO_PACTG_HISTORY
9010777959C,HEADER_ONLY_NO_PACTG_EMIT,mpaid=2042.47;marker=CSO_CONTROLLED_NO_PACTG_HISTORY
9010778652C,HEADER_ONLY_NO_PACTG_EMIT,mpaid=21070.94;marker=CSO_CONTROLLED_NO_PACTG_HISTORY
9010779478C,HEADER_ONLY_NO_PACTG_EMIT,mpaid=15012.74;marker=CSO_CONTROLLED_NO_PACTG_HISTORY
