mpolicy,population,cso_total_paid,non_death_families,non_death_mpaid_sum_DO_NOT_ADD_TO_CSO,payee_sum_mamount,separation_note,evidence_class,hold_flag
9010778299C,IN_OUTPUT_NO_DEATH_HEADER,9067.44,DISBURSEMENT,0.0,0.0,Excluded from death CLAIMSTAT=2 mismatch Phase B rules; do not sum PS/surrender/shell with CSO Total_Paid,NO_DEATH_SHELL_OR_PS,SEPARATE_WORKSTREAM
9010785777C,IN_OUTPUT_NO_DEATH_HEADER,9000.0,PARTIAL_SURRENDER,352.51,352.51,Excluded from death CLAIMSTAT=2 mismatch Phase B rules; do not sum PS/surrender/shell with CSO Total_Paid,NO_DEATH_SHELL_OR_PS,SEPARATE_WORKSTREAM
9010786015C,IN_OUTPUT_NO_DEATH_HEADER,10000.0,PARTIAL_SURRENDER,2722.3,2722.3,Excluded from death CLAIMSTAT=2 mismatch Phase B rules; do not sum PS/surrender/shell with CSO Total_Paid,NO_DEATH_SHELL_OR_PS,SEPARATE_WORKSTREAM
9010786153C,IN_OUTPUT_NO_DEATH_HEADER,5141.0,PARTIAL_SURRENDER,311.5,311.5,Excluded from death CLAIMSTAT=2 mismatch Phase B rules; do not sum PS/surrender/shell with CSO Total_Paid,NO_DEATH_SHELL_OR_PS,SEPARATE_WORKSTREAM
9010796554C,IN_OUTPUT_NO_DEATH_HEADER,12555.55,DISBURSEMENT,0.0,0.0,Excluded from death CLAIMSTAT=2 mismatch Phase B rules; do not sum PS/surrender/shell with CSO Total_Paid,NO_DEATH_SHELL_OR_PS,SEPARATE_WORKSTREAM
9010802627C,IN_OUTPUT_NO_DEATH_HEADER,4740.45,PARTIAL_SURRENDER,157.28,157.28,Excluded from death CLAIMSTAT=2 mismatch Phase B rules; do not sum PS/surrender/shell with CSO Total_Paid,NO_DEATH_SHELL_OR_PS,SEPARATE_WORKSTREAM
9010837522C,IN_OUTPUT_NO_DEATH_HEADER,7548.42,DISBURSEMENT,0.0,0.0,Excluded from death CLAIMSTAT=2 mismatch Phase B rules; do not sum PS/surrender/shell with CSO Total_Paid,NO_DEATH_SHELL_OR_PS,SEPARATE_WORKSTREAM
9010846459C,IN_OUTPUT_NO_DEATH_HEADER,19269.81,DISBURSEMENT,25693.07,25693.07,Excluded from death CLAIMSTAT=2 mismatch Phase B rules; do not sum PS/surrender/shell with CSO Total_Paid,NO_DEATH_SHELL_OR_PS,SEPARATE_WORKSTREAM
9010905677C,IN_OUTPUT_NO_DEATH_HEADER,12342.09,DISBURSEMENT|PARTIAL_SURRENDER,10306.75,10306.75,Excluded from death CLAIMSTAT=2 mismatch Phase B rules; do not sum PS/surrender/shell with CSO Total_Paid,NO_DEATH_SHELL_OR_PS,SEPARATE_WORKSTREAM
9010936713C,IN_OUTPUT_NO_DEATH_HEADER,11162.42,DISBURSEMENT,16721.52,16721.52,Excluded from death CLAIMSTAT=2 mismatch Phase B rules; do not sum PS/surrender/shell with CSO Total_Paid,NO_DEATH_SHELL_OR_PS,SEPARATE_WORKSTREAM
9010941103C,IN_OUTPUT_NO_DEATH_HEADER,10776.11,DISBURSEMENT|PARTIAL_SURRENDER,15874.76,15874.76,Excluded from death CLAIMSTAT=2 mismatch Phase B rules; do not sum PS/surrender/shell with CSO Total_Paid,NO_DEATH_SHELL_OR_PS,SEPARATE_WORKSTREAM
9011053428C,IN_OUTPUT_NO_DEATH_HEADER,23174.86,DISBURSEMENT,0.0,0.0,Excluded from death CLAIMSTAT=2 mismatch Phase B rules; do not sum PS/surrender/shell with CSO Total_Paid,NO_DEATH_SHELL_OR_PS,SEPARATE_WORKSTREAM
9011078262C,IN_OUTPUT_NO_DEATH_HEADER,7671.87,DISBURSEMENT,0.0,0.0,Excluded from death CLAIMSTAT=2 mismatch Phase B rules; do not sum PS/surrender/shell with CSO Total_Paid,NO_DEATH_SHELL_OR_PS,SEPARATE_WORKSTREAM
9011103062C,IN_OUTPUT_NO_DEATH_HEADER,5012.95,DISBURSEMENT,5012.95,5012.95,Excluded from death CLAIMSTAT=2 mismatch Phase B rules; do not sum PS/surrender/shell with CSO Total_Paid,NO_DEATH_SHELL_OR_PS,SEPARATE_WORKSTREAM
9011140913C,IN_OUTPUT_NO_DEATH_HEADER,5012.13,DISBURSEMENT,5012.13,5012.13,Excluded from death CLAIMSTAT=2 mismatch Phase B rules; do not sum PS/surrender/shell with CSO Total_Paid,NO_DEATH_SHELL_OR_PS,SEPARATE_WORKSTREAM
9011177870C,IN_OUTPUT_NO_DEATH_HEADER,6173.6,DISBURSEMENT,6173.6,0.0,Excluded from death CLAIMSTAT=2 mismatch Phase B rules; do not sum PS/surrender/shell with CSO Total_Paid,NO_DEATH_SHELL_OR_PS,SEPARATE_WORKSTREAM
9011190613C,IN_OUTPUT_NO_DEATH_HEADER,5169.17,DISBURSEMENT,5169.17,0.0,Excluded from death CLAIMSTAT=2 mismatch Phase B rules; do not sum PS/surrender/shell with CSO Total_Paid,NO_DEATH_SHELL_OR_PS,SEPARATE_WORKSTREAM
9011195139C,IN_OUTPUT_NO_DEATH_HEADER,12738.05,DISBURSEMENT,0.0,0.0,Excluded from death CLAIMSTAT=2 mismatch Phase B rules; do not sum PS/surrender/shell with CSO Total_Paid,NO_DEATH_SHELL_OR_PS,SEPARATE_WORKSTREAM
9011199527C,IN_OUTPUT_NO_DEATH_HEADER,10023.29,DISBURSEMENT,0.0,0.0,Excluded from death CLAIMSTAT=2 mismatch Phase B rules; do not sum PS/surrender/shell with CSO Total_Paid,NO_DEATH_SHELL_OR_PS,SEPARATE_WORKSTREAM
9011206462C,IN_OUTPUT_NO_DEATH_HEADER,5010.41,DISBURSEMENT,0.0,0.0,Excluded from death CLAIMSTAT=2 mismatch Phase B rules; do not sum PS/surrender/shell with CSO Total_Paid,NO_DEATH_SHELL_OR_PS,SEPARATE_WORKSTREAM
9011207222C,IN_OUTPUT_NO_DEATH_HEADER,4876.98,DISBURSEMENT,0.0,0.0,Excluded from death CLAIMSTAT=2 mismatch Phase B rules; do not sum PS/surrender/shell with CSO Total_Paid,NO_DEATH_SHELL_OR_PS,SEPARATE_WORKSTREAM
9015000602C,IN_OUTPUT_NO_DEATH_HEADER,7513.69,DISBURSEMENT,7513.69,7513.69,Excluded from death CLAIMSTAT=2 mismatch Phase B rules; do not sum PS/surrender/shell with CSO Total_Paid,NO_DEATH_SHELL_OR_PS,SEPARATE_WORKSTREAM
