reconstructed_claim_id,policy_number,claim_family,reconstructed_net_payment,raw_transaction_total,balancing_difference,balancing_gap_percent,balancing_gap_category,likely_missing_components,likely_grouping_issue,likely_reversal_issue,confidence_level,reconciliation_notes
RC-9010346921-1-SURRENDER_CLAIM-C8-20251118,9010346921,SURRENDER_CLAIM,0.0,208.75,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010363098-1-SURRENDER_CLAIM-C0-20180201,9010363098,SURRENDER_CLAIM,0.0,258.25,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010367438-1-SURRENDER_CLAIM-C0-20180628,9010367438,SURRENDER_CLAIM,0.0,74.67,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010367438-1-SURRENDER_CLAIM-C1-20190701,9010367438,SURRENDER_CLAIM,0.0,77.32,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010367438-1-SURRENDER_CLAIM-C2-20200701,9010367438,SURRENDER_CLAIM,0.0,81.39,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010367438-1-SURRENDER_CLAIM-C3-20210701,9010367438,SURRENDER_CLAIM,0.0,403.33,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010367438-1-SURRENDER_CLAIM-C4-20211110,9010367438,SURRENDER_CLAIM,0.0,52.45,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,Y,N,HIGH,Components reconcile within tolerance; Review claim grouping window or benefit_seq partition
RC-9010380049-1-SURRENDER_CLAIM-C0-20181113,9010380049,SURRENDER_CLAIM,0.0,189.9,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010380049-1-SURRENDER_CLAIM-C1-20191113,9010380049,SURRENDER_CLAIM,0.0,199.89,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010380049-1-SURRENDER_CLAIM-C2-20201113,9010380049,SURRENDER_CLAIM,0.0,989.66,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010380049-1-SURRENDER_CLAIM-C3-20211113,9010380049,SURRENDER_CLAIM,0.0,215.97,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010380049-1-SURRENDER_CLAIM-C5-20231113,9010380049,SURRENDER_CLAIM,0.0,244.15,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010380049-1-SURRENDER_CLAIM-C6-20241113,9010380049,SURRENDER_CLAIM,0.0,735.82,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010380049-1-SURRENDER_CLAIM-C7-20251113,9010380049,SURRENDER_CLAIM,0.0,265.0,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010380627-1-SURRENDER_CLAIM-C0-20181125,9010380627,SURRENDER_CLAIM,0.0,2.3,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010380627-1-SURRENDER_CLAIM-C1-20190813,9010380627,SURRENDER_CLAIM,0.0,1.3,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010380627-1-SURRENDER_CLAIM-C10-20251125,9010380627,SURRENDER_CLAIM,0.0,7.88,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010380627-1-SURRENDER_CLAIM-C2-20191125,9010380627,SURRENDER_CLAIM,0.0,2.42,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010380627-1-SURRENDER_CLAIM-C4-20201125,9010380627,SURRENDER_CLAIM,0.0,4.73,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010380627-1-SURRENDER_CLAIM-C5-20211125,9010380627,SURRENDER_CLAIM,0.0,4.98,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010380627-1-SURRENDER_CLAIM-C7-20231125,9010380627,SURRENDER_CLAIM,0.0,7.49,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010380627-1-SURRENDER_CLAIM-C8-20240814,9010380627,SURRENDER_CLAIM,0.0,4.19,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010380627-1-SURRENDER_CLAIM-C9-20241120,9010380627,SURRENDER_CLAIM,0.0,7.7,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010381745-1-SURRENDER_CLAIM-C0-20180101,9010381745,SURRENDER_CLAIM,0.0,341.04,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010381745-1-SURRENDER_CLAIM-C1-20190101,9010381745,SURRENDER_CLAIM,0.0,358.99,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010382426-1-SURRENDER_CLAIM-C0-20180112,9010382426,SURRENDER_CLAIM,0.0,144.91,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010382426-1-SURRENDER_CLAIM-C1-20180404,9010382426,SURRENDER_CLAIM,0.0,220.12,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010382426-1-SURRENDER_CLAIM-C10-20230112,9010382426,SURRENDER_CLAIM,0.0,143.37,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010382426-1-SURRENDER_CLAIM-C11-20230322,9010382426,SURRENDER_CLAIM,0.0,227.57,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010382426-1-SURRENDER_CLAIM-C12-20240112,9010382426,SURRENDER_CLAIM,0.0,385.94,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010382426-1-SURRENDER_CLAIM-C13-20250112,9010382426,SURRENDER_CLAIM,0.0,388.66,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010382426-1-SURRENDER_CLAIM-C14-20260112,9010382426,SURRENDER_CLAIM,0.0,385.47,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010382426-1-SURRENDER_CLAIM-C2-20190112,9010382426,SURRENDER_CLAIM,0.0,144.6,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010382426-1-SURRENDER_CLAIM-C3-20190405,9010382426,SURRENDER_CLAIM,0.0,218.89,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010382426-1-SURRENDER_CLAIM-C4-20200112,9010382426,SURRENDER_CLAIM,0.0,144.29,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010382426-1-SURRENDER_CLAIM-C5-20200412,9010382426,SURRENDER_CLAIM,0.0,212.53,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010382426-1-SURRENDER_CLAIM-C6-20210112,9010382426,SURRENDER_CLAIM,0.0,143.99,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010382426-1-SURRENDER_CLAIM-C7-20210322,9010382426,SURRENDER_CLAIM,0.0,228.55,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010382426-1-SURRENDER_CLAIM-C8-20220112,9010382426,SURRENDER_CLAIM,0.0,143.67,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010382426-1-SURRENDER_CLAIM-C9-20220412,9010382426,SURRENDER_CLAIM,0.0,212.19,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010382931-1-SURRENDER_CLAIM-C0-20180115,9010382931,SURRENDER_CLAIM,0.0,17.98,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010382931-1-SURRENDER_CLAIM-C1-20190117,9010382931,SURRENDER_CLAIM,0.0,55.23,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010382931-1-SURRENDER_CLAIM-C2-20200117,9010382931,SURRENDER_CLAIM,0.0,54.06,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010382931-1-SURRENDER_CLAIM-C3-20210114,9010382931,SURRENDER_CLAIM,0.0,18.08,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010382931-1-SURRENDER_CLAIM-C4-20220117,9010382931,SURRENDER_CLAIM,0.0,71.0,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,Y,N,HIGH,Components reconcile within tolerance; Review claim grouping window or benefit_seq partition
RC-9010385636-1-SURRENDER_CLAIM-C0-20180209,9010385636,SURRENDER_CLAIM,0.0,720.87,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010391004-1-SURRENDER_CLAIM-C0-20180501,9010391004,SURRENDER_CLAIM,0.0,695.95,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010391004-1-SURRENDER_CLAIM-C1-20190501,9010391004,SURRENDER_CLAIM,0.0,699.87,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010391004-1-SURRENDER_CLAIM-C2-20200501,9010391004,SURRENDER_CLAIM,0.0,693.56,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010391004-1-SURRENDER_CLAIM-C3-20210501,9010391004,SURRENDER_CLAIM,0.0,693.65,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010391004-1-SURRENDER_CLAIM-C4-20220501,9010391004,SURRENDER_CLAIM,0.0,687.42,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010391004-1-SURRENDER_CLAIM-C5-20230501,9010391004,SURRENDER_CLAIM,0.0,701.47,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010391004-1-SURRENDER_CLAIM-C6-20240501,9010391004,SURRENDER_CLAIM,0.0,698.96,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010391004-1-SURRENDER_CLAIM-C7-20250501,9010391004,SURRENDER_CLAIM,0.0,681.32,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010391359-1-SURRENDER_CLAIM-C0-20180426,9010391359,SURRENDER_CLAIM,0.0,81.5,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010391359-1-SURRENDER_CLAIM-C1-20190426,9010391359,SURRENDER_CLAIM,0.0,85.79,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010391359-1-SURRENDER_CLAIM-C2-20200426,9010391359,SURRENDER_CLAIM,0.0,90.31,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010391359-1-SURRENDER_CLAIM-C3-20210426,9010391359,SURRENDER_CLAIM,0.0,95.06,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010391359-1-SURRENDER_CLAIM-C4-20211119,9010391359,SURRENDER_CLAIM,0.0,41.75,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,Y,N,HIGH,Components reconcile within tolerance; Review claim grouping window or benefit_seq partition
RC-9010391359-3-DEATH_CLAIM-C0-20211119,9010391359,DEATH_CLAIM,0.0,0.1,0.0,0.0,BALANCED,0094|0411|0412|0530|0630|0810|0820|CLEARING_HUB_DOUBLE_COUNT|WITHHOLDING_NOT_OBSERVED,Y,N,HIGH,Components reconcile within tolerance; 0038 clearing hub amounts likely inflate raw_transaction_total; Review claim grouping window or benefit_seq partition
RC-9010391422-1-SURRENDER_CLAIM-C0-20180601,9010391422,SURRENDER_CLAIM,0.0,75.11,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010391422-1-SURRENDER_CLAIM-C1-20190601,9010391422,SURRENDER_CLAIM,0.0,79.06,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010392138-1-SURRENDER_CLAIM-C0-20180601,9010392138,SURRENDER_CLAIM,0.0,633.03,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010392138-1-SURRENDER_CLAIM-C1-20190601,9010392138,SURRENDER_CLAIM,0.0,666.35,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010392138-1-SURRENDER_CLAIM-C2-20200529,9010392138,SURRENDER_CLAIM,0.0,700.58,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010392138-1-SURRENDER_CLAIM-C3-20210601,9010392138,SURRENDER_CLAIM,0.0,725.76,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010392138-1-SURRENDER_CLAIM-C4-20220601,9010392138,SURRENDER_CLAIM,0.0,763.96,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010392138-1-SURRENDER_CLAIM-C5-20230601,9010392138,SURRENDER_CLAIM,0.0,804.17,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010393181-1-SURRENDER_CLAIM-C0-20180701,9010393181,SURRENDER_CLAIM,0.0,85.74,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010395382-1-SURRENDER_CLAIM-C0-20180801,9010395382,SURRENDER_CLAIM,0.0,636.16,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010395382-1-SURRENDER_CLAIM-C1-20190801,9010395382,SURRENDER_CLAIM,0.0,669.64,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010395382-1-SURRENDER_CLAIM-C2-20200801,9010395382,SURRENDER_CLAIM,0.0,704.88,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010395382-1-SURRENDER_CLAIM-C3-20210801,9010395382,SURRENDER_CLAIM,0.0,741.98,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010395382-1-SURRENDER_CLAIM-C4-20220801,9010395382,SURRENDER_CLAIM,0.0,781.03,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010395382-1-SURRENDER_CLAIM-C5-20230801,9010395382,SURRENDER_CLAIM,0.0,822.14,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010395382-1-SURRENDER_CLAIM-C6-20240528,9010395382,SURRENDER_CLAIM,0.0,149.11,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,Y,N,HIGH,Components reconcile within tolerance; Review claim grouping window or benefit_seq partition
RC-9010395761-1-SURRENDER_CLAIM-C0-20180801,9010395761,SURRENDER_CLAIM,0.0,600.96,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010396186-1-SURRENDER_CLAIM-C0-20180901,9010396186,SURRENDER_CLAIM,0.0,291.68,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010396186-1-SURRENDER_CLAIM-C1-20190901,9010396186,SURRENDER_CLAIM,0.0,307.03,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010396186-1-SURRENDER_CLAIM-C2-20200901,9010396186,SURRENDER_CLAIM,0.0,323.19,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010396186-1-SURRENDER_CLAIM-C3-20210901,9010396186,SURRENDER_CLAIM,0.0,340.2,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010396186-1-SURRENDER_CLAIM-C4-20220901,9010396186,SURRENDER_CLAIM,0.0,358.11,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010396186-1-SURRENDER_CLAIM-C5-20230901,9010396186,SURRENDER_CLAIM,0.0,376.96,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010396186-1-SURRENDER_CLAIM-C6-20240901,9010396186,SURRENDER_CLAIM,0.0,396.8,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010396186-1-SURRENDER_CLAIM-C7-20250901,9010396186,SURRENDER_CLAIM,0.0,417.68,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010396425-1-SURRENDER_CLAIM-C0-20180901,9010396425,SURRENDER_CLAIM,0.0,269.49,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010396425-1-SURRENDER_CLAIM-C1-20190901,9010396425,SURRENDER_CLAIM,0.0,273.05,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010396425-1-SURRENDER_CLAIM-C2-20200901,9010396425,SURRENDER_CLAIM,0.0,274.05,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010396425-1-SURRENDER_CLAIM-C3-20210901,9010396425,SURRENDER_CLAIM,0.0,273.09,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010396425-1-SURRENDER_CLAIM-C4-20220901,9010396425,SURRENDER_CLAIM,0.0,271.13,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010396425-1-SURRENDER_CLAIM-C5-20230901,9010396425,SURRENDER_CLAIM,0.0,272.2,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010396425-1-SURRENDER_CLAIM-C6-20240901,9010396425,SURRENDER_CLAIM,0.0,270.21,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
