policy_number,name_id,relate_code,address_present_flag,city_present_flag,state_present_flag,zip_present_flag,foreign_address_flag,incomplete_address_flag
9010435673,14078,BK,N,Y,Y,N,N,Y
9010436044,14327,BK,N,Y,Y,N,N,Y
9010436082,2916,BK,N,Y,Y,N,N,Y
9010436082,2916,BK,N,Y,Y,N,N,Y
9010436083,2916,BK,N,Y,Y,N,N,Y
9010436083,2916,BK,N,Y,Y,N,N,Y
9010436691,17802,BK,N,Y,Y,Y,N,Y
9010436727,11995,BK,N,Y,Y,N,N,Y
9010436727,11995,BK,N,Y,Y,N,N,Y
9010436955,14089,BK,Y,Y,Y,N,N,Y
9010436959,2869,BK,N,Y,Y,N,N,Y
9010436959,2869,BK,N,Y,Y,N,N,Y
9010437076,16099,BK,N,Y,Y,Y,N,Y
9010437232,14060,BK,N,Y,Y,Y,N,Y
9010437335,13877,BK,N,Y,Y,Y,N,Y
9010437335,13877,BK,N,Y,Y,Y,N,Y
9010438063,2916,BK,N,Y,Y,N,N,Y
9010438063,2916,BK,N,Y,Y,N,N,Y
9010438073,8373,BK,N,Y,Y,N,N,Y
9010438073,8373,BK,N,Y,Y,N,N,Y
9010438325,14089,BK,Y,Y,Y,N,N,Y
9010438523,29328,BK,N,Y,Y,Y,N,Y
9010438523,29328,BK,N,Y,Y,Y,N,Y
9010438554,2916,BK,N,Y,Y,N,N,Y
9010438554,2916,BK,N,Y,Y,N,N,Y
9010438820,560066,B2,N,N,N,N,N,Y
9010438820,14327,BK,N,Y,Y,N,N,Y
9010438821,560066,B2,N,N,N,N,N,Y
9010438821,14327,BK,N,Y,Y,N,N,Y
9010438861,560066,B2,N,N,N,N,N,Y
9010438861,560066,B2,N,N,N,N,N,Y
9010438926,560066,B2,N,N,N,N,N,Y
9010438926,560066,B2,N,N,N,N,N,Y
9010438926,13877,BK,N,Y,Y,Y,N,Y
9010438926,13877,BK,N,Y,Y,Y,N,Y
9010438938,8373,BK,N,Y,Y,N,N,Y
9010438942,560066,B2,N,N,N,N,N,Y
9010438942,560066,B2,N,N,N,N,N,Y
9010438942,8373,BK,N,Y,Y,N,N,Y
9010438942,8373,BK,N,Y,Y,N,N,Y
9010439128,10623,BK,N,Y,Y,N,N,Y
9010439128,10623,BK,N,Y,Y,N,N,Y
9010439156,6652,BK,N,Y,Y,Y,N,Y
9010439277,15177,BK,N,Y,Y,Y,N,Y
9010439527,10216,BK,N,Y,Y,N,N,Y
9010439999,14247,BK,N,Y,Y,N,N,Y
9010440345,2976,BK,N,Y,Y,Y,N,Y
9010440370,8373,BK,N,Y,Y,N,N,Y
9010440371,713077,B1,Y,N,N,Y,N,Y
9010440371,8373,BK,N,Y,Y,N,N,Y
9010440631,560066,B2,N,N,N,N,N,Y
9010440631,14120,BK,N,Y,Y,N,N,Y
9010441082,13877,BK,N,Y,Y,Y,N,Y
9010441082,13877,BK,N,Y,Y,Y,N,Y
9010441085,13297,BK,N,Y,Y,Y,N,Y
9010441085,13297,BK,N,Y,Y,Y,N,Y
9010441927,11849,BK,N,Y,Y,N,N,Y
9010442216,14078,BK,N,Y,Y,N,N,Y
9010442222,293583,BK,N,Y,Y,Y,N,Y
9010442230,2869,BK,N,Y,Y,N,N,Y
9010442230,2869,BK,N,Y,Y,N,N,Y
9010442330,560066,B2,N,N,N,N,N,Y
9010442330,14251,BK,N,Y,Y,N,N,Y
9010442332,12761,BK,N,Y,Y,N,N,Y
9010442332,12761,BK,N,Y,Y,N,N,Y
9010442552,14251,BK,N,Y,Y,N,N,Y
9010443032,14089,BK,Y,Y,Y,N,N,Y
9010443109,10971,BK,N,Y,Y,Y,N,Y
9010443109,10971,BK,N,Y,Y,Y,N,Y
9010443161,668234,B2,N,N,N,N,N,Y
9010443296,2794,BK,N,Y,Y,Y,N,Y
9010443296,2794,BK,N,Y,Y,Y,N,Y
9010443432,15557,BK,N,Y,Y,Y,N,Y
9010443433,15557,BK,N,Y,Y,Y,N,Y
9010444283,560066,B2,N,N,N,N,N,Y
9010444283,14126,BK,N,Y,Y,N,N,Y
9010445091,16035,BK,N,Y,Y,N,N,Y
9010445275,17376,BK,N,Y,Y,Y,N,Y
9010445351,2855,BK,N,Y,Y,N,N,Y
9010445351,2855,BK,N,Y,Y,N,N,Y
9010445575,2855,BK,N,Y,Y,N,N,Y
9010445575,2855,BK,N,Y,Y,N,N,Y
9010445719,14190,BK,N,Y,Y,N,N,Y
9010446416,560066,B2,N,N,N,N,N,Y
9010446416,14328,BK,N,Y,Y,N,N,Y
9010446852,560066,B2,N,N,N,N,N,Y
9010446852,560066,B2,N,N,N,N,N,Y
9010446852,13915,BK,N,Y,Y,N,N,Y
9010446852,13915,BK,N,Y,Y,N,N,Y
9010447475,28769,BK,N,Y,Y,Y,N,Y
9010447574,14190,BK,N,Y,Y,N,N,Y
9010448025,15614,BK,N,Y,Y,Y,N,Y
9010448181,28784,BK,N,Y,Y,Y,N,Y
9010448375,560066,B2,N,N,N,N,N,Y
9010448609,560066,B2,N,N,N,N,N,Y
9010448609,14329,BK,N,Y,Y,N,N,Y
9010448810,560066,B2,N,N,N,N,N,Y
9010448828,2792,BK,N,Y,Y,N,N,Y
9010448828,2792,BK,N,Y,Y,N,N,Y
9010449013,12274,BK,N,Y,Y,N,N,Y
9010449017,668234,B2,N,N,N,N,N,Y
9010449050,560066,B2,N,N,N,N,N,Y
9010449050,560066,B2,N,N,N,N,N,Y
9010449050,13915,BK,N,Y,Y,N,N,Y
9010449050,13915,BK,N,Y,Y,N,N,Y
9010449075,8436,BK,N,Y,Y,N,N,Y
9010449155,14060,BK,N,Y,Y,Y,N,Y
9010449334,15107,BK,Y,N,N,Y,N,Y
9010449417,296763,B2,N,N,N,N,N,Y
9010449417,28978,BK,N,Y,Y,N,N,Y
9010449512,14190,BK,N,Y,Y,N,N,Y
9010449514,560066,B2,N,N,N,N,N,Y
9010449559,16091,BK,N,Y,Y,N,N,Y
9010450135,560066,B2,N,N,N,N,N,Y
9010450174,14190,BK,N,Y,Y,N,N,Y
9010450809,560066,B2,N,N,N,N,N,Y
9010450809,14190,BK,N,Y,Y,N,N,Y
9010450811,668234,B2,N,N,N,N,N,Y
9010450811,14190,BK,N,Y,Y,N,N,Y
9010450906,10102,BK,N,Y,Y,N,N,Y
9010451148,10971,BK,N,Y,Y,Y,N,Y
9010451149,10971,BK,N,Y,Y,Y,N,Y
9010451215,15349,BK,N,Y,Y,N,N,Y
9010451215,15349,BK,N,Y,Y,N,N,Y
9010451385,13915,BK,N,Y,Y,N,N,Y
9010451385,13915,BK,N,Y,Y,N,N,Y
9010451453,689860,BK,N,Y,Y,Y,N,Y
9010451650,13983,BK,N,Y,Y,N,N,Y
9010451650,13983,BK,N,Y,Y,N,N,Y
9010452304,28435,BK,N,Y,Y,Y,N,Y
9010452305,28435,BK,N,Y,Y,Y,N,Y
9010452575,10544,BK,N,Y,Y,N,N,Y
9010454002,560066,B2,N,N,N,N,N,Y
9010454002,560066,B2,N,N,N,N,N,Y
9010454003,697442,B2,N,N,N,N,N,Y
9010454003,697442,B2,N,N,N,N,N,Y
9010455884,697442,B2,N,N,N,N,N,Y
9010456114,15427,BK,N,Y,Y,N,N,Y
9010456928,560066,B2,N,N,N,N,N,Y
9010456928,560066,B2,N,N,N,N,N,Y
9010456928,28719,BK,N,Y,Y,Y,N,Y
9010456928,28719,BK,N,Y,Y,Y,N,Y
9010457291,560066,B2,N,N,N,N,N,Y
9010457291,560066,B2,N,N,N,N,N,Y
9010457291,14623,BK,N,Y,Y,Y,N,Y
9010457291,14623,BK,N,Y,Y,Y,N,Y
9010457536,14089,BK,Y,Y,Y,N,N,Y
9010457536,14089,BK,Y,Y,Y,N,N,Y
9010457537,14089,BK,Y,Y,Y,N,N,Y
9010457537,14089,BK,Y,Y,Y,N,N,Y
9010457603,697434,BK,N,Y,Y,Y,N,Y
9010457603,697434,BK,N,Y,Y,Y,N,Y
9010457623,15913,BK,N,Y,Y,N,N,Y
9010457623,15913,BK,N,Y,Y,N,N,Y
9010458190,14651,BK,N,Y,Y,Y,N,Y
9010458190,14651,BK,N,Y,Y,Y,N,Y
9010458525,14089,BK,Y,Y,Y,N,N,Y
9010458525,14089,BK,Y,Y,Y,N,N,Y
9010458657,12134,BK,N,Y,Y,Y,N,Y
9010458744,13923,BK,N,Y,Y,Y,N,Y
9010458744,13923,BK,N,Y,Y,Y,N,Y
9010459011,12526,BK,N,Y,Y,N,N,Y
9010459164,615519,B2,N,N,N,N,N,Y
9010459164,14167,BK,N,Y,Y,N,N,Y
9010459421,10719,BK,N,Y,Y,N,N,Y
9010459421,10719,BK,N,Y,Y,N,N,Y
9010459814,560066,B2,N,N,N,N,N,Y
9010459814,560066,B2,N,N,N,N,N,Y
9010459814,13923,BK,N,Y,Y,Y,N,Y
9010459814,13923,BK,N,Y,Y,Y,N,Y
9010460323,15614,BK,N,Y,Y,Y,N,Y
9010460652,560066,B2,N,N,N,N,N,Y
9010460652,560066,B2,N,N,N,N,N,Y
9010460652,13923,BK,N,Y,Y,Y,N,Y
9010460652,13923,BK,N,Y,Y,Y,N,Y
9010460653,13923,BK,N,Y,Y,Y,N,Y
9010460653,13923,BK,N,Y,Y,Y,N,Y
9010461689,560066,B2,N,N,N,N,N,Y
9010461689,560066,B2,N,N,N,N,N,Y
9010461689,13876,BK,N,Y,Y,N,N,Y
9010461689,13876,BK,N,Y,Y,N,N,Y
9010462057,8139,BK,N,Y,Y,N,N,Y
9010462630,560066,B2,N,N,N,N,N,Y
9010462630,14247,BK,N,Y,Y,N,N,Y
9010462631,14060,BK,N,Y,Y,Y,N,Y
9010462839,14247,BK,N,Y,Y,N,N,Y
9010463017,697442,B2,N,N,N,N,N,Y
9010463420,14247,BK,N,Y,Y,N,N,Y
9010463553,14119,BK,N,Y,Y,N,N,Y
9010464265,14089,BK,Y,Y,Y,N,N,Y
9010464265,14089,BK,Y,Y,Y,N,N,Y
9010464590,14089,BK,Y,Y,Y,N,N,Y
9010464590,14089,BK,Y,Y,Y,N,N,Y
9010464870,14119,BK,N,Y,Y,N,N,Y
9010465265,14089,BK,Y,Y,Y,N,N,Y
9010465265,14089,BK,Y,Y,Y,N,N,Y
9010465331,560066,B2,N,N,N,N,N,Y
9010465331,10719,BK,N,Y,Y,N,N,Y
9010465451,14089,BK,Y,Y,Y,N,N,Y
9010465451,14089,BK,Y,Y,Y,N,N,Y
9010466391,14119,BK,N,Y,Y,N,N,Y
9010466392,14119,BK,N,Y,Y,N,N,Y
9010466458,560066,B2,N,N,N,N,N,Y
9010466458,560066,B2,N,N,N,N,N,Y
9010466458,14063,BK,N,Y,Y,N,N,Y
9010466458,14063,BK,N,Y,Y,N,N,Y
9010466702,10971,BK,N,Y,Y,Y,N,Y
9010466706,10971,BK,N,Y,Y,Y,N,Y
9010467025,13876,BK,N,Y,Y,N,N,Y
9010467025,13876,BK,N,Y,Y,N,N,Y
9010467173,560066,B2,N,N,N,N,N,Y
9010467173,14060,BK,N,Y,Y,Y,N,Y
9010467185,668234,B2,N,N,N,N,N,Y
9010467185,668234,B2,N,N,N,N,N,Y
9010467190,560066,B2,N,N,N,N,N,Y
9010467190,560066,B2,N,N,N,N,N,Y
9010467190,14089,BK,Y,Y,Y,N,N,Y
9010467190,14089,BK,Y,Y,Y,N,N,Y
9010467771,560066,B2,N,N,N,N,N,Y
9010467771,17040,BK,N,Y,Y,N,N,Y
9010468945,14119,BK,N,Y,Y,N,N,Y
9010468946,14119,BK,N,Y,Y,N,N,Y
9010469081,13445,BK,N,Y,Y,N,N,Y
9010469081,13445,BK,N,Y,Y,N,N,Y
9010469430,560066,B2,N,N,N,N,N,Y
9010469666,12350,BK,N,Y,Y,N,N,Y
9010469896,15917,BK,N,Y,Y,N,N,Y
9010469985,697442,B2,N,N,N,N,N,Y
9010471532,697442,B2,N,N,N,N,N,Y
9010471532,697442,B2,N,N,N,N,N,Y
9010471534,13297,BK,N,Y,Y,Y,N,Y
9010471534,13297,BK,N,Y,Y,Y,N,Y
9010471769,13563,BK,N,Y,Y,N,N,Y
9010471769,13563,BK,N,Y,Y,N,N,Y
9010471933,12041,BK,N,Y,Y,N,N,Y
9010472182,560066,B2,N,N,N,N,N,Y
9010472183,560066,B2,N,N,N,N,N,Y
9010473137,14247,BK,N,Y,Y,N,N,Y
9010473866,560066,B2,N,N,N,N,N,Y
9010473866,14247,BK,N,Y,Y,N,N,Y
9010473867,13875,BK,N,Y,Y,Y,N,Y
9010473868,17582,BK,N,Y,Y,Y,N,Y
9010474519,14119,BK,N,Y,Y,N,N,Y
9010474522,560066,B2,N,N,N,N,N,Y
9010474522,14247,BK,N,Y,Y,N,N,Y
9010475571,560066,B2,N,N,N,N,N,Y
9010475571,560066,B2,N,N,N,N,N,Y
9010475850,560066,B2,N,N,N,N,N,Y
9010475850,14107,BK,N,Y,Y,N,N,Y
9010476803,14247,BK,N,Y,Y,N,N,Y
9010477512,14267,BK,N,Y,Y,N,N,Y
9010477513,14267,BK,N,Y,Y,N,N,Y
9010477989,14267,BK,N,Y,Y,N,N,Y
9010478285,560066,B2,N,N,N,N,N,Y
9010478285,14247,BK,N,Y,Y,N,N,Y
9010478574,15084,BK,N,Y,Y,Y,N,Y
9010478574,15084,BK,N,Y,Y,Y,N,Y
9010479749,560066,B2,N,N,N,N,N,Y
9010479749,560066,B2,N,N,N,N,N,Y
9010479749,13906,BK,N,Y,Y,N,N,Y
9010479749,13906,BK,N,Y,Y,N,N,Y
