COVERAGE_ID,SEQ   ,SEGT_FLAG,SEGT_ID   ,COVR_KEY0                     
0822 960PO ,    52,N        ,          ,0x3038323220393630504F30303532
0822 960PO ,    53,N        ,          ,0x3038323220393630504F30303533
0822 960PO ,    54,N        ,          ,0x3038323220393630504F30303534
0822 960PO ,    55,N        ,          ,0x3038323220393630504F30303535
0822 960PO ,    56,N        ,          ,0x3038323220393630504F30303536
0823 665   ,     1,Y        ,0823 665  ,0x3038323320363635202030303031
0823 665   ,     2,N        ,          ,0x3038323320363635202030303032
0823 665   ,     3,N        ,          ,0x3038323320363635202030303033
0823 665   ,     4,N        ,          ,0x3038323320363635202030303034
0823 665   ,     5,N        ,          ,0x3038323320363635202030303035
0823 665   ,     6,N        ,          ,0x3038323320363635202030303036
0823 665   ,     7,Y        ,ZERO      ,0x3038323320363635202030303037
0823 665   ,     8,N        ,          ,0x3038323320363635202030303038
0823 665   ,     9,N        ,          ,0x3038323320363635202030303039
0823 665   ,    10,N        ,          ,0x3038323320363635202030303130
0823 665   ,    11,N        ,          ,0x3038323320363635202030303131
0823 665   ,    12,Y        ,WP AD 02  ,0x3038323320363635202030303132
0823 665   ,    13,Y        ,WP AD 02  ,0x3038323320363635202030303133
0823 665   ,    14,N        ,          ,0x3038323320363635202030303134
0823 665   ,    15,N        ,          ,0x3038323320363635202030303135
0823 665   ,    16,N        ,          ,0x3038323320363635202030303136
0823 665   ,    17,N        ,          ,0x3038323320363635202030303137
0823 665   ,    18,Y        ,LIFE WP   ,0x3038323320363635202030303138
0823 665   ,    19,Y        ,BASE      ,0x3038323320363635202030303139
0823 665   ,    20,N        ,          ,0x3038323320363635202030303230
0823 665   ,    21,N        ,          ,0x3038323320363635202030303231
0823 665   ,    22,N        ,          ,0x3038323320363635202030303232
0823 665   ,    23,N        ,          ,0x3038323320363635202030303233
0823 665   ,    24,N        ,          ,0x3038323320363635202030303234
0823 665   ,    25,N        ,          ,0x3038323320363635202030303235
0823 665   ,    26,N        ,          ,0x3038323320363635202030303236
0823 665   ,    27,N        ,          ,0x3038323320363635202030303237
0823 665   ,    28,N        ,          ,0x3038323320363635202030303238
0823 665   ,    29,N        ,          ,0x3038323320363635202030303239
0823 665   ,    30,N        ,          ,0x3038323320363635202030303330
0823 665   ,    31,N        ,          ,0x3038323320363635202030303331
0823 665   ,    32,N        ,          ,0x3038323320363635202030303332
0823 665   ,    33,N        ,          ,0x3038323320363635202030303333
0823 665   ,    34,N        ,          ,0x3038323320363635202030303334
0823 665   ,    35,N        ,          ,0x3038323320363635202030303335
0823 665   ,    36,N        ,          ,0x3038323320363635202030303336
0823 665   ,    37,N        ,          ,0x3038323320363635202030303337
0823 665   ,    38,N        ,          ,0x3038323320363635202030303338
0823 665   ,    39,N        ,          ,0x3038323320363635202030303339
0823 665   ,    40,N        ,          ,0x3038323320363635202030303430
0823 665   ,    41,N        ,          ,0x3038323320363635202030303431
0823 665   ,    42,N        ,          ,0x3038323320363635202030303432
0823 665   ,    43,N        ,          ,0x3038323320363635202030303433
0823 665   ,    44,N        ,          ,0x3038323320363635202030303434
0823 665   ,    45,N        ,          ,0x3038323320363635202030303435
0823 665   ,    46,N        ,          ,0x3038323320363635202030303436
0823 665   ,    47,N        ,          ,0x3038323320363635202030303437
0823 665   ,    48,N        ,          ,0x3038323320363635202030303438
0823 665   ,    49,N        ,          ,0x3038323320363635202030303439
0823 665   ,    50,N        ,          ,0x3038323320363635202030303530
0823 665   ,    51,N        ,          ,0x3038323320363635202030303531
0823 665   ,    52,N        ,          ,0x3038323320363635202030303532
0823 665   ,    53,N        ,          ,0x3038323320363635202030303533
0823 665   ,    54,N        ,          ,0x3038323320363635202030303534
0823 665   ,    55,N        ,          ,0x3038323320363635202030303535
0823 665   ,    56,N        ,          ,0x3038323320363635202030303536
0823 896   ,     1,N        ,          ,0x3038323320383936202030303031
0823 896   ,     2,N        ,          ,0x3038323320383936202030303032
0823 896   ,     3,N        ,          ,0x3038323320383936202030303033
0823 896   ,     4,N        ,          ,0x3038323320383936202030303034
0823 896   ,     5,N        ,          ,0x3038323320383936202030303035
0823 896   ,     6,N        ,          ,0x3038323320383936202030303036
0823 896   ,     7,Y        ,ZERO      ,0x3038323320383936202030303037
0823 896   ,     8,N        ,          ,0x3038323320383936202030303038
0823 896   ,     9,N        ,          ,0x3038323320383936202030303039
0823 896   ,    10,N        ,          ,0x3038323320383936202030303130
0823 896   ,    11,N        ,          ,0x3038323320383936202030303131
0823 896   ,    12,Y        ,WP AD 02  ,0x3038323320383936202030303132
0823 896   ,    13,Y        ,WP AD 02  ,0x3038323320383936202030303133
0823 896   ,    14,N        ,          ,0x3038323320383936202030303134
0823 896   ,    15,N        ,          ,0x3038323320383936202030303135
0823 896   ,    16,N        ,          ,0x3038323320383936202030303136
0823 896   ,    17,N        ,          ,0x3038323320383936202030303137
0823 896   ,    18,Y        ,LIFE WP   ,0x3038323320383936202030303138
0823 896   ,    19,Y        ,BASE      ,0x3038323320383936202030303139
0823 896   ,    20,N        ,          ,0x3038323320383936202030303230
0823 896   ,    21,N        ,          ,0x3038323320383936202030303231
0823 896   ,    22,N        ,          ,0x3038323320383936202030303232
0823 896   ,    23,N        ,          ,0x3038323320383936202030303233
0823 896   ,    24,N        ,          ,0x3038323320383936202030303234
0823 896   ,    25,N        ,          ,0x3038323320383936202030303235
0823 896   ,    26,N        ,          ,0x3038323320383936202030303236
0823 896   ,    27,N        ,          ,0x3038323320383936202030303237
0823 896   ,    28,N        ,          ,0x3038323320383936202030303238
0823 896   ,    29,N        ,          ,0x3038323320383936202030303239
0823 896   ,    30,N        ,          ,0x3038323320383936202030303330
0823 896   ,    31,N        ,          ,0x3038323320383936202030303331
0823 896   ,    32,N        ,          ,0x3038323320383936202030303332
0823 896   ,    33,N        ,          ,0x3038323320383936202030303333
0823 896   ,    34,N        ,          ,0x3038323320383936202030303334
0823 896   ,    35,N        ,          ,0x3038323320383936202030303335
0823 896   ,    36,N        ,          ,0x3038323320383936202030303336
0823 896   ,    37,N        ,          ,0x3038323320383936202030303337
0823 896   ,    38,N        ,          ,0x3038323320383936202030303338
0823 896   ,    39,N        ,          ,0x3038323320383936202030303339
0823 896   ,    40,N        ,          ,0x3038323320383936202030303430
0823 896   ,    41,N        ,          ,0x3038323320383936202030303431
0823 896   ,    42,N        ,          ,0x3038323320383936202030303432
0823 896   ,    43,N        ,          ,0x3038323320383936202030303433
0823 896   ,    44,N        ,          ,0x3038323320383936202030303434
0823 896   ,    45,N        ,          ,0x3038323320383936202030303435
0823 896   ,    46,N        ,          ,0x3038323320383936202030303436
0823 896   ,    47,N        ,          ,0x3038323320383936202030303437
0823 896   ,    48,N        ,          ,0x3038323320383936202030303438
0823 896   ,    49,N        ,          ,0x3038323320383936202030303439
0823 896   ,    50,N        ,          ,0x3038323320383936202030303530
0823 896   ,    51,N        ,          ,0x3038323320383936202030303531
0823 896   ,    52,N        ,          ,0x3038323320383936202030303532
0823 896   ,    53,N        ,          ,0x3038323320383936202030303533
0823 896   ,    54,N        ,          ,0x3038323320383936202030303534
0823 896   ,    55,N        ,          ,0x3038323320383936202030303535
0823 896   ,    56,N        ,          ,0x3038323320383936202030303536
0823 96085 ,     1,Y        ,0823 96085,0x3038323320393630383530303031
0823 96085 ,     2,N        ,          ,0x3038323320393630383530303032
0823 96085 ,     3,N        ,          ,0x3038323320393630383530303033
0823 96085 ,     4,N        ,          ,0x3038323320393630383530303034
0823 96085 ,     5,N        ,          ,0x3038323320393630383530303035
0823 96085 ,     6,N        ,          ,0x3038323320393630383530303036
0823 96085 ,     7,Y        ,ZERO      ,0x3038323320393630383530303037
0823 96085 ,     8,N        ,          ,0x3038323320393630383530303038
0823 96085 ,     9,N        ,          ,0x3038323320393630383530303039
0823 96085 ,    10,N        ,          ,0x3038323320393630383530303130
0823 96085 ,    11,N        ,          ,0x3038323320393630383530303131
0823 96085 ,    12,Y        ,WPAD061 2 ,0x3038323320393630383530303132
0823 96085 ,    13,Y        ,WPAD061 2 ,0x3038323320393630383530303133
0823 96085 ,    14,N        ,          ,0x3038323320393630383530303134
0823 96085 ,    15,N        ,          ,0x3038323320393630383530303135
0823 96085 ,    16,N        ,          ,0x3038323320393630383530303136
0823 96085 ,    17,N        ,          ,0x3038323320393630383530303137
0823 96085 ,    18,Y        ,LIFE WP   ,0x3038323320393630383530303138
0823 96085 ,    19,Y        ,BASE      ,0x3038323320393630383530303139
0823 96085 ,    20,N        ,          ,0x3038323320393630383530303230
0823 96085 ,    21,N        ,          ,0x3038323320393630383530303231
0823 96085 ,    22,N        ,          ,0x3038323320393630383530303232
0823 96085 ,    23,N        ,          ,0x3038323320393630383530303233
0823 96085 ,    24,N        ,          ,0x3038323320393630383530303234
0823 96085 ,    25,N        ,          ,0x3038323320393630383530303235
0823 96085 ,    26,N        ,          ,0x3038323320393630383530303236
0823 96085 ,    27,N        ,          ,0x3038323320393630383530303237
0823 96085 ,    28,N        ,          ,0x3038323320393630383530303238
0823 96085 ,    29,N        ,          ,0x3038323320393630383530303239
0823 96085 ,    30,N        ,          ,0x3038323320393630383530303330
0823 96085 ,    31,N        ,          ,0x3038323320393630383530303331
0823 96085 ,    32,N        ,          ,0x3038323320393630383530303332
0823 96085 ,    33,N        ,          ,0x3038323320393630383530303333
0823 96085 ,    34,N        ,          ,0x3038323320393630383530303334
0823 96085 ,    35,N        ,          ,0x3038323320393630383530303335
0823 96085 ,    36,N        ,          ,0x3038323320393630383530303336
0823 96085 ,    37,N        ,          ,0x3038323320393630383530303337
0823 96085 ,    38,N        ,          ,0x3038323320393630383530303338
0823 96085 ,    39,N        ,          ,0x3038323320393630383530303339
0823 96085 ,    40,N        ,          ,0x3038323320393630383530303430
0823 96085 ,    41,N        ,          ,0x3038323320393630383530303431
0823 96085 ,    42,N        ,          ,0x3038323320393630383530303432
0823 96085 ,    43,N        ,          ,0x3038323320393630383530303433
0823 96085 ,    44,N        ,          ,0x3038323320393630383530303434
0823 96085 ,    45,N        ,          ,0x3038323320393630383530303435
0823 96085 ,    46,N        ,          ,0x3038323320393630383530303436
0823 96085 ,    47,N        ,          ,0x3038323320393630383530303437
0823 96085 ,    48,N        ,          ,0x3038323320393630383530303438
0823 96085 ,    49,N        ,          ,0x3038323320393630383530303439
0823 96085 ,    50,N        ,          ,0x3038323320393630383530303530
0823 96085 ,    51,N        ,          ,0x3038323320393630383530303531
0823 96085 ,    52,N        ,          ,0x3038323320393630383530303532
0823 96085 ,    53,N        ,          ,0x3038323320393630383530303533
0823 96085 ,    54,N        ,          ,0x3038323320393630383530303534
0823 96085 ,    55,N        ,          ,0x3038323320393630383530303535
0823 96085 ,    56,N        ,          ,0x3038323320393630383530303536
0823 960CH ,     1,Y        ,0823 960CH,0x3038323320393630434830303031
0823 960CH ,     2,N        ,          ,0x3038323320393630434830303032
0823 960CH ,     3,N        ,          ,0x3038323320393630434830303033
0823 960CH ,     4,N        ,          ,0x3038323320393630434830303034
0823 960CH ,     5,N        ,          ,0x3038323320393630434830303035
0823 960CH ,     6,N        ,          ,0x3038323320393630434830303036
0823 960CH ,     7,Y        ,ZERO      ,0x3038323320393630434830303037
0823 960CH ,     8,N        ,          ,0x3038323320393630434830303038
0823 960CH ,     9,N        ,          ,0x3038323320393630434830303039
0823 960CH ,    10,N        ,          ,0x3038323320393630434830303130
0823 960CH ,    11,N        ,          ,0x3038323320393630434830303131
0823 960CH ,    12,Y        ,WPAD061 2 ,0x3038323320393630434830303132
0823 960CH ,    13,Y        ,WPAD061 2 ,0x3038323320393630434830303133
0823 960CH ,    14,N        ,          ,0x3038323320393630434830303134
0823 960CH ,    15,N        ,          ,0x3038323320393630434830303135
0823 960CH ,    16,N        ,          ,0x3038323320393630434830303136
0823 960CH ,    17,N        ,          ,0x3038323320393630434830303137
0823 960CH ,    18,Y        ,LIFE WP   ,0x3038323320393630434830303138
0823 960CH ,    19,Y        ,BASE      ,0x3038323320393630434830303139
0823 960CH ,    20,N        ,          ,0x3038323320393630434830303230
0823 960CH ,    21,N        ,          ,0x3038323320393630434830303231
0823 960CH ,    22,N        ,          ,0x3038323320393630434830303232
0823 960CH ,    23,N        ,          ,0x3038323320393630434830303233
0823 960CH ,    24,N        ,          ,0x3038323320393630434830303234
0823 960CH ,    25,N        ,          ,0x3038323320393630434830303235
0823 960CH ,    26,N        ,          ,0x3038323320393630434830303236
0823 960CH ,    27,N        ,          ,0x3038323320393630434830303237
0823 960CH ,    28,N        ,          ,0x3038323320393630434830303238
0823 960CH ,    29,N        ,          ,0x3038323320393630434830303239
0823 960CH ,    30,N        ,          ,0x3038323320393630434830303330
0823 960CH ,    31,N        ,          ,0x3038323320393630434830303331
0823 960CH ,    32,N        ,          ,0x3038323320393630434830303332
0823 960CH ,    33,N        ,          ,0x3038323320393630434830303333
0823 960CH ,    34,N        ,          ,0x3038323320393630434830303334
0823 960CH ,    35,N        ,          ,0x3038323320393630434830303335
0823 960CH ,    36,N        ,          ,0x3038323320393630434830303336
0823 960CH ,    37,N        ,          ,0x3038323320393630434830303337
0823 960CH ,    38,N        ,          ,0x3038323320393630434830303338
0823 960CH ,    39,N        ,          ,0x3038323320393630434830303339
0823 960CH ,    40,N        ,          ,0x3038323320393630434830303430
0823 960CH ,    41,N        ,          ,0x3038323320393630434830303431
0823 960CH ,    42,N        ,          ,0x3038323320393630434830303432
0823 960CH ,    43,N        ,          ,0x3038323320393630434830303433
0823 960CH ,    44,N        ,          ,0x3038323320393630434830303434
0823 960CH ,    45,N        ,          ,0x3038323320393630434830303435
0823 960CH ,    46,N        ,          ,0x3038323320393630434830303436
0823 960CH ,    47,N        ,          ,0x3038323320393630434830303437
0823 960CH ,    48,N        ,          ,0x3038323320393630434830303438
0823 960CH ,    49,N        ,          ,0x3038323320393630434830303439
0823 960CH ,    50,N        ,          ,0x3038323320393630434830303530
0823 960CH ,    51,N        ,          ,0x3038323320393630434830303531
0823 960CH ,    52,N        ,          ,0x3038323320393630434830303532
0823 960CH ,    53,N        ,          ,0x3038323320393630434830303533
0823 960CH ,    54,N        ,          ,0x3038323320393630434830303534
0823 960CH ,    55,N        ,          ,0x3038323320393630434830303535
