SOURCE_COVERAGE_ID,AUTHORITATIVE_PLAN,TYPE_CODE,TARGET_TABLE,SEX,BAND,UWCLASS,SOURCE_DURATION,QL_DURATION,SOURCE_VALUE,TARGET_VALUE,MATCH_STATUS,VALUE_DIFFERENCE,NOTES
10827 CSI3,17CSI3,CV,QuikCvs,F,01,00,1,0,.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 CSI3,17CSI3,CV,QuikCvs,F,01,00,18,17,239.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 CSI3,17CSI3,CV,QuikCvs,F,01,00,19,18,258.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 CSI3,17CSI3,CV,QuikCvs,F,01,00,20,19,278.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 CSI3,17CSI3,CV,QuikCvs,F,01,00,21,20,297.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 CSI3,17CSI3,CV,QuikCvs,F,01,00,22,21,318.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 CSI3,17CSI3,CV,QuikCvs,F,01,00,23,22,339.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 CSI3,17CSI3,CV,QuikCvs,F,01,00,24,23,360.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 CSI3,17CSI3,CV,QuikCvs,F,01,00,25,24,382.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 CSI5,17CSI5,CV,QuikCvs,F,01,00,1,0,.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 CSI5,17CSI5,CV,QuikCvs,F,01,00,2,1,3.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 CSI5,17CSI5,CV,QuikCvs,F,01,00,3,2,14.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 CSI5,17CSI5,CV,QuikCvs,F,01,00,4,3,26.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 CSI5,17CSI5,CV,QuikCvs,F,01,00,5,4,38.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 CSI5,17CSI5,CV,QuikCvs,F,01,00,6,5,50.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 CSI5,17CSI5,CV,QuikCvs,F,01,00,7,6,63.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 CSI5,17CSI5,CV,QuikCvs,F,01,00,8,7,77.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 CSI5,17CSI5,CV,QuikCvs,F,01,00,9,8,90.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 CSI5,17CSI5,CV,QuikCvs,F,01,00,10,9,105.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 CSI5,17CSI5,CV,QuikCvs,F,01,00,11,10,119.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 CSI5,17CSI5,CV,QuikCvs,F,01,00,12,11,135.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 CSI5,17CSI5,CV,QuikCvs,F,01,00,13,12,151.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 CSI5,17CSI5,CV,QuikCvs,F,01,00,14,13,167.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 CSI5,17CSI5,CV,QuikCvs,F,01,00,15,14,185.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 CSI5,17CSI5,CV,QuikCvs,F,01,00,16,15,202.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 CSI5,17CSI5,CV,QuikCvs,F,01,00,17,16,221.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 CSI5,17CSI5,CV,QuikCvs,F,01,00,18,17,239.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 CSI5,17CSI5,CV,QuikCvs,F,01,00,19,18,258.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 CSI5,17CSI5,CV,QuikCvs,F,01,00,20,19,278.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 CSI5,17CSI5,CV,QuikCvs,F,01,00,21,20,297.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 CSI5,17CSI5,CV,QuikCvs,F,01,00,22,21,318.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 CSI5,17CSI5,CV,QuikCvs,F,01,00,23,22,339.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 CSI5,17CSI5,CV,QuikCvs,F,01,00,24,23,360.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 CSI5,17CSI5,CV,QuikCvs,F,01,00,25,24,382.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 CSI7,17CSI7,CV,QuikCvs,F,01,00,1,0,.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 CSI7,17CSI7,CV,QuikCvs,F,01,00,2,1,3.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 CSI7,17CSI7,CV,QuikCvs,F,01,00,3,2,14.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 CSI7,17CSI7,CV,QuikCvs,F,01,00,4,3,26.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 CSI7,17CSI7,CV,QuikCvs,F,01,00,5,4,38.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 CSI7,17CSI7,CV,QuikCvs,F,01,00,6,5,50.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 CSI7,17CSI7,CV,QuikCvs,F,01,00,7,6,63.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 CSI7,17CSI7,CV,QuikCvs,F,01,00,8,7,77.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 CSI7,17CSI7,CV,QuikCvs,F,01,00,9,8,91.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 CSI7,17CSI7,CV,QuikCvs,F,01,00,10,9,105.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 CSI7,17CSI7,CV,QuikCvs,F,01,00,11,10,120.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 CSI7,17CSI7,CV,QuikCvs,F,01,00,12,11,135.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 CSI7,17CSI7,CV,QuikCvs,F,01,00,13,12,151.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 CSI7,17CSI7,CV,QuikCvs,F,01,00,14,13,167.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 CSI7,17CSI7,CV,QuikCvs,F,01,00,15,14,185.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 CSI7,17CSI7,CV,QuikCvs,F,01,00,16,15,202.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 CSI7,17CSI7,CV,QuikCvs,F,01,00,17,16,221.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 CSI7,17CSI7,CV,QuikCvs,F,01,00,18,17,239.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 CSI7,17CSI7,CV,QuikCvs,F,01,00,19,18,258.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 CSI7,17CSI7,CV,QuikCvs,F,01,00,20,19,278.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 CSI7,17CSI7,CV,QuikCvs,F,01,00,21,20,297.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 CSI7,17CSI7,CV,QuikCvs,F,01,00,22,21,318.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 CSI7,17CSI7,CV,QuikCvs,F,01,00,23,22,339.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 CSI7,17CSI7,CV,QuikCvs,F,01,00,24,23,360.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 CSI7,17CSI7,CV,QuikCvs,F,01,00,25,24,382.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 MN5K,1CSIMN,CV,QuikCvs,F,01,00,1,0,.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 MN5K,1CSIMN,CV,QuikCvs,F,01,00,2,1,2.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 MN5K,1CSIMN,CV,QuikCvs,F,01,00,3,2,13.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 MN5K,1CSIMN,CV,QuikCvs,F,01,00,4,3,25.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 MN5K,1CSIMN,CV,QuikCvs,F,01,00,5,4,37.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 MN5K,1CSIMN,CV,QuikCvs,F,01,00,6,5,50.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 MN5K,1CSIMN,CV,QuikCvs,F,01,00,7,6,63.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 MN5K,1CSIMN,CV,QuikCvs,F,01,00,8,7,76.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 MN5K,1CSIMN,CV,QuikCvs,F,01,00,9,8,90.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 MN5K,1CSIMN,CV,QuikCvs,F,01,00,10,9,104.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 MN5K,1CSIMN,CV,QuikCvs,F,01,00,11,10,119.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 MN5K,1CSIMN,CV,QuikCvs,F,01,00,12,11,134.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 MN5K,1CSIMN,CV,QuikCvs,F,01,00,13,12,150.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 MN5K,1CSIMN,CV,QuikCvs,F,01,00,14,13,167.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 MN5K,1CSIMN,CV,QuikCvs,F,01,00,15,14,184.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 MN5K,1CSIMN,CV,QuikCvs,F,01,00,16,15,202.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 MN5K,1CSIMN,CV,QuikCvs,F,01,00,17,16,220.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 MN5K,1CSIMN,CV,QuikCvs,F,01,00,18,17,239.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 MN5K,1CSIMN,CV,QuikCvs,F,01,00,19,18,258.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 MN5K,1CSIMN,CV,QuikCvs,F,01,00,20,19,277.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 MN5K,1CSIMN,CV,QuikCvs,F,01,00,21,20,297.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 MN5K,1CSIMN,CV,QuikCvs,F,01,00,22,21,317.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 MN5K,1CSIMN,CV,QuikCvs,F,01,00,23,22,338.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 MN5K,1CSIMN,CV,QuikCvs,F,01,00,24,23,360.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
10827 MN5K,1CSIMN,CV,QuikCvs,F,01,00,25,24,382.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
1578 FTR,778FTR,NP,QuikNps,M,01,SM,1,0,.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
1578 FTR,778FTR,NP,QuikNps,M,01,PR,1,0,18.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
1578 FTR,778FTR,NP,QuikNps,M,01,PR,2,1,18.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
1578 FTR,778FTR,NP,QuikNps,M,01,PR,3,2,18.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
1578 FTR,778FTR,NP,QuikNps,M,01,PR,4,3,18.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
1578 FTR,778FTR,NP,QuikNps,M,01,PR,5,4,18.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
1578 FTR,778FTR,NP,QuikNps,M,01,PR,6,5,18.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
1578 FTR,778FTR,NP,QuikNps,M,01,PR,7,6,18.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
1578 FTR,778FTR,NP,QuikNps,M,01,PR,8,7,18.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
1578 FTR,778FTR,NP,QuikNps,M,01,PR,9,8,18.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
1578 FTR,778FTR,NP,QuikNps,M,01,PR,10,9,18.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
1578 FTR,778FTR,NP,QuikNps,M,01,PR,11,10,18.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
1578 FTR,778FTR,NP,QuikNps,M,01,PR,12,11,18.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
1578 FTR,778FTR,NP,QuikNps,M,01,PR,13,12,18.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
1578 FTR,778FTR,NP,QuikNps,M,01,PR,14,13,18.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
1578 FTR,778FTR,NP,QuikNps,M,01,PR,15,14,18.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
1578 FTR,778FTR,NP,QuikNps,M,01,PR,16,15,18.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
1578 FTR,778FTR,NP,QuikNps,M,01,PR,17,16,18.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
1578 FTR,778FTR,NP,QuikNps,M,01,PR,18,17,18.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
1578 FTR,778FTR,NP,QuikNps,M,01,PR,19,18,18.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
1578 FTR,778FTR,NP,QuikNps,M,01,PR,20,19,18.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
1578 FTR,778FTR,NP,QuikNps,M,01,PR,21,20,18.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
1578 FTR,778FTR,NP,QuikNps,M,01,PR,22,21,18.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
1578 FTR,778FTR,NP,QuikNps,M,01,PR,23,22,18.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
1578 FTR,778FTR,NP,QuikNps,M,01,PR,24,23,18.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
1578 SPSPU,578STR,CV,QuikCvs,M,01,SM,1,0,.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
1578 SPSPU,578STR,CV,QuikCvs,M,01,SM,2,1,.0300000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
1578 SPSPU,578STR,CV,QuikCvs,M,01,SM,3,2,.7600000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
1578 SPSPU,578STR,CV,QuikCvs,M,01,SM,4,3,1.1000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
1578 SPSPU,578STR,CV,QuikCvs,M,01,SM,5,4,1.3300000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
1578 SPSPU,578STR,CV,QuikCvs,M,01,SM,6,5,1.4400000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
1578 SPSPU,578STR,CV,QuikCvs,M,01,SM,7,6,1.4500000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
1578 SPSPU,578STR,CV,QuikCvs,M,01,SM,8,7,1.3500000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
1578 SPSPU,578STR,CV,QuikCvs,M,01,SM,9,8,1.1500000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
1578 SPSPU,578STR,CV,QuikCvs,M,01,SM,10,9,.9700000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
1578 SPSPU,578STR,CV,QuikCvs,M,01,SM,11,10,2.4100000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
1578 SPSPU,578STR,CV,QuikCvs,M,01,SM,12,11,4.3200000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
1578 SPSPU,578STR,CV,QuikCvs,M,01,SM,13,12,5.1700000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
1578 SPSPU,578STR,CV,QuikCvs,M,01,SM,14,13,6.7400000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
1578 SPSPU,578STR,CV,QuikCvs,M,01,SM,15,14,8.2300000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
1578 SPSPU,578STR,CV,QuikCvs,M,01,SM,16,15,9.7700000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
1578 SPSPU,578STR,CV,QuikCvs,M,01,SM,17,16,11.4400000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
1578 SPSPU,578STR,CV,QuikCvs,M,01,SM,18,17,13.3200000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
1578 SPSPU,578STR,CV,QuikCvs,M,01,SM,19,18,15.5100000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
1578 SPSPU,578STR,CV,QuikCvs,M,01,SM,20,19,17.3300000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
1578 SPSPU,578STR,CV,QuikCvs,M,01,SM,21,20,18.7700000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
1578 SPSPU,578STR,CV,QuikCvs,M,01,SM,22,21,19.7600000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
1578 SPSPU,578STR,CV,QuikCvs,M,01,SM,23,22,20.3200000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
1578 SPSPU,578STR,CV,QuikCvs,M,01,SM,24,23,20.5100000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
1578 SPSPU,578STR,CV,QuikCvs,M,01,SM,25,24,20.4100000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
619 CH PU,719CTR,NP,QuikNps,F,01,00,1,0,4.2659400,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
619 CH PU,719CTR,NP,QuikNps,F,01,00,2,1,4.2659400,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
619 CH PU,719CTR,NP,QuikNps,F,01,00,3,2,4.2659400,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
619 CH PU,719CTR,NP,QuikNps,F,01,00,4,3,4.2659400,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
619 CH PU,719CTR,NP,QuikNps,F,01,00,5,4,4.2659400,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
619 CH PU,719CTR,NP,QuikNps,F,01,00,6,5,4.2659400,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
619 CH PU,719CTR,NP,QuikNps,F,01,00,7,6,4.2659400,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
619 CH PU,719CTR,NP,QuikNps,F,01,00,8,7,4.2659400,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
619 CH PU,719CTR,NP,QuikNps,F,01,00,9,8,4.2659400,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
619 CH PU,719CTR,NP,QuikNps,F,01,00,10,9,4.2659400,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
619 CH PU,719CTR,NP,QuikNps,F,01,00,11,10,4.2659400,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
619 CH PU,719CTR,NP,QuikNps,F,01,00,12,11,4.2659400,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
619 CH PU,719CTR,NP,QuikNps,F,01,00,13,12,4.2659400,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
619 CH PU,719CTR,NP,QuikNps,F,01,00,14,13,4.2659400,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
619 CH PU,719CTR,NP,QuikNps,F,01,00,15,14,4.2659400,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
619 CH PU,719CTR,NP,QuikNps,F,01,00,16,15,4.2659400,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
619 CH PU,719CTR,NP,QuikNps,F,01,00,17,16,4.2659400,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
619 CH PU,719CTR,NP,QuikNps,F,01,00,18,17,4.2659400,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
619 CH PU,719CTR,NP,QuikNps,F,01,00,19,18,4.2659400,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
619 CH PU,719CTR,NP,QuikNps,F,01,00,20,19,4.2659400,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
619 CH PU,719CTR,NP,QuikNps,F,01,00,21,20,4.2659400,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
619 CH PU,719CTR,NP,QuikNps,F,01,00,22,21,4.2659400,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
619 CH PU,719CTR,NP,QuikNps,F,01,00,23,22,4.2659400,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
619 CH PU,719CTR,NP,QuikNps,F,01,00,24,23,4.2659400,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
619 CH PU,719CTR,NP,QuikNps,F,01,00,25,24,4.2659400,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
619 DT,7619DT,NP,QuikNps,F,01,00,1,0,50.2600000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
619 DT,7619DT,NP,QuikNps,F,01,00,2,1,47.8200000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
619 DT,7619DT,NP,QuikNps,F,01,00,3,2,46.8500000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
619 DT,7619DT,NP,QuikNps,F,01,00,4,3,45.3800000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
