INVENTORY_ID,SOURCE_PATH,DESTINATION_PATH,SOURCE_SIZE,DESTINATION_SIZE,SOURCE_SHA256,DESTINATION_SHA256,VERIFICATION_STATUS,COPY_RESULT,ERROR_MESSAGE
CIT-INV-00126,CFIC_Cash_Values/P7MS_CV.zip,source/original/cash_values/P7MS_CV.zip,198471450,198471450,6516e2be0dc5359e01156aee3a448415e6adcd748a6c4a7f2ff52a1e2e80378a,6516e2be0dc5359e01156aee3a448415e6adcd748a6c4a7f2ff52a1e2e80378a,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00127,CFIC_Cash_Values/PLP6_CV.zip,source/original/cash_values/PLP6_CV.zip,87356407,87356407,8bd94ba784e4d092fcee0096c35ffbbb5af762d88dc6cd235a3fefc8124b3bf1,8bd94ba784e4d092fcee0096c35ffbbb5af762d88dc6cd235a3fefc8124b3bf1,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00128,CFIC_Cash_Values/PLP_CV.zip,source/original/cash_values/PLP_CV.zip,248861719,248861719,e285e17d1e3e93f1c6094e6ca8fcbc16dcd0c1f859dac4d042586c70acf0b028,e285e17d1e3e93f1c6094e6ca8fcbc16dcd0c1f859dac4d042586c70acf0b028,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00129,CFIC_Cash_Values/R28G_CV.zip,source/original/cash_values/R28G_CV.zip,115058169,115058169,c9622d33ffb7fe611ba13604d119490a41fefa5df7aca0c4862db8a6eebe678f,c9622d33ffb7fe611ba13604d119490a41fefa5df7aca0c4862db8a6eebe678f,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00130,CFIC_Cash_Values/R68G_CV.zip,source/original/cash_values/R68G_CV.zip,102441586,102441586,61178218cce623c06b150b65b44dd56147235499a347e09567136ae8e964347e,61178218cce623c06b150b65b44dd56147235499a347e09567136ae8e964347e,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00131,CFIC_Cash_Values/RW8_CV.zip,source/original/cash_values/RW8_CV.zip,238171788,238171788,3752d89b3b5137fbfb93730f00d1848087e4ad479e2ddd0847471620c98ff5c5,3752d89b3b5137fbfb93730f00d1848087e4ad479e2ddd0847471620c98ff5c5,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00132,cfic_paths.py,conversion/orchestration/legacy_cfic_paths.py,1414,1414,60fcc4ce7b33812be4f32be5dfb08905252f6968aa0db25fef6da77e5ebaf3ed,60fcc4ce7b33812be4f32be5dfb08905252f6968aa0db25fef6da77e5ebaf3ed,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00134,Citizens_Plan_Crosswak.xlsx,mappings/working/plans/Citizens_Plan_Crosswalk.xlsx,13012,13012,b5e932c677565067d0f0878b47de117ce6cbfa0a192546b49e2cfa7a26d1eaba,b5e932c677565067d0f0878b47de117ce6cbfa0a192546b49e2cfa7a26d1eaba,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00135,Citizens_Plan_Rate_Requirements_Catalog.xlsx,mappings/working/rate_types/Citizens_Plan_Rate_Requirements_Catalog.xlsx,51247,51247,cd35d572fce3d17c8cde1faa9c2ece973e33e0b302c2a0cb6a3e0eaa05ddc997,cd35d572fce3d17c8cde1faa9c2ece973e33e0b302c2a0cb6a3e0eaa05ddc997,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00136,docs/_build_plan_rate_inventory.py,tools/inventory/legacy__build_plan_rate_inventory.py,18484,18484,3ab8a392528d1b8497be627279466aa9f82985d9e4fd49689707b50506e028a0,3ab8a392528d1b8497be627279466aa9f82985d9e4fd49689707b50506e028a0,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00137,docs/_ocr_extract/BW_PlanCode_Rates_full.txt,archive/legacy_cfic_rates/ocr_extract/BW_PlanCode_Rates_full.txt,862,862,9b0ad7908bdf61dcd3c1ba71a38b3bfcfc716b07bfe42a920d3cf6b1b696f205,9b0ad7908bdf61dcd3c1ba71a38b3bfcfc716b07bfe42a920d3cf6b1b696f205,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00138,docs/_ocr_extract/BW_PlanCode_Rates_p1.png,archive/legacy_cfic_rates/ocr_extract/BW_PlanCode_Rates_p1.png,25195,25195,ec87525574ef14165520bb40d867621bbdaf1f33c8e5950c5328543414528211,ec87525574ef14165520bb40d867621bbdaf1f33c8e5950c5328543414528211,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00139,docs/_ocr_extract/BW_PlanCode_Rates_p1.txt,archive/legacy_cfic_rates/ocr_extract/BW_PlanCode_Rates_p1.txt,102,102,9f1535dc848185183c57a799ce8918275b51a0c73eb5958ee1eb03999823ce45,9f1535dc848185183c57a799ce8918275b51a0c73eb5958ee1eb03999823ce45,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00140,docs/_ocr_extract/BW_PlanCode_Rates_p2.png,archive/legacy_cfic_rates/ocr_extract/BW_PlanCode_Rates_p2.png,274466,274466,766ce2fcb17b907d778ac771f792a8e5686850840bfec1c87f517058abe57562,766ce2fcb17b907d778ac771f792a8e5686850840bfec1c87f517058abe57562,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00141,docs/_ocr_extract/BW_PlanCode_Rates_p2.txt,archive/legacy_cfic_rates/ocr_extract/BW_PlanCode_Rates_p2.txt,756,756,526a3d7a49aa0f2e99160fda89118ce68c5969e0c1ced145a3534dcf3d4717f5,526a3d7a49aa0f2e99160fda89118ce68c5969e0c1ced145a3534dcf3d4717f5,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00142,docs/_ocr_extract/BWB_971_PlanCode_Rates_full.txt,archive/legacy_cfic_rates/ocr_extract/BWB_971_PlanCode_Rates_full.txt,4440,4440,45714a23ba1ae56a77cd8c9e997969ebcf4b905f17324645a49b8979c79a5c98,45714a23ba1ae56a77cd8c9e997969ebcf4b905f17324645a49b8979c79a5c98,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00143,docs/_ocr_extract/BWB_971_PlanCode_Rates_p1.png,archive/legacy_cfic_rates/ocr_extract/BWB_971_PlanCode_Rates_p1.png,70720,70720,8081c81d01aa45387c52e3cd944a7eb2671dbdde67fdca1319bb84a2d2aefe84,8081c81d01aa45387c52e3cd944a7eb2671dbdde67fdca1319bb84a2d2aefe84,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00144,docs/_ocr_extract/BWB_971_PlanCode_Rates_p1.txt,archive/legacy_cfic_rates/ocr_extract/BWB_971_PlanCode_Rates_p1.txt,374,374,cb1ef9375166b08936465e8e20812df5a3db82913b20938b95bab2f7afdc0cfb,cb1ef9375166b08936465e8e20812df5a3db82913b20938b95bab2f7afdc0cfb,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00145,docs/_ocr_extract/BWB_971_PlanCode_Rates_p2.png,archive/legacy_cfic_rates/ocr_extract/BWB_971_PlanCode_Rates_p2.png,465338,465338,d2ec9c388caf34859dfaae263cf53eabda97fda135309563d2afa28b7bbd5fc8,d2ec9c388caf34859dfaae263cf53eabda97fda135309563d2afa28b7bbd5fc8,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00146,docs/_ocr_extract/BWB_971_PlanCode_Rates_p2.txt,archive/legacy_cfic_rates/ocr_extract/BWB_971_PlanCode_Rates_p2.txt,2408,2408,61ce92a8c0024ecdace83b890ed8696b99dc7d57808ef365a1d21b556542591b,61ce92a8c0024ecdace83b890ed8696b99dc7d57808ef365a1d21b556542591b,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00147,docs/_ocr_extract/BWB_971_PlanCode_Rates_p3.png,archive/legacy_cfic_rates/ocr_extract/BWB_971_PlanCode_Rates_p3.png,282465,282465,7ebdd153d4681990aa711c5cb4f1e3ab467a21da87f175e232539d42e2b55816,7ebdd153d4681990aa711c5cb4f1e3ab467a21da87f175e232539d42e2b55816,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00148,docs/_ocr_extract/BWB_971_PlanCode_Rates_p3.txt,archive/legacy_cfic_rates/ocr_extract/BWB_971_PlanCode_Rates_p3.txt,1650,1650,45eabea07acf9f08cdec2e4010fe98207a1f4ec5dfba7e2d8faa7b34b78b34b6,45eabea07acf9f08cdec2e4010fe98207a1f4ec5dfba7e2d8faa7b34b78b34b6,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00149,docs/_ocr_extract/CurrentNewBusiness_PlanCodes_Rates SheetsHold_full.txt,archive/legacy_cfic_rates/ocr_extract/CurrentNewBusiness_PlanCodes_Rates SheetsHold_full.txt,24948,24948,6e86d452167319b3df587fb9ecf7860e4f96d26db34fcf6d03cff1f37dc9d322,6e86d452167319b3df587fb9ecf7860e4f96d26db34fcf6d03cff1f37dc9d322,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00150,docs/_ocr_extract/CurrentNewBusiness_PlanCodes_Rates SheetsHold_p1.png,archive/legacy_cfic_rates/ocr_extract/CurrentNewBusiness_PlanCodes_Rates SheetsHold_p1.png,2320641,2320641,d10f22389b984867e84f244a1566928f3a188baca314ece25af9449541459897,d10f22389b984867e84f244a1566928f3a188baca314ece25af9449541459897,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00151,docs/_ocr_extract/CurrentNewBusiness_PlanCodes_Rates SheetsHold_p1.txt,archive/legacy_cfic_rates/ocr_extract/CurrentNewBusiness_PlanCodes_Rates SheetsHold_p1.txt,2080,2080,13189cb5e283579dabe9d3901987f4171be8d39f1d130a9d14d4faf6e8f56d0c,13189cb5e283579dabe9d3901987f4171be8d39f1d130a9d14d4faf6e8f56d0c,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00152,docs/_ocr_extract/CurrentNewBusiness_PlanCodes_Rates SheetsHold_p10.png,archive/legacy_cfic_rates/ocr_extract/CurrentNewBusiness_PlanCodes_Rates SheetsHold_p10.png,448823,448823,135b858865e98360455266faad2ea9bf3ace29712b509555d31b86c2ab8a8331,135b858865e98360455266faad2ea9bf3ace29712b509555d31b86c2ab8a8331,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00153,docs/_ocr_extract/CurrentNewBusiness_PlanCodes_Rates SheetsHold_p10.txt,archive/legacy_cfic_rates/ocr_extract/CurrentNewBusiness_PlanCodes_Rates SheetsHold_p10.txt,1801,1801,d8efcbaf348e575aa95fddf0e2d5f4a74038ced9a998dd167f1ab09eaa9b08ed,d8efcbaf348e575aa95fddf0e2d5f4a74038ced9a998dd167f1ab09eaa9b08ed,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00154,docs/_ocr_extract/CurrentNewBusiness_PlanCodes_Rates SheetsHold_p11.png,archive/legacy_cfic_rates/ocr_extract/CurrentNewBusiness_PlanCodes_Rates SheetsHold_p11.png,442236,442236,053a40e6e7a9940f179e0e8d7d2234ba57f29bc44b57a435d8e9713f1a909579,053a40e6e7a9940f179e0e8d7d2234ba57f29bc44b57a435d8e9713f1a909579,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00155,docs/_ocr_extract/CurrentNewBusiness_PlanCodes_Rates SheetsHold_p11.txt,archive/legacy_cfic_rates/ocr_extract/CurrentNewBusiness_PlanCodes_Rates SheetsHold_p11.txt,1747,1747,e9ebf84f86a61a5eea3d84c744f9ad60c6aff0e26d96c9c3c6a8516a8c3ceb2f,e9ebf84f86a61a5eea3d84c744f9ad60c6aff0e26d96c9c3c6a8516a8c3ceb2f,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00156,docs/_ocr_extract/CurrentNewBusiness_PlanCodes_Rates SheetsHold_p12.png,archive/legacy_cfic_rates/ocr_extract/CurrentNewBusiness_PlanCodes_Rates SheetsHold_p12.png,378333,378333,d078bcab489256666b55328e50de2fa4c51cc584734c80ed2873406e523c5d92,d078bcab489256666b55328e50de2fa4c51cc584734c80ed2873406e523c5d92,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00157,docs/_ocr_extract/CurrentNewBusiness_PlanCodes_Rates SheetsHold_p12.txt,archive/legacy_cfic_rates/ocr_extract/CurrentNewBusiness_PlanCodes_Rates SheetsHold_p12.txt,1767,1767,99dd1bc93f47e36f62f995621743dfed64ff42d330e5cf20b7c97ff1e266627b,99dd1bc93f47e36f62f995621743dfed64ff42d330e5cf20b7c97ff1e266627b,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00158,docs/_ocr_extract/CurrentNewBusiness_PlanCodes_Rates SheetsHold_p13.png,archive/legacy_cfic_rates/ocr_extract/CurrentNewBusiness_PlanCodes_Rates SheetsHold_p13.png,374903,374903,5bd41364198aa44290587416de2f9b3829fa6c84da7cc5499b2f27e578d92f52,5bd41364198aa44290587416de2f9b3829fa6c84da7cc5499b2f27e578d92f52,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00159,docs/_ocr_extract/CurrentNewBusiness_PlanCodes_Rates SheetsHold_p13.txt,archive/legacy_cfic_rates/ocr_extract/CurrentNewBusiness_PlanCodes_Rates SheetsHold_p13.txt,1733,1733,5d59e21180e2b58f27ee52587479e97e6451d4724b1e7eb304ad07c4e1fa2aa1,5d59e21180e2b58f27ee52587479e97e6451d4724b1e7eb304ad07c4e1fa2aa1,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00160,docs/_ocr_extract/CurrentNewBusiness_PlanCodes_Rates SheetsHold_p2.png,archive/legacy_cfic_rates/ocr_extract/CurrentNewBusiness_PlanCodes_Rates SheetsHold_p2.png,1038312,1038312,38723333f0511a53f1f71d76b5650a7e37ce38b95d7794cfe51f24cb99af95ed,38723333f0511a53f1f71d76b5650a7e37ce38b95d7794cfe51f24cb99af95ed,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00161,docs/_ocr_extract/CurrentNewBusiness_PlanCodes_Rates SheetsHold_p2.txt,archive/legacy_cfic_rates/ocr_extract/CurrentNewBusiness_PlanCodes_Rates SheetsHold_p2.txt,2094,2094,669911cc38b20e88e4fe7bbab5fdcf12c5c7782841b818a93c2fe8fd9f0aaa8c,669911cc38b20e88e4fe7bbab5fdcf12c5c7782841b818a93c2fe8fd9f0aaa8c,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00162,docs/_ocr_extract/CurrentNewBusiness_PlanCodes_Rates SheetsHold_p3.png,archive/legacy_cfic_rates/ocr_extract/CurrentNewBusiness_PlanCodes_Rates SheetsHold_p3.png,796258,796258,f4430880e004e03b8698a1fcbd79b6f1c6f6b499a1232807bc62b98918ab5fa2,f4430880e004e03b8698a1fcbd79b6f1c6f6b499a1232807bc62b98918ab5fa2,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00163,docs/_ocr_extract/CurrentNewBusiness_PlanCodes_Rates SheetsHold_p3.txt,archive/legacy_cfic_rates/ocr_extract/CurrentNewBusiness_PlanCodes_Rates SheetsHold_p3.txt,2381,2381,e1b38ce10ff7d7a1c6c5dd1f3b5a9358bcaaa8fb6d30cbae0a41d9cdfaeed1ad,e1b38ce10ff7d7a1c6c5dd1f3b5a9358bcaaa8fb6d30cbae0a41d9cdfaeed1ad,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00164,docs/_ocr_extract/CurrentNewBusiness_PlanCodes_Rates SheetsHold_p4.png,archive/legacy_cfic_rates/ocr_extract/CurrentNewBusiness_PlanCodes_Rates SheetsHold_p4.png,1735187,1735187,c04800e369e00fc9d08a8e0b4650098729eac6a194334db8e99bf9b0b0383444,c04800e369e00fc9d08a8e0b4650098729eac6a194334db8e99bf9b0b0383444,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00165,docs/_ocr_extract/CurrentNewBusiness_PlanCodes_Rates SheetsHold_p4.txt,archive/legacy_cfic_rates/ocr_extract/CurrentNewBusiness_PlanCodes_Rates SheetsHold_p4.txt,2316,2316,25bf3bc781b5728a153b9a3438f76e4a26f34976934e80ed5b6e258c5ec15ccc,25bf3bc781b5728a153b9a3438f76e4a26f34976934e80ed5b6e258c5ec15ccc,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00166,docs/_ocr_extract/CurrentNewBusiness_PlanCodes_Rates SheetsHold_p5.png,archive/legacy_cfic_rates/ocr_extract/CurrentNewBusiness_PlanCodes_Rates SheetsHold_p5.png,816527,816527,210519cc6d5ab14421e5f9420a5459bd7cb2488cf4d032b5bbab37390c9f8a14,210519cc6d5ab14421e5f9420a5459bd7cb2488cf4d032b5bbab37390c9f8a14,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00167,docs/_ocr_extract/CurrentNewBusiness_PlanCodes_Rates SheetsHold_p5.txt,archive/legacy_cfic_rates/ocr_extract/CurrentNewBusiness_PlanCodes_Rates SheetsHold_p5.txt,2266,2266,54eaf41595490109b9dc68bd3653f98064fedfb499c3002b4617117877555ca6,54eaf41595490109b9dc68bd3653f98064fedfb499c3002b4617117877555ca6,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00168,docs/_ocr_extract/CurrentNewBusiness_PlanCodes_Rates SheetsHold_p6.png,archive/legacy_cfic_rates/ocr_extract/CurrentNewBusiness_PlanCodes_Rates SheetsHold_p6.png,922761,922761,9036cf7b27dae2e5ea6694f88c4801bfa94890544fc555e8e69476c4d31a6fea,9036cf7b27dae2e5ea6694f88c4801bfa94890544fc555e8e69476c4d31a6fea,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00169,docs/_ocr_extract/CurrentNewBusiness_PlanCodes_Rates SheetsHold_p6.txt,archive/legacy_cfic_rates/ocr_extract/CurrentNewBusiness_PlanCodes_Rates SheetsHold_p6.txt,2056,2056,d67a47eabf3a558fecdd5e0880b6072a3f51f2802016900701d7985b7f9e63c2,d67a47eabf3a558fecdd5e0880b6072a3f51f2802016900701d7985b7f9e63c2,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00170,docs/_ocr_extract/CurrentNewBusiness_PlanCodes_Rates SheetsHold_p7.png,archive/legacy_cfic_rates/ocr_extract/CurrentNewBusiness_PlanCodes_Rates SheetsHold_p7.png,488582,488582,e6bbac7f5cf6d1fe3eb4e638ef80578a31e9c62774ea9e7aa16adcd7ee763684,e6bbac7f5cf6d1fe3eb4e638ef80578a31e9c62774ea9e7aa16adcd7ee763684,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00171,docs/_ocr_extract/CurrentNewBusiness_PlanCodes_Rates SheetsHold_p7.txt,archive/legacy_cfic_rates/ocr_extract/CurrentNewBusiness_PlanCodes_Rates SheetsHold_p7.txt,1228,1228,7f084015939dfe2abcf6856236f99ed254d8189c1b0730e63b4d851fcec73cca,7f084015939dfe2abcf6856236f99ed254d8189c1b0730e63b4d851fcec73cca,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00172,docs/_ocr_extract/CurrentNewBusiness_PlanCodes_Rates SheetsHold_p8.png,archive/legacy_cfic_rates/ocr_extract/CurrentNewBusiness_PlanCodes_Rates SheetsHold_p8.png,448355,448355,f74536c96d531a826d07f7a88d357c9de2754c74d7e170a1a5c967dedac4474c,f74536c96d531a826d07f7a88d357c9de2754c74d7e170a1a5c967dedac4474c,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00173,docs/_ocr_extract/CurrentNewBusiness_PlanCodes_Rates SheetsHold_p8.txt,archive/legacy_cfic_rates/ocr_extract/CurrentNewBusiness_PlanCodes_Rates SheetsHold_p8.txt,1638,1638,de418480d7e8e92915ddd7d835cb58b33683f99dafc9c72b5b0c9795726f1170,de418480d7e8e92915ddd7d835cb58b33683f99dafc9c72b5b0c9795726f1170,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00174,docs/_ocr_extract/CurrentNewBusiness_PlanCodes_Rates SheetsHold_p9.png,archive/legacy_cfic_rates/ocr_extract/CurrentNewBusiness_PlanCodes_Rates SheetsHold_p9.png,453584,453584,46d950e311293cf89c63641fff9ba28dbf12eec70c4a025051f637d05e33e9d1,46d950e311293cf89c63641fff9ba28dbf12eec70c4a025051f637d05e33e9d1,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00175,docs/_ocr_extract/CurrentNewBusiness_PlanCodes_Rates SheetsHold_p9.txt,archive/legacy_cfic_rates/ocr_extract/CurrentNewBusiness_PlanCodes_Rates SheetsHold_p9.txt,1793,1793,9778b073199979aa36d3add08a767e2c6e3c08d1058574ffa014b38059c8843d,9778b073199979aa36d3add08a767e2c6e3c08d1058574ffa014b38059c8843d,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00176,docs/_ocr_extract/Drummond_CFI_PlanCodes_Rates_full.txt,archive/legacy_cfic_rates/ocr_extract/Drummond_CFI_PlanCodes_Rates_full.txt,19870,19870,10f7c25c41eab14a0862885901f9d4a268d7e6c2683e2da95bae5c6710de8fbd,10f7c25c41eab14a0862885901f9d4a268d7e6c2683e2da95bae5c6710de8fbd,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00177,docs/_ocr_extract/Drummond_CFI_PlanCodes_Rates_p1.png,archive/legacy_cfic_rates/ocr_extract/Drummond_CFI_PlanCodes_Rates_p1.png,207983,207983,01b831a8b2211370a5ce3431e629578cd8e8dfcbf15efe83ea1d7bbeae8af38c,01b831a8b2211370a5ce3431e629578cd8e8dfcbf15efe83ea1d7bbeae8af38c,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00178,docs/_ocr_extract/Drummond_CFI_PlanCodes_Rates_p1.txt,archive/legacy_cfic_rates/ocr_extract/Drummond_CFI_PlanCodes_Rates_p1.txt,1499,1499,b76dab3d8e816cd50cb9ebafb7ad9241f3767e61e723592a6243370011859adb,b76dab3d8e816cd50cb9ebafb7ad9241f3767e61e723592a6243370011859adb,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00179,docs/_ocr_extract/Drummond_CFI_PlanCodes_Rates_p10.png,archive/legacy_cfic_rates/ocr_extract/Drummond_CFI_PlanCodes_Rates_p10.png,589139,589139,292d45d16d6faba644ca27508706b5cfe4f274433a73a216151a73ed5483095a,292d45d16d6faba644ca27508706b5cfe4f274433a73a216151a73ed5483095a,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00180,docs/_ocr_extract/Drummond_CFI_PlanCodes_Rates_p10.txt,archive/legacy_cfic_rates/ocr_extract/Drummond_CFI_PlanCodes_Rates_p10.txt,1531,1531,0487b6b574321fa3a09aa1e5eade7a5b7e8c59870e21161fc083bc07842138b1,0487b6b574321fa3a09aa1e5eade7a5b7e8c59870e21161fc083bc07842138b1,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00181,docs/_ocr_extract/Drummond_CFI_PlanCodes_Rates_p11.png,archive/legacy_cfic_rates/ocr_extract/Drummond_CFI_PlanCodes_Rates_p11.png,762460,762460,c582807da8abb296cd59c0fc2ea60994ab7b0eb138fe77e9e8d1e1da87d4d6be,c582807da8abb296cd59c0fc2ea60994ab7b0eb138fe77e9e8d1e1da87d4d6be,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00182,docs/_ocr_extract/Drummond_CFI_PlanCodes_Rates_p11.txt,archive/legacy_cfic_rates/ocr_extract/Drummond_CFI_PlanCodes_Rates_p11.txt,801,801,a3628bfc48eb34947dac700c20298965b15189cd03a7715097bfd81d02be8eca,a3628bfc48eb34947dac700c20298965b15189cd03a7715097bfd81d02be8eca,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00183,docs/_ocr_extract/Drummond_CFI_PlanCodes_Rates_p2.png,archive/legacy_cfic_rates/ocr_extract/Drummond_CFI_PlanCodes_Rates_p2.png,902272,902272,13d8c290a8a4df07602594f3d092b3899d9cadfd46f26afd0e82fef5c701415c,13d8c290a8a4df07602594f3d092b3899d9cadfd46f26afd0e82fef5c701415c,VERIFIED,ALREADY_PRESENT_VERIFIED,
