INVENTORY_ID,SOURCE_RELATIVE_PATH,CASE_COLLISION_STATUS,FILENAME_COLLISION_STATUS,PROPOSED_DESTINATION_RELATIVE_PATH
CIT-INV-00272,extracted_reserve/staging/3PFS/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/3PFS/reserve_grid.csv
CIT-INV-00273,extracted_reserve/staging/3PMN/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/3PMN/reserve_grid.csv
CIT-INV-00274,extracted_reserve/staging/3PMS/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/3PMS/reserve_grid.csv
CIT-INV-00275,extracted_reserve/staging/3R1F/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/3R1F/reserve_grid.csv
CIT-INV-00276,extracted_reserve/staging/3R1M/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/3R1M/reserve_grid.csv
CIT-INV-00277,extracted_reserve/staging/3R2G/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/3R2G/reserve_grid.csv
CIT-INV-00278,extracted_reserve/staging/3R5F/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/3R5F/reserve_grid.csv
CIT-INV-00279,extracted_reserve/staging/3R5M/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/3R5M/reserve_grid.csv
CIT-INV-00280,extracted_reserve/staging/3R6G/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/3R6G/reserve_grid.csv
CIT-INV-00281,extracted_reserve/staging/3RWG/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/3RWG/reserve_grid.csv
CIT-INV-00282,extracted_reserve/staging/3X1F/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/3X1F/reserve_grid.csv
CIT-INV-00283,extracted_reserve/staging/3X1M/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/3X1M/reserve_grid.csv
CIT-INV-00284,extracted_reserve/staging/3X5F/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/3X5F/reserve_grid.csv
CIT-INV-00285,extracted_reserve/staging/3X5M/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/3X5M/reserve_grid.csv
CIT-INV-00286,extracted_reserve/staging/6/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/6/reserve_grid.csv
CIT-INV-00287,extracted_reserve/staging/9PFN/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/9PFN/reserve_grid.csv
CIT-INV-00288,extracted_reserve/staging/9PFS/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/9PFS/reserve_grid.csv
CIT-INV-00289,extracted_reserve/staging/9PMN/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/9PMN/reserve_grid.csv
CIT-INV-00290,extracted_reserve/staging/9PMS/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/9PMS/reserve_grid.csv
CIT-INV-00291,extracted_reserve/staging/9R2G/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/9R2G/reserve_grid.csv
CIT-INV-00292,extracted_reserve/staging/9R6G/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/9R6G/reserve_grid.csv
CIT-INV-00293,extracted_reserve/staging/9RWG/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/9RWG/reserve_grid.csv
CIT-INV-00294,extracted_reserve/staging/A6N/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/A6N/reserve_grid.csv
CIT-INV-00295,extracted_reserve/staging/ABFN/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/ABFN/reserve_grid.csv
CIT-INV-00296,extracted_reserve/staging/ABFS/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/ABFS/reserve_grid.csv
CIT-INV-00297,extracted_reserve/staging/ABMN/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/ABMN/reserve_grid.csv
CIT-INV-00298,extracted_reserve/staging/ABMS/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/ABMS/reserve_grid.csv
CIT-INV-00299,extracted_reserve/staging/ALP2/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/ALP2/reserve_grid.csv
CIT-INV-00300,extracted_reserve/staging/ALP6/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/ALP6/reserve_grid.csv
CIT-INV-00301,extracted_reserve/staging/B1FN/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/B1FN/reserve_grid.csv
CIT-INV-00302,extracted_reserve/staging/B1FS/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/B1FS/reserve_grid.csv
CIT-INV-00303,extracted_reserve/staging/B1MN/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/B1MN/reserve_grid.csv
CIT-INV-00304,extracted_reserve/staging/B1MS/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/B1MS/reserve_grid.csv
CIT-INV-00305,extracted_reserve/staging/B2FN/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/B2FN/reserve_grid.csv
CIT-INV-00306,extracted_reserve/staging/B2FS/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/B2FS/reserve_grid.csv
CIT-INV-00307,extracted_reserve/staging/B2MN/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/B2MN/reserve_grid.csv
CIT-INV-00308,extracted_reserve/staging/B2MS/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/B2MS/reserve_grid.csv
CIT-INV-00309,extracted_reserve/staging/BA5N/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/BA5N/reserve_grid.csv
CIT-INV-00310,extracted_reserve/staging/BA6B/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/BA6B/reserve_grid.csv
CIT-INV-00311,extracted_reserve/staging/BA6N/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/BA6N/reserve_grid.csv
CIT-INV-00312,extracted_reserve/staging/BLFN/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/BLFN/reserve_grid.csv
CIT-INV-00313,extracted_reserve/staging/BLFS/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/BLFS/reserve_grid.csv
CIT-INV-00314,extracted_reserve/staging/BLMN/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/BLMN/reserve_grid.csv
CIT-INV-00315,extracted_reserve/staging/BLMS/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/BLMS/reserve_grid.csv
CIT-INV-00316,extracted_reserve/staging/BS6N/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/BS6N/reserve_grid.csv
CIT-INV-00317,extracted_reserve/staging/CP05/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/CP05/reserve_grid.csv
CIT-INV-00318,extracted_reserve/staging/CP10/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/CP10/reserve_grid.csv
CIT-INV-00319,extracted_reserve/staging/CP20/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/CP20/reserve_grid.csv
CIT-INV-00320,extracted_reserve/staging/CPSP/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/CPSP/reserve_grid.csv
CIT-INV-00321,extracted_reserve/staging/DPFN/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/DPFN/reserve_grid.csv
CIT-INV-00322,extracted_reserve/staging/DPFS/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/DPFS/reserve_grid.csv
CIT-INV-00323,extracted_reserve/staging/DPMN/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/DPMN/reserve_grid.csv
CIT-INV-00324,extracted_reserve/staging/DPMS/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/DPMS/reserve_grid.csv
CIT-INV-00325,extracted_reserve/staging/DR2G/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/DR2G/reserve_grid.csv
CIT-INV-00326,extracted_reserve/staging/DR6G/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/DR6G/reserve_grid.csv
CIT-INV-00327,extracted_reserve/staging/DRWG/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/DRWG/reserve_grid.csv
CIT-INV-00328,extracted_reserve/staging/DX1F/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/DX1F/reserve_grid.csv
CIT-INV-00329,extracted_reserve/staging/DX1M/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/DX1M/reserve_grid.csv
CIT-INV-00330,extracted_reserve/staging/DX5F/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/DX5F/reserve_grid.csv
CIT-INV-00331,extracted_reserve/staging/DX5M/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/DX5M/reserve_grid.csv
CIT-INV-00332,extracted_reserve/staging/FW5/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/FW5/reserve_grid.csv
CIT-INV-00333,extracted_reserve/staging/GDB/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/GDB/reserve_grid.csv
CIT-INV-00334,extracted_reserve/staging/HPFN/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/HPFN/reserve_grid.csv
CIT-INV-00335,extracted_reserve/staging/HPFS/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/HPFS/reserve_grid.csv
CIT-INV-00336,extracted_reserve/staging/HPMN/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/HPMN/reserve_grid.csv
CIT-INV-00337,extracted_reserve/staging/HPMS/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/HPMS/reserve_grid.csv
CIT-INV-00338,extracted_reserve/staging/HR2G/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/HR2G/reserve_grid.csv
CIT-INV-00339,extracted_reserve/staging/HR6G/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/HR6G/reserve_grid.csv
CIT-INV-00340,extracted_reserve/staging/HRWG/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/HRWG/reserve_grid.csv
CIT-INV-00341,extracted_reserve/staging/IFF1/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/IFF1/reserve_grid.csv
CIT-INV-00342,extracted_reserve/staging/IFF5/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/IFF5/reserve_grid.csv
CIT-INV-00343,extracted_reserve/staging/IFFS/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/IFFS/reserve_grid.csv
CIT-INV-00344,extracted_reserve/staging/LBR/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/LBR/reserve_grid.csv
CIT-INV-00345,extracted_reserve/staging/LPI2/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/LPI2/reserve_grid.csv
CIT-INV-00346,extracted_reserve/staging/LPI6/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/LPI6/reserve_grid.csv
CIT-INV-00347,extracted_reserve/staging/LPIS/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/LPIS/reserve_grid.csv
CIT-INV-00348,extracted_reserve/staging/P7FN/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/P7FN/reserve_grid.csv
CIT-INV-00349,extracted_reserve/staging/P7FS/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/P7FS/reserve_grid.csv
CIT-INV-00350,extracted_reserve/staging/P7MN/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/P7MN/reserve_grid.csv
CIT-INV-00351,extracted_reserve/staging/P7MS/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/P7MS/reserve_grid.csv
CIT-INV-00352,extracted_reserve/staging/P8FJ/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/P8FJ/reserve_grid.csv
CIT-INV-00353,extracted_reserve/staging/P8FN/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/P8FN/reserve_grid.csv
CIT-INV-00354,extracted_reserve/staging/P8FS/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/P8FS/reserve_grid.csv
CIT-INV-00355,extracted_reserve/staging/P8MJ/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/P8MJ/reserve_grid.csv
CIT-INV-00356,extracted_reserve/staging/P8MN/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/P8MN/reserve_grid.csv
CIT-INV-00357,extracted_reserve/staging/P8MS/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/P8MS/reserve_grid.csv
CIT-INV-00358,extracted_reserve/staging/P9FJ/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/P9FJ/reserve_grid.csv
CIT-INV-00359,extracted_reserve/staging/P9FN/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/P9FN/reserve_grid.csv
CIT-INV-00360,extracted_reserve/staging/P9FS/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/P9FS/reserve_grid.csv
CIT-INV-00361,extracted_reserve/staging/P9MJ/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/P9MJ/reserve_grid.csv
CIT-INV-00362,extracted_reserve/staging/P9MN/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/P9MN/reserve_grid.csv
CIT-INV-00363,extracted_reserve/staging/P9MS/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/P9MS/reserve_grid.csv
CIT-INV-00364,extracted_reserve/staging/PLP/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/PLP/reserve_grid.csv
CIT-INV-00365,extracted_reserve/staging/PLP6/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/PLP6/reserve_grid.csv
CIT-INV-00366,extracted_reserve/staging/Q1FN/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/Q1FN/reserve_grid.csv
CIT-INV-00367,extracted_reserve/staging/Q1FS/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/Q1FS/reserve_grid.csv
CIT-INV-00368,extracted_reserve/staging/Q1MN/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/Q1MN/reserve_grid.csv
CIT-INV-00369,extracted_reserve/staging/Q1MS/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/Q1MS/reserve_grid.csv
CIT-INV-00370,extracted_reserve/staging/Q2FN/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/Q2FN/reserve_grid.csv
CIT-INV-00371,extracted_reserve/staging/Q2FS/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/Q2FS/reserve_grid.csv
CIT-INV-00372,extracted_reserve/staging/Q2MN/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/Q2MN/reserve_grid.csv
CIT-INV-00373,extracted_reserve/staging/Q2MS/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/Q2MS/reserve_grid.csv
CIT-INV-00374,extracted_reserve/staging/Q3FN/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/Q3FN/reserve_grid.csv
CIT-INV-00375,extracted_reserve/staging/Q3FS/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/Q3FS/reserve_grid.csv
CIT-INV-00376,extracted_reserve/staging/Q3MN/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/Q3MN/reserve_grid.csv
CIT-INV-00377,extracted_reserve/staging/Q3MS/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/Q3MS/reserve_grid.csv
CIT-INV-00378,extracted_reserve/staging/QLFN/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/QLFN/reserve_grid.csv
CIT-INV-00379,extracted_reserve/staging/QLFS/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/QLFS/reserve_grid.csv
CIT-INV-00380,extracted_reserve/staging/QLMN/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/QLMN/reserve_grid.csv
CIT-INV-00381,extracted_reserve/staging/QLMS/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/QLMS/reserve_grid.csv
CIT-INV-00382,extracted_reserve/staging/R28/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/R28/reserve_grid.csv
CIT-INV-00383,extracted_reserve/staging/R28A/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/R28A/reserve_grid.csv
CIT-INV-00384,extracted_reserve/staging/R28G/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/R28G/reserve_grid.csv
CIT-INV-00385,extracted_reserve/staging/R29G/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/R29G/reserve_grid.csv
CIT-INV-00386,extracted_reserve/staging/R68/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/R68/reserve_grid.csv
CIT-INV-00387,extracted_reserve/staging/R68G/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/R68G/reserve_grid.csv
CIT-INV-00388,extracted_reserve/staging/R69G/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/R69G/reserve_grid.csv
CIT-INV-00389,extracted_reserve/staging/RW18/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/RW18/reserve_grid.csv
CIT-INV-00390,extracted_reserve/staging/RW28/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/RW28/reserve_grid.csv
CIT-INV-00391,extracted_reserve/staging/RW8/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/RW8/reserve_grid.csv
CIT-INV-00392,extracted_reserve/staging/RW8A/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/RW8A/reserve_grid.csv
CIT-INV-00393,extracted_reserve/staging/RW8G/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/RW8G/reserve_grid.csv
CIT-INV-00394,extracted_reserve/staging/RW9G/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/RW9G/reserve_grid.csv
CIT-INV-00395,extracted_reserve/staging/S28G/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/S28G/reserve_grid.csv
CIT-INV-00396,extracted_reserve/staging/SLPW/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/SLPW/reserve_grid.csv
CIT-INV-00397,extracted_reserve/staging/TAF/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/TAF/reserve_grid.csv
CIT-INV-00398,extracted_reserve/staging/TAFA/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/TAFA/reserve_grid.csv
CIT-INV-00399,extracted_reserve/staging/TAFB/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/TAFB/reserve_grid.csv
CIT-INV-00400,extracted_reserve/staging/TAFC/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/TAFC/reserve_grid.csv
CIT-INV-00401,extracted_reserve/staging/TAFD/reserve_grid.csv,NONE,FILENAME_COLLISION,staging/normalized_rates/reserve/staging/TAFD/reserve_grid.csv
CIT-INV-00433,Issue_Log/CFIC_Issue_03/evidence/cfic_issue03_p7mn_validation.csv,NONE,FILENAME_COLLISION,validation/rate_validation/legacy_evidence/evidence/cfic_issue03_p7mn_validation.csv
CIT-INV-00442,Issue_Log/README.md,NONE,FILENAME_COLLISION,issues/closed/legacy_README.md
CIT-INV-00453,output/README.md,NONE,FILENAME_COLLISION,docs/runbooks/legacy_output_readme.md
CIT-INV-00454,README.md,NONE,FILENAME_COLLISION,docs/runbooks/README_legacy.md
CIT-INV-00465,source/CFIProposalMaker.zip,NONE,FILENAME_COLLISION,source/original/access/CFIProposalMaker.zip
CIT-INV-00466,source/CFIProposalMakerRev2.mdb,NONE,FILENAME_COLLISION,source/original/access/CFIProposalMakerRev2.mdb
CIT-INV-00501,tracking/README.md,NONE,FILENAME_COLLISION,discovery/rates/README.md
CIT-INV-00502,validation/cfic_issue03_p7mn_validation.csv,NONE,FILENAME_COLLISION,validation/rate_validation/cfic_issue03_p7mn_validation.csv
