RATE_FAMILY,PLAN,TYPE_CODE,COUNT,MIN_VALUE,MAX_VALUE,AVG_VALUE,OVERFLOW_COUNT,OVERFLOW_PERCENT,FIELD_CAPACITY,NOTES
CASH_VALUE,1L15GD,CV,2872,0.0000,1000.0000,503.5360,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
CASH_VALUE,1L16GD,CV,1682,0.0000,1000.0000,499.4903,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
CASH_VALUE,1SALOL,CV,4750,0.0000,1000.0000,506.6581,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
CASH_VALUE,221END,CV,2165,0.0000,1000.0000,453.4279,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
CASH_VALUE,222END,CV,3656,0.0000,1000.0000,568.7677,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
CASH_VALUE,2665ST,CV,3479,0.0000,9378.0000,2559.8125,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",near-capacity (max>9000); monitor
CASH_VALUE,280END,CV,4143,0.0000,1000.0000,421.3234,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
CASH_VALUE,2961ME,CV,4069,0.0000,811.6900,332.9258,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
CASH_VALUE,560STR,CV,930,0.0000,83.2100,40.0622,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
CASH_VALUE,578STR,CV,1006,0.0000,24.0800,11.2322,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
CASH_VALUE,A96DAR,CV,2040,0.0000,26418.1000,4897.4580,300,14.71,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",OVERFLOW: 300 factor(s) exceed 9999.99; requires business decision before load
DEATH_BENEFIT,1659SR,DB,100,300.0000,1000.0000,988.0000,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
DEATH_BENEFIT,17CSI3,DB,1185,4.0000,1000.0000,952.3215,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
DEATH_BENEFIT,17CSI5,DB,1185,4.0000,1000.0000,952.1359,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
DEATH_BENEFIT,17CSI7,DB,1185,3.0000,1000.0000,951.9544,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
DEATH_BENEFIT,1CSIMN,DB,1185,164.0000,1000.0000,964.7511,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
DEATH_BENEFIT,1L16GD,DB,1680,162.7200,1000.0000,966.8613,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
DEATH_BENEFIT,2665ST,DB,5100,2094.0000,28134.0000,9159.9408,1333,26.14,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",OVERFLOW: 1333 factor(s) exceed 9999.99; requires business decision before load
DEATH_BENEFIT,7686S3,DB,30,92.0000,1000.0000,717.1667,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
DEATH_BENEFIT,9L16PF,DB,5,1.0000,144.0000,115.4000,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
DEATH_BENEFIT,A60MIR,DB,1230,118.0000,3138.0000,1524.8748,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
DIVIDEND,130JEB,DV,120,0.0000,34.8800,15.7009,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
DIVIDEND,170858,DV,7126,0.0000,30.5000,13.8498,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
DIVIDEND,196065,DV,2123,0.0000,18.4500,8.1025,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
DIVIDEND,1960OL,DV,2785,0.0000,32.7400,9.9243,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
DIVIDEND,1960PO,DV,6448,0.0000,39.9700,11.2720,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
DIVIDEND,1970JB,DV,724,0.0000,138.7300,54.4991,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
DIVIDEND,1991PL,DV,2830,0.0000,26.1500,8.1377,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
DIVIDEND,221END,DV,2098,0.0000,13.8200,6.9842,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
DIVIDEND,222END,DV,1220,0.0000,11.5400,5.2154,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
DIVIDEND,2665ST,DV,1800,0.0000,25.5300,6.6596,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
DIVIDEND,280END,DV,3716,0.0000,23.5000,8.9822,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
DIVIDEND,2961ME,DV,3144,0.0000,11.2300,4.4222,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
DIVIDEND,5646AT,DV,805,0.0000,2.5100,0.6730,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
DIVIDEND,7690DT,DV,51,0.0000,0.0000,0.0000,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
DIVIDEND,A96DAR,DV,2040,0.0000,893.3700,165.6145,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
GROSS_PREMIUM,2665ST,PR,117,111.1100,222.2200,112.0597,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
GROSS_PREMIUM,5L01MA,PR,9720,1.0900,313.1600,79.7375,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
GROSS_PREMIUM,9DIS20,PR,10,0.2000,0.2150,0.2135,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
GROSS_PREMIUM,9DIS24,PR,10,0.2475,0.2475,0.2475,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
GROSS_PREMIUM,9DIS25,PR,117,0.1000,0.2500,0.1128,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
GROSS_PREMIUM,9DIS29,PR,10,0.2900,0.2900,0.2900,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
GROSS_PREMIUM,9DIS70,PR,3,0.1300,0.7000,0.3200,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
GROSS_PREMIUM,9DIS80,PR,10,0.1000,0.8000,0.1700,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
GROSS_PREMIUM,9DIS90,PR,117,0.0500,0.9000,0.0611,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
GROSS_PREMIUM,9DS24B,PR,10,0.2475,0.2475,0.2475,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
GROSS_PREMIUM,9DS24C,PR,10,0.2475,0.2475,0.2475,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
NET_PREMIUM,130JEB,NP,1770,1.8600,54.2400,42.1717,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
NET_PREMIUM,1658C1,NP,19000,1.0000,979.0000,239.9856,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
NET_PREMIUM,1658CS,NP,9496,1.0000,978.0000,264.4299,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
NET_PREMIUM,1659C2,NP,19780,2.0000,979.0000,437.7381,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
NET_PREMIUM,1659CR,NP,9890,2.0000,979.0000,451.9120,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
NET_PREMIUM,1659CS,NP,9496,2.0000,950.0000,444.2613,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
NET_PREMIUM,1659SR,NP,2340,18.4300,978.4700,527.1721,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
NET_PREMIUM,1666WL,NP,9890,0.5900,162.3200,26.6795,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
NET_PREMIUM,170858,NP,6988,0.0000,56.0042,15.6035,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
NET_PREMIUM,17CSI3,NP,2370,0.2000,104.5600,39.8783,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
NET_PREMIUM,17CSI5,NP,2370,0.1600,104.4700,39.8491,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
NET_PREMIUM,17CSI7,NP,2370,0.1400,104.3200,39.8304,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
NET_PREMIUM,196065,NP,4230,0.0000,80.1808,15.9245,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
NET_PREMIUM,1960OL,NP,9835,1.1747,156.5181,22.9536,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
NET_PREMIUM,1960PO,NP,9443,1.0700,87.7100,17.2866,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
NET_PREMIUM,1970JB,NP,2370,1.1800,64.3900,51.0198,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
NET_PREMIUM,1991PL,NP,6440,9.4400,90.8600,26.4251,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
NET_PREMIUM,1CSIMN,NP,2370,0.5200,106.9200,40.2001,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
NET_PREMIUM,1L1095,NP,27606,0.6700,224.1800,19.3021,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
NET_PREMIUM,1L10SR,NP,9202,0.6700,212.4800,18.6873,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
NET_PREMIUM,1L14SC,NP,2886,3.5968,208.5100,54.1030,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
NET_PREMIUM,1L15GD,NP,2886,0.2329,424.7578,78.5765,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
NET_PREMIUM,1L16GD,NP,1690,1.6333,128.5438,58.9928,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
NET_PREMIUM,221END,NP,4370,2.1000,63.0000,23.6243,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
NET_PREMIUM,222END,NP,2440,15.5556,63.0161,30.7075,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
NET_PREMIUM,2665ST,NP,7140,43.3600,164.5000,84.4162,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
NET_PREMIUM,280END,NP,4200,1.0800,99.7900,19.0355,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
NET_PREMIUM,2961ME,NP,4200,1.0700,81.2900,14.1722,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
NET_PREMIUM,528CTR,NP,99,7.2500,7.2500,7.2500,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
NET_PREMIUM,542STR,NP,2156,18.0000,18.0000,18.0000,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
NET_PREMIUM,543CTR,NP,48,18.0000,18.0000,18.0000,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
NET_PREMIUM,560STR,NP,1105,1.2900,11.7600,6.0406,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
NET_PREMIUM,578STR,NP,2226,14.3354,18.6476,14.9588,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
NET_PREMIUM,5CDT10,NP,144,5.0000,5.0000,5.0000,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
NET_PREMIUM,5L01MA,NP,134,2.0000,480.3900,96.9584,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
NET_PREMIUM,719CTR,NP,2484,0.5179,4.2659,3.1219,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
NET_PREMIUM,719SDT,NP,4320,27.7200,427.8400,120.1319,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
NET_PREMIUM,7619DT,NP,4148,35.6200,220.6700,129.9699,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
NET_PREMIUM,7619PU,NP,4260,29.2887,65.3541,45.6965,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
NET_PREMIUM,7647FP,NP,2450,38.4500,58.6200,47.3470,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
NET_PREMIUM,7686S3,NP,6120,0.6200,19.8900,3.3285,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
NET_PREMIUM,7687J3,NP,4590,1.4000,22.3800,5.7405,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
NET_PREMIUM,7690DT,NP,2240,26.7700,30.0600,29.5797,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
NET_PREMIUM,778FTR,NP,2551,0.0000,18.0000,17.9929,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
NET_PREMIUM,7SDT10,NP,6468,18.0000,18.0000,18.0000,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
NET_PREMIUM,A60MIR,NP,2100,3.8200,11.3300,7.5078,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
NET_PREMIUM,A96DAR,NP,78,111.1100,111.1100,111.1100,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
TERMINAL_RESERVE,130JEB,RV,1770,0.0000,3815.9500,1702.3977,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
TERMINAL_RESERVE,1658C1,RV,19000,0.0000,979.0000,237.2815,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
TERMINAL_RESERVE,1658CS,RV,9496,0.0000,979.0000,261.2425,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
TERMINAL_RESERVE,1659C2,RV,19780,0.0000,979.0000,445.6928,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
TERMINAL_RESERVE,1659CR,RV,9890,0.0000,979.0000,445.8778,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
TERMINAL_RESERVE,1659CS,RV,9496,0.0000,950.0000,438.9881,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
TERMINAL_RESERVE,1659SR,RV,2340,0.7400,978.4700,503.4048,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
TERMINAL_RESERVE,1666WL,RV,9890,0.0000,1000.0000,516.6066,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
TERMINAL_RESERVE,170858,RV,9230,0.0000,1000.0000,546.5618,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
TERMINAL_RESERVE,17CSI3,RV,2370,0.0000,1000.0000,509.9830,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
TERMINAL_RESERVE,17CSI5,RV,2370,0.0000,1000.0000,510.1094,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
TERMINAL_RESERVE,17CSI7,RV,2370,0.0000,1000.0000,510.1903,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
TERMINAL_RESERVE,196065,RV,9230,0.0000,1000.0000,623.8432,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
TERMINAL_RESERVE,1960OL,RV,9475,0.0000,1000.0000,508.2106,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
TERMINAL_RESERVE,1960PO,RV,9443,0.0000,1000.0000,484.6013,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
TERMINAL_RESERVE,1970JB,RV,2370,0.0000,6273.0200,2944.8718,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
TERMINAL_RESERVE,1991PL,RV,6440,8.1200,1000.0000,550.6903,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
TERMINAL_RESERVE,1CSIMN,RV,2370,0.0000,1000.0000,509.0474,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
TERMINAL_RESERVE,1L1095,RV,28908,0.0000,1000.0000,439.9415,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
TERMINAL_RESERVE,1L10SR,RV,9202,0.0000,934.4700,412.0757,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
TERMINAL_RESERVE,1L14SC,RV,2874,0.0000,1000.0000,495.5617,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
TERMINAL_RESERVE,1L15GD,RV,2886,0.0000,1000.0000,567.3968,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
TERMINAL_RESERVE,1L16GD,RV,1690,0.0000,1000.0000,571.9305,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
TERMINAL_RESERVE,1SALOL,RV,4750,0.0000,1000.0000,503.8785,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
TERMINAL_RESERVE,221END,RV,4370,0.0000,1000.0000,458.1366,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
TERMINAL_RESERVE,222END,RV,6710,0.0000,1000.0000,583.8595,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
TERMINAL_RESERVE,2665ST,RV,7140,0.0000,9378.0000,2590.6350,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",near-capacity (max>9000); monitor
TERMINAL_RESERVE,280END,RV,4200,0.0000,1000.0000,418.9778,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
TERMINAL_RESERVE,2961ME,RV,4200,0.0000,811.6900,325.8784,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
TERMINAL_RESERVE,528CTR,RV,1,0.0000,0.0000,0.0000,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
TERMINAL_RESERVE,542STR,RV,88,0.0000,0.0000,0.0000,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
TERMINAL_RESERVE,543CTR,RV,2,0.0000,0.0000,0.0000,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
TERMINAL_RESERVE,560STR,RV,1071,0.0000,93.2800,45.0152,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
TERMINAL_RESERVE,5646AT,RV,82,0.0000,0.0000,0.0000,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
TERMINAL_RESERVE,578STR,RV,2018,0.0000,24.1300,11.6847,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
TERMINAL_RESERVE,5CDT10,RV,6,0.0000,0.0000,0.0000,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
TERMINAL_RESERVE,5L01MA,RV,2,0.0000,0.0000,0.0000,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
TERMINAL_RESERVE,719CTR,RV,46,0.0000,0.0000,0.0000,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
TERMINAL_RESERVE,719SDT,RV,90,0.0000,0.0000,0.0000,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
TERMINAL_RESERVE,7619DT,RV,122,0.0000,0.0000,0.0000,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
TERMINAL_RESERVE,7619PU,RV,3724,0.0000,502.3200,169.3895,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
TERMINAL_RESERVE,7647FP,RV,2186,0.0000,257.1100,72.7730,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
TERMINAL_RESERVE,7686S3,RV,3402,0.0000,81.7900,10.2715,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
TERMINAL_RESERVE,7687J3,RV,2388,0.0000,117.2700,22.1580,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
TERMINAL_RESERVE,7690DT,RV,676,0.0000,33.7400,9.0679,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
TERMINAL_RESERVE,778FTR,RV,101,0.0000,0.0000,0.0000,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
TERMINAL_RESERVE,7SDT10,RV,264,0.0000,0.0000,0.0000,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
TERMINAL_RESERVE,A60MIR,RV,1692,0.0000,73.1800,29.8512,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",
TERMINAL_RESERVE,A96DAR,RV,41,0.0000,9723.2800,3807.3841,0,0.00,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",near-capacity (max>9000); monitor
