reconstructed_claim_id,canonical_payment_stage_id,mresidual_candidate,residual_type,residual_reason,balancing_status,derivation_status,derivation_confidence
RC-9010376540-1-DEATH_CLAIM-C0-20181014,CPS-RC-9010376540-1-DEATH_CLAIM-C0-20181014-P2,-1697.22,PAYOUT_EXCESS_RESIDUAL,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,UNBALANCED,RESIDUAL_PENDING,MODERATE_CONFIDENCE
RC-9010376540-1-DEATH_CLAIM-C1-20190220,CPS-RC-9010376540-1-DEATH_CLAIM-C1-20190220-P1,-5810.61,PAYOUT_EXCESS_RESIDUAL,RESIDUAL_REMAINS,UNBALANCED,RESIDUAL_PENDING,HIGH_CONFIDENCE
RC-9010378710-1-DEATH_CLAIM-C0-20210210,CPS-RC-9010378710-1-DEATH_CLAIM-C0-20210210-P1,-1715.85,PAYOUT_EXCESS_RESIDUAL,PARTIAL_DECOMPOSITION,UNBALANCED,RESIDUAL_PENDING,INFERRED
RC-9010378829-1-DEATH_CLAIM-C0-20210829,CPS-RC-9010378829-1-DEATH_CLAIM-C0-20210829-P1,-2174.45,PAYOUT_EXCESS_RESIDUAL,PARTIAL_DECOMPOSITION,UNBALANCED,RESIDUAL_PENDING,HIGH_CONFIDENCE
RC-9010382520-1-DEATH_CLAIM-C0-20200820,CPS-RC-9010382520-1-DEATH_CLAIM-C0-20200820-P1,-2807.24,PAYOUT_EXCESS_RESIDUAL,PARTIAL_DECOMPOSITION,UNBALANCED,RESIDUAL_PENDING,HIGH_CONFIDENCE
RC-9010382931-1-DEATH_CLAIM-C0-20220210,CPS-RC-9010382931-1-DEATH_CLAIM-C0-20220210-P1,-7290.3,PAYOUT_EXCESS_RESIDUAL,PARTIAL_DECOMPOSITION,UNBALANCED,RESIDUAL_PENDING,HIGH_CONFIDENCE
RC-9010385491-1-DEATH_CLAIM-C0-20190501,CPS-RC-9010385491-1-DEATH_CLAIM-C0-20190501-P4,-999.48,PAYOUT_EXCESS_RESIDUAL,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,UNBALANCED,RESIDUAL_PENDING,HIGH_CONFIDENCE
RC-9010385491-1-DEATH_CLAIM-C0-20190501,CPS-RC-9010385491-1-DEATH_CLAIM-C0-20190501-P3,-999.48,PAYOUT_EXCESS_RESIDUAL,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,UNBALANCED,RESIDUAL_PENDING,HIGH_CONFIDENCE
RC-9010385491-1-DEATH_CLAIM-C0-20190501,CPS-RC-9010385491-1-DEATH_CLAIM-C0-20190501-P1,-999.48,PAYOUT_EXCESS_RESIDUAL,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,UNBALANCED,RESIDUAL_PENDING,HIGH_CONFIDENCE
RC-9010385491-1-DEATH_CLAIM-C0-20190501,CPS-RC-9010385491-1-DEATH_CLAIM-C0-20190501-P2,-999.48,PAYOUT_EXCESS_RESIDUAL,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,UNBALANCED,RESIDUAL_PENDING,HIGH_CONFIDENCE
RC-9010385491-1-DEATH_CLAIM-C1-20210707,CPS-RC-9010385491-1-DEATH_CLAIM-C1-20210707-P1,-5999.58,PAYOUT_EXCESS_RESIDUAL,RESIDUAL_REMAINS,UNBALANCED,RESIDUAL_PENDING,HIGH_CONFIDENCE
RC-9010389651-1-DEATH_CLAIM-C0-20240727,CPS-RC-9010389651-1-DEATH_CLAIM-C0-20240727-P1,-11421.18,PAYOUT_EXCESS_RESIDUAL,PARTIAL_DECOMPOSITION,UNBALANCED,RESIDUAL_PENDING,HIGH_CONFIDENCE
RC-9010391359-1-DEATH_CLAIM-C0-20211119,CPS-RC-9010391359-1-DEATH_CLAIM-C0-20211119-P1,739.94,PAYOUT_SHORTFALL_RESIDUAL,CLEARING_ONLY_DISTORTION,UNBALANCED,RESIDUAL_PENDING,HIGH_CONFIDENCE
RC-9010392763-1-DEATH_CLAIM-C0-20220408,CPS-RC-9010392763-1-DEATH_CLAIM-C0-20220408-P1,-910.01,PAYOUT_EXCESS_RESIDUAL,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,UNBALANCED,RESIDUAL_PENDING,MODERATE_CONFIDENCE
RC-9010392763-1-DEATH_CLAIM-C0-20220408,CPS-RC-9010392763-1-DEATH_CLAIM-C0-20220408-P2,-910.01,PAYOUT_EXCESS_RESIDUAL,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,UNBALANCED,RESIDUAL_PENDING,MODERATE_CONFIDENCE
RC-9010392763-1-DEATH_CLAIM-C0-20220408,CPS-RC-9010392763-1-DEATH_CLAIM-C0-20220408-P3,-910.01,PAYOUT_EXCESS_RESIDUAL,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,UNBALANCED,RESIDUAL_PENDING,MODERATE_CONFIDENCE
RC-9010392763-1-DEATH_CLAIM-C0-20220408,CPS-RC-9010392763-1-DEATH_CLAIM-C0-20220408-P4,-910.01,PAYOUT_EXCESS_RESIDUAL,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,UNBALANCED,RESIDUAL_PENDING,MODERATE_CONFIDENCE
RC-9010393158-1-DEATH_CLAIM-C0-20210207,CPS-RC-9010393158-1-DEATH_CLAIM-C0-20210207-P1,-5314.7,PAYOUT_EXCESS_RESIDUAL,PARTIAL_DECOMPOSITION,UNBALANCED,RESIDUAL_PENDING,HIGH_CONFIDENCE
RC-9010394249-1-DEATH_CLAIM-C0-20240916,CPS-RC-9010394249-1-DEATH_CLAIM-C0-20240916-P1,-6179.15,PAYOUT_EXCESS_RESIDUAL,PARTIAL_DECOMPOSITION,UNBALANCED,RESIDUAL_PENDING,HIGH_CONFIDENCE
RC-9010394662-1-DEATH_CLAIM-C0-20211009,CPS-RC-9010394662-1-DEATH_CLAIM-C0-20211009-P1,-2011.4,PAYOUT_EXCESS_RESIDUAL,PARTIAL_DECOMPOSITION,UNBALANCED,RESIDUAL_PENDING,HIGH_CONFIDENCE
RC-9010395382-1-DEATH_CLAIM-C0-20240528,CPS-RC-9010395382-1-DEATH_CLAIM-C0-20240528-P1,6498.69,PAYOUT_SHORTFALL_RESIDUAL,CLEARING_ONLY_DISTORTION,UNBALANCED,RESIDUAL_PENDING,HIGH_CONFIDENCE
RC-9010395878-1-DEATH_CLAIM-C0-20180113,CPS-RC-9010395878-1-DEATH_CLAIM-C0-20180113-P1,-3289.62,PAYOUT_EXCESS_RESIDUAL,PARTIAL_DECOMPOSITION,UNBALANCED,RESIDUAL_PENDING,HIGH_CONFIDENCE
RC-9010395879-1-DEATH_CLAIM-C0-20230114,CPS-RC-9010395879-1-DEATH_CLAIM-C0-20230114-P1,-568.26,PAYOUT_EXCESS_RESIDUAL,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,UNBALANCED,RESIDUAL_PENDING,HIGH_CONFIDENCE
RC-9010395879-1-DEATH_CLAIM-C0-20230114,CPS-RC-9010395879-1-DEATH_CLAIM-C0-20230114-P2,-568.26,PAYOUT_EXCESS_RESIDUAL,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,UNBALANCED,RESIDUAL_PENDING,HIGH_CONFIDENCE
RC-9010395879-1-DEATH_CLAIM-C0-20230114,CPS-RC-9010395879-1-DEATH_CLAIM-C0-20230114-P3,-568.26,PAYOUT_EXCESS_RESIDUAL,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,UNBALANCED,RESIDUAL_PENDING,HIGH_CONFIDENCE
RC-9010395879-1-DEATH_CLAIM-C0-20230114,CPS-RC-9010395879-1-DEATH_CLAIM-C0-20230114-P4,-568.26,PAYOUT_EXCESS_RESIDUAL,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,UNBALANCED,RESIDUAL_PENDING,HIGH_CONFIDENCE
RC-9010395879-1-DEATH_CLAIM-C0-20230114,CPS-RC-9010395879-1-DEATH_CLAIM-C0-20230114-P5,-568.26,PAYOUT_EXCESS_RESIDUAL,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,UNBALANCED,RESIDUAL_PENDING,HIGH_CONFIDENCE
RC-9010395879-1-DEATH_CLAIM-C0-20230114,CPS-RC-9010395879-1-DEATH_CLAIM-C0-20230114-P6,-568.26,PAYOUT_EXCESS_RESIDUAL,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,UNBALANCED,RESIDUAL_PENDING,HIGH_CONFIDENCE
RC-9010395879-1-DEATH_CLAIM-C0-20230114,CPS-RC-9010395879-1-DEATH_CLAIM-C0-20230114-P7,-568.26,PAYOUT_EXCESS_RESIDUAL,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,UNBALANCED,RESIDUAL_PENDING,HIGH_CONFIDENCE
RC-9010396147-1-DEATH_CLAIM-C0-20250106,CPS-RC-9010396147-1-DEATH_CLAIM-C0-20250106-P1,-5117.83,PAYOUT_EXCESS_RESIDUAL,PARTIAL_DECOMPOSITION,UNBALANCED,RESIDUAL_PENDING,HIGH_CONFIDENCE
RC-9010397945-1-DEATH_CLAIM-C0-20211113,CPS-RC-9010397945-1-DEATH_CLAIM-C0-20211113-P1,-1179.56,PAYOUT_EXCESS_RESIDUAL,PARTIAL_DECOMPOSITION,UNBALANCED,RESIDUAL_PENDING,HIGH_CONFIDENCE
RC-9010398274-1-DEATH_CLAIM-C0-20240313,CPS-RC-9010398274-1-DEATH_CLAIM-C0-20240313-P4,-7079.91,PAYOUT_EXCESS_RESIDUAL,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,UNBALANCED,RESIDUAL_PENDING,HIGH_CONFIDENCE
RC-9010398274-1-DEATH_CLAIM-C0-20240313,CPS-RC-9010398274-1-DEATH_CLAIM-C0-20240313-P3,-7079.91,PAYOUT_EXCESS_RESIDUAL,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,UNBALANCED,RESIDUAL_PENDING,HIGH_CONFIDENCE
RC-9010398274-1-DEATH_CLAIM-C0-20240313,CPS-RC-9010398274-1-DEATH_CLAIM-C0-20240313-P2,-7079.91,PAYOUT_EXCESS_RESIDUAL,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,UNBALANCED,RESIDUAL_PENDING,HIGH_CONFIDENCE
RC-9010398274-1-DEATH_CLAIM-C0-20240313,CPS-RC-9010398274-1-DEATH_CLAIM-C0-20240313-P1,-7079.91,PAYOUT_EXCESS_RESIDUAL,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,UNBALANCED,RESIDUAL_PENDING,HIGH_CONFIDENCE
RC-9010398591-1-DEATH_CLAIM-C0-20190827,CPS-RC-9010398591-1-DEATH_CLAIM-C0-20190827-P1,-5458.11,PAYOUT_EXCESS_RESIDUAL,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,UNBALANCED,RESIDUAL_PENDING,HIGH_CONFIDENCE
RC-9010398591-1-DEATH_CLAIM-C0-20190827,CPS-RC-9010398591-1-DEATH_CLAIM-C0-20190827-P2,-5458.11,PAYOUT_EXCESS_RESIDUAL,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,UNBALANCED,RESIDUAL_PENDING,HIGH_CONFIDENCE
RC-9010398591-1-DEATH_CLAIM-C0-20190827,CPS-RC-9010398591-1-DEATH_CLAIM-C0-20190827-P3,-5458.11,PAYOUT_EXCESS_RESIDUAL,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,UNBALANCED,RESIDUAL_PENDING,HIGH_CONFIDENCE
RC-9010398591-1-DEATH_CLAIM-C0-20190827,CPS-RC-9010398591-1-DEATH_CLAIM-C0-20190827-P4,-5458.11,PAYOUT_EXCESS_RESIDUAL,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,UNBALANCED,RESIDUAL_PENDING,HIGH_CONFIDENCE
RC-9010398591-1-DEATH_CLAIM-C0-20190827,CPS-RC-9010398591-1-DEATH_CLAIM-C0-20190827-P5,-5458.11,PAYOUT_EXCESS_RESIDUAL,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,UNBALANCED,RESIDUAL_PENDING,HIGH_CONFIDENCE
RC-9010398591-1-DEATH_CLAIM-C0-20190827,CPS-RC-9010398591-1-DEATH_CLAIM-C0-20190827-P6,-5458.11,PAYOUT_EXCESS_RESIDUAL,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,UNBALANCED,RESIDUAL_PENDING,HIGH_CONFIDENCE
RC-9010398591-1-DEATH_CLAIM-C0-20190827,CPS-RC-9010398591-1-DEATH_CLAIM-C0-20190827-P7,-5458.11,PAYOUT_EXCESS_RESIDUAL,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,UNBALANCED,RESIDUAL_PENDING,HIGH_CONFIDENCE
RC-9010398591-1-DEATH_CLAIM-C0-20190827,CPS-RC-9010398591-1-DEATH_CLAIM-C0-20190827-P8,-5458.11,PAYOUT_EXCESS_RESIDUAL,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,UNBALANCED,RESIDUAL_PENDING,HIGH_CONFIDENCE
RC-9010398591-1-DEATH_CLAIM-C0-20190827,CPS-RC-9010398591-1-DEATH_CLAIM-C0-20190827-P9,-5458.11,PAYOUT_EXCESS_RESIDUAL,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,UNBALANCED,RESIDUAL_PENDING,HIGH_CONFIDENCE
RC-9010401181-1-DEATH_CLAIM-C0-20180316,CPS-RC-9010401181-1-DEATH_CLAIM-C0-20180316-P1,-3942.48,PAYOUT_EXCESS_RESIDUAL,PARTIAL_DECOMPOSITION,UNBALANCED,RESIDUAL_PENDING,HIGH_CONFIDENCE
RC-9010403922-1-DEATH_CLAIM-C0-20240412,CPS-RC-9010403922-1-DEATH_CLAIM-C0-20240412-P1,-4835.78,PAYOUT_EXCESS_RESIDUAL,PARTIAL_DECOMPOSITION,UNBALANCED,RESIDUAL_PENDING,MODERATE_CONFIDENCE
RC-9010404857-1-DEATH_CLAIM-C0-20180118,CPS-RC-9010404857-1-DEATH_CLAIM-C0-20180118-P1,2161.3,PAYOUT_SHORTFALL_RESIDUAL,CLEARING_ONLY_DISTORTION,UNBALANCED,RESIDUAL_PENDING,HIGH_CONFIDENCE
RC-9010406795-1-DEATH_CLAIM-C0-20180706,CPS-RC-9010406795-1-DEATH_CLAIM-C0-20180706-P1,-3361.51,PAYOUT_EXCESS_RESIDUAL,PARTIAL_DECOMPOSITION,UNBALANCED,RESIDUAL_PENDING,MODERATE_CONFIDENCE
RC-9010407533-1-DEATH_CLAIM-C0-20250911,CPS-RC-9010407533-1-DEATH_CLAIM-C0-20250911-P1,-4548.17,PAYOUT_EXCESS_RESIDUAL,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,UNBALANCED,RESIDUAL_PENDING,HIGH_CONFIDENCE
RC-9010407533-1-DEATH_CLAIM-C0-20250911,CPS-RC-9010407533-1-DEATH_CLAIM-C0-20250911-P2,-4548.17,PAYOUT_EXCESS_RESIDUAL,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,UNBALANCED,RESIDUAL_PENDING,HIGH_CONFIDENCE
RC-9010407533-1-DEATH_CLAIM-C0-20250911,CPS-RC-9010407533-1-DEATH_CLAIM-C0-20250911-P3,-4548.17,PAYOUT_EXCESS_RESIDUAL,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,UNBALANCED,RESIDUAL_PENDING,HIGH_CONFIDENCE
RC-9010407533-1-DEATH_CLAIM-C0-20250911,CPS-RC-9010407533-1-DEATH_CLAIM-C0-20250911-P4,-4548.17,PAYOUT_EXCESS_RESIDUAL,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,UNBALANCED,RESIDUAL_PENDING,HIGH_CONFIDENCE
RC-9010410566-1-DEATH_CLAIM-C0-20230429,CPS-RC-9010410566-1-DEATH_CLAIM-C0-20230429-P1,-2162.48,PAYOUT_EXCESS_RESIDUAL,PARTIAL_DECOMPOSITION,UNBALANCED,RESIDUAL_PENDING,HIGH_CONFIDENCE
RC-9010410714-1-DEATH_CLAIM-C0-20190611,CPS-RC-9010410714-1-DEATH_CLAIM-C0-20190611-P1,-2695.25,PAYOUT_EXCESS_RESIDUAL,PARTIAL_DECOMPOSITION,UNBALANCED,RESIDUAL_PENDING,MODERATE_CONFIDENCE
RC-9010411499-1-DEATH_CLAIM-C0-20200830,CPS-RC-9010411499-1-DEATH_CLAIM-C0-20200830-P1,-4131.25,PAYOUT_EXCESS_RESIDUAL,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,UNBALANCED,RESIDUAL_PENDING,HIGH_CONFIDENCE
RC-9010411499-1-DEATH_CLAIM-C0-20200830,CPS-RC-9010411499-1-DEATH_CLAIM-C0-20200830-P2,-4131.25,PAYOUT_EXCESS_RESIDUAL,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,UNBALANCED,RESIDUAL_PENDING,HIGH_CONFIDENCE
RC-9010411499-1-DEATH_CLAIM-C1-20210930,CPS-RC-9010411499-1-DEATH_CLAIM-C1-20210930-P1,-10467.29,PAYOUT_EXCESS_RESIDUAL,RESIDUAL_REMAINS,UNBALANCED,RESIDUAL_PENDING,INFERRED
RC-9010411727-1-DEATH_CLAIM-C0-20190315,CPS-RC-9010411727-1-DEATH_CLAIM-C0-20190315-P2,-7235.67,PAYOUT_EXCESS_RESIDUAL,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,UNBALANCED,RESIDUAL_PENDING,HIGH_CONFIDENCE
RC-9010411727-1-DEATH_CLAIM-C0-20190315,CPS-RC-9010411727-1-DEATH_CLAIM-C0-20190315-P1,-7235.67,PAYOUT_EXCESS_RESIDUAL,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,UNBALANCED,RESIDUAL_PENDING,HIGH_CONFIDENCE
RC-9010412522-1-DEATH_CLAIM-C0-20190718,CPS-RC-9010412522-1-DEATH_CLAIM-C0-20190718-P1,-8435.43,PAYOUT_EXCESS_RESIDUAL,PARTIAL_DECOMPOSITION,UNBALANCED,RESIDUAL_PENDING,HIGH_CONFIDENCE
RC-9010412526-1-DEATH_CLAIM-C0-20200727,CPS-RC-9010412526-1-DEATH_CLAIM-C0-20200727-P1,-4366.24,PAYOUT_EXCESS_RESIDUAL,PARTIAL_DECOMPOSITION,UNBALANCED,RESIDUAL_PENDING,HIGH_CONFIDENCE
RC-9010413417-1-DEATH_CLAIM-C0-20181227,CPS-RC-9010413417-1-DEATH_CLAIM-C0-20181227-P1,-4632.2,PAYOUT_EXCESS_RESIDUAL,PARTIAL_DECOMPOSITION,UNBALANCED,RESIDUAL_PENDING,HIGH_CONFIDENCE
RC-9010413628-1-DEATH_CLAIM-C0-20210531,CPS-RC-9010413628-1-DEATH_CLAIM-C0-20210531-P1,-4633.54,PAYOUT_EXCESS_RESIDUAL,PARTIAL_DECOMPOSITION,UNBALANCED,RESIDUAL_PENDING,HIGH_CONFIDENCE
RC-9010414235-1-DEATH_CLAIM-C0-20201120,CPS-RC-9010414235-1-DEATH_CLAIM-C0-20201120-P1,-4402.74,PAYOUT_EXCESS_RESIDUAL,PARTIAL_DECOMPOSITION,UNBALANCED,RESIDUAL_PENDING,HIGH_CONFIDENCE
RC-9010415834-1-DEATH_CLAIM-C0-20200601,CPS-RC-9010415834-1-DEATH_CLAIM-C0-20200601-P1,-4549.63,PAYOUT_EXCESS_RESIDUAL,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,UNBALANCED,RESIDUAL_PENDING,MODERATE_CONFIDENCE
RC-9010415834-1-DEATH_CLAIM-C0-20200601,CPS-RC-9010415834-1-DEATH_CLAIM-C0-20200601-P2,-4549.63,PAYOUT_EXCESS_RESIDUAL,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,UNBALANCED,RESIDUAL_PENDING,MODERATE_CONFIDENCE
RC-9010417200-1-DEATH_CLAIM-C0-20200521,CPS-RC-9010417200-1-DEATH_CLAIM-C0-20200521-P1,7239.79,PAYOUT_SHORTFALL_RESIDUAL,CLEARING_ONLY_DISTORTION,UNBALANCED,RESIDUAL_PENDING,HIGH_CONFIDENCE
RC-9010418562-1-DEATH_CLAIM-C0-20180504,CPS-RC-9010418562-1-DEATH_CLAIM-C0-20180504-P1,-3089.41,PAYOUT_EXCESS_RESIDUAL,PARTIAL_DECOMPOSITION,UNBALANCED,RESIDUAL_PENDING,HIGH_CONFIDENCE
RC-9010424798-1-DEATH_CLAIM-C0-20230921,CPS-RC-9010424798-1-DEATH_CLAIM-C0-20230921-P1,-4041.72,PAYOUT_EXCESS_RESIDUAL,PARTIAL_DECOMPOSITION,UNBALANCED,RESIDUAL_PENDING,HIGH_CONFIDENCE
RC-9010425718-1-DEATH_CLAIM-C0-20181217,CPS-RC-9010425718-1-DEATH_CLAIM-C0-20181217-P1,-2887.99,PAYOUT_EXCESS_RESIDUAL,PARTIAL_DECOMPOSITION,UNBALANCED,RESIDUAL_PENDING,HIGH_CONFIDENCE
RC-9010425720-1-DEATH_CLAIM-C0-20201105,CPS-RC-9010425720-1-DEATH_CLAIM-C0-20201105-P1,4306.01,PAYOUT_SHORTFALL_RESIDUAL,CLEARING_ONLY_DISTORTION,UNBALANCED,RESIDUAL_PENDING,HIGH_CONFIDENCE
RC-9010425845-1-DEATH_CLAIM-C0-20210625,CPS-RC-9010425845-1-DEATH_CLAIM-C0-20210625-P1,-2.16,PAYOUT_EXCESS_RESIDUAL,RESIDUAL_REMAINS,MINOR_VARIANCE,RESIDUAL_PENDING,HIGH_CONFIDENCE
RC-9010425928-1-DEATH_CLAIM-C0-20231017,CPS-RC-9010425928-1-DEATH_CLAIM-C0-20231017-P1,-5435.05,PAYOUT_EXCESS_RESIDUAL,PARTIAL_DECOMPOSITION,UNBALANCED,RESIDUAL_PENDING,HIGH_CONFIDENCE
RC-9010426657-1-DEATH_CLAIM-C0-20220923,CPS-RC-9010426657-1-DEATH_CLAIM-C0-20220923-P1,7017.5,PAYOUT_SHORTFALL_RESIDUAL,CLEARING_ONLY_DISTORTION,UNBALANCED,RESIDUAL_PENDING,HIGH_CONFIDENCE
