PRODUCT_ID,COMPONENT_NUMBER,END_DATE   ,COVERAGE_ID,COMPONENT_TYPE,COVERAGE_DESC                           ,RIDER_BASIS,MIN_ISSUE_AGE,MAX_ISSUE_AGE,MIN_ISSUE_AMT1,MIN_ISSUE_AMT2,MIN_ISSUE_AMT3,MIN_ISSUE_AMT4,MIN_ISSUE_AMT5,MIN_ISSUE_AMT6,MAX_ISSUE_AMT1,MAX_ISSUE_AMT2,MAX_ISSUE_AMT3,MAX_ISSUE_AMT4,MAX_ISSUE_AMT5,MAX_ISSUE_AMT6,PARENT_COMPONENT,COMM_BASED_ON_DATE,PREM_BASED_ON_DATE,PC_RATING_RANK,PC_PREMIUM_RANK,NBC_SEGMENT_ID,PYMNT_ACTIVATION,BEN_ADD_RESTRICT,INF_REQ_TABLE,FORCE_RATINGS,COMP_SUB_TYPE,DEFLT_MULT_INS,THRU_AGE1,THRU_AGE2,THRU_AGE3,THRU_AGE4,THRU_AGE5,THRU_AGE6,MEDICAL_TABLE,SEX_BASIS,FACE_TYPE,MANDATORY_FLAG,DEFAULT_TYPE,ABSOLUTE_VALUE,POLICY_CURRENCY,PERCENT_VALUE,MAXIMUM_NUMBER,CO_COMP1,CO_COMP2,CO_COMP3,CO_COMP4,CO_COMP5,CO_COMP6,CO_COMP7,CO_COMP8,CO_COMP9,CO_COMP10,EX_COMP1,EX_COMP2,EX_COMP3,EX_COMP4,EX_COMP5,EX_COMP6,EX_COMP7,EX_COMP8,EX_COMP9,EX_COMP10,SEPARATE_DISC,RATINGS_TABLE,ULPRO_INDICATOR,ISSUE_STATE,STATE_EXCLUSION,ADD_REQ_TABLE,CHG_REQ_TABLE,UNDR_METHOD,UL_RIDER_FUND_ID,APPLICATION_FEE,NON_OR_RE_FUNDABLE,MAX_ANNUITANTS,MIN_ANNUITANTS,MAX_PAYEES,MIN_PAYEES,VALUE_TYPE,TOTAL_INFORCE_FLAG,ALLOW_LEVEL,DISALLOW_LEVEL,MAX_LEVEL,PRINT_ID_CARD_FLAG,AUTO_ISSUE_ID,ALLOW_AUTO_ISSUE,APP_FEE_OVERIDE_SW,COPY_EXT_KEY_FLAG,INS_JNT_LMT_FLAG,PP_RESTRICTIONS,TAX_QUAL_CODE,SUB_TYPE,MOD_CODER,MOD_DATE   ,MOD_TIME   ,COMP_UPD_COUNT,COMP_KEY0                                               ,ROW_COLUMN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
658 CEN I ,               9,   20991231,1580 JPO   ,GI            ,Juvenile Future Purchase Option Rider   ,           ,            0,           21,         25000,             0,             0,             0,             0,             0,         50000,             0,             0,             0,             0,             0,               1,N                 ,N                 ,             0,              0,              ,N               ,N               ,             ,             ,             ,              ,       21,        0,        0,        0,        0,        0,             ,B        ,F        ,N             ,            ,           .00,               ,            0,             1,       0,       0,       0,       0,       0,       0,       0,       0,       0,        0,      15,      16,       0,       0,       0,       0,       0,       0,       0,        0,             ,            0,               ,@@         ,N              ,             ,             ,B          ,                ,            .00,R                 ,             0,             0,         0,         0,          ,N                 ,          0,             0,        0,N                 ,             ,                ,                  ,N                ,I               ,               ,@            ,       1,PLD      ,   20031024,   12195134,             0,0x3635382043454E2049203030394040403030313230393931323331,0x3635382043454E204920303039323039393132333131353830204A504F202047494A7576656E696C6520467574757265205075726368617365204F7074696F6E20526964657220202020303030303231A8610000000000000000000000000000000000000000000050C3000000000000000000000000000000000000000000003030314E4E3030303030302020202020202020202020204E4E202020202020202020202020202020202020202020202030323130303030303030303030303030303020202042464E2000000000000F202020303030303130303030303030303030303030303030303030303135313630303030303030303030303030303030203030202040404E2020202020204220202020202020202020202020202020202030523030303030303030204E2030203020304E20202020202020202020204E492040303031202020202020202020504C442030A631013E15BA00
658 CEN I ,              10,   20991231,8042 STR   ,FR            ,Spouse Term Rider                       ,           ,           18,           64,             1,             0,             0,             0,             0,             0,            20,             0,             0,             0,             0,             0,               1,N                 ,N                 ,             0,              0,              ,N               ,N               ,             ,             ,             ,              ,       64,        0,        0,        0,        0,        0,             ,B        ,U        ,N             ,            ,           .00,               ,            0,             1,       0,       0,       0,       0,       0,       0,       0,       0,       0,        0,       4,       5,       6,       7,       8,       0,       0,       0,       0,        0,             ,            0,               ,@@         ,N              ,             ,             ,B          ,                ,            .00,R                 ,             0,             0,         0,         0,          ,N                 ,          0,             0,        0,N                 ,             ,                ,                  ,N                ,I               ,               ,@            ,       1,MJNA     ,   20030814,   14531764,             0,0x3635382043454E2049203031304040403030313230393931323331,0x3635382043454E204920303130323039393132333138303432205354522020465253706F757365205465726D2052696465722020202020202020202020202020202020202020202020203031383036340100000000000000000000000000000000000000000000001400000000000000000000000000000000000000000000003030314E4E3030303030302020202020202020202020204E4E202020202020202020202020202020202020202020202030363430303030303030303030303030303020202042554E2000000000000F202020303030303130303030303030303030303030303030303030303034303530363037303830303030303030303030203030202040404E2020202020204220202020202020202020202020202020202030523030303030303030204E2030203020304E20202020202020202020204E4920403030312020202020202020204D4A4E415EA53101B4BCDD00
658 CEN SD,               1,   20991231,658 CEN SD ,BF            ,Interest-Sensitive Whole Life           ,           ,            1,           75,             0,             0,             0,             0,             0,             0,        100000,             0,             0,             0,             0,             0,               1,N                 ,N                 ,             0,              0,              ,N               ,N               ,             ,N            ,             ,              ,       75,        0,        0,        0,        0,        0,             ,B        ,F        ,B             ,            ,           .00,               ,            0,             1,       0,       0,       0,       0,       0,       0,       0,       0,       0,        0,       0,       0,       0,       0,       0,       0,       0,       0,       0,        0,             ,            0,               ,@@         ,N              ,             ,             ,B          ,                ,            .00,R                 ,             0,             0,         0,         0,          ,Y                 ,          0,             0,        0,N                 , (YES/NO)    ,                ,N                 ,N                ,I               ,               ,@            ,       1,MDB1     ,   20031011,   13272571,             0,0x3635382043454E2053443030314040403030313230393931323331,0x3635382043454E20534430303132303939313233313635382043454E2053444246496E7465726573742D53656E7369746976652057686F6C65204C696665202020202020202020202020303031303735000000000000000000000000000000000000000000000000A086010000000000000000000000000000000000000000003030314E4E3030303030302020202020202020202020204E4E202020202020202020202020202020202020204E2020203037353030303030303030303030303030302020204246422000000000000F202020303030303130303030303030303030303030303030303030303030303030303030303030303030303030303030203030202040404E202020202020422020202020202020202020203030303030303052303030303030303020592030203020304E20285945532F4E4F29204E4E4920403030312020202020202020204D44423123A63101FB85CA00
658 CEN SD,               2,   20991231,1578 FTR   ,FR            ,FAMILY TERM RIDER                       ,           ,           18,           59,             1,             0,             0,             0,             0,             0,             3,             0,             0,             0,             0,             0,               1,N                 ,N                 ,             0,              0,              ,N               ,N               ,             ,             ,             ,              ,       59,        0,        0,        0,        0,        0,             ,B        ,U        ,N             ,            ,           .00,               ,            0,             1,       0,       0,       0,       0,       0,       0,       0,       0,       0,        0,       0,       0,       0,       0,       0,       0,       0,       0,       0,        0,             ,            0,               ,@@         ,N              ,             ,             ,B          ,                ,            .00,R                 ,             0,             0,         0,         0,          ,N                 ,          0,             0,        0,N                 ,             ,                ,                  ,N                ,I               ,               ,@            ,       1,MJNA     ,   20030909,    8594254,             0,0x3635382043454E2053443030324040403030313230393931323331,0x3635382043454E205344303032323039393132333131353738204654522020465246414D494C59205445524D2052494445522020202020202020202020202020202020202020202020203031383035390100000000000000000000000000000000000000000000000300000000000000000000000000000000000000000000003030314E4E3030303030302020202020202020202020204E4E202020202020202020202020202020202020202020202030353930303030303030303030303030303020202042554E2000000000000F202020303030303130303030303030303030303030303030303030303030303030303030303030303030303030303030203030202040404E2020202020204220202020202020202020202020202020202030523030303030303030204E2030203020304E20202020202020202020204E4920403030312020202020202020204D4A4E41BDA531014E238300
659 CEN II,               7,   20991231,1578FTR WP ,WP            ,1578 FTR Waiver of Premium              ,           ,           18,           59,             1,             0,             0,             0,             0,             0,             3,             0,             0,             0,             0,             0,               4,N                 ,N                 ,             0,              0,              ,N               ,N               ,             ,             ,             ,              ,       59,        0,        0,        0,        0,        0,             ,B        ,U        ,N             ,P           ,           .00,               ,          100,             1,       2,       4,       0,       0,       0,       0,       0,       0,       0,        0,       5,       8,      11,      12,      13,      14,      15,       0,       0,        0,             ,            0,               ,@@         ,N              ,             ,             ,B          ,                ,            .00,R                 ,             0,             0,         0,         0,          ,N                 ,          0,             0,        0,N                 ,             ,                ,                  ,N                ,I               ,               ,@            ,       1,MJNA     ,   20030814,    8202682,             0,0x3635392043454E2049493030374040403030313230393931323331,0x3635392043454E2049493030373230393931323331313537384654522057505750313537382046545220576169766572206F66205072656D69756D2020202020202020202020202020203031383035390100000000000000000000000000000000000000000000000300000000000000000000000000000000000000000000003030344E4E3030303030302020202020202020202020204E4E202020202020202020202020202020202020202020202030353930303030303030303030303030303020202042554E5000000000000F202020313030303130323034303030303030303030303030303030303035303831313132313331343135303030303030203030202040404E2020202020204220202020202020202020202020202020202030523030303030303030204E2030203020304E20202020202020202020204E4920403030312020202020202020204D4A4E415EA53101BA297D00
659 CEN II,               8,   20991231,1578CTR WP ,WP            ,1578 CTR Waiver of Premium              ,           ,            0,           24,             1,             0,             0,             0,             0,             0,             3,             0,             0,             0,             0,             0,               5,N                 ,N                 ,             0,              0,              ,N               ,N               ,             ,             ,             ,              ,       24,        0,        0,        0,        0,        0,             ,B        ,U        ,N             ,P           ,           .00,               ,          100,             1,       2,       5,       0,       0,       0,       0,       0,       0,       0,        0,       4,       7,      11,      12,      13,      14,      15,       0,       0,        0,             ,            0,               ,@@         ,N              ,             ,             ,B          ,                ,            .00,R                 ,             0,             0,         0,         0,          ,N                 ,          0,             0,        0,N                 ,             ,                ,                  ,N                ,I               ,               ,@            ,       1,MJNA     ,   20030814,    8220388,             0,0x3635392043454E2049493030384040403030313230393931323331,0x3635392043454E2049493030383230393931323331313537384354522057505750313537382043545220576169766572206F66205072656D69756D2020202020202020202020202020203030303032340100000000000000000000000000000000000000000000000300000000000000000000000000000000000000000000003030354E4E3030303030302020202020202020202020204E4E202020202020202020202020202020202020202020202030323430303030303030303030303030303020202042554E5000000000000F202020313030303130323035303030303030303030303030303030303034303731313132313331343135303030303030203030202040404E2020202020204220202020202020202020202020202020202030523030303030303030204E2030203020304E20202020202020202020204E4920403030312020202020202020204D4A4E415EA53101E46E7D00
659 CEN II,               9,   20991231,1579 GPO   ,GI            ,Guaranteed Purchase Option Rider        ,           ,            0,           40,         12500,             0,             0,             0,             0,             0,        100000,             0,             0,             0,             0,             0,               1,N                 ,N                 ,             0,              0,              ,N               ,N               ,             ,             ,             ,              ,       40,        0,        0,        0,        0,        0,             ,B        ,F        ,N             ,            ,           .00,               ,            0,             1,       0,       0,       0,       0,       0,       0,       0,       0,       0,        0,      10,      16,      17,       0,       0,       0,       0,       0,       0,        0,             ,            0,               ,@@         ,N              ,             ,             ,B          ,                ,            .00,R                 ,             0,             0,         0,         0,          ,N                 ,          0,             0,        0,N                 ,             ,                ,                  ,N                ,I               ,               ,@            ,       1,MJNA     ,   20030814,    7383721,             0,0x3635392043454E2049493030394040403030313230393931323331,0x3635392043454E2049493030393230393931323331313537392047504F2020474947756172616E74656564205075726368617365204F7074696F6E205269646572202020202020202020303030303430D43000000000000000000000000000000000000000000000A086010000000000000000000000000000000000000000003030314E4E3030303030302020202020202020202020204E4E202020202020202020202020202020202020202020202030343030303030303030303030303030303020202042464E2000000000000F202020303030303130303030303030303030303030303030303030303130313631373030303030303030303030303030203030202040404E2020202020204220202020202020202020202020202020202030523030303030303030204E2030203020304E20202020202020202020204E4920403030312020202020202020204D4A4E415EA53101A9AA7000
659 CEN II,              20,   20991231,DISCHO90   ,SC            ,Home Office Discount 90% 1 yr, 10%, 5%  ,           ,            0,           85,             1,             0,             0,             0,             0,             0,             1,             0,             0,             0,             0,             0,               1,N                 ,N                 ,             0,              0,              ,N               ,N               ,             ,N            ,             ,              ,       85,        0,        0,        0,        0,        0,             ,B        ,U        ,N             ,A           ,          1.00,               ,            0,             1,       0,       0,       0,       0,       0,       0,       0,       0,       0,        0,      18,      19,       0,       0,       0,       0,       0,       0,       0,        0,             ,            0,               ,@@         ,N              ,             ,             ,B          ,                ,            .00,R                 ,             0,             0,         0,         0,          ,N                 ,          0,             0,        0,N                 ,             ,                ,                  ,N                ,I               ,               ,@            ,       1,DJW1     ,   20031029,    6222418,             0,0x3635392043454E2049493032304040403030313230393931323331,0x3635392043454E204949303230323039393132333144495343484F393020205343486F6D65204F666669636520446973636F756E742039302520312079722C203130252C2035252020203030303038350100000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000003030314E4E3030303030302020202020202020202020204E4E202020202020202020202020202020202020204E20202030383530303030303030303030303030303020202042554E4100000000100F202020303030303130303030303030303030303030303030303030303138313930303030303030303030303030303030203030202040404E2020202020204220202020202020202020202020202020202030523030303030303030204E2030203020304E20202020202020202020204E492040303031202020202020202020444A573135A6310152F25E00
659 CEN II,               1,   20991231,659 CEN II ,BF            ,Interest-Sensitive Whole Life           ,           ,            0,           85,             0,             0,             0,             0,             0,             0,     999999999,             0,             0,             0,             0,             0,               1,N                 ,N                 ,             0,              0,              ,N               ,N               ,             ,N            ,             ,              ,       85,        0,        0,        0,        0,        0,             ,B        ,F        ,B             ,            ,           .00,               ,            0,             1,       0,       0,       0,       0,       0,       0,       0,       0,       0,        0,       0,       0,       0,       0,       0,       0,       0,       0,       0,        0,             ,            0,               ,@@         ,N              ,             ,             ,B          ,                ,            .00,R                 ,             0,             0,         0,         0,          ,Y                 ,          0,             0,        0,N                 , (YES/NO)    ,                ,N                 ,N                ,I               ,               ,@            ,       1,MDB1     ,   20031011,   12595305,             0,0x3635392043454E2049493030314040403030313230393931323331,0x3635392043454E20494930303132303939313233313635392043454E2049494246496E7465726573742D53656E7369746976652057686F6C65204C696665202020202020202020202020303030303835000000000000000000000000000000000000000000000000FFC99A3B00000000000000000000000000000000000000003030314E4E3030303030302020202020202020202020204E4E202020202020202020202020202020202020204E2020203038353030303030303030303030303030302020204246422000000000000F202020303030303130303030303030303030303030303030303030303030303030303030303030303030303030303030203030202040404E202020202020422020202020202020202020203030303030303052303030303030303020592030203020304E20285945532F4E4F29204E4E4920403030312020202020202020204D44423123A631016930C000
659 CEN II,               2,   20991231,1576 659   ,WP            ,Disability Waiver of Premium Rider      ,           ,           15,           55,         25000,             0,             0,             0,             0,             0,       1000000,             0,             0,             0,             0,             0,               1,N                 ,N                 ,             0,              0,              ,N               ,N               ,             ,             ,             ,              ,       55,        0,        0,        0,        0,        0,             ,B        ,F        ,N             ,P           ,           .00,               ,          100,             1,       0,       0,       0,       0,       0,       0,       0,       0,       0,        0,       0,       0,       0,       0,       0,       0,       0,       0,       0,        0,             ,            0,               ,@@         ,N              ,             ,             ,B          ,                ,            .00,R                 ,             0,             0,         0,         0,          ,N                 ,          0,             0,        0,N                 ,             ,                ,                  ,N                ,I               ,               ,@            ,       1,MJNA     ,   20030726,    7555586,             0,0x3635392043454E2049493030324040403030313230393931323331,0x3635392043454E20494930303232303939313233313135373620363539202057504469736162696C69747920576169766572206F66205072656D69756D20526964657220202020202020303135303535A8610000000000000000000000000000000000000000000040420F0000000000000000000000000000000000000000003030314E4E3030303030302020202020202020202020204E4E202020202020202020202020202020202020202020202030353530303030303030303030303030303020202042464E5000000000000F202020313030303130303030303030303030303030303030303030303030303030303030303030303030303030303030203030202040404E2020202020204220202020202020202020202020202020202030523030303030303030204E2030203020304E20202020202020202020204E4920403030312020202020202020204D4A4E4106A53101024A7300
659 CEN II,               3,   20991231,1577 ADB   ,AD            ,Accidental Death Benefit Rider          ,           ,           15,           60,         25000,             0,             0,             0,             0,             0,        200000,             0,             0,             0,             0,             0,               1,N                 ,N                 ,             0,              0,              ,N               ,N               ,             ,             ,             ,              ,       60,        0,        0,        0,        0,        0,             ,B        ,F        ,N             ,            ,           .00,               ,            0,             1,       0,       0,       0,       0,       0,       0,       0,       0,       0,        0,       0,       0,       0,       0,       0,       0,       0,       0,       0,        0,             ,            0,               ,@@         ,N              ,             ,             ,B          ,                ,            .00,R                 ,             0,             0,         0,         0,          ,Y                 ,          0,             0,        0,N                 ,             ,                ,                  ,N                ,I               ,               ,@            ,       1,MJNA     ,   20030809,   10181375,             0,0x3635392043454E2049493030334040403030313230393931323331,0x3635392043454E20494930303332303939313233313135373720414442202041444163636964656E74616C2044656174682042656E656669742052696465722020202020202020202020303135303630A86100000000000000000000000000000000000000000000400D030000000000000000000000000000000000000000003030314E4E3030303030302020202020202020202020204E4E202020202020202020202020202020202020202020202030363030303030303030303030303030303020202042464E2000000000000F202020303030303130303030303030303030303030303030303030303030303030303030303030303030303030303030203030202040404E202020202020422020202020202020202020202020202020203052303030303030303020592030203020304E20202020202020202020204E4920403030312020202020202020204D4A4E4159A53101FF5A9B00
659 CEN II,               4,   20991231,1578 FTR   ,FR            ,FAMILY TERM RIDER                       ,           ,           18,           59,             1,             0,             0,             0,             0,             0,             3,             0,             0,             0,             0,             0,               1,N                 ,N                 ,             0,              0,              ,N               ,N               ,             ,             ,             ,              ,       59,        0,        0,        0,        0,        0,             ,B        ,U        ,N             ,            ,           .00,               ,            0,             1,       0,       0,       0,       0,       0,       0,       0,       0,       0,        0,       5,       8,      11,      12,      13,      14,      15,       0,       0,        0,             ,            0,               ,@@         ,N              ,             ,             ,B          ,                ,            .00,R                 ,             0,             0,         0,         0,          ,N                 ,          0,             0,        0,N                 ,             ,                ,                  ,N                ,I               ,               ,@            ,       1,MJNA     ,   20030814,    7360792,             0,0x3635392043454E2049493030344040403030313230393931323331,0x3635392043454E204949303034323039393132333131353738204654522020465246414D494C59205445524D2052494445522020202020202020202020202020202020202020202020203031383035390100000000000000000000000000000000000000000000000300000000000000000000000000000000000000000000003030314E4E3030303030302020202020202020202020204E4E202020202020202020202020202020202020202020202030353930303030303030303030303030303020202042554E2000000000000F202020303030303130303030303030303030303030303030303030303035303831313132313331343135303030303030203030202040404E2020202020204220202020202020202020202020202020202030523030303030303030204E2030203020304E20202020202020202020204E4920403030312020202020202020204D4A4E415EA5310118517000
659 CEN II,               5,   20991231,1578 CTR   ,CR            ,Dependent Child Term Rider              ,           ,            0,           24,             1,             0,             0,             0,             0,             0,             3,             0,             0,             0,             0,             0,               1,N                 ,N                 ,             0,              0,              ,N               ,N               ,             ,             ,             ,              ,       24,        0,        0,        0,        0,        0,             ,B        ,U        ,N             ,            ,           .00,               ,            0,             1,       0,       0,       0,       0,       0,       0,       0,       0,       0,        0,       4,       7,      11,      12,      13,      14,      15,       0,       0,        0,             ,            0,               ,@@         ,N              ,             ,             ,B          ,                ,            .00,R                 ,             0,             0,         0,         0,          ,N                 ,          0,             0,        0,N                 ,             ,                ,                  ,N                ,I               ,               ,@            ,       1,MJNA     ,   20030814,    7363215,             0,0x3635392043454E2049493030354040403030313230393931323331,0x3635392043454E2049493030353230393931323331313537382043545220204352446570656E64656E74204368696C64205465726D2052696465722020202020202020202020202020203030303032340100000000000000000000000000000000000000000000000300000000000000000000000000000000000000000000003030314E4E3030303030302020202020202020202020204E4E202020202020202020202020202020202020202020202030323430303030303030303030303030303020202042554E2000000000000F202020303030303130303030303030303030303030303030303030303034303731313132313331343135303030303030203030202040404E2020202020204220202020202020202020202020202020202030523030303030303030204E2030203020304E20202020202020202020204E4920403030312020202020202020204D4A4E415EA531018F5A7000
659 CEN II,               6,   20991231,1578 CTR Z ,CR            ,1578 CTR  Zero Premium                  ,           ,            0,           24,             1,             0,             0,             0,             0,             0,             3,             0,             0,             0,             0,             0,               1,N                 ,N                 ,             0,              0,              ,N               ,N               ,             ,             ,             ,              ,       24,        0,        0,        0,        0,        0,             ,B        ,U        ,N             ,            ,           .00,               ,            0,             1,       0,       0,       0,       0,       0,       0,       0,       0,       0,        0,      11,      12,      13,      14,      15,       0,       0,       0,       0,        0,             ,            0,               ,@@         ,N              ,             ,             ,B          ,                ,            .00,R                 ,             0,             0,         0,         0,          ,N                 ,          0,             0,        0,N                 ,             ,                ,                  ,N                ,I               ,               ,@            ,       1,MJNA     ,   20030814,    7370279,             0,0x3635392043454E2049493030364040403030313230393931323331,0x3635392043454E20494930303632303939313233313135373820435452205A4352313537382043545220205A65726F205072656D69756D202020202020202020202020202020202020203030303032340100000000000000000000000000000000000000000000000300000000000000000000000000000000000000000000003030314E4E3030303030302020202020202020202020204E4E202020202020202020202020202020202020202020202030323430303030303030303030303030303020202042554E2000000000000F202020303030303130303030303030303030303030303030303030303131313231333134313530303030303030303030203030202040404E2020202020204220202020202020202020202020202020202030523030303030303030204E2030203020304E20202020202020202020204E4920403030312020202020202020204D4A4E415EA5310127767000
659 CEN II,              10,   20991231,1580 JPO   ,GI            ,Juvenile Future Purchase Option Rider   ,           ,            0,           21,         25000,             0,             0,             0,             0,             0,         50000,             0,             0,             0,             0,             0,               1,N                 ,N                 ,             0,              0,              ,N               ,N               ,             ,             ,             ,              ,       21,        0,        0,        0,        0,        0,             ,B        ,F        ,N             ,            ,           .00,               ,            0,             1,       0,       0,       0,       0,       0,       0,       0,       0,       0,        0,       9,      16,      17,       0,       0,       0,       0,       0,       0,        0,             ,            0,               ,@@         ,N              ,             ,             ,B          ,                ,            .00,R                 ,             0,             0,         0,         0,          ,N                 ,          0,             0,        0,N                 ,             ,                ,                  ,N                ,I               ,               ,@            ,       1,MJNA     ,   20030814,    7385815,             0,0x3635392043454E2049493031304040403030313230393931323331,0x3635392043454E204949303130323039393132333131353830204A504F202047494A7576656E696C6520467574757265205075726368617365204F7074696F6E20526964657220202020303030303231A8610000000000000000000000000000000000000000000050C3000000000000000000000000000000000000000000003030314E4E3030303030302020202020202020202020204E4E202020202020202020202020202020202020202020202030323130303030303030303030303030303020202042464E2000000000000F202020303030303130303030303030303030303030303030303030303039313631373030303030303030303030303030203030202040404E2020202020204220202020202020202020202020202020202030523030303030303030204E2030203020304E20202020202020202020204E4920403030312020202020202020204D4A4E415EA53101D7B27000
659 CEN II,              11,   20991231,8042 STR   ,FR            ,Spouse Term Rider                       ,           ,           18,           64,             1,             0,             0,             0,             0,             0,            20,             0,             0,             0,             0,             0,               1,N                 ,N                 ,             0,              0,              ,N               ,N               ,             ,             ,             ,              ,       64,        0,        0,        0,        0,        0,             ,B        ,U        ,N             ,            ,           .00,               ,            0,             1,       0,       0,       0,       0,       0,       0,       0,       0,       0,        0,       4,       5,       6,       7,       8,       0,       0,       0,       0,        0,             ,            0,               ,@@         ,N              ,             ,             ,B          ,                ,            .00,R                 ,             0,             0,         0,         0,          ,N                 ,          0,             0,        0,N                 ,             ,                ,                  ,N                ,I               ,               ,@            ,       1,MJNA     ,   20030814,    7392671,             0,0x3635392043454E2049493031314040403030313230393931323331,0x3635392043454E204949303131323039393132333138303432205354522020465253706F757365205465726D2052696465722020202020202020202020202020202020202020202020203031383036340100000000000000000000000000000000000000000000001400000000000000000000000000000000000000000000003030314E4E3030303030302020202020202020202020204E4E202020202020202020202020202020202020202020202030363430303030303030303030303030303020202042554E2000000000000F202020303030303130303030303030303030303030303030303030303034303530363037303830303030303030303030203030202040404E2020202020204220202020202020202020202020202020202030523030303030303030204E2030203020304E20202020202020202020204E4920403030312020202020202020204D4A4E415EA531019FCD7000
659 CEN II,              12,   20991231,8043 CTR   ,CR            ,Dependent Child Term Rider              ,           ,            0,           24,             1,             0,             0,             0,             0,             0,             5,             0,             0,             0,             0,             0,               1,N                 ,N                 ,             0,              0,              ,N               ,N               ,             ,             ,             ,              ,       24,        0,        0,        0,        0,        0,             ,B        ,U        ,N             ,            ,           .00,               ,            0,             1,       0,       0,       0,       0,       0,       0,       0,       0,       0,        0,       4,       5,       6,       7,       8,       0,       0,       0,       0,        0,             ,            0,               ,@@         ,N              ,             ,             ,B          ,                ,            .00,R                 ,             0,             0,         0,         0,          ,N                 ,          0,             0,        0,N                 ,             ,                ,                  ,N                ,I               ,               ,@            ,       1,MJNA     ,   20030918,    9574410,             0,0x3635392043454E2049493031324040403030313230393931323331,0x3635392043454E2049493031323230393931323331383034332043545220204352446570656E64656E74204368696C64205465726D2052696465722020202020202020202020202020203030303032340100000000000000000000000000000000000000000000000500000000000000000000000000000000000000000000003030314E4E3030303030302020202020202020202020204E4E202020202020202020202020202020202020202020202030323430303030303030303030303030303020202042554E2000000000000F202020303030303130303030303030303030303030303030303030303034303530363037303830303030303030303030203030202040404E2020202020204220202020202020202020202020202020202030523030303030303030204E2030203020304E20202020202020202020204E4920403030312020202020202020204D4A4E41C6A531010A189200
659 CEN II,              13,   20991231,8043 CTR Z ,CR            ,8043 CTR  Zero Premium                  ,           ,            0,           24,             1,             0,             0,             0,             0,             0,             5,             0,             0,             0,             0,             0,              12,N                 ,N                 ,             0,              0,              ,N               ,N               ,             ,             ,             ,              ,       55,        0,        0,        0,        0,        0,             ,B        ,U        ,N             ,P           ,           .00,               ,          100,            10,      12,       0,       0,       0,       0,       0,       0,       0,       0,        0,       4,       5,       6,       7,       8,       0,       0,       0,       0,        0,             ,            0,               ,@@         ,N              ,             ,             ,B          ,                ,            .00,R                 ,             0,             0,         0,         0,          ,N                 ,          0,             0,        0,N                 ,             ,                ,                  ,N                ,I               ,               ,@            ,       1,MJNA     ,   20030917,   16132517,             0,0x3635392043454E2049493031334040403030313230393931323331,0x3635392043454E20494930313332303939313233313830343320435452205A4352383034332043545220205A65726F205072656D69756D202020202020202020202020202020202020203030303032340100000000000000000000000000000000000000000000000500000000000000000000000000000000000000000000003031324E4E3030303030302020202020202020202020204E4E202020202020202020202020202020202020202020202030353530303030303030303030303030303020202042554E5000000000000F202020313030313031323030303030303030303030303030303030303034303530363037303830303030303030303030203030202040404E2020202020204220202020202020202020202020202020202030523030303030303030204E2030203020304E20202020202020202020204E4920403030312020202020202020204D4A4E41C5A53101A529F600
659 CEN II,              14,   20991231,8042STR WP ,WP            ,8042 STR Waiver of Premium              ,           ,           18,           64,             1,             0,             0,             0,             0,             0,            20,             0,             0,             0,             0,             0,              11,N                 ,N                 ,             0,              0,              ,N               ,N               ,             ,             ,             ,              ,       64,        0,        0,        0,        0,        0,             ,B        ,U        ,N             ,P           ,           .00,               ,          100,             1,       2,      11,       0,       0,       0,       0,       0,       0,       0,        0,       4,       5,       6,       7,       8,       0,       0,       0,       0,        0,             ,            0,               ,@@         ,N              ,             ,             ,B          ,                ,            .00,R                 ,             0,             0,         0,         0,          ,N                 ,          0,             0,        0,N                 ,             ,                ,                  ,N                ,I               ,               ,@            ,       1,MJNA     ,   20030814,    8133378,             0,0x3635392043454E2049493031344040403030313230393931323331,0x3635392043454E2049493031343230393931323331383034325354522057505750383034322053545220576169766572206F66205072656D69756D2020202020202020202020202020203031383036340100000000000000000000000000000000000000000000001400000000000000000000000000000000000000000000003031314E4E3030303030302020202020202020202020204E4E202020202020202020202020202020202020202020202030363430303030303030303030303030303020202042554E5000000000000F202020313030303130323131303030303030303030303030303030303034303530363037303830303030303030303030203030202040404E2020202020204220202020202020202020202020202020202030523030303030303030204E2030203020304E20202020202020202020204E4920403030312020202020202020204D4A4E415EA53101021B7C00
