POL,MPOLICY,ISWL,PREMIUMS_PAID,PU_PREMIUMS_PAID,SU_PREMIUMS_PAID,SL_PREMIUMS_PAID,LP_TOTAL,HIST,ADJ,HAS_HIST,STATUS
9010378830,010378830C,False,7352.31,0.0,675.96,0.0,8028.27,1120.98,6907.29,True,LOAD_CANDIDATE
9010379405,010379405C,False,8045.25,4866.3,611.77,0.0,13523.32,828.75,12694.57,True,LOAD_CANDIDATE
9010379477,010379477C,False,2319.21,0.0,0.0,0.0,2319.21,0.0,2319.21,False,LOAD_CANDIDATE
9010379478,010379478C,False,2389.81,0.0,0.0,0.0,2389.81,0.0,2389.81,False,LOAD_CANDIDATE
9010380049,010380049C,False,4900.0,3154.3,0.0,0.0,8054.3,787.5,7266.8,True,LOAD_CANDIDATE
9010380550,010380550C,False,2940.0,868.59,0.0,0.0,3808.59,0.0,3808.59,False,LOAD_CANDIDATE
9010380625,010380625C,False,662.27,0.0,0.0,0.0,662.27,0.0,662.27,False,LOAD_CANDIDATE
9010380627,010380627C,False,2281.85,945.89,0.0,0.0,3227.74,327.44,2900.3,True,LOAD_CANDIDATE
9010380808,010380808C,False,6965.28,0.0,112.0,0.0,7077.28,1057.23,6020.05,True,LOAD_CANDIDATE
9010381516,010381516C,False,1328.4,0.0,0.0,0.0,1328.4,0.0,1328.4,False,LOAD_CANDIDATE
9010381745,010381745C,False,5890.0,3356.48,0.0,0.0,9246.48,250.0,8996.48,True,LOAD_CANDIDATE
9010382426,010382426C,False,8353.86,0.0,620.88,0.0,8974.74,1279.42,7695.32,True,LOAD_CANDIDATE
9010382448,010382448C,False,3806.4,0.0,0.0,0.0,3806.4,0.0,3806.4,False,LOAD_CANDIDATE
9010382520,010382520C,False,4526.4,1597.5,0.0,0.0,6123.9,0.0,6123.9,False,LOAD_CANDIDATE
9010382931,010382931C,False,7269.17,4368.4,0.0,0.0,11637.57,602.82,11034.75,True,LOAD_CANDIDATE
9010385491,010385491C,False,4800.0,1876.71,0.0,0.0,6676.71,0.0,6676.71,False,LOAD_CANDIDATE
9010385636,010385636C,False,10960.11,5831.55,0.0,0.0,16791.66,77.32,16714.34,True,LOAD_CANDIDATE
9010388767,010388767C,False,7059.48,4724.36,0.0,0.0,11783.84,1113.0,10670.84,True,LOAD_CANDIDATE
9010389651,010389651C,False,12720.0,8527.76,0.0,0.0,21247.760000000002,1520.0,19727.76,True,LOAD_CANDIDATE
9010389802,010389802C,False,11600.0,0.0,0.0,0.0,11600.0,696.0,10904.0,True,LOAD_CANDIDATE
9010390061,010390061C,False,3456.89,2209.07,0.0,0.0,5665.96,530.23,5135.73,True,LOAD_CANDIDATE
9010390251,010390251C,False,693.88,0.0,0.0,0.0,693.88,0.0,693.88,False,LOAD_CANDIDATE
9010391004,010391004C,False,6620.0,4864.39,0.0,0.0,11484.39,1020.0,10464.39,True,LOAD_CANDIDATE
9010391228,010391228C,False,4857.98,2080.71,0.0,0.0,6938.69,549.96,6388.73,True,LOAD_CANDIDATE
9010391355,010391355C,False,6807.11,0.0,0.0,0.0,6807.11,0.0,6807.11,False,LOAD_CANDIDATE
9010391359,010391359C,False,2051.66,785.78,0.0,279.22,3116.66,176.64,2940.02,True,LOAD_CANDIDATE
9010391411,010391411C,False,5880.0,3252.61,0.0,0.0,9132.61,290.0,8842.61,True,LOAD_CANDIDATE
9010391422,010391422C,False,2910.0,1611.26,0.0,0.0,4521.26,115.0,4406.26,True,LOAD_CANDIDATE
9010391582,010391582C,False,12480.0,8053.28,0.0,0.0,20533.28,1300.0,19233.28,True,LOAD_CANDIDATE
9010391679,010391679C,False,6612.4,0.0,0.0,0.0,6612.4,1020.0,5592.4,True,LOAD_CANDIDATE
9010391840,010391840C,False,3305.0,2184.42,0.0,0.0,5489.42,510.0,4979.42,True,LOAD_CANDIDATE
9010391841,010391841C,False,891.0,0.0,0.0,0.0,891.0,0.0,891.0,False,LOAD_CANDIDATE
9010391876,010391876C,False,3077.79,0.0,0.0,0.0,3077.79,0.0,3077.79,False,LOAD_CANDIDATE
9010391878,010391878C,False,3249.4,0.0,0.0,0.0,3249.4,0.0,3249.4,False,LOAD_CANDIDATE
9010391895,010391895C,False,3305.0,2209.64,0.0,0.0,5514.639999999999,510.0,5004.64,True,LOAD_CANDIDATE
9010392117,010392117C,False,11520.0,6444.05,0.0,0.0,17964.05,340.0,17624.05,True,LOAD_CANDIDATE
9010392138,010392138C,False,11760.0,6814.92,0.0,0.0,18574.92,580.0,17994.92,True,LOAD_CANDIDATE
9010392493,010392493C,False,5280.0,2415.63,0.0,0.0,7695.63,0.0,7695.63,False,LOAD_CANDIDATE
9010392763,010392763C,False,5640.0,810.14,0.0,0.0,6450.14,50.0,6400.14,True,LOAD_CANDIDATE
9010392930,010392930C,False,1985.0,873.21,0.0,0.0,2858.21,0.0,2858.21,False,LOAD_CANDIDATE
9010393142,010393142C,False,6720.56,4603.61,0.0,0.0,11324.17,1080.0900000000001,10244.08,True,LOAD_CANDIDATE
9010393143,010393143C,False,3359.9,2094.12,0.0,0.0,5454.02,540.0,4914.02,True,LOAD_CANDIDATE
9010393158,010393158C,False,6328.08,3645.43,0.0,0.0,9973.51,413.40000000000003,9560.11,True,LOAD_CANDIDATE
9010393181,010393181C,False,4320.0,1417.34,0.0,0.0,5737.34,0.0,5737.34,False,LOAD_CANDIDATE
9010393401,010393401C,False,6600.8,4727.18,0.0,0.0,11327.98,1020.0,10307.98,True,LOAD_CANDIDATE
9010393899,010393899C,False,6770.8,4613.83,0.0,0.0,11384.630000000001,1080.0,10304.63,True,LOAD_CANDIDATE
9010393931,010393931C,False,7313.21,0.0,0.0,0.0,7313.21,0.0,7313.21,False,LOAD_CANDIDATE
9010394249,010394249C,False,6676.8,4488.57,0.0,0.0,11165.369999999999,811.1999999999999,10354.17,True,LOAD_CANDIDATE
9010394353,010394353C,False,6926.4,4696.62,0.0,0.0,11623.02,1060.8,10562.22,True,LOAD_CANDIDATE
9010394662,010394662C,False,4560.0,1637.83,0.0,0.0,6197.83,0.0,6197.83,False,LOAD_CANDIDATE
9010395098,010395098C,False,3102.93,0.0,0.0,0.0,3102.93,0.0,3102.93,False,LOAD_CANDIDATE
9010395211,010395211C,False,6590.0,4727.18,0.0,0.0,11317.18,1020.0,10297.18,True,LOAD_CANDIDATE
9010395382,010395382C,False,12480.0,8053.29,0.0,0.0,20533.29,1340.0,19193.29,True,LOAD_CANDIDATE
9010395411,010395411C,False,6480.0,479.54,0.0,0.0,6959.54,910.0,6049.54,True,LOAD_CANDIDATE
9010395761,010395761C,False,8640.0,4694.76,0.0,0.0,13334.76,285.0,13049.76,True,LOAD_CANDIDATE
9010395878,010395878C,False,5400.0,2568.71,0.0,0.0,7968.71,0.0,7968.71,False,LOAD_CANDIDATE
9010395879,010395879C,False,5760.0,500.03,0.0,0.0,6260.03,190.0,6070.03,True,LOAD_CANDIDATE
9010396147,010396147C,False,6240.0,3843.05,0.0,0.0,10083.05,670.0,9413.05,True,LOAD_CANDIDATE
9010396186,010396186C,False,6600.0,4683.72,0.0,0.0,11283.720000000001,1020.0,10263.72,True,LOAD_CANDIDATE
9010396425,010396425C,False,6580.0,4635.73,0.0,0.0,11215.73,1020.0,10195.73,True,LOAD_CANDIDATE
9010397118,010397118C,False,13160.0,9893.09,0.0,0.0,23053.09,2040.0,21013.09,True,LOAD_CANDIDATE
9010397318,010397318C,False,6275.34,0.0,0.0,0.0,6275.34,0.0,6275.34,False,LOAD_CANDIDATE
9010397493,010397493C,False,6580.0,4721.4,0.0,0.0,11301.4,1020.0,10281.4,True,LOAD_CANDIDATE
9010397528,010397528C,False,3302.4,1994.32,0.0,0.0,5296.72,512.4,4784.32,True,LOAD_CANDIDATE
9010397583,010397583C,False,9730.8,6115.05,0.0,0.0,15845.849999999999,858.6,14987.25,True,LOAD_CANDIDATE
9010397945,010397945C,False,5640.0,1022.08,0.0,0.0,6662.08,90.0,6572.08,True,LOAD_CANDIDATE
9010398274,010398274C,False,6300.0,4335.3,0.0,0.0,10635.3,750.0,9885.3,True,LOAD_CANDIDATE
9010398471,010398471C,False,6604.8,4675.6,0.0,0.0,11280.400000000001,960.0,10320.4,True,LOAD_CANDIDATE
9010398475,010398475C,False,6600.16,4357.15,0.0,0.0,10957.31,1020.16,9937.15,True,LOAD_CANDIDATE
9010398591,010398591C,False,8279.8,4220.92,0.0,0.0,12500.72,0.0,12500.72,False,LOAD_CANDIDATE
9010399927,010399927C,False,6560.0,4635.73,0.0,0.0,11195.73,1020.0,10175.73,True,LOAD_CANDIDATE
9010400462,010400462C,False,6060.0,3941.33,0.0,0.0,10001.33,520.0,9481.33,True,LOAD_CANDIDATE
9010401087,010401087C,False,6600.0,3887.18,0.0,0.0,10487.18,1060.0,9427.18,True,LOAD_CANDIDATE
9010401181,010401181C,False,5570.0,2902.16,0.0,0.0,8472.16,30.0,8442.16,True,LOAD_CANDIDATE
9010401210,010401210C,False,6560.0,4722.62,0.0,0.0,11282.619999999999,1020.0,10262.62,True,LOAD_CANDIDATE
9010401534,010401534C,False,1017.6,0.0,0.0,0.0,1017.6,0.0,1017.6,False,LOAD_CANDIDATE
9010401565,010401565C,False,3390.26,0.0,0.0,0.0,3390.26,0.0,3390.26,False,LOAD_CANDIDATE
9010402010,010402010C,False,7411.43,0.0,0.0,0.0,7411.43,0.0,7411.43,False,LOAD_CANDIDATE
9010402014,010402014C,False,9400.94,0.0,0.0,0.0,9400.94,280.0,9120.94,True,LOAD_CANDIDATE
9010402060,010402060C,False,6220.0,0.0,0.0,0.0,6220.0,690.0,5530.0,True,LOAD_CANDIDATE
9010402061,010402061C,False,9330.0,0.0,0.0,0.0,9330.0,1035.0,8295.0,True,LOAD_CANDIDATE
9010402105,010402105C,False,9825.0,7258.35,0.0,0.0,17083.35,1530.0,15553.35,True,LOAD_CANDIDATE
9010402899,010402899C,False,6875.16,0.0,0.0,0.0,6875.16,0.0,6875.16,False,LOAD_CANDIDATE
9010403109,010403109C,False,6964.32,0.0,0.0,0.0,6964.32,1081.2,5883.12,True,LOAD_CANDIDATE
9010403117,010403117C,False,3275.0,1834.89,0.0,0.0,5109.89,510.0,4599.89,True,LOAD_CANDIDATE
9010403222,010403222C,False,6360.0,4069.91,0.0,0.0,10429.91,830.0,9599.91,True,LOAD_CANDIDATE
9010403516,010403516C,False,3299.73,2069.75,0.0,0.0,5369.48,479.92,4889.56,True,LOAD_CANDIDATE
9010403789,010403789C,False,6550.0,0.0,0.0,0.0,6550.0,1020.0,5530.0,True,LOAD_CANDIDATE
9010403872,010403872C,False,3578.4,0.0,0.0,0.0,3578.4,0.0,3578.4,False,LOAD_CANDIDATE
9010403916,010403916C,False,707.4,0.0,0.0,0.0,707.4,0.0,707.4,False,LOAD_CANDIDATE
9010403922,010403922C,False,6120.0,3638.27,0.0,0.0,9758.27,590.0,9168.27,True,LOAD_CANDIDATE
9010404600,010404600C,False,13100.0,9713.08,0.0,0.0,22813.08,2040.0,20773.08,True,LOAD_CANDIDATE
9010404602,010404602C,False,8079.84,0.0,0.0,0.0,8079.84,0.0,8079.84,False,LOAD_CANDIDATE
9010404604,010404604C,False,1886.8,0.0,0.0,0.0,1886.8,0.0,1886.8,False,LOAD_CANDIDATE
9010404605,010404605C,False,1886.8,0.0,0.0,0.0,1886.8,0.0,1886.8,False,LOAD_CANDIDATE
9010404857,010404857C,False,5550.0,0.0,0.0,0.0,5550.0,20.0,5530.0,True,LOAD_CANDIDATE
9010405175,010405175C,False,685.8,0.0,0.0,0.0,685.8,0.0,685.8,False,LOAD_CANDIDATE
9010405440,010405440C,False,6533.46,4183.17,0.0,0.0,10716.630000000001,1018.98,9697.65,True,LOAD_CANDIDATE
9010405642,010405642C,False,950.4,0.0,0.0,0.0,950.4,0.0,950.4,False,LOAD_CANDIDATE
9010405802,010405802C,False,12720.0,0.0,0.0,0.0,12720.0,1680.0,11040.0,True,LOAD_CANDIDATE
9010405858,010405858C,False,5879.51,3359.38,0.0,0.0,9238.89,359.96999999999997,8878.92,True,LOAD_CANDIDATE
9010406576,010406576C,False,3265.0,2114.25,0.0,0.0,5379.25,510.0,4869.25,True,LOAD_CANDIDATE
9010406795,010406795C,False,8400.0,2764.03,0.0,0.0,11164.03,0.0,11164.03,False,LOAD_CANDIDATE
9010406962,010406962C,False,840.0,0.0,0.0,0.0,840.0,0.0,840.0,False,LOAD_CANDIDATE
9010407023,010407023C,False,7600.92,0.0,644.52,0.0,8245.44,1187.28,7058.16,True,LOAD_CANDIDATE
9010407237,010407237C,False,1380.0,0.0,0.0,0.0,1380.0,0.0,1380.0,False,LOAD_CANDIDATE
9010407533,010407533C,False,6000.49,3442.58,0.0,0.0,9443.07,480.0,8963.07,True,LOAD_CANDIDATE
9010407534,010407534C,False,3300.25,2135.54,0.0,0.0,5435.79,540.0,4895.79,True,LOAD_CANDIDATE
9010407670,010407670C,False,7184.72,0.0,0.0,0.0,7184.72,0.0,7184.72,False,LOAD_CANDIDATE
9010407925,010407925C,False,13020.0,9227.24,0.0,0.0,22247.239999999998,2040.0,20207.24,True,LOAD_CANDIDATE
9010408371,010408371C,False,6240.0,3843.05,0.0,0.0,10083.05,740.0,9343.05,True,LOAD_CANDIDATE
9010410566,010410566C,False,4920.0,1999.38,0.0,0.0,6919.38,0.0,6919.38,False,LOAD_CANDIDATE
9010410616,010410616C,False,6520.0,4357.15,0.0,0.0,10877.15,1020.0,9857.15,True,LOAD_CANDIDATE
9010410714,010410714C,False,5039.03,2129.59,0.0,0.0,7168.62,0.0,7168.62,False,LOAD_CANDIDATE
9010411499,010411499C,False,5820.0,3403.63,0.0,0.0,9223.630000000001,340.65,8882.98,True,LOAD_CANDIDATE
9010411577,010411577C,False,13020.0,9227.24,0.0,0.0,22247.239999999998,2040.0,20207.24,True,LOAD_CANDIDATE
9010411727,010411727C,False,8570.0,0.0,691.72,0.0,9261.72,0.0,9261.72,False,LOAD_CANDIDATE
9010411920,010411920C,False,6797.73,4418.0,351.0,707.4,12274.13,1061.82,11212.31,True,LOAD_CANDIDATE
9010412522,010412522C,False,10896.35,5373.72,0.0,0.0,16270.07,363.84999999999997,15906.22,True,LOAD_CANDIDATE
9010412525,010412525C,False,6510.0,4403.2,0.0,0.0,10913.2,1020.0,9893.2,True,LOAD_CANDIDATE
9010412526,010412526C,False,5810.0,3212.75,0.0,0.0,9022.75,320.0,8702.75,True,LOAD_CANDIDATE
9010412640,010412640C,False,5530.0,3251.33,0.0,0.0,8781.33,40.0,8741.33,True,LOAD_CANDIDATE
9010412641,010412641C,False,6600.08,2927.59,0.0,0.0,9527.67,1080.0,8447.67,True,LOAD_CANDIDATE
9010413417,010413417C,False,9839.59,4189.33,0.0,0.0,14028.92,0.0,14028.92,False,LOAD_CANDIDATE
9010413421,010413421C,False,6600.0,4675.6,0.0,0.0,11275.6,1080.0,10195.6,True,LOAD_CANDIDATE
9010413628,010413628C,False,5920.0,3555.08,0.0,0.0,9475.08,430.0,9045.08,True,LOAD_CANDIDATE
9010413745,010413745C,False,5943.63,0.0,686.4,0.0,6630.03,63.91,6566.12,True,LOAD_CANDIDATE
9010414235,010414235C,False,5990.0,3167.29,0.0,0.0,9157.29,510.0,8647.29,True,LOAD_CANDIDATE
9010415834,010415834C,False,5780.0,3212.75,0.0,0.0,8992.75,300.0,8692.75,True,LOAD_CANDIDATE
9010417200,010417200C,False,11802.4,6610.97,0.0,0.0,18413.37,604.8000000000001,17808.57,True,LOAD_CANDIDATE
9010417838,010417838C,False,6900.6,4544.55,0.0,0.0,11445.150000000001,1081.2,10363.95,True,LOAD_CANDIDATE
9010418088,010418088C,False,8527.68,0.0,0.0,0.0,8527.68,0.0,8527.68,False,LOAD_CANDIDATE
9010418562,010418562C,False,5280.0,2415.63,0.0,0.0,7695.63,0.0,7695.63,False,LOAD_CANDIDATE
9010419054,010419054C,False,6480.0,4293.13,0.0,0.0,10773.130000000001,1010.0,9763.13,True,LOAD_CANDIDATE
9010420853,010420853C,False,6490.0,4480.16,0.0,0.0,10970.16,1020.0,9950.16,True,LOAD_CANDIDATE
9010420983,010420983C,False,5680.0,2667.34,0.0,0.0,8347.34,210.0,8137.34,True,LOAD_CANDIDATE
9010422033,010422033C,False,5879.95,3754.0,0.0,0.0,9633.95,360.0,9273.95,True,LOAD_CANDIDATE
9010422221,010422221C,False,3295.0,2096.4,0.0,0.0,5391.4,540.0,4851.4,True,LOAD_CANDIDATE
9010422417,010422417C,False,4332.96,0.0,0.0,0.0,4332.96,0.0,4332.96,False,LOAD_CANDIDATE
9010422722,010422722C,False,6480.0,4423.39,0.0,0.0,10903.39,1020.0,9883.39,True,LOAD_CANDIDATE
9010422977,010422977C,False,14865.5,8835.75,752.64,0.0,24453.89,2332.7400000000002,22121.15,True,LOAD_CANDIDATE
9010423540,010423540C,False,6599.81,4431.23,0.0,0.0,11031.04,1080.0,9951.04,True,LOAD_CANDIDATE
9010424185,010424185C,False,2936.15,0.0,0.0,0.0,2936.15,0.0,2936.15,False,LOAD_CANDIDATE
9010424798,010424798C,False,6105.48,3075.55,0.0,0.0,9181.029999999999,286.2,8894.83,True,LOAD_CANDIDATE
9010425718,010425718C,False,5160.0,2270.39,0.0,0.0,7430.389999999999,0.0,7430.39,False,LOAD_CANDIDATE
9010425720,010425720C,False,8776.8,4220.93,0.0,0.0,12997.73,95.4,12902.33,True,LOAD_CANDIDATE
9010425845,010425845C,False,6350.4,0.0,0.0,0.0,6350.4,324.0,6026.4,True,LOAD_CANDIDATE
9010425928,010425928C,False,6160.0,3867.18,0.0,0.0,10027.18,700.0,9327.18,True,LOAD_CANDIDATE
9010425941,010425941C,False,6902.28,4552.9,0.0,0.0,11455.18,1086.47,10368.71,True,LOAD_CANDIDATE
9010425942,010425942C,False,4378.5,1731.85,0.0,0.0,6110.35,0.0,6110.35,False,LOAD_CANDIDATE
9010425944,010425944C,False,9105.47,0.0,0.0,0.0,9105.47,1431.06,7674.41,True,LOAD_CANDIDATE
9010426657,010426657C,False,10320.0,4757.82,0.0,0.0,15077.82,0.0,15077.82,False,LOAD_CANDIDATE
9010426747,010426747C,False,10077.16,4716.6,0.0,0.0,14793.76,422.08,14371.68,True,LOAD_CANDIDATE
9010426858,010426858C,False,5570.0,3241.1,0.0,0.0,8811.1,120.0,8691.1,True,LOAD_CANDIDATE
9010426859,010426859C,False,3235.0,2030.58,0.0,0.0,5265.58,510.0,4755.58,True,LOAD_CANDIDATE
9010426961,010426961C,False,9630.0,6963.33,0.0,0.0,16593.33,1455.0,15138.33,True,LOAD_CANDIDATE
9010427442,010427442C,False,675.0,0.0,0.0,0.0,675.0,0.0,675.0,False,LOAD_CANDIDATE
9010427456,010427456C,False,12480.0,8053.3,0.0,0.0,20533.3,1580.0,18953.3,True,LOAD_CANDIDATE
9010427457,010427457C,False,5760.0,3075.55,0.0,0.0,8835.55,310.0,8525.55,True,LOAD_CANDIDATE
9010427723,010427723C,False,5787.6,3101.69,0.0,0.0,8889.29,0.0,8889.29,False,LOAD_CANDIDATE
9010428258,010428258C,False,3877.2,0.0,0.0,0.0,3877.2,0.0,3877.2,False,LOAD_CANDIDATE
9010428259,010428259C,False,1938.6,0.0,0.0,0.0,1938.6,0.0,1938.6,False,LOAD_CANDIDATE
9010428688,010428688C,False,5475.3,0.0,0.0,0.0,5475.3,0.0,5475.3,False,LOAD_CANDIDATE
9010428747,010428747C,False,24752.14,0.0,0.0,0.0,24752.14,0.0,24752.14,False,LOAD_CANDIDATE
9010428771,010428771C,False,6480.0,2193.94,0.0,0.0,8673.94,0.0,8673.94,False,LOAD_CANDIDATE
9010429064,010429064C,False,12496.12,7991.56,0.0,0.0,20487.68,1440.06,19047.62,True,LOAD_CANDIDATE
9010429066,010429066C,False,3240.1,2025.52,0.0,0.0,5265.62,480.0,4785.62,True,LOAD_CANDIDATE
9010429259,010429259C,False,11166.5,5164.6,0.0,0.0,16331.1,602.0200000000001,15729.08,True,LOAD_CANDIDATE
9010429417,010429417C,False,2329.8,852.91,58.5,0.0,3241.21,0.0,3241.21,False,LOAD_CANDIDATE
9010429532,010429532C,False,5400.0,2568.71,0.0,0.0,7968.71,0.0,7968.71,False,LOAD_CANDIDATE
9010429558,010429558C,False,5920.0,3270.67,0.0,0.0,9190.67,480.0,8710.67,True,LOAD_CANDIDATE
9010429710,010429710C,False,6080.0,3709.62,0.0,0.0,9789.619999999999,630.0,9159.62,True,LOAD_CANDIDATE
9010429711,010429711C,False,6440.0,4488.58,0.0,0.0,10928.58,990.0,9938.58,True,LOAD_CANDIDATE
9010429893,010429893C,False,577.8,0.0,0.0,0.0,577.8,0.0,577.8,False,LOAD_CANDIDATE
9010429958,010429958C,False,12240.0,7623.14,0.0,0.0,19863.14,1400.0,18463.14,True,LOAD_CANDIDATE
9010429965,010429965C,False,9570.0,6946.43,0.0,0.0,16516.43,1425.0,15091.43,True,LOAD_CANDIDATE
9010430017,010430017C,False,6450.0,4488.58,0.0,0.0,10938.58,1020.0,9918.58,True,LOAD_CANDIDATE
9010430023,010430023C,False,5790.0,3359.38,0.0,0.0,9149.380000000001,360.0,8789.38,True,LOAD_CANDIDATE
9010430086,010430086C,False,5160.0,2270.39,0.0,0.0,7430.389999999999,0.0,7430.39,False,LOAD_CANDIDATE
9010430295,010430295C,False,3055.0,1670.0,0.0,0.0,4725.0,345.0,4380.0,True,LOAD_CANDIDATE
9010430296,010430296C,False,6110.0,3806.01,0.0,0.0,9916.01,680.0,9236.01,True,LOAD_CANDIDATE
9010430993,010430993C,False,6450.0,4507.45,0.0,0.0,10957.45,1020.0,9937.45,True,LOAD_CANDIDATE
