TABLE,PLAN,TYPE_CODE,KEY,COLUMN,DROPPED_CAPPED_VALUE,RETAINED_GENUINE_VALUE
QuikGps,9STRWP,PR,9STRWP|99|00|M|SM|01|0000|00|19000101,0,1.0,1.0
QuikGps,9STRWP,PR,9STRWP|99|00|M|SM|01|0000|00|19000101,0,1.0,1.0
QuikGps,9STRWP,PR,9STRWP|99|00|M|SM|01|0000|00|19000101,0,1.0,1.0
QuikGps,9STRWP,PR,9STRWP|99|00|M|SM|01|0000|00|19000101,0,1.0,1.0
QuikGps,7647FP,PR,7647FP|99|00|M|00|01|0000|00|19000101,0,52.0,52.0
QuikGps,7647FP,PR,7647FP|99|00|M|00|01|0000|00|19000101,0,52.0,52.0
QuikGps,7647FP,PR,7647FP|99|00|M|00|01|0000|00|19000101,0,52.0,52.0
QuikGps,7647FP,PR,7647FP|99|00|M|00|01|0000|00|19000101,0,52.0,52.0
QuikGps,7647FP,PR,7647FP|99|00|M|00|01|0000|00|19000101,0,52.0,52.0
QuikGps,7647FP,PR,7647FP|99|00|M|00|01|0000|00|19000101,0,52.0,52.0
QuikGps,7647FP,PR,7647FP|99|00|M|00|01|0000|00|19000101,0,52.0,52.0
QuikGps,7647FP,PR,7647FP|99|00|M|00|01|0000|00|19000101,0,52.0,52.0
QuikGps,7647FP,PR,7647FP|99|00|M|00|01|0000|00|19000101,0,52.0,52.0
QuikGps,7647FP,PR,7647FP|99|00|M|00|01|0000|00|19000101,0,52.0,52.0
QuikGps,7647FP,PR,7647FP|99|00|M|00|01|0000|00|19000101,0,52.0,52.0
QuikGps,7647FP,PR,7647FP|99|00|M|00|01|0000|00|19000101,0,52.0,52.0
QuikGps,7647FP,PR,7647FP|99|00|M|00|01|0000|00|19000101,0,52.0,52.0
QuikGps,7690DT,PR,7690DT|99|00|M|00|01|0000|00|19000101,0,60.0,60.0
QuikGps,7690DT,PR,7690DT|99|00|M|00|01|0000|00|19000101,0,60.0,60.0
QuikGps,7690DT,PR,7690DT|99|00|M|00|01|0000|00|19000101,0,60.0,60.0
QuikGps,7690DT,PR,7690DT|99|00|M|00|01|0000|00|19000101,0,60.0,60.0
QuikGps,7690DT,PR,7690DT|99|00|M|00|01|0000|00|19000101,0,60.0,60.0
QuikGps,7690DT,PR,7690DT|99|00|M|00|01|0000|00|19000101,0,60.0,60.0
QuikGps,7690DT,PR,7690DT|99|00|M|00|01|0000|00|19000101,0,60.0,60.0
QuikGps,7690DT,PR,7690DT|99|00|M|00|01|0000|00|19000101,0,60.0,60.0
QuikGps,7690DT,PR,7690DT|99|00|M|00|01|0000|00|19000101,0,60.0,60.0
QuikGps,7690DT,PR,7690DT|99|00|M|00|01|0000|00|19000101,0,60.0,60.0
QuikGps,7690DT,PR,7690DT|99|00|M|00|01|0000|00|19000101,0,60.0,60.0
QuikGps,7690DT,PR,7690DT|99|00|M|00|01|0000|00|19000101,0,60.0,60.0
QuikGps,7690DT,PR,7690DT|99|00|M|00|01|0000|00|19000101,0,60.0,60.0
QuikGps,7690DT,PR,7690DT|99|00|M|00|01|0000|00|19000101,0,60.0,60.0
QuikGps,7690DT,PR,7690DT|99|00|M|00|01|0000|00|19000101,0,60.0,60.0
QuikGps,7690DT,PR,7690DT|99|00|M|00|01|0000|00|19000101,0,60.0,60.0
QuikGps,7690DT,PR,7690DT|99|00|M|00|01|0000|00|19000101,0,60.0,60.0
QuikGps,7690DT,PR,7690DT|99|00|M|00|01|0000|00|19000101,0,60.0,60.0
QuikGps,943CWP,PR,943CWP|99|00|M|SM|01|0000|00|19000101,0,1.0,1.0
QuikGps,943CWP,PR,943CWP|99|00|M|SM|01|0000|00|19000101,0,1.0,1.0
QuikGps,943CWP,PR,943CWP|99|00|M|SM|01|0000|00|19000101,0,1.0,1.0
QuikGps,943CWP,PR,943CWP|99|00|M|SM|01|0000|00|19000101,0,1.0,1.0
QuikGps,943CWP,PR,943CWP|99|00|M|SM|01|0000|00|19000101,0,1.0,1.0
QuikGps,943CWP,PR,943CWP|99|00|M|SM|01|0000|00|19000101,0,1.0,1.0
QuikGps,943CWP,PR,943CWP|99|00|M|SM|01|0000|00|19000101,0,1.0,1.0
QuikGps,943CWP,PR,943CWP|99|00|M|SM|01|0000|00|19000101,0,1.0,1.0
QuikGps,943CWP,PR,943CWP|99|00|M|SM|01|0000|00|19000101,0,1.0,1.0
QuikGps,943CWP,PR,943CWP|99|00|M|SM|01|0000|00|19000101,0,1.0,1.0
QuikGps,943CWP,PR,943CWP|99|00|M|SM|01|0000|00|19000101,0,1.0,1.0
QuikGps,943CWP,PR,943CWP|99|00|M|SM|01|0000|00|19000101,0,1.0,1.0
QuikGps,943CWP,PR,943CWP|99|00|M|SM|01|0000|00|19000101,0,1.0,1.0
QuikGps,943CWP,PR,943CWP|99|00|M|SM|01|0000|00|19000101,0,1.0,1.0
QuikGps,943CWP,PR,943CWP|99|00|M|SM|01|0000|00|19000101,0,1.0,1.0
QuikGps,943CWP,PR,943CWP|99|00|M|SM|01|0000|00|19000101,0,1.0,1.0
QuikGps,943CWP,PR,943CWP|99|00|M|SM|01|0000|00|19000101,0,1.0,1.0
QuikGps,943CWP,PR,943CWP|99|00|M|SM|01|0000|00|19000101,0,1.0,1.0
QuikGps,1L10SO,PR,1L10SO|99|00|F|PR|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10SO,PR,1L10SO|99|00|F|PR|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10SO,PR,1L10SO|99|00|F|PR|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10SO,PR,1L10SO|99|00|F|PR|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10SO,PR,1L10SO|99|00|F|PR|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10SO,PR,1L10SO|99|00|F|PR|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10SO,PR,1L10SO|99|00|F|PR|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10SO,PR,1L10SO|99|00|F|PR|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10SO,PR,1L10SO|99|00|F|PR|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10SO,PR,1L10SO|99|00|F|PR|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10SO,PR,1L10SO|99|00|F|PR|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10SO,PR,1L10SO|99|00|F|PR|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10SO,PR,1L10SO|99|00|F|PR|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10SO,PR,1L10SO|99|00|F|PR|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10SO,PR,1L10SO|99|00|F|PR|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10SO,PR,1L10SO|99|00|F|PR|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10SO,PR,1L10SO|99|00|F|PR|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10SO,PR,1L10SO|99|00|F|PR|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10SO,PR,1L10SO|99|00|F|SM|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10SO,PR,1L10SO|99|00|F|SM|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10SO,PR,1L10SO|99|00|F|SM|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10SO,PR,1L10SO|99|00|F|SM|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10SO,PR,1L10SO|99|00|F|SM|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10SO,PR,1L10SO|99|00|F|SM|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10SO,PR,1L10SO|99|00|F|SM|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10SO,PR,1L10SO|99|00|F|SM|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10SO,PR,1L10SO|99|00|F|SM|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10SO,PR,1L10SO|99|00|F|SM|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10SO,PR,1L10SO|99|00|F|SM|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10SO,PR,1L10SO|99|00|F|SM|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10SO,PR,1L10SO|99|00|F|SM|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10SO,PR,1L10SO|99|00|F|SM|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10SO,PR,1L10SO|99|00|F|SM|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10SO,PR,1L10SO|99|00|F|SM|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10SO,PR,1L10SO|99|00|F|SM|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10SO,PR,1L10SO|99|00|F|SM|01|0000|00|19000101,0,0.01,0.01
QuikGps,5667AT,PR,5667AT|99|00|M|SM|01|0000|00|19000101,0,735.0,700.12
QuikGps,7647FP,PR,7647FP|99|00|M|00|01|0000|00|19000101,0,52.0,52.0
QuikGps,7647FP,PR,7647FP|99|00|M|00|01|0000|00|19000101,0,52.0,52.0
QuikGps,7647FP,PR,7647FP|99|00|M|00|01|0000|00|19000101,0,52.0,52.0
QuikGps,7647FP,PR,7647FP|99|00|M|00|01|0000|00|19000101,0,52.0,52.0
QuikGps,7647FP,PR,7647FP|99|00|M|00|01|0000|00|19000101,0,52.0,52.0
QuikGps,1L10PR,PR,1L10PR|99|00|M|PR|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10PR,PR,1L10PR|99|00|M|PR|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10PR,PR,1L10PR|99|00|M|PR|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10PR,PR,1L10PR|99|00|M|PR|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10PR,PR,1L10PR|99|00|M|PR|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10PR,PR,1L10PR|99|00|M|PR|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10PR,PR,1L10PR|99|00|M|PR|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10PR,PR,1L10PR|99|00|M|PR|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10PR,PR,1L10PR|99|00|M|PR|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10PR,PR,1L10PR|99|00|M|PR|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10PR,PR,1L10PR|99|00|M|PR|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10PR,PR,1L10PR|99|00|M|PR|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10PR,PR,1L10PR|99|00|M|PR|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10PR,PR,1L10PR|99|00|M|PR|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10PR,PR,1L10PR|99|00|M|PR|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10PR,PR,1L10PR|99|00|M|PR|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10PR,PR,1L10PR|99|00|M|PR|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10PR,PR,1L10PR|99|00|M|PR|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10PR,PR,1L10PR|99|00|M|SM|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10PR,PR,1L10PR|99|00|M|SM|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10PR,PR,1L10PR|99|00|M|SM|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10PR,PR,1L10PR|99|00|M|SM|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10PR,PR,1L10PR|99|00|M|SM|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10PR,PR,1L10PR|99|00|M|SM|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10PR,PR,1L10PR|99|00|M|SM|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10PR,PR,1L10PR|99|00|M|SM|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10PR,PR,1L10PR|99|00|M|SM|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10PR,PR,1L10PR|99|00|M|SM|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10PR,PR,1L10PR|99|00|M|SM|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10PR,PR,1L10PR|99|00|M|SM|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10PR,PR,1L10PR|99|00|M|SM|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10PR,PR,1L10PR|99|00|M|SM|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10PR,PR,1L10PR|99|00|M|SM|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10PR,PR,1L10PR|99|00|M|SM|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10PR,PR,1L10PR|99|00|M|SM|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10PR,PR,1L10PR|99|00|M|SM|01|0000|00|19000101,0,0.01,0.01
QuikGps,578CTR,PR,578CTR|99|00|M|SM|01|0000|00|19000101,0,30.0,30.0
QuikGps,578CTR,PR,578CTR|99|00|M|SM|01|0000|00|19000101,0,30.0,30.0
QuikGps,578CTR,PR,578CTR|99|00|M|SM|01|0000|00|19000101,0,30.0,30.0
QuikGps,578CTR,PR,578CTR|99|00|M|SM|01|0000|00|19000101,0,30.0,30.0
QuikGps,578CTR,PR,578CTR|99|00|M|SM|01|0000|00|19000101,0,30.0,30.0
QuikGps,578CTR,PR,578CTR|99|00|M|SM|01|0000|00|19000101,0,30.0,30.0
QuikGps,578CTR,PR,578CTR|99|00|M|SM|01|0000|00|19000101,0,30.0,30.0
QuikGps,578CTR,PR,578CTR|99|00|M|SM|01|0000|00|19000101,0,30.0,30.0
QuikGps,578CTR,PR,578CTR|99|00|M|SM|01|0000|00|19000101,0,30.0,30.0
QuikGps,578CTR,PR,578CTR|99|00|M|SM|01|0000|00|19000101,0,30.0,30.0
QuikGps,578CTR,PR,578CTR|99|00|M|SM|01|0000|00|19000101,0,30.0,30.0
QuikGps,578CTR,PR,578CTR|99|00|M|SM|01|0000|00|19000101,0,30.0,30.0
QuikGps,578CTR,PR,578CTR|99|00|M|SM|01|0000|00|19000101,0,30.0,30.0
QuikGps,578CTR,PR,578CTR|99|00|M|SM|01|0000|00|19000101,0,30.0,30.0
QuikGps,578CTR,PR,578CTR|99|00|M|SM|01|0000|00|19000101,0,30.0,30.0
QuikGps,578CTR,PR,578CTR|99|00|M|SM|01|0000|00|19000101,0,30.0,30.0
QuikGps,578CTR,PR,578CTR|99|00|M|SM|01|0000|00|19000101,0,30.0,30.0
QuikGps,578CTR,PR,578CTR|99|00|M|SM|01|0000|00|19000101,0,30.0,30.0
QuikGps,1L10SO,PR,1L10SO|99|00|M|PR|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10SO,PR,1L10SO|99|00|M|PR|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10SO,PR,1L10SO|99|00|M|PR|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10SO,PR,1L10SO|99|00|M|PR|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10SO,PR,1L10SO|99|00|M|PR|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10SO,PR,1L10SO|99|00|M|PR|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10SO,PR,1L10SO|99|00|M|PR|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10SO,PR,1L10SO|99|00|M|PR|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10SO,PR,1L10SO|99|00|M|PR|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10SO,PR,1L10SO|99|00|M|PR|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10SO,PR,1L10SO|99|00|M|PR|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10SO,PR,1L10SO|99|00|M|PR|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10SO,PR,1L10SO|99|00|M|PR|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10SO,PR,1L10SO|99|00|M|PR|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10SO,PR,1L10SO|99|00|M|PR|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10SO,PR,1L10SO|99|00|M|PR|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10SO,PR,1L10SO|99|00|M|PR|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10SO,PR,1L10SO|99|00|M|PR|01|0000|00|19000101,0,0.01,0.01
QuikGps,9CTRWP,PR,9CTRWP|99|00|M|SM|01|0000|00|19000101,0,1.0,1.0
QuikGps,9CTRWP,PR,9CTRWP|99|00|M|SM|01|0000|00|19000101,0,1.0,1.0
QuikGps,9CTRWP,PR,9CTRWP|99|00|M|SM|01|0000|00|19000101,0,1.0,1.0
QuikGps,9CTRWP,PR,9CTRWP|99|00|M|SM|01|0000|00|19000101,0,1.0,1.0
QuikGps,9CTRWP,PR,9CTRWP|99|00|M|SM|01|0000|00|19000101,0,1.0,1.0
QuikGps,9CTRWP,PR,9CTRWP|99|00|M|SM|01|0000|00|19000101,0,1.0,1.0
QuikGps,9CTRWP,PR,9CTRWP|99|00|M|SM|01|0000|00|19000101,0,1.0,1.0
QuikGps,9CTRWP,PR,9CTRWP|99|00|M|SM|01|0000|00|19000101,0,1.0,1.0
QuikGps,9CTRWP,PR,9CTRWP|99|00|M|SM|01|0000|00|19000101,0,1.0,1.0
QuikGps,9CTRWP,PR,9CTRWP|99|00|M|SM|01|0000|00|19000101,0,1.0,1.0
QuikGps,9CTRWP,PR,9CTRWP|99|00|M|SM|01|0000|00|19000101,0,1.0,1.0
QuikGps,9CTRWP,PR,9CTRWP|99|00|M|SM|01|0000|00|19000101,0,1.0,1.0
QuikGps,9CTRWP,PR,9CTRWP|99|00|M|SM|01|0000|00|19000101,0,1.0,1.0
QuikGps,9CTRWP,PR,9CTRWP|99|00|M|SM|01|0000|00|19000101,0,1.0,1.0
QuikGps,9CTRWP,PR,9CTRWP|99|00|M|SM|01|0000|00|19000101,0,1.0,1.0
QuikGps,9CTRWP,PR,9CTRWP|99|00|M|SM|01|0000|00|19000101,0,1.0,1.0
QuikGps,9CTRWP,PR,9CTRWP|99|00|M|SM|01|0000|00|19000101,0,1.0,1.0
QuikGps,9CTRWP,PR,9CTRWP|99|00|M|SM|01|0000|00|19000101,0,1.0,1.0
QuikGps,967ADB,PR,967ADB|99|00|M|SM|01|0000|00|19000101,0,1.6,1.6
QuikGps,967ADB,PR,967ADB|99|00|M|SM|01|0000|00|19000101,0,1.6,1.6
QuikGps,967ADB,PR,967ADB|99|00|M|SM|01|0000|00|19000101,0,1.6,1.6
QuikGps,967ADB,PR,967ADB|99|00|M|SM|01|0000|00|19000101,0,1.6,1.6
QuikGps,967ADB,PR,967ADB|99|00|M|SM|01|0000|00|19000101,0,1.6,1.6
QuikGps,967ADB,PR,967ADB|99|00|M|SM|01|0000|00|19000101,0,1.6,1.6
QuikGps,967ADB,PR,967ADB|99|00|M|SM|01|0000|00|19000101,0,1.6,1.6
QuikGps,967ADB,PR,967ADB|99|00|M|SM|01|0000|00|19000101,0,1.6,1.6
QuikGps,967ADB,PR,967ADB|99|00|M|SM|01|0000|00|19000101,0,1.6,1.6
QuikGps,967ADB,PR,967ADB|99|00|M|SM|01|0000|00|19000101,0,1.6,1.6
QuikGps,967ADB,PR,967ADB|99|00|M|SM|01|0000|00|19000101,0,1.6,1.6
QuikGps,967ADB,PR,967ADB|99|00|M|SM|01|0000|00|19000101,0,1.6,1.6
QuikGps,967ADB,PR,967ADB|99|00|M|SM|01|0000|00|19000101,0,1.6,1.6
QuikGps,967ADB,PR,967ADB|99|00|M|SM|01|0000|00|19000101,0,1.6,1.6
QuikGps,967ADB,PR,967ADB|99|00|M|SM|01|0000|00|19000101,0,1.6,1.6
QuikGps,967ADB,PR,967ADB|99|00|M|SM|01|0000|00|19000101,0,1.6,1.6
QuikGps,967ADB,PR,967ADB|99|00|M|SM|01|0000|00|19000101,0,1.6,1.6
QuikGps,967ADB,PR,967ADB|99|00|M|SM|01|0000|00|19000101,0,1.6,1.6
QuikGps,9FTRWP,PR,9FTRWP|99|00|M|SM|01|0000|00|19000101,0,1.0,1.0
QuikGps,9FTRWP,PR,9FTRWP|99|00|M|SM|01|0000|00|19000101,0,1.0,1.0
QuikGps,9FTRWP,PR,9FTRWP|99|00|M|SM|01|0000|00|19000101,0,1.0,1.0
QuikGps,9FTRWP,PR,9FTRWP|99|00|M|SM|01|0000|00|19000101,0,1.0,1.0
QuikGps,9FTRWP,PR,9FTRWP|99|00|M|SM|01|0000|00|19000101,0,1.0,1.0
QuikGps,9FTRWP,PR,9FTRWP|99|00|M|SM|01|0000|00|19000101,0,1.0,1.0
QuikGps,9FTRWP,PR,9FTRWP|99|00|M|SM|01|0000|00|19000101,0,1.0,1.0
QuikGps,9FTRWP,PR,9FTRWP|99|00|M|SM|01|0000|00|19000101,0,1.0,1.0
QuikGps,9FTRWP,PR,9FTRWP|99|00|M|SM|01|0000|00|19000101,0,1.0,1.0
QuikGps,9FTRWP,PR,9FTRWP|99|00|M|SM|01|0000|00|19000101,0,1.0,1.0
QuikGps,9FTRWP,PR,9FTRWP|99|00|M|SM|01|0000|00|19000101,0,1.0,1.0
QuikGps,9FTRWP,PR,9FTRWP|99|00|M|SM|01|0000|00|19000101,0,1.0,1.0
QuikGps,9FTRWP,PR,9FTRWP|99|00|M|SM|01|0000|00|19000101,0,1.0,1.0
QuikGps,9FTRWP,PR,9FTRWP|99|00|M|SM|01|0000|00|19000101,0,1.0,1.0
QuikGps,9FTRWP,PR,9FTRWP|99|00|M|SM|01|0000|00|19000101,0,1.0,1.0
QuikGps,9FTRWP,PR,9FTRWP|99|00|M|SM|01|0000|00|19000101,0,1.0,1.0
QuikGps,9FTRWP,PR,9FTRWP|99|00|M|SM|01|0000|00|19000101,0,1.0,1.0
QuikGps,9FTRWP,PR,9FTRWP|99|00|M|SM|01|0000|00|19000101,0,1.0,1.0
QuikGps,1L10SO,PR,1L10SO|99|00|M|SM|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10SO,PR,1L10SO|99|00|M|SM|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10SO,PR,1L10SO|99|00|M|SM|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10SO,PR,1L10SO|99|00|M|SM|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10SO,PR,1L10SO|99|00|M|SM|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10SO,PR,1L10SO|99|00|M|SM|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10SO,PR,1L10SO|99|00|M|SM|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10SO,PR,1L10SO|99|00|M|SM|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10SO,PR,1L10SO|99|00|M|SM|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10SO,PR,1L10SO|99|00|M|SM|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10SO,PR,1L10SO|99|00|M|SM|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10SO,PR,1L10SO|99|00|M|SM|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10SO,PR,1L10SO|99|00|M|SM|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10SO,PR,1L10SO|99|00|M|SM|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10SO,PR,1L10SO|99|00|M|SM|01|0000|00|19000101,0,0.01,0.01
QuikGps,1L10SO,PR,1L10SO|99|00|M|SM|01|0000|00|19000101,0,0.01,0.01
