audit_timestamp,production_dbf_flag,package_type,parent_claim_id,reconstructed_claim_id,derivation_candidate_id,claim_family,blocker_type,orphan_payment_amount,governance_status,severity,remediability,business_review_required,remediation_workflow,business_summary,rulebook_lineage
2026-05-24T19:22:25Z,N,REMAINING_ORPHAN_REVIEW,RC-9010425928-1-DEATH_CLAIM-C0-20231017,RC-9010425928-1-DEATH_CLAIM-C0-20231017,QDC-CPS-RC-9010425928-1-DEATH_CLAIM-C0-20231017-P1,DEATH_CLAIM,LIFECYCLE_BLOCKED,11036.05,NEEDS_RULE_REFINEMENT,MEDIUM,RECOVERABLE,N,LIFECYCLE_REPLAY_AUTHORIZATION,Orphan payment $11036.05 blocked because parent claim is lifecycle blocked. Recommended workflow: LIFECYCLE_REPLAY_AUTHORIZATION.,phase16e_qa_uat_orphan_package
2026-05-24T19:22:25Z,N,REMAINING_ORPHAN_REVIEW,RC-9010413628-1-DEATH_CLAIM-C0-20210531,RC-9010413628-1-DEATH_CLAIM-C0-20210531,QDC-CPS-RC-9010413628-1-DEATH_CLAIM-C0-20210531-P1,DEATH_CLAIM,LIFECYCLE_BLOCKED,10234.54,NEEDS_RULE_REFINEMENT,MEDIUM,RECOVERABLE,N,LIFECYCLE_REPLAY_AUTHORIZATION,Orphan payment $10234.54 blocked because parent claim is lifecycle blocked. Recommended workflow: LIFECYCLE_REPLAY_AUTHORIZATION.,phase16e_qa_uat_orphan_package
2026-05-24T19:22:25Z,N,REMAINING_ORPHAN_REVIEW,RC-9010426961-1-DEATH_CLAIM-C0-20260125,RC-9010426961-1-DEATH_CLAIM-C0-20260125,QDC-CPS-RC-9010426961-1-DEATH_CLAIM-C0-20260125-P2,DEATH_CLAIM,LIFECYCLE_BLOCKED,15778.65,NEEDS_RULE_REFINEMENT,MEDIUM,RECOVERABLE,N,LIFECYCLE_REPLAY_AUTHORIZATION,Orphan payment $15778.65 blocked because parent claim is lifecycle blocked. Recommended workflow: LIFECYCLE_REPLAY_AUTHORIZATION.,phase16e_qa_uat_orphan_package
2026-05-24T19:22:25Z,N,REMAINING_ORPHAN_REVIEW,RC-9010427723-1-DEATH_CLAIM-C0-20180117,RC-9010427723-1-DEATH_CLAIM-C0-20180117,QDC-CPS-RC-9010427723-1-DEATH_CLAIM-C0-20180117-P1,DEATH_CLAIM,LIFECYCLE_BLOCKED,13503.51,NEEDS_RULE_REFINEMENT,MEDIUM,RECOVERABLE,N,LIFECYCLE_REPLAY_AUTHORIZATION,Orphan payment $13503.51 blocked because parent claim is lifecycle blocked. Recommended workflow: LIFECYCLE_REPLAY_AUTHORIZATION.,phase16e_qa_uat_orphan_package
2026-05-24T19:22:25Z,N,REMAINING_ORPHAN_REVIEW,RC-9010430296-1-DEATH_CLAIM-C0-20230726,RC-9010430296-1-DEATH_CLAIM-C0-20230726,QDC-CPS-RC-9010430296-1-DEATH_CLAIM-C0-20230726-P1,DEATH_CLAIM,LIFECYCLE_BLOCKED,11639.54,NEEDS_RULE_REFINEMENT,MEDIUM,RECOVERABLE,N,LIFECYCLE_REPLAY_AUTHORIZATION,Orphan payment $11639.54 blocked because parent claim is lifecycle blocked. Recommended workflow: LIFECYCLE_REPLAY_AUTHORIZATION.,phase16e_qa_uat_orphan_package
2026-05-24T19:22:25Z,N,REMAINING_ORPHAN_REVIEW,RC-9010430023-1-DEATH_CLAIM-C0-20201201,RC-9010430023-1-DEATH_CLAIM-C0-20201201,QDC-CPS-RC-9010430023-1-DEATH_CLAIM-C0-20201201-P1,DEATH_CLAIM,LIFECYCLE_BLOCKED,10226.15,NEEDS_RULE_REFINEMENT,MEDIUM,RECOVERABLE,N,LIFECYCLE_REPLAY_AUTHORIZATION,Orphan payment $10226.15 blocked because parent claim is lifecycle blocked. Recommended workflow: LIFECYCLE_REPLAY_AUTHORIZATION.,phase16e_qa_uat_orphan_package
2026-05-24T19:22:25Z,N,REMAINING_ORPHAN_REVIEW,RC-9010429965-1-DEATH_CLAIM-C0-20251105,RC-9010429965-1-DEATH_CLAIM-C0-20251105,QDC-CPS-RC-9010429965-1-DEATH_CLAIM-C0-20251105-P1,DEATH_CLAIM,LIFECYCLE_BLOCKED,21055.31,NEEDS_RULE_REFINEMENT,MEDIUM,RECOVERABLE,N,LIFECYCLE_REPLAY_AUTHORIZATION,Orphan payment $21055.31 blocked because parent claim is lifecycle blocked. Recommended workflow: LIFECYCLE_REPLAY_AUTHORIZATION.,phase16e_qa_uat_orphan_package
2026-05-24T19:22:25Z,N,REMAINING_ORPHAN_REVIEW,RC-9010429958-1-DEATH_CLAIM-C0-20260221,RC-9010429958-1-DEATH_CLAIM-C0-20260221,QDC-CPS-RC-9010429958-1-DEATH_CLAIM-C0-20260221-P1,DEATH_CLAIM,UNBALANCED_PARENT,20283.84,PRODUCTION_BLOCKED,HIGH,PARTIALLY_RECOVERABLE,Y,PARENT_CLAIM_REMEDIATION,Orphan payment $20283.84 blocked because parent claim is unbalanced parent. Recommended workflow: PARENT_CLAIM_REMEDIATION.,phase16e_qa_uat_orphan_package
2026-05-24T19:22:25Z,N,REMAINING_ORPHAN_REVIEW,RC-9010429558-1-DEATH_CLAIM-C0-20210821,RC-9010429558-1-DEATH_CLAIM-C0-20210821,QDC-CPS-RC-9010429558-1-DEATH_CLAIM-C0-20210821-P1,DEATH_CLAIM,LIFECYCLE_BLOCKED,12604.44,NEEDS_RULE_REFINEMENT,MEDIUM,RECOVERABLE,N,LIFECYCLE_REPLAY_AUTHORIZATION,Orphan payment $12604.44 blocked because parent claim is lifecycle blocked. Recommended workflow: LIFECYCLE_REPLAY_AUTHORIZATION.,phase16e_qa_uat_orphan_package
2026-05-24T19:22:25Z,N,REMAINING_ORPHAN_REVIEW,RC-9010429064-1-DEATH_CLAIM-C0-20240110,RC-9010429064-1-DEATH_CLAIM-C0-20240110,QDC-CPS-RC-9010429064-1-DEATH_CLAIM-C0-20240110-P1,DEATH_CLAIM,LIFECYCLE_BLOCKED,22711.07,NEEDS_RULE_REFINEMENT,MEDIUM,RECOVERABLE,N,LIFECYCLE_REPLAY_AUTHORIZATION,Orphan payment $22711.07 blocked because parent claim is lifecycle blocked. Recommended workflow: LIFECYCLE_REPLAY_AUTHORIZATION.,phase16e_qa_uat_orphan_package
2026-05-24T19:22:25Z,N,REMAINING_ORPHAN_REVIEW,RC-9010442230-1-DEATH_CLAIM-C0-20250726,RC-9010442230-1-DEATH_CLAIM-C0-20250726,QDC-CPS-RC-9010442230-1-DEATH_CLAIM-C0-20250726-P1,DEATH_CLAIM,LIFECYCLE_BLOCKED,30774.01,NEEDS_RULE_REFINEMENT,MEDIUM,RECOVERABLE,N,LIFECYCLE_REPLAY_AUTHORIZATION,Orphan payment $30774.01 blocked because parent claim is lifecycle blocked. Recommended workflow: LIFECYCLE_REPLAY_AUTHORIZATION.,phase16e_qa_uat_orphan_package
2026-05-24T19:22:25Z,N,REMAINING_ORPHAN_REVIEW,RC-9010432782-1-DEATH_CLAIM-C0-20190307,RC-9010432782-1-DEATH_CLAIM-C0-20190307,QDC-CPS-RC-9010432782-1-DEATH_CLAIM-C0-20190307-P1,DEATH_CLAIM,LIFECYCLE_BLOCKED,10394.33,NEEDS_RULE_REFINEMENT,MEDIUM,RECOVERABLE,N,LIFECYCLE_REPLAY_AUTHORIZATION,Orphan payment $10394.33 blocked because parent claim is lifecycle blocked. Recommended workflow: LIFECYCLE_REPLAY_AUTHORIZATION.,phase16e_qa_uat_orphan_package
2026-05-24T19:22:25Z,N,REMAINING_ORPHAN_REVIEW,RC-9010413417-1-DEATH_CLAIM-C0-20181227,RC-9010413417-1-DEATH_CLAIM-C0-20181227,QDC-CPS-RC-9010413417-1-DEATH_CLAIM-C0-20181227-P1,DEATH_CLAIM,UNBALANCED_PARENT,11563.2,PRODUCTION_BLOCKED,HIGH,PARTIALLY_RECOVERABLE,Y,PARENT_CLAIM_REMEDIATION,Orphan payment $11563.2 blocked because parent claim is unbalanced parent. Recommended workflow: PARENT_CLAIM_REMEDIATION.,phase16e_qa_uat_orphan_package
2026-05-24T19:22:25Z,N,REMAINING_ORPHAN_REVIEW,RC-9011156098-1-DEATH_CLAIM-C0-20230213,RC-9011156098-1-DEATH_CLAIM-C0-20230213,QDC-CPS-RC-9011156098-1-DEATH_CLAIM-C0-20230213-P1,DEATH_CLAIM,UNBALANCED_PARENT,15000.0,PRODUCTION_BLOCKED,HIGH,PARTIALLY_RECOVERABLE,Y,PARENT_CLAIM_REMEDIATION,Orphan payment $15000.0 blocked because parent claim is unbalanced parent. Recommended workflow: PARENT_CLAIM_REMEDIATION.,phase16e_qa_uat_orphan_package
2026-05-24T19:22:25Z,N,REMAINING_ORPHAN_REVIEW,RC-9011156098-1-DEATH_CLAIM-C0-20230213,RC-9011156098-1-DEATH_CLAIM-C0-20230213,QDC-CPS-RC-9011156098-1-DEATH_CLAIM-C0-20230213-P2,DEATH_CLAIM,UNBALANCED_PARENT,15000.0,PRODUCTION_BLOCKED,HIGH,PARTIALLY_RECOVERABLE,Y,PARENT_CLAIM_REMEDIATION,Orphan payment $15000.0 blocked because parent claim is unbalanced parent. Recommended workflow: PARENT_CLAIM_REMEDIATION.,phase16e_qa_uat_orphan_package
2026-05-24T19:22:25Z,N,REMAINING_ORPHAN_REVIEW,RC-9010444207-1-DEATH_CLAIM-C0-20220316,RC-9010444207-1-DEATH_CLAIM-C0-20220316,QDC-CPS-RC-9010444207-1-DEATH_CLAIM-C0-20220316-P1,DEATH_CLAIM,LIFECYCLE_BLOCKED,12591.98,NEEDS_RULE_REFINEMENT,MEDIUM,RECOVERABLE,N,LIFECYCLE_REPLAY_AUTHORIZATION,Orphan payment $12591.98 blocked because parent claim is lifecycle blocked. Recommended workflow: LIFECYCLE_REPLAY_AUTHORIZATION.,phase16e_qa_uat_orphan_package
2026-05-24T19:22:25Z,N,REMAINING_ORPHAN_REVIEW,RC-9010461689-1-DEATH_CLAIM-C0-20210923,RC-9010461689-1-DEATH_CLAIM-C0-20210923,QDC-CPS-RC-9010461689-1-DEATH_CLAIM-C0-20210923-P1,DEATH_CLAIM,UNBALANCED_PARENT,11929.48,PRODUCTION_BLOCKED,HIGH,PARTIALLY_RECOVERABLE,Y,PARENT_CLAIM_REMEDIATION,Orphan payment $11929.48 blocked because parent claim is unbalanced parent. Recommended workflow: PARENT_CLAIM_REMEDIATION.,phase16e_qa_uat_orphan_package
2026-05-24T19:22:25Z,N,REMAINING_ORPHAN_REVIEW,RC-9010446638-1-DEATH_CLAIM-C0-20201125,RC-9010446638-1-DEATH_CLAIM-C0-20201125,QDC-CPS-RC-9010446638-1-DEATH_CLAIM-C0-20201125-P1,DEATH_CLAIM,LIFECYCLE_BLOCKED,26096.36,NEEDS_RULE_REFINEMENT,MEDIUM,RECOVERABLE,N,LIFECYCLE_REPLAY_AUTHORIZATION,Orphan payment $26096.36 blocked because parent claim is lifecycle blocked. Recommended workflow: LIFECYCLE_REPLAY_AUTHORIZATION.,phase16e_qa_uat_orphan_package
2026-05-24T19:22:25Z,N,REMAINING_ORPHAN_REVIEW,RC-9010447574-1-DEATH_CLAIM-C0-20210322,RC-9010447574-1-DEATH_CLAIM-C0-20210322,QDC-CPS-RC-9010447574-1-DEATH_CLAIM-C0-20210322-P1,DEATH_CLAIM,UNBALANCED_PARENT,11638.78,PRODUCTION_BLOCKED,HIGH,PARTIALLY_RECOVERABLE,Y,PARENT_CLAIM_REMEDIATION,Orphan payment $11638.78 blocked because parent claim is unbalanced parent. Recommended workflow: PARENT_CLAIM_REMEDIATION.,phase16e_qa_uat_orphan_package
2026-05-24T19:22:25Z,N,REMAINING_ORPHAN_REVIEW,RC-9010439836-1-DEATH_CLAIM-C0-20250602,RC-9010439836-1-DEATH_CLAIM-C0-20250602,QDC-CPS-RC-9010439836-1-DEATH_CLAIM-C0-20250602-P1,DEATH_CLAIM,LIFECYCLE_BLOCKED,19046.05,NEEDS_RULE_REFINEMENT,MEDIUM,RECOVERABLE,N,LIFECYCLE_REPLAY_AUTHORIZATION,Orphan payment $19046.05 blocked because parent claim is lifecycle blocked. Recommended workflow: LIFECYCLE_REPLAY_AUTHORIZATION.,phase16e_qa_uat_orphan_package
2026-05-24T19:22:25Z,N,REMAINING_ORPHAN_REVIEW,RC-9010894951-1-DEATH_CLAIM-C0-20230331,RC-9010894951-1-DEATH_CLAIM-C0-20230331,QDC-CPS-RC-9010894951-1-DEATH_CLAIM-C0-20230331-P2,DEATH_CLAIM,LIFECYCLE_BLOCKED,14442.87,NEEDS_RULE_REFINEMENT,MEDIUM,RECOVERABLE,N,LIFECYCLE_REPLAY_AUTHORIZATION,Orphan payment $14442.87 blocked because parent claim is lifecycle blocked. Recommended workflow: LIFECYCLE_REPLAY_AUTHORIZATION.,phase16e_qa_uat_orphan_package
2026-05-24T19:22:25Z,N,REMAINING_ORPHAN_REVIEW,RC-9010894951-1-DEATH_CLAIM-C0-20230331,RC-9010894951-1-DEATH_CLAIM-C0-20230331,QDC-CPS-RC-9010894951-1-DEATH_CLAIM-C0-20230331-P1,DEATH_CLAIM,LIFECYCLE_BLOCKED,14442.87,NEEDS_RULE_REFINEMENT,MEDIUM,RECOVERABLE,N,LIFECYCLE_REPLAY_AUTHORIZATION,Orphan payment $14442.87 blocked because parent claim is lifecycle blocked. Recommended workflow: LIFECYCLE_REPLAY_AUTHORIZATION.,phase16e_qa_uat_orphan_package
2026-05-24T19:22:25Z,N,REMAINING_ORPHAN_REVIEW,RC-9010847570-1-DEATH_CLAIM-C1-20220421,RC-9010847570-1-DEATH_CLAIM-C1-20220421,QDC-CPS-RC-9010847570-1-DEATH_CLAIM-C1-20220421-P1,DEATH_CLAIM,UNBALANCED_PARENT,28834.15,PRODUCTION_BLOCKED,HIGH,PARTIALLY_RECOVERABLE,Y,PARENT_CLAIM_REMEDIATION,Orphan payment $28834.15 blocked because parent claim is unbalanced parent. Recommended workflow: PARENT_CLAIM_REMEDIATION.,phase16e_qa_uat_orphan_package
2026-05-24T19:22:25Z,N,REMAINING_ORPHAN_REVIEW,RC-9010515598-1-DEATH_CLAIM-C0-20230214,RC-9010515598-1-DEATH_CLAIM-C0-20230214,QDC-CPS-RC-9010515598-1-DEATH_CLAIM-C0-20230214-P1,DEATH_CLAIM,UNBALANCED_PARENT,12056.64,PRODUCTION_BLOCKED,HIGH,PARTIALLY_RECOVERABLE,Y,PARENT_CLAIM_REMEDIATION,Orphan payment $12056.64 blocked because parent claim is unbalanced parent. Recommended workflow: PARENT_CLAIM_REMEDIATION.,phase16e_qa_uat_orphan_package
2026-05-24T19:22:25Z,N,REMAINING_ORPHAN_REVIEW,RC-9010842291-1-DEATH_CLAIM-C1-20211130,RC-9010842291-1-DEATH_CLAIM-C1-20211130,QDC-CPS-RC-9010842291-1-DEATH_CLAIM-C1-20211130-P2,DEATH_CLAIM,UNBALANCED_PARENT,12972.01,PRODUCTION_BLOCKED,HIGH,PARTIALLY_RECOVERABLE,Y,PARENT_CLAIM_REMEDIATION,Orphan payment $12972.01 blocked because parent claim is unbalanced parent. Recommended workflow: PARENT_CLAIM_REMEDIATION.,phase16e_qa_uat_orphan_package
2026-05-24T19:22:25Z,N,REMAINING_ORPHAN_REVIEW,RC-9010520217-1-DEATH_CLAIM-C0-20221029,RC-9010520217-1-DEATH_CLAIM-C0-20221029,QDC-CPS-RC-9010520217-1-DEATH_CLAIM-C0-20221029-P1,DEATH_CLAIM,LIFECYCLE_BLOCKED,14934.6,NEEDS_RULE_REFINEMENT,MEDIUM,RECOVERABLE,N,LIFECYCLE_REPLAY_AUTHORIZATION,Orphan payment $14934.6 blocked because parent claim is lifecycle blocked. Recommended workflow: LIFECYCLE_REPLAY_AUTHORIZATION.,phase16e_qa_uat_orphan_package
2026-05-24T19:22:25Z,N,REMAINING_ORPHAN_REVIEW,RC-9010518050-1-DEATH_CLAIM-C0-20210514,RC-9010518050-1-DEATH_CLAIM-C0-20210514,QDC-CPS-RC-9010518050-1-DEATH_CLAIM-C0-20210514-P1,DEATH_CLAIM,LIFECYCLE_BLOCKED,10680.15,NEEDS_RULE_REFINEMENT,MEDIUM,RECOVERABLE,N,LIFECYCLE_REPLAY_AUTHORIZATION,Orphan payment $10680.15 blocked because parent claim is lifecycle blocked. Recommended workflow: LIFECYCLE_REPLAY_AUTHORIZATION.,phase16e_qa_uat_orphan_package
2026-05-24T19:22:25Z,N,REMAINING_ORPHAN_REVIEW,RC-9010501836-1-DEATH_CLAIM-C0-20190107,RC-9010501836-1-DEATH_CLAIM-C0-20190107,QDC-CPS-RC-9010501836-1-DEATH_CLAIM-C0-20190107-P1,DEATH_CLAIM,LIFECYCLE_BLOCKED,14953.14,NEEDS_RULE_REFINEMENT,MEDIUM,RECOVERABLE,N,LIFECYCLE_REPLAY_AUTHORIZATION,Orphan payment $14953.14 blocked because parent claim is lifecycle blocked. Recommended workflow: LIFECYCLE_REPLAY_AUTHORIZATION.,phase16e_qa_uat_orphan_package
2026-05-24T19:22:25Z,N,REMAINING_ORPHAN_REVIEW,RC-9010764834-1-DEATH_CLAIM-C1-20180612,RC-9010764834-1-DEATH_CLAIM-C1-20180612,QDC-CPS-RC-9010764834-1-DEATH_CLAIM-C1-20180612-P1,DEATH_CLAIM,UNBALANCED_PARENT,10493.02,PRODUCTION_BLOCKED,HIGH,PARTIALLY_RECOVERABLE,Y,PARENT_CLAIM_REMEDIATION,Orphan payment $10493.02 blocked because parent claim is unbalanced parent. Recommended workflow: PARENT_CLAIM_REMEDIATION.,phase16e_qa_uat_orphan_package
2026-05-24T19:22:25Z,N,REMAINING_ORPHAN_REVIEW,RC-9010526526-1-DEATH_CLAIM-C0-20180906,RC-9010526526-1-DEATH_CLAIM-C0-20180906,QDC-CPS-RC-9010526526-1-DEATH_CLAIM-C0-20180906-P1,DEATH_CLAIM,LIFECYCLE_BLOCKED,19070.01,NEEDS_RULE_REFINEMENT,MEDIUM,RECOVERABLE,N,LIFECYCLE_REPLAY_AUTHORIZATION,Orphan payment $19070.01 blocked because parent claim is lifecycle blocked. Recommended workflow: LIFECYCLE_REPLAY_AUTHORIZATION.,phase16e_qa_uat_orphan_package
2026-05-24T19:22:25Z,N,REMAINING_ORPHAN_REVIEW,RC-9010764834-1-DEATH_CLAIM-C0-20180326,RC-9010764834-1-DEATH_CLAIM-C0-20180326,QDC-CPS-RC-9010764834-1-DEATH_CLAIM-C0-20180326-P1,DEATH_CLAIM,UNBALANCED_PARENT,10493.02,PRODUCTION_BLOCKED,HIGH,PARTIALLY_RECOVERABLE,Y,PARENT_CLAIM_REMEDIATION,Orphan payment $10493.02 blocked because parent claim is unbalanced parent. Recommended workflow: PARENT_CLAIM_REMEDIATION.,phase16e_qa_uat_orphan_package
2026-05-24T19:22:25Z,N,REMAINING_ORPHAN_REVIEW,RC-9010764834-1-DEATH_CLAIM-C0-20180326,RC-9010764834-1-DEATH_CLAIM-C0-20180326,QDC-CPS-RC-9010764834-1-DEATH_CLAIM-C0-20180326-P2,DEATH_CLAIM,UNBALANCED_PARENT,10577.42,PRODUCTION_BLOCKED,HIGH,PARTIALLY_RECOVERABLE,Y,PARENT_CLAIM_REMEDIATION,Orphan payment $10577.42 blocked because parent claim is unbalanced parent. Recommended workflow: PARENT_CLAIM_REMEDIATION.,phase16e_qa_uat_orphan_package
2026-05-24T19:22:25Z,N,REMAINING_ORPHAN_REVIEW,RC-9010502820-1-DEATH_CLAIM-C0-20241123,RC-9010502820-1-DEATH_CLAIM-C0-20241123,QDC-CPS-RC-9010502820-1-DEATH_CLAIM-C0-20241123-P1,DEATH_CLAIM,LIFECYCLE_BLOCKED,15411.88,NEEDS_RULE_REFINEMENT,MEDIUM,RECOVERABLE,N,LIFECYCLE_REPLAY_AUTHORIZATION,Orphan payment $15411.88 blocked because parent claim is lifecycle blocked. Recommended workflow: LIFECYCLE_REPLAY_AUTHORIZATION.,phase16e_qa_uat_orphan_package
2026-05-24T19:22:25Z,N,REMAINING_ORPHAN_REVIEW,RC-9010834719-1-DEATH_CLAIM-C0-20180807,RC-9010834719-1-DEATH_CLAIM-C0-20180807,QDC-CPS-RC-9010834719-1-DEATH_CLAIM-C0-20180807-P6,DEATH_CLAIM,UNBALANCED_PARENT,50000.0,PRODUCTION_BLOCKED,HIGH,PARTIALLY_RECOVERABLE,Y,PARENT_CLAIM_REMEDIATION,Orphan payment $50000.0 blocked because parent claim is unbalanced parent. Recommended workflow: PARENT_CLAIM_REMEDIATION.,phase16e_qa_uat_orphan_package
2026-05-24T19:22:25Z,N,REMAINING_ORPHAN_REVIEW,RC-9010914301-1-DEATH_CLAIM-C1-20220929,RC-9010914301-1-DEATH_CLAIM-C1-20220929,QDC-CPS-RC-9010914301-1-DEATH_CLAIM-C1-20220929-P1,DEATH_CLAIM,UNBALANCED_PARENT,12509.99,PRODUCTION_BLOCKED,HIGH,PARTIALLY_RECOVERABLE,Y,PARENT_CLAIM_REMEDIATION,Orphan payment $12509.99 blocked because parent claim is unbalanced parent. Recommended workflow: PARENT_CLAIM_REMEDIATION.,phase16e_qa_uat_orphan_package
