audit_timestamp,production_dbf_flag,package_type,parent_claim_id,reconstructed_claim_id,workbench_bucket,balancing_difference_abs,governance_status,severity,remediability,business_review_required,future_controlled_replay_eligible,business_summary,rulebook_lineage
2026-05-24T19:22:25Z,N,SURRENDER_OFFSET_REVIEW,RC-9010733162-3-SURRENDER_CLAIM-C0-20210518,RC-9010733162-3-SURRENDER_CLAIM-C0-20210518,LARGE_RESIDUAL_FAMILY,36410.87,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,Y,N,Surrender claim with $36410.87 residual classified as large residual family. Requires business review before any controlled replay.,phase16e_qa_uat_surrender_package
2026-05-24T19:22:25Z,N,SURRENDER_OFFSET_REVIEW,RC-9010833595-2-SURRENDER_CLAIM-C0-20190201,RC-9010833595-2-SURRENDER_CLAIM-C0-20190201,LARGE_RESIDUAL_FAMILY,36409.15,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,Y,N,Surrender claim with $36409.15 residual classified as large residual family. Requires business review before any controlled replay.,phase16e_qa_uat_surrender_package
2026-05-24T19:22:25Z,N,SURRENDER_OFFSET_REVIEW,RC-9010769221-2-SURRENDER_CLAIM-C0-20250115,RC-9010769221-2-SURRENDER_CLAIM-C0-20250115,LARGE_RESIDUAL_FAMILY,36234.46,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,Y,N,Surrender claim with $36234.46 residual classified as large residual family. Requires business review before any controlled replay.,phase16e_qa_uat_surrender_package
2026-05-24T19:22:25Z,N,SURRENDER_OFFSET_REVIEW,RC-9010769220-2-SURRENDER_CLAIM-C0-20230130,RC-9010769220-2-SURRENDER_CLAIM-C0-20230130,LARGE_RESIDUAL_FAMILY,36196.27,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,Y,N,Surrender claim with $36196.27 residual classified as large residual family. Requires business review before any controlled replay.,phase16e_qa_uat_surrender_package
2026-05-24T19:22:25Z,N,SURRENDER_OFFSET_REVIEW,RC-9010756906-2-SURRENDER_CLAIM-C0-20220823,RC-9010756906-2-SURRENDER_CLAIM-C0-20220823,LARGE_RESIDUAL_FAMILY,34133.26,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,Y,N,Surrender claim with $34133.26 residual classified as large residual family. Requires business review before any controlled replay.,phase16e_qa_uat_surrender_package
2026-05-24T19:22:25Z,N,SURRENDER_OFFSET_REVIEW,RC-9010782676-2-SURRENDER_CLAIM-C0-20230405,RC-9010782676-2-SURRENDER_CLAIM-C0-20230405,LARGE_RESIDUAL_FAMILY,33068.9,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,Y,N,Surrender claim with $33068.9 residual classified as large residual family. Requires business review before any controlled replay.,phase16e_qa_uat_surrender_package
2026-05-24T19:22:25Z,N,SURRENDER_OFFSET_REVIEW,RC-9010853287-3-SURRENDER_CLAIM-C0-20190128,RC-9010853287-3-SURRENDER_CLAIM-C0-20190128,LARGE_RESIDUAL_FAMILY,32837.55,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,Y,N,Surrender claim with $32837.55 residual classified as large residual family. Requires business review before any controlled replay.,phase16e_qa_uat_surrender_package
2026-05-24T19:22:25Z,N,SURRENDER_OFFSET_REVIEW,RC-9010897517-4-SURRENDER_CLAIM-C0-20230221,RC-9010897517-4-SURRENDER_CLAIM-C0-20230221,LARGE_RESIDUAL_FAMILY,32335.1,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,Y,N,Surrender claim with $32335.1 residual classified as large residual family. Requires business review before any controlled replay.,phase16e_qa_uat_surrender_package
2026-05-24T19:22:25Z,N,SURRENDER_OFFSET_REVIEW,RC-9011221211-1-SURRENDER_CLAIM-C0-20181203,RC-9011221211-1-SURRENDER_CLAIM-C0-20181203,LARGE_RESIDUAL_FAMILY,31307.86,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,Y,N,Surrender claim with $31307.86 residual classified as large residual family. Requires business review before any controlled replay.,phase16e_qa_uat_surrender_package
2026-05-24T19:22:25Z,N,SURRENDER_OFFSET_REVIEW,RC-9010772916-2-SURRENDER_CLAIM-C0-20231207,RC-9010772916-2-SURRENDER_CLAIM-C0-20231207,LARGE_RESIDUAL_FAMILY,31228.79,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,Y,N,Surrender claim with $31228.79 residual classified as large residual family. Requires business review before any controlled replay.,phase16e_qa_uat_surrender_package
2026-05-24T19:22:25Z,N,SURRENDER_OFFSET_REVIEW,RC-9011110271-3-SURRENDER_CLAIM-C0-20251208,RC-9011110271-3-SURRENDER_CLAIM-C0-20251208,LARGE_RESIDUAL_FAMILY,30202.29,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,Y,N,Surrender claim with $30202.29 residual classified as large residual family. Requires business review before any controlled replay.,phase16e_qa_uat_surrender_package
2026-05-24T19:22:25Z,N,SURRENDER_OFFSET_REVIEW,RC-9011046268-5-SURRENDER_CLAIM-C0-20200227,RC-9011046268-5-SURRENDER_CLAIM-C0-20200227,LARGE_RESIDUAL_FAMILY,30105.42,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,Y,N,Surrender claim with $30105.42 residual classified as large residual family. Requires business review before any controlled replay.,phase16e_qa_uat_surrender_package
2026-05-24T19:22:25Z,N,SURRENDER_OFFSET_REVIEW,RC-9010858099-2-SURRENDER_CLAIM-C0-20210620,RC-9010858099-2-SURRENDER_CLAIM-C0-20210620,LARGE_RESIDUAL_FAMILY,29834.97,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,Y,N,Surrender claim with $29834.97 residual classified as large residual family. Requires business review before any controlled replay.,phase16e_qa_uat_surrender_package
2026-05-24T19:22:25Z,N,SURRENDER_OFFSET_REVIEW,RC-9010831077-2-SURRENDER_CLAIM-C0-20180216,RC-9010831077-2-SURRENDER_CLAIM-C0-20180216,LARGE_RESIDUAL_FAMILY,28404.69,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,Y,N,Surrender claim with $28404.69 residual classified as large residual family. Requires business review before any controlled replay.,phase16e_qa_uat_surrender_package
2026-05-24T19:22:25Z,N,SURRENDER_OFFSET_REVIEW,RC-9011040023-3-SURRENDER_CLAIM-C0-20240729,RC-9011040023-3-SURRENDER_CLAIM-C0-20240729,LARGE_RESIDUAL_FAMILY,28259.55,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,Y,N,Surrender claim with $28259.55 residual classified as large residual family. Requires business review before any controlled replay.,phase16e_qa_uat_surrender_package
2026-05-24T19:22:25Z,N,SURRENDER_OFFSET_REVIEW,RC-9011026547-3-SURRENDER_CLAIM-C0-20230205,RC-9011026547-3-SURRENDER_CLAIM-C0-20230205,LARGE_RESIDUAL_FAMILY,27753.65,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,Y,N,Surrender claim with $27753.65 residual classified as large residual family. Requires business review before any controlled replay.,phase16e_qa_uat_surrender_package
2026-05-24T19:22:25Z,N,SURRENDER_OFFSET_REVIEW,RC-9010826133-2-SURRENDER_CLAIM-C0-20220322,RC-9010826133-2-SURRENDER_CLAIM-C0-20220322,LARGE_RESIDUAL_FAMILY,26703.39,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,Y,N,Surrender claim with $26703.39 residual classified as large residual family. Requires business review before any controlled replay.,phase16e_qa_uat_surrender_package
2026-05-24T19:22:25Z,N,SURRENDER_OFFSET_REVIEW,RC-9010808257-3-SURRENDER_CLAIM-C0-20250801,RC-9010808257-3-SURRENDER_CLAIM-C0-20250801,LARGE_RESIDUAL_FAMILY,26252.71,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,Y,N,Surrender claim with $26252.71 residual classified as large residual family. Requires business review before any controlled replay.,phase16e_qa_uat_surrender_package
2026-05-24T19:22:25Z,N,SURRENDER_OFFSET_REVIEW,RC-9010753675-3-SURRENDER_CLAIM-C0-20260408,RC-9010753675-3-SURRENDER_CLAIM-C0-20260408,LARGE_RESIDUAL_FAMILY,26155.88,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,Y,N,Surrender claim with $26155.88 residual classified as large residual family. Requires business review before any controlled replay.,phase16e_qa_uat_surrender_package
2026-05-24T19:22:25Z,N,SURRENDER_OFFSET_REVIEW,RC-9010794112-2-SURRENDER_CLAIM-C4-20220414,RC-9010794112-2-SURRENDER_CLAIM-C4-20220414,LARGE_RESIDUAL_FAMILY,25354.75,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,Y,N,Surrender claim with $25354.75 residual classified as large residual family. Requires business review before any controlled replay.,phase16e_qa_uat_surrender_package
2026-05-24T19:22:25Z,N,SURRENDER_OFFSET_REVIEW,RC-9011054324-2-SURRENDER_CLAIM-C0-20230522,RC-9011054324-2-SURRENDER_CLAIM-C0-20230522,LARGE_RESIDUAL_FAMILY,24996.47,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,Y,N,Surrender claim with $24996.47 residual classified as large residual family. Requires business review before any controlled replay.,phase16e_qa_uat_surrender_package
2026-05-24T19:22:25Z,N,SURRENDER_OFFSET_REVIEW,RC-9010780667-4-SURRENDER_CLAIM-C0-20190903,RC-9010780667-4-SURRENDER_CLAIM-C0-20190903,LARGE_RESIDUAL_FAMILY,24966.18,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,Y,N,Surrender claim with $24966.18 residual classified as large residual family. Requires business review before any controlled replay.,phase16e_qa_uat_surrender_package
2026-05-24T19:22:25Z,N,SURRENDER_OFFSET_REVIEW,RC-9010776908-2-SURRENDER_CLAIM-C0-20180514,RC-9010776908-2-SURRENDER_CLAIM-C0-20180514,LARGE_RESIDUAL_FAMILY,24849.59,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,Y,N,Surrender claim with $24849.59 residual classified as large residual family. Requires business review before any controlled replay.,phase16e_qa_uat_surrender_package
2026-05-24T19:22:25Z,N,SURRENDER_OFFSET_REVIEW,RC-9011109852-2-SURRENDER_CLAIM-C0-20251229,RC-9011109852-2-SURRENDER_CLAIM-C0-20251229,LARGE_RESIDUAL_FAMILY,24534.8,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,Y,N,Surrender claim with $24534.8 residual classified as large residual family. Requires business review before any controlled replay.,phase16e_qa_uat_surrender_package
2026-05-24T19:22:25Z,N,SURRENDER_OFFSET_REVIEW,RC-9010773109-4-SURRENDER_CLAIM-C0-20200201,RC-9010773109-4-SURRENDER_CLAIM-C0-20200201,LARGE_RESIDUAL_FAMILY,23806.45,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,Y,N,Surrender claim with $23806.45 residual classified as large residual family. Requires business review before any controlled replay.,phase16e_qa_uat_surrender_package
2026-05-24T19:22:25Z,N,SURRENDER_OFFSET_REVIEW,RC-9010836583-2-SURRENDER_CLAIM-C0-20210114,RC-9010836583-2-SURRENDER_CLAIM-C0-20210114,LARGE_RESIDUAL_FAMILY,23773.93,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,Y,N,Surrender claim with $23773.93 residual classified as large residual family. Requires business review before any controlled replay.,phase16e_qa_uat_surrender_package
2026-05-24T19:22:25Z,N,SURRENDER_OFFSET_REVIEW,RC-9010780668-4-SURRENDER_CLAIM-C0-20190624,RC-9010780668-4-SURRENDER_CLAIM-C0-20190624,LARGE_RESIDUAL_FAMILY,23659.81,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,Y,N,Surrender claim with $23659.81 residual classified as large residual family. Requires business review before any controlled replay.,phase16e_qa_uat_surrender_package
2026-05-24T19:22:25Z,N,SURRENDER_OFFSET_REVIEW,RC-9010754898-4-SURRENDER_CLAIM-C6-20240701,RC-9010754898-4-SURRENDER_CLAIM-C6-20240701,LARGE_RESIDUAL_FAMILY,23358.97,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,Y,N,Surrender claim with $23358.97 residual classified as large residual family. Requires business review before any controlled replay.,phase16e_qa_uat_surrender_package
2026-05-24T19:22:25Z,N,SURRENDER_OFFSET_REVIEW,RC-9010748432-2-SURRENDER_CLAIM-C0-20190128,RC-9010748432-2-SURRENDER_CLAIM-C0-20190128,LARGE_RESIDUAL_FAMILY,23307.92,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,Y,N,Surrender claim with $23307.92 residual classified as large residual family. Requires business review before any controlled replay.,phase16e_qa_uat_surrender_package
2026-05-24T19:22:25Z,N,SURRENDER_OFFSET_REVIEW,RC-9010803681-2-SURRENDER_CLAIM-C0-20201013,RC-9010803681-2-SURRENDER_CLAIM-C0-20201013,LARGE_RESIDUAL_FAMILY,23267.29,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,Y,N,Surrender claim with $23267.29 residual classified as large residual family. Requires business review before any controlled replay.,phase16e_qa_uat_surrender_package
2026-05-24T19:22:25Z,N,SURRENDER_OFFSET_REVIEW,RC-9010510671-4-SURRENDER_CLAIM-C0-20180620,RC-9010510671-4-SURRENDER_CLAIM-C0-20180620,LARGE_RESIDUAL_FAMILY,23205.49,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,Y,N,Surrender claim with $23205.49 residual classified as large residual family. Requires business review before any controlled replay.,phase16e_qa_uat_surrender_package
2026-05-24T19:22:25Z,N,SURRENDER_OFFSET_REVIEW,RC-9010958438-2-SURRENDER_CLAIM-C0-20200119,RC-9010958438-2-SURRENDER_CLAIM-C0-20200119,LARGE_RESIDUAL_FAMILY,23123.5,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,Y,N,Surrender claim with $23123.5 residual classified as large residual family. Requires business review before any controlled replay.,phase16e_qa_uat_surrender_package
2026-05-24T19:22:25Z,N,SURRENDER_OFFSET_REVIEW,RC-9011109446-1-SURRENDER_CLAIM-C6-20230901,RC-9011109446-1-SURRENDER_CLAIM-C6-20230901,LARGE_RESIDUAL_FAMILY,22996.1,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,Y,N,Surrender claim with $22996.1 residual classified as large residual family. Requires business review before any controlled replay.,phase16e_qa_uat_surrender_package
2026-05-24T19:22:25Z,N,SURRENDER_OFFSET_REVIEW,RC-9010803417-2-SURRENDER_CLAIM-C0-20220822,RC-9010803417-2-SURRENDER_CLAIM-C0-20220822,LARGE_RESIDUAL_FAMILY,22804.85,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,Y,N,Surrender claim with $22804.85 residual classified as large residual family. Requires business review before any controlled replay.,phase16e_qa_uat_surrender_package
2026-05-24T19:22:25Z,N,SURRENDER_OFFSET_REVIEW,RC-9010785284-2-SURRENDER_CLAIM-C0-20190627,RC-9010785284-2-SURRENDER_CLAIM-C0-20190627,LARGE_RESIDUAL_FAMILY,22785.28,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,Y,N,Surrender claim with $22785.28 residual classified as large residual family. Requires business review before any controlled replay.,phase16e_qa_uat_surrender_package
2026-05-24T19:22:25Z,N,SURRENDER_OFFSET_REVIEW,RC-9010756212-2-SURRENDER_CLAIM-C0-20211105,RC-9010756212-2-SURRENDER_CLAIM-C0-20211105,LARGE_RESIDUAL_FAMILY,22652.4,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,Y,N,Surrender claim with $22652.4 residual classified as large residual family. Requires business review before any controlled replay.,phase16e_qa_uat_surrender_package
2026-05-24T19:22:25Z,N,SURRENDER_OFFSET_REVIEW,RC-9010815945-2-SURRENDER_CLAIM-C0-20201130,RC-9010815945-2-SURRENDER_CLAIM-C0-20201130,LARGE_RESIDUAL_FAMILY,22375.72,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,Y,N,Surrender claim with $22375.72 residual classified as large residual family. Requires business review before any controlled replay.,phase16e_qa_uat_surrender_package
2026-05-24T19:22:25Z,N,SURRENDER_OFFSET_REVIEW,RC-9010782675-2-SURRENDER_CLAIM-C0-20260413,RC-9010782675-2-SURRENDER_CLAIM-C0-20260413,LARGE_RESIDUAL_FAMILY,22243.19,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,Y,N,Surrender claim with $22243.19 residual classified as large residual family. Requires business review before any controlled replay.,phase16e_qa_uat_surrender_package
2026-05-24T19:22:25Z,N,SURRENDER_OFFSET_REVIEW,RC-9010793738-2-SURRENDER_CLAIM-C0-20230321,RC-9010793738-2-SURRENDER_CLAIM-C0-20230321,LARGE_RESIDUAL_FAMILY,22237.46,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,Y,N,Surrender claim with $22237.46 residual classified as large residual family. Requires business review before any controlled replay.,phase16e_qa_uat_surrender_package
2026-05-24T19:22:25Z,N,SURRENDER_OFFSET_REVIEW,RC-9011048440-3-SURRENDER_CLAIM-C0-20240129,RC-9011048440-3-SURRENDER_CLAIM-C0-20240129,LARGE_RESIDUAL_FAMILY,22176.95,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,Y,N,Surrender claim with $22176.95 residual classified as large residual family. Requires business review before any controlled replay.,phase16e_qa_uat_surrender_package
2026-05-24T19:22:25Z,N,SURRENDER_OFFSET_REVIEW,RC-9010842284-2-SURRENDER_CLAIM-C0-20250219,RC-9010842284-2-SURRENDER_CLAIM-C0-20250219,LARGE_RESIDUAL_FAMILY,22172.56,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,Y,N,Surrender claim with $22172.56 residual classified as large residual family. Requires business review before any controlled replay.,phase16e_qa_uat_surrender_package
2026-05-24T19:22:25Z,N,SURRENDER_OFFSET_REVIEW,RC-9011110946-3-SURRENDER_CLAIM-C0-20190521,RC-9011110946-3-SURRENDER_CLAIM-C0-20190521,LARGE_RESIDUAL_FAMILY,21723.57,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,Y,N,Surrender claim with $21723.57 residual classified as large residual family. Requires business review before any controlled replay.,phase16e_qa_uat_surrender_package
2026-05-24T19:22:25Z,N,SURRENDER_OFFSET_REVIEW,RC-9010947489-2-SURRENDER_CLAIM-C0-20180620,RC-9010947489-2-SURRENDER_CLAIM-C0-20180620,LARGE_RESIDUAL_FAMILY,21708.34,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,Y,N,Surrender claim with $21708.34 residual classified as large residual family. Requires business review before any controlled replay.,phase16e_qa_uat_surrender_package
2026-05-24T19:22:25Z,N,SURRENDER_OFFSET_REVIEW,RC-9010794116-2-SURRENDER_CLAIM-C6-20240523,RC-9010794116-2-SURRENDER_CLAIM-C6-20240523,LARGE_RESIDUAL_FAMILY,21635.84,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,Y,N,Surrender claim with $21635.84 residual classified as large residual family. Requires business review before any controlled replay.,phase16e_qa_uat_surrender_package
2026-05-24T19:22:25Z,N,SURRENDER_OFFSET_REVIEW,RC-9010753676-3-SURRENDER_CLAIM-C0-20260408,RC-9010753676-3-SURRENDER_CLAIM-C0-20260408,LARGE_RESIDUAL_FAMILY,21501.48,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,Y,N,Surrender claim with $21501.48 residual classified as large residual family. Requires business review before any controlled replay.,phase16e_qa_uat_surrender_package
2026-05-24T19:22:25Z,N,SURRENDER_OFFSET_REVIEW,RC-9010840779-2-SURRENDER_CLAIM-C0-20250501,RC-9010840779-2-SURRENDER_CLAIM-C0-20250501,LARGE_RESIDUAL_FAMILY,21499.07,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,Y,N,Surrender claim with $21499.07 residual classified as large residual family. Requires business review before any controlled replay.,phase16e_qa_uat_surrender_package
2026-05-24T19:22:25Z,N,SURRENDER_OFFSET_REVIEW,RC-9010844069-3-SURRENDER_CLAIM-C0-20260421,RC-9010844069-3-SURRENDER_CLAIM-C0-20260421,LARGE_RESIDUAL_FAMILY,21148.74,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,Y,N,Surrender claim with $21148.74 residual classified as large residual family. Requires business review before any controlled replay.,phase16e_qa_uat_surrender_package
2026-05-24T19:22:25Z,N,SURRENDER_OFFSET_REVIEW,RC-9010756938-4-SURRENDER_CLAIM-C6-20240416,RC-9010756938-4-SURRENDER_CLAIM-C6-20240416,LARGE_RESIDUAL_FAMILY,21132.53,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,Y,N,Surrender claim with $21132.53 residual classified as large residual family. Requires business review before any controlled replay.,phase16e_qa_uat_surrender_package
2026-05-24T19:22:25Z,N,SURRENDER_OFFSET_REVIEW,RC-9011217687-1-SURRENDER_CLAIM-C0-20210510,RC-9011217687-1-SURRENDER_CLAIM-C0-20210510,LARGE_RESIDUAL_FAMILY,21041.0,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,Y,N,Surrender claim with $21041.0 residual classified as large residual family. Requires business review before any controlled replay.,phase16e_qa_uat_surrender_package
2026-05-24T19:22:25Z,N,SURRENDER_OFFSET_REVIEW,RC-9010814698-3-SURRENDER_CLAIM-C0-20250205,RC-9010814698-3-SURRENDER_CLAIM-C0-20250205,LARGE_RESIDUAL_FAMILY,20792.44,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,Y,N,Surrender claim with $20792.44 residual classified as large residual family. Requires business review before any controlled replay.,phase16e_qa_uat_surrender_package
2026-05-24T19:22:25Z,N,SURRENDER_OFFSET_REVIEW,RC-9010807493-2-SURRENDER_CLAIM-C1-20190425,RC-9010807493-2-SURRENDER_CLAIM-C1-20190425,LARGE_RESIDUAL_FAMILY,20414.29,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,Y,N,Surrender claim with $20414.29 residual classified as large residual family. Requires business review before any controlled replay.,phase16e_qa_uat_surrender_package
2026-05-24T19:22:25Z,N,SURRENDER_OFFSET_REVIEW,RC-9010821381-2-SURRENDER_CLAIM-C0-20181114,RC-9010821381-2-SURRENDER_CLAIM-C0-20181114,LARGE_RESIDUAL_FAMILY,20339.19,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,Y,N,Surrender claim with $20339.19 residual classified as large residual family. Requires business review before any controlled replay.,phase16e_qa_uat_surrender_package
2026-05-24T19:22:25Z,N,SURRENDER_OFFSET_REVIEW,RC-9010743082-2-SURRENDER_CLAIM-C0-20230925,RC-9010743082-2-SURRENDER_CLAIM-C0-20230925,LARGE_RESIDUAL_FAMILY,20310.09,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,Y,N,Surrender claim with $20310.09 residual classified as large residual family. Requires business review before any controlled replay.,phase16e_qa_uat_surrender_package
