derivation_candidate_id,canonical_payment_stage_id,reconstructed_claim_id,prototype_claimnum,mpolicy,mseq,mamount,orphan_issues,is_orphan
QDC-CPS-RC-9010335038-1-DEATH_CLAIM-C0-20180422-P1,CPS-RC-9010335038-1-DEATH_CLAIM-C0-20180422-P1,RC-9010335038-1-DEATH_CLAIM-C0-20180422,,9010335038,1,11777.05,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010363098-1-DEATH_CLAIM-C0-20220917-P1,CPS-RC-9010363098-1-DEATH_CLAIM-C0-20220917-P1,RC-9010363098-1-DEATH_CLAIM-C0-20220917,,9010363098,1,7770.08,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010367438-1-DEATH_CLAIM-C0-20211110-P1,CPS-RC-9010367438-1-DEATH_CLAIM-C0-20211110-P1,RC-9010367438-1-DEATH_CLAIM-C0-20211110,,9010367438,1,1489.79,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010367438-1-DEATH_CLAIM-C0-20211110-P2,CPS-RC-9010367438-1-DEATH_CLAIM-C0-20211110-P2,RC-9010367438-1-DEATH_CLAIM-C0-20211110,,9010367438,2,1489.79,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010367438-1-DEATH_CLAIM-C0-20211110-P3,CPS-RC-9010367438-1-DEATH_CLAIM-C0-20211110-P3,RC-9010367438-1-DEATH_CLAIM-C0-20211110,,9010367438,3,1489.79,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010368703-1-DEATH_CLAIM-C0-20210114-P1,CPS-RC-9010368703-1-DEATH_CLAIM-C0-20210114-P1,RC-9010368703-1-DEATH_CLAIM-C0-20210114,,9010368703,1,12890.67,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010371171-1-DEATH_CLAIM-C0-20240624-P1,CPS-RC-9010371171-1-DEATH_CLAIM-C0-20240624-P1,RC-9010371171-1-DEATH_CLAIM-C0-20240624,,9010371171,1,12834.01,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010374779-1-DEATH_CLAIM-C0-20200530-P1,CPS-RC-9010374779-1-DEATH_CLAIM-C0-20200530-P1,RC-9010374779-1-DEATH_CLAIM-C0-20200530,,9010374779,1,8353.43,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010376540-1-DEATH_CLAIM-C0-20181014-P1,CPS-RC-9010376540-1-DEATH_CLAIM-C0-20181014-P1,RC-9010376540-1-DEATH_CLAIM-C0-20181014,,9010376540,1,5810.61,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010376540-1-DEATH_CLAIM-C0-20181014-P2,CPS-RC-9010376540-1-DEATH_CLAIM-C0-20181014-P2,RC-9010376540-1-DEATH_CLAIM-C0-20181014,,9010376540,2,5896.15,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010376540-1-DEATH_CLAIM-C1-20190220-P1,CPS-RC-9010376540-1-DEATH_CLAIM-C1-20190220-P1,RC-9010376540-1-DEATH_CLAIM-C1-20190220,,9010376540,1,5810.61,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010378829-1-DEATH_CLAIM-C0-20210829-P1,CPS-RC-9010378829-1-DEATH_CLAIM-C0-20210829-P1,RC-9010378829-1-DEATH_CLAIM-C0-20210829,,9010378829,1,7174.45,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010382520-1-DEATH_CLAIM-C0-20200820-P1,CPS-RC-9010382520-1-DEATH_CLAIM-C0-20200820-P1,RC-9010382520-1-DEATH_CLAIM-C0-20200820,,9010382520,1,7807.24,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010382931-1-DEATH_CLAIM-C0-20220210-P1,CPS-RC-9010382931-1-DEATH_CLAIM-C0-20220210-P1,RC-9010382931-1-DEATH_CLAIM-C0-20220210,,9010382931,1,17290.3,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010385491-1-DEATH_CLAIM-C0-20190501-P1,CPS-RC-9010385491-1-DEATH_CLAIM-C0-20190501-P1,RC-9010385491-1-DEATH_CLAIM-C0-20190501,,9010385491,1,6000.23,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010385491-1-DEATH_CLAIM-C0-20190501-P2,CPS-RC-9010385491-1-DEATH_CLAIM-C0-20190501-P2,RC-9010385491-1-DEATH_CLAIM-C0-20190501,,9010385491,2,1999.86,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010385491-1-DEATH_CLAIM-C0-20190501-P3,CPS-RC-9010385491-1-DEATH_CLAIM-C0-20190501-P3,RC-9010385491-1-DEATH_CLAIM-C0-20190501,,9010385491,3,1999.86,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010385491-1-DEATH_CLAIM-C0-20190501-P4,CPS-RC-9010385491-1-DEATH_CLAIM-C0-20190501-P4,RC-9010385491-1-DEATH_CLAIM-C0-20190501,,9010385491,4,1999.86,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010385491-1-DEATH_CLAIM-C1-20210707-P1,CPS-RC-9010385491-1-DEATH_CLAIM-C1-20210707-P1,RC-9010385491-1-DEATH_CLAIM-C1-20210707,,9010385491,1,5999.58,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010389651-1-DEATH_CLAIM-C0-20240727-P1,CPS-RC-9010389651-1-DEATH_CLAIM-C0-20240727-P1,RC-9010389651-1-DEATH_CLAIM-C0-20240727,,9010389651,1,22352.18,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010391359-1-DEATH_CLAIM-C0-20211119-P1,CPS-RC-9010391359-1-DEATH_CLAIM-C0-20211119-P1,RC-9010391359-1-DEATH_CLAIM-C0-20211119,,9010391359,1,1260.06,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010393158-1-DEATH_CLAIM-C0-20210207-P1,CPS-RC-9010393158-1-DEATH_CLAIM-C0-20210207-P1,RC-9010393158-1-DEATH_CLAIM-C0-20210207,,9010393158,1,11321.7,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010394249-1-DEATH_CLAIM-C0-20240916-P1,CPS-RC-9010394249-1-DEATH_CLAIM-C0-20240916-P1,RC-9010394249-1-DEATH_CLAIM-C0-20240916,,9010394249,1,13044.15,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010394662-1-DEATH_CLAIM-C0-20211009-P1,CPS-RC-9010394662-1-DEATH_CLAIM-C0-20211009-P1,RC-9010394662-1-DEATH_CLAIM-C0-20211009,,9010394662,1,4928.4,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010395382-1-DEATH_CLAIM-C0-20240528-P1,CPS-RC-9010395382-1-DEATH_CLAIM-C0-20240528-P1,RC-9010395382-1-DEATH_CLAIM-C0-20240528,,9010395382,1,4012.31,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010395878-1-DEATH_CLAIM-C0-20180113-P1,CPS-RC-9010395878-1-DEATH_CLAIM-C0-20180113-P1,RC-9010395878-1-DEATH_CLAIM-C0-20180113,,9010395878,1,7158.62,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010395879-1-DEATH_CLAIM-C0-20230114-P1,CPS-RC-9010395879-1-DEATH_CLAIM-C0-20230114-P1,RC-9010395879-1-DEATH_CLAIM-C0-20230114,,9010395879,1,702.33,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010395879-1-DEATH_CLAIM-C0-20230114-P2,CPS-RC-9010395879-1-DEATH_CLAIM-C0-20230114-P2,RC-9010395879-1-DEATH_CLAIM-C0-20230114,,9010395879,2,702.33,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010395879-1-DEATH_CLAIM-C0-20230114-P3,CPS-RC-9010395879-1-DEATH_CLAIM-C0-20230114-P3,RC-9010395879-1-DEATH_CLAIM-C0-20230114,,9010395879,3,702.32,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010395879-1-DEATH_CLAIM-C0-20230114-P4,CPS-RC-9010395879-1-DEATH_CLAIM-C0-20230114-P4,RC-9010395879-1-DEATH_CLAIM-C0-20230114,,9010395879,4,702.32,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010395879-1-DEATH_CLAIM-C0-20230114-P5,CPS-RC-9010395879-1-DEATH_CLAIM-C0-20230114-P5,RC-9010395879-1-DEATH_CLAIM-C0-20230114,,9010395879,5,702.32,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010395879-1-DEATH_CLAIM-C0-20230114-P6,CPS-RC-9010395879-1-DEATH_CLAIM-C0-20230114-P6,RC-9010395879-1-DEATH_CLAIM-C0-20230114,,9010395879,6,702.32,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010395879-1-DEATH_CLAIM-C0-20230114-P7,CPS-RC-9010395879-1-DEATH_CLAIM-C0-20230114-P7,RC-9010395879-1-DEATH_CLAIM-C0-20230114,,9010395879,7,702.32,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010396147-1-DEATH_CLAIM-C0-20250106-P1,CPS-RC-9010396147-1-DEATH_CLAIM-C0-20250106-P1,RC-9010396147-1-DEATH_CLAIM-C0-20250106,,9010396147,1,10133.83,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010397945-1-DEATH_CLAIM-C0-20211113-P1,CPS-RC-9010397945-1-DEATH_CLAIM-C0-20211113-P1,RC-9010397945-1-DEATH_CLAIM-C0-20211113,,9010397945,1,5367.56,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010398274-1-DEATH_CLAIM-C0-20240313-P1,CPS-RC-9010398274-1-DEATH_CLAIM-C0-20240313-P1,RC-9010398274-1-DEATH_CLAIM-C0-20240313,,9010398274,1,3772.23,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010398274-1-DEATH_CLAIM-C0-20240313-P2,CPS-RC-9010398274-1-DEATH_CLAIM-C0-20240313-P2,RC-9010398274-1-DEATH_CLAIM-C0-20240313,,9010398274,2,3772.22,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010398274-1-DEATH_CLAIM-C0-20240313-P3,CPS-RC-9010398274-1-DEATH_CLAIM-C0-20240313-P3,RC-9010398274-1-DEATH_CLAIM-C0-20240313,,9010398274,3,3772.23,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010398274-1-DEATH_CLAIM-C0-20240313-P4,CPS-RC-9010398274-1-DEATH_CLAIM-C0-20240313-P4,RC-9010398274-1-DEATH_CLAIM-C0-20240313,,9010398274,4,3772.23,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010398591-1-DEATH_CLAIM-C0-20190827-P1,CPS-RC-9010398591-1-DEATH_CLAIM-C0-20190827-P1,RC-9010398591-1-DEATH_CLAIM-C0-20190827,,9010398591,1,1298.12,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010398591-1-DEATH_CLAIM-C0-20190827-P2,CPS-RC-9010398591-1-DEATH_CLAIM-C0-20190827-P2,RC-9010398591-1-DEATH_CLAIM-C0-20190827,,9010398591,2,1298.13,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010398591-1-DEATH_CLAIM-C0-20190827-P3,CPS-RC-9010398591-1-DEATH_CLAIM-C0-20190827-P3,RC-9010398591-1-DEATH_CLAIM-C0-20190827,,9010398591,3,1298.13,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010398591-1-DEATH_CLAIM-C0-20190827-P4,CPS-RC-9010398591-1-DEATH_CLAIM-C0-20190827-P4,RC-9010398591-1-DEATH_CLAIM-C0-20190827,,9010398591,4,1298.13,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010398591-1-DEATH_CLAIM-C0-20190827-P5,CPS-RC-9010398591-1-DEATH_CLAIM-C0-20190827-P5,RC-9010398591-1-DEATH_CLAIM-C0-20190827,,9010398591,5,1298.12,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010398591-1-DEATH_CLAIM-C0-20190827-P6,CPS-RC-9010398591-1-DEATH_CLAIM-C0-20190827-P6,RC-9010398591-1-DEATH_CLAIM-C0-20190827,,9010398591,6,1298.12,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010398591-1-DEATH_CLAIM-C0-20190827-P7,CPS-RC-9010398591-1-DEATH_CLAIM-C0-20190827-P7,RC-9010398591-1-DEATH_CLAIM-C0-20190827,,9010398591,7,1298.12,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010398591-1-DEATH_CLAIM-C0-20190827-P8,CPS-RC-9010398591-1-DEATH_CLAIM-C0-20190827-P8,RC-9010398591-1-DEATH_CLAIM-C0-20190827,,9010398591,8,1298.12,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010398591-1-DEATH_CLAIM-C0-20190827-P9,CPS-RC-9010398591-1-DEATH_CLAIM-C0-20190827-P9,RC-9010398591-1-DEATH_CLAIM-C0-20190827,,9010398591,9,1298.12,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010401181-1-DEATH_CLAIM-C0-20180316-P1,CPS-RC-9010401181-1-DEATH_CLAIM-C0-20180316-P1,RC-9010401181-1-DEATH_CLAIM-C0-20180316,,9010401181,1,8600.48,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010402010-1-DEATH_CLAIM-C0-20221021-P1,CPS-RC-9010402010-1-DEATH_CLAIM-C0-20221021-P1,RC-9010402010-1-DEATH_CLAIM-C0-20221021,CLM0000148,9010402010,1,8920.15,NONE,N
QDC-CPS-RC-9010402014-1-DEATH_CLAIM-C0-20230913-P1,CPS-RC-9010402014-1-DEATH_CLAIM-C0-20230913-P1,RC-9010402014-1-DEATH_CLAIM-C0-20230913,CLM0000149,9010402014,1,4290.22,NONE,N
QDC-CPS-RC-9010404857-1-DEATH_CLAIM-C0-20180118-P1,CPS-RC-9010404857-1-DEATH_CLAIM-C0-20180118-P1,RC-9010404857-1-DEATH_CLAIM-C0-20180118,,9010404857,1,6292.7,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010406962-1-DEATH_CLAIM-C0-20210726-P1,CPS-RC-9010406962-1-DEATH_CLAIM-C0-20210726-P1,RC-9010406962-1-DEATH_CLAIM-C0-20210726,CLM0000199,9010406962,1,883.67,NONE,N
QDC-CPS-RC-9010407533-1-DEATH_CLAIM-C0-20250911-P1,CPS-RC-9010407533-1-DEATH_CLAIM-C0-20250911-P1,RC-9010407533-1-DEATH_CLAIM-C0-20250911,,9010407533,1,2301.55,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010407533-1-DEATH_CLAIM-C0-20250911-P2,CPS-RC-9010407533-1-DEATH_CLAIM-C0-20250911-P2,RC-9010407533-1-DEATH_CLAIM-C0-20250911,,9010407533,2,2301.54,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010407533-1-DEATH_CLAIM-C0-20250911-P3,CPS-RC-9010407533-1-DEATH_CLAIM-C0-20250911-P3,RC-9010407533-1-DEATH_CLAIM-C0-20250911,,9010407533,3,2301.54,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010407533-1-DEATH_CLAIM-C0-20250911-P4,CPS-RC-9010407533-1-DEATH_CLAIM-C0-20250911-P4,RC-9010407533-1-DEATH_CLAIM-C0-20250911,,9010407533,4,2301.54,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010410566-1-DEATH_CLAIM-C0-20230429-P1,CPS-RC-9010410566-1-DEATH_CLAIM-C0-20230429-P1,RC-9010410566-1-DEATH_CLAIM-C0-20230429,,9010410566,1,5470.48,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010411499-1-DEATH_CLAIM-C0-20200830-P1,CPS-RC-9010411499-1-DEATH_CLAIM-C0-20200830-P1,RC-9010411499-1-DEATH_CLAIM-C0-20200830,,9010411499,1,10467.29,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010411499-1-DEATH_CLAIM-C0-20200830-P2,CPS-RC-9010411499-1-DEATH_CLAIM-C0-20200830-P2,RC-9010411499-1-DEATH_CLAIM-C0-20200830,,9010411499,2,10466.96,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010411727-1-DEATH_CLAIM-C0-20190315-P1,CPS-RC-9010411727-1-DEATH_CLAIM-C0-20190315-P1,RC-9010411727-1-DEATH_CLAIM-C0-20190315,,9010411727,1,8617.84,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010411727-1-DEATH_CLAIM-C0-20190315-P2,CPS-RC-9010411727-1-DEATH_CLAIM-C0-20190315-P2,RC-9010411727-1-DEATH_CLAIM-C0-20190315,,9010411727,2,8617.83,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010412522-1-DEATH_CLAIM-C0-20190718-P1,CPS-RC-9010412522-1-DEATH_CLAIM-C0-20190718-P1,RC-9010412522-1-DEATH_CLAIM-C0-20190718,,9010412522,1,20435.43,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010412526-1-DEATH_CLAIM-C0-20200727-P1,CPS-RC-9010412526-1-DEATH_CLAIM-C0-20200727-P1,RC-9010412526-1-DEATH_CLAIM-C0-20200727,,9010412526,1,9197.24,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010413417-1-DEATH_CLAIM-C0-20181227-P1,CPS-RC-9010413417-1-DEATH_CLAIM-C0-20181227-P1,RC-9010413417-1-DEATH_CLAIM-C0-20181227,,9010413417,1,11563.2,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010413628-1-DEATH_CLAIM-C0-20210531-P1,CPS-RC-9010413628-1-DEATH_CLAIM-C0-20210531-P1,RC-9010413628-1-DEATH_CLAIM-C0-20210531,,9010413628,1,10234.54,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010414235-1-DEATH_CLAIM-C0-20201120-P1,CPS-RC-9010414235-1-DEATH_CLAIM-C0-20201120-P1,RC-9010414235-1-DEATH_CLAIM-C0-20201120,,9010414235,1,9060.74,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010415834-1-DEATH_CLAIM-C0-20200601-P1,CPS-RC-9010415834-1-DEATH_CLAIM-C0-20200601-P1,RC-9010415834-1-DEATH_CLAIM-C0-20200601,,9010415834,1,9195.63,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010415834-1-DEATH_CLAIM-C0-20200601-P2,CPS-RC-9010415834-1-DEATH_CLAIM-C0-20200601-P2,RC-9010415834-1-DEATH_CLAIM-C0-20200601,,9010415834,2,185.0,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010417200-1-DEATH_CLAIM-C0-20200521-P1,CPS-RC-9010417200-1-DEATH_CLAIM-C0-20200521-P1,RC-9010417200-1-DEATH_CLAIM-C0-20200521,,9010417200,1,3283.18,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010418088-1-DEATH_CLAIM-C0-20240629-P1,CPS-RC-9010418088-1-DEATH_CLAIM-C0-20240629-P1,RC-9010418088-1-DEATH_CLAIM-C0-20240629,CLM0000212,9010418088,1,10000.0,NONE,N
QDC-CPS-RC-9010418562-1-DEATH_CLAIM-C0-20180504-P1,CPS-RC-9010418562-1-DEATH_CLAIM-C0-20180504-P1,RC-9010418562-1-DEATH_CLAIM-C0-20180504,,9010418562,1,6816.41,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010424798-1-DEATH_CLAIM-C0-20230921-P1,CPS-RC-9010424798-1-DEATH_CLAIM-C0-20230921-P1,RC-9010424798-1-DEATH_CLAIM-C0-20230921,,9010424798,1,8389.72,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010425718-1-DEATH_CLAIM-C0-20181217-P1,CPS-RC-9010425718-1-DEATH_CLAIM-C0-20181217-P1,RC-9010425718-1-DEATH_CLAIM-C0-20181217,,9010425718,1,6498.54,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010425720-1-DEATH_CLAIM-C0-20201105-P1,CPS-RC-9010425720-1-DEATH_CLAIM-C0-20201105-P1,RC-9010425720-1-DEATH_CLAIM-C0-20201105,,9010425720,1,1918.99,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010425845-1-DEATH_CLAIM-C0-20210625-P1,CPS-RC-9010425845-1-DEATH_CLAIM-C0-20210625-P1,RC-9010425845-1-DEATH_CLAIM-C0-20210625,CLM0000227,9010425845,1,7547.16,NONE,N
QDC-CPS-RC-9010425928-1-DEATH_CLAIM-C0-20231017-P1,CPS-RC-9010425928-1-DEATH_CLAIM-C0-20231017-P1,RC-9010425928-1-DEATH_CLAIM-C0-20231017,,9010425928,1,11036.05,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010426657-1-DEATH_CLAIM-C0-20220923-P1,CPS-RC-9010426657-1-DEATH_CLAIM-C0-20220923-P1,RC-9010426657-1-DEATH_CLAIM-C0-20220923,,9010426657,1,484.5,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010426858-1-DEATH_CLAIM-C0-20181213-P1,CPS-RC-9010426858-1-DEATH_CLAIM-C0-20181213-P1,RC-9010426858-1-DEATH_CLAIM-C0-20181213,,9010426858,1,9847.47,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010426858-1-DEATH_CLAIM-C0-20181213-P2,CPS-RC-9010426858-1-DEATH_CLAIM-C0-20181213-P2,RC-9010426858-1-DEATH_CLAIM-C0-20181213,,9010426858,2,4454.31,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010426961-1-DEATH_CLAIM-C0-20260125-P1,CPS-RC-9010426961-1-DEATH_CLAIM-C0-20260125-P1,RC-9010426961-1-DEATH_CLAIM-C0-20260125,,9010426961,1,6264.5,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010426961-1-DEATH_CLAIM-C0-20260125-P2,CPS-RC-9010426961-1-DEATH_CLAIM-C0-20260125-P2,RC-9010426961-1-DEATH_CLAIM-C0-20260125,,9010426961,2,15778.65,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010427457-1-DEATH_CLAIM-C0-20231007-P1,CPS-RC-9010427457-1-DEATH_CLAIM-C0-20231007-P1,RC-9010427457-1-DEATH_CLAIM-C0-20231007,,9010427457,1,8367.72,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010427723-1-DEATH_CLAIM-C0-20180117-P1,CPS-RC-9010427723-1-DEATH_CLAIM-C0-20180117-P1,RC-9010427723-1-DEATH_CLAIM-C0-20180117,,9010427723,1,13503.51,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010428771-1-DEATH_CLAIM-C0-20200311-P1,CPS-RC-9010428771-1-DEATH_CLAIM-C0-20200311-P1,RC-9010428771-1-DEATH_CLAIM-C0-20200311,,9010428771,1,5000.0,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010428771-1-DEATH_CLAIM-C0-20200311-P2,CPS-RC-9010428771-1-DEATH_CLAIM-C0-20200311-P2,RC-9010428771-1-DEATH_CLAIM-C0-20200311,,9010428771,2,5023.62,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010429064-1-DEATH_CLAIM-C0-20240110-P1,CPS-RC-9010429064-1-DEATH_CLAIM-C0-20240110-P1,RC-9010429064-1-DEATH_CLAIM-C0-20240110,,9010429064,1,22711.07,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010429259-1-DEATH_CLAIM-C0-20200707-P1,CPS-RC-9010429259-1-DEATH_CLAIM-C0-20200707-P1,RC-9010429259-1-DEATH_CLAIM-C0-20200707,,9010429259,1,5835.78,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010429259-1-DEATH_CLAIM-C0-20200707-P2,CPS-RC-9010429259-1-DEATH_CLAIM-C0-20200707-P2,RC-9010429259-1-DEATH_CLAIM-C0-20200707,,9010429259,2,5835.78,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010429259-1-DEATH_CLAIM-C0-20200707-P3,CPS-RC-9010429259-1-DEATH_CLAIM-C0-20200707-P3,RC-9010429259-1-DEATH_CLAIM-C0-20200707,,9010429259,3,5835.79,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010429532-1-DEATH_CLAIM-C0-20210810-P1,CPS-RC-9010429532-1-DEATH_CLAIM-C0-20210810-P1,RC-9010429532-1-DEATH_CLAIM-C0-20210810,,9010429532,1,7186.35,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010429558-1-DEATH_CLAIM-C0-20210821-P1,CPS-RC-9010429558-1-DEATH_CLAIM-C0-20210821-P1,RC-9010429558-1-DEATH_CLAIM-C0-20210821,,9010429558,1,12604.44,MISSING_CLAIM_HEADER,Y
QDC-CPS-RC-9010429958-1-DEATH_CLAIM-C0-20260221-P1,CPS-RC-9010429958-1-DEATH_CLAIM-C0-20260221-P1,RC-9010429958-1-DEATH_CLAIM-C0-20260221,,9010429958,1,20283.84,MISSING_CLAIM_HEADER,Y
