source_file,source_row_number,mpolicy,mphase,source_plan_code,candidate_mplan,resolved_mplan,is_authoritative,exists_in_quikplan,contains_spaces,is_blank,resolution_path,fallback_value,governance_status,error_category,remediation_hint,blank_classification
PPBEN.csv,24,010165095C,1,621 END85,221END,221END,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,221END,AUTHORIZED,,,
PPBEN.csv,25,010171334C,1,622 END85,222END,222END,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,222END,AUTHORIZED,,,
PPBEN.csv,26,010185592C,1,622 END85,222END,222END,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,222END,AUTHORIZED,,,
PPBEN.csv,27,010235370C,1,980 END65,280END,280END,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,280END,AUTHORIZED,,,
PPBEN.csv,28,010235370C,2,980 PUA,280PUA,280PUA,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,280PUA,AUTHORIZED,,,
PPBEN.csv,29,010264207C,1,980 END65,280END,280END,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,280END,AUTHORIZED,,,
PPBEN.csv,30,010264207C,2,980 PUA,280PUA,280PUA,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,280PUA,AUTHORIZED,,,
PPBEN.csv,31,010300689C,1,960 PO,1960PO,1960PO,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1960PO,AUTHORIZED,,,
PPBEN.csv,32,010300689C,2,0822 960PO,9POADB,9POADB,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,9POADB,AUTHORIZED,,,
PPBEN.csv,33,010310404C,1,960 PO,1960PO,1960PO,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1960PO,AUTHORIZED,,,
PPBEN.csv,34,010310404C,2,960 PO PUA,1POPUA,1POPUA,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1POPUA,AUTHORIZED,,,
PPBEN.csv,35,010331157C,1,960 LP85-M,196085,196085,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,196085,AUTHORIZED,,,
PPBEN.csv,36,010331157C,2,0823 96085,9085WP,9085WP,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,9085WP,AUTHORIZED,,,
PPBEN.csv,37,010331157C,3,0822 960,960ADB,960ADB,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,960ADB,AUTHORIZED,,,
PPBEN.csv,38,010331768C,1,960 PO,1960PO,1960PO,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1960PO,AUTHORIZED,,,
PPBEN.csv,39,010331768C,2,960 PO PUA,1POPUA,1POPUA,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1POPUA,AUTHORIZED,,,
PPBEN.csv,40,010335038C,1,960 LP85-M,196085,196085,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,196085,AUTHORIZED,,,
PPBEN.csv,41,010335095C,1,961 ME65,961 ME65,2961ME,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,961 ME65,AUTHORIZED,,,
PPBEN.csv,42,010335095C,2,863,A60MIR,A60MIR,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,A60MIR,AUTHORIZED,,,
PPBEN.csv,43,010335095C,3,961 PUA,961 PUA,261PUA,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,961 PUA,AUTHORIZED,,,
PPBEN.csv,44,010346921C,1,980 END65,280END,280END,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,280END,AUTHORIZED,,,
PPBEN.csv,45,010348734C,1,960 LP85-M,196085,196085,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,196085,AUTHORIZED,,,
PPBEN.csv,46,010348734C,2,863,A60MIR,A60MIR,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,A60MIR,AUTHORIZED,,,
PPBEN.csv,47,010350577C,1,960 PO,1960PO,1960PO,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1960PO,AUTHORIZED,,,
PPBEN.csv,48,010350577C,2,960 PO PUA,1POPUA,1POPUA,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1POPUA,AUTHORIZED,,,
PPBEN.csv,49,010360289C,1,670 GL85-M,17085M,17085M,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,17085M,AUTHORIZED,,,
PPBEN.csv,50,010360289C,2,670 PUA,170PUA,170PUA,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,170PUA,AUTHORIZED,,,
PPBEN.csv,51,010360290C,1,670 GL85-8,170858,170858,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,170858,AUTHORIZED,,,
PPBEN.csv,52,010360290C,2,670 PUA,170PUA,170PUA,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,170PUA,AUTHORIZED,,,
PPBEN.csv,53,010363098C,1,960 LP85-M,196085,196085,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,196085,AUTHORIZED,,,
PPBEN.csv,54,010363098C,2,0823 96085,9085WP,9085WP,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,9085WP,AUTHORIZED,,,
PPBEN.csv,55,010363098C,3,826,560STR,560STR,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,560STR,AUTHORIZED,,,
PPBEN.csv,56,010363098C,4,0823 960SP,960SWP,960SWP,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,960SWP,AUTHORIZED,,,
PPBEN.csv,57,010363098C,5,960 LP PUA,185PUA,185PUA,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,185PUA,AUTHORIZED,,,
PPBEN.csv,58,010367131C,1,670 GL85-M,17085M,17085M,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,17085M,AUTHORIZED,,,
PPBEN.csv,59,010367131C,2,670 PUA,170PUA,170PUA,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,170PUA,AUTHORIZED,,,
PPBEN.csv,60,010367132C,1,670 GL85-8,170858,170858,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,170858,AUTHORIZED,,,
PPBEN.csv,61,010367132C,2,670 PUA,170PUA,170PUA,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,170PUA,AUTHORIZED,,,
PPBEN.csv,62,010367133C,1,670 GL85-M,17085M,17085M,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,17085M,AUTHORIZED,,,
PPBEN.csv,63,010367133C,2,670 PUA,170PUA,170PUA,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,170PUA,AUTHORIZED,,,
PPBEN.csv,64,010367438C,1,670 GL85-M,17085M,17085M,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,17085M,AUTHORIZED,,,
PPBEN.csv,65,010367438C,2,670 PUA,170PUA,170PUA,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,170PUA,AUTHORIZED,,,
PPBEN.csv,66,010367704C,1,670 GL85-M,17085M,17085M,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,17085M,AUTHORIZED,,,
PPBEN.csv,67,010367704C,2,670 PUA,170PUA,170PUA,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,170PUA,AUTHORIZED,,,
PPBEN.csv,68,010367705C,1,670 GL85-8,170858,170858,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,170858,AUTHORIZED,,,
PPBEN.csv,69,010367705C,2,670 PUA,170PUA,170PUA,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,170PUA,AUTHORIZED,,,
PPBEN.csv,70,010368703C,1,670 GL85-M,17085M,17085M,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,17085M,AUTHORIZED,,,
PPBEN.csv,71,010368703C,2,670 PUA,170PUA,170PUA,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,170PUA,AUTHORIZED,,,
PPBEN.csv,72,010371171C,1,670 GL85-M,17085M,17085M,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,17085M,AUTHORIZED,,,
PPBEN.csv,73,010371171C,2,670 PUA,170PUA,170PUA,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,170PUA,AUTHORIZED,,,
PPBEN.csv,74,010371356C,1,670 GL85-M,17085M,17085M,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,17085M,AUTHORIZED,,,
PPBEN.csv,75,010371356C,2,670 PUA,170PUA,170PUA,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,170PUA,AUTHORIZED,,,
PPBEN.csv,76,010373918C,1,670 GL85-M,17085M,17085M,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,17085M,AUTHORIZED,,,
PPBEN.csv,77,010373918C,2,670 PUA,170PUA,170PUA,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,170PUA,AUTHORIZED,,,
PPBEN.csv,78,010373918C,3,670 GL85-M,17085M,17085M,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,17085M,AUTHORIZED,,,
PPBEN.csv,79,010374099C,1,960 PO,1960PO,1960PO,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1960PO,AUTHORIZED,,,
PPBEN.csv,80,010374779C,1,670 GL85-M,17085M,17085M,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,17085M,AUTHORIZED,,,
PPBEN.csv,81,010374779C,2,670 PUA,170PUA,170PUA,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,170PUA,AUTHORIZED,,,
PPBEN.csv,82,010374837C,1,670 GL85-8,170858,170858,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,170858,AUTHORIZED,,,
PPBEN.csv,83,010374837C,2,670 PUA,170PUA,170PUA,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,170PUA,AUTHORIZED,,,
PPBEN.csv,84,010374838C,1,670 GL85-8,170858,170858,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,170858,AUTHORIZED,,,
PPBEN.csv,85,010374838C,2,670 PUA,170PUA,170PUA,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,170PUA,AUTHORIZED,,,
PPBEN.csv,86,010376522C,1,960 PO,1960PO,1960PO,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1960PO,AUTHORIZED,,,
PPBEN.csv,87,010376522C,2,960 PO PUA,1POPUA,1POPUA,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1POPUA,AUTHORIZED,,,
PPBEN.csv,88,010376529C,1,670 GL85-8,170858,170858,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,170858,AUTHORIZED,,,
PPBEN.csv,89,010376529C,2,670 PUA,170PUA,170PUA,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,170PUA,AUTHORIZED,,,
PPBEN.csv,90,010376540C,1,670 GL85-M,17085M,17085M,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,17085M,AUTHORIZED,,,
PPBEN.csv,91,010376540C,2,670 PUA,170PUA,170PUA,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,170PUA,AUTHORIZED,,,
PPBEN.csv,92,010377918C,1,670 GL85-M,17085M,17085M,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,17085M,AUTHORIZED,,,
PPBEN.csv,93,010377918C,2,670 PUA,170PUA,170PUA,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,170PUA,AUTHORIZED,,,
PPBEN.csv,94,010378485C,1,960 LP65,196065,196065,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,196065,AUTHORIZED,,,
PPBEN.csv,95,010378485C,2,960 65 PUA,165PUA,165PUA,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,165PUA,AUTHORIZED,,,
PPBEN.csv,96,010378710C,1,960 LP65,196065,196065,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,196065,AUTHORIZED,,,
PPBEN.csv,97,010378710C,2,960 65 PUA,165PUA,165PUA,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,165PUA,AUTHORIZED,,,
PPBEN.csv,98,010378829C,1,960 LP65,196065,196065,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,196065,AUTHORIZED,,,
PPBEN.csv,99,010378829C,2,960 65 PUA,165PUA,165PUA,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,165PUA,AUTHORIZED,,,
PPBEN.csv,100,010378830C,1,960 PO,1960PO,1960PO,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1960PO,AUTHORIZED,,,
PPBEN.csv,101,010378830C,2,0823 960PO,90POWP,90POWP,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,90POWP,AUTHORIZED,,,
PPBEN.csv,102,010378830C,3,0822 960PO,9POADB,9POADB,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,9POADB,AUTHORIZED,,,
PPBEN.csv,103,010379405C,1,960 PO,1960PO,1960PO,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1960PO,AUTHORIZED,,,
PPBEN.csv,104,010379405C,2,0823 960PO,90POWP,90POWP,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,90POWP,AUTHORIZED,,,
PPBEN.csv,105,010379405C,3,0822 960PO,9POADB,9POADB,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,9POADB,AUTHORIZED,,,
PPBEN.csv,106,010379405C,4,826,560STR,560STR,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,560STR,AUTHORIZED,,,
PPBEN.csv,107,010379405C,5,0823 960SP,960SWP,960SWP,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,960SWP,AUTHORIZED,,,
PPBEN.csv,108,010379405C,6,960 PO PUA,1POPUA,1POPUA,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1POPUA,AUTHORIZED,,,
PPBEN.csv,109,010379477C,1,960 PO,1960PO,1960PO,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1960PO,AUTHORIZED,,,
PPBEN.csv,110,010379478C,1,960 PO,1960PO,1960PO,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1960PO,AUTHORIZED,,,
PPBEN.csv,111,010380049C,1,960 PO,1960PO,1960PO,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1960PO,AUTHORIZED,,,
PPBEN.csv,112,010380049C,2,960 PO PUA,1POPUA,1POPUA,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1POPUA,AUTHORIZED,,,
PPBEN.csv,113,010380550C,1,960 LP65,196065,196065,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,196065,AUTHORIZED,,,
PPBEN.csv,114,010380550C,2,960 65 PUA,165PUA,165PUA,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,165PUA,AUTHORIZED,,,
PPBEN.csv,115,010380625C,1,960 LP65,196065,196065,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,196065,AUTHORIZED,,,
PPBEN.csv,116,010380627C,1,960 LP65,196065,196065,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,196065,AUTHORIZED,,,
PPBEN.csv,117,010380627C,2,960 65 PUA,165PUA,165PUA,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,165PUA,AUTHORIZED,,,
PPBEN.csv,118,010380808C,1,960 PO,1960PO,1960PO,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1960PO,AUTHORIZED,,,
PPBEN.csv,119,010380808C,2,0823 960PO,90POWP,90POWP,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,90POWP,AUTHORIZED,,,
PPBEN.csv,120,010381516C,1,670 GL85-8,170858,170858,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,170858,AUTHORIZED,,,
PPBEN.csv,121,010381745C,1,670 GL85-M,17085M,17085M,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,17085M,AUTHORIZED,,,
PPBEN.csv,122,010381745C,2,670 PUA,170PUA,170PUA,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,170PUA,AUTHORIZED,,,
PPBEN.csv,123,010382426C,1,960 PO,1960PO,1960PO,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1960PO,AUTHORIZED,,,
PPBEN.csv,124,010382426C,2,0823 960PO,90POWP,90POWP,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,90POWP,AUTHORIZED,,,
PPBEN.csv,125,010382426C,3,0822 960PO,9POADB,9POADB,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,9POADB,AUTHORIZED,,,
PPBEN.csv,126,010382448C,1,670 GL85-8,170858,170858,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,170858,AUTHORIZED,,,
PPBEN.csv,127,010382520C,1,960 LP65,196065,196065,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,196065,AUTHORIZED,,,
PPBEN.csv,128,010382520C,2,828,528CTR,528CTR,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,528CTR,AUTHORIZED,,,
PPBEN.csv,129,010382520C,3,960 65 PUA,165PUA,165PUA,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,165PUA,AUTHORIZED,,,
PPBEN.csv,130,010382931C,1,960 PO,1960PO,1960PO,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1960PO,AUTHORIZED,,,
PPBEN.csv,131,010382931C,2,960 PO PUA,1POPUA,1POPUA,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1POPUA,AUTHORIZED,,,
PPBEN.csv,132,010385491C,1,670 GL85-8,170858,170858,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,170858,AUTHORIZED,,,
PPBEN.csv,133,010385491C,2,670 PUA,170PUA,170PUA,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,170PUA,AUTHORIZED,,,
PPBEN.csv,134,010385636C,1,960 PO,1960PO,1960PO,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1960PO,AUTHORIZED,,,
PPBEN.csv,135,010385636C,2,960 PO PUA,1POPUA,1POPUA,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1POPUA,AUTHORIZED,,,
PPBEN.csv,136,010388767C,1,670 GL85-M,17085M,17085M,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,17085M,AUTHORIZED,,,
PPBEN.csv,137,010388767C,2,670 PUA,170PUA,170PUA,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,170PUA,AUTHORIZED,,,
PPBEN.csv,138,010389651C,1,670 GL85-M,17085M,17085M,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,17085M,AUTHORIZED,,,
PPBEN.csv,139,010389651C,2,670 PUA,170PUA,170PUA,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,170PUA,AUTHORIZED,,,
PPBEN.csv,140,010389802C,1,960 PO,1960PO,1960PO,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1960PO,AUTHORIZED,,,
PPBEN.csv,141,010389802C,2,960 PO PUA,1POPUA,1POPUA,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1POPUA,AUTHORIZED,,,
PPBEN.csv,142,010390061C,1,670 GL85-8,170858,170858,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,170858,AUTHORIZED,,,
PPBEN.csv,143,010390061C,2,670 PUA,170PUA,170PUA,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,170PUA,AUTHORIZED,,,
PPBEN.csv,144,010390251C,1,960 LP65,196065,196065,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,196065,AUTHORIZED,,,
PPBEN.csv,145,010391004C,1,670 GL85-8,170858,170858,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,170858,AUTHORIZED,,,
PPBEN.csv,146,010391004C,2,670 PUA,170PUA,170PUA,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,170PUA,AUTHORIZED,,,
PPBEN.csv,147,010391228C,1,970 JEB,970 JEB,1970JB,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,970 JEB,AUTHORIZED,,,
PPBEN.csv,148,010391228C,2,970 PUA,970 PUA,1970PA,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,970 PUA,AUTHORIZED,,,
PPBEN.csv,149,010391355C,1,670 GL85-M,17085M,17085M,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,17085M,AUTHORIZED,,,
PPBEN.csv,150,010391355C,2,670 PUA,170PUA,170PUA,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,170PUA,AUTHORIZED,,,
PPBEN.csv,151,010391359C,1,980 END65,280END,280END,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,280END,AUTHORIZED,,,
PPBEN.csv,152,010391359C,2,980 PUA,280PUA,280PUA,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,280PUA,AUTHORIZED,,,
PPBEN.csv,153,010391359C,3,980 END65,280END,280END,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,280END,AUTHORIZED,,,
PPBEN.csv,154,010391411C,1,670 GL85-8,170858,170858,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,170858,AUTHORIZED,,,
PPBEN.csv,155,010391411C,2,670 PUA,170PUA,170PUA,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,170PUA,AUTHORIZED,,,
PPBEN.csv,156,010391422C,1,670 GL85-M,17085M,17085M,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,17085M,AUTHORIZED,,,
PPBEN.csv,157,010391422C,2,670 PUA,170PUA,170PUA,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,170PUA,AUTHORIZED,,,
PPBEN.csv,158,010391582C,1,670 GL85-M,17085M,17085M,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,17085M,AUTHORIZED,,,
PPBEN.csv,159,010391582C,2,670 PUA,170PUA,170PUA,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,170PUA,AUTHORIZED,,,
PPBEN.csv,160,010391679C,1,670 GL85-8,170858,170858,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,170858,AUTHORIZED,,,
PPBEN.csv,161,010391840C,1,670 GL85-8,170858,170858,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,170858,AUTHORIZED,,,
PPBEN.csv,162,010391840C,2,670 PUA,170PUA,170PUA,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,170PUA,AUTHORIZED,,,
PPBEN.csv,163,010391841C,1,670 GL85-8,170858,170858,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,170858,AUTHORIZED,,,
PPBEN.csv,164,010391876C,1,670 GL85-8,170858,170858,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,170858,AUTHORIZED,,,
PPBEN.csv,165,010391876C,2,670 PUA,170PUA,170PUA,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,170PUA,AUTHORIZED,,,
PPBEN.csv,166,010391878C,1,670 GL85-8,170858,170858,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,170858,AUTHORIZED,,,
PPBEN.csv,167,010391878C,2,670 PUA,170PUA,170PUA,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,170PUA,AUTHORIZED,,,
PPBEN.csv,168,010391895C,1,670 GL85-8,170858,170858,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,170858,AUTHORIZED,,,
PPBEN.csv,169,010391895C,2,670 PUA,170PUA,170PUA,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,170PUA,AUTHORIZED,,,
PPBEN.csv,170,010392117C,1,670 GL85-8,170858,170858,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,170858,AUTHORIZED,,,
PPBEN.csv,171,010392117C,2,670 PUA,170PUA,170PUA,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,170PUA,AUTHORIZED,,,
PPBEN.csv,172,010392138C,1,670 GL85-M,17085M,17085M,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,17085M,AUTHORIZED,,,
